ID;Persoonskenmerken;Perioden;ZeerTevreden_1;Tevreden_2;NietTevredenNietOntevreden_3;Ontevreden_4;ZeerOntevreden_5;PvdA_6;CDA_7;VVD_8;D66_9;GROENLINKS_10;SGPChristenUnie_11;SP_12;LeefbaarNederland_13;LijstPimFortuyn_14;AnderePartij_15;NietOfBlancoStemmer_16;WeetNiet_17;HeeftGestemd_18;PvdA_19;CDA_20;VVD_21;D66_22;GROENLINKS_23;SGPChristenUnie_24;SP_25;LeefbaarNederland_26;LijstPimFortuyn_27;AnderePartij_28;BlancoStemmer_29;WeetNiet_30;ZeerGeinteresseerd_31;TamelijkGeinteresseerd_32;WeinigGeinteresseerd_33;GeenInteresse_34;IsActiefInGesprek_35;Luistert_36;LuistertNiet_37;LidPolitiekePartij_38;BezVergaderingenPolPartij15Tot30_39;BandMetPolitiekePartij_40;ZeerSterkeBand_41;TamelijkSterkeBand_42;MatigSterkeBand_43;ZwakTotZeerZwakkeBand_44;IsLidVanEenVakStudentenbond_45;BezoektVergWerkgNemersorgVakbond_46;OnbeperktMogelijkZijn_47;BeperktWorden_48;VolledigGestoptWorden_49;OnbeperktMogelijkZijn_50;BeperktWorden_51;VolledigGestoptWorden_52;OnbeperktMogelijkZijn_53;BeperktWorden_54;VolledigGestoptWorden_55;VeelMoeilijkerMaken_56;MoeilijkerMaken_57;NietMoeilijkerNietMakkelijkerMaken_58;MakkelijkerMaken_59;VeelMakkelijkerMaken_60;EigenCultuurVolledigBehouden_61;EigenCultuurGrotendeelsBehouden_62;CultuurNietBehoudenNietAanpassen_63;GrotendeelsAanpassenAanNLCultuur_64;VolledigAanpassenAanNLCultuur_65;HelemaalMeeEens_66;MeeEens_67;NietEensNietOneens_68;MeeOneens_69;HelemaalMeeOneens_70;HelemaalMeeEens_71;MeeEens_72;NietEensNietOneens_73;MeeOneens_74;HelemaalMeeOneens_75;GezinEtnischeMinderheid_76;NederlandsGezin_77;MagGeenVerschilMaken_78;WerknemerMetGezin_79;WerknemerZonderGezin_80;MagGeenVerschilMaken_81;EenBuitenlander_82;EenNederlander_83;MagGeenVerschilMaken_84;EenMan_85;EenVrouw_86;MagGeenVerschilMaken_87;EenJongere_88;EenOudere_89;MagGeenVerschilMaken_90;EenBlanke_91;AndereHuidskleur_92;MagGeenVerschilMaken_93;Hinderlijk_94;NietHinderlijk_95;WeetNiet_96;Hinderlijk_97;NietHinderlijk_98;WeetNiet_99;HeelErgBelangrijk_100;ErgBelangrijk_101;Belangrijk_102;IsErOnzekerOver_103;Onbelangrijk_104;HeelErgBelangrijk_105;ErgBelangrijk_106;Belangrijk_107;IsErOnzekerOver_108;Onbelangrijk_109;HeelErgBelangrijk_110;ErgBelangrijk_111;Belangrijk_112;IsErOnzekerOver_113;Onbelangrijk_114;HeelErgBelangrijk_115;ErgBelangrijk_116;Belangrijk_117;IsErOnzekerOver_118;Onbelangrijk_119;HeelErgBelangrijk_120;ErgBelangrijk_121;Belangrijk_122;IsErOnzekerOver_123;Onbelangrijk_124;HeelErgBelangrijk_125;ErgBelangrijk_126;Belangrijk_127;IsErOnzekerOver_128;Onbelangrijk_129;HeelErgBelangrijk_130;ErgBelangrijk_131;Belangrijk_132;IsErOnzekerOver_133;Onbelangrijk_134;HeelErgBelangrijk_135;ErgBelangrijk_136;Belangrijk_137;IsErOnzekerOver_138;Onbelangrijk_139;HeelErgBelangrijk_140;ErgBelangrijk_141;Belangrijk_142;IsErOnzekerOver_143;Onbelangrijk_144;HeelErgBelangrijk_145;ErgBelangrijk_146;Belangrijk_147;IsErOnzekerOver_148;Onbelangrijk_149;HeelErgBelangrijk_150;ErgBelangrijk_151;Belangrijk_152;IsErOnzekerOver_153;Onbelangrijk_154;HeelErgBelangrijk_155;ErgBelangrijk_156;Belangrijk_157;IsErOnzekerOver_158;Onbelangrijk_159;HeelErgBelangrijk_160;ErgBelangrijk_161;Belangrijk_162;IsErOnzekerOver_163;Onbelangrijk_164;HeelErgBelangrijk_165;ErgBelangrijk_166;Belangrijk_167;IsErOnzekerOver_168;Onbelangrijk_169;HelemaalGrotendeelsMeeEens_170;NietMeeEensNietMeeOneens_171;HelemaalNietMeeEens_172;HelemaalGrotendeelsMeeEens_173;NietMeeEensNietMeeOneens_174;HelemaalNietMeeEens_175;HelemaalGrotendeelsMeeEens_176;NietMeeEensNietMeeOneens_177;HelemaalNietMeeEens_178;HelemaalGrotendeelsMeeEens_179;NietMeeEensNietMeeOneens_180;HelemaalNietMeeEens_181;HelemaalGrotendeelsMeeEens_182;NietMeeEensNietMeeOneens_183;HelemaalNietMeeEens_184;HelemaalGrotendeelsMeeEens_185;NietMeeEensNietMeeOneens_186;HelemaalNietMeeEens_187;OverspelIsBreekpuntInRelatie_188;OverspelIsFoutMaarRelatieNietStuk_189;OverspelMoetMogelijkZijn_190;GeenMeningWeetNietWeigert_191
348;Eenpersoonshuishouden;2001;1.0;37.0;44.0;15.0;2.0;22.0;13.0;16.0;4.0;9.0;3.0;3.0;;;3.0;15.0;12.0;;;;;;;;;;;;;;15.0;41.0;25.0;19.0;47.0;38.0;15.0;4.0;4.0;59.0;15.0;45.0;34.0;6.0;15.0;6.0;10.0;73.0;17.0;30.0;59.0;10.0;13.0;70.0;17.0;19.0;25.0;36.0;14.0;7.0;3.0;6.0;39.0;28.0;24.0;4.0;24.0;22.0;34.0;15.0;18.0;58.0;11.0;10.0;3.0;1.0;22.0;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.0;16.0;7.0;52.0;25.0;21.0;74.0;13.0;13.0;45.0;28.0;26.0;79.0;9.0;11.0;11.0;23.0;65.0;68.0;25.0;2.0;5.0
349;Eenpersoonshuishouden;2002;1.0;24.0;44.0;24.0;6.0;16.0;20.0;14.0;4.0;8.0;3.0;6.0;2.0;4.0;1.0;11.0;12.0;84.0;17.0;32.0;11.0;8.0;12.0;1.0;5.0;0.0;12.0;1.0;1.0;0.0;20.0;43.0;21.0;16.0;52.0;34.0;14.0;4.0;;61.0;19.0;45.0;32.0;3.0;;;8.0;77.0;15.0;31.0;58.0;11.0;14.0;66.0;20.0;20.0;24.0;36.0;14.0;6.0;2.0;6.0;35.0;30.0;27.0;3.0;23.0;23.0;36.0;16.0;14.0;60.0;13.0;9.0;5.0;0.0;22.0;78.0;;;;;;;;;;;;;;;;;;;;;;6.0;7.0;18.0;11.0;58.0;28.0;21.0;30.0;6.0;16.0;42.0;22.0;17.0;5.0;13.0;38.0;25.0;23.0;4.0;10.0;17.0;25.0;44.0;4.0;10.0;16.0;22.0;57.0;3.0;2.0;19.0;29.0;44.0;5.0;3.0;13.0;30.0;50.0;4.0;3.0;7.0;12.0;45.0;18.0;19.0;12.0;19.0;46.0;14.0;9.0;10.0;11.0;37.0;26.0;16.0;10.0;19.0;49.0;15.0;7.0;41.0;31.0;27.0;1.0;1.0;30.0;30.0;35.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;
350;Eenpersoonshuishouden;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;11.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0;16.0;7.0;46.0;31.0;22.0;73.0;13.0;14.0;44.0;30.0;25.0;75.0;13.0;11.0;11.0;18.0;70.0;71.0;26.0;1.0;3.0
351;Eenpersoonshuishouden;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Lid van een eenoudergezin;1997;1.0;29.0;53.0;15.0;3.0;21.0;11.0;11.0;8.0;7.0;2.0;4.0;;;1.0;20.0;15.0;;;;;;;;;;;;;;7.0;34.0;32.0;27.0;33.0;43.0;24.0;2.0;0.0;46.0;15.0;43.0;39.0;2.0;5.0;0.0;11.0;71.0;18.0;20.0;66.0;15.0;9.0;63.0;27.0;26.0;22.0;35.0;11.0;7.0;4.0;8.0;38.0;28.0;21.0;1.0;18.0;25.0;30.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;14.0;3.0;16.0
353;Lid van een eenoudergezin;1998;1.0;35.0;49.0;12.0;3.0;30.0;9.0;11.0;4.0;10.0;2.0;4.0;;;2.0;18.0;9.0;65.0;33.0;12.0;20.0;7.0;12.0;4.0;8.0;;;1.0;1.0;2.0;8.0;34.0;29.0;29.0;35.0;40.0;25.0;3.0;;45.0;15.0;49.0;32.0;4.0;;;9.0;77.0;14.0;20.0;68.0;12.0;11.0;73.0;16.0;22.0;30.0;35.0;9.0;3.0;6.0;9.0;38.0;26.0;21.0;3.0;16.0;26.0;30.0;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Lid van een eenoudergezin;1999;1.0;33.0;49.0;15.0;3.0;26.0;9.0;12.0;3.0;11.0;3.0;5.0;;;1.0;18.0;13.0;;;;;;;;;;;;;;9.0;35.0;28.0;28.0;37.0;41.0;22.0;4.0;;54.0;18.0;43.0;32.0;8.0;;;14.0;64.0;22.0;28.0;58.0;13.0;12.0;63.0;25.0;25.0;16.0;36.0;15.0;9.0;5.0;9.0;39.0;27.0;20.0;3.0;24.0;23.0;28.0;21.0;17.0;49.0;16.0;13.0;6.0;2.0;17.0;81.0;2.0;34.0;64.0;8.0;4.0;88.0;3.0;4.0;94.0;14.0;13.0;73.0;2.0;2.0;96.0;17.0;78.0;5.0;7.0;88.0;5.0;5.0;6.0;15.0;9.0;65.0;41.0;28.0;25.0;3.0;3.0;60.0;19.0;14.0;3.0;3.0;47.0;30.0;22.0;1.0;0.0;27.0;24.0;39.0;4.0;6.0;22.0;25.0;49.0;1.0;2.0;18.0;33.0;41.0;4.0;4.0;21.0;29.0;45.0;2.0;3.0;16.0;19.0;37.0;14.0;14.0;20.0;27.0;40.0;9.0;5.0;16.0;21.0;33.0;19.0;11.0;19.0;24.0;42.0;7.0;8.0;44.0;29.0;25.0;1.0;1.0;34.0;29.0;32.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;
355;Lid van een eenoudergezin;2000;1.0;35.0;48.0;13.0;2.0;22.0;8.0;10.0;4.0;11.0;2.0;2.0;;;1.0;24.0;15.0;;;;;;;;;;;;;;6.0;32.0;32.0;30.0;34.0;42.0;24.0;3.0;;40.0;16.0;43.0;37.0;3.0;;;10.0;68.0;22.0;28.0;60.0;11.0;13.0;67.0;20.0;27.0;21.0;33.0;11.0;9.0;5.0;8.0;40.0;19.0;29.0;4.0;27.0;21.0;32.0;15.0;17.0;50.0;18.0;10.0;4.0;1.0;19.0;79.0;2.0;32.0;67.0;5.0;3.0;93.0;1.0;3.0;95.0;21.0;11.0;69.0;1.0;4.0;94.0;15.0;78.0;6.0;10.0;84.0;6.0;3.0;3.0;9.0;14.0;71.0;45.0;27.0;23.0;4.0;1.0;63.0;18.0;15.0;3.0;1.0;50.0;21.0;27.0;2.0;0.0;29.0;25.0;38.0;2.0;6.0;24.0;24.0;49.0;2.0;1.0;26.0;28.0;38.0;4.0;3.0;19.0;29.0;40.0;9.0;3.0;18.0;17.0;37.0;16.0;13.0;21.0;27.0;37.0;10.0;4.0;12.0;22.0;29.0;24.0;12.0;14.0;25.0;41.0;13.0;7.0;48.0;25.0;26.0;1.0;1.0;38.0;28.0;30.0;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;
356;Lid van een eenoudergezin;2001;1.0;36.0;49.0;11.0;3.0;26.0;8.0;8.0;3.0;10.0;2.0;3.0;;;3.0;20.0;16.0;;;;;;;;;;;;;;7.0;32.0;31.0;30.0;38.0;41.0;21.0;2.0;1.0;50.0;13.0;48.0;31.0;8.0;4.0;1.0;10.0;73.0;18.0;27.0;65.0;9.0;14.0;70.0;15.0;18.0;28.0;37.0;12.0;5.0;4.0;8.0;40.0;29.0;19.0;4.0;19.0;26.0;37.0;14.0;17.0;54.0;14.0;12.0;3.0;0.0;18.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;19.0;11.0;45.0;28.0;26.0;72.0;17.0;10.0;38.0;29.0;32.0;66.0;15.0;19.0;16.0;21.0;62.0;68.0;15.0;1.0;16.0
357;Lid van een eenoudergezin;2002;0.0;20.0;48.0;26.0;5.0;19.0;15.0;9.0;3.0;7.0;3.0;8.0;2.0;5.0;1.0;13.0;15.0;;;;;;;;;;;;;;10.0;40.0;28.0;22.0;42.0;38.0;19.0;2.0;;52.0;14.0;49.0;32.0;4.0;;;6.0;78.0;16.0;24.0;65.0;10.0;18.0;64.0;19.0;17.0;26.0;41.0;8.0;7.0;2.0;6.0;37.0;27.0;28.0;3.0;25.0;23.0;35.0;14.0;14.0;56.0;17.0;10.0;4.0;1.0;20.0;79.0;;;;;;;;;;;;;;;;;;;;;;2.0;7.0;19.0;10.0;62.0;43.0;24.0;26.0;3.0;5.0;57.0;16.0;17.0;3.0;7.0;42.0;31.0;22.0;2.0;3.0;25.0;19.0;43.0;9.0;5.0;23.0;20.0;50.0;3.0;4.0;22.0;24.0;39.0;9.0;7.0;17.0;30.0;46.0;4.0;3.0;6.0;9.0;48.0;23.0;14.0;14.0;19.0;49.0;12.0;6.0;12.0;17.0;46.0;18.0;7.0;11.0;23.0;46.0;11.0;8.0;45.0;28.0;24.0;2.0;0.0;35.0;28.0;36.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
358;Lid van een eenoudergezin;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;19.0;13.0;38.0;26.0;35.0;70.0;14.0;15.0;45.0;27.0;25.0;67.0;13.0;17.0;13.0;19.0;66.0;67.0;15.0;3.0;16.0
359;Lid van een eenoudergezin;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Lid van een paar zonder kinderen;1997;1.0;37.0;45.0;15.0;3.0;20.0;17.0;20.0;7.0;4.0;3.0;2.0;;;2.0;13.0;12.0;;;;;;;;;;;;;;12.0;43.0;28.0;17.0;43.0;41.0;16.0;5.0;1.0;62.0;15.0;42.0;37.0;6.0;21.0;9.0;7.0;73.0;20.0;23.0;63.0;14.0;8.0;65.0;28.0;25.0;27.0;34.0;9.0;5.0;4.0;6.0;34.0;28.0;29.0;3.0;15.0;25.0;32.0;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;25.0;1.0;7.0
361;Lid van een paar zonder kinderen;1998;1.0;41.0;42.0;13.0;3.0;25.0;17.0;21.0;6.0;5.0;3.0;3.0;;;2.0;11.0;7.0;85.0;29.0;20.0;28.0;8.0;6.0;3.0;3.0;;;2.0;1.0;0.0;13.0;43.0;28.0;16.0;46.0;39.0;15.0;6.0;;63.0;16.0;46.0;35.0;4.0;;;8.0;76.0;16.0;28.0;61.0;11.0;10.0;67.0;23.0;25.0;27.0;34.0;9.0;5.0;3.0;7.0;34.0;29.0;27.0;2.0;17.0;25.0;35.0;21.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Lid van een paar zonder kinderen;1999;1.0;33.0;46.0;17.0;3.0;21.0;17.0;21.0;4.0;7.0;3.0;2.0;;;1.0;14.0;10.0;;;;;;;;;;;;;;13.0;41.0;28.0;18.0;46.0;39.0;15.0;5.0;;62.0;17.0;43.0;36.0;5.0;;;7.0;76.0;17.0;27.0;62.0;11.0;9.0;68.0;23.0;24.0;25.0;33.0;11.0;6.0;3.0;6.0;36.0;27.0;28.0;2.0;19.0;24.0;35.0;20.0;15.0;57.0;12.0;10.0;5.0;1.0;24.0;76.0;5.0;38.0;57.0;12.0;3.0;85.0;1.0;7.0;92.0;19.0;16.0;66.0;1.0;4.0;94.0;13.0;79.0;8.0;7.0;86.0;6.0;19.0;16.0;36.0;4.0;25.0;35.0;31.0;31.0;1.0;2.0;49.0;25.0;17.0;3.0;6.0;50.0;29.0;21.0;0.0;0.0;18.0;27.0;45.0;3.0;7.0;17.0;25.0;54.0;2.0;2.0;18.0;29.0;45.0;4.0;4.0;17.0;29.0;50.0;3.0;2.0;7.0;14.0;43.0;18.0;18.0;13.0;22.0;46.0;12.0;8.0;11.0;17.0;37.0;21.0;14.0;13.0;24.0;46.0;11.0;7.0;48.0;27.0;25.0;1.0;0.0;28.0;32.0;36.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;
363;Lid van een paar zonder kinderen;2000;1.0;37.0;44.0;15.0;3.0;21.0;17.0;21.0;4.0;7.0;3.0;2.0;;;1.0;14.0;12.0;;;;;;;;;;;;;;12.0;41.0;28.0;18.0;46.0;40.0;14.0;6.0;;62.0;14.0;44.0;37.0;5.0;;;7.0;76.0;17.0;31.0;61.0;9.0;11.0;68.0;21.0;23.0;25.0;36.0;11.0;5.0;3.0;6.0;33.0;30.0;29.0;2.0;22.0;24.0;34.0;18.0;16.0;58.0;11.0;11.0;4.0;1.0;20.0;79.0;4.0;37.0;59.0;11.0;3.0;86.0;1.0;6.0;93.0;17.0;15.0;68.0;1.0;4.0;95.0;12.0;80.0;8.0;7.0;85.0;7.0;17.0;15.0;39.0;3.0;26.0;33.0;32.0;32.0;2.0;1.0;49.0;25.0;17.0;3.0;6.0;48.0;32.0;20.0;0.0;1.0;16.0;25.0;48.0;2.0;8.0;17.0;27.0;53.0;2.0;1.0;16.0;30.0;44.0;4.0;6.0;15.0;31.0;50.0;2.0;2.0;6.0;16.0;44.0;17.0;17.0;12.0;21.0;47.0;12.0;8.0;10.0;15.0;41.0;22.0;13.0;11.0;24.0;49.0;11.0;5.0;49.0;29.0;21.0;1.0;0.0;31.0;32.0;33.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
364;Lid van een paar zonder kinderen;2001;1.0;37.0;43.0;16.0;3.0;20.0;16.0;21.0;4.0;6.0;3.0;2.0;;;3.0;12.0;14.0;;;;;;;;;;;;;;14.0;43.0;27.0;16.0;49.0;39.0;12.0;5.0;0.0;60.0;13.0;45.0;37.0;5.0;19.0;9.0;6.0;77.0;17.0;29.0;62.0;9.0;10.0;67.0;23.0;23.0;26.0;34.0;12.0;5.0;3.0;6.0;32.0;31.0;28.0;3.0;22.0;22.0;37.0;17.0;16.0;58.0;11.0;10.0;4.0;1.0;21.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;20.0;13.0;42.0;28.0;28.0;75.0;14.0;11.0;34.0;31.0;34.0;74.0;11.0;15.0;14.0;24.0;61.0;73.0;21.0;1.0;5.0
365;Lid van een paar zonder kinderen;2002;1.0;25.0;41.0;27.0;6.0;15.0;26.0;14.0;4.0;4.0;2.0;4.0;3.0;4.0;1.0;8.0;14.0;90.0;16.0;34.0;18.0;6.0;6.0;3.0;6.0;1.0;10.0;0.0;0.0;1.0;18.0;45.0;25.0;12.0;55.0;35.0;10.0;5.0;;59.0;17.0;44.0;33.0;5.0;;;6.0;76.0;18.0;27.0;61.0;11.0;8.0;67.0;25.0;23.0;25.0;35.0;11.0;6.0;2.0;4.0;29.0;33.0;31.0;2.0;19.0;21.0;38.0;20.0;13.0;57.0;14.0;12.0;5.0;0.0;22.0;78.0;;;;;;;;;;;;;;;;;;;;;;19.0;16.0;37.0;4.0;24.0;37.0;35.0;25.0;2.0;1.0;54.0;24.0;15.0;3.0;5.0;51.0;31.0;17.0;0.0;0.0;15.0;26.0;49.0;3.0;7.0;16.0;27.0;54.0;1.0;1.0;17.0;30.0;45.0;3.0;4.0;15.0;33.0;48.0;3.0;1.0;6.0;12.0;48.0;18.0;16.0;11.0;22.0;49.0;12.0;7.0;9.0;18.0;42.0;21.0;10.0;11.0;25.0;46.0;12.0;6.0;49.0;29.0;21.0;1.0;0.0;34.0;32.0;32.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
366;Lid van een paar zonder kinderen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;18.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;18.0;15.0;45.0;25.0;30.0;75.0;13.0;12.0;31.0;33.0;35.0;77.0;10.0;12.0;14.0;24.0;62.0;74.0;22.0;1.0;3.0
367;Lid van een paar zonder kinderen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;Lid van een paar met kinderen;1997;1.0;36.0;49.0;12.0;2.0;19.0;14.0;19.0;10.0;4.0;4.0;2.0;;;1.0;14.0;13.0;;;;;;;;;;;;;;8.0;39.0;32.0;21.0;38.0;45.0;18.0;3.0;1.0;58.0;12.0;43.0;40.0;4.0;6.0;3.0;8.0;73.0;19.0;21.0;66.0;13.0;8.0;67.0;25.0;23.0;28.0;34.0;11.0;5.0;4.0;7.0;34.0;30.0;25.0;2.0;16.0;24.0;34.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.0;17.0;2.0;19.0
369;Lid van een paar met kinderen;1998;1.0;42.0;45.0;10.0;2.0;25.0;13.0;21.0;7.0;6.0;5.0;2.0;;;1.0;12.0;8.0;82.0;29.0;16.0;23.0;10.0;7.0;7.0;4.0;;;2.0;1.0;1.0;9.0;40.0;31.0;19.0;41.0;41.0;17.0;3.0;;59.0;15.0;49.0;32.0;4.0;;;8.0;77.0;15.0;24.0;66.0;10.0;10.0;68.0;22.0;21.0;28.0;33.0;13.0;4.0;3.0;8.0;36.0;31.0;22.0;3.0;19.0;25.0;32.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Lid van een paar met kinderen;1999;1.0;33.0;51.0;14.0;2.0;21.0;13.0;20.0;5.0;8.0;5.0;2.0;;;1.0;14.0;11.0;;;;;;;;;;;;;;9.0;38.0;31.0;21.0;41.0;42.0;17.0;4.0;;58.0;14.0;48.0;33.0;5.0;;;8.0;76.0;16.0;26.0;63.0;11.0;12.0;67.0;20.0;21.0;28.0;34.0;11.0;6.0;3.0;7.0;36.0;33.0;21.0;3.0;21.0;24.0;34.0;18.0;15.0;55.0;14.0;10.0;5.0;1.0;18.0;81.0;4.0;39.0;57.0;7.0;2.0;91.0;1.0;5.0;94.0;19.0;13.0;68.0;1.0;2.0;97.0;12.0;80.0;8.0;6.0;89.0;5.0;17.0;17.0;37.0;3.0;26.0;45.0;30.0;22.0;1.0;2.0;62.0;23.0;10.0;2.0;3.0;56.0;29.0;14.0;0.0;0.0;19.0;29.0;46.0;2.0;4.0;19.0;27.0;51.0;2.0;1.0;19.0;31.0;42.0;3.0;4.0;16.0;33.0;46.0;3.0;2.0;5.0;14.0;44.0;20.0;17.0;11.0;25.0;45.0;11.0;8.0;10.0;18.0;39.0;19.0;14.0;13.0;26.0;47.0;9.0;6.0;51.0;30.0;19.0;1.0;1.0;38.0;34.0;27.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;
371;Lid van een paar met kinderen;2000;1.0;39.0;47.0;11.0;2.0;21.0;13.0;18.0;5.0;8.0;5.0;2.0;;;1.0;14.0;14.0;;;;;;;;;;;;;;8.0;38.0;32.0;22.0;40.0;42.0;18.0;3.0;;56.0;13.0;45.0;37.0;4.0;;;8.0;77.0;15.0;28.0;64.0;8.0;11.0;71.0;17.0;20.0;27.0;35.0;13.0;6.0;3.0;6.0;34.0;34.0;23.0;3.0;21.0;23.0;35.0;17.0;16.0;55.0;14.0;10.0;4.0;1.0;16.0;84.0;3.0;40.0;58.0;7.0;1.0;92.0;1.0;4.0;95.0;16.0;12.0;71.0;1.0;2.0;97.0;12.0;82.0;7.0;5.0;90.0;5.0;15.0;16.0;39.0;4.0;26.0;45.0;29.0;22.0;2.0;2.0;64.0;21.0;11.0;2.0;2.0;57.0;28.0;14.0;0.0;0.0;19.0;29.0;45.0;3.0;4.0;17.0;26.0;53.0;2.0;1.0;19.0;30.0;44.0;3.0;4.0;14.0;32.0;49.0;3.0;2.0;6.0;14.0;46.0;18.0;16.0;12.0;25.0;45.0;10.0;8.0;11.0;17.0;41.0;19.0;13.0;13.0;23.0;48.0;10.0;6.0;51.0;31.0;18.0;1.0;0.0;40.0;33.0;26.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;
