ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
2928;S Total Services;Uruguay;2018 4th quarter;4.0;30.0;26.0
2929;S Total Services;Uruguay;2018;37.0;126.0;89.0
2930;S Total Services;Uruguay;2019 1st quarter;6.0;23.0;18.0
2931;S Total Services;Uruguay;2019 2nd quarter;3.0;29.0;26.0
2932;S Total Services;Uruguay;2019 3rd quarter;4.0;29.0;25.0
2933;S Total Services;Uruguay;2019 4th quarter;7.0;25.0;18.0
2934;S Total Services;Uruguay;2019;20.0;107.0;88.0
2935;S Total Services;Uruguay;2020 1st quarter;3.0;32.0;29.0
2936;S Total Services;Uruguay;2020 2nd quarter;6.0;33.0;27.0
2937;S Total Services;Uruguay;2020 3rd quarter;5.0;24.0;18.0
2938;S Total Services;Uruguay;2020 4th quarter;3.0;21.0;18.0
2939;S Total Services;Uruguay;2020;17.0;109.0;92.0
2940;S Total Services;United States;2014 1st quarter;7207.0;3327.0;-3880.0
2941;S Total Services;United States;2014 2nd quarter;7299.0;4025.0;-3274.0
2942;S Total Services;United States;2014 3rd quarter;5460.0;5350.0;-110.0
2943;S Total Services;United States;2014 4th quarter;8259.0;4353.0;-3906.0
2944;S Total Services;United States;2014;28224.0;17055.0;-11170.0
2945;S Total Services;United States;2015 1st quarter;5618.0;3881.0;-1737.0
2946;S Total Services;United States;2015 2nd quarter;7009.0;4447.0;-2562.0
2947;S Total Services;United States;2015 3rd quarter;6274.0;4305.0;-1969.0
2948;S Total Services;United States;2015 4th quarter;7743.0;4243.0;-3500.0
2949;S Total Services;United States;2015;26644.0;16876.0;-9768.0
2950;S Total Services;United States;2016 1st quarter;6981.0;3418.0;-3563.0
2951;S Total Services;United States;2016 2nd quarter;6411.0;3691.0;-2720.0
2952;S Total Services;United States;2016 3rd quarter;6700.0;3582.0;-3118.0
2953;S Total Services;United States;2016 4th quarter;7244.0;3907.0;-3336.0
2954;S Total Services;United States;2016;27335.0;14598.0;-12738.0
2955;S Total Services;United States;2017 1st quarter;5773.0;3471.0;-2302.0
2956;S Total Services;United States;2017 2nd quarter;5819.0;4017.0;-1801.0
2957;S Total Services;United States;2017 3rd quarter;5908.0;3519.0;-2389.0
2958;S Total Services;United States;2017 4th quarter;6580.0;4006.0;-2573.0
2959;S Total Services;United States;2017;24078.0;15013.0;-9065.0
2960;S Total Services;United States;2018 1st quarter;6926.0;3438.0;-3488.0
2961;S Total Services;United States;2018 2nd quarter;7335.0;4423.0;-2913.0
2962;S Total Services;United States;2018 3rd quarter;7466.0;4899.0;-2566.0
2963;S Total Services;United States;2018 4th quarter;7983.0;5186.0;-2797.0
2964;S Total Services;United States;2018;29710.0;17946.0;-11764.0
2965;S Total Services;United States;2019 1st quarter;8365.0;4525.0;-3840.0
2966;S Total Services;United States;2019 2nd quarter;8481.0;4845.0;-3636.0
2967;S Total Services;United States;2019 3rd quarter;7475.0;4640.0;-2836.0
2968;S Total Services;United States;2019 4th quarter;12251.0;5537.0;-6714.0
2969;S Total Services;United States;2019;36572.0;19546.0;-17026.0
2970;S Total Services;United States;2020 1st quarter;8680.0;4853.0;-3826.0
2971;S Total Services;United States;2020 2nd quarter;8027.0;4729.0;-3298.0
2972;S Total Services;United States;2020 3rd quarter;8236.0;4704.0;-3532.0
2973;S Total Services;United States;2020 4th quarter;8850.0;5300.0;-3550.0
2974;S Total Services;United States;2020;33793.0;19587.0;-14205.0
2975;S Total Services;Venezuela;2014 1st quarter;15.0;50.0;35.0
2976;S Total Services;Venezuela;2014 2nd quarter;11.0;33.0;21.0
2977;S Total Services;Venezuela;2014 3rd quarter;9.0;30.0;21.0
2978;S Total Services;Venezuela;2014 4th quarter;16.0;59.0;43.0
2979;S Total Services;Venezuela;2014;52.0;172.0;120.0
2980;S Total Services;Venezuela;2015 1st quarter;4.0;37.0;33.0
2981;S Total Services;Venezuela;2015 2nd quarter;4.0;29.0;25.0
2982;S Total Services;Venezuela;2015 3rd quarter;4.0;24.0;20.0
2983;S Total Services;Venezuela;2015 4th quarter;31.0;40.0;9.0
2984;S Total Services;Venezuela;2015;43.0;131.0;87.0
2985;S Total Services;Venezuela;2016 1st quarter;5.0;38.0;33.0
2986;S Total Services;Venezuela;2016 2nd quarter;6.0;11.0;5.0
2987;S Total Services;Venezuela;2016 3rd quarter;6.0;12.0;6.0
2988;S Total Services;Venezuela;2016 4th quarter;7.0;11.0;4.0
2989;S Total Services;Venezuela;2016;24.0;72.0;48.0
2990;S Total Services;Venezuela;2017 1st quarter;186.0;208.0;22.0
2991;S Total Services;Venezuela;2017 2nd quarter;4.0;8.0;3.0
2992;S Total Services;Venezuela;2017 3rd quarter;16.0;11.0;-5.0
2993;S Total Services;Venezuela;2017 4th quarter;5.0;10.0;6.0
2994;S Total Services;Venezuela;2017;211.0;237.0;26.0
2995;S Total Services;Venezuela;2018 1st quarter;4.0;12.0;8.0
2996;S Total Services;Venezuela;2018 2nd quarter;3.0;8.0;4.0
2997;S Total Services;Venezuela;2018 3rd quarter;3.0;7.0;5.0
2998;S Total Services;Venezuela;2018 4th quarter;2.0;3.0;2.0
2999;S Total Services;Venezuela;2018;12.0;31.0;19.0
3000;S Total Services;Venezuela;2019 1st quarter;2.0;7.0;5.0
3001;S Total Services;Venezuela;2019 2nd quarter;2.0;4.0;1.0
3002;S Total Services;Venezuela;2019 3rd quarter;1.0;7.0;6.0
3003;S Total Services;Venezuela;2019 4th quarter;;;1.0
3004;S Total Services;Venezuela;2019;;;12.0
3005;S Total Services;Venezuela;2020 1st quarter;2.0;7.0;4.0
3006;S Total Services;Venezuela;2020 2nd quarter;1.0;4.0;2.0
3007;S Total Services;Venezuela;2020 3rd quarter;19.0;24.0;5.0
3008;S Total Services;Venezuela;2020 4th quarter;;;-9.0
3009;S Total Services;Venezuela;2020;;;2.0
3010;S Total Services;Viet Nam;2014 1st quarter;18.0;56.0;37.0
3011;S Total Services;Viet Nam;2014 2nd quarter;19.0;64.0;45.0
3012;S Total Services;Viet Nam;2014 3rd quarter;35.0;57.0;21.0
3013;S Total Services;Viet Nam;2014 4th quarter;32.0;53.0;21.0
3014;S Total Services;Viet Nam;2014;105.0;230.0;125.0
3015;S Total Services;Viet Nam;2015 1st quarter;17.0;64.0;48.0
3016;S Total Services;Viet Nam;2015 2nd quarter;11.0;58.0;46.0
3017;S Total Services;Viet Nam;2015 3rd quarter;17.0;49.0;31.0
3018;S Total Services;Viet Nam;2015 4th quarter;37.0;46.0;10.0
3019;S Total Services;Viet Nam;2015;82.0;217.0;135.0
3020;S Total Services;Viet Nam;2016 1st quarter;31.0;47.0;16.0
3021;S Total Services;Viet Nam;2016 2nd quarter;18.0;50.0;32.0
3022;S Total Services;Viet Nam;2016 3rd quarter;34.0;64.0;30.0
3023;S Total Services;Viet Nam;2016 4th quarter;28.0;58.0;31.0
3024;S Total Services;Viet Nam;2016;111.0;220.0;109.0
3025;S Total Services;Viet Nam;2017 1st quarter;37.0;63.0;25.0
3026;S Total Services;Viet Nam;2017 2nd quarter;29.0;59.0;30.0
3027;S Total Services;Viet Nam;2017 3rd quarter;50.0;88.0;38.0
3028;S Total Services;Viet Nam;2017 4th quarter;30.0;46.0;16.0
3029;S Total Services;Viet Nam;2017;147.0;256.0;110.0
3030;S Total Services;Viet Nam;2018 1st quarter;26.0;73.0;47.0
3031;S Total Services;Viet Nam;2018 2nd quarter;54.0;65.0;11.0
3032;S Total Services;Viet Nam;2018 3rd quarter;34.0;68.0;34.0
3033;S Total Services;Viet Nam;2018 4th quarter;52.0;72.0;20.0
3034;S Total Services;Viet Nam;2018;165.0;277.0;112.0
3035;S Total Services;Viet Nam;2019 1st quarter;43.0;80.0;38.0
3036;S Total Services;Viet Nam;2019 2nd quarter;21.0;76.0;54.0
3037;S Total Services;Viet Nam;2019 3rd quarter;52.0;80.0;28.0
3038;S Total Services;Viet Nam;2019 4th quarter;77.0;91.0;13.0
3039;S Total Services;Viet Nam;2019;194.0;327.0;133.0
3040;S Total Services;Viet Nam;2020 1st quarter;25.0;80.0;55.0
3041;S Total Services;Viet Nam;2020 2nd quarter;15.0;66.0;51.0
3042;S Total Services;Viet Nam;2020 3rd quarter;16.0;67.0;51.0
3043;S Total Services;Viet Nam;2020 4th quarter;17.0;66.0;49.0
3044;S Total Services;Viet Nam;2020;73.0;279.0;206.0
3045;S Total Services;Europe (excl. the Netherlands);2014 1st quarter;17803.0;23266.0;5463.0
3046;S Total Services;Europe (excl. the Netherlands);2014 2nd quarter;20319.0;24575.0;4257.0
3047;S Total Services;Europe (excl. the Netherlands);2014 3rd quarter;22418.0;25363.0;2945.0
3048;S Total Services;Europe (excl. the Netherlands);2014 4th quarter;22458.0;28031.0;5573.0
3049;S Total Services;Europe (excl. the Netherlands);2014;82998.0;101235.0;18237.0
3050;S Total Services;Europe (excl. the Netherlands);2015 1st quarter;20623.0;25373.0;4750.0
3051;S Total Services;Europe (excl. the Netherlands);2015 2nd quarter;23822.0;28008.0;4186.0
3052;S Total Services;Europe (excl. the Netherlands);2015 3rd quarter;25458.0;28673.0;3215.0
3053;S Total Services;Europe (excl. the Netherlands);2015 4th quarter;25417.0;29985.0;4568.0
3054;S Total Services;Europe (excl. the Netherlands);2015;95319.0;112039.0;16720.0
3055;S Total Services;Europe (excl. the Netherlands);2016 1st quarter;21883.0;28080.0;6198.0
3056;S Total Services;Europe (excl. the Netherlands);2016 2nd quarter;24932.0;29174.0;4242.0
3057;S Total Services;Europe (excl. the Netherlands);2016 3rd quarter;27090.0;30324.0;3234.0
3058;S Total Services;Europe (excl. the Netherlands);2016 4th quarter;26078.0;31747.0;5669.0
3059;S Total Services;Europe (excl. the Netherlands);2016;99982.0;119326.0;19344.0
3060;S Total Services;Europe (excl. the Netherlands);2017 1st quarter;26284.0;31383.0;5099.0
3061;S Total Services;Europe (excl. the Netherlands);2017 2nd quarter;29103.0;34046.0;4943.0
3062;S Total Services;Europe (excl. the Netherlands);2017 3rd quarter;30715.0;33714.0;2999.0
3063;S Total Services;Europe (excl. the Netherlands);2017 4th quarter;29875.0;36592.0;6718.0
3064;S Total Services;Europe (excl. the Netherlands);2017;115977.0;135736.0;19759.0
3065;S Total Services;Europe (excl. the Netherlands);2018 1st quarter;28544.0;33871.0;5327.0
3066;S Total Services;Europe (excl. the Netherlands);2018 2nd quarter;32155.0;37811.0;5657.0
3067;S Total Services;Europe (excl. the Netherlands);2018 3rd quarter;35734.0;38822.0;3088.0
3068;S Total Services;Europe (excl. the Netherlands);2018 4th quarter;34090.0;40818.0;6729.0
3069;S Total Services;Europe (excl. the Netherlands);2018;130522.0;151322.0;20800.0
3070;S Total Services;Europe (excl. the Netherlands);2019 1st quarter;30441.0;39393.0;8952.0
3071;S Total Services;Europe (excl. the Netherlands);2019 2nd quarter;33986.0;41941.0;7955.0
3072;S Total Services;Europe (excl. the Netherlands);2019 3rd quarter;36821.0;43644.0;6823.0
3073;S Total Services;Europe (excl. the Netherlands);2019 4th quarter;35883.0;46932.0;11049.0
3074;S Total Services;Europe (excl. the Netherlands);2019;137130.0;171910.0;34779.0
3075;S Total Services;Europe (excl. the Netherlands);2020 1st quarter;32709.0;40516.0;7807.0
3076;S Total Services;Europe (excl. the Netherlands);2020 2nd quarter;27278.0;37747.0;10469.0
3077;S Total Services;Europe (excl. the Netherlands);2020 3rd quarter;29449.0;39664.0;10214.0
3078;S Total Services;Europe (excl. the Netherlands);2020 4th quarter;32224.0;42709.0;10485.0
3079;S Total Services;Europe (excl. the Netherlands);2020;121660.0;160636.0;38976.0
3080;S Total Services;Africa;2014 1st quarter;380.0;798.0;418.0
3081;S Total Services;Africa;2014 2nd quarter;353.0;931.0;578.0
3082;S Total Services;Africa;2014 3rd quarter;383.0;827.0;444.0
3083;S Total Services;Africa;2014 4th quarter;426.0;872.0;446.0
3084;S Total Services;Africa;2014;1542.0;3428.0;1886.0
3085;S Total Services;Africa;2015 1st quarter;404.0;883.0;479.0
3086;S Total Services;Africa;2015 2nd quarter;455.0;1091.0;636.0
3087;S Total Services;Africa;2015 3rd quarter;422.0;1013.0;591.0
3088;S Total Services;Africa;2015 4th quarter;462.0;1038.0;576.0
3089;S Total Services;Africa;2015;1743.0;4024.0;2282.0
3090;S Total Services;Africa;2016 1st quarter;403.0;833.0;430.0
3091;S Total Services;Africa;2016 2nd quarter;361.0;718.0;358.0
3092;S Total Services;Africa;2016 3rd quarter;404.0;736.0;332.0
3093;S Total Services;Africa;2016 4th quarter;461.0;938.0;477.0
3094;S Total Services;Africa;2016;1629.0;3225.0;1596.0
3095;S Total Services;Africa;2017 1st quarter;388.0;660.0;272.0
3096;S Total Services;Africa;2017 2nd quarter;373.0;775.0;403.0
3097;S Total Services;Africa;2017 3rd quarter;453.0;687.0;233.0
3098;S Total Services;Africa;2017 4th quarter;451.0;726.0;275.0
3099;S Total Services;Africa;2017;1665.0;2848.0;1183.0
3100;S Total Services;Africa;2018 1st quarter;403.0;653.0;251.0
3101;S Total Services;Africa;2018 2nd quarter;401.0;729.0;328.0
3102;S Total Services;Africa;2018 3rd quarter;528.0;766.0;238.0
3103;S Total Services;Africa;2018 4th quarter;537.0;794.0;257.0
3104;S Total Services;Africa;2018;1869.0;2943.0;1074.0
3105;S Total Services;Africa;2019 1st quarter;468.0;675.0;207.0
3106;S Total Services;Africa;2019 2nd quarter;424.0;714.0;290.0
3107;S Total Services;Africa;2019 3rd quarter;490.0;826.0;336.0
3108;S Total Services;Africa;2019 4th quarter;516.0;852.0;337.0
3109;S Total Services;Africa;2019;1898.0;3067.0;1169.0
3110;S Total Services;Africa;2020 1st quarter;459.0;751.0;293.0
3111;S Total Services;Africa;2020 2nd quarter;249.0;578.0;329.0
3112;S Total Services;Africa;2020 3rd quarter;258.0;585.0;327.0
3113;S Total Services;Africa;2020 4th quarter;282.0;645.0;363.0
3114;S Total Services;Africa;2020;1247.0;2559.0;1312.0
3115;S Total Services;North Africa;2014 1st quarter;124.0;122.0;-2.0
3116;S Total Services;North Africa;2014 2nd quarter;128.0;134.0;5.0
3117;S Total Services;North Africa;2014 3rd quarter;124.0;123.0;0.0
3118;S Total Services;North Africa;2014 4th quarter;138.0;135.0;-3.0
3119;S Total Services;North Africa;2014;514.0;513.0;0.0
3120;S Total Services;North Africa;2015 1st quarter;146.0;187.0;41.0
3121;S Total Services;North Africa;2015 2nd quarter;205.0;303.0;98.0
3122;S Total Services;North Africa;2015 3rd quarter;165.0;216.0;52.0
3123;S Total Services;North Africa;2015 4th quarter;175.0;238.0;63.0
3124;S Total Services;North Africa;2015;691.0;945.0;254.0
3125;S Total Services;North Africa;2016 1st quarter;113.0;123.0;10.0
3126;S Total Services;North Africa;2016 2nd quarter;124.0;131.0;7.0
3127;S Total Services;North Africa;2016 3rd quarter;147.0;152.0;5.0
3128;S Total Services;North Africa;2016 4th quarter;148.0;151.0;3.0
3129;S Total Services;North Africa;2016;532.0;557.0;25.0
3130;S Total Services;North Africa;2017 1st quarter;127.0;135.0;8.0
3131;S Total Services;North Africa;2017 2nd quarter;122.0;148.0;25.0
3132;S Total Services;North Africa;2017 3rd quarter;160.0;142.0;-18.0
3133;S Total Services;North Africa;2017 4th quarter;143.0;153.0;10.0
3134;S Total Services;North Africa;2017;552.0;578.0;26.0
3135;S Total Services;North Africa;2018 1st quarter;128.0;106.0;-22.0
3136;S Total Services;North Africa;2018 2nd quarter;137.0;127.0;-10.0
3137;S Total Services;North Africa;2018 3rd quarter;149.0;129.0;-20.0
3138;S Total Services;North Africa;2018 4th quarter;161.0;156.0;-5.0
3139;S Total Services;North Africa;2018;576.0;519.0;-57.0
3140;S Total Services;North Africa;2019 1st quarter;148.0;133.0;-15.0
3141;S Total Services;North Africa;2019 2nd quarter;144.0;140.0;-4.0
3142;S Total Services;North Africa;2019 3rd quarter;154.0;178.0;24.0
3143;S Total Services;North Africa;2019 4th quarter;184.0;194.0;10.0
3144;S Total Services;North Africa;2019;631.0;645.0;14.0
3145;S Total Services;North Africa;2020 1st quarter;160.0;145.0;-15.0
3146;S Total Services;North Africa;2020 2nd quarter;105.0;99.0;-6.0
3147;S Total Services;North Africa;2020 3rd quarter;103.0;98.0;-5.0
3148;S Total Services;North Africa;2020 4th quarter;103.0;114.0;11.0
3149;S Total Services;North Africa;2020;472.0;456.0;-16.0
3150;S Total Services;South Africa;2014 1st quarter;70.0;127.0;56.0
3151;S Total Services;South Africa;2014 2nd quarter;60.0;119.0;59.0
3152;S Total Services;South Africa;2014 3rd quarter;77.0;124.0;47.0
3153;S Total Services;South Africa;2014 4th quarter;82.0;120.0;37.0
3154;S Total Services;South Africa;2014;290.0;489.0;200.0
3155;S Total Services;South Africa;2015 1st quarter;76.0;130.0;53.0
3156;S Total Services;South Africa;2015 2nd quarter;57.0;123.0;67.0
3157;S Total Services;South Africa;2015 3rd quarter;61.0;147.0;86.0
3158;S Total Services;South Africa;2015 4th quarter;85.0;131.0;46.0
3159;S Total Services;South Africa;2015;279.0;531.0;253.0
3160;S Total Services;South Africa;2016 1st quarter;47.0;152.0;105.0
3161;S Total Services;South Africa;2016 2nd quarter;53.0;137.0;84.0
3162;S Total Services;South Africa;2016 3rd quarter;58.0;157.0;99.0
3163;S Total Services;South Africa;2016 4th quarter;91.0;154.0;63.0
3164;S Total Services;South Africa;2016;250.0;601.0;351.0
3165;S Total Services;South Africa;2017 1st quarter;89.0;159.0;71.0
3166;S Total Services;South Africa;2017 2nd quarter;67.0;161.0;95.0
3167;S Total Services;South Africa;2017 3rd quarter;114.0;184.0;70.0
3168;S Total Services;South Africa;2017 4th quarter;107.0;167.0;60.0
3169;S Total Services;South Africa;2017;376.0;672.0;296.0
3170;S Total Services;South Africa;2018 1st quarter;82.0;183.0;101.0
3171;S Total Services;South Africa;2018 2nd quarter;86.0;196.0;110.0
3172;S Total Services;South Africa;2018 3rd quarter;122.0;198.0;76.0
3173;S Total Services;South Africa;2018 4th quarter;155.0;192.0;36.0
3174;S Total Services;South Africa;2018;445.0;769.0;324.0
3175;S Total Services;South Africa;2019 1st quarter;117.0;217.0;99.0
3176;S Total Services;South Africa;2019 2nd quarter;93.0;237.0;144.0
3177;S Total Services;South Africa;2019 3rd quarter;138.0;229.0;92.0
3178;S Total Services;South Africa;2019 4th quarter;151.0;247.0;96.0
3179;S Total Services;South Africa;2019;499.0;930.0;431.0
3180;S Total Services;South Africa;2020 1st quarter;104.0;258.0;154.0
3181;S Total Services;South Africa;2020 2nd quarter;63.0;205.0;142.0
3182;S Total Services;South Africa;2020 3rd quarter;64.0;197.0;133.0
3183;S Total Services;South Africa;2020 4th quarter;66.0;208.0;142.0
3184;S Total Services;South Africa;2020;297.0;868.0;571.0
3185;S Total Services;Other Africa;2014 1st quarter;257.0;676.0;420.0
3186;S Total Services;Other Africa;2014 2nd quarter;224.0;797.0;573.0
3187;S Total Services;Other Africa;2014 3rd quarter;259.0;704.0;444.0
3188;S Total Services;Other Africa;2014 4th quarter;288.0;738.0;450.0
3189;S Total Services;Other Africa;2014;1028.0;2915.0;1886.0
3190;S Total Services;Other Africa;2015 1st quarter;258.0;696.0;437.0
3191;S Total Services;Other Africa;2015 2nd quarter;250.0;787.0;538.0
3192;S Total Services;Other Africa;2015 3rd quarter;257.0;796.0;539.0
3193;S Total Services;Other Africa;2015 4th quarter;287.0;801.0;513.0
3194;S Total Services;Other Africa;2015;1052.0;3080.0;2028.0
3195;S Total Services;Other Africa;2016 1st quarter;290.0;709.0;419.0
3196;S Total Services;Other Africa;2016 2nd quarter;236.0;587.0;350.0
3197;S Total Services;Other Africa;2016 3rd quarter;257.0;585.0;327.0
3198;S Total Services;Other Africa;2016 4th quarter;313.0;787.0;474.0
3199;S Total Services;Other Africa;2016;1097.0;2668.0;1571.0
3200;S Total Services;Other Africa;2017 1st quarter;261.0;524.0;263.0
3201;S Total Services;Other Africa;2017 2nd quarter;250.0;627.0;377.0
3202;S Total Services;Other Africa;2017 3rd quarter;293.0;545.0;252.0
3203;S Total Services;Other Africa;2017 4th quarter;308.0;573.0;265.0
3204;S Total Services;Other Africa;2017;1113.0;2270.0;1157.0
3205;S Total Services;Other Africa;2018 1st quarter;274.0;547.0;273.0
3206;S Total Services;Other Africa;2018 2nd quarter;264.0;602.0;338.0
3207;S Total Services;Other Africa;2018 3rd quarter;379.0;637.0;258.0
3208;S Total Services;Other Africa;2018 4th quarter;375.0;638.0;263.0
3209;S Total Services;Other Africa;2018;1293.0;2424.0;1131.0
3210;S Total Services;Other Africa;2019 1st quarter;320.0;542.0;222.0
3211;S Total Services;Other Africa;2019 2nd quarter;280.0;574.0;294.0
3212;S Total Services;Other Africa;2019 3rd quarter;336.0;648.0;312.0
3213;S Total Services;Other Africa;2019 4th quarter;331.0;658.0;327.0
3214;S Total Services;Other Africa;2019;1267.0;2423.0;1156.0
3215;S Total Services;Other Africa;2020 1st quarter;298.0;606.0;308.0
3216;S Total Services;Other Africa;2020 2nd quarter;144.0;479.0;335.0
3217;S Total Services;Other Africa;2020 3rd quarter;155.0;487.0;332.0
3218;S Total Services;Other Africa;2020 4th quarter;178.0;530.0;352.0
3219;S Total Services;Other Africa;2020;775.0;2103.0;1327.0
3220;S Total Services;America;2014 1st quarter;11775.0;4998.0;-6777.0
3221;S Total Services;America;2014 2nd quarter;11507.0;5841.0;-5666.0
3222;S Total Services;America;2014 3rd quarter;11038.0;7332.0;-3706.0
