ID;ExpenditureCategories;Periods;HICP_1;HICPCT_2;MonthOnMonthChangeHICP_3;MonthOnMonthChangeHICPCT_4;YearOnYearChangeHICP_5;YearOnYearChangeHICPCT_6;WeightingCoefficient_7
2901;011140 Other bakery products;2014 August;98.4;98.4;0.0;0.0;0.4;0.4;1303
2902;011140 Other bakery products;2014 September;98.35;98.35;-0.1;-0.1;1.0;1.0;1303
2903;011140 Other bakery products;2014 October;99.06;99.06;0.7;0.7;1.3;1.3;1303
2904;011140 Other bakery products;2014 November;98.65;98.65;-0.4;-0.4;1.9;1.9;1303
2905;011140 Other bakery products;2014 December;97.98;97.98;-0.7;-0.7;0.4;0.4;1303
2906;011140 Other bakery products;2014;98.17;98.17;;;0.6;0.6;1303
2907;011140 Other bakery products;2015 January;97.91;97.91;-0.1;-0.1;0.8;0.8;1423
2908;011140 Other bakery products;2015 February;98.38;98.38;0.5;0.5;0.8;0.8;1423
2909;011140 Other bakery products;2015 March;98.35;98.35;0.0;0.0;0.7;0.7;1423
2910;011140 Other bakery products;2015 April;100.17;100.17;1.9;1.9;1.8;1.8;1423
2911;011140 Other bakery products;2015 May;100.53;100.53;0.4;0.4;2.5;2.5;1423
2912;011140 Other bakery products;2015 June;99.65;99.65;-0.9;-0.9;1.3;1.3;1423
2913;011140 Other bakery products;2015 July;100.68;100.68;1.0;1.0;2.3;2.3;1423
2914;011140 Other bakery products;2015 August;100.9;100.9;0.2;0.2;2.5;2.5;1423
2915;011140 Other bakery products;2015 September;100.29;100.29;-0.6;-0.6;2.0;2.0;1423
2916;011140 Other bakery products;2015 October;100.92;100.92;0.6;0.6;1.9;1.9;1423
2917;011140 Other bakery products;2015 November;101.0;101.0;0.1;0.1;2.4;2.4;1423
2918;011140 Other bakery products;2015 December;101.23;101.23;0.2;0.2;3.3;3.3;1423
2919;011140 Other bakery products;2015;100.0;100.0;;;1.9;1.9;1423
2920;011140 Other bakery products;2016 January;100.9;100.9;-0.3;-0.3;3.1;3.1;1463
2921;011140 Other bakery products;2016 February;101.01;101.01;0.1;0.1;2.7;2.7;1463
2922;011140 Other bakery products;2016 March;100.96;100.96;0.0;0.0;2.7;2.7;1463
2923;011140 Other bakery products;2016 April;101.2;101.2;0.2;0.2;1.0;1.0;1463
2924;011140 Other bakery products;2016 May;101.42;101.42;0.2;0.2;0.9;0.9;1463
2925;011140 Other bakery products;2016 June;101.97;101.97;0.5;0.5;2.3;2.3;1463
2926;011140 Other bakery products;2016 July;101.76;101.76;-0.2;-0.2;1.1;1.1;1463
2927;011140 Other bakery products;2016 August;101.72;101.72;0.0;0.0;0.8;0.8;1463
2928;011140 Other bakery products;2016 September;100.85;100.85;-0.9;-0.9;0.6;0.6;1463
2929;011140 Other bakery products;2016 October;101.38;101.38;0.5;0.5;0.5;0.5;1463
2930;011140 Other bakery products;2016 November;101.08;101.08;-0.3;-0.3;0.1;0.1;1463
2931;011140 Other bakery products;2016 December;101.9;101.9;0.8;0.8;0.7;0.7;1463
2932;011140 Other bakery products;2016;101.35;101.35;;;1.4;1.4;1463
2933;011140 Other bakery products;2017 January;101.35;101.35;-0.5;-0.5;0.4;0.4;1405
2934;011140 Other bakery products;2017 February;101.61;101.61;0.3;0.3;0.6;0.6;1405
2935;011140 Other bakery products;2017 March;101.63;101.63;0.0;0.0;0.7;0.7;1405
2936;011140 Other bakery products;2017 April;101.28;101.28;-0.3;-0.3;0.1;0.1;1405
2937;011140 Other bakery products;2017 May;101.85;101.85;0.6;0.6;0.4;0.4;1405
2938;011140 Other bakery products;2017 June;102.39;102.39;0.5;0.5;0.4;0.4;1405
2939;011140 Other bakery products;2017 July;102.61;102.61;0.2;0.2;0.8;0.8;1405
2940;011140 Other bakery products;2017 August;103.09;103.09;0.5;0.5;1.3;1.3;1405
2941;011140 Other bakery products;2017 September;102.76;102.76;-0.3;-0.3;1.9;1.9;1405
2942;011140 Other bakery products;2017 October;103.84;103.84;1.1;1.1;2.4;2.4;1405
2943;011140 Other bakery products;2017 November;102.66;102.66;-1.1;-1.1;1.6;1.6;1405
2944;011140 Other bakery products;2017 December;102.54;102.54;-0.1;-0.1;0.6;0.6;1405
2945;011140 Other bakery products;2017;102.3;102.3;;;0.9;0.9;1405
2946;011140 Other bakery products;2018 January;100.75;100.75;-1.7;-1.7;-0.6;-0.6;1351
2947;011140 Other bakery products;2018 February;101.86;101.86;1.1;1.1;0.2;0.2;1351
2948;011140 Other bakery products;2018 March;100.98;100.98;-0.9;-0.9;-0.6;-0.6;1351
2949;011140 Other bakery products;2018 April;100.21;100.21;-0.8;-0.8;-1.1;-1.1;1351
2950;011140 Other bakery products;2018 May;101.27;101.27;1.1;1.1;-0.6;-0.6;1351
2951;011140 Other bakery products;2018 June;100.74;100.74;-0.5;-0.5;-1.6;-1.6;1351
2952;011140 Other bakery products;2018 July;100.98;100.98;0.2;0.2;-1.6;-1.6;1351
2953;011140 Other bakery products;2018 August;101.57;101.57;0.6;0.6;-1.5;-1.5;1351
2954;011140 Other bakery products;2018 September;101.47;101.47;-0.1;-0.1;-1.3;-1.3;1351
2955;011140 Other bakery products;2018 October;101.92;101.92;0.4;0.4;-1.8;-1.8;1351
2956;011140 Other bakery products;2018 November;101.61;101.61;-0.3;-0.3;-1.0;-1.0;1351
2957;011140 Other bakery products;2018 December;102.94;102.94;1.3;1.3;0.4;0.4;1351
2958;011140 Other bakery products;2018;101.36;101.36;;;-0.9;-0.9;1351
2959;011140 Other bakery products;2019 January;104.7;101.82;1.7;-1.1;3.9;1.1;1208
2960;011140 Other bakery products;2019 February;105.51;102.61;0.8;0.8;3.6;0.7;1208
2961;011140 Other bakery products;2019 March;105.67;102.76;0.2;0.1;4.6;1.8;1208
2962;011140 Other bakery products;2019 April;105.26;102.37;-0.4;-0.4;5.0;2.2;1208
2963;011140 Other bakery products;2019 May;104.98;102.09;-0.3;-0.3;3.7;0.8;1208
2964;011140 Other bakery products;2019 June;105.16;102.27;0.2;0.2;4.4;1.5;1208
2965;011140 Other bakery products;2019 July;105.14;102.25;0.0;0.0;4.1;1.3;1208
2966;011140 Other bakery products;2019 August;106.68;103.75;1.5;1.5;5.0;2.1;1208
2967;011140 Other bakery products;2019 September;106.64;103.71;0.0;0.0;5.1;2.2;1208
2968;011140 Other bakery products;2019 October;106.56;103.63;-0.1;-0.1;4.6;1.7;1208
2969;011140 Other bakery products;2019 November;106.07;103.15;-0.5;-0.5;4.4;1.5;1208
2970;011140 Other bakery products;2019 December;105.3;102.4;-0.7;-0.7;2.3;-0.5;1208
2971;011140 Other bakery products;2019;105.64;102.73;;;4.2;1.4;1208
2972;011140 Other bakery products;2020 January;104.16;101.29;-1.1;-1.1;-0.5;-0.5;1195
2973;011140 Other bakery products;2020 February;104.45;101.58;0.3;0.3;-1.0;-1.0;1195
2974;011140 Other bakery products;2020 March;104.77;101.89;0.3;0.3;-0.9;-0.8;1195
2975;011140 Other bakery products;2020 April;105.01;102.12;0.2;0.2;-0.2;-0.2;1195
2976;011140 Other bakery products;2020 May;105.1;102.21;0.1;0.1;0.1;0.1;1195
2977;011140 Other bakery products;2020 June;105.52;102.61;0.4;0.4;0.3;0.3;1195
2978;011140 Other bakery products;2020 July;105.74;102.83;0.2;0.2;0.6;0.6;1195
2979;011140 Other bakery products;2020 August;105.62;102.71;-0.1;-0.1;-1.0;-1.0;1195
2980;011140 Other bakery products;2020 September;105.82;102.9;0.2;0.2;-0.8;-0.8;1195
2981;011140 Other bakery products;2020 October;106.21;103.28;0.4;0.4;-0.3;-0.3;1195
2982;011140 Other bakery products;2020 November;105.72;102.82;-0.5;-0.4;-0.3;-0.3;1195
2983;011140 Other bakery products;2020 December;105.85;102.94;0.1;0.1;0.5;0.5;1195
2984;011140 Other bakery products;2020;105.33;102.43;;;-0.3;-0.3;1195
2985;011140 Other bakery products;2021 January;104.4;101.53;-1.4;-1.4;0.2;0.2;1300
2986;011140 Other bakery products;2021 February;105.26;102.36;0.8;0.8;0.8;0.8;1300
2987;011140 Other bakery products;2021 March;104.83;101.95;-0.4;-0.4;0.1;0.1;1300
2988;011140 Other bakery products;2021 April;104.32;101.45;-0.5;-0.5;-0.7;-0.7;1300
2989;011140 Other bakery products;2021 May;104.78;101.9;0.4;0.4;-0.3;-0.3;1300
2990;011140 Other bakery products;2021 June;105.67;102.76;0.8;0.8;0.1;0.1;1300
2991;011140 Other bakery products;2021 July;105.24;102.35;-0.4;-0.4;-0.5;-0.5;1300
2992;011140 Other bakery products;2021 August;105.91;102.99;0.6;0.6;0.3;0.3;1300
2993;011140 Other bakery products;2021 September;106.06;103.14;0.1;0.1;0.2;0.2;1300
2994;011140 Other bakery products;2021 October;106.58;103.65;0.5;0.5;0.3;0.4;1300
2995;011140 Other bakery products;2021 November;106.82;103.88;0.2;0.2;1.0;1.0;1300
2996;011140 Other bakery products;2021 December;106.44;103.51;-0.4;-0.4;0.6;0.6;1300
2997;011140 Other bakery products;2021;105.53;102.62;;;0.2;0.2;1300
2998;011140 Other bakery products;2022 January;106.45;103.52;0.0;0.0;2.0;2.0;1250
2999;011140 Other bakery products;2022 February;107.44;104.48;0.9;0.9;2.1;2.1;1250
3000;011140 Other bakery products;2022 March;108.27;105.29;0.8;0.8;3.3;3.3;1250
3001;011140 Other bakery products;2022 April;108.56;105.57;0.3;0.3;4.1;4.1;1250
3002;011140 Other bakery products;2022 May;110.65;107.61;1.9;1.9;5.6;5.6;1250
3003;011140 Other bakery products;2022 June;111.8;108.72;1.0;1.0;5.8;5.8;1250
3004;011140 Other bakery products;2022 July;113.61;110.48;1.6;1.6;8.0;7.9;1250
3005;011140 Other bakery products;2022 August;115.01;111.85;1.2;1.2;8.6;8.6;1250
3006;011140 Other bakery products;2022 September;115.49;112.31;0.4;0.4;8.9;8.9;1250
3007;011140 Other bakery products;2022 October;117.62;114.38;1.8;1.8;10.4;10.4;1250
3008;011140 Other bakery products;2022 November;120.02;116.72;2.0;2.0;12.4;12.4;1250
3009;011140 Other bakery products;2022 December;122.72;119.34;2.2;2.2;15.3;15.3;1250
3010;011140 Other bakery products;2022;113.14;110.02;;;7.2;7.2;1250
3011;011140 Other bakery products;2023 January;126.03;122.56;2.7;2.7;18.4;18.4;1209
3012;011140 Other bakery products;2023 February;128.43;124.9;1.9;1.9;19.5;19.5;1209
3013;011140 Other bakery products;2023 March;130.37;126.78;1.5;1.5;20.4;20.4;1209
3014;011140 Other bakery products;2023 April;131.02;127.42;0.5;0.5;20.7;20.7;1209
3015;011140 Other bakery products;2023 May;132.44;128.79;1.1;1.1;19.7;19.7;1209
3016;011140 Other bakery products;2023 June;133.31;129.64;0.7;0.7;19.2;19.2;1209
3017;011140 Other bakery products;2023 July;134.43;130.73;0.8;0.8;18.3;18.3;1209
3018;011140 Other bakery products;2023 August;134.25;130.55;-0.1;-0.1;16.7;16.7;1209
3019;011140 Other bakery products;2023 September;134.32;130.62;0.1;0.1;16.3;16.3;1209
3020;011140 Other bakery products;2023 October;134.76;131.05;0.3;0.3;14.6;14.6;1209
3021;011140 Other bakery products;2023 November;135.37;131.65;0.5;0.5;12.8;12.8;1209
3022;011140 Other bakery products;2023 December;134.64;130.94;-0.5;-0.5;9.7;9.7;1209
3023;011140 Other bakery products;2023;132.45;128.8;;;17.1;17.1;1209
3024;011140 Other bakery products;2024 January;133.52;129.85;-0.8;-0.8;5.9;5.9;1185
3025;011140 Other bakery products;2024 February;133.54;129.86;0.0;0.0;4.0;4.0;1185
3026;011140 Other bakery products;2024 March;134.82;131.11;1.0;1.0;3.4;3.4;1185
3027;011140 Other bakery products;2024 April;134.07;130.38;-0.6;-0.6;2.3;2.3;1185
3028;011140 Other bakery products;2024 May;135.54;131.81;1.1;1.1;2.3;2.3;1185
3029;011140 Other bakery products;2024 June;136.64;132.88;0.8;0.8;2.5;2.5;1185
3030;011140 Other bakery products;2024 July;136.51;132.76;-0.1;-0.1;1.5;1.6;1185
3031;011140 Other bakery products;2024 August;136.58;132.82;0.1;0.0;1.7;1.7;1185
3032;011140 Other bakery products;2024 September;137.16;133.39;0.4;0.4;2.1;2.1;1185
3033;011140 Other bakery products;2024 October;137.45;133.67;0.2;0.2;2.0;2.0;1185
3034;011140 Other bakery products;2024 November;138.24;134.44;0.6;0.6;2.1;2.1;1185
3035;011140 Other bakery products;2024 December;138.12;134.32;-0.1;-0.1;2.6;2.6;1185
3036;011140 Other bakery products;2024;136.02;132.27;;;2.7;2.7;1185
3037;011140 Other bakery products;2025 January;139.49;135.65;1.0;1.0;4.5;4.5;1191
3038;011140 Other bakery products;2025 February;140.72;136.85;0.9;0.9;5.4;5.4;1191
3039;011140 Other bakery products;2025 March;140.81;136.93;0.1;0.1;4.4;4.4;1191
3040;011150 Pizza and quiche;1996 January;;;;;;;0
3041;011150 Pizza and quiche;1996 February;;;;;;;0
3042;011150 Pizza and quiche;1996 March;;;;;;;0
3043;011150 Pizza and quiche;1996 April;;;;;;;0
3044;011150 Pizza and quiche;1996 May;;;;;;;0
3045;011150 Pizza and quiche;1996 June;;;;;;;0
3046;011150 Pizza and quiche;1996 July;;;;;;;0
3047;011150 Pizza and quiche;1996 August;;;;;;;0
3048;011150 Pizza and quiche;1996 September;;;;;;;0
3049;011150 Pizza and quiche;1996 October;;;;;;;0
3050;011150 Pizza and quiche;1996 November;;;;;;;0
3051;011150 Pizza and quiche;1996 December;;;;;;;0
3052;011150 Pizza and quiche;1996;;;;;;;0
3053;011150 Pizza and quiche;1997 January;;;;;;;0
3054;011150 Pizza and quiche;1997 February;;;;;;;0
3055;011150 Pizza and quiche;1997 March;;;;;;;0
3056;011150 Pizza and quiche;1997 April;;;;;;;0
3057;011150 Pizza and quiche;1997 May;;;;;;;0
3058;011150 Pizza and quiche;1997 June;;;;;;;0
3059;011150 Pizza and quiche;1997 July;;;;;;;0
3060;011150 Pizza and quiche;1997 August;;;;;;;0
3061;011150 Pizza and quiche;1997 September;;;;;;;0
3062;011150 Pizza and quiche;1997 October;;;;;;;0
3063;011150 Pizza and quiche;1997 November;;;;;;;0
3064;011150 Pizza and quiche;1997 December;;;;;;;0
3065;011150 Pizza and quiche;1997;;;;;;;0
3066;011150 Pizza and quiche;1998 January;;;;;;;0
3067;011150 Pizza and quiche;1998 February;;;;;;;0
3068;011150 Pizza and quiche;1998 March;;;;;;;0
3069;011150 Pizza and quiche;1998 April;;;;;;;0
3070;011150 Pizza and quiche;1998 May;;;;;;;0
3071;011150 Pizza and quiche;1998 June;;;;;;;0
3072;011150 Pizza and quiche;1998 July;;;;;;;0
3073;011150 Pizza and quiche;1998 August;;;;;;;0
3074;011150 Pizza and quiche;1998 September;;;;;;;0
3075;011150 Pizza and quiche;1998 October;;;;;;;0
3076;011150 Pizza and quiche;1998 November;;;;;;;0
3077;011150 Pizza and quiche;1998 December;;;;;;;0
3078;011150 Pizza and quiche;1998;;;;;;;0
3079;011150 Pizza and quiche;1999 January;;;;;;;0
3080;011150 Pizza and quiche;1999 February;;;;;;;0
3081;011150 Pizza and quiche;1999 March;;;;;;;0
3082;011150 Pizza and quiche;1999 April;;;;;;;0
3083;011150 Pizza and quiche;1999 May;;;;;;;0
3084;011150 Pizza and quiche;1999 June;;;;;;;0
3085;011150 Pizza and quiche;1999 July;;;;;;;0
3086;011150 Pizza and quiche;1999 August;;;;;;;0
3087;011150 Pizza and quiche;1999 September;;;;;;;0
3088;011150 Pizza and quiche;1999 October;;;;;;;0
3089;011150 Pizza and quiche;1999 November;;;;;;;0
3090;011150 Pizza and quiche;1999 December;;;;;;;0
3091;011150 Pizza and quiche;1999;;;;;;;0
3092;011150 Pizza and quiche;2000 January;;;;;;;0
3093;011150 Pizza and quiche;2000 February;;;;;;;0
3094;011150 Pizza and quiche;2000 March;;;;;;;0
3095;011150 Pizza and quiche;2000 April;;;;;;;0
3096;011150 Pizza and quiche;2000 May;;;;;;;0
3097;011150 Pizza and quiche;2000 June;;;;;;;0
3098;011150 Pizza and quiche;2000 July;;;;;;;0
3099;011150 Pizza and quiche;2000 August;;;;;;;0
3100;011150 Pizza and quiche;2000 September;;;;;;;0
3101;011150 Pizza and quiche;2000 October;;;;;;;0
3102;011150 Pizza and quiche;2000 November;;;;;;;0
3103;011150 Pizza and quiche;2000 December;;;;;;;0
3104;011150 Pizza and quiche;2000;;;;;;;0
3105;011150 Pizza and quiche;2001 January;;;;;;;0
3106;011150 Pizza and quiche;2001 February;;;;;;;0
3107;011150 Pizza and quiche;2001 March;;;;;;;0
3108;011150 Pizza and quiche;2001 April;;;;;;;0
3109;011150 Pizza and quiche;2001 May;;;;;;;0
3110;011150 Pizza and quiche;2001 June;;;;;;;0
3111;011150 Pizza and quiche;2001 July;;;;;;;0
3112;011150 Pizza and quiche;2001 August;;;;;;;0
3113;011150 Pizza and quiche;2001 September;;;;;;;0
3114;011150 Pizza and quiche;2001 October;;;;;;;0
3115;011150 Pizza and quiche;2001 November;;;;;;;0
3116;011150 Pizza and quiche;2001 December;;;;;;;0
3117;011150 Pizza and quiche;2001;;;;;;;0
3118;011150 Pizza and quiche;2002 January;;;;;;;0
3119;011150 Pizza and quiche;2002 February;;;;;;;0
3120;011150 Pizza and quiche;2002 March;;;;;;;0
3121;011150 Pizza and quiche;2002 April;;;;;;;0
3122;011150 Pizza and quiche;2002 May;;;;;;;0
3123;011150 Pizza and quiche;2002 June;;;;;;;0
3124;011150 Pizza and quiche;2002 July;;;;;;;0
3125;011150 Pizza and quiche;2002 August;;;;;;;0
3126;011150 Pizza and quiche;2002 September;;;;;;;0
3127;011150 Pizza and quiche;2002 October;;;;;;;0
3128;011150 Pizza and quiche;2002 November;;;;;;;0
3129;011150 Pizza and quiche;2002 December;;;;;;;0
3130;011150 Pizza and quiche;2002;;;;;;;0
3131;011150 Pizza and quiche;2003 January;;;;;;;0
3132;011150 Pizza and quiche;2003 February;;;;;;;0
3133;011150 Pizza and quiche;2003 March;;;;;;;0
3134;011150 Pizza and quiche;2003 April;;;;;;;0
3135;011150 Pizza and quiche;2003 May;;;;;;;0
3136;011150 Pizza and quiche;2003 June;;;;;;;0
3137;011150 Pizza and quiche;2003 July;;;;;;;0
3138;011150 Pizza and quiche;2003 August;;;;;;;0
3139;011150 Pizza and quiche;2003 September;;;;;;;0
3140;011150 Pizza and quiche;2003 October;;;;;;;0
3141;011150 Pizza and quiche;2003 November;;;;;;;0
3142;011150 Pizza and quiche;2003 December;;;;;;;0
3143;011150 Pizza and quiche;2003;;;;;;;0
3144;011150 Pizza and quiche;2004 January;;;;;;;0
3145;011150 Pizza and quiche;2004 February;;;;;;;0
3146;011150 Pizza and quiche;2004 March;;;;;;;0
3147;011150 Pizza and quiche;2004 April;;;;;;;0
3148;011150 Pizza and quiche;2004 May;;;;;;;0
3149;011150 Pizza and quiche;2004 June;;;;;;;0
3150;011150 Pizza and quiche;2004 July;;;;;;;0
3151;011150 Pizza and quiche;2004 August;;;;;;;0
3152;011150 Pizza and quiche;2004 September;;;;;;;0
3153;011150 Pizza and quiche;2004 October;;;;;;;0
3154;011150 Pizza and quiche;2004 November;;;;;;;0
3155;011150 Pizza and quiche;2004 December;;;;;;;0
3156;011150 Pizza and quiche;2004;;;;;;;0
3157;011150 Pizza and quiche;2005 January;;;;;;;0
3158;011150 Pizza and quiche;2005 February;;;;;;;0
3159;011150 Pizza and quiche;2005 March;;;;;;;0
3160;011150 Pizza and quiche;2005 April;;;;;;;0
3161;011150 Pizza and quiche;2005 May;;;;;;;0
3162;011150 Pizza and quiche;2005 June;;;;;;;0
3163;011150 Pizza and quiche;2005 July;;;;;;;0
3164;011150 Pizza and quiche;2005 August;;;;;;;0
3165;011150 Pizza and quiche;2005 September;;;;;;;0
3166;011150 Pizza and quiche;2005 October;;;;;;;0
3167;011150 Pizza and quiche;2005 November;;;;;;;0
3168;011150 Pizza and quiche;2005 December;;;;;;;0
3169;011150 Pizza and quiche;2005;;;;;;;0
3170;011150 Pizza and quiche;2006 January;;;;;;;0
3171;011150 Pizza and quiche;2006 February;;;;;;;0
3172;011150 Pizza and quiche;2006 March;;;;;;;0
3173;011150 Pizza and quiche;2006 April;;;;;;;0
3174;011150 Pizza and quiche;2006 May;;;;;;;0
3175;011150 Pizza and quiche;2006 June;;;;;;;0
3176;011150 Pizza and quiche;2006 July;;;;;;;0
3177;011150 Pizza and quiche;2006 August;;;;;;;0
3178;011150 Pizza and quiche;2006 September;;;;;;;0
3179;011150 Pizza and quiche;2006 October;;;;;;;0
3180;011150 Pizza and quiche;2006 November;;;;;;;0
3181;011150 Pizza and quiche;2006 December;;;;;;;0
3182;011150 Pizza and quiche;2006;;;;;;;0
3183;011150 Pizza and quiche;2007 January;;;;;;;0
3184;011150 Pizza and quiche;2007 February;;;;;;;0
3185;011150 Pizza and quiche;2007 March;;;;;;;0
3186;011150 Pizza and quiche;2007 April;;;;;;;0
3187;011150 Pizza and quiche;2007 May;;;;;;;0
3188;011150 Pizza and quiche;2007 June;;;;;;;0
3189;011150 Pizza and quiche;2007 July;;;;;;;0
3190;011150 Pizza and quiche;2007 August;;;;;;;0
3191;011150 Pizza and quiche;2007 September;;;;;;;0
3192;011150 Pizza and quiche;2007 October;;;;;;;0
3193;011150 Pizza and quiche;2007 November;;;;;;;0
3194;011150 Pizza and quiche;2007 December;;;;;;;0
3195;011150 Pizza and quiche;2007;;;;;;;0
3196;011150 Pizza and quiche;2008 January;;;;;;;0
3197;011150 Pizza and quiche;2008 February;;;;;;;0
3198;011150 Pizza and quiche;2008 March;;;;;;;0
3199;011150 Pizza and quiche;2008 April;;;;;;;0
3200;011150 Pizza and quiche;2008 May;;;;;;;0
3201;011150 Pizza and quiche;2008 June;;;;;;;0
3202;011150 Pizza and quiche;2008 July;;;;;;;0
3203;011150 Pizza and quiche;2008 August;;;;;;;0
3204;011150 Pizza and quiche;2008 September;;;;;;;0
3205;011150 Pizza and quiche;2008 October;;;;;;;0
3206;011150 Pizza and quiche;2008 November;;;;;;;0
3207;011150 Pizza and quiche;2008 December;;;;;;;0
3208;011150 Pizza and quiche;2008;;;;;;;0
3209;011150 Pizza and quiche;2009 January;;;;;;;0
3210;011150 Pizza and quiche;2009 February;;;;;;;0
3211;011150 Pizza and quiche;2009 March;;;;;;;0
3212;011150 Pizza and quiche;2009 April;;;;;;;0
3213;011150 Pizza and quiche;2009 May;;;;;;;0
3214;011150 Pizza and quiche;2009 June;;;;;;;0
3215;011150 Pizza and quiche;2009 July;;;;;;;0
3216;011150 Pizza and quiche;2009 August;;;;;;;0
3217;011150 Pizza and quiche;2009 September;;;;;;;0
3218;011150 Pizza and quiche;2009 October;;;;;;;0
3219;011150 Pizza and quiche;2009 November;;;;;;;0
3220;011150 Pizza and quiche;2009 December;;;;;;;0
3221;011150 Pizza and quiche;2009;;;;;;;0
3222;011150 Pizza and quiche;2010 January;;;;;;;0
3223;011150 Pizza and quiche;2010 February;;;;;;;0
3224;011150 Pizza and quiche;2010 March;;;;;;;0
3225;011150 Pizza and quiche;2010 April;;;;;;;0
3226;011150 Pizza and quiche;2010 May;;;;;;;0
3227;011150 Pizza and quiche;2010 June;;;;;;;0
3228;011150 Pizza and quiche;2010 July;;;;;;;0
3229;011150 Pizza and quiche;2010 August;;;;;;;0
3230;011150 Pizza and quiche;2010 September;;;;;;;0
3231;011150 Pizza and quiche;2010 October;;;;;;;0
3232;011150 Pizza and quiche;2010 November;;;;;;;0
