ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
456;Wind energy on shore;Electricity;2004;15946.0;0.47;1110.0;0.61
457;Wind energy on shore;Electricity;2005;18348.0;0.55;1264.0;0.71
458;Wind energy on shore;Electricity;2006;21855.0;0.66;1528.0;0.88
459;Wind energy on shore;Electricity;2007;25071.0;0.76;1730.0;1.0
460;Wind energy on shore;Electricity;2008;30009.0;0.92;2068.0;1.18
461;Wind energy on shore;Electricity;2009;32792.0;1.01;2240.0;1.31
462;Wind energy on shore;Electricity;2010;31808.0;0.92;2144.0;1.18
463;Wind energy on shore;Electricity;2011;33180.0;1.03;2236.0;1.32
464;Wind energy on shore;Electricity;2012;35847.0;1.1;2549.0;1.53
465;Wind energy on shore;Electricity;2013;38887.0;1.22;2862.0;1.72
466;Wind energy on shore;Electricity;2014;43446.0;1.43;3193.0;2.01
467;Wind energy on shore;Electricity;2015;51264.0;1.65;3993.0;2.39
468;Wind energy on shore;Electricity;2016;53907.0;1.71;4021.0;2.41
469;Wind energy on shore;Electricity;2017;54196.0;1.71;3962.0;2.4
470;Wind energy on shore;Electricity;2018;54381.0;1.74;3845.0;2.39
471;Wind energy on shore;Electricity;2019;56519.0;1.84;3617.0;2.35
472;Wind energy on shore;Electricity;2020;63132.0;2.12;3580.0;2.59
473;Wind energy on shore;Electricity;2021;83319.0;2.7;5265.0;3.65
474;Wind energy on shore;Electricity;2022;105537.0;3.57;6687.0;4.77
475;Wind energy on shore;Electricity;2023;127268.0;4.41;7395.0;5.74
476;Wind energy on shore;Heat;1990;;;;
477;Wind energy on shore;Heat;1991;;;;
478;Wind energy on shore;Heat;1992;;;;
479;Wind energy on shore;Heat;1993;;;;
480;Wind energy on shore;Heat;1994;;;;
481;Wind energy on shore;Heat;1995;;;;
482;Wind energy on shore;Heat;1996;;;;
483;Wind energy on shore;Heat;1997;;;;
484;Wind energy on shore;Heat;1998;;;;
485;Wind energy on shore;Heat;1999;;;;
486;Wind energy on shore;Heat;2000;;;;
487;Wind energy on shore;Heat;2001;;;;
488;Wind energy on shore;Heat;2002;;;;
489;Wind energy on shore;Heat;2003;;;;
490;Wind energy on shore;Heat;2004;;;;
491;Wind energy on shore;Heat;2005;;;;
492;Wind energy on shore;Heat;2006;;;;
493;Wind energy on shore;Heat;2007;;;;
494;Wind energy on shore;Heat;2008;;;;
495;Wind energy on shore;Heat;2009;;;;
496;Wind energy on shore;Heat;2010;;;;
497;Wind energy on shore;Heat;2011;;;;
498;Wind energy on shore;Heat;2012;;;;
499;Wind energy on shore;Heat;2013;;;;
500;Wind energy on shore;Heat;2014;;;;
501;Wind energy on shore;Heat;2015;;;;
502;Wind energy on shore;Heat;2016;;;;
503;Wind energy on shore;Heat;2017;;;;
504;Wind energy on shore;Heat;2018;;;;
505;Wind energy on shore;Heat;2019;;;;
506;Wind energy on shore;Heat;2020;;;;
507;Wind energy on shore;Heat;2021;;;;
508;Wind energy on shore;Heat;2022;;;;
509;Wind energy on shore;Heat;2023;;;;
510;Wind energy on shore;Transport;1990;;;;
511;Wind energy on shore;Transport;1991;;;;
512;Wind energy on shore;Transport;1992;;;;
513;Wind energy on shore;Transport;1993;;;;
514;Wind energy on shore;Transport;1994;;;;
515;Wind energy on shore;Transport;1995;;;;
516;Wind energy on shore;Transport;1996;;;;
517;Wind energy on shore;Transport;1997;;;;
518;Wind energy on shore;Transport;1998;;;;
519;Wind energy on shore;Transport;1999;;;;
520;Wind energy on shore;Transport;2000;;;;
521;Wind energy on shore;Transport;2001;;;;
522;Wind energy on shore;Transport;2002;;;;
523;Wind energy on shore;Transport;2003;;;;
524;Wind energy on shore;Transport;2004;;;;
525;Wind energy on shore;Transport;2005;;;;
526;Wind energy on shore;Transport;2006;;;;
527;Wind energy on shore;Transport;2007;;;;
528;Wind energy on shore;Transport;2008;;;;
529;Wind energy on shore;Transport;2009;;;;
530;Wind energy on shore;Transport;2010;;;;
531;Wind energy on shore;Transport;2011;;;;
532;Wind energy on shore;Transport;2012;;;;
533;Wind energy on shore;Transport;2013;;;;
534;Wind energy on shore;Transport;2014;;;;
535;Wind energy on shore;Transport;2015;;;;
536;Wind energy on shore;Transport;2016;;;;
537;Wind energy on shore;Transport;2017;;;;
538;Wind energy on shore;Transport;2018;;;;
539;Wind energy on shore;Transport;2019;;;;
540;Wind energy on shore;Transport;2020;;;;
541;Wind energy on shore;Transport;2021;;;;
542;Wind energy on shore;Transport;2022;;;;
543;Wind energy on shore;Transport;2023;;;;
544;Wind energy off shore;Total energy applications;1990;;;;
545;Wind energy off shore;Total energy applications;1991;;;;
546;Wind energy off shore;Total energy applications;1992;;;;
547;Wind energy off shore;Total energy applications;1993;;;;
548;Wind energy off shore;Total energy applications;1994;;;;
549;Wind energy off shore;Total energy applications;1995;;;;
550;Wind energy off shore;Total energy applications;1996;;;;
551;Wind energy off shore;Total energy applications;1997;;;;
552;Wind energy off shore;Total energy applications;1998;;;;
553;Wind energy off shore;Total energy applications;1999;;;;
554;Wind energy off shore;Total energy applications;2000;;;;
555;Wind energy off shore;Total energy applications;2001;;;;
556;Wind energy off shore;Total energy applications;2002;;;;
557;Wind energy off shore;Total energy applications;2003;;;;
558;Wind energy off shore;Total energy applications;2004;;;;
559;Wind energy off shore;Total energy applications;2005;;;;
560;Wind energy off shore;Total energy applications;2006;559.0;0.02;39.0;0.02
561;Wind energy off shore;Total energy applications;2007;2658.0;0.08;183.0;0.11
562;Wind energy off shore;Total energy applications;2008;4881.0;0.15;336.0;0.19
563;Wind energy off shore;Total energy applications;2009;6265.0;0.19;428.0;0.25
564;Wind energy off shore;Total energy applications;2010;6513.0;0.19;439.0;0.24
565;Wind energy off shore;Total energy applications;2011;6187.0;0.19;417.0;0.25
566;Wind energy off shore;Total energy applications;2012;6531.0;0.2;464.0;0.28
567;Wind energy off shore;Total energy applications;2013;6411.0;0.2;472.0;0.28
568;Wind energy off shore;Total energy applications;2014;6574.0;0.22;483.0;0.3
569;Wind energy off shore;Total energy applications;2015;8954.0;0.29;698.0;0.42
570;Wind energy off shore;Total energy applications;2016;19309.0;0.61;1440.0;0.86
571;Wind energy off shore;Total energy applications;2017;28178.0;0.89;2060.0;1.25
572;Wind energy off shore;Total energy applications;2018;28172.0;0.9;1992.0;1.24
573;Wind energy off shore;Total energy applications;2019;27498.0;0.9;1760.0;1.15
574;Wind energy off shore;Total energy applications;2020;45645.0;1.53;2588.0;1.87
575;Wind energy off shore;Total energy applications;2021;67771.0;2.2;4283.0;2.97
576;Wind energy off shore;Total energy applications;2022;68805.0;2.32;4359.0;3.11
577;Wind energy off shore;Total energy applications;2023;89489.0;3.1;5200.0;4.04
578;Wind energy off shore;Electricity;1990;;;;
579;Wind energy off shore;Electricity;1991;;;;
580;Wind energy off shore;Electricity;1992;;;;
581;Wind energy off shore;Electricity;1993;;;;
582;Wind energy off shore;Electricity;1994;;;;
583;Wind energy off shore;Electricity;1995;;;;
584;Wind energy off shore;Electricity;1996;;;;
585;Wind energy off shore;Electricity;1997;;;;
586;Wind energy off shore;Electricity;1998;;;;
587;Wind energy off shore;Electricity;1999;;;;
588;Wind energy off shore;Electricity;2000;;;;
589;Wind energy off shore;Electricity;2001;;;;
590;Wind energy off shore;Electricity;2002;;;;
591;Wind energy off shore;Electricity;2003;;;;
592;Wind energy off shore;Electricity;2004;;;;
593;Wind energy off shore;Electricity;2005;;;;
594;Wind energy off shore;Electricity;2006;559.0;0.02;39.0;0.02
595;Wind energy off shore;Electricity;2007;2658.0;0.08;183.0;0.11
596;Wind energy off shore;Electricity;2008;4881.0;0.15;336.0;0.19
597;Wind energy off shore;Electricity;2009;6265.0;0.19;428.0;0.25
598;Wind energy off shore;Electricity;2010;6513.0;0.19;439.0;0.24
599;Wind energy off shore;Electricity;2011;6187.0;0.19;417.0;0.25
600;Wind energy off shore;Electricity;2012;6531.0;0.2;464.0;0.28
601;Wind energy off shore;Electricity;2013;6411.0;0.2;472.0;0.28
602;Wind energy off shore;Electricity;2014;6574.0;0.22;483.0;0.3
603;Wind energy off shore;Electricity;2015;8954.0;0.29;698.0;0.42
604;Wind energy off shore;Electricity;2016;19309.0;0.61;1440.0;0.86
605;Wind energy off shore;Electricity;2017;28178.0;0.89;2060.0;1.25
606;Wind energy off shore;Electricity;2018;28172.0;0.9;1992.0;1.24
607;Wind energy off shore;Electricity;2019;27498.0;0.9;1760.0;1.15
608;Wind energy off shore;Electricity;2020;45645.0;1.53;2588.0;1.87
609;Wind energy off shore;Electricity;2021;67771.0;2.2;4283.0;2.97
610;Wind energy off shore;Electricity;2022;68805.0;2.32;4359.0;3.11
611;Wind energy off shore;Electricity;2023;89489.0;3.1;5200.0;4.04
612;Wind energy off shore;Heat;1990;;;;
613;Wind energy off shore;Heat;1991;;;;
614;Wind energy off shore;Heat;1992;;;;
615;Wind energy off shore;Heat;1993;;;;
616;Wind energy off shore;Heat;1994;;;;
617;Wind energy off shore;Heat;1995;;;;
618;Wind energy off shore;Heat;1996;;;;
619;Wind energy off shore;Heat;1997;;;;
620;Wind energy off shore;Heat;1998;;;;
621;Wind energy off shore;Heat;1999;;;;
622;Wind energy off shore;Heat;2000;;;;
623;Wind energy off shore;Heat;2001;;;;
624;Wind energy off shore;Heat;2002;;;;
625;Wind energy off shore;Heat;2003;;;;
626;Wind energy off shore;Heat;2004;;;;
627;Wind energy off shore;Heat;2005;;;;
628;Wind energy off shore;Heat;2006;;;;
629;Wind energy off shore;Heat;2007;;;;
630;Wind energy off shore;Heat;2008;;;;
631;Wind energy off shore;Heat;2009;;;;
632;Wind energy off shore;Heat;2010;;;;
633;Wind energy off shore;Heat;2011;;;;
634;Wind energy off shore;Heat;2012;;;;
635;Wind energy off shore;Heat;2013;;;;
636;Wind energy off shore;Heat;2014;;;;
637;Wind energy off shore;Heat;2015;;;;
638;Wind energy off shore;Heat;2016;;;;
639;Wind energy off shore;Heat;2017;;;;
640;Wind energy off shore;Heat;2018;;;;
641;Wind energy off shore;Heat;2019;;;;
642;Wind energy off shore;Heat;2020;;;;
643;Wind energy off shore;Heat;2021;;;;
644;Wind energy off shore;Heat;2022;;;;
645;Wind energy off shore;Heat;2023;;;;
646;Wind energy off shore;Transport;1990;;;;
647;Wind energy off shore;Transport;1991;;;;
648;Wind energy off shore;Transport;1992;;;;
649;Wind energy off shore;Transport;1993;;;;
650;Wind energy off shore;Transport;1994;;;;
651;Wind energy off shore;Transport;1995;;;;
652;Wind energy off shore;Transport;1996;;;;
653;Wind energy off shore;Transport;1997;;;;
654;Wind energy off shore;Transport;1998;;;;
655;Wind energy off shore;Transport;1999;;;;
656;Wind energy off shore;Transport;2000;;;;
657;Wind energy off shore;Transport;2001;;;;
658;Wind energy off shore;Transport;2002;;;;
659;Wind energy off shore;Transport;2003;;;;
660;Wind energy off shore;Transport;2004;;;;
661;Wind energy off shore;Transport;2005;;;;
662;Wind energy off shore;Transport;2006;;;;
663;Wind energy off shore;Transport;2007;;;;
664;Wind energy off shore;Transport;2008;;;;
665;Wind energy off shore;Transport;2009;;;;
666;Wind energy off shore;Transport;2010;;;;
667;Wind energy off shore;Transport;2011;;;;
668;Wind energy off shore;Transport;2012;;;;
669;Wind energy off shore;Transport;2013;;;;
670;Wind energy off shore;Transport;2014;;;;
671;Wind energy off shore;Transport;2015;;;;
672;Wind energy off shore;Transport;2016;;;;
673;Wind energy off shore;Transport;2017;;;;
674;Wind energy off shore;Transport;2018;;;;
675;Wind energy off shore;Transport;2019;;;;
676;Wind energy off shore;Transport;2020;;;;
677;Wind energy off shore;Transport;2021;;;;
678;Wind energy off shore;Transport;2022;;;;
679;Wind energy off shore;Transport;2023;;;;
680;Solar energy;Total energy applications;1990;88.0;0.0;5.0;0.0
681;Solar energy;Total energy applications;1991;103.0;0.0;6.0;0.0
682;Solar energy;Total energy applications;1992;126.0;0.0;7.0;0.0
683;Solar energy;Total energy applications;1993;146.0;0.0;8.0;0.0
684;Solar energy;Total energy applications;1994;174.0;0.01;10.0;0.01
685;Solar energy;Total energy applications;1995;207.0;0.01;12.0;0.01
686;Solar energy;Total energy applications;1996;246.0;0.01;14.0;0.01
687;Solar energy;Total energy applications;1997;303.0;0.01;18.0;0.01
688;Solar energy;Total energy applications;1998;365.0;0.01;21.0;0.01
689;Solar energy;Total energy applications;1999;442.0;0.01;26.0;0.02
690;Solar energy;Total energy applications;2000;515.0;0.02;30.0;0.02
691;Solar energy;Total energy applications;2001;613.0;0.02;36.0;0.02
692;Solar energy;Total energy applications;2002;724.0;0.02;43.0;0.02
693;Solar energy;Total energy applications;2003;859.0;0.03;52.0;0.03
694;Solar energy;Total energy applications;2004;983.0;0.03;60.0;0.03
695;Solar energy;Total energy applications;2005;1045.0;0.03;63.0;0.04
696;Solar energy;Total energy applications;2006;1083.0;0.03;66.0;0.04
697;Solar energy;Total energy applications;2007;1135.0;0.03;68.0;0.04
698;Solar energy;Total energy applications;2008;1207.0;0.04;73.0;0.04
699;Solar energy;Total energy applications;2009;1332.0;0.04;80.0;0.05
700;Solar energy;Total energy applications;2010;1491.0;0.04;90.0;0.05
701;Solar energy;Total energy applications;2011;1932.0;0.06;119.0;0.07
702;Solar energy;Total energy applications;2012;2740.0;0.08;179.0;0.11
703;Solar energy;Total energy applications;2013;4623.0;0.15;321.0;0.19
704;Solar energy;Total energy applications;2014;7458.0;0.25;528.0;0.33
705;Solar energy;Total energy applications;2015;10819.0;0.35;818.0;0.49
706;Solar energy;Total energy applications;2016;14665.0;0.46;1072.0;0.64
707;Solar energy;Total energy applications;2017;18984.0;0.6;1368.0;0.83
708;Solar energy;Total energy applications;2018;30621.0;0.98;2148.0;1.34
709;Solar energy;Total energy applications;2019;42716.0;1.39;2724.0;1.77
710;Solar energy;Total energy applications;2020;67002.0;2.25;3799.0;2.75
711;Solar energy;Total energy applications;2021;91334.0;2.96;5763.0;3.99
712;Solar energy;Total energy applications;2022;136933.0;4.63;8667.0;6.18
713;Solar energy;Total energy applications;2023;159297.0;5.51;9254.0;7.19
714;Solar energy;Electricity;1990;4.0;0.0;0.0;0.0
715;Solar energy;Electricity;1991;6.0;0.0;0.0;0.0
716;Solar energy;Electricity;1992;8.0;0.0;1.0;0.0
717;Solar energy;Electricity;1993;10.0;0.0;1.0;0.0
718;Solar energy;Electricity;1994;12.0;0.0;1.0;0.0
719;Solar energy;Electricity;1995;15.0;0.0;1.0;0.0
720;Solar energy;Electricity;1996;19.0;0.0;1.0;0.0
721;Solar energy;Electricity;1997;23.0;0.0;2.0;0.0
722;Solar energy;Electricity;1998;33.0;0.0;2.0;0.0
723;Solar energy;Electricity;1999;49.0;0.0;3.0;0.0
724;Solar energy;Electricity;2000;70.0;0.0;5.0;0.0
725;Solar energy;Electricity;2001;107.0;0.0;8.0;0.0
726;Solar energy;Electricity;2002;151.0;0.0;11.0;0.01
727;Solar energy;Electricity;2003;233.0;0.01;16.0;0.01
728;Solar energy;Electricity;2004;304.0;0.01;21.0;0.01
729;Solar energy;Electricity;2005;320.0;0.01;22.0;0.01
730;Solar energy;Electricity;2006;322.0;0.01;23.0;0.01
731;Solar energy;Electricity;2007;329.0;0.01;23.0;0.01
732;Solar energy;Electricity;2008;352.0;0.01;24.0;0.01
733;Solar energy;Electricity;2009;391.0;0.01;27.0;0.02
734;Solar energy;Electricity;2010;476.0;0.01;32.0;0.02
735;Solar energy;Electricity;2011;867.0;0.03;58.0;0.03
736;Solar energy;Electricity;2012;1638.0;0.05;116.0;0.07
737;Solar energy;Electricity;2013;3481.0;0.11;256.0;0.15
738;Solar energy;Electricity;2014;6291.0;0.21;462.0;0.29
739;Solar energy;Electricity;2015;9639.0;0.31;751.0;0.45
740;Solar energy;Electricity;2016;13473.0;0.43;1005.0;0.6
741;Solar energy;Electricity;2017;17793.0;0.56;1301.0;0.79
742;Solar energy;Electricity;2018;29413.0;0.94;2080.0;1.29
743;Solar energy;Electricity;2019;41445.0;1.35;2653.0;1.73
744;Solar energy;Electricity;2020;65736.0;2.21;3727.0;2.7
745;Solar energy;Electricity;2021;90080.0;2.92;5693.0;3.94
746;Solar energy;Electricity;2022;135675.0;4.58;8596.0;6.13
747;Solar energy;Electricity;2023;158030.0;5.47;9183.0;7.13
748;Solar energy;Heat;1990;84.0;0.0;5.0;0.0
749;Solar energy;Heat;1991;97.0;0.0;6.0;0.0
750;Solar energy;Heat;1992;118.0;0.0;7.0;0.0
751;Solar energy;Heat;1993;136.0;0.0;8.0;0.0
752;Solar energy;Heat;1994;162.0;0.01;9.0;0.01
753;Solar energy;Heat;1995;193.0;0.01;11.0;0.01
754;Solar energy;Heat;1996;228.0;0.01;13.0;0.01
755;Solar energy;Heat;1997;280.0;0.01;16.0;0.01
756;Solar energy;Heat;1998;332.0;0.01;19.0;0.01
757;Solar energy;Heat;1999;393.0;0.01;22.0;0.01
758;Solar energy;Heat;2000;445.0;0.01;25.0;0.01
759;Solar energy;Heat;2001;506.0;0.02;29.0;0.02
760;Solar energy;Heat;2002;573.0;0.02;33.0;0.02
761;Solar energy;Heat;2003;626.0;0.02;36.0;0.02
762;Solar energy;Heat;2004;679.0;0.02;39.0;0.02
763;Solar energy;Heat;2005;725.0;0.02;41.0;0.02
764;Solar energy;Heat;2006;761.0;0.02;43.0;0.02
765;Solar energy;Heat;2007;805.0;0.02;46.0;0.03
766;Solar energy;Heat;2008;855.0;0.03;48.0;0.03
767;Solar energy;Heat;2009;941.0;0.03;53.0;0.03
768;Solar energy;Heat;2010;1016.0;0.03;57.0;0.03
769;Solar energy;Heat;2011;1066.0;0.03;60.0;0.04
770;Solar energy;Heat;2012;1102.0;0.03;62.0;0.04
771;Solar energy;Heat;2013;1142.0;0.04;65.0;0.04
772;Solar energy;Heat;2014;1168.0;0.04;66.0;0.04
773;Solar energy;Heat;2015;1179.0;0.04;67.0;0.04
774;Solar energy;Heat;2016;1192.0;0.04;67.0;0.04
775;Solar energy;Heat;2017;1191.0;0.04;67.0;0.04
776;Solar energy;Heat;2018;1208.0;0.04;68.0;0.04
777;Solar energy;Heat;2019;1271.0;0.04;72.0;0.05
778;Solar energy;Heat;2020;1266.0;0.04;71.0;0.05
779;Solar energy;Heat;2021;1254.0;0.04;71.0;0.05
780;Solar energy;Heat;2022;1258.0;0.04;71.0;0.05
781;Solar energy;Heat;2023;1266.0;0.04;71.0;0.06
782;Solar energy;Transport;1990;;;;
783;Solar energy;Transport;1991;;;;
784;Solar energy;Transport;1992;;;;
785;Solar energy;Transport;1993;;;;
786;Solar energy;Transport;1994;;;;
787;Solar energy;Transport;1995;;;;
788;Solar energy;Transport;1996;;;;
789;Solar energy;Transport;1997;;;;
790;Solar energy;Transport;1998;;;;
791;Solar energy;Transport;1999;;;;
792;Solar energy;Transport;2000;;;;
793;Solar energy;Transport;2001;;;;
794;Solar energy;Transport;2002;;;;
795;Solar energy;Transport;2003;;;;
796;Solar energy;Transport;2004;;;;
797;Solar energy;Transport;2005;;;;
798;Solar energy;Transport;2006;;;;
799;Solar energy;Transport;2007;;;;
800;Solar energy;Transport;2008;;;;
801;Solar energy;Transport;2009;;;;
802;Solar energy;Transport;2010;;;;
803;Solar energy;Transport;2011;;;;
804;Solar energy;Transport;2012;;;;
805;Solar energy;Transport;2013;;;;
806;Solar energy;Transport;2014;;;;
807;Solar energy;Transport;2015;;;;
808;Solar energy;Transport;2016;;;;
809;Solar energy;Transport;2017;;;;
810;Solar energy;Transport;2018;;;;
811;Solar energy;Transport;2019;;;;
812;Solar energy;Transport;2020;;;;
813;Solar energy;Transport;2021;;;;
814;Solar energy;Transport;2022;;;;
815;Solar energy;Transport;2023;;;;
