ID;BedrijfstakkenBranchesSBI93;Perioden;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweVasteActiva_9;TweedehandseVasteActiva_10;FinancialLease_11;InvesteringenViaOperationalLeaseHuur_12;OpbrengstenVerkoopVasteActiva_13
1402;353 Vlieg- en ruimtevaartuigenindustrie;2007;31.3;2.5;4.6;0.6;0.2;2.3;16.8;4.2;28.7;2.6;0.0;0.5;3.2
1403;353 Vlieg- en ruimtevaartuigenindustrie;2008;39.9;2.7;8.6;0.1;3.1;4.3;18.5;2.7;37.1;2.8;;;0.2
1404;3530 Vlieg- en ruimtevaartuigenindustrie;2000;;;;;;;;;;;;;
1405;3530 Vlieg- en ruimtevaartuigenindustrie;2001;15.1;0.0;2.6;0.1;0.1;2.7;5.6;4.0;14.9;0.2;0.0;0.2;0.0
1406;3530 Vlieg- en ruimtevaartuigenindustrie;2002;22.6;0.0;7.2;0.0;0.1;2.0;10.5;2.8;21.2;1.4;0.0;0.1;1.7
1407;3530 Vlieg- en ruimtevaartuigenindustrie;2003;44.5;0.9;11.5;0.3;0.2;2.0;28.0;1.7;43.6;0.9;0.0;1.0;0.1
1408;3530 Vlieg- en ruimtevaartuigenindustrie;2004;;;;;;;;;;;;;
1409;3530 Vlieg- en ruimtevaartuigenindustrie;2005;25.0;2.1;8.9;0.0;0.1;2.1;9.6;2.2;22.9;2.1;0.0;1.2;0.3
1410;3530 Vlieg- en ruimtevaartuigenindustrie;2006;37.1;1.9;12.0;0.0;0.1;5.4;12.5;5.1;30.3;6.8;0.0;1.6;0.5
1411;3530 Vlieg- en ruimtevaartuigenindustrie;2007;31.3;2.5;4.6;0.6;0.2;2.3;16.8;4.2;28.7;2.6;0.0;0.5;3.2
1412;3530 Vlieg- en ruimtevaartuigenindustrie;2008;39.9;2.7;8.6;0.1;3.1;4.3;18.5;2.7;37.1;2.8;;;0.2
1413;DN Meubel- en overige industrie n.e.g.;2000;375.7;26.4;107.8;3.7;32.9;19.5;149.9;35.6;322.1;53.6;8.4;15.2;39.1
1414;DN Meubel- en overige industrie n.e.g.;2001;358.8;8.3;93.6;2.7;34.2;26.7;158.5;34.9;339.0;19.8;5.8;20.9;34.7
1415;DN Meubel- en overige industrie n.e.g.;2002;351.1;26.3;91.1;6.6;34.5;22.4;137.4;32.8;313.3;37.9;3.4;33.6;36.2
1416;DN Meubel- en overige industrie n.e.g.;2003;316.6;7.7;88.8;11.3;36.7;22.3;124.1;25.7;292.4;24.3;8.8;23.8;31.5
1417;DN Meubel- en overige industrie n.e.g.;2004;276.7;10.0;60.1;8.1;35.3;20.9;114.7;27.6;253.4;23.3;7.6;19.1;48.8
1418;DN Meubel- en overige industrie n.e.g.;2005;292.2;14.2;50.1;9.5;34.8;18.9;138.5;26.1;250.1;42.1;8.8;20.6;61.7
1419;DN Meubel- en overige industrie n.e.g.;2006;324.1;7.7;88.6;7.2;36.4;17.2;132.1;35.0;301.9;22.3;10.2;35.4;41.5
1420;DN Meubel- en overige industrie n.e.g.;2007;318.5;11.8;74.6;7.0;45.6;20.5;127.5;31.5;297.0;21.5;7.4;41.7;50.3
1421;DN Meubel- en overige industrie n.e.g.;2008;;;;;;;;;;;;;
1422;36 Meubelind en overige industrie n.e.g.;2000;320.8;10.6;105.2;2.0;25.5;19.5;128.0;29.9;283.9;36.9;8.4;15.2;33.8
1423;36 Meubelind en overige industrie n.e.g.;2001;312.4;5.0;89.6;1.4;27.7;25.1;132.3;31.3;296.6;15.9;5.8;20.9;17.7
1424;36 Meubelind en overige industrie n.e.g.;2002;260.1;1.6;70.6;2.9;23.3;21.5;110.7;29.5;252.2;8.0;1.5;30.3;32.5
1425;36 Meubelind en overige industrie n.e.g.;2003;263.4;7.6;80.1;2.3;25.2;21.6;102.3;24.2;242.2;21.2;4.6;19.8;24.3
1426;36 Meubelind en overige industrie n.e.g.;2004;214.1;9.6;52.9;1.0;26.5;19.9;78.7;25.5;198.7;15.4;4.3;12.8;19.5
1427;36 Meubelind en overige industrie n.e.g.;2005;187.9;0.3;41.9;1.3;28.0;17.8;73.5;25.2;169.4;18.5;7.8;18.8;40.2
1428;36 Meubelind en overige industrie n.e.g.;2006;254.3;5.0;81.4;0.9;26.8;16.2;91.1;32.8;238.7;15.6;5.6;34.1;36.9
1429;36 Meubelind en overige industrie n.e.g.;2007;250.8;1.6;67.9;0.7;36.2;19.7;96.1;28.6;240.5;10.4;3.3;35.8;35.2
1430;36 Meubelind en overige industrie n.e.g.;2008;;;;;;;;;;;;;
1431;361 Meubel- en matrassenindustrie;2000;166.2;6.6;50.4;0.7;13.6;10.8;66.7;17.4;139.2;27.0;7.6;10.0;5.1
1432;361 Meubel- en matrassenindustrie;2001;175.5;2.9;55.9;0.2;14.4;12.4;71.8;18.0;163.8;11.8;3.2;10.2;8.8
1433;361 Meubel- en matrassenindustrie;2002;119.4;0.4;27.5;1.1;12.3;9.7;55.8;12.6;114.1;5.4;1.5;11.0;13.0
1434;361 Meubel- en matrassenindustrie;2003;114.4;0.9;22.8;0.8;11.4;11.0;53.0;14.5;108.8;5.6;4.6;10.9;10.7
1435;361 Meubel- en matrassenindustrie;2004;85.2;0.0;14.2;0.2;12.0;10.6;36.3;11.9;82.5;2.6;4.0;8.4;9.6
1436;361 Meubel- en matrassenindustrie;2005;79.8;0.0;5.0;0.2;12.5;7.6;38.4;16.1;76.3;3.5;7.0;12.7;14.5
1437;361 Meubel- en matrassenindustrie;2006;105.3;2.3;18.8;0.1;12.3;6.8;48.0;17.0;95.0;10.4;4.6;27.4;4.1
1438;361 Meubel- en matrassenindustrie;2007;141.0;1.5;31.3;0.3;18.7;10.6;60.4;18.0;134.9;6.1;3.2;30.7;5.8
1439;361 Meubel- en matrassenindustrie;2008;;;;;;;;;;;;;
1440;366 Overige industrie n.e.g.;2000;133.2;2.4;49.5;1.3;10.2;7.6;51.9;10.3;124.9;8.2;0.3;4.6;28.5
1441;366 Overige industrie n.e.g.;2001;123.3;1.6;30.8;1.3;11.7;11.7;54.7;11.4;120.3;2.9;2.4;10.7;8.5
1442;366 Overige industrie n.e.g.;2002;130.0;1.3;37.9;1.7;10.7;11.1;51.1;16.2;127.9;2.1;0.0;7.2;19.0
1443;366 Overige industrie n.e.g.;2003;141.1;6.8;56.8;1.4;13.2;9.3;44.5;9.0;127.6;13.5;0.1;8.3;13.1
1444;366 Overige industrie n.e.g.;2004;121.5;9.2;38.3;0.8;12.7;8.6;39.5;12.4;109.7;11.8;0.2;3.0;9.6
1445;366 Overige industrie n.e.g.;2005;;;;;;;;;;;;;
1446;366 Overige industrie n.e.g.;2006;;;;;;;;;;;;;
1447;366 Overige industrie n.e.g.;2007;;;;;;;;;;;;;
1448;366 Overige industrie n.e.g.;2008;;;;;;;;;;;;;
1449;37 Voorbereiding tot recycling;2000;54.9;15.8;2.6;1.6;7.4;;21.9;5.6;38.2;16.7;;;5.3
1450;37 Voorbereiding tot recycling;2001;46.4;3.3;4.0;1.3;6.5;1.6;26.2;3.6;42.4;4.0;0.0;0.0;17.0
1451;37 Voorbereiding tot recycling;2002;91.0;24.7;20.5;3.7;11.2;0.9;26.7;3.3;61.1;29.9;1.9;3.3;3.7
1452;37 Voorbereiding tot recycling;2003;53.2;0.0;8.7;9.0;11.5;0.6;21.8;1.5;50.2;3.0;4.1;4.0;7.2
1453;37 Voorbereiding tot recycling;2004;62.5;0.4;7.2;7.1;8.8;1.0;36.0;2.1;54.7;7.8;3.3;6.3;29.3
1454;37 Voorbereiding tot recycling;2005;104.2;13.9;8.3;8.2;6.8;1.2;65.0;0.9;80.7;23.6;1.0;1.8;21.5
1455;37 Voorbereiding tot recycling;2006;69.8;2.7;7.1;6.2;9.6;1.0;41.0;2.2;63.2;6.6;4.6;1.3;4.6
1456;37 Voorbereiding tot recycling;2007;67.7;10.2;6.7;6.2;9.4;0.7;31.5;2.9;56.5;11.2;4.2;5.9;15.1
1457;37 Voorbereiding tot recycling;2008;;;;;;;;;;;;;
1458;371 Voorbereiding tot metaalrecycling;2000;5.9;0.2;0.4;0.5;0.2;;4.4;0.2;5.6;0.3;;;0.4
1459;371 Voorbereiding tot metaalrecycling;2001;10.1;0.0;1.7;0.2;0.6;0.1;7.1;0.5;10.1;0.0;0.0;0.0;0.3
1460;371 Voorbereiding tot metaalrecycling;2002;7.3;0.0;1.2;0.2;0.3;0.1;5.3;0.2;7.2;0.1;1.2;1.6;0.3
1461;371 Voorbereiding tot metaalrecycling;2003;2.9;0.0;0.1;0.0;0.1;0.1;2.6;0.0;2.9;0.1;0.0;0.9;0.1
1462;371 Voorbereiding tot metaalrecycling;2004;8.1;0.0;0.1;1.2;0.2;0.3;6.1;0.1;7.7;0.4;1.5;1.0;0.3
1463;371 Voorbereiding tot metaalrecycling;2005;5.4;0.0;0.1;0.1;0.0;0.2;4.8;0.2;5.0;0.3;0.4;0.3;0.4
1464;371 Voorbereiding tot metaalrecycling;2006;11.0;0.3;2.0;1.0;1.5;0.4;5.6;0.3;10.1;0.9;0.0;0.1;0.8
1465;371 Voorbereiding tot metaalrecycling;2007;7.6;0.0;0.0;1.4;1.8;0.1;3.8;0.5;7.2;0.4;0.8;1.2;0.7
1466;371 Voorbereiding tot metaalrecycling;2008;;;;;;;;;;;;;
1467;3710  Voorbereiding tot metaalrecycling;2000;5.9;0.2;0.4;0.5;0.2;;4.4;0.2;5.6;0.3;;;0.4
1468;3710  Voorbereiding tot metaalrecycling;2001;10.1;0.0;1.7;0.2;0.6;0.1;7.1;0.5;10.1;0.0;0.0;0.0;0.3
1469;3710  Voorbereiding tot metaalrecycling;2002;7.3;0.0;1.2;0.2;0.3;0.1;5.3;0.2;7.2;0.1;1.2;1.6;0.3
1470;3710  Voorbereiding tot metaalrecycling;2003;2.9;0.0;0.1;0.0;0.1;0.1;2.6;0.0;2.9;0.1;0.0;0.9;0.1
1471;3710  Voorbereiding tot metaalrecycling;2004;8.1;0.0;0.1;1.2;0.2;0.3;6.1;0.1;7.7;0.4;1.5;1.0;0.3
1472;3710  Voorbereiding tot metaalrecycling;2005;5.4;0.0;0.1;0.1;0.0;0.2;4.8;0.2;5.0;0.3;0.4;0.3;0.4
1473;3710  Voorbereiding tot metaalrecycling;2006;11.0;0.3;2.0;1.0;1.5;0.4;5.6;0.3;10.1;0.9;0.0;0.1;0.8
1474;3710  Voorbereiding tot metaalrecycling;2007;7.6;0.0;0.0;1.4;1.8;0.1;3.8;0.5;7.2;0.4;0.8;1.2;0.7
1475;3710  Voorbereiding tot metaalrecycling;2008;;;;;;;;;;;;;
1476;372 Voorbereiding v recycl.(geen metaal);2000;49.0;15.6;2.2;1.1;7.2;;17.4;5.4;32.6;16.4;;;4.9
1477;372 Voorbereiding v recycl.(geen metaal);2001;36.3;3.3;2.3;1.1;5.9;1.5;19.1;3.2;32.4;3.9;0.0;0.0;16.7
1478;372 Voorbereiding v recycl.(geen metaal);2002;83.7;24.7;19.3;3.4;10.9;0.8;21.4;3.1;53.9;29.8;0.7;1.7;3.4
1479;372 Voorbereiding v recycl.(geen metaal);2003;50.3;0.0;8.6;9.0;11.4;0.6;19.2;1.5;47.3;3.0;4.1;3.1;7.1
1480;372 Voorbereiding v recycl.(geen metaal);2004;54.4;0.4;7.1;5.9;8.6;0.7;29.9;1.9;47.0;7.4;1.8;5.3;29.0
1481;372 Voorbereiding v recycl.(geen metaal);2005;98.9;13.9;8.2;8.2;6.8;1.0;60.2;0.7;75.7;23.2;0.6;1.5;21.1
1482;372 Voorbereiding v recycl.(geen metaal);2006;58.9;2.4;5.1;5.3;8.1;0.6;35.5;1.9;53.1;5.8;4.6;1.2;3.8
1483;372 Voorbereiding v recycl.(geen metaal);2007;60.1;10.2;6.7;4.9;7.6;0.6;27.6;2.4;49.3;10.8;3.3;4.7;14.4
1484;372 Voorbereiding v recycl.(geen metaal);2008;67.5;5.1;5.0;2.8;16.6;0.6;35.5;1.9;60.4;7.1;;;13.0
1485;3720 Voorbereiding v recycl(geen metaal);2000;49.0;15.6;2.2;1.1;7.2;;17.4;5.4;32.6;16.4;;;4.9
1486;3720 Voorbereiding v recycl(geen metaal);2001;36.3;3.3;2.3;1.1;5.9;1.5;19.1;3.2;32.4;3.9;0.0;0.0;16.7
1487;3720 Voorbereiding v recycl(geen metaal);2002;83.7;24.7;19.3;3.4;10.9;0.8;21.4;3.1;53.9;29.8;0.7;1.7;3.4
1488;3720 Voorbereiding v recycl(geen metaal);2003;50.3;0.0;8.6;9.0;11.4;0.6;19.2;1.5;47.3;3.0;4.1;3.1;7.1
1489;3720 Voorbereiding v recycl(geen metaal);2004;54.4;0.4;7.1;5.9;8.6;0.7;29.9;1.9;47.0;7.4;1.8;5.3;29.0
1490;3720 Voorbereiding v recycl(geen metaal);2005;98.9;13.9;8.2;8.2;6.8;1.0;60.2;0.7;75.7;23.2;0.6;1.5;21.1
1491;3720 Voorbereiding v recycl(geen metaal);2006;58.9;2.4;5.1;5.3;8.1;0.6;35.5;1.9;53.1;5.8;4.6;1.2;3.8
1492;3720 Voorbereiding v recycl(geen metaal);2007;60.1;10.2;6.7;4.9;7.6;0.6;27.6;2.4;49.3;10.8;3.3;4.7;14.4
1493;3720 Voorbereiding v recycl(geen metaal);2008;67.5;5.1;5.0;2.8;16.6;0.6;35.5;1.9;60.4;7.1;;;13.0
1494;1700b Industrie geen food, chemie,metaal;2000;2338.0;;;;;;;;;;;;
1495;1700b Industrie geen food, chemie,metaal;2001;2126.0;;;;;;;;;;;;
1496;1700b Industrie geen food, chemie,metaal;2002;2017.0;;;;;;;;;;;;
1497;1700b Industrie geen food, chemie,metaal;2003;1575.0;;;;;;;;;;;;
1498;1700b Industrie geen food, chemie,metaal;2004;1674.0;;;;;;;;;;;;
1499;1700b Industrie geen food, chemie,metaal;2005;1689.0;;;;;;;;;;;;
1500;1700b Industrie geen food, chemie,metaal;2006;1578.0;;;;;;;;;;;;
1501;1700b Industrie geen food, chemie,metaal;2007;;;1804.0;;;;;;;;;;
1502;1700b Industrie geen food, chemie,metaal;2008;;;1739.0;;;;;;;;;;
1503;2700b Metaal(prod), machine-,vervrmidind;2000;2998.0;;;;;;;;;;;;
1504;2700b Metaal(prod), machine-,vervrmidind;2001;2384.0;;;;;;;;;;;;
1505;2700b Metaal(prod), machine-,vervrmidind;2002;1919.0;;;;;;;;;;;;
1506;2700b Metaal(prod), machine-,vervrmidind;2003;1809.0;;;;;;;;;;;;
1507;2700b Metaal(prod), machine-,vervrmidind;2004;1618.0;;;;;;;;;;;;
1508;2700b Metaal(prod), machine-,vervrmidind;2005;1673.0;;;;;;;;;;;;
1509;2700b Metaal(prod), machine-,vervrmidind;2006;1613.0;;;;;;;;;;;;
1510;2700b Metaal(prod), machine-,vervrmidind;2007;2644.0;;;;;;;;;;;;
1511;2700b Metaal(prod), machine-,vervrmidind;2008;;;2382.0;;;;;;;;;;
1512;E Openbare voorzieningsbedrijven;2000;1229.2;14.3;68.3;808.7;5.1;40.2;247.5;45.1;1214.7;14.4;25.6;1.0;33.7
1513;E Openbare voorzieningsbedrijven;2001;1270.4;8.8;112.2;623.1;8.3;47.6;337.2;133.2;1224.8;45.6;1.7;6.4;44.3
1514;E Openbare voorzieningsbedrijven;2002;1366.1;13.3;142.5;659.3;10.7;36.4;441.7;62.4;1350.9;15.2;33.5;11.7;59.2
1515;E Openbare voorzieningsbedrijven;2003;1440.9;13.6;114.3;561.5;5.8;54.1;611.3;80.2;1427.3;13.6;29.0;24.1;32.1
1516;E Openbare voorzieningsbedrijven;2004;1716.9;4.9;204.1;635.0;6.9;40.6;737.0;88.4;1709.7;7.1;2.9;19.5;37.8
1517;E Openbare voorzieningsbedrijven;2005;1485.9;11.7;80.8;496.6;4.8;48.8;746.7;96.5;1473.4;12.5;2.9;0.9;18.1
1518;E Openbare voorzieningsbedrijven;2006;1826.5;4.2;102.6;739.6;4.0;35.9;847.9;92.4;1821.3;5.1;0.0;5.9;103.6
1519;E Openbare voorzieningsbedrijven;2007;2464.5;1.8;42.6;926.9;21.7;57.7;1184.5;229.2;2462.3;2.2;17.3;5.0;14.6
1520;E Openbare voorzieningsbedrijven;2008;2871.1;18.6;125.0;796.6;35.1;26.0;1774.8;95.1;2540.6;330.5;;;21.3
1521;40 Openbare energievoorzieningbedr.;2000;902.0;3.2;33.4;650.4;1.5;20.9;163.3;29.4;898.8;3.3;25.6;0.2;22.3
1522;40 Openbare energievoorzieningbedr.;2001;915.8;3.4;81.4;462.8;2.2;37.6;222.0;106.4;911.4;4.4;0.0;6.4;33.6
1523;40 Openbare energievoorzieningbedr.;2002;;;;;;;;;;;;;
1524;40 Openbare energievoorzieningbedr.;2003;;;;;;;;;;;;;
1525;40 Openbare energievoorzieningbedr.;2004;;;;;;;;;;;;;
1526;40 Openbare energievoorzieningbedr.;2005;1065.9;2.5;21.3;309.0;1.3;40.4;633.1;58.3;1062.6;3.3;0.0;0.6;0.8
1527;40 Openbare energievoorzieningbedr.;2006;1499.2;2.3;53.8;590.7;0.7;30.7;744.8;76.2;1496.0;3.2;0.0;0.3;73.7
1528;40 Openbare energievoorzieningbedr.;2007;2222.0;0.8;27.4;806.0;18.8;53.7;1108.6;206.8;2220.8;1.2;17.3;4.2;3.6
1529;40 Openbare energievoorzieningbedr.;2008;2589.6;12.9;91.6;635.3;33.0;23.9;1720.5;72.3;2266.6;323.0;;;15.2
1530;400 Openbare energievoorzieningbedr.;2000;902.0;3.2;33.4;650.4;1.5;20.9;163.3;29.4;898.8;3.3;25.6;0.2;22.3
1531;400 Openbare energievoorzieningbedr.;2001;915.8;3.4;81.4;462.8;2.2;37.6;222.0;106.4;911.4;4.4;0.0;6.4;33.6
1532;400 Openbare energievoorzieningbedr.;2002;;;;;;;;;;;;;
1533;400 Openbare energievoorzieningbedr.;2003;;;;;;;;;;;;;
1534;400 Openbare energievoorzieningbedr.;2004;;;;;;;;;;;;;
1535;400 Openbare energievoorzieningbedr.;2005;1065.9;2.5;21.3;309.0;1.3;40.4;633.1;58.3;1062.6;3.3;0.0;0.6;0.8
1536;400 Openbare energievoorzieningbedr.;2006;1499.2;2.3;53.8;590.7;0.7;30.7;744.8;76.2;1496.0;3.2;0.0;0.3;73.7
1537;400 Openbare energievoorzieningbedr.;2007;2222.0;0.8;27.4;806.0;18.8;53.7;1108.6;206.8;2220.8;1.2;17.3;4.2;3.6
1538;400 Openbare energievoorzieningbedr.;2008;2589.6;12.9;91.6;635.3;33.0;23.9;1720.5;72.3;2266.6;323.0;;;15.2
1539;4000 Openbare energievoorzieningbedr.;2000;902.0;3.2;33.4;650.4;1.5;20.9;163.3;29.4;898.8;3.3;25.6;0.2;22.3
1540;4000 Openbare energievoorzieningbedr.;2001;915.8;3.4;81.4;462.8;2.2;37.6;222.0;106.4;911.4;4.4;0.0;6.4;33.6
1541;4000 Openbare energievoorzieningbedr.;2002;;;;;;;;;;;;;
1542;4000 Openbare energievoorzieningbedr.;2003;;;;;;;;;;;;;
1543;4000 Openbare energievoorzieningbedr.;2004;;;;;;;;;;;;;
1544;4000 Openbare energievoorzieningbedr.;2005;1065.9;2.5;21.3;309.0;1.3;40.4;633.1;58.3;1062.6;3.3;0.0;0.6;0.8
1545;4000 Openbare energievoorzieningbedr.;2006;1499.2;2.3;53.8;590.7;0.7;30.7;744.8;76.2;1496.0;3.2;0.0;0.3;73.7
1546;4000 Openbare energievoorzieningbedr.;2007;2222.0;0.8;27.4;806.0;18.8;53.7;1108.6;206.8;2220.8;1.2;17.3;4.2;3.6
1547;4000 Openbare energievoorzieningbedr.;2008;2589.6;12.9;91.6;635.3;33.0;23.9;1720.5;72.3;2266.6;323.0;;;15.2
1548;41 Waterleidingbedrijven;2000;327.1;11.2;34.8;158.3;3.7;19.3;84.1;15.7;316.0;11.2;0.0;0.8;11.4
1549;41 Waterleidingbedrijven;2001;354.6;5.5;30.8;160.2;6.2;10.0;115.2;26.8;313.4;41.2;1.7;0.0;10.7
1550;41 Waterleidingbedrijven;2002;;;;;;;;;;;;;
1551;41 Waterleidingbedrijven;2003;;;;;;;;;;;;;
1552;41 Waterleidingbedrijven;2004;;;;;;;;;;;;;
1553;41 Waterleidingbedrijven;2005;420.0;9.2;59.5;187.6;3.5;8.4;113.7;38.1;410.8;9.2;2.9;0.4;17.3
1554;41 Waterleidingbedrijven;2006;327.3;1.9;48.8;148.9;3.2;5.2;103.1;16.2;325.4;1.9;0.0;5.6;29.9
1555;41 Waterleidingbedrijven;2007;242.5;1.0;15.2;121.0;2.9;4.1;76.0;22.4;241.5;1.0;0.0;0.7;11.0
1556;41 Waterleidingbedrijven;2008;281.5;5.7;33.3;161.2;2.1;2.1;54.3;22.8;274.0;7.5;;;6.1
1557;410 Waterleidingbedrijven;2000;327.1;11.2;34.8;158.3;3.7;19.3;84.1;15.7;316.0;11.2;0.0;0.8;11.4
1558;410 Waterleidingbedrijven;2001;354.6;5.5;30.8;160.2;6.2;10.0;115.2;26.8;313.4;41.2;1.7;0.0;10.7
1559;410 Waterleidingbedrijven;2002;;;;;;;;;;;;;
1560;410 Waterleidingbedrijven;2003;;;;;;;;;;;;;
1561;410 Waterleidingbedrijven;2004;;;;;;;;;;;;;
1562;410 Waterleidingbedrijven;2005;420.0;9.2;59.5;187.6;3.5;8.4;113.7;38.1;410.8;9.2;2.9;0.4;17.3
1563;410 Waterleidingbedrijven;2006;327.3;1.9;48.8;148.9;3.2;5.2;103.1;16.2;325.4;1.9;0.0;5.6;29.9
1564;410 Waterleidingbedrijven;2007;242.5;1.0;15.2;121.0;2.9;4.1;76.0;22.4;241.5;1.0;0.0;0.7;11.0
1565;410 Waterleidingbedrijven;2008;281.5;5.7;33.3;161.2;2.1;2.1;54.3;22.8;274.0;7.5;;;6.1
1566;4100 Waterleidingbedrijven;2000;327.1;11.2;34.8;158.3;3.7;19.3;84.1;15.7;316.0;11.2;0.0;0.8;11.4
1567;4100 Waterleidingbedrijven;2001;354.6;5.5;30.8;160.2;6.2;10.0;115.2;26.8;313.4;41.2;1.7;0.0;10.7
1568;4100 Waterleidingbedrijven;2002;;;;;;;;;;;;;
1569;4100 Waterleidingbedrijven;2003;;;;;;;;;;;;;
1570;4100 Waterleidingbedrijven;2004;;;;;;;;;;;;;
1571;4100 Waterleidingbedrijven;2005;420.0;9.2;59.5;187.6;3.5;8.4;113.7;38.1;410.8;9.2;2.9;0.4;17.3
1572;4100 Waterleidingbedrijven;2006;327.3;1.9;48.8;148.9;3.2;5.2;103.1;16.2;325.4;1.9;0.0;5.6;29.9
1573;4100 Waterleidingbedrijven;2007;242.5;1.0;15.2;121.0;2.9;4.1;76.0;22.4;241.5;1.0;0.0;0.7;11.0
1574;4100 Waterleidingbedrijven;2008;281.5;5.7;33.3;161.2;2.1;2.1;54.3;22.8;274.0;7.5;;;6.1
1575;F Bouwnijverheid;2000;1634.1;46.3;231.5;20.8;430.3;110.3;592.8;202.0;1481.6;152.6;103.2;274.7;284.9
1576;F Bouwnijverheid;2001;1957.3;46.0;256.1;13.6;449.4;140.3;690.5;361.5;1756.1;201.1;115.6;299.2;384.9
1577;F Bouwnijverheid;2002;1539.8;43.0;239.0;24.3;399.6;105.6;551.0;177.8;1333.0;207.0;103.0;302.1;279.8
1578;F Bouwnijverheid;2003;1287.9;29.5;207.6;18.2;330.7;89.1;479.9;133.0;1134.5;153.7;54.2;198.3;201.0
1579;F Bouwnijverheid;2004;1200.3;37.3;141.7;13.5;343.0;75.4;446.4;142.6;1072.5;127.8;48.4;286.4;219.2
1580;F Bouwnijverheid;2005;1402.9;50.9;143.3;24.0;357.2;95.4;567.6;164.9;1235.3;167.9;60.1;339.3;218.4
1581;F Bouwnijverheid;2006;1603.3;63.3;221.7;29.4;348.0;85.9;674.9;180.5;1424.1;179.4;108.6;336.4;221.5
1582;F Bouwnijverheid;2007;2000.6;65.6;252.5;26.8;542.3;93.8;842.9;176.4;1767.4;232.7;140.7;387.4;289.4
1583;F Bouwnijverheid;2008;2337.1;97.6;369.3;35.5;533.6;106.4;962.5;232.5;2035.3;301.8;;;557.6
1584;45 Bouwnijverheid;2000;1634.1;46.3;231.5;20.8;430.3;110.3;592.8;202.0;1481.6;152.6;103.2;274.7;284.9
1585;45 Bouwnijverheid;2001;1957.3;46.0;256.1;13.6;449.4;140.3;690.5;361.5;1756.1;201.1;115.6;299.2;384.9
1586;45 Bouwnijverheid;2002;1539.8;43.0;239.0;24.3;399.6;105.6;551.0;177.8;1333.0;207.0;103.0;302.1;279.8
1587;45 Bouwnijverheid;2003;1287.9;29.5;207.6;18.2;330.7;89.1;479.9;133.0;1134.5;153.7;54.2;198.3;201.0
1588;45 Bouwnijverheid;2004;1200.3;37.3;141.7;13.5;343.0;75.4;446.4;142.6;1072.5;127.8;48.4;286.4;219.2
1589;45 Bouwnijverheid;2005;1402.9;50.9;143.3;24.0;357.2;95.4;567.6;164.9;1235.3;167.9;60.1;339.3;218.4
1590;45 Bouwnijverheid;2006;1603.3;63.3;221.7;29.4;348.0;85.9;674.9;180.5;1424.1;179.4;108.6;336.4;221.5
1591;45 Bouwnijverheid;2007;2000.6;65.6;252.5;26.8;542.3;93.8;842.9;176.4;1767.4;232.7;140.7;387.4;289.4
1592;45 Bouwnijverheid;2008;2337.1;97.6;369.3;35.5;533.6;106.4;962.5;232.5;2035.3;301.8;;;557.6
1593;452 B&U- en GWW-bouw (geen grondverzet);2000;895.0;32.5;116.9;15.5;200.0;56.3;373.5;100.4;817.5;77.5;60.1;158.0;169.7
1594;452 B&U- en GWW-bouw (geen grondverzet);2001;1135.1;33.8;124.5;8.6;209.4;68.9;437.9;252.2;1030.6;104.5;48.6;180.1;200.6
1595;452 B&U- en GWW-bouw (geen grondverzet);2002;847.8;30.8;127.5;15.1;211.5;53.9;315.7;93.5;718.9;128.9;41.9;149.2;183.5
1596;452 B&U- en GWW-bouw (geen grondverzet);2003;688.4;19.9;109.4;13.3;158.6;42.1;272.1;73.0;607.5;80.9;16.1;88.7;107.9
1597;452 B&U- en GWW-bouw (geen grondverzet);2004;640.8;27.5;76.6;9.5;144.9;39.1;261.9;81.3;575.1;65.6;22.0;142.5;143.5
1598;452 B&U- en GWW-bouw (geen grondverzet);2005;783.4;45.9;79.7;9.8;159.1;45.7;348.8;94.7;672.6;111.1;22.6;146.3;119.3
1599;452 B&U- en GWW-bouw (geen grondverzet);2006;888.1;49.6;108.7;21.5;159.2;45.2;404.0;99.9;783.4;104.7;49.1;174.4;132.7
1600;452 B&U- en GWW-bouw (geen grondverzet);2007;1159.6;59.2;111.4;14.8;304.7;42.9;528.2;98.3;1020.8;138.4;51.1;205.6;169.7
1601;452 B&U- en GWW-bouw (geen grondverzet);2008;1356.0;82.2;208.6;17.2;249.8;57.9;601.6;138.8;1155.0;201.0;;;432.0
1602;4524 Natte waterbouw;2000;43.2;0.1;2.9;1.4;2.2;0.5;33.8;2.2;42.2;1.0;2.0;5.1;44.6
1603;4524 Natte waterbouw;2001;250.3;0.6;5.2;0.1;4.2;2.4;91.2;146.6;248.4;1.9;0.2;1.7;8.7
1604;4524 Natte waterbouw;2002;125.3;0.4;1.4;5.3;54.7;1.6;59.7;2.3;88.9;36.4;1.1;1.5;29.2
1605;4524 Natte waterbouw;2003;72.8;0.2;3.4;5.5;26.5;0.5;34.9;1.8;57.0;15.8;0.1;1.0;27.0
1606;4524 Natte waterbouw;2004;62.9;0.0;1.5;0.1;8.3;0.4;51.6;1.0;61.4;1.6;0.1;1.0;5.1
1607;4524 Natte waterbouw;2005;;;;;;;;;;;;;
