ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
4032;2017 zondag 15 januari;1.564;1.243;0.645
4033;2017 maandag 16 januari;1.565;1.246;0.652
4034;2017 dinsdag 17 januari;1.567;1.246;0.654
4035;2017 woensdag 18 januari;1.57;1.245;0.658
4036;2017 donderdag 19 januari;1.57;1.24;0.662
4037;2017 vrijdag 20 januari;1.571;1.241;0.664
4038;2017 zaterdag 21 januari;1.567;1.237;0.66
4039;2017 zondag 22 januari;1.569;1.238;0.665
4040;2017 maandag 23 januari;1.571;1.24;0.66
4041;2017 dinsdag 24 januari;1.569;1.237;0.666
4042;2017 woensdag 25 januari;1.569;1.235;0.659
4043;2017 donderdag 26 januari;1.568;1.235;0.661
4044;2017 vrijdag 27 januari;1.57;1.237;0.664
4045;2017 zaterdag 28 januari;1.568;1.231;0.665
4046;2017 zondag 29 januari;1.571;1.232;0.655
4047;2017 maandag 30 januari;1.571;1.234;0.666
4048;2017 dinsdag 31 januari;1.563;1.225;0.668
4049;2017 woensdag 1 februari;1.564;1.229;0.661
4050;2017 donderdag 2 februari;1.568;1.232;0.665
4051;2017 vrijdag 3 februari;1.578;1.241;0.665
4052;2017 zaterdag 4 februari;1.577;1.241;0.671
4053;2017 zondag 5 februari;1.58;1.242;0.661
4054;2017 maandag 6 februari;1.581;1.245;0.666
4055;2017 dinsdag 7 februari;1.582;1.245;0.664
4056;2017 woensdag 8 februari;1.578;1.242;0.674
4057;2017 donderdag 9 februari;1.578;1.242;0.669
4058;2017 vrijdag 10 februari;1.58;1.243;0.665
4059;2017 zaterdag 11 februari;1.581;1.244;0.681
4060;2017 zondag 12 februari;1.582;1.245;0.674
4061;2017 maandag 13 februari;1.585;1.249;0.68
4062;2017 dinsdag 14 februari;1.589;1.251;0.674
4063;2017 woensdag 15 februari;1.588;1.251;0.678
4064;2017 donderdag 16 februari;1.587;1.251;0.675
4065;2017 vrijdag 17 februari;1.59;1.253;0.682
4066;2017 zaterdag 18 februari;1.587;1.25;0.68
4067;2017 zondag 19 februari;1.59;1.25;0.675
4068;2017 maandag 20 februari;1.59;1.253;0.686
4069;2017 dinsdag 21 februari;1.591;1.255;0.677
4070;2017 woensdag 22 februari;1.589;1.253;0.68
4071;2017 donderdag 23 februari;1.588;1.253;0.682
4072;2017 vrijdag 24 februari;1.59;1.254;0.687
4073;2017 zaterdag 25 februari;1.587;1.248;0.689
4074;2017 zondag 26 februari;1.588;1.249;0.683
4075;2017 maandag 27 februari;1.59;1.251;0.679
4076;2017 dinsdag 28 februari;1.589;1.25;0.68
4077;2017 woensdag 1 maart;1.588;1.245;0.678
4078;2017 donderdag 2 maart;1.584;1.246;0.682
4079;2017 vrijdag 3 maart;1.582;1.245;0.688
4080;2017 zaterdag 4 maart;1.575;1.242;0.684
4081;2017 zondag 5 maart;1.576;1.243;0.686
4082;2017 maandag 6 maart;1.577;1.245;0.689
4083;2017 dinsdag 7 maart;1.572;1.245;0.684
4084;2017 woensdag 8 maart;1.569;1.243;0.692
4085;2017 donderdag 9 maart;1.568;1.243;0.681
4086;2017 vrijdag 10 maart;1.565;1.239;0.685
4087;2017 zaterdag 11 maart;1.56;1.233;0.686
4088;2017 zondag 12 maart;1.561;1.234;0.683
4089;2017 maandag 13 maart;1.561;1.237;0.685
4090;2017 dinsdag 14 maart;1.557;1.232;0.689
4091;2017 woensdag 15 maart;1.552;1.226;0.686
4092;2017 donderdag 16 maart;1.546;1.226;0.673
4093;2017 vrijdag 17 maart;1.544;1.226;0.675
4094;2017 zaterdag 18 maart;1.535;1.219;0.679
4095;2017 zondag 19 maart;1.537;1.218;0.672
4096;2017 maandag 20 maart;1.539;1.222;0.675
4097;2017 dinsdag 21 maart;1.533;1.217;0.67
4098;2017 woensdag 22 maart;1.53;1.215;0.661
4099;2017 donderdag 23 maart;1.523;1.209;0.663
4100;2017 vrijdag 24 maart;1.522;1.207;0.66
4101;2017 zaterdag 25 maart;1.522;1.203;0.665
4102;2017 zondag 26 maart;1.524;1.205;0.656
4103;2017 maandag 27 maart;1.525;1.207;0.655
4104;2017 dinsdag 28 maart;1.53;1.203;0.655
4105;2017 woensdag 29 maart;1.529;1.197;0.646
4106;2017 donderdag 30 maart;1.533;1.199;0.646
4107;2017 vrijdag 31 maart;1.541;1.204;0.649
4108;2017 zaterdag 1 april;1.547;1.205;0.651
4109;2017 zondag 2 april;1.549;1.206;0.638
4110;2017 maandag 3 april;1.551;1.209;0.643
4111;2017 dinsdag 4 april;1.56;1.215;0.645
4112;2017 woensdag 5 april;1.562;1.214;0.646
4113;2017 donderdag 6 april;1.567;1.222;0.644
4114;2017 vrijdag 7 april;1.571;1.224;0.645
4115;2017 zaterdag 8 april;1.577;1.228;0.637
4116;2017 zondag 9 april;1.575;1.226;0.641
4117;2017 maandag 10 april;1.581;1.232;0.641
4118;2017 dinsdag 11 april;1.589;1.24;0.631
4119;2017 woensdag 12 april;1.591;1.243;0.63
4120;2017 donderdag 13 april;1.595;1.249;0.631
4121;2017 vrijdag 14 april;1.599;1.253;0.632
4122;2017 zaterdag 15 april;1.597;1.25;0.628
4123;2017 zondag 16 april;1.597;1.247;0.636
4124;2017 maandag 17 april;1.6;1.252;0.63
4125;2017 dinsdag 18 april;1.6;1.253;0.629
4126;2017 woensdag 19 april;1.6;1.252;0.632
4127;2017 donderdag 20 april;1.596;1.253;0.631
4128;2017 vrijdag 21 april;1.597;1.253;0.631
4129;2017 zaterdag 22 april;1.592;1.246;0.632
4130;2017 zondag 23 april;1.593;1.247;0.625
4131;2017 maandag 24 april;1.595;1.249;0.634
4132;2017 dinsdag 25 april;1.586;1.242;0.62
4133;2017 woensdag 26 april;1.576;1.231;0.616
4134;2017 donderdag 27 april;1.565;1.22;0.616
4135;2017 vrijdag 28 april;1.566;1.219;0.608
4136;2017 zaterdag 29 april;1.56;1.212;0.607
4137;2017 zondag 30 april;1.558;1.208;0.608
4138;2017 maandag 1 mei;1.562;1.214;0.608
4139;2017 dinsdag 2 mei;1.555;1.206;0.604
4140;2017 woensdag 3 mei;1.55;1.198;0.596
4141;2017 donderdag 4 mei;1.543;1.193;0.596
4142;2017 vrijdag 5 mei;1.542;1.189;0.592
4143;2017 zaterdag 6 mei;1.533;1.179;0.587
4144;2017 zondag 7 mei;1.535;1.18;0.577
4145;2017 maandag 8 mei;1.535;1.182;0.584
4146;2017 dinsdag 9 mei;1.533;1.179;0.59
4147;2017 woensdag 10 mei;1.531;1.178;0.584
4148;2017 donderdag 11 mei;1.531;1.177;0.584
4149;2017 vrijdag 12 mei;1.535;1.185;0.578
4150;2017 zaterdag 13 mei;1.535;1.183;0.581
4151;2017 zondag 14 mei;1.534;1.181;0.583
4152;2017 maandag 15 mei;1.538;1.187;0.589
4153;2017 dinsdag 16 mei;1.542;1.191;0.586
4154;2017 woensdag 17 mei;1.543;1.188;0.583
4155;2017 donderdag 18 mei;1.541;1.188;0.583
4156;2017 vrijdag 19 mei;1.543;1.189;0.58
4157;2017 zaterdag 20 mei;1.54;1.19;0.582
4158;2017 zondag 21 mei;1.542;1.191;0.583
4159;2017 maandag 22 mei;1.542;1.194;0.584
4160;2017 dinsdag 23 mei;1.541;1.191;0.587
4161;2017 woensdag 24 mei;1.545;1.196;0.583
4162;2017 donderdag 25 mei;1.548;1.2;0.581
4163;2017 vrijdag 26 mei;1.549;1.202;0.578
4164;2017 zaterdag 27 mei;1.544;1.196;0.585
4165;2017 zondag 28 mei;1.543;1.193;0.581
4166;2017 maandag 29 mei;1.546;1.199;0.588
4167;2017 dinsdag 30 mei;1.543;1.197;0.586
4168;2017 woensdag 31 mei;1.541;1.195;0.585
4169;2017 donderdag 1 juni;1.54;1.191;0.584
4170;2017 vrijdag 2 juni;1.541;1.188;0.592
4171;2017 zaterdag 3 juni;1.537;1.18;0.592
4172;2017 zondag 4 juni;1.538;1.181;0.585
4173;2017 maandag 5 juni;1.539;1.181;0.587
4174;2017 dinsdag 6 juni;1.539;1.183;0.584
4175;2017 woensdag 7 juni;1.532;1.175;0.588
4176;2017 donderdag 8 juni;1.531;1.171;0.583
4177;2017 vrijdag 9 juni;1.528;1.167;0.581
4178;2017 zaterdag 10 juni;1.524;1.16;0.586
4179;2017 zondag 11 juni;1.522;1.158;0.579
4180;2017 maandag 12 juni;1.526;1.164;0.582
4181;2017 dinsdag 13 juni;1.525;1.162;0.58
4182;2017 woensdag 14 juni;1.524;1.159;0.584
4183;2017 donderdag 15 juni;1.522;1.16;0.584
4184;2017 vrijdag 16 juni;1.524;1.161;0.589
4185;2017 zaterdag 17 juni;1.519;1.157;0.578
4186;2017 zondag 18 juni;1.522;1.16;0.578
4187;2017 maandag 19 juni;1.521;1.162;0.584
4188;2017 dinsdag 20 juni;1.521;1.162;0.584
4189;2017 woensdag 21 juni;1.517;1.156;0.576
4190;2017 donderdag 22 juni;1.508;1.151;0.574
4191;2017 vrijdag 23 juni;1.505;1.147;0.579
4192;2017 zaterdag 24 juni;1.5;1.141;0.575
4193;2017 zondag 25 juni;1.499;1.139;0.577
4194;2017 maandag 26 juni;1.503;1.146;0.573
4195;2017 dinsdag 27 juni;1.503;1.144;0.576
4196;2017 woensdag 28 juni;1.501;1.142;0.568
4197;2017 donderdag 29 juni;1.5;1.145;0.571
4198;2017 vrijdag 30 juni;1.504;1.152;0.568
4199;2017 zaterdag 1 juli;1.501;1.15;0.57
4200;2017 zondag 2 juli;1.503;1.153;0.571
4201;2017 maandag 3 juli;1.505;1.155;0.569
4202;2017 dinsdag 4 juli;1.509;1.16;0.57
4203;2017 woensdag 5 juli;1.511;1.165;0.567
4204;2017 donderdag 6 juli;1.511;1.167;0.57
4205;2017 vrijdag 7 juli;1.513;1.169;0.565
4206;2017 zaterdag 8 juli;1.509;1.162;0.566
4207;2017 zondag 9 juli;1.508;1.16;0.561
4208;2017 maandag 10 juli;1.512;1.165;0.562
4209;2017 dinsdag 11 juli;1.509;1.161;0.56
4210;2017 woensdag 12 juli;1.504;1.156;0.558
4211;2017 donderdag 13 juli;1.501;1.16;0.562
4212;2017 vrijdag 14 juli;1.506;1.164;0.559
4213;2017 zaterdag 15 juli;1.503;1.165;0.554
4214;2017 zondag 16 juli;1.503;1.163;0.554
4215;2017 maandag 17 juli;1.506;1.17;0.562
4216;2017 dinsdag 18 juli;1.511;1.173;0.556
4217;2017 woensdag 19 juli;1.511;1.172;0.552
4218;2017 donderdag 20 juli;1.511;1.172;0.558
4219;2017 vrijdag 21 juli;1.519;1.182;0.557
4220;2017 zaterdag 22 juli;1.518;1.179;0.559
4221;2017 zondag 23 juli;1.52;1.182;0.555
4222;2017 maandag 24 juli;1.522;1.184;0.555
4223;2017 dinsdag 25 juli;1.522;1.183;0.557
4224;2017 woensdag 26 juli;1.516;1.177;0.565
4225;2017 donderdag 27 juli;1.513;1.175;0.561
4226;2017 vrijdag 28 juli;1.515;1.182;0.565
4227;2017 zaterdag 29 juli;1.518;1.182;0.568
4228;2017 zondag 30 juli;1.519;1.181;0.558
4229;2017 maandag 31 juli;1.522;1.187;0.558
4230;2017 dinsdag 1 augustus;1.529;1.192;0.567
4231;2017 woensdag 2 augustus;1.531;1.192;0.574
4232;2017 donderdag 3 augustus;1.529;1.192;0.567
4233;2017 vrijdag 4 augustus;1.531;1.194;0.57
4234;2017 zaterdag 5 augustus;1.528;1.19;0.572
4235;2017 zondag 6 augustus;1.53;1.191;0.571
4236;2017 maandag 7 augustus;1.53;1.195;0.57
4237;2017 dinsdag 8 augustus;1.532;1.194;0.58
4238;2017 woensdag 9 augustus;1.531;1.193;0.584
4239;2017 donderdag 10 augustus;1.53;1.192;0.581
4240;2017 vrijdag 11 augustus;1.533;1.198;0.585
4241;2017 zaterdag 12 augustus;1.531;1.197;0.582
4242;2017 zondag 13 augustus;1.533;1.198;0.588
4243;2017 maandag 14 augustus;1.534;1.2;0.591
4244;2017 dinsdag 15 augustus;1.533;1.198;0.585
4245;2017 woensdag 16 augustus;1.527;1.191;0.585
4246;2017 donderdag 17 augustus;1.523;1.187;0.589
4247;2017 vrijdag 18 augustus;1.523;1.186;0.586
4248;2017 zaterdag 19 augustus;1.519;1.18;0.593
4249;2017 zondag 20 augustus;1.521;1.182;0.595
4250;2017 maandag 21 augustus;1.522;1.185;0.589
4251;2017 dinsdag 22 augustus;1.524;1.185;0.591
4252;2017 woensdag 23 augustus;1.524;1.183;0.588
4253;2017 donderdag 24 augustus;1.523;1.184;0.593
4254;2017 vrijdag 25 augustus;1.531;1.191;0.597
4255;2017 zaterdag 26 augustus;1.535;1.191;0.6
4256;2017 zondag 27 augustus;1.534;1.189;0.597
4257;2017 maandag 28 augustus;1.538;1.195;0.597
4258;2017 dinsdag 29 augustus;1.541;1.196;0.596
4259;2017 woensdag 30 augustus;1.539;1.194;0.6
4260;2017 donderdag 31 augustus;1.539;1.194;0.6
4261;2017 vrijdag 1 september;1.551;1.196;0.598
4262;2017 zaterdag 2 september;1.559;1.197;0.611
4263;2017 zondag 3 september;1.559;1.195;0.603
4264;2017 maandag 4 september;1.565;1.202;0.611
4265;2017 dinsdag 5 september;1.567;1.204;0.608
4266;2017 woensdag 6 september;1.564;1.203;0.609
4267;2017 donderdag 7 september;1.568;1.208;0.613
4268;2017 vrijdag 8 september;1.577;1.219;0.614
4269;2017 zaterdag 9 september;1.576;1.217;0.623
4270;2017 zondag 10 september;1.578;1.22;0.61
4271;2017 maandag 11 september;1.58;1.222;0.612
4272;2017 dinsdag 12 september;1.578;1.222;0.616
4273;2017 woensdag 13 september;1.57;1.217;0.617
4274;2017 donderdag 14 september;1.564;1.215;0.619
4275;2017 vrijdag 15 september;1.565;1.221;0.621
4276;2017 zaterdag 16 september;1.559;1.22;0.624
4277;2017 zondag 17 september;1.558;1.218;0.63
4278;2017 maandag 18 september;1.562;1.224;0.625
4279;2017 dinsdag 19 september;1.56;1.224;0.625
4280;2017 woensdag 20 september;1.557;1.221;0.635
4281;2017 donderdag 21 september;1.554;1.222;0.626
4282;2017 vrijdag 22 september;1.555;1.23;0.632
4283;2017 zaterdag 23 september;1.551;1.23;0.625
4284;2017 zondag 24 september;1.553;1.231;0.631
4285;2017 maandag 25 september;1.554;1.234;0.636
4286;2017 dinsdag 26 september;1.544;1.234;0.632
4287;2017 woensdag 27 september;1.546;1.24;0.651
4288;2017 donderdag 28 september;1.544;1.246;0.644
4289;2017 vrijdag 29 september;1.544;1.251;0.647
4290;2017 zaterdag 30 september;1.539;1.247;0.649
4291;2017 zondag 1 oktober;1.538;1.246;0.647
4292;2017 maandag 2 oktober;1.541;1.251;0.648
4293;2017 dinsdag 3 oktober;1.538;1.247;0.648
4294;2017 woensdag 4 oktober;1.534;1.243;0.656
4295;2017 donderdag 5 oktober;1.525;1.237;0.655
4296;2017 vrijdag 6 oktober;1.526;1.237;0.655
4297;2017 zaterdag 7 oktober;1.527;1.231;0.66
4298;2017 zondag 8 oktober;1.526;1.23;0.649
4299;2017 maandag 9 oktober;1.532;1.236;0.656
4300;2017 dinsdag 10 oktober;1.528;1.233;0.649
4301;2017 woensdag 11 oktober;1.524;1.23;0.651
4302;2017 donderdag 12 oktober;1.522;1.23;0.65
4303;2017 vrijdag 13 oktober;1.526;1.229;0.648
4304;2017 zaterdag 14 oktober;1.522;1.223;0.653
4305;2017 zondag 15 oktober;1.523;1.225;0.649
4306;2017 maandag 16 oktober;1.525;1.227;0.65
4307;2017 dinsdag 17 oktober;1.531;1.236;0.65
4308;2017 woensdag 18 oktober;1.53;1.24;0.652
4309;2017 donderdag 19 oktober;1.529;1.24;0.647
4310;2017 vrijdag 20 oktober;1.532;1.24;0.656
4311;2017 zaterdag 21 oktober;1.529;1.237;0.653
4312;2017 zondag 22 oktober;1.528;1.236;0.65
4313;2017 maandag 23 oktober;1.533;1.241;0.65
4314;2017 dinsdag 24 oktober;1.534;1.241;0.651
4315;2017 woensdag 25 oktober;1.534;1.237;0.645
4316;2017 donderdag 26 oktober;1.534;1.236;0.65
4317;2017 vrijdag 27 oktober;1.542;1.237;0.654
4318;2017 zaterdag 28 oktober;1.546;1.24;0.652
4319;2017 zondag 29 oktober;1.545;1.239;0.655
4320;2017 maandag 30 oktober;1.551;1.245;0.65
4321;2017 dinsdag 31 oktober;1.557;1.25;0.661
4322;2017 woensdag 1 november;1.557;1.253;0.662
4323;2017 donderdag 2 november;1.562;1.258;0.664
4324;2017 vrijdag 3 november;1.57;1.261;0.667
4325;2017 zaterdag 4 november;1.576;1.259;0.67
4326;2017 zondag 5 november;1.578;1.261;0.668
4327;2017 maandag 6 november;1.581;1.264;0.663
4328;2017 dinsdag 7 november;1.59;1.265;0.678
4329;2017 woensdag 8 november;1.597;1.27;0.679
4330;2017 donderdag 9 november;1.598;1.272;0.68
4331;2017 vrijdag 10 november;1.601;1.274;0.681
4332;2017 zaterdag 11 november;1.6;1.27;0.686
4333;2017 zondag 12 november;1.601;1.269;0.682
4334;2017 maandag 13 november;1.605;1.275;0.686
4335;2017 dinsdag 14 november;1.606;1.275;0.686
4336;2017 woensdag 15 november;1.604;1.272;0.684
4337;2017 donderdag 16 november;1.597;1.267;0.686
4338;2017 vrijdag 17 november;1.596;1.268;0.681
4339;2017 zaterdag 18 november;1.588;1.26;0.693
4340;2017 zondag 19 november;1.59;1.262;0.684
4341;2017 maandag 20 november;1.591;1.264;0.69
4342;2017 dinsdag 21 november;1.586;1.262;0.685
4343;2017 woensdag 22 november;1.583;1.259;0.69
4344;2017 donderdag 23 november;1.578;1.258;0.691
4345;2017 vrijdag 24 november;1.577;1.258;0.69
4346;2017 zaterdag 25 november;1.573;1.256;0.69
4347;2017 zondag 26 november;1.572;1.254;0.681
4348;2017 maandag 27 november;1.577;1.261;0.689
4349;2017 dinsdag 28 november;1.573;1.262;0.689
4350;2017 woensdag 29 november;1.567;1.259;0.693
4351;2017 donderdag 30 november;1.564;1.259;0.692
4352;2017 vrijdag 1 december;1.566;1.262;0.688
4353;2017 zaterdag 2 december;1.563;1.254;0.699
4354;2017 zondag 3 december;1.565;1.256;0.693
4355;2017 maandag 4 december;1.566;1.259;0.69
4356;2017 dinsdag 5 december;1.565;1.258;0.693
4357;2017 woensdag 6 december;1.56;1.251;0.688
4358;2017 donderdag 7 december;1.555;1.248;0.689
4359;2017 vrijdag 8 december;1.554;1.247;0.691
4360;2017 zaterdag 9 december;1.551;1.246;0.689
4361;2017 zondag 10 december;1.554;1.249;0.69
4362;2017 maandag 11 december;1.555;1.251;0.693
4363;2017 dinsdag 12 december;1.557;1.26;0.691
4364;2017 woensdag 13 december;1.563;1.266;0.685
4365;2017 donderdag 14 december;1.563;1.27;0.689
4366;2017 vrijdag 15 december;1.564;1.271;0.691
4367;2017 zaterdag 16 december;1.561;1.267;0.691
4368;2017 zondag 17 december;1.56;1.266;0.692
4369;2017 maandag 18 december;1.565;1.272;0.688
4370;2017 dinsdag 19 december;1.565;1.271;0.689
4371;2017 woensdag 20 december;1.563;1.269;0.684
4372;2017 donderdag 21 december;1.561;1.269;0.691
4373;2017 vrijdag 22 december;1.565;1.272;0.688
4374;2017 zaterdag 23 december;1.563;1.266;0.686
4375;2017 zondag 24 december;1.564;1.267;0.692
4376;2017 maandag 25 december;1.567;1.27;0.694
4377;2017 dinsdag 26 december;1.567;1.269;0.686
4378;2017 woensdag 27 december;1.564;1.266;0.693
4379;2017 donderdag 28 december;1.569;1.272;0.691
4380;2017 vrijdag 29 december;1.574;1.277;0.695
4381;2017 zaterdag 30 december;1.572;1.278;0.697
4382;2017 zondag 31 december;1.573;1.28;0.698
4383;2018 maandag 1 januari;1.576;1.283;0.69
4384;2018 dinsdag 2 januari;1.576;1.284;0.702
4385;2018 woensdag 3 januari;1.578;1.286;0.696
4386;2018 donderdag 4 januari;1.576;1.289;0.697
4387;2018 vrijdag 5 januari;1.58;1.293;0.688
4388;2018 zaterdag 6 januari;1.578;1.289;0.695
4389;2018 zondag 7 januari;1.58;1.291;0.692
4390;2018 maandag 8 januari;1.581;1.294;0.693
4391;2018 dinsdag 9 januari;1.583;1.294;0.694
4392;2018 woensdag 10 januari;1.584;1.293;0.692
4393;2018 donderdag 11 januari;1.59;1.3;0.698
4394;2018 vrijdag 12 januari;1.598;1.302;0.699
4395;2018 zaterdag 13 januari;1.596;1.297;0.7
4396;2018 zondag 14 januari;1.598;1.299;0.7
4397;2018 maandag 15 januari;1.6;1.301;0.698
4398;2018 dinsdag 16 januari;1.599;1.302;0.698
4399;2018 woensdag 17 januari;1.593;1.297;0.695
4400;2018 donderdag 18 januari;1.589;1.293;0.698
4401;2018 vrijdag 19 januari;1.59;1.294;0.695
4402;2018 zaterdag 20 januari;1.587;1.287;0.703
4403;2018 zondag 21 januari;1.589;1.288;0.696
4404;2018 maandag 22 januari;1.59;1.29;0.696
4405;2018 dinsdag 23 januari;1.586;1.283;0.702
4406;2018 woensdag 24 januari;1.589;1.289;0.698
4407;2018 donderdag 25 januari;1.593;1.29;0.695
4408;2018 vrijdag 26 januari;1.6;1.293;0.699
4409;2018 zaterdag 27 januari;1.598;1.29;0.695
4410;2018 zondag 28 januari;1.597;1.29;0.688
4411;2018 maandag 29 januari;1.602;1.295;0.698
4412;2018 dinsdag 30 januari;1.601;1.296;0.694
4413;2018 woensdag 31 januari;1.598;1.29;0.692
4414;2018 donderdag 1 februari;1.592;1.286;0.688
4415;2018 vrijdag 2 februari;1.595;1.286;0.69
4416;2018 zaterdag 3 februari;1.594;1.279;0.697
4417;2018 zondag 4 februari;1.596;1.281;0.681
4418;2018 maandag 5 februari;1.597;1.283;0.688
4419;2018 dinsdag 6 februari;1.596;1.28;0.684
4420;2018 woensdag 7 februari;1.59;1.274;0.679
4421;2018 donderdag 8 februari;1.583;1.268;0.679
4422;2018 vrijdag 9 februari;1.579;1.262;0.672
4423;2018 zaterdag 10 februari;1.57;1.252;0.676
4424;2018 zondag 11 februari;1.571;1.253;0.669
4425;2018 maandag 12 februari;1.572;1.254;0.674
4426;2018 dinsdag 13 februari;1.567;1.249;0.673
4427;2018 woensdag 14 februari;1.557;1.239;0.662
4428;2018 donderdag 15 februari;1.549;1.232;0.659
4429;2018 vrijdag 16 februari;1.55;1.233;0.66
4430;2018 zaterdag 17 februari;1.546;1.23;0.663
4431;2018 zondag 18 februari;1.548;1.23;0.653
4432;2018 maandag 19 februari;1.548;1.232;0.652
4433;2018 dinsdag 20 februari;1.549;1.235;0.665
4434;2018 woensdag 21 februari;1.55;1.235;0.659
4435;2018 donderdag 22 februari;1.55;1.236;0.655
4436;2018 vrijdag 23 februari;1.551;1.243;0.658
4437;2018 zaterdag 24 februari;1.55;1.245;0.653
4438;2018 zondag 25 februari;1.549;1.244;0.646
4439;2018 maandag 26 februari;1.554;1.25;0.647
4440;2018 dinsdag 27 februari;1.553;1.257;0.649
4441;2018 woensdag 28 februari;1.555;1.261;0.652
4442;2018 donderdag 1 maart;1.559;1.262;0.65
4443;2018 vrijdag 2 maart;1.56;1.26;0.653
4444;2018 zaterdag 3 maart;1.553;1.252;0.658
4445;2018 zondag 4 maart;1.554;1.253;0.644
4446;2018 maandag 5 maart;1.555;1.256;0.65
4447;2018 dinsdag 6 maart;1.55;1.253;0.653
4448;2018 woensdag 7 maart;1.545;1.25;0.645
4449;2018 donderdag 8 maart;1.54;1.248;0.65
4450;2018 vrijdag 9 maart;1.537;1.246;0.649
4451;2018 zaterdag 10 maart;1.531;1.24;0.663
4452;2018 zondag 11 maart;1.533;1.241;0.639
4453;2018 maandag 12 maart;1.534;1.244;0.654
4454;2018 dinsdag 13 maart;1.534;1.245;0.652
4455;2018 woensdag 14 maart;1.531;1.242;0.648
4456;2018 donderdag 15 maart;1.528;1.241;0.652
4457;2018 vrijdag 16 maart;1.53;1.248;0.648
4458;2018 zaterdag 17 maart;1.528;1.246;0.65
4459;2018 zondag 18 maart;1.531;1.249;0.651
4460;2018 maandag 19 maart;1.531;1.251;0.653
4461;2018 dinsdag 20 maart;1.538;1.257;0.656
4462;2018 woensdag 21 maart;1.538;1.264;0.658
4463;2018 donderdag 22 maart;1.543;1.273;0.656
4464;2018 vrijdag 23 maart;1.549;1.28;0.658
4465;2018 zaterdag 24 maart;1.546;1.275;0.659
4466;2018 zondag 25 maart;1.546;1.275;0.656
4467;2018 maandag 26 maart;1.55;1.28;0.663
4468;2018 dinsdag 27 maart;1.555;1.286;0.656
4469;2018 woensdag 28 maart;1.558;1.287;0.654
4470;2018 donderdag 29 maart;1.562;1.288;0.66
4471;2018 vrijdag 30 maart;1.573;1.288;0.659
4472;2018 zaterdag 31 maart;1.576;1.285;0.666
4473;2018 zondag 1 april;1.582;1.288;0.663
4474;2018 maandag 2 april;1.582;1.289;0.658
4475;2018 dinsdag 3 april;1.583;1.29;0.665
4476;2018 woensdag 4 april;1.587;1.288;0.654
4477;2018 donderdag 5 april;1.586;1.284;0.66
4478;2018 vrijdag 6 april;1.591;1.284;0.66
4479;2018 zaterdag 7 april;1.591;1.278;0.666
4480;2018 zondag 8 april;1.591;1.278;0.658
4481;2018 maandag 9 april;1.596;1.283;0.661
4482;2018 dinsdag 10 april;1.596;1.283;0.661
4483;2018 woensdag 11 april;1.598;1.286;0.66
4484;2018 donderdag 12 april;1.602;1.295;0.667
4485;2018 vrijdag 13 april;1.613;1.304;0.663
4486;2018 zaterdag 14 april;1.612;1.304;0.655
4487;2018 zondag 15 april;1.611;1.302;0.66
4488;2018 maandag 16 april;1.616;1.309;0.663
4489;2018 dinsdag 17 april;1.615;1.308;0.665
4490;2018 woensdag 18 april;1.61;1.302;0.656
4491;2018 donderdag 19 april;1.609;1.301;0.662
4492;2018 vrijdag 20 april;1.616;1.308;0.666
4493;2018 zaterdag 21 april;1.616;1.307;0.662
4494;2018 zondag 22 april;1.618;1.31;0.667
4495;2018 maandag 23 april;1.62;1.312;0.66
4496;2018 dinsdag 24 april;1.62;1.312;0.663
4497;2018 woensdag 25 april;1.626;1.316;0.67
4498;2018 donderdag 26 april;1.629;1.319;0.67
4499;2018 vrijdag 27 april;1.634;1.324;0.674
4500;2018 zaterdag 28 april;1.633;1.325;0.67
4501;2018 zondag 29 april;1.634;1.324;0.663
4502;2018 maandag 30 april;1.639;1.328;0.665
4503;2018 dinsdag 1 mei;1.639;1.33;0.674
4504;2018 woensdag 2 mei;1.638;1.328;0.667
