ID;Creditproviders;Periods;NewLoans_1;OutstandingContracts_2;CreditGranted_3;Interest_4;Repayments_5;OutstandingBalance_6;OutstandingBalanceExclInterest_7;OutstandingContracts_8;LimitsGranted_9;NewLimitsGranted_10;CreditGranted_11;Interest_12;Repayments_13;OutstandingBalance_14;LimitsGranted_15;NewLimitsGranted_16;OutstandingContracts_17;LimitsGranted_18;NewLimitsGranted_19;CreditGranted_20;Interest_21;Repayments_22;OutstandingBalance_23;LimitsGranted_24;NewLimitsGranted_25
979;"Finance companies; bank subsidiaries";1999 March;7.0;219.0;35.0;10.0;48.0;1036.0;817.0;;703;27;139;15;118;2304;3348;120;;34.0;1.0;23.0;3.0;18.0;482.0;514.0;22.0
980;"Finance companies; bank subsidiaries";1999 April;6.0;220.0;31.0;7.0;44.0;1030.0;810.0;;719;26;126;16;116;2330;3414;118;;34.0;1.0;17.0;4.0;15.0;487.0;521.0;16.0
981;"Finance companies; bank subsidiaries";1999 May;5.0;221.0;28.0;6.0;40.0;1024.0;804.0;;731;22;120;16;110;2356;3436;103;;34.0;1.0;17.0;4.0;21.0;487.0;522.0;15.0
982;"Finance companies; bank subsidiaries";1999 June;7.0;223.0;35.0;6.0;45.0;1020.0;802.0;;748;28;146;16;124;2393;3501;138;;35.0;1.0;19.0;4.0;22.0;488.0;522.0;17.0
983;"Finance companies; bank subsidiaries";1999 July;6.0;224.0;29.0;5.0;41.0;1013.0;789.0;;766;26;141;16;117;2434;3566;121;;35.0;1.0;21.0;4.0;24.0;488.0;525.0;17.0
984;"Finance companies; bank subsidiaries";1999 August;5.0;222.0;26.0;5.0;46.0;997.0;783.0;;782;25;138;16;113;2475;3621;118;;35.0;1.0;18.0;3.0;19.0;490.0;529.0;14.0
985;"Finance companies; bank subsidiaries";1999 September;5.0;224.0;27.0;5.0;39.0;990.0;778.0;;799;25;137;16;112;2516;3678;120;;35.0;1.0;19.0;3.0;23.0;490.0;528.0;17.0
986;"Finance companies; bank subsidiaries";1999 October;5.0;225.0;26.0;5.0;37.0;984.0;768.0;;815;23;125;17;102;2556;3733;112;;36.0;1.0;20.0;3.0;24.0;489.0;528.0;16.0
987;"Finance companies; bank subsidiaries";1999 November;6.0;227.0;31.0;6.0;38.0;983.0;764.0;;833;24;133;16;104;2601;3795;119;;36.0;1.0;17.0;4.0;25.0;486.0;525.0;15.0
988;"Finance companies; bank subsidiaries";1999 December;5.0;228.0;29.0;4.0;42.0;974.0;757.0;;847;22;122;16;173;2566;3768;112;;35.0;1.0;16.0;4.0;-26.0;533.0;578.0;13.0
989;"Finance companies; bank subsidiaries";2000 January;5.0;225.0;29.0;7.0;35.0;975.0;762.0;;845;17;121;17;110;2595;3772;96;;36.0;1.0;15.0;4.0;16.0;536.0;581.0;11.0
990;"Finance companies; bank subsidiaries";2000 February;5.0;225.0;29.0;6.0;37.0;974.0;761.0;;845;19;124;19;117;2621;3769;103;;36.0;1.0;15.0;5.0;11.0;545.0;589.0;12.0
991;"Finance companies; bank subsidiaries";2000 March;6.0;225.0;32.0;6.0;39.0;973.0;761.0;;849;23;144;18;117;2666;3793;126;;37.0;1.0;16.0;4.0;16.0;550.0;596.0;13.0
992;"Finance companies; bank subsidiaries";2000 April;4.0;226.0;25.0;5.0;32.0;972.0;760.0;;849;18;116;18;111;2689;3793;101;;37.0;1.0;12.0;4.0;11.0;555.0;600.0;10.0
993;"Finance companies; bank subsidiaries";2000 May;5.0;225.0;25.0;7.0;39.0;965.0;755.0;;851;20;130;19;74;2764;3851;112;;36.0;1.0;14.0;4.0;59.0;514.0;556.0;10.0
994;"Finance companies; bank subsidiaries";2000 June;4.0;223.0;21.0;5.0;37.0;955.0;751.0;;847;16;107;20;97;2794;3832;89;;37.0;1.0;15.0;4.0;15.0;518.0;561.0;9.0
995;"Finance companies; bank subsidiaries";2000 July;4.0;223.0;25.0;6.0;33.0;952.0;749.0;;849;19;124;19;105;2831;3856;106;;36.0;1.0;13.0;4.0;15.0;520.0;564.0;10.0
996;"Finance companies; bank subsidiaries";2000 August;4.0;216.0;23.0;6.0;53.0;928.0;727.0;;854;18;139;20;114;2876;3876;110;;37.0;1.0;13.0;5.0;14.0;524.0;569.0;10.0
997;"Finance companies; bank subsidiaries";2000 September;3.0;217.0;21.0;5.0;24.0;930.0;723.0;;856;15;120;22;101;2918;3896;106;;36.0;1.0;12.0;4.0;21.0;519.0;566.0;16.0
998;"Finance companies; bank subsidiaries";2000 October;4.0;221.0;25.0;7.0;28.0;934.0;732.0;;856;18;133;23;127;2948;3904;112;;33.0;0.0;10.0;5.0;12.0;522.0;566.0;6.0
999;"Finance companies; bank subsidiaries";2000 November;4.0;221.0;24.0;5.0;37.0;927.0;728.0;;863;18;133;24;124;2980;3922;113;;35.0;1.0;9.0;6.0;11.0;525.0;575.0;7.0
1000;"Finance companies; bank subsidiaries";2000 December;3.0;221.0;18.0;4.0;33.0;916.0;720.0;;858;14;115;24;147;2972;3888;86;;36.0;1.0;8.0;5.0;-9.0;547.0;607.0;8.0
1001;"Finance companies; bank subsidiaries";2001 January;3.0;217.0;21.0;6.0;27.0;916.0;709.0;;871;17;127;24;-3;3125;4072;104;;36.0;0.0;8.0;4.0;43.0;516.0;571.0;9.0
1002;"Finance companies; bank subsidiaries";2001 February;3.0;217.0;19.0;6.0;34.0;906.0;699.0;;870;17;124;23;127;3145;4089;114;;36.0;0.0;7.0;4.0;17.0;510.0;567.0;8.0
1003;"Finance companies; bank subsidiaries";2001 March;3.0;217.0;22.0;6.0;37.0;897.0;688.0;;868;18;134;23;136;3165;4105;121;;36.0;0.0;7.0;4.0;18.0;504.0;560.0;9.0
1004;"Finance companies; bank subsidiaries";2001 April;4.0;217.0;23.0;6.0;34.0;892.0;681.0;;864;16;111;23;126;3174;4100;100;;35.0;0.0;6.0;4.0;15.0;499.0;554.0;8.0
1005;"Finance companies; bank subsidiaries";2001 May;5.0;218.0;36.0;6.0;39.0;895.0;683.0;;860;18;130;24;139;3188;4102;117;;35.0;0.0;8.0;4.0;17.0;494.0;545.0;9.0
1006;"Finance companies; bank subsidiaries";2001 June;4.0;218.0;25.0;6.0;35.0;891.0;678.0;;821;17;116;23;128;3200;4109;104;;34.0;0.0;6.0;4.0;14.0;489.0;539.0;7.0
1007;"Finance companies; bank subsidiaries";2001 July;4.0;219.0;23.0;6.0;36.0;885.0;671.0;;821;18;127;25;140;3212;4124;115;;35.0;0.0;6.0;4.0;15.0;485.0;531.0;7.0
1008;"Finance companies; bank subsidiaries";2001 August;3.0;217.0;18.0;6.0;19.0;890.0;676.0;;818;19;119;25;90;3266;4164;105;;34.0;0.0;8.0;4.0;10.0;487.0;524.0;9.0
1009;"Finance companies; bank subsidiaries";2001 September;3.0;217.0;17.0;5.0;31.0;880.0;665.0;;813;16;113;25;167;3238;4118;86;;34.0;0.0;8.0;4.0;19.0;480.0;520.0;8.0
1010;"Finance companies; bank subsidiaries";2001 October;3.0;218.0;17.0;5.0;25.0;878.0;662.0;;812;18;112;25;123;3253;4125;106;;33.0;1.0;10.0;4.0;16.0;478.0;516.0;11.0
1011;"Finance companies; bank subsidiaries";2001 November;3.0;220.0;16.0;5.0;29.0;871.0;652.0;;816;17;109;26;102;3286;4171;102;;33.0;0.0;9.0;4.0;17.0;475.0;511.0;9.0
1012;"Finance companies; bank subsidiaries";2001 December;2.0;220.0;13.0;4.0;32.0;856.0;638.0;;806;12;86;24;128;3269;4117;72;;33.0;0.0;7.0;4.0;14.0;472.0;505.0;7.0
1013;"Finance companies; bank subsidiaries";2002 January;2.0;216.0;16.0;5.0;36.0;840.0;626.0;;809;15;102;25;123;3273;4139;84;;33.0;0.0;8.0;4.0;13.0;471.0;504.0;7.0
1014;"Finance companies; bank subsidiaries";2002 February;3.0;218.0;17.0;5.0;28.0;836.0;620.0;;810;15;102;25;107;3293;4157;87;;32.0;0.0;8.0;4.0;11.0;472.0;505.0;7.0
1015;"Finance companies; bank subsidiaries";2002 March;3.0;220.0;19.0;6.0;33.0;828.0;612.0;;809;17;122;25;136;3304;4166;108;;32.0;0.0;8.0;4.0;12.0;472.0;500.0;7.0
1016;"Finance companies; bank subsidiaries";2002 April;3.0;221.0;19.0;6.0;31.0;822.0;606.0;;813;17;127;25;126;3330;4202;110;;32.0;0.0;9.0;4.0;13.0;472.0;503.0;8.0
1017;"Finance companies; bank subsidiaries";2002 May;3.0;223.0;18.0;5.0;32.0;813.0;597.0;;817;16;127;25;140;3341;4237;112;;32.0;0.0;8.0;4.0;12.0;471.0;507.0;7.0
1018;"Finance companies; bank subsidiaries";2002 June;3.0;225.0;18.0;5.0;32.0;804.0;588.0;;822;16;117;25;102;3381;4280;105;;32.0;0.0;7.0;4.0;6.0;476.0;509.0;6.0
1019;"Finance companies; bank subsidiaries";2002 July;3.0;226.0;16.0;4.0;33.0;791.0;577.0;;826;19;143;25;144;3404;4340;124;;32.0;0.0;6.0;4.0;18.0;468.0;504.0;5.0
1020;"Finance companies; bank subsidiaries";2002 August;2.0;215.0;15.0;4.0;29.0;781.0;567.0;;813;18;117;25;129;3417;4331;102;;31.0;0.0;5.0;4.0;10.0;466.0;502.0;4.0
1021;"Finance companies; bank subsidiaries";2002 September;2.0;211.0;14.0;3.0;29.0;769.0;557.0;;816;16;110;25;99;3454;4323;97;;31.0;0.0;5.0;4.0;11.0;465.0;501.0;4.0
1022;"Finance companies; bank subsidiaries";2002 October;3.0;213.0;15.0;4.0;29.0;759.0;547.0;;822;17;121;26;149;3452;4354;105;;31.0;0.0;5.0;4.0;11.0;464.0;502.0;4.0
1023;"Finance companies; bank subsidiaries";2002 November;3.0;215.0;13.0;3.0;26.0;749.0;537.0;;825;15;113;26;123;3467;4378;94;;30.0;1.0;5.0;4.0;19.0;454.0;494.0;4.0
1024;"Finance companies; bank subsidiaries";2002 December;2.0;217.0;10.0;3.0;30.0;731.0;521.0;;828;12;95;26;117;3470;4399;79;;30.0;0.0;5.0;4.0;10.0;453.0;496.0;5.0
1025;"Finance companies; bank subsidiaries";2003 January;2.0;204.0;11.0;3.0;32.0;713.0;509.0;;816;15;97;27;120;3473;4424;95;;30.0;0.0;5.0;4.0;14.0;447.0;491.0;4.0
1026;"Finance companies; bank subsidiaries";2003 February;2.0;195.0;10.0;3.0;24.0;702.0;502.0;;816;15;111;27;111;3500;4473;93;;30.0;0.0;5.0;4.0;11.0;445.0;489.0;5.0
1027;"Finance companies; bank subsidiaries";2003 March;2.0;188.0;11.0;3.0;25.0;691.0;495.0;;818;17;127;28;125;3530;4528;106;;30.0;0.0;5.0;4.0;13.0;441.0;486.0;4.0
1028;"Finance companies; bank subsidiaries";2003 April;2.0;181.0;10.0;3.0;32.0;673.0;484.0;;819;15;119;28;119;3559;4578;92;;30.0;0.0;6.0;3.0;12.0;439.0;486.0;5.0
1029;"Finance companies; bank subsidiaries";2003 May;2.0;172.0;11.0;3.0;16.0;670.0;482.0;;820;16;128;28;129;3585;4619;105;;29.0;0.0;5.0;3.0;13.0;435.0;483.0;4.0
1030;"Finance companies; bank subsidiaries";2003 June;2.0;164.0;11.0;3.0;23.0;661.0;476.0;;818;15;117;28;123;3607;4653;95;;29.0;0.0;4.0;3.0;14.0;428.0;479.0;4.0
1031;"Finance companies; bank subsidiaries";2003 July;2.0;156.0;10.0;3.0;30.0;644.0;465.0;;820;17;130;28;131;3634;4674;100;;29.0;0.0;5.0;3.0;14.0;422.0;476.0;4.0
1032;"Finance companies; bank subsidiaries";2003 August;2.0;146.0;9.0;2.0;22.0;632.0;457.0;;822;18;113;28;118;3657;4709;89;;28.0;0.0;4.0;3.0;12.0;418.0;471.0;3.0
1033;"Finance companies; bank subsidiaries";2003 September;2.0;137.0;9.0;3.0;23.0;621.0;450.0;;827;17;127;28;117;3695;4747;95;;28.0;0.0;4.0;3.0;14.0;411.0;467.0;4.0
1034;"Finance companies; bank subsidiaries";2003 October;2.0;126.0;9.0;3.0;25.0;608.0;442.0;;825;18;129;28;138;3714;4787;107;;28.0;0.0;4.0;3.0;10.0;408.0;461.0;3.0
1035;"Finance companies; bank subsidiaries";2003 November;2.0;116.0;8.0;2.0;23.0;596.0;433.0;;823;16;122;28;142;3721;4794;95;;28.0;0.0;4.0;3.0;16.0;399.0;458.0;3.0
1036;"Finance companies; bank subsidiaries";2003 December;2.0;106.0;7.0;2.0;23.0;582.0;424.0;;813;14;104;28;131;3723;4797;92;;27.0;0.0;3.0;3.0;7.0;398.0;454.0;3.0
1037;"Finance companies; bank subsidiaries";2004 January;2.0;104.0;8.0;2.0;21.0;570.0;415.0;;806;23;100;27;124;3726;4779;103;;27.0;0.0;3.0;3.0;10.0;394.0;450.0;2.0
1038;"Finance companies; bank subsidiaries";2004 February;2.0;101.0;7.0;2.0;20.0;559.0;407.0;;798;22;110;26;131;3732;4724;105;;27.0;0.0;3.0;3.0;8.0;392.0;446.0;3.0
1039;"Finance companies; bank subsidiaries";2004 March;2.0;100.0;9.0;2.0;10.0;560.0;400.0;;801;27;130;27;138;3751;4749;128;;27.0;0.0;3.0;3.0;10.0;388.0;442.0;2.0
1040;"Finance companies; bank subsidiaries";2004 April;3.0;99.0;8.0;2.0;23.0;548.0;391.0;;803;24;111;27;124;3765;4779;110;;26.0;0.0;3.0;3.0;10.0;384.0;438.0;2.0
1041;"Finance companies; bank subsidiaries";2004 May;1.0;98.0;7.0;2.0;21.0;536.0;383.0;;802;23;102;29;119;3777;4797;104;;26.0;0.0;2.0;3.0;9.0;379.0;433.0;2.0
1042;"Finance companies; bank subsidiaries";2004 June;1.0;97.0;8.0;2.0;14.0;532.0;376.0;;800;26;113;27;149;3769;4807;118;;26.0;0.0;2.0;3.0;8.0;376.0;428.0;2.0
1043;"Finance companies; bank subsidiaries";2004 July;1.0;96.0;8.0;2.0;25.0;517.0;369.0;;806;27;128;27;140;3784;4837;122;;25.0;0.0;2.0;3.0;11.0;370.0;423.0;1.0
1044;"Finance companies; bank subsidiaries";2004 August;1.0;94.0;7.0;2.0;19.0;507.0;361.0;;815;26;125;28;132;3805;4880;113;;25.0;0.0;2.0;3.0;8.0;366.0;418.0;1.0
1045;"Finance companies; bank subsidiaries";2004 September;1.0;93.0;8.0;2.0;18.0;499.0;355.0;;821;26;132;27;139;3825;4899;122;;25.0;0.0;3.0;2.0;9.0;362.0;413.0;2.0
1046;"Finance companies; bank subsidiaries";2004 October;1.0;91.0;7.0;2.0;18.0;488.0;349.0;;846;22;126;27;132;3846;4951;111;;25.0;0.0;3.0;2.0;3.0;364.0;412.0;2.0
1047;"Finance companies; bank subsidiaries";2004 November;1.0;89.0;7.0;2.0;19.0;478.0;340.0;;851;23;122;26;134;3860;4991;112;;24.0;0.0;2.0;2.0;9.0;360.0;409.0;2.0
1048;"Finance companies; bank subsidiaries";2004 December;1.0;89.0;7.0;2.0;17.0;470.0;334.0;;840;20;95;28;169;3814;4944;103;;22.0;0.0;2.0;2.0;48.0;316.0;361.0;1.0
1049;"Finance companies; bank subsidiaries";2005 January;1.0;87.0;7.0;2.0;18.0;460.0;328.0;640.0;809;23;82;28;128;3796;4904;97;22.0;22.0;0.0;1.0;2.0;8.0;311.0;356.0;1.0
1050;"Finance companies; bank subsidiaries";2005 February;1.0;85.0;6.0;2.0;28.0;440.0;315.0;628.0;785;24;97;26;167;3752;4848;101;21.0;21.0;0.0;1.0;2.0;10.0;305.0;350.0;1.0
1051;"Finance companies; bank subsidiaries";2005 March;2.0;84.0;7.0;2.0;23.0;426.0;306.0;621.0;767;27;114;27;158;3735;4823;115;21.0;21.0;0.0;2.0;2.0;13.0;296.0;346.0;1.0
1052;"Finance companies; bank subsidiaries";2005 April;1.0;85.0;7.0;2.0;16.0;420.0;303.0;616.0;752;29;126;26;150;3737;4843;129;21.0;21.0;0.0;2.0;2.0;3.0;297.0;342.0;1.0
1053;"Finance companies; bank subsidiaries";2005 May;2.0;84.0;6.0;1.0;16.0;412.0;299.0;606.0;731;23;103;27;137;3729;4812;109;21.0;21.0;0.0;1.0;2.0;8.0;293.0;337.0;1.0
1054;"Finance companies; bank subsidiaries";2005 June;1.0;83.0;6.0;1.0;17.0;403.0;294.0;597.0;711;24;103;27;144;3715;4812;111;20.0;20.0;0.0;2.0;2.0;8.0;288.0;333.0;1.0
1055;"Finance companies; bank subsidiaries";2005 July;1.0;82.0;6.0;1.0;17.0;393.0;289.0;591.0;693;26;107;27;137;3711;4788;114;20.0;20.0;0.0;1.0;2.0;8.0;284.0;329.0;1.0
1056;"Finance companies; bank subsidiaries";2005 August;1.0;80.0;6.0;1.0;5.0;395.0;290.0;579.0;671;25;110;26;147;3700;4708;111;20.0;20.0;0.0;1.0;2.0;8.0;279.0;324.0;1.0
1057;"Finance companies; bank subsidiaries";2005 September;1.0;79.0;6.0;1.0;16.0;387.0;285.0;572.0;653;25;112;26;139;3699;4724;114;20.0;20.0;0.0;1.0;2.0;7.0;275.0;320.0;1.0
1058;"Finance companies; bank subsidiaries";2005 October;1.0;78.0;5.0;1.0;31.0;362.0;271.0;563.0;632;24;106;26;138;3692;4729;114;20.0;19.0;0.0;1.0;2.0;7.0;271.0;317.0;1.0
1059;"Finance companies; bank subsidiaries";2005 November;1.0;77.0;6.0;1.0;14.0;355.0;267.0;552.0;611;25;111;25;142;3686;4733;126;19.0;19.0;0.0;1.0;2.0;7.0;267.0;311.0;1.0
1060;"Finance companies; bank subsidiaries";2005 December;1.0;76.0;5.0;1.0;15.0;346.0;261.0;538.0;585;24;99;25;141;3669;4722;116;19.0;19.0;0.0;1.0;2.0;7.0;263.0;306.0;1.0
1061;"Finance companies; bank subsidiaries";2006 January-I;2.0;74.0;6.0;1.0;14.0;339.0;257.0;529.0;574;14;97;27;143;3650;4706;104;20.0;20.0;0.0;0.0;2.0;5.0;260.0;302.0;0.0
1062;"Finance companies; bank subsidiaries";2006 January-II;3.0;61.0;10.0;2.0;-163.0;521.0;402.0;600.0;665;10;129;28;-406;4232;6125;93;;;;;;;;;
1063;"Finance companies; bank subsidiaries";2006 February;3.0;65.0;10.0;2.0;19.0;513.0;399.0;605.0;685;10;131;27;153;4236;6094;98;;;;;;;;;
1064;"Finance companies; bank subsidiaries";2006 March;2.0;68.0;10.0;2.0;15.0;510.0;398.0;611.0;707;10;141;28;163;4242;6075;107;;;;;;;;;
1065;"Finance companies; bank subsidiaries";2006 April;2.0;72.0;9.0;2.0;15.0;506.0;396.0;616.0;727;8;125;28;147;4248;6050;91;;;;;;;;;
1066;"Finance companies; bank subsidiaries";2006 May;2.0;75.0;10.0;2.0;17.0;500.0;392.0;622.0;748;8;133;28;174;4235;6018;98;;;;;;;;;
1067;"Finance companies; bank subsidiaries";2006 June;2.0;79.0;9.0;1.0;13.0;497.0;392.0;628.0;770;8;124;28;149;4237;5992;97;;;;;;;;;
1068;"Finance companies; bank subsidiaries";2006 July;2.0;82.0;8.0;1.0;14.0;493.0;390.0;633.0;790;7;128;27;147;4245;5972;101;;;;;;;;;
1069;"Finance companies; bank subsidiaries";2006 August;2.0;85.0;9.0;2.0;16.0;487.0;386.0;636.0;807;8;137;27;160;4250;5966;105;;;;;;;;;
1070;"Finance companies; bank subsidiaries";2006 September;2.0;88.0;8.0;1.0;15.0;482.0;384.0;592.0;775;7;137;27;194;4220;5914;104;;;;;;;;;
1071;"Finance companies; bank subsidiaries";2006 October;3.0;92.0;12.0;2.0;17.0;479.0;382.0;597.0;795;8;142;28;168;4223;5897;102;;;;;;;;;
1072;"Finance companies; bank subsidiaries";2006 November;2.0;95.0;10.0;2.0;14.0;476.0;381.0;603.0;816;7;135;28;154;4231;5883;100;;;;;;;;;
1073;"Finance companies; bank subsidiaries";2006 December;2.0;98.0;8.0;1.0;17.0;468.0;379.0;609.0;838;5;112;26;143;4225;5855;84;;;;;;;;;
1074;"Finance companies; bank subsidiaries";2007 January;3.0;95.0;14.0;3.0;25.0;459.0;374.0;627.0;838;11;157;35;173;4245;5889;110;;;;;;;;;
1075;"Finance companies; bank subsidiaries";2007 February;2.0;94.0;11.0;2.0;19.0;453.0;370.0;640.0;830;9;141;34;151;4269;5927;103;;;;;;;;;
1076;"Finance companies; bank subsidiaries";2007 March;2.0;94.0;13.0;3.0;14.0;455.0;372.0;659.0;831;10;155;35;153;4306;5962;114;;;;;;;;;
1077;"Finance companies; bank subsidiaries";2007 April;2.0;94.0;11.0;2.0;12.0;457.0;374.0;679.0;833;9;139;35;120;4359;6051;96;;;;;;;;;
1078;"Finance companies; bank subsidiaries";2007 May;2.0;93.0;12.0;2.0;19.0;452.0;371.0;696.0;831;8;147;35;156;4385;6090;105;;;;;;;;;
1079;"Finance companies; bank subsidiaries";2007 June;2.0;92.0;12.0;3.0;13.0;453.0;373.0;718.0;837;8;144;35;129;4436;6188;109;;;;;;;;;
1080;"Finance companies; bank subsidiaries";2007 July;3.0;92.0;13.0;3.0;18.0;451.0;372.0;738.0;839;10;167;35;153;4485;6266;122;;;;;;;;;
1081;"Finance companies; bank subsidiaries";2007 August;3.0;92.0;13.0;2.0;14.0;452.0;373.0;756.0;839;9;159;37;153;4529;6310;117;;;;;;;;;
1082;"Finance companies; bank subsidiaries";2007 September;4.0;92.0;13.0;3.0;18.0;450.0;371.0;775.0;840;8;144;37;167;4544;6349;100;;;;;;;;;
1083;"Finance companies; bank subsidiaries";2007 October;4.0;92.0;15.0;3.0;21.0;446.0;369.0;791.0;836;9;168;37;177;4571;6382;119;;;;;;;;;
1084;"Finance companies; bank subsidiaries";2007 November;3.0;92.0;13.0;3.0;14.0;447.0;370.0;811.0;838;8;151;37;143;4615;6438;110;;;;;;;;;
1085;"Finance companies; bank subsidiaries";2007 December;2.0;80.0;10.0;2.0;101.0;358.0;293.0;689.0;691;6;123;36;2319;2456;3778;81;;;;;;;;;
1086;"Finance companies; bank subsidiaries";2008 January;3.0;79.0;12.0;3.0;7.0;366.0;301.0;685.0;687;4;71;20;117;2429;3761;28;;;;;;;;;
1087;"Finance companies; bank subsidiaries";2008 February;3.0;79.0;14.0;3.0;12.0;371.0;304.0;684.0;686;5;84;20;95;2438;3772;48;;;;;;;;;
1088;"Finance companies; bank subsidiaries";2008 March;2.0;77.0;12.0;3.0;17.0;369.0;302.0;680.0;683;4;82;20;109;2430;3765;46;;;;;;;;;
1089;"Finance companies; bank subsidiaries";2008 April;2.0;76.0;14.0;4.0;12.0;375.0;307.0;674.0;677;4;90;20;123;2417;3759;47;;;;;;;;;
1090;"Finance companies; bank subsidiaries";2008 May;1.0;74.0;12.0;4.0;13.0;378.0;308.0;670.0;672;3;77;20;108;2406;3750;38;;;;;;;;;
1091;"Finance companies; bank subsidiaries";2008 June;1.0;73.0;12.0;3.0;19.0;374.0;304.0;670.0;672;4;75;19;96;2403;3759;39;;;;;;;;;
1092;"Finance companies; bank subsidiaries";2008 July;2.0;71.0;15.0;4.0;21.0;373.0;305.0;662.0;664;5;102;19;152;2373;3736;55;;;;;;;;;
1093;"Finance companies; bank subsidiaries";2008 August;2.0;70.0;14.0;4.0;15.0;376.0;308.0;651.0;654;5;98;19;146;2345;3670;51;;;;;;;;;
1094;"Finance companies; bank subsidiaries";2008 September;2.0;69.0;14.0;5.0;20.0;375.0;306.0;644.0;647;4;104;19;112;2355;3659;52;;;;;;;;;
1095;"Finance companies; bank subsidiaries";2008 October;1.0;68.0;10.0;3.0;12.0;377.0;307.0;637.0;639;5;85;19;109;2350;3652;50;;;;;;;;;
1096;"Finance companies; bank subsidiaries";2008 November;1.0;66.0;8.0;3.0;15.0;372.0;303.0;628.0;631;4;74;19;86;2357;3642;41;;;;;;;;;
1097;"Finance companies; bank subsidiaries";2008 December;1.0;65.0;9.0;2.0;14.0;369.0;301.0;623.0;626;4;74;19;99;2351;3639;38;;;;;;;;;
1098;"Finance companies; bank subsidiaries";2009 January;1.0;64.0;9.0;2.0;13.0;367.0;299.0;621.0;624;4;75;20;86;2360;3647;41;;;;;;;;;
1099;"Finance companies; bank subsidiaries";2009 February;1.0;63.0;9.0;3.0;13.0;366.0;298.0;619.0;621;4;82;19;105;2356;3656;52;;;;;;;;;
1100;"Finance companies; bank subsidiaries";2009 March;2.0;62.0;13.0;3.0;18.0;364.0;297.0;617.0;619;5;90;19;98;2367;3666;52;;;;;;;;;
1101;"Finance companies; bank subsidiaries";2009 April;1.0;61.0;11.0;3.0;12.0;367.0;299.0;612.0;614;3;85;20;106;2367;3665;38;;;;;;;;;
1102;"Finance companies; bank subsidiaries";2009 May;2.0;59.0;11.0;3.0;12.0;368.0;299.0;609.0;610;3;75;20;86;2375;3658;33;;;;;;;;;
1103;"Finance companies; bank subsidiaries";2009 June;2.0;59.0;14.0;4.0;18.0;368.0;299.0;606.0;607;3;88;20;115;2368;3660;38;;;;;;;;;
1104;"Finance companies; bank subsidiaries";2009 July;2.0;66.0;13.0;3.0;-42.0;427.0;351.0;611.0;612;3;85;19;19;2453;3745;41;;;;;;;;;
1105;"Finance companies; bank subsidiaries";2009 August;2.0;65.0;11.0;3.0;16.0;426.0;350.0;608.0;608;3;79;19;90;2461;3736;38;;;;;;;;;
1106;"Finance companies; bank subsidiaries";2009 September;2.0;64.0;13.0;4.0;20.0;422.0;347.0;606.0;606;4;94;19;105;2469;3743;46;;;;;;;;;
1107;"Finance companies; bank subsidiaries";2009 October;2.0;62.0;14.0;4.0;15.0;425.0;348.0;604.0;604;4;92;19;40;2540;3749;47;;;;;;;;;
1108;"Finance companies; bank subsidiaries";2009 November;2.0;62.0;13.0;4.0;13.0;429.0;352.0;604.0;603;4;103;18;160;2502;3777;59;;;;;;;;;
1109;"Finance companies; bank subsidiaries";2009 December;2.0;62.0;13.0;4.0;18.0;428.0;350.0;599.0;598;4;108;18;184;2444;3716;58;;;;;;;;;
1110;"Finance companies; bank subsidiaries";2010 January;2.0;62.0;14.0;4.0;15.0;431.0;352.0;597.0;599;4;89;19;99;2453;3737;56;;;;;;;;;
1111;"Finance companies; bank subsidiaries";2010 February;2.0;64.0;16.0;3.0;14.0;436.0;355.0;597.0;598;5;99;19;108;2464;3747;63;;;;;;;;;
1112;"Finance companies; bank subsidiaries";2010 March;3.0;65.0;18.0;5.0;21.0;437.0;356.0;598.0;599;6;120;19;122;2482;3786;79;;;;;;;;;
1113;"Finance companies; bank subsidiaries";2010 April;2.0;65.0;14.0;4.0;15.0;440.0;359.0;598.0;599;4;99;19;91;2509;3817;64;;;;;;;;;
1114;"Finance companies; bank subsidiaries";2010 May;2.0;66.0;14.0;4.0;16.0;441.0;359.0;596.0;597;4;89;20;103;2514;3836;55;;;;;;;;;
1115;"Finance companies; bank subsidiaries";2010 June;3.0;67.0;18.0;5.0;22.0;442.0;360.0;595.0;596;4;103;20;124;2513;3863;64;;;;;;;;;
1116;"Finance companies; bank subsidiaries";2010 July;2.0;68.0;14.0;4.0;14.0;447.0;363.0;596.0;596;4;96;19;89;2539;3881;62;;;;;;;;;
1117;"Finance companies; bank subsidiaries";2010 August;3.0;68.0;16.0;4.0;21.0;446.0;363.0;596.0;597;5;107;20;108;2558;3930;63;;;;;;;;;
1118;"Finance companies; bank subsidiaries";2010 September;3.0;69.0;13.0;3.0;15.0;448.0;365.0;597.0;597;4;86;20;89;2576;3959;53;;;;;;;;;
1119;"Finance companies; bank subsidiaries";2010 October;2.0;70.0;13.0;3.0;13.0;452.0;368.0;596.0;596;4;79;19;79;2594;3987;50;;;;;;;;;
1120;"Finance companies; bank subsidiaries";2010 November;2.0;71.0;14.0;4.0;21.0;449.0;365.0;596.0;596;4;89;19;98;2604;4012;53;;;;;;;;;
1121;"Finance companies; bank subsidiaries";2010 December;2.0;71.0;11.0;3.0;12.0;450.0;366.0;595.0;595;4;74;18;82;2614;4034;46;;;;;;;;;
