ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumptionInTerajoule_1;InTotalEnergeticFinalConsumption_2;AvoidedPrimaryEnergyInTJ_3;AvoidedPrimaryEnergyInTotalUse_4;AvoidedCarbonDioxideEmissionInKton_5;AvoidedCO2EmissionInOfTotEmiss_6
1470;Geothermal, deep;Electricity;1996;;;;;;
1471;Geothermal, deep;Electricity;1997;;;;;;
1472;Geothermal, deep;Electricity;1998;;;;;;
1473;Geothermal, deep;Electricity;1999;;;;;;
1474;Geothermal, deep;Electricity;2000;;;;;;
1475;Geothermal, deep;Electricity;2001;;;;;;
1476;Geothermal, deep;Electricity;2002;;;;;;
1477;Geothermal, deep;Electricity;2003;;;;;;
1478;Geothermal, deep;Electricity;2004;;;;;;
1479;Geothermal, deep;Electricity;2005;;;;;;
1480;Geothermal, deep;Electricity;2006;;;;;;
1481;Geothermal, deep;Electricity;2007;;;;;;
1482;Geothermal, deep;Electricity;2008;;;;;;
1483;Geothermal, deep;Electricity;2009;;;;;;
1484;Geothermal, deep;Electricity;2010;;;;;;
1485;Geothermal, deep;Electricity;2011;;;;;;
1486;Geothermal, deep;Electricity;2012;;;;;;
1487;Geothermal, deep;Electricity;2013;;;;;;
1488;Geothermal, deep;Heat;1990;0.0;0.0;0.0;0.0;0.0;0.0
1489;Geothermal, deep;Heat;1991;0.0;0.0;0.0;0.0;0.0;0.0
1490;Geothermal, deep;Heat;1992;0.0;0.0;0.0;0.0;0.0;0.0
1491;Geothermal, deep;Heat;1993;0.0;0.0;0.0;0.0;0.0;0.0
1492;Geothermal, deep;Heat;1994;0.0;0.0;0.0;0.0;0.0;0.0
1493;Geothermal, deep;Heat;1995;0.0;0.0;0.0;0.0;0.0;0.0
1494;Geothermal, deep;Heat;1996;0.0;0.0;0.0;0.0;0.0;0.0
1495;Geothermal, deep;Heat;1997;0.0;0.0;0.0;0.0;0.0;0.0
1496;Geothermal, deep;Heat;1998;0.0;0.0;0.0;0.0;0.0;0.0
1497;Geothermal, deep;Heat;1999;0.0;0.0;0.0;0.0;0.0;0.0
1498;Geothermal, deep;Heat;2000;0.0;0.0;0.0;0.0;0.0;0.0
1499;Geothermal, deep;Heat;2001;0.0;0.0;0.0;0.0;0.0;0.0
1500;Geothermal, deep;Heat;2002;0.0;0.0;0.0;0.0;0.0;0.0
1501;Geothermal, deep;Heat;2003;0.0;0.0;0.0;0.0;0.0;0.0
1502;Geothermal, deep;Heat;2004;0.0;0.0;0.0;0.0;0.0;0.0
1503;Geothermal, deep;Heat;2005;0.0;0.0;0.0;0.0;0.0;0.0
1504;Geothermal, deep;Heat;2006;0.0;0.0;0.0;0.0;0.0;0.0
1505;Geothermal, deep;Heat;2007;0.0;0.0;0.0;0.0;0.0;0.0
1506;Geothermal, deep;Heat;2008;96.0;0.0;95.0;0.0;5.0;0.0
1507;Geothermal, deep;Heat;2009;142.0;0.01;141.0;0.0;8.0;0.0
1508;Geothermal, deep;Heat;2010;318.0;0.01;315.0;0.01;17.0;0.01
1509;Geothermal, deep;Heat;2011;316.0;0.01;315.0;0.01;17.0;0.01
1510;Geothermal, deep;Heat;2012;495.0;0.02;491.0;0.02;27.0;0.02
1511;Geothermal, deep;Heat;2013;993.0;0.05;985.0;0.03;54.0;0.03
1512;Geothermal, deep;Transport;1990;;;;;;
1513;Geothermal, deep;Transport;1991;;;;;;
1514;Geothermal, deep;Transport;1992;;;;;;
1515;Geothermal, deep;Transport;1993;;;;;;
1516;Geothermal, deep;Transport;1994;;;;;;
1517;Geothermal, deep;Transport;1995;;;;;;
1518;Geothermal, deep;Transport;1996;;;;;;
1519;Geothermal, deep;Transport;1997;;;;;;
1520;Geothermal, deep;Transport;1998;;;;;;
1521;Geothermal, deep;Transport;1999;;;;;;
1522;Geothermal, deep;Transport;2000;;;;;;
1523;Geothermal, deep;Transport;2001;;;;;;
1524;Geothermal, deep;Transport;2002;;;;;;
1525;Geothermal, deep;Transport;2003;;;;;;
1526;Geothermal, deep;Transport;2004;;;;;;
1527;Geothermal, deep;Transport;2005;;;;;;
1528;Geothermal, deep;Transport;2006;;;;;;
1529;Geothermal, deep;Transport;2007;;;;;;
1530;Geothermal, deep;Transport;2008;;;;;;
1531;Geothermal, deep;Transport;2009;;;;;;
1532;Geothermal, deep;Transport;2010;;;;;;
1533;Geothermal, deep;Transport;2011;;;;;;
1534;Geothermal, deep;Transport;2012;;;;;;
1535;Geothermal, deep;Transport;2013;;;;;;
1536;Geothermal, shallow;Total energy applications;1990;0.0;0.0;7.0;0.0;0.0;0.0
1537;Geothermal, shallow;Total energy applications;1991;0.0;0.0;8.0;0.0;1.0;0.0
1538;Geothermal, shallow;Total energy applications;1992;0.0;0.0;9.0;0.0;1.0;0.0
1539;Geothermal, shallow;Total energy applications;1993;0.0;0.0;13.0;0.0;1.0;0.0
1540;Geothermal, shallow;Total energy applications;1994;31.0;0.0;52.0;0.0;3.0;0.0
1541;Geothermal, shallow;Total energy applications;1995;33.0;0.0;68.0;0.0;4.0;0.0
1542;Geothermal, shallow;Total energy applications;1996;39.0;0.0;91.0;0.0;5.0;0.0
1543;Geothermal, shallow;Total energy applications;1997;59.0;0.0;134.0;0.0;8.0;0.0
1544;Geothermal, shallow;Total energy applications;1998;92.0;0.0;194.0;0.01;11.0;0.01
1545;Geothermal, shallow;Total energy applications;1999;118.0;0.01;249.0;0.01;15.0;0.01
1546;Geothermal, shallow;Total energy applications;2000;157.0;0.01;309.0;0.01;18.0;0.01
1547;Geothermal, shallow;Total energy applications;2001;188.0;0.01;378.0;0.01;22.0;0.01
1548;Geothermal, shallow;Total energy applications;2002;244.0;0.01;485.0;0.02;28.0;0.02
1549;Geothermal, shallow;Total energy applications;2003;309.0;0.01;579.0;0.02;33.0;0.02
1550;Geothermal, shallow;Total energy applications;2004;447.0;0.02;694.0;0.02;39.0;0.02
1551;Geothermal, shallow;Total energy applications;2005;622.0;0.03;853.0;0.03;46.0;0.03
1552;Geothermal, shallow;Total energy applications;2006;835.0;0.04;1088.0;0.03;58.0;0.03
1553;Geothermal, shallow;Total energy applications;2007;1123.0;0.05;1280.0;0.04;65.0;0.04
1554;Geothermal, shallow;Total energy applications;2008;1459.0;0.06;1550.0;0.05;77.0;0.04
1555;Geothermal, shallow;Total energy applications;2009;1804.0;0.08;1857.0;0.06;92.0;0.05
1556;Geothermal, shallow;Total energy applications;2010;2142.0;0.09;2238.0;0.06;113.0;0.06
1557;Geothermal, shallow;Total energy applications;2011;2516.0;0.12;2576.0;0.08;129.0;0.08
1558;Geothermal, shallow;Total energy applications;2012;2851.0;0.13;2774.0;0.09;130.0;0.08
1559;Geothermal, shallow;Total energy applications;2013;3157.0;0.14;3085.0;0.1;139.0;0.08
1560;Geothermal, shallow;Electricity;1990;;;;;;
1561;Geothermal, shallow;Electricity;1991;;;;;;
1562;Geothermal, shallow;Electricity;1992;;;;;;
1563;Geothermal, shallow;Electricity;1993;;;;;;
1564;Geothermal, shallow;Electricity;1994;;;;;;
1565;Geothermal, shallow;Electricity;1995;;;;;;
1566;Geothermal, shallow;Electricity;1996;;;;;;
1567;Geothermal, shallow;Electricity;1997;;;;;;
1568;Geothermal, shallow;Electricity;1998;;;;;;
1569;Geothermal, shallow;Electricity;1999;;;;;;
1570;Geothermal, shallow;Electricity;2000;;;;;;
1571;Geothermal, shallow;Electricity;2001;;;;;;
1572;Geothermal, shallow;Electricity;2002;;;;;;
1573;Geothermal, shallow;Electricity;2003;;;;;;
1574;Geothermal, shallow;Electricity;2004;;;;;;
1575;Geothermal, shallow;Electricity;2005;;;;;;
1576;Geothermal, shallow;Electricity;2006;;;;;;
1577;Geothermal, shallow;Electricity;2007;;;;;;
1578;Geothermal, shallow;Electricity;2008;;;;;;
1579;Geothermal, shallow;Electricity;2009;;;;;;
1580;Geothermal, shallow;Electricity;2010;;;;;;
1581;Geothermal, shallow;Electricity;2011;;;;;;
1582;Geothermal, shallow;Electricity;2012;;;;;;
1583;Geothermal, shallow;Electricity;2013;;;;;;
1584;Geothermal, shallow;Heat;1990;0.0;0.0;7.0;0.0;0.0;0.0
1585;Geothermal, shallow;Heat;1991;0.0;0.0;8.0;0.0;1.0;0.0
1586;Geothermal, shallow;Heat;1992;0.0;0.0;9.0;0.0;1.0;0.0
1587;Geothermal, shallow;Heat;1993;0.0;0.0;13.0;0.0;1.0;0.0
1588;Geothermal, shallow;Heat;1994;31.0;0.0;52.0;0.0;3.0;0.0
1589;Geothermal, shallow;Heat;1995;33.0;0.0;68.0;0.0;4.0;0.0
1590;Geothermal, shallow;Heat;1996;39.0;0.0;91.0;0.0;5.0;0.0
1591;Geothermal, shallow;Heat;1997;59.0;0.0;134.0;0.0;8.0;0.0
1592;Geothermal, shallow;Heat;1998;92.0;0.0;194.0;0.01;11.0;0.01
1593;Geothermal, shallow;Heat;1999;118.0;0.01;249.0;0.01;15.0;0.01
1594;Geothermal, shallow;Heat;2000;157.0;0.01;309.0;0.01;18.0;0.01
1595;Geothermal, shallow;Heat;2001;188.0;0.01;378.0;0.01;22.0;0.01
1596;Geothermal, shallow;Heat;2002;244.0;0.01;485.0;0.02;28.0;0.02
1597;Geothermal, shallow;Heat;2003;309.0;0.01;579.0;0.02;33.0;0.02
1598;Geothermal, shallow;Heat;2004;447.0;0.02;694.0;0.02;39.0;0.02
1599;Geothermal, shallow;Heat;2005;622.0;0.03;853.0;0.03;46.0;0.03
1600;Geothermal, shallow;Heat;2006;835.0;0.04;1088.0;0.03;58.0;0.03
1601;Geothermal, shallow;Heat;2007;1123.0;0.05;1280.0;0.04;65.0;0.04
1602;Geothermal, shallow;Heat;2008;1459.0;0.06;1550.0;0.05;77.0;0.04
1603;Geothermal, shallow;Heat;2009;1804.0;0.08;1857.0;0.06;92.0;0.05
1604;Geothermal, shallow;Heat;2010;2142.0;0.09;2238.0;0.06;113.0;0.06
1605;Geothermal, shallow;Heat;2011;2516.0;0.12;2576.0;0.08;129.0;0.08
1606;Geothermal, shallow;Heat;2012;2851.0;0.13;2774.0;0.09;130.0;0.08
1607;Geothermal, shallow;Heat;2013;3157.0;0.14;3085.0;0.1;139.0;0.08
1608;Geothermal, shallow;Transport;1990;;;;;;
1609;Geothermal, shallow;Transport;1991;;;;;;
1610;Geothermal, shallow;Transport;1992;;;;;;
1611;Geothermal, shallow;Transport;1993;;;;;;
1612;Geothermal, shallow;Transport;1994;;;;;;
1613;Geothermal, shallow;Transport;1995;;;;;;
1614;Geothermal, shallow;Transport;1996;;;;;;
1615;Geothermal, shallow;Transport;1997;;;;;;
1616;Geothermal, shallow;Transport;1998;;;;;;
1617;Geothermal, shallow;Transport;1999;;;;;;
1618;Geothermal, shallow;Transport;2000;;;;;;
1619;Geothermal, shallow;Transport;2001;;;;;;
1620;Geothermal, shallow;Transport;2002;;;;;;
1621;Geothermal, shallow;Transport;2003;;;;;;
1622;Geothermal, shallow;Transport;2004;;;;;;
1623;Geothermal, shallow;Transport;2005;;;;;;
1624;Geothermal, shallow;Transport;2006;;;;;;
1625;Geothermal, shallow;Transport;2007;;;;;;
1626;Geothermal, shallow;Transport;2008;;;;;;
1627;Geothermal, shallow;Transport;2009;;;;;;
1628;Geothermal, shallow;Transport;2010;;;;;;
1629;Geothermal, shallow;Transport;2011;;;;;;
1630;Geothermal, shallow;Transport;2012;;;;;;
1631;Geothermal, shallow;Transport;2013;;;;;;
1632;Geoth., shallow, heat, total;Total energy applications;1990;0.0;0.0;2.0;0.0;0.0;0.0
1633;Geoth., shallow, heat, total;Total energy applications;1991;0.0;0.0;2.0;0.0;0.0;0.0
1634;Geoth., shallow, heat, total;Total energy applications;1992;0.0;0.0;2.0;0.0;0.0;0.0
1635;Geoth., shallow, heat, total;Total energy applications;1993;0.0;0.0;4.0;0.0;0.0;0.0
1636;Geoth., shallow, heat, total;Total energy applications;1994;31.0;0.0;40.0;0.0;2.0;0.0
1637;Geoth., shallow, heat, total;Total energy applications;1995;33.0;0.0;43.0;0.0;2.0;0.0
1638;Geoth., shallow, heat, total;Total energy applications;1996;39.0;0.0;50.0;0.0;3.0;0.0
1639;Geoth., shallow, heat, total;Total energy applications;1997;59.0;0.0;69.0;0.0;3.0;0.0
1640;Geoth., shallow, heat, total;Total energy applications;1998;92.0;0.0;97.0;0.0;4.0;0.0
1641;Geoth., shallow, heat, total;Total energy applications;1999;118.0;0.01;120.0;0.0;6.0;0.0
1642;Geoth., shallow, heat, total;Total energy applications;2000;157.0;0.01;148.0;0.0;6.0;0.0
1643;Geoth., shallow, heat, total;Total energy applications;2001;188.0;0.01;172.0;0.01;7.0;0.0
1644;Geoth., shallow, heat, total;Total energy applications;2002;244.0;0.01;211.0;0.01;9.0;0.01
1645;Geoth., shallow, heat, total;Total energy applications;2003;309.0;0.01;255.0;0.01;10.0;0.01
1646;Geoth., shallow, heat, total;Total energy applications;2004;447.0;0.02;335.0;0.01;13.0;0.01
1647;Geoth., shallow, heat, total;Total energy applications;2005;622.0;0.03;440.0;0.01;18.0;0.01
1648;Geoth., shallow, heat, total;Total energy applications;2006;835.0;0.04;580.0;0.02;22.0;0.01
1649;Geoth., shallow, heat, total;Total energy applications;2007;1123.0;0.05;741.0;0.02;28.0;0.02
1650;Geoth., shallow, heat, total;Total energy applications;2008;1459.0;0.06;913.0;0.03;33.0;0.02
1651;Geoth., shallow, heat, total;Total energy applications;2009;1804.0;0.08;1130.0;0.03;42.0;0.02
1652;Geoth., shallow, heat, total;Total energy applications;2010;2142.0;0.09;1387.0;0.04;56.0;0.03
1653;Geoth., shallow, heat, total;Total energy applications;2011;2516.0;0.12;1688.0;0.05;69.0;0.04
1654;Geoth., shallow, heat, total;Total energy applications;2012;2851.0;0.13;1830.0;0.06;63.0;0.04
1655;Geoth., shallow, heat, total;Total energy applications;2013;3157.0;0.14;2087.0;0.06;67.0;0.04
1656;Geoth., shallow, heat, total;Electricity;1990;;;;;;
1657;Geoth., shallow, heat, total;Electricity;1991;;;;;;
1658;Geoth., shallow, heat, total;Electricity;1992;;;;;;
1659;Geoth., shallow, heat, total;Electricity;1993;;;;;;
1660;Geoth., shallow, heat, total;Electricity;1994;;;;;;
1661;Geoth., shallow, heat, total;Electricity;1995;;;;;;
1662;Geoth., shallow, heat, total;Electricity;1996;;;;;;
1663;Geoth., shallow, heat, total;Electricity;1997;;;;;;
1664;Geoth., shallow, heat, total;Electricity;1998;;;;;;
1665;Geoth., shallow, heat, total;Electricity;1999;;;;;;
1666;Geoth., shallow, heat, total;Electricity;2000;;;;;;
1667;Geoth., shallow, heat, total;Electricity;2001;;;;;;
1668;Geoth., shallow, heat, total;Electricity;2002;;;;;;
1669;Geoth., shallow, heat, total;Electricity;2003;;;;;;
1670;Geoth., shallow, heat, total;Electricity;2004;;;;;;
1671;Geoth., shallow, heat, total;Electricity;2005;;;;;;
1672;Geoth., shallow, heat, total;Electricity;2006;;;;;;
1673;Geoth., shallow, heat, total;Electricity;2007;;;;;;
1674;Geoth., shallow, heat, total;Electricity;2008;;;;;;
1675;Geoth., shallow, heat, total;Electricity;2009;;;;;;
1676;Geoth., shallow, heat, total;Electricity;2010;;;;;;
1677;Geoth., shallow, heat, total;Electricity;2011;;;;;;
1678;Geoth., shallow, heat, total;Electricity;2012;;;;;;
1679;Geoth., shallow, heat, total;Electricity;2013;;;;;;
1680;Geoth., shallow, heat, total;Heat;1990;0.0;0.0;2.0;0.0;0.0;0.0
1681;Geoth., shallow, heat, total;Heat;1991;0.0;0.0;2.0;0.0;0.0;0.0
1682;Geoth., shallow, heat, total;Heat;1992;0.0;0.0;2.0;0.0;0.0;0.0
1683;Geoth., shallow, heat, total;Heat;1993;0.0;0.0;4.0;0.0;0.0;0.0
1684;Geoth., shallow, heat, total;Heat;1994;31.0;0.0;40.0;0.0;2.0;0.0
1685;Geoth., shallow, heat, total;Heat;1995;33.0;0.0;43.0;0.0;2.0;0.0
1686;Geoth., shallow, heat, total;Heat;1996;39.0;0.0;50.0;0.0;3.0;0.0
1687;Geoth., shallow, heat, total;Heat;1997;59.0;0.0;69.0;0.0;3.0;0.0
1688;Geoth., shallow, heat, total;Heat;1998;92.0;0.0;97.0;0.0;4.0;0.0
1689;Geoth., shallow, heat, total;Heat;1999;118.0;0.01;120.0;0.0;6.0;0.0
1690;Geoth., shallow, heat, total;Heat;2000;157.0;0.01;148.0;0.0;6.0;0.0
1691;Geoth., shallow, heat, total;Heat;2001;188.0;0.01;172.0;0.01;7.0;0.0
1692;Geoth., shallow, heat, total;Heat;2002;244.0;0.01;211.0;0.01;9.0;0.01
1693;Geoth., shallow, heat, total;Heat;2003;309.0;0.01;255.0;0.01;10.0;0.01
1694;Geoth., shallow, heat, total;Heat;2004;447.0;0.02;335.0;0.01;13.0;0.01
1695;Geoth., shallow, heat, total;Heat;2005;622.0;0.03;440.0;0.01;18.0;0.01
1696;Geoth., shallow, heat, total;Heat;2006;835.0;0.04;580.0;0.02;22.0;0.01
1697;Geoth., shallow, heat, total;Heat;2007;1123.0;0.05;741.0;0.02;28.0;0.02
1698;Geoth., shallow, heat, total;Heat;2008;1459.0;0.06;913.0;0.03;33.0;0.02
1699;Geoth., shallow, heat, total;Heat;2009;1804.0;0.08;1130.0;0.03;42.0;0.02
1700;Geoth., shallow, heat, total;Heat;2010;2142.0;0.09;1387.0;0.04;56.0;0.03
1701;Geoth., shallow, heat, total;Heat;2011;2516.0;0.12;1688.0;0.05;69.0;0.04
1702;Geoth., shallow, heat, total;Heat;2012;2851.0;0.13;1830.0;0.06;63.0;0.04
1703;Geoth., shallow, heat, total;Heat;2013;3157.0;0.14;2087.0;0.06;67.0;0.04
1704;Geoth., shallow, heat, total;Transport;1990;;;;;;
1705;Geoth., shallow, heat, total;Transport;1991;;;;;;
1706;Geoth., shallow, heat, total;Transport;1992;;;;;;
1707;Geoth., shallow, heat, total;Transport;1993;;;;;;
1708;Geoth., shallow, heat, total;Transport;1994;;;;;;
1709;Geoth., shallow, heat, total;Transport;1995;;;;;;
1710;Geoth., shallow, heat, total;Transport;1996;;;;;;
1711;Geoth., shallow, heat, total;Transport;1997;;;;;;
1712;Geoth., shallow, heat, total;Transport;1998;;;;;;
1713;Geoth., shallow, heat, total;Transport;1999;;;;;;
1714;Geoth., shallow, heat, total;Transport;2000;;;;;;
1715;Geoth., shallow, heat, total;Transport;2001;;;;;;
1716;Geoth., shallow, heat, total;Transport;2002;;;;;;
1717;Geoth., shallow, heat, total;Transport;2003;;;;;;
1718;Geoth., shallow, heat, total;Transport;2004;;;;;;
1719;Geoth., shallow, heat, total;Transport;2005;;;;;;
1720;Geoth., shallow, heat, total;Transport;2006;;;;;;
1721;Geoth., shallow, heat, total;Transport;2007;;;;;;
1722;Geoth., shallow, heat, total;Transport;2008;;;;;;
1723;Geoth., shallow, heat, total;Transport;2009;;;;;;
1724;Geoth., shallow, heat, total;Transport;2010;;;;;;
1725;Geoth., shallow, heat, total;Transport;2011;;;;;;
1726;Geoth., shallow, heat, total;Transport;2012;;;;;;
1727;Geoth., shallow, heat, total;Transport;2013;;;;;;
1728;Geoth., shallow, heat pumps, houses;Total energy applications;1990;;;;;;
1729;Geoth., shallow, heat pumps, houses;Total energy applications;1991;;;;;;
1730;Geoth., shallow, heat pumps, houses;Total energy applications;1992;;;;;;
1731;Geoth., shallow, heat pumps, houses;Total energy applications;1993;;;;;;
1732;Geoth., shallow, heat pumps, houses;Total energy applications;1994;7.0;0.0;9.0;0.0;0.0;0.0
1733;Geoth., shallow, heat pumps, houses;Total energy applications;1995;7.0;0.0;9.0;0.0;0.0;0.0
1734;Geoth., shallow, heat pumps, houses;Total energy applications;1996;8.0;0.0;10.0;0.0;1.0;0.0
1735;Geoth., shallow, heat pumps, houses;Total energy applications;1997;18.0;0.0;16.0;0.0;1.0;0.0
1736;Geoth., shallow, heat pumps, houses;Total energy applications;1998;35.0;0.0;25.0;0.0;1.0;0.0
1737;Geoth., shallow, heat pumps, houses;Total energy applications;1999;42.0;0.0;29.0;0.0;1.0;0.0
1738;Geoth., shallow, heat pumps, houses;Total energy applications;2000;54.0;0.0;35.0;0.0;1.0;0.0
1739;Geoth., shallow, heat pumps, houses;Total energy applications;2001;59.0;0.0;37.0;0.0;1.0;0.0
1740;Geoth., shallow, heat pumps, houses;Total energy applications;2002;73.0;0.0;46.0;0.0;2.0;0.0
1741;Geoth., shallow, heat pumps, houses;Total energy applications;2003;95.0;0.0;58.0;0.0;2.0;0.0
1742;Geoth., shallow, heat pumps, houses;Total energy applications;2004;117.0;0.01;71.0;0.0;3.0;0.0
1743;Geoth., shallow, heat pumps, houses;Total energy applications;2005;147.0;0.01;87.0;0.0;3.0;0.0
1744;Geoth., shallow, heat pumps, houses;Total energy applications;2006;217.0;0.01;129.0;0.0;5.0;0.0
1745;Geoth., shallow, heat pumps, houses;Total energy applications;2007;288.0;0.01;171.0;0.01;6.0;0.0
1746;Geoth., shallow, heat pumps, houses;Total energy applications;2008;413.0;0.02;235.0;0.01;8.0;0.0
1747;Geoth., shallow, heat pumps, houses;Total energy applications;2009;587.0;0.03;340.0;0.01;13.0;0.01
1748;Geoth., shallow, heat pumps, houses;Total energy applications;2010;733.0;0.03;444.0;0.01;18.0;0.01
1749;Geoth., shallow, heat pumps, houses;Total energy applications;2011;879.0;0.04;560.0;0.02;23.0;0.01
1750;Geoth., shallow, heat pumps, houses;Total energy applications;2012;1001.0;0.05;611.0;0.02;21.0;0.01
1751;Geoth., shallow, heat pumps, houses;Total energy applications;2013;1048.0;0.05;654.0;0.02;20.0;0.01
1752;Geoth., shallow, heat pumps, houses;Electricity;1990;;;;;;
1753;Geoth., shallow, heat pumps, houses;Electricity;1991;;;;;;
1754;Geoth., shallow, heat pumps, houses;Electricity;1992;;;;;;
1755;Geoth., shallow, heat pumps, houses;Electricity;1993;;;;;;
1756;Geoth., shallow, heat pumps, houses;Electricity;1994;;;;;;
1757;Geoth., shallow, heat pumps, houses;Electricity;1995;;;;;;
1758;Geoth., shallow, heat pumps, houses;Electricity;1996;;;;;;
1759;Geoth., shallow, heat pumps, houses;Electricity;1997;;;;;;
1760;Geoth., shallow, heat pumps, houses;Electricity;1998;;;;;;
1761;Geoth., shallow, heat pumps, houses;Electricity;1999;;;;;;
1762;Geoth., shallow, heat pumps, houses;Electricity;2000;;;;;;
1763;Geoth., shallow, heat pumps, houses;Electricity;2001;;;;;;
1764;Geoth., shallow, heat pumps, houses;Electricity;2002;;;;;;
1765;Geoth., shallow, heat pumps, houses;Electricity;2003;;;;;;
1766;Geoth., shallow, heat pumps, houses;Electricity;2004;;;;;;
1767;Geoth., shallow, heat pumps, houses;Electricity;2005;;;;;;
1768;Geoth., shallow, heat pumps, houses;Electricity;2006;;;;;;
1769;Geoth., shallow, heat pumps, houses;Electricity;2007;;;;;;
1770;Geoth., shallow, heat pumps, houses;Electricity;2008;;;;;;
1771;Geoth., shallow, heat pumps, houses;Electricity;2009;;;;;;
1772;Geoth., shallow, heat pumps, houses;Electricity;2010;;;;;;
1773;Geoth., shallow, heat pumps, houses;Electricity;2011;;;;;;
1774;Geoth., shallow, heat pumps, houses;Electricity;2012;;;;;;
1775;Geoth., shallow, heat pumps, houses;Electricity;2013;;;;;;
1776;Geoth., shallow, heat pumps, houses;Heat;1990;;;;;;
1777;Geoth., shallow, heat pumps, houses;Heat;1991;;;;;;
1778;Geoth., shallow, heat pumps, houses;Heat;1992;;;;;;
1779;Geoth., shallow, heat pumps, houses;Heat;1993;;;;;;
1780;Geoth., shallow, heat pumps, houses;Heat;1994;7.0;0.0;9.0;0.0;0.0;0.0
1781;Geoth., shallow, heat pumps, houses;Heat;1995;7.0;0.0;9.0;0.0;0.0;0.0
1782;Geoth., shallow, heat pumps, houses;Heat;1996;8.0;0.0;10.0;0.0;1.0;0.0
1783;Geoth., shallow, heat pumps, houses;Heat;1997;18.0;0.0;16.0;0.0;1.0;0.0
1784;Geoth., shallow, heat pumps, houses;Heat;1998;35.0;0.0;25.0;0.0;1.0;0.0
1785;Geoth., shallow, heat pumps, houses;Heat;1999;42.0;0.0;29.0;0.0;1.0;0.0
1786;Geoth., shallow, heat pumps, houses;Heat;2000;54.0;0.0;35.0;0.0;1.0;0.0
