ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
3245;Total sales;1073 Manufacture of farinaceous products;2024 June;155.3;0.4;;41
3246;Total sales;1073 Manufacture of farinaceous products;2024 July;157.4;1.4;;41
3247;Total sales;1073 Manufacture of farinaceous products;2024 August;157.6;0.1;;41
3248;Total sales;1073 Manufacture of farinaceous products;2024 September;157.5;0.0;;41
3249;Total sales;1073 Manufacture of farinaceous products;2024 October;157.5;0.0;;41
3250;Total sales;1073 Manufacture of farinaceous products;2024 November;157.7;0.1;;41
3251;Total sales;1073 Manufacture of farinaceous products;2024 December;157.5;-0.2;;41
3252;Total sales;1073 Manufacture of farinaceous products;2024;156.2;;4.3;41
3253;Total sales;1073 Manufacture of farinaceous products;2025 January;158.8;0.9;;41
3254;Total sales;1073 Manufacture of farinaceous products;2025 February;158.8;0.0;;41
3255;Total sales;108 Manufacture of other food;2018 January;96.6;;;18028
3256;Total sales;108 Manufacture of other food;2018 February;97.3;0.7;;18028
3257;Total sales;108 Manufacture of other food;2018 March;97.6;0.3;;18028
3258;Total sales;108 Manufacture of other food;2018 April;96.7;-0.8;;18028
3259;Total sales;108 Manufacture of other food;2018 May;97.7;1.0;;18028
3260;Total sales;108 Manufacture of other food;2018 June;97.2;-0.5;;18028
3261;Total sales;108 Manufacture of other food;2018 July;96.3;-0.9;;18028
3262;Total sales;108 Manufacture of other food;2018 August;95.7;-0.7;;18028
3263;Total sales;108 Manufacture of other food;2018 September;95.9;0.2;;18028
3264;Total sales;108 Manufacture of other food;2018 October;96.1;0.2;;18028
3265;Total sales;108 Manufacture of other food;2018 November;96.1;0.0;;18028
3266;Total sales;108 Manufacture of other food;2018 December;96.0;-0.1;;18028
3267;Total sales;108 Manufacture of other food;2018;96.6;;;18028
3268;Total sales;108 Manufacture of other food;2019 January;94.4;-1.6;-2.3;18028
3269;Total sales;108 Manufacture of other food;2019 February;94.3;-0.1;-3.0;18028
3270;Total sales;108 Manufacture of other food;2019 March;95.1;0.8;-2.5;18028
3271;Total sales;108 Manufacture of other food;2019 April;97.2;2.2;0.5;18028
3272;Total sales;108 Manufacture of other food;2019 May;96.6;-0.6;-1.1;18028
3273;Total sales;108 Manufacture of other food;2019 June;96.6;-0.1;-0.7;18028
3274;Total sales;108 Manufacture of other food;2019 July;96.7;0.2;0.4;18028
3275;Total sales;108 Manufacture of other food;2019 August;96.8;0.1;1.2;18028
3276;Total sales;108 Manufacture of other food;2019 September;97.7;0.9;1.9;18028
3277;Total sales;108 Manufacture of other food;2019 October;98.2;0.5;2.2;18028
3278;Total sales;108 Manufacture of other food;2019 November;99.0;0.8;3.0;18028
3279;Total sales;108 Manufacture of other food;2019 December;99.5;0.5;3.7;18028
3280;Total sales;108 Manufacture of other food;2019;96.8;;0.3;18028
3281;Total sales;108 Manufacture of other food;2020 January;100.1;0.6;6.0;18028
3282;Total sales;108 Manufacture of other food;2020 February;100.3;0.2;6.3;18028
3283;Total sales;108 Manufacture of other food;2020 March;99.5;-0.9;4.6;18028
3284;Total sales;108 Manufacture of other food;2020 April;99.3;-0.2;2.1;18028
3285;Total sales;108 Manufacture of other food;2020 May;98.8;-0.5;2.2;18028
3286;Total sales;108 Manufacture of other food;2020 June;98.4;-0.5;1.9;18028
3287;Total sales;108 Manufacture of other food;2020 July;97.5;-0.9;0.8;18028
3288;Total sales;108 Manufacture of other food;2020 August;97.8;0.3;1.0;18028
3289;Total sales;108 Manufacture of other food;2020 September;98.0;0.3;0.3;18028
3290;Total sales;108 Manufacture of other food;2020 October;97.9;-0.1;-0.3;18028
3291;Total sales;108 Manufacture of other food;2020 November;97.7;-0.2;-1.2;18028
3292;Total sales;108 Manufacture of other food;2020 December;97.6;-0.2;-2.0;18028
3293;Total sales;108 Manufacture of other food;2020;98.6;;1.8;18028
3294;Total sales;108 Manufacture of other food;2021 January;98.7;1.2;-1.4;18028
3295;Total sales;108 Manufacture of other food;2021 February;98.8;0.0;-1.6;18028
3296;Total sales;108 Manufacture of other food;2021 March;99.0;0.2;-0.5;18028
3297;Total sales;108 Manufacture of other food;2021 April;99.5;0.5;0.2;18028
3298;Total sales;108 Manufacture of other food;2021 May;99.5;0.0;0.7;18028
3299;Total sales;108 Manufacture of other food;2021 June;99.5;0.1;1.2;18028
3300;Total sales;108 Manufacture of other food;2021 July;100.1;0.6;2.7;18028
3301;Total sales;108 Manufacture of other food;2021 August;100.4;0.3;2.7;18028
3302;Total sales;108 Manufacture of other food;2021 September;100.3;-0.1;2.4;18028
3303;Total sales;108 Manufacture of other food;2021 October;101.2;0.9;3.4;18028
3304;Total sales;108 Manufacture of other food;2021 November;101.3;0.1;3.6;18028
3305;Total sales;108 Manufacture of other food;2021 December;101.6;0.2;4.1;18028
3306;Total sales;108 Manufacture of other food;2021;100.0;;1.4;18028
3307;Total sales;108 Manufacture of other food;2022 January;107.7;6.1;9.1;18028
3308;Total sales;108 Manufacture of other food;2022 February;108.3;0.6;9.7;18028
3309;Total sales;108 Manufacture of other food;2022 March;109.1;0.7;10.2;18028
3310;Total sales;108 Manufacture of other food;2022 April;113.9;4.4;14.5;18028
3311;Total sales;108 Manufacture of other food;2022 May;114.4;0.4;15.0;18028
3312;Total sales;108 Manufacture of other food;2022 June;114.2;-0.1;14.7;18028
3313;Total sales;108 Manufacture of other food;2022 July;116.4;1.9;16.2;18028
3314;Total sales;108 Manufacture of other food;2022 August;116.7;0.3;16.2;18028
3315;Total sales;108 Manufacture of other food;2022 September;116.8;0.1;16.4;18028
3316;Total sales;108 Manufacture of other food;2022 October;119.1;1.9;17.6;18028
3317;Total sales;108 Manufacture of other food;2022 November;119.4;0.2;17.8;18028
3318;Total sales;108 Manufacture of other food;2022 December;119.4;0.0;17.6;18028
3319;Total sales;108 Manufacture of other food;2022;114.6;;14.6;18028
3320;Total sales;108 Manufacture of other food;2023 January;128.8;7.9;19.5;18028
3321;Total sales;108 Manufacture of other food;2023 February;129.3;0.4;19.4;18028
3322;Total sales;108 Manufacture of other food;2023 March;129.9;0.4;19.0;18028
3323;Total sales;108 Manufacture of other food;2023 April;131.3;1.1;15.3;18028
3324;Total sales;108 Manufacture of other food;2023 May;131.7;0.3;15.1;18028
3325;Total sales;108 Manufacture of other food;2023 June;132.2;0.4;15.7;18028
3326;Total sales;108 Manufacture of other food;2023 July;132.9;0.6;14.3;18028
3327;Total sales;108 Manufacture of other food;2023 August;133.9;0.7;14.7;18028
3328;Total sales;108 Manufacture of other food;2023 September;134.8;0.7;15.3;18028
3329;Total sales;108 Manufacture of other food;2023 October;137.0;1.7;15.0;18028
3330;Total sales;108 Manufacture of other food;2023 November;137.8;0.6;15.5;18028
3331;Total sales;108 Manufacture of other food;2023 December;138.0;0.2;15.6;18028
3332;Total sales;108 Manufacture of other food;2023;133.1;;16.2;18028
3333;Total sales;108 Manufacture of other food;2024 January;139.3;0.9;8.2;18028
3334;Total sales;108 Manufacture of other food;2024 February;142.9;2.6;10.5;18028
3335;Total sales;108 Manufacture of other food;2024 March;148.6;3.9;14.4;18028
3336;Total sales;108 Manufacture of other food;2024 April;156.8;5.5;19.4;18028
3337;Total sales;108 Manufacture of other food;2024 May;154.2;-1.6;17.1;18028
3338;Total sales;108 Manufacture of other food;2024 June;160.3;4.0;21.3;18028
3339;Total sales;108 Manufacture of other food;2024 July;157.0;-2.1;18.1;18028
3340;Total sales;108 Manufacture of other food;2024 August;157.5;0.4;17.7;18028
3341;Total sales;108 Manufacture of other food;2024 September;156.8;-0.5;16.3;18028
3342;Total sales;108 Manufacture of other food;2024 October;159.5;1.8;16.4;18028
3343;Total sales;108 Manufacture of other food;2024 November;163.6;2.6;18.7;18028
3344;Total sales;108 Manufacture of other food;2024 December;168.3;2.9;21.9;18028
3345;Total sales;108 Manufacture of other food;2024;155.4;;16.7;18028
3346;Total sales;108 Manufacture of other food;2025 January;166.7;-1.0;19.7;18028
3347;Total sales;108 Manufacture of other food;2025 February;166.4;-0.1;16.5;18028
3348;Total sales;1081 Manufacture of sugar;2018 January;96.9;;;1326
3349;Total sales;1081 Manufacture of sugar;2018 February;97.0;0.1;;1326
3350;Total sales;1081 Manufacture of sugar;2018 March;97.2;0.2;;1326
3351;Total sales;1081 Manufacture of sugar;2018 April;97.5;0.3;;1326
3352;Total sales;1081 Manufacture of sugar;2018 May;97.7;0.2;;1326
3353;Total sales;1081 Manufacture of sugar;2018 June;97.5;-0.2;;1326
3354;Total sales;1081 Manufacture of sugar;2018 July;94.3;-3.3;;1326
3355;Total sales;1081 Manufacture of sugar;2018 August;94.0;-0.4;;1326
3356;Total sales;1081 Manufacture of sugar;2018 September;94.1;0.1;;1326
3357;Total sales;1081 Manufacture of sugar;2018 October;94.7;0.7;;1326
3358;Total sales;1081 Manufacture of sugar;2018 November;94.7;0.0;;1326
3359;Total sales;1081 Manufacture of sugar;2018 December;94.7;0.0;;1326
3360;Total sales;1081 Manufacture of sugar;2018;95.9;;;1326
3361;Total sales;1081 Manufacture of sugar;2019 January;91.8;-3.1;-5.3;1326
3362;Total sales;1081 Manufacture of sugar;2019 February;91.7;0.0;-5.4;1326
3363;Total sales;1081 Manufacture of sugar;2019 March;91.8;0.0;-5.6;1326
3364;Total sales;1081 Manufacture of sugar;2019 April;92.9;1.3;-4.7;1326
3365;Total sales;1081 Manufacture of sugar;2019 May;92.8;-0.1;-5.0;1326
3366;Total sales;1081 Manufacture of sugar;2019 June;92.9;0.1;-4.8;1326
3367;Total sales;1081 Manufacture of sugar;2019 July;92.7;-0.2;-1.8;1326
3368;Total sales;1081 Manufacture of sugar;2019 August;92.5;-0.1;-1.5;1326
3369;Total sales;1081 Manufacture of sugar;2019 September;92.6;0.1;-1.6;1326
3370;Total sales;1081 Manufacture of sugar;2019 October;92.8;0.3;-2.0;1326
3371;Total sales;1081 Manufacture of sugar;2019 November;92.9;0.1;-1.9;1326
3372;Total sales;1081 Manufacture of sugar;2019 December;93.0;0.1;-1.8;1326
3373;Total sales;1081 Manufacture of sugar;2019;92.5;;-3.5;1326
3374;Total sales;1081 Manufacture of sugar;2020 January;96.8;4.1;5.5;1326
3375;Total sales;1081 Manufacture of sugar;2020 February;96.8;0.0;5.5;1326
3376;Total sales;1081 Manufacture of sugar;2020 March;96.5;-0.3;5.2;1326
3377;Total sales;1081 Manufacture of sugar;2020 April;97.9;1.4;5.4;1326
3378;Total sales;1081 Manufacture of sugar;2020 May;97.9;0.0;5.5;1326
3379;Total sales;1081 Manufacture of sugar;2020 June;97.7;-0.2;5.2;1326
3380;Total sales;1081 Manufacture of sugar;2020 July;97.5;-0.2;5.2;1326
3381;Total sales;1081 Manufacture of sugar;2020 August;97.6;0.2;5.5;1326
3382;Total sales;1081 Manufacture of sugar;2020 September;97.7;0.0;5.5;1326
3383;Total sales;1081 Manufacture of sugar;2020 October;97.9;0.2;5.4;1326
3384;Total sales;1081 Manufacture of sugar;2020 November;98.0;0.1;5.5;1326
3385;Total sales;1081 Manufacture of sugar;2020 December;98.2;0.2;5.6;1326
3386;Total sales;1081 Manufacture of sugar;2020;97.5;;5.4;1326
3387;Total sales;1081 Manufacture of sugar;2021 January;99.2;1.0;2.5;1326
3388;Total sales;1081 Manufacture of sugar;2021 February;99.2;0.0;2.4;1326
3389;Total sales;1081 Manufacture of sugar;2021 March;99.2;0.0;2.7;1326
3390;Total sales;1081 Manufacture of sugar;2021 April;98.7;-0.5;0.8;1326
3391;Total sales;1081 Manufacture of sugar;2021 May;98.7;0.0;0.8;1326
3392;Total sales;1081 Manufacture of sugar;2021 June;98.7;0.0;1.0;1326
3393;Total sales;1081 Manufacture of sugar;2021 July;99.4;0.7;2.0;1326
3394;Total sales;1081 Manufacture of sugar;2021 August;99.6;0.1;2.0;1326
3395;Total sales;1081 Manufacture of sugar;2021 September;99.6;0.1;2.0;1326
3396;Total sales;1081 Manufacture of sugar;2021 October;102.6;3.0;4.8;1326
3397;Total sales;1081 Manufacture of sugar;2021 November;102.5;-0.1;4.6;1326
3398;Total sales;1081 Manufacture of sugar;2021 December;102.6;0.1;4.5;1326
3399;Total sales;1081 Manufacture of sugar;2021;100.0;;2.5;1326
3400;Total sales;1081 Manufacture of sugar;2022 January;113.5;10.6;14.4;1326
3401;Total sales;1081 Manufacture of sugar;2022 February;113.5;0.0;14.4;1326
3402;Total sales;1081 Manufacture of sugar;2022 March;113.6;0.1;14.6;1326
3403;Total sales;1081 Manufacture of sugar;2022 April;116.9;2.9;18.5;1326
3404;Total sales;1081 Manufacture of sugar;2022 May;116.9;0.0;18.5;1326
3405;Total sales;1081 Manufacture of sugar;2022 June;116.9;0.0;18.4;1326
3406;Total sales;1081 Manufacture of sugar;2022 July;119.2;2.0;19.9;1326
3407;Total sales;1081 Manufacture of sugar;2022 August;119.5;0.2;20.0;1326
3408;Total sales;1081 Manufacture of sugar;2022 September;119.5;0.1;20.0;1326
3409;Total sales;1081 Manufacture of sugar;2022 October;121.6;1.8;18.6;1326
3410;Total sales;1081 Manufacture of sugar;2022 November;121.7;0.1;18.7;1326
3411;Total sales;1081 Manufacture of sugar;2022 December;121.6;-0.1;18.5;1326
3412;Total sales;1081 Manufacture of sugar;2022;117.9;;17.9;1326
3413;Total sales;1081 Manufacture of sugar;2023 January;162.6;33.7;43.3;1326
3414;Total sales;1081 Manufacture of sugar;2023 February;162.7;0.0;43.4;1326
3415;Total sales;1081 Manufacture of sugar;2023 March;162.8;0.1;43.3;1326
3416;Total sales;1081 Manufacture of sugar;2023 April;162.6;-0.1;39.0;1326
3417;Total sales;1081 Manufacture of sugar;2023 May;162.8;0.1;39.2;1326
3418;Total sales;1081 Manufacture of sugar;2023 June;163.2;0.3;39.6;1326
3419;Total sales;1081 Manufacture of sugar;2023 July;163.2;0.0;36.9;1326
3420;Total sales;1081 Manufacture of sugar;2023 August;163.4;0.1;36.8;1326
3421;Total sales;1081 Manufacture of sugar;2023 September;163.9;0.3;37.1;1326
3422;Total sales;1081 Manufacture of sugar;2023 October;169.3;3.3;39.2;1326
3423;Total sales;1081 Manufacture of sugar;2023 November;169.9;0.3;39.6;1326
3424;Total sales;1081 Manufacture of sugar;2023 December;170.1;0.1;39.9;1326
3425;Total sales;1081 Manufacture of sugar;2023;164.7;;39.7;1326
3426;Total sales;1081 Manufacture of sugar;2024 January;170.0;-0.1;4.5;1326
3427;Total sales;1081 Manufacture of sugar;2024 February;172.1;1.3;5.8;1326
3428;Total sales;1081 Manufacture of sugar;2024 March;175.6;2.0;7.9;1326
3429;Total sales;1081 Manufacture of sugar;2024 April;178.6;1.7;9.9;1326
3430;Total sales;1081 Manufacture of sugar;2024 May;176.8;-1.0;8.6;1326
3431;Total sales;1081 Manufacture of sugar;2024 June;176.0;-0.5;7.8;1326
3432;Total sales;1081 Manufacture of sugar;2024 July;174.2;-1.0;6.7;1326
3433;Total sales;1081 Manufacture of sugar;2024 August;176.6;1.4;8.1;1326
3434;Total sales;1081 Manufacture of sugar;2024 September;178.7;1.2;9.0;1326
3435;Total sales;1081 Manufacture of sugar;2024 October;177.2;-0.8;4.6;1326
3436;Total sales;1081 Manufacture of sugar;2024 November;176.9;-0.2;4.1;1326
3437;Total sales;1081 Manufacture of sugar;2024 December;181.8;2.8;6.9;1326
3438;Total sales;1081 Manufacture of sugar;2024;176.2;;7.0;1326
3439;Total sales;1081 Manufacture of sugar;2025 January;175.4;-3.5;3.2;1326
3440;Total sales;1081 Manufacture of sugar;2025 February;169.6;-3.3;-1.5;1326
3441;Total sales;1082 Manufacture of cocoa,confectionary;2018 January;96.2;;;3640
3442;Total sales;1082 Manufacture of cocoa,confectionary;2018 February;97.0;0.8;;3640
3443;Total sales;1082 Manufacture of cocoa,confectionary;2018 March;98.6;1.7;;3640
3444;Total sales;1082 Manufacture of cocoa,confectionary;2018 April;98.1;-0.5;;3640
3445;Total sales;1082 Manufacture of cocoa,confectionary;2018 May;99.4;1.4;;3640
3446;Total sales;1082 Manufacture of cocoa,confectionary;2018 June;98.2;-1.2;;3640
3447;Total sales;1082 Manufacture of cocoa,confectionary;2018 July;97.6;-0.7;;3640
3448;Total sales;1082 Manufacture of cocoa,confectionary;2018 August;95.3;-2.4;;3640
3449;Total sales;1082 Manufacture of cocoa,confectionary;2018 September;96.1;0.8;;3640
3450;Total sales;1082 Manufacture of cocoa,confectionary;2018 October;96.2;0.1;;3640
3451;Total sales;1082 Manufacture of cocoa,confectionary;2018 November;96.1;-0.1;;3640
3452;Total sales;1082 Manufacture of cocoa,confectionary;2018 December;95.9;-0.1;;3640
3453;Total sales;1082 Manufacture of cocoa,confectionary;2018;97.0;;;3640
3454;Total sales;1082 Manufacture of cocoa,confectionary;2019 January;95.2;-0.8;-1.0;3640
3455;Total sales;1082 Manufacture of cocoa,confectionary;2019 February;95.0;-0.2;-2.0;3640
3456;Total sales;1082 Manufacture of cocoa,confectionary;2019 March;95.2;0.2;-3.4;3640
3457;Total sales;1082 Manufacture of cocoa,confectionary;2019 April;98.0;3.0;0.0;3640
3458;Total sales;1082 Manufacture of cocoa,confectionary;2019 May;97.3;-0.8;-2.2;3640
3459;Total sales;1082 Manufacture of cocoa,confectionary;2019 June;97.7;0.4;-0.6;3640
3460;Total sales;1082 Manufacture of cocoa,confectionary;2019 July;98.8;1.2;1.3;3640
3461;Total sales;1082 Manufacture of cocoa,confectionary;2019 August;98.1;-0.7;3.0;3640
3462;Total sales;1082 Manufacture of cocoa,confectionary;2019 September;98.8;0.7;2.9;3640
3463;Total sales;1082 Manufacture of cocoa,confectionary;2019 October;99.7;0.9;3.7;3640
3464;Total sales;1082 Manufacture of cocoa,confectionary;2019 November;100.3;0.6;4.4;3640
3465;Total sales;1082 Manufacture of cocoa,confectionary;2019 December;100.2;-0.1;4.5;3640
3466;Total sales;1082 Manufacture of cocoa,confectionary;2019;97.9;;0.8;3640
3467;Total sales;1082 Manufacture of cocoa,confectionary;2020 January;102.3;2.0;7.4;3640
