ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
411;Afzet voor finaal verbruik;2020 december;34.4;33.1;0.3;12.9;12.4;0.5;;;19.8;19.8;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;7.0;306.0;294.0;11.0;;;461.0;461.0;;;;16.0;16.0;;;;;;2.0;0.0;;;;14.0;408.0;392.0;15.0;;;551.0;551.0;
412;Afzet voor finaal verbruik;2020 4e kwartaal;106.0;102.9;1.2;38.6;37.1;1.4;;;62.0;62.0;;0.7;0.4;2.3;2.3;2.3;;;;;;0.4;0.4;0.0;;1.5;0.1;1.4;27.0;914.0;880.0;34.0;;;1442.0;1442.0;;21.0;121.0;52.0;52.0;;;;;;8.0;0.0;;1.0;387.0;50.0;1219.0;1173.0;45.0;;;1724.0;1724.0;
413;Afzet voor finaal verbruik;2021 januari;30.0;28.6;0.3;10.8;10.4;0.4;;;17.4;17.4;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;8.0;255.0;246.0;9.0;;;404.0;404.0;;;;18.0;18.0;;;;;;3.0;0.0;;;;14.0;340.0;327.0;12.0;;;483.0;483.0;
414;Afzet voor finaal verbruik;2021 februari;30.5;29.2;0.3;10.5;10.1;0.4;;;18.3;18.3;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;7.0;248.0;239.0;9.0;;;426.0;426.0;;;;16.0;16.0;;;;;;2.0;0.0;;;;13.0;331.0;318.0;13.0;;;509.0;509.0;
415;Afzet voor finaal verbruik;2021 maart;37.5;36.1;0.4;13.1;12.6;0.5;;;22.4;22.4;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;9.0;311.0;299.0;12.0;;;522.0;522.0;;;;18.0;18.0;;;;;;3.0;0.0;;;;17.0;414.0;399.0;16.0;;;624.0;624.0;
416;Afzet voor finaal verbruik;2021 1e kwartaal;97.7;94.6;1.0;34.3;33.1;1.3;;;58.1;58.1;;0.7;0.4;2.2;2.2;2.2;;;;;;0.4;0.4;0.0;;1.6;0.2;1.4;23.0;814.0;783.0;30.0;;;1351.0;1351.0;;21.0;121.0;50.0;50.0;;;;;;8.0;0.0;;6.0;387.0;43.0;1085.0;1044.0;41.0;;;1616.0;1616.0;
417;Afzet voor finaal verbruik;2021 april;36.2;34.8;0.4;13.5;13.0;0.5;;;20.8;20.8;;;;0.8;0.8;0.8;;;;;;0.1;0.1;0.0;;;;;9.0;320.0;307.0;13.0;;;483.0;483.0;;;;18.0;18.0;;;;;;3.0;0.0;;;;16.0;427.0;410.0;17.0;;;578.0;578.0;
418;Afzet voor bunkers;1946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;Afzet voor bunkers;1947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Afzet voor bunkers;1948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;Afzet voor bunkers;1949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;Afzet voor bunkers;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Afzet voor bunkers;1951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Afzet voor bunkers;1952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;Afzet voor bunkers;1953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;Afzet voor bunkers;1954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;Afzet voor bunkers;1955;85.4;;;;;;;;;;;;;;;;;22.4;62.9;;;;;;;;;;;;;;;;;;;;;;;;525.0;1535.0;;;;;;;;;;;;;;;;
428;Afzet voor bunkers;1956;99.1;;;;;;;;;;;;;;;;;26.4;72.7;;;;;;;;;;;;;;;;;;;;;;;;618.0;1773.0;;;;;;;;;;;;;;;;
429;Afzet voor bunkers;1957;86.1;;;;;;;;;;;;;;;;;22.5;63.6;;;;;;;;;;;;;;;;;;;;;;;;528.0;1551.0;;;;;;;;;;;;;;;;
430;Afzet voor bunkers;1958;85.0;;;;;;;;;;;;;;;;;22.9;62.1;;;;;;;;;;;;;;;;;;;;;;;;536.0;1515.0;;;;;;;;;;;;;;;;
431;Afzet voor bunkers;1959;72.7;;;;;;;;;;;;;;;;;17.5;55.2;;;;;;;;;;;;;;;;;;;;;;;;410.0;1347.0;;;;;;;;;;;;;;;;
432;Afzet voor bunkers;1960;100.5;;;;;;;;;;;;;;;;;20.5;80.0;;;;;;;;;;;;;;;;;;;;;;;;481.0;1950.0;;;;;;;;;;;;;;;;
433;Afzet voor bunkers;1961;142.5;;;;;;;;;;;;;;;;;29.8;112.6;;;;;;;;;;;;;;;;;;;;;;;;699.0;2747.0;;;;;;;;;;;;;;;;
434;Afzet voor bunkers;1962;154.0;;;;;;;;;;;;;;;;;30.3;123.8;;;;;;;;;;;;;;;;;;;;;;;;709.0;3018.0;;;;;;;;;;;;;;;;
435;Afzet voor bunkers;1963;155.9;;;;;;;;;;;;;;;;;29.5;126.3;;;;;;;;;;;;;;;;;;;;;;;;692.0;3081.0;;;;;;;;;;;;;;;;
436;Afzet voor bunkers;1964;180.2;;;;;;;;;;;;;;;;;30.8;149.4;;;;;;;;;;;;;;;;;;;;;;;;721.0;3645.0;;;;;;;;;;;;;;;;
437;Afzet voor bunkers;1965;207.4;;;;;;;;;;;;;;;;;33.0;174.4;;;;;;;;;;;;;;;;;;;;;;;;773.0;4254.0;;;;;;;;;;;;;;;;
438;Afzet voor bunkers;1966;208.0;;;;;;;;;;;;;;;;;37.0;171.0;;;;;;;;;;;;;;;;;;;;;;;;866.0;4171.0;;;;;;;;;;;;;;;;
439;Afzet voor bunkers;1967;214.0;;;;;;;;;;;;;;;;;37.3;176.6;;;;;;;;;;;;;;;;;;;;;;;;874.0;4308.0;;;;;;;;;;;;;;;;
440;Afzet voor bunkers;1968;272.1;;;;;;;;;;;;;;;;;46.6;225.5;;;;;;;;;;;;;;;;;;;;;;;;1092.0;5500.0;;;;;;;;;;;;;;;;
441;Afzet voor bunkers;1969;337.2;;;;;;;;;;;;;;;;;55.6;281.6;;;;;;;;;;;;;;;;;;;;;;;;1303.0;6867.0;;;;;;;;;;;;;;;;
442;Afzet voor bunkers;1970;360.3;;;;;;;;;;;;;;;;;55.8;304.5;;;;;;;;;;;;;;;;;;;;;;;;1307.0;7427.0;;;;;;;;;;;;;;;;
443;Afzet voor bunkers;1971;378.5;;;;;;;;;;;;;;;;;54.7;323.8;;;;;;;;;;;;;;;;;;;;;;;;1282.0;7898.0;;;;;;;;;;;;;;;;
444;Afzet voor bunkers;1972;467.6;;;;;;;;;;;;;;;;;70.9;396.7;;;;;;;;;;;;;;;;;;;;;;;;1660.0;9676.0;;;;;;;;;;;;;;;;
445;Afzet voor bunkers;1973;491.4;;;;;;;;;;;;;;;;;70.6;420.8;;;;;;;;;;;;;;;;;;;;;;;;1653.0;10264.0;;;;;;;;;;;;;;;;
446;Afzet voor bunkers;1974;393.8;;;;;;;;;;;;;;;;;58.6;335.1;;;;;;;;;;;;;;;;;;;;;;;;1373.0;8174.0;;;;;;;;;;;;;;;;
447;Afzet voor bunkers;1975;439.9;;;;;;;;;;;;;;;;;64.6;375.3;;;;;;;;;;;;;;;;;;;;;;;;1514.0;9153.0;;;;;;;;;;;;;;;;
448;Afzet voor bunkers;1976;464.3;;;;;;;;;;;;;;;;;68.8;395.6;;;;;;;;;;;;;;;;;;;;;;;;1611.0;9648.0;;;;;;;;;;;;;;;;
449;Afzet voor bunkers;1977;449.3;;;;;;;;;;;;;;;;;66.7;382.6;;;;;;;;;;;;;;;;;;;;;;;;1561.0;9332.0;;;;;;;;;;;;;;;;
450;Afzet voor bunkers;1978;502.3;;;;;;;;;;;;;;;;;85.4;384.3;;;32.5;31.1;0.0;1.3;;;;;;;;;;;;;;;;;;2000.0;9374.0;;;716.0;1.0;31.0;;;;;;;;;;;
451;Afzet voor bunkers;1979;451.1;;;;;;;;;;;;;410.8;75.7;5.6;45.6;24.5;335.1;;;40.4;37.8;0.0;2.6;;;;;;;;;;;;;;;1772.0;131.0;1067.0;574.0;8173.0;;;868.0;1.0;59.0;;;;;;;;;;;
452;Afzet voor bunkers;1980;434.8;;;;;;;;;;;;;395.9;72.2;6.6;46.2;19.4;323.7;;;38.9;36.5;0.1;2.4;;;;;;;;;;;;;;;1690.0;154.0;1082.0;454.0;7896.0;;;839.0;1.0;54.0;;;;;;;;;;;
453;Afzet voor bunkers;1981;415.5;;;;;;;;;;;;;377.4;77.9;7.1;41.5;29.3;299.5;;;38.1;35.3;0.2;2.6;;;;;;;;;;;;;;;1825.0;166.0;972.0;687.0;7305.0;;;812.0;4.0;59.0;;;;;;;;;;;
454;Afzet voor bunkers;1982;406.7;;;;;;;;;;;;;365.9;81.4;12.6;42.2;26.6;284.4;;;40.9;37.9;0.1;2.8;;;;;;;;;;;;;;;1907.0;296.0;988.0;623.0;6937.0;;;871.0;3.0;65.0;;;;;;;;;;;
455;Afzet voor bunkers;1983;382.8;;;;;;;;;;;;;339.5;80.0;8.5;35.9;35.6;259.4;;;43.3;41.2;0.1;2.0;;;;;;;;;;;;;;;1875.0;200.0;842.0;833.0;6327.0;;;948.0;2.0;47.0;;;;;;;;;;;
456;Afzet voor bunkers;1984;358.4;;;;;;;;;;;;;315.1;82.3;13.9;46.7;21.7;232.7;;;43.3;42.3;0.1;0.9;;;;;;;;;;;;;;;1930.0;327.0;1095.0;508.0;5676.0;;;972.0;2.0;21.0;;;;;;;;;;;
457;Afzet voor bunkers;1985;410.7;;;;;;;;;;;;;362.7;86.5;14.5;53.5;18.5;276.3;;;48.0;43.5;0.1;4.4;;;;;;;;;;;;;;;2025.0;339.0;1253.0;433.0;6738.0;;;1000.0;2.0;101.0;;;;;;;;;;;
458;Afzet voor bunkers;1986;453.5;;;;;;;;;;;;;402.9;89.3;13.5;60.7;15.1;313.6;;;50.6;47.4;0.1;3.2;;;;;;;;;;;;;;;2091.0;316.0;1421.0;354.0;7649.0;;;1089.0;2.0;73.0;;;;;;;;;;;
459;Afzet voor bunkers;1987;449.4;;;;;;;;;;;;;394.4;87.0;11.3;59.9;15.8;307.4;;;55.0;53.6;0.1;1.3;;;;;;;;;;;;;;;2038.0;264.0;1403.0;371.0;7497.0;;;1232.0;2.0;30.0;;;;;;;;;;;
460;Afzet voor bunkers;1988;496.7;;;;;;;;;;;;;438.7;79.9;16.6;59.1;4.2;358.8;;;58.0;57.9;0.1;;;;;;;;;;;;;;;;1873.0;390.0;1385.0;98.0;8752.0;;;1332.0;1.0;;;;;;;;;;;;
461;Afzet voor bunkers;1989;487.1;;;;;;;;;;;;;428.2;82.3;16.6;60.4;5.3;345.9;;;58.9;58.9;0.1;;;;;;;;;;;;;;;;1927.0;390.0;1414.0;124.0;8437.0;;;1353.0;2.0;;;;;;;;;;;;
462;Afzet voor bunkers;1990;516.4;;;;;;;;;;;;;452.0;84.7;32.5;52.2;;367.3;2.8;364.5;64.4;64.4;0.0;;;;;;;;;;;;;;;;1970.0;756.0;1214.0;;8957.0;67.0;8890.0;1480.0;1.0;;;;;;;;;;;;
463;Afzet voor bunkers;1991;530.5;;;;;;;;;;;;;461.9;85.3;35.7;49.6;;376.6;2.2;374.4;68.6;68.5;0.0;;;;;;;;;;;;;;;;1983.0;829.0;1154.0;;9186.0;54.0;9133.0;1575.0;1.0;;;;;;;;;;;;
464;Afzet voor bunkers;1992;541.9;;;;;;;;;;;;;461.9;81.2;32.8;48.4;;380.7;2.7;378.0;80.0;80.0;0.0;;;;;;;;;;;;;;;;1889.0;762.0;1126.0;;9285.0;65.0;9220.0;1838.0;1.0;;;;;;;;;;;;
465;Afzet voor bunkers;1993;530.8;;;;;;;;;;;;;443.2;76.2;33.0;43.2;;367.0;2.9;364.1;87.6;87.5;0.1;;;;;;;;;;;;;;;;1771.0;768.0;1004.0;;8952.0;72.0;8880.0;2012.0;1.0;;;;;;;;;;;;
466;Afzet voor bunkers;1994;547.3;;;;;;;;;;;;;455.1;72.4;32.6;39.8;;382.7;2.2;380.5;92.2;92.2;0.0;;;;;;;;;;;;;;;;1684.0;758.0;925.0;;9334.0;53.0;9281.0;2118.0;1.0;;;;;;;;;;;;
467;Afzet voor bunkers;1995;553.4;;;;;;;;;;;;;447.1;76.1;32.3;43.9;;370.9;0.8;370.1;106.3;106.3;0.1;;;;;;;;;;;;;;;;1770.0;750.0;1020.0;;9047.0;19.0;9028.0;2443.0;1.0;;;;;;;;;;;;
468;Afzet voor bunkers;1996;579.1;;;;;;;;;;;;;464.9;75.1;34.1;41.0;;389.8;1.5;388.3;114.2;114.1;0.1;;;;;;;;;;;;;;;;1743.0;792.0;951.0;;9507.0;38.0;9470.0;2624.0;1.0;;;;;;;;;;;;
469;Afzet voor bunkers;1997;622.8;;;;;;;;;;;;;499.6;74.0;33.8;40.2;;425.6;2.8;422.8;123.2;123.2;0.1;;;;;;;;;;;;;;;;1717.0;784.0;934.0;;10380.0;67.0;10312.0;2831.0;2.0;;;;;;;;;;;;
470;Afzet voor bunkers;1998;629.4;;;;;;;;;;;;;499.2;73.7;34.6;39.0;;425.5;2.1;423.4;130.2;130.1;0.1;;;;;;;;;;;;;;;;1709.0;804.0;905.0;;10379.0;51.0;10328.0;2992.0;1.0;;;;;;;;;;;;
471;Afzet voor bunkers;1999;655.0;;;;;;;;;;;;;516.7;72.1;34.9;37.2;;444.6;2.6;442.0;138.3;138.2;0.1;;;;;;;;;;;;;;;;1673.0;809.0;864.0;;10844.0;63.0;10781.0;3178.0;1.0;;;;;;;;;;;;
472;Afzet voor bunkers;2000;682.5;;;;;;;;;;;;;544.3;72.6;34.6;38.0;;471.7;1.8;469.9;138.2;138.2;0.1;;;;;;;;;;;;;;;;1685.0;803.0;882.0;;11504.0;43.0;11461.0;3176.0;1.0;;;;;;;;;;;;
473;Afzet voor bunkers;2001;729.9;;;;;;;;;;;;;595.3;74.2;38.4;35.7;;521.1;1.4;519.7;134.6;134.6;0.0;;;;;;;;;;;;;;;;1721.0;892.0;829.0;;12710.0;35.0;12676.0;3093.0;1.0;;;;;;;;;;;;
474;Afzet voor bunkers;2002;732.8;;;;;;;;;;;;;592.4;71.7;37.4;34.3;;520.7;1.6;519.0;140.4;140.4;0.1;;;;;;;;;;;;;;;;1664.0;867.0;797.0;;12699.0;40.0;12660.0;3227.0;1.0;;;;;;;;;;;;
475;Afzet voor bunkers;2003;694.2;;;;;;;;;;;;;555.7;67.4;36.4;31.0;;488.4;0.4;487.9;138.4;138.4;0.0;;;;;;;;;;;;;;;;1563.0;845.0;718.0;;11911.0;10.0;11901.0;3182.0;0.0;;;;;;;;;;;;
476;Afzet voor bunkers;2004;754.5;;;;;;;;;;;;;606.2;66.0;36.2;29.8;;540.2;0.6;539.6;148.3;148.3;0.0;;;;;;;;;;;;;;;;1531.0;840.0;691.0;;13176.0;15.0;13161.0;3409.0;0.0;;;;;;;;;;;;
477;Afzet voor bunkers;2005;801.5;;;;;;;;;;;;;648.8;66.5;35.7;30.8;;582.4;0.7;581.7;152.7;152.7;0.0;;;;;;;;;;;;;;;;1542.0;827.0;714.0;;14204.0;17.0;14187.0;3510.0;0.0;;;;;;;;;;;;
478;Afzet voor bunkers;2006;847.5;;;;;;;;;;;;;692.8;65.8;36.1;29.6;;627.0;0.7;626.4;154.8;154.8;0.0;;;;;;;;;;;;;;;;1526.0;839.0;687.0;;15293.0;17.0;15277.0;3558.0;0.0;;;;;;;;;;;;
479;Afzet voor bunkers;2007;866.5;;;;;;;;;;;;;710.8;68.0;35.7;32.3;;642.8;0.8;642.0;155.7;155.7;;;;;;;;;;;;;;;;;1578.0;828.0;750.0;;15678.0;19.0;15659.0;3580.0;;;;;;;;;;;;;
480;Afzet voor bunkers;2008;840.5;;;;;;;;;;;;;682.6;63.8;34.1;29.7;;618.8;0.4;618.4;157.9;157.9;;;;;;;;;;;;;;;;;1477.0;789.0;688.0;;15093.0;9.0;15083.0;3629.0;;;;;;;;;;;;;
481;Afzet voor bunkers;2009;755.9;;;;;;;;;;;;;609.7;61.2;31.8;29.4;;548.4;1.8;546.7;146.3;146.3;;;;;;;;;;;;;;;;;1417.0;736.0;682.0;;13376.0;43.0;13333.0;3363.0;;;;;;;;;;;;;
482;Afzet voor bunkers;2010;719.6;;;;;;;;;;;;;576.8;65.6;34.6;31.0;;511.2;72.7;438.5;142.8;142.8;;;;;;;;;;;;;;;;;1519.0;800.0;719.0;;12469.0;1773.0;10696.0;3282.0;;;;;;;;;;;;;
483;Afzet voor bunkers;2011;770.5;;;;;;;;;;;;;621.9;63.1;32.7;30.4;;558.8;121.5;437.2;148.6;148.6;;;;;;;;;;;;;;;;;1461.0;757.0;703.0;;13628.0;2964.0;10664.0;3416.0;;;;;;;;;;;;;
484;Afzet voor bunkers;2012;714.9;;;;;;;;;;;;;572.1;63.7;31.7;32.0;;508.4;91.0;417.3;142.8;142.8;;;;;;;;;;;;;;;;;1475.0;734.0;741.0;;12399.0;2221.0;10178.0;3283.0;;;;;;;;;;;;;
485;Afzet voor bunkers;2013;694.2;;;;;;;;;;;;;548.3;57.7;31.7;26.1;;490.6;135.4;355.1;145.9;145.9;;;;;;;;;;;;;;;;;1336.0;733.0;603.0;;11965.0;3304.0;8662.0;3354.0;;;;;;;;;;;;;
486;Afzet voor bunkers;2014;689.0;;;;;;;;;;;;;537.5;58.0;30.5;27.4;;479.6;105.3;374.3;151.4;151.4;;;;;;;;;;;;;;;;;1342.0;707.0;635.0;;11696.0;2568.0;9129.0;3481.0;;;;;;;;;;;;;
487;Afzet voor bunkers;2015;656.0;;;;;;;;;;;;;497.0;86.2;33.9;52.2;;410.8;78.9;331.9;159.0;159.1;;;;;;;;;;;;;;;;;1994.0;786.0;1209.0;;10020.0;1925.0;8094.0;3657.0;;;;;;;;;;;;;
488;Afzet voor bunkers;2016;656.7;;;;;;;;;;;;;493.5;87.5;34.1;53.4;;405.9;69.5;336.5;163.3;163.3;;;;;;;;;;;;;;;;;2026.0;789.0;1237.0;;9901.0;1694.0;8207.0;3753.0;;;;;;;;;;;;;
489;Afzet voor bunkers;2017;651.0;;;;;;;;;;;;;483.0;90.0;35.5;54.5;;393.0;80.6;312.4;168.0;168.0;;;;;;;;;;;;;;;;;2083.0;822.0;1261.0;;9585.0;1966.0;7619.0;3863.0;;;;;;;;;;;;;
490;Afzet voor bunkers;2018;634.2;;;;;;;;;;;;;464.1;86.4;34.8;51.6;;377.7;98.2;279.5;170.0;170.0;;;;;;;;;;;;;;;;;2001.0;806.0;1195.0;;9212.0;2395.0;6817.0;3909.0;;;;;;;;;;;;;
491;Afzet voor bunkers;2019;638.6;;;;;;;;;;;;;472.3;87.1;36.2;50.9;;385.2;104.7;280.5;166.3;166.3;;;;;;;;;;;;;;;;;2016.0;839.0;1177.0;;9395.0;2554.0;6841.0;3823.0;;;;;;;;;;;;;
492;Afzet voor bunkers;2020;582.3;;;;;;;;;;;;;489.6;90.2;36.5;53.7;;399.4;334.5;64.9;92.7;92.7;;;;;;;;;;;;;;;;;2087.0;844.0;1243.0;;9741.0;8159.0;1582.0;2132.0;;;;;;;;;;;;;
493;Afzet voor bunkers;2021;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;Afzet voor bunkers;2013 januari;57.8;;;;;;;;;;;;;47.0;5.0;2.8;2.2;;42.0;8.9;33.1;10.8;10.8;;;;;;;;;;;;;;;;;116.0;64.0;52.0;;1024.0;218.0;807.0;248.0;;;;;;;;;;;;;
495;Afzet voor bunkers;2013 februari;55.3;;;;;;;;;;;;;45.3;4.2;2.4;1.8;;41.1;10.0;31.1;10.0;10.0;;;;;;;;;;;;;;;;;97.0;56.0;41.0;;1002.0;244.0;758.0;231.0;;;;;;;;;;;;;
496;Afzet voor bunkers;2013 maart;59.0;;;;;;;;;;;;;47.9;5.3;2.7;2.6;;42.6;11.8;30.8;11.2;11.2;;;;;;;;;;;;;;;;;122.0;63.0;59.0;;1039.0;287.0;752.0;257.0;;;;;;;;;;;;;
497;Afzet voor bunkers;2013 1e kwartaal;172.1;;;;;;;;;;;;;140.1;14.5;7.9;6.6;;125.6;30.6;95.0;32.0;32.0;;;;;;;;;;;;;;;;;335.0;184.0;152.0;;3064.0;747.0;2317.0;736.0;;;;;;;;;;;;;
498;Afzet voor bunkers;2013 april;58.6;;;;;;;;;;;;;46.8;5.2;2.7;2.4;;41.6;10.6;31.0;11.9;11.9;;;;;;;;;;;;;;;;;120.0;63.0;57.0;;1014.0;259.0;756.0;273.0;;;;;;;;;;;;;
499;Afzet voor bunkers;2013 mei;64.3;;;;;;;;;;;;;50.8;5.7;2.9;2.8;;45.1;13.0;32.1;13.4;13.4;;;;;;;;;;;;;;;;;133.0;67.0;65.0;;1100.0;317.0;783.0;308.0;;;;;;;;;;;;;
500;Afzet voor bunkers;2013 juni;57.5;;;;;;;;;;;;;44.9;5.1;2.5;2.6;;39.8;11.9;27.9;12.5;12.5;;;;;;;;;;;;;;;;;118.0;58.0;60.0;;971.0;290.0;681.0;288.0;;;;;;;;;;;;;
501;Afzet voor bunkers;2013 2e kwartaal;180.3;;;;;;;;;;;;;142.5;16.0;8.1;7.9;;126.5;35.5;91.0;37.8;37.8;;;;;;;;;;;;;;;;;370.0;187.0;182.0;;3085.0;865.0;2220.0;869.0;;;;;;;;;;;;;
502;Afzet voor bunkers;2013 juli;60.5;;;;;;;;;;;;;46.4;4.7;2.6;2.1;;41.7;11.0;30.7;14.0;14.0;;;;;;;;;;;;;;;;;109.0;59.0;50.0;;1018.0;269.0;748.0;323.0;;;;;;;;;;;;;
503;Afzet voor bunkers;2013 augustus;58.7;;;;;;;;;;;;;45.7;4.7;2.6;2.1;;41.0;12.2;28.8;13.0;13.0;;;;;;;;;;;;;;;;;109.0;60.0;49.0;;1000.0;298.0;702.0;300.0;;;;;;;;;;;;;
504;Afzet voor bunkers;2013 september;57.6;;;;;;;;;;;;;44.6;4.1;2.5;1.7;;40.5;11.3;29.2;12.9;12.9;;;;;;;;;;;;;;;;;96.0;57.0;39.0;;987.0;275.0;712.0;298.0;;;;;;;;;;;;;
505;Afzet voor bunkers;2013 3e kwartaal;176.8;;;;;;;;;;;;;136.7;13.6;7.6;5.9;;123.2;34.5;88.6;40.0;40.0;;;;;;;;;;;;;;;;;314.0;177.0;137.0;;3004.0;842.0;2162.0;920.0;;;;;;;;;;;;;
506;Afzet voor bunkers;2013 oktober;57.9;;;;;;;;;;;;;44.9;4.7;2.8;1.9;;40.3;12.8;27.5;13.0;13.0;;;;;;;;;;;;;;;;;108.0;64.0;44.0;;982.0;311.0;671.0;298.0;;;;;;;;;;;;;
507;Afzet voor bunkers;2013 november;55.9;;;;;;;;;;;;;44.4;4.4;2.7;1.8;;40.0;12.1;27.9;11.5;11.5;;;;;;;;;;;;;;;;;103.0;62.0;41.0;;975.0;295.0;680.0;264.0;;;;;;;;;;;;;
508;Afzet voor bunkers;2013 december;51.3;;;;;;;;;;;;;39.6;4.6;2.6;2.0;;35.0;10.0;25.1;11.6;11.6;;;;;;;;;;;;;;;;;107.0;60.0;47.0;;854.0;243.0;612.0;267.0;;;;;;;;;;;;;
509;Afzet voor bunkers;2013 4e kwartaal;165.0;;;;;;;;;;;;;129.0;13.7;8.0;5.7;;115.3;34.8;80.5;36.0;36.0;;;;;;;;;;;;;;;;;317.0;185.0;132.0;;2811.0;849.0;1962.0;829.0;;;;;;;;;;;;;
510;Afzet voor bunkers;2014 januari;58.6;;;;;;;;;;;;;47.7;4.7;2.5;2.2;;43.0;11.5;31.5;10.8;10.8;;;;;;;;;;;;;;;;;110.0;58.0;52.0;;1049.0;281.0;768.0;249.0;;;;;;;;;;;;;
511;Afzet voor bunkers;2014 februari;53.9;;;;;;;;;;;;;43.5;3.9;2.3;1.6;;39.6;8.6;31.0;10.5;10.5;;;;;;;;;;;;;;;;;90.0;53.0;37.0;;966.0;209.0;757.0;240.0;;;;;;;;;;;;;
512;Afzet voor bunkers;2014 maart;56.2;;;;;;;;;;;;;44.2;4.6;2.6;1.9;;39.6;6.4;33.2;12.0;12.0;;;;;;;;;;;;;;;;;106.0;61.0;45.0;;967.0;156.0;810.0;275.0;;;;;;;;;;;;;
513;Afzet voor bunkers;2014 1e kwartaal;168.7;;;;;;;;;;;;;135.4;13.2;7.4;5.8;;122.2;26.5;95.7;33.3;33.3;;;;;;;;;;;;;;;;;305.0;172.0;133.0;;2982.0;646.0;2335.0;765.0;;;;;;;;;;;;;
514;Afzet voor bunkers;2014 april;58.3;;;;;;;;;;;;;46.1;4.0;2.4;1.6;;42.1;8.9;33.2;12.2;12.2;;;;;;;;;;;;;;;;;92.0;56.0;37.0;;1028.0;217.0;811.0;281.0;;;;;;;;;;;;;
515;Afzet voor bunkers;2014 mei;60.5;;;;;;;;;;;;;47.4;4.9;2.7;2.2;;42.5;10.3;32.2;13.2;13.2;;;;;;;;;;;;;;;;;114.0;63.0;50.0;;1035.0;251.0;784.0;303.0;;;;;;;;;;;;;
516;Afzet voor bunkers;2014 juni;58.9;;;;;;;;;;;;;45.5;4.1;2.5;1.6;;41.4;11.4;30.0;13.4;13.4;;;;;;;;;;;;;;;;;95.0;57.0;38.0;;1009.0;278.0;731.0;309.0;;;;;;;;;;;;;
517;Afzet voor bunkers;2014 2e kwartaal;177.8;;;;;;;;;;;;;139.0;13.0;7.6;5.4;;126.0;30.6;95.4;38.8;38.8;;;;;;;;;;;;;;;;;301.0;176.0;125.0;;3072.0;746.0;2326.0;893.0;;;;;;;;;;;;;
