ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
3357;F Construction;PM2.5 (Particulate matter);2001;0.5
3358;F Construction;PM2.5 (Particulate matter);2002;0.4
3359;F Construction;PM2.5 (Particulate matter);2003;0.5
3360;F Construction;PM2.5 (Particulate matter);2004;0.3
3361;F Construction;PM2.5 (Particulate matter);2005;0.3
3362;F Construction;PM2.5 (Particulate matter);2006;0.4
3363;F Construction;PM2.5 (Particulate matter);2007;0.4
3364;F Construction;PM2.5 (Particulate matter);2008;0.4
3365;F Construction;PM2.5 (Particulate matter);2009;0.4
3366;F Construction;PM2.5 (Particulate matter);2010;0.3
3367;F Construction;PM2.5 (Particulate matter);2011;0.3
3368;F Construction;PM2.5 (Particulate matter);2012;0.3
3369;F Construction;PM2.5 (Particulate matter);2013;0.3
3370;F Construction;PM2.5 (Particulate matter);2014;0.3
3371;F Construction;PM2.5 (Particulate matter);2015;0.3
3372;F Construction;PM2.5 (Particulate matter);2016;0.3
3373;F Construction;PM2.5 (Particulate matter);2017;0.3
3374;F Construction;PM2.5 (Particulate matter);2018;0.3
3375;F Construction;PM2.5 (Particulate matter);2019;0.4
3376;F Construction;PM2.5 (Particulate matter);2020;0.3
3377;F Construction;PM2.5 (Particulate matter);2021;0.4
3378;F Construction;PM2.5 (Particulate matter);2022;0.4
3379;F Construction;PM2.5 (Particulate matter);2023;0.4
3380;"Mobile sources; total";Ammonia (NH3);1990;1.0
3381;"Mobile sources; total";Ammonia (NH3);1995;2.5
3382;"Mobile sources; total";Ammonia (NH3);2000;4.4
3383;"Mobile sources; total";Ammonia (NH3);2001;4.9
3384;"Mobile sources; total";Ammonia (NH3);2002;5.2
3385;"Mobile sources; total";Ammonia (NH3);2003;5.3
3386;"Mobile sources; total";Ammonia (NH3);2004;5.3
3387;"Mobile sources; total";Ammonia (NH3);2005;5.0
3388;"Mobile sources; total";Ammonia (NH3);2006;4.9
3389;"Mobile sources; total";Ammonia (NH3);2007;4.6
3390;"Mobile sources; total";Ammonia (NH3);2008;4.4
3391;"Mobile sources; total";Ammonia (NH3);2009;4.1
3392;"Mobile sources; total";Ammonia (NH3);2010;4.0
3393;"Mobile sources; total";Ammonia (NH3);2011;3.9
3394;"Mobile sources; total";Ammonia (NH3);2012;3.7
3395;"Mobile sources; total";Ammonia (NH3);2013;3.6
3396;"Mobile sources; total";Ammonia (NH3);2014;3.5
3397;"Mobile sources; total";Ammonia (NH3);2015;3.6
3398;"Mobile sources; total";Ammonia (NH3);2016;3.7
3399;"Mobile sources; total";Ammonia (NH3);2017;3.8
3400;"Mobile sources; total";Ammonia (NH3);2018;3.9
3401;"Mobile sources; total";Ammonia (NH3);2019;3.9
3402;"Mobile sources; total";Ammonia (NH3);2020;3.5
3403;"Mobile sources; total";Ammonia (NH3);2021;3.6
3404;"Mobile sources; total";Ammonia (NH3);2022;3.6
3405;"Mobile sources; total";Ammonia (NH3);2023;3.9
3406;"Mobile sources; total";Nitrogen oxides (NOx);1990;401.4
3407;"Mobile sources; total";Nitrogen oxides (NOx);1995;341.5
3408;"Mobile sources; total";Nitrogen oxides (NOx);2000;306.5
3409;"Mobile sources; total";Nitrogen oxides (NOx);2001;295.1
3410;"Mobile sources; total";Nitrogen oxides (NOx);2002;283.6
3411;"Mobile sources; total";Nitrogen oxides (NOx);2003;278.3
3412;"Mobile sources; total";Nitrogen oxides (NOx);2004;276.2
3413;"Mobile sources; total";Nitrogen oxides (NOx);2005;268.4
3414;"Mobile sources; total";Nitrogen oxides (NOx);2006;263.3
3415;"Mobile sources; total";Nitrogen oxides (NOx);2007;251.4
3416;"Mobile sources; total";Nitrogen oxides (NOx);2008;239.6
3417;"Mobile sources; total";Nitrogen oxides (NOx);2009;211.6
3418;"Mobile sources; total";Nitrogen oxides (NOx);2010;207.3
3419;"Mobile sources; total";Nitrogen oxides (NOx);2011;206.0
3420;"Mobile sources; total";Nitrogen oxides (NOx);2012;192.1
3421;"Mobile sources; total";Nitrogen oxides (NOx);2013;178.5
3422;"Mobile sources; total";Nitrogen oxides (NOx);2014;165.0
3423;"Mobile sources; total";Nitrogen oxides (NOx);2015;157.9
3424;"Mobile sources; total";Nitrogen oxides (NOx);2016;152.2
3425;"Mobile sources; total";Nitrogen oxides (NOx);2017;149.0
3426;"Mobile sources; total";Nitrogen oxides (NOx);2018;150.1
3427;"Mobile sources; total";Nitrogen oxides (NOx);2019;141.6
3428;"Mobile sources; total";Nitrogen oxides (NOx);2020;118.8
3429;"Mobile sources; total";Nitrogen oxides (NOx);2021;113.7
3430;"Mobile sources; total";Nitrogen oxides (NOx);2022;107.8
3431;"Mobile sources; total";Nitrogen oxides (NOx);2023;105.7
3432;"Mobile sources; total";Sulphur dioxide (SO2);1990;27.4
3433;"Mobile sources; total";Sulphur dioxide (SO2);1995;27.2
3434;"Mobile sources; total";Sulphur dioxide (SO2);2000;15.3
3435;"Mobile sources; total";Sulphur dioxide (SO2);2001;12.1
3436;"Mobile sources; total";Sulphur dioxide (SO2);2002;10.8
3437;"Mobile sources; total";Sulphur dioxide (SO2);2003;10.3
3438;"Mobile sources; total";Sulphur dioxide (SO2);2004;10.2
3439;"Mobile sources; total";Sulphur dioxide (SO2);2005;9.9
3440;"Mobile sources; total";Sulphur dioxide (SO2);2006;9.8
3441;"Mobile sources; total";Sulphur dioxide (SO2);2007;8.9
3442;"Mobile sources; total";Sulphur dioxide (SO2);2008;5.5
3443;"Mobile sources; total";Sulphur dioxide (SO2);2009;4.2
3444;"Mobile sources; total";Sulphur dioxide (SO2);2010;3.2
3445;"Mobile sources; total";Sulphur dioxide (SO2);2011;1.7
3446;"Mobile sources; total";Sulphur dioxide (SO2);2012;1.8
3447;"Mobile sources; total";Sulphur dioxide (SO2);2013;1.8
3448;"Mobile sources; total";Sulphur dioxide (SO2);2014;2.1
3449;"Mobile sources; total";Sulphur dioxide (SO2);2015;1.0
3450;"Mobile sources; total";Sulphur dioxide (SO2);2016;0.9
3451;"Mobile sources; total";Sulphur dioxide (SO2);2017;0.9
3452;"Mobile sources; total";Sulphur dioxide (SO2);2018;0.8
3453;"Mobile sources; total";Sulphur dioxide (SO2);2019;0.9
3454;"Mobile sources; total";Sulphur dioxide (SO2);2020;0.7
3455;"Mobile sources; total";Sulphur dioxide (SO2);2021;0.6
3456;"Mobile sources; total";Sulphur dioxide (SO2);2022;0.6
3457;"Mobile sources; total";Sulphur dioxide (SO2);2023;0.7
3458;"Mobile sources; total";NMVOC;1990;202.4
3459;"Mobile sources; total";NMVOC;1995;140.3
3460;"Mobile sources; total";NMVOC;2000;86.0
3461;"Mobile sources; total";NMVOC;2001;79.6
3462;"Mobile sources; total";NMVOC;2002;72.2
3463;"Mobile sources; total";NMVOC;2003;66.5
3464;"Mobile sources; total";NMVOC;2004;60.7
3465;"Mobile sources; total";NMVOC;2005;55.5
3466;"Mobile sources; total";NMVOC;2006;52.8
3467;"Mobile sources; total";NMVOC;2007;49.3
3468;"Mobile sources; total";NMVOC;2008;46.4
3469;"Mobile sources; total";NMVOC;2009;42.3
3470;"Mobile sources; total";NMVOC;2010;40.8
3471;"Mobile sources; total";NMVOC;2011;41.0
3472;"Mobile sources; total";NMVOC;2012;39.4
3473;"Mobile sources; total";NMVOC;2013;38.3
3474;"Mobile sources; total";NMVOC;2014;36.1
3475;"Mobile sources; total";NMVOC;2015;35.3
3476;"Mobile sources; total";NMVOC;2016;35.1
3477;"Mobile sources; total";NMVOC;2017;35.1
3478;"Mobile sources; total";NMVOC;2018;34.8
3479;"Mobile sources; total";NMVOC;2019;33.8
3480;"Mobile sources; total";NMVOC;2020;30.0
3481;"Mobile sources; total";NMVOC;2021;29.5
3482;"Mobile sources; total";NMVOC;2022;28.3
3483;"Mobile sources; total";NMVOC;2023;28.6
3484;"Mobile sources; total";PM2.5 (Particulate matter);1990;25.8
3485;"Mobile sources; total";PM2.5 (Particulate matter);1995;20.9
3486;"Mobile sources; total";PM2.5 (Particulate matter);2000;17.1
3487;"Mobile sources; total";PM2.5 (Particulate matter);2001;16.3
3488;"Mobile sources; total";PM2.5 (Particulate matter);2002;15.1
3489;"Mobile sources; total";PM2.5 (Particulate matter);2003;14.3
3490;"Mobile sources; total";PM2.5 (Particulate matter);2004;13.7
3491;"Mobile sources; total";PM2.5 (Particulate matter);2005;12.9
3492;"Mobile sources; total";PM2.5 (Particulate matter);2006;11.9
3493;"Mobile sources; total";PM2.5 (Particulate matter);2007;10.9
3494;"Mobile sources; total";PM2.5 (Particulate matter);2008;9.4
3495;"Mobile sources; total";PM2.5 (Particulate matter);2009;7.9
3496;"Mobile sources; total";PM2.5 (Particulate matter);2010;7.3
3497;"Mobile sources; total";PM2.5 (Particulate matter);2011;6.8
3498;"Mobile sources; total";PM2.5 (Particulate matter);2012;6.1
3499;"Mobile sources; total";PM2.5 (Particulate matter);2013;5.7
3500;"Mobile sources; total";PM2.5 (Particulate matter);2014;5.4
3501;"Mobile sources; total";PM2.5 (Particulate matter);2015;5.0
3502;"Mobile sources; total";PM2.5 (Particulate matter);2016;4.8
3503;"Mobile sources; total";PM2.5 (Particulate matter);2017;4.5
3504;"Mobile sources; total";PM2.5 (Particulate matter);2018;4.5
3505;"Mobile sources; total";PM2.5 (Particulate matter);2019;4.1
3506;"Mobile sources; total";PM2.5 (Particulate matter);2020;3.8
3507;"Mobile sources; total";PM2.5 (Particulate matter);2021;3.6
3508;"Mobile sources; total";PM2.5 (Particulate matter);2022;3.3
3509;"Mobile sources; total";PM2.5 (Particulate matter);2023;3.2
3510;Transport;Ammonia (NH3);1990;1.0
3511;Transport;Ammonia (NH3);1995;2.5
3512;Transport;Ammonia (NH3);2000;4.4
3513;Transport;Ammonia (NH3);2001;4.9
3514;Transport;Ammonia (NH3);2002;5.2
3515;Transport;Ammonia (NH3);2003;5.3
3516;Transport;Ammonia (NH3);2004;5.3
3517;Transport;Ammonia (NH3);2005;5.0
3518;Transport;Ammonia (NH3);2006;4.9
3519;Transport;Ammonia (NH3);2007;4.6
3520;Transport;Ammonia (NH3);2008;4.3
3521;Transport;Ammonia (NH3);2009;4.1
3522;Transport;Ammonia (NH3);2010;4.0
3523;Transport;Ammonia (NH3);2011;3.9
3524;Transport;Ammonia (NH3);2012;3.7
3525;Transport;Ammonia (NH3);2013;3.6
3526;Transport;Ammonia (NH3);2014;3.5
3527;Transport;Ammonia (NH3);2015;3.6
3528;Transport;Ammonia (NH3);2016;3.6
3529;Transport;Ammonia (NH3);2017;3.8
3530;Transport;Ammonia (NH3);2018;3.9
3531;Transport;Ammonia (NH3);2019;3.9
3532;Transport;Ammonia (NH3);2020;3.4
3533;Transport;Ammonia (NH3);2021;3.4
3534;Transport;Ammonia (NH3);2022;3.4
3535;Transport;Ammonia (NH3);2023;3.8
3536;Transport;Nitrogen oxides (NOx);1990;328.6
3537;Transport;Nitrogen oxides (NOx);1995;264.4
3538;Transport;Nitrogen oxides (NOx);2000;227.0
3539;Transport;Nitrogen oxides (NOx);2001;217.4
3540;Transport;Nitrogen oxides (NOx);2002;213.4
3541;Transport;Nitrogen oxides (NOx);2003;211.7
3542;Transport;Nitrogen oxides (NOx);2004;212.4
3543;Transport;Nitrogen oxides (NOx);2005;204.7
3544;Transport;Nitrogen oxides (NOx);2006;202.9
3545;Transport;Nitrogen oxides (NOx);2007;194.3
3546;Transport;Nitrogen oxides (NOx);2008;184.8
3547;Transport;Nitrogen oxides (NOx);2009;159.5
3548;Transport;Nitrogen oxides (NOx);2010;157.6
3549;Transport;Nitrogen oxides (NOx);2011;157.1
3550;Transport;Nitrogen oxides (NOx);2012;147.8
3551;Transport;Nitrogen oxides (NOx);2013;134.2
3552;Transport;Nitrogen oxides (NOx);2014;120.2
3553;Transport;Nitrogen oxides (NOx);2015;116.9
3554;Transport;Nitrogen oxides (NOx);2016;113.0
3555;Transport;Nitrogen oxides (NOx);2017;113.3
3556;Transport;Nitrogen oxides (NOx);2018;114.6
3557;Transport;Nitrogen oxides (NOx);2019;107.1
3558;Transport;Nitrogen oxides (NOx);2020;85.2
3559;Transport;Nitrogen oxides (NOx);2021;83.1
3560;Transport;Nitrogen oxides (NOx);2022;79.3
3561;Transport;Nitrogen oxides (NOx);2023;77.6
3562;Transport;Sulphur dioxide (SO2);1990;18.2
3563;Transport;Sulphur dioxide (SO2);1995;17.1
3564;Transport;Sulphur dioxide (SO2);2000;5.8
3565;Transport;Sulphur dioxide (SO2);2001;3.0
3566;Transport;Sulphur dioxide (SO2);2002;2.9
3567;Transport;Sulphur dioxide (SO2);2003;2.6
3568;Transport;Sulphur dioxide (SO2);2004;2.8
3569;Transport;Sulphur dioxide (SO2);2005;2.3
3570;Transport;Sulphur dioxide (SO2);2006;2.4
3571;Transport;Sulphur dioxide (SO2);2007;2.4
3572;Transport;Sulphur dioxide (SO2);2008;1.5
3573;Transport;Sulphur dioxide (SO2);2009;1.3
3574;Transport;Sulphur dioxide (SO2);2010;0.9
3575;Transport;Sulphur dioxide (SO2);2011;0.5
3576;Transport;Sulphur dioxide (SO2);2012;0.5
3577;Transport;Sulphur dioxide (SO2);2013;0.4
3578;Transport;Sulphur dioxide (SO2);2014;0.4
3579;Transport;Sulphur dioxide (SO2);2015;0.4
3580;Transport;Sulphur dioxide (SO2);2016;0.5
3581;Transport;Sulphur dioxide (SO2);2017;0.5
3582;Transport;Sulphur dioxide (SO2);2018;0.5
3583;Transport;Sulphur dioxide (SO2);2019;0.5
3584;Transport;Sulphur dioxide (SO2);2020;0.3
3585;Transport;Sulphur dioxide (SO2);2021;0.3
3586;Transport;Sulphur dioxide (SO2);2022;0.4
3587;Transport;Sulphur dioxide (SO2);2023;0.4
3588;Transport;NMVOC;1990;183.0
3589;Transport;NMVOC;1995;122.8
3590;Transport;NMVOC;2000;69.9
3591;Transport;NMVOC;2001;64.1
3592;Transport;NMVOC;2002;57.8
3593;Transport;NMVOC;2003;53.2
3594;Transport;NMVOC;2004;48.2
3595;Transport;NMVOC;2005;43.5
3596;Transport;NMVOC;2006;41.7
3597;Transport;NMVOC;2007;38.9
3598;Transport;NMVOC;2008;36.6
3599;Transport;NMVOC;2009;33.1
3600;Transport;NMVOC;2010;32.1
3601;Transport;NMVOC;2011;32.5
3602;Transport;NMVOC;2012;31.4
3603;Transport;NMVOC;2013;30.5
3604;Transport;NMVOC;2014;28.5
3605;Transport;NMVOC;2015;28.3
3606;Transport;NMVOC;2016;28.4
3607;Transport;NMVOC;2017;29.0
3608;Transport;NMVOC;2018;28.9
3609;Transport;NMVOC;2019;28.3
3610;Transport;NMVOC;2020;24.8
3611;Transport;NMVOC;2021;24.6
3612;Transport;NMVOC;2022;23.8
3613;Transport;NMVOC;2023;24.4
3614;Transport;PM2.5 (Particulate matter);1990;19.3
3615;Transport;PM2.5 (Particulate matter);1995;14.8
3616;Transport;PM2.5 (Particulate matter);2000;11.4
3617;Transport;PM2.5 (Particulate matter);2001;10.7
3618;Transport;PM2.5 (Particulate matter);2002;10.1
3619;Transport;PM2.5 (Particulate matter);2003;9.6
3620;Transport;PM2.5 (Particulate matter);2004;9.3
3621;Transport;PM2.5 (Particulate matter);2005;8.5
3622;Transport;PM2.5 (Particulate matter);2006;7.8
3623;Transport;PM2.5 (Particulate matter);2007;7.0
3624;Transport;PM2.5 (Particulate matter);2008;6.1
3625;Transport;PM2.5 (Particulate matter);2009;5.0
3626;Transport;PM2.5 (Particulate matter);2010;4.6
3627;Transport;PM2.5 (Particulate matter);2011;4.3
3628;Transport;PM2.5 (Particulate matter);2012;3.9
3629;Transport;PM2.5 (Particulate matter);2013;3.5
3630;Transport;PM2.5 (Particulate matter);2014;3.2
3631;Transport;PM2.5 (Particulate matter);2015;3.1
3632;Transport;PM2.5 (Particulate matter);2016;3.0
3633;Transport;PM2.5 (Particulate matter);2017;2.9
3634;Transport;PM2.5 (Particulate matter);2018;2.9
3635;Transport;PM2.5 (Particulate matter);2019;2.7
3636;Transport;PM2.5 (Particulate matter);2020;2.3
3637;Transport;PM2.5 (Particulate matter);2021;2.3
3638;Transport;PM2.5 (Particulate matter);2022;2.2
3639;Transport;PM2.5 (Particulate matter);2023;2.2
3640;"Road transport; total";Ammonia (NH3);1990;0.9
3641;"Road transport; total";Ammonia (NH3);1995;2.4
3642;"Road transport; total";Ammonia (NH3);2000;4.4
3643;"Road transport; total";Ammonia (NH3);2001;4.8
3644;"Road transport; total";Ammonia (NH3);2002;5.1
3645;"Road transport; total";Ammonia (NH3);2003;5.2
3646;"Road transport; total";Ammonia (NH3);2004;5.3
3647;"Road transport; total";Ammonia (NH3);2005;5.0
3648;"Road transport; total";Ammonia (NH3);2006;4.8
3649;"Road transport; total";Ammonia (NH3);2007;4.6
3650;"Road transport; total";Ammonia (NH3);2008;4.3
3651;"Road transport; total";Ammonia (NH3);2009;4.0
3652;"Road transport; total";Ammonia (NH3);2010;3.9
3653;"Road transport; total";Ammonia (NH3);2011;3.9
3654;"Road transport; total";Ammonia (NH3);2012;3.7
3655;"Road transport; total";Ammonia (NH3);2013;3.6
3656;"Road transport; total";Ammonia (NH3);2014;3.5
3657;"Road transport; total";Ammonia (NH3);2015;3.5
3658;"Road transport; total";Ammonia (NH3);2016;3.6
3659;"Road transport; total";Ammonia (NH3);2017;3.7
3660;"Road transport; total";Ammonia (NH3);2018;3.8
3661;"Road transport; total";Ammonia (NH3);2019;3.8
3662;"Road transport; total";Ammonia (NH3);2020;3.3
3663;"Road transport; total";Ammonia (NH3);2021;3.4
3664;"Road transport; total";Ammonia (NH3);2022;3.4
3665;"Road transport; total";Ammonia (NH3);2023;3.8
3666;"Road transport; total";Nitrogen oxides (NOx);1990;294.7
3667;"Road transport; total";Nitrogen oxides (NOx);1995;234.3
3668;"Road transport; total";Nitrogen oxides (NOx);2000;194.4
3669;"Road transport; total";Nitrogen oxides (NOx);2001;185.0
3670;"Road transport; total";Nitrogen oxides (NOx);2002;181.9
3671;"Road transport; total";Nitrogen oxides (NOx);2003;180.5
3672;"Road transport; total";Nitrogen oxides (NOx);2004;179.9
3673;"Road transport; total";Nitrogen oxides (NOx);2005;172.8
3674;"Road transport; total";Nitrogen oxides (NOx);2006;171.0
3675;"Road transport; total";Nitrogen oxides (NOx);2007;162.0
3676;"Road transport; total";Nitrogen oxides (NOx);2008;153.2
3677;"Road transport; total";Nitrogen oxides (NOx);2009;133.4
3678;"Road transport; total";Nitrogen oxides (NOx);2010;129.6
3679;"Road transport; total";Nitrogen oxides (NOx);2011;127.3
3680;"Road transport; total";Nitrogen oxides (NOx);2012;118.2
3681;"Road transport; total";Nitrogen oxides (NOx);2013;106.1
3682;"Road transport; total";Nitrogen oxides (NOx);2014;91.4
3683;"Road transport; total";Nitrogen oxides (NOx);2015;87.5
3684;"Road transport; total";Nitrogen oxides (NOx);2016;83.1
3685;"Road transport; total";Nitrogen oxides (NOx);2017;83.2
3686;"Road transport; total";Nitrogen oxides (NOx);2018;84.2
3687;"Road transport; total";Nitrogen oxides (NOx);2019;77.7
3688;"Road transport; total";Nitrogen oxides (NOx);2020;60.1
3689;"Road transport; total";Nitrogen oxides (NOx);2021;57.4
3690;"Road transport; total";Nitrogen oxides (NOx);2022;53.5
3691;"Road transport; total";Nitrogen oxides (NOx);2023;52.6
3692;"Road transport; total";Sulphur dioxide (SO2);1990;16.0
3693;"Road transport; total";Sulphur dioxide (SO2);1995;15.0
3694;"Road transport; total";Sulphur dioxide (SO2);2000;3.7
3695;"Road transport; total";Sulphur dioxide (SO2);2001;0.8
3696;"Road transport; total";Sulphur dioxide (SO2);2002;0.8
3697;"Road transport; total";Sulphur dioxide (SO2);2003;0.6
3698;"Road transport; total";Sulphur dioxide (SO2);2004;0.6
