ID;OriginDestination;ResidualsProducts;HazardousNonHazardous;Periods;TotalWaste_1;ChemicalWaste_2;MetallicWaste_3;NonMetallicWaste_4;DiscardedMaterials_5;AnimalAndVegetableWaste_6;MixedWaste_7;Sludge_8;MineralWaste_9
8130;36;3;3;1993;3644.0;;;;;;;;
8131;36;3;3;1994;4149.0;;;;;;;;
8132;36;3;3;1995;4490.0;;;;;;;;
8133;36;3;3;1996;5398.0;;;;;;;;
8134;36;3;3;1997;6400.0;;;;;;;;
8135;36;3;3;1998;6511.0;;;;;;;;
8136;36;3;3;1999;6730.0;;;;;;;;
8137;36;3;3;2000;6642.0;;;;;;;;
8138;36;3;3;2001;6975.0;;;;;;;;
8139;36;3;3;2002;7395.0;274.0;1.0;144.0;14.0;1306.0;5330.0;228.0;99.0
8140;36;3;3;2003;7662.0;276.0;0.0;431.0;14.0;1100.0;5477.0;223.0;141.0
8141;36;3;3;2004;7811.0;271.0;0.0;517.0;13.0;625.0;6053.0;237.0;95.0
8142;36;3;3;2005;8682.0;296.0;0.0;943.0;10.0;964.0;5764.0;129.0;575.0
8143;36;3;3;2006;8259.0;385.0;0.0;640.0;9.0;1018.0;5814.0;175.0;219.0
8144;36;3;3;2007;9348.0;567.0;0.0;580.0;8.0;873.0;6390.0;194.0;737.0
8145;36;3;3;2008;9348.0;571.0;0.0;553.0;6.0;825.0;6552.0;124.0;717.0
8146;36;3;3;2009;8841.0;580.0;1.0;1008.0;22.0;822.0;6220.0;145.0;43.0
8147;36;3;3;2010;9202.0;589.0;1.0;1082.0;32.0;1083.0;6181.0;197.0;37.0
8148;36;3;1;1990;;;;;;;;;
8149;36;3;1;1991;;;;;;;;;
8150;36;3;1;1992;;;;;;;;;
8151;36;3;1;1993;;;;;;;;;
8152;36;3;1;1994;;;;;;;;;
8153;36;3;1;1995;;;;;;;;;
8154;36;3;1;1996;;;;;;;;;
8155;36;3;1;1997;;;;;;;;;
8156;36;3;1;1998;;;;;;;;;
8157;36;3;1;1999;;;;;;;;;
8158;36;3;1;2000;;;;;;;;;
8159;36;3;1;2001;;;;;;;;;
8160;36;3;1;2002;227.0;188.0;0.0;4.0;5.0;0.0;0.0;0.0;30.0
8161;36;3;1;2003;249.0;188.0;0.0;3.0;5.0;0.0;3.0;0.0;51.0
8162;36;3;1;2004;226.0;196.0;0.0;3.0;4.0;0.0;1.0;0.0;22.0
8163;36;3;1;2005;310.0;285.0;0.0;3.0;5.0;0.0;0.0;0.0;18.0
8164;36;3;1;2006;460.0;369.0;0.0;4.0;2.0;0.0;2.0;0.0;83.0
8165;36;3;1;2007;1118.0;519.0;0.0;0.0;1.0;0.0;2.0;0.0;596.0
8166;36;3;1;2008;1140.0;527.0;0.0;0.0;1.0;0.0;2.0;0.0;611.0
8167;36;3;1;2009;;;;;;;;;
8168;36;3;1;2010;;;;;;;;;
8169;36;3;2;1990;;;;;;;;;
8170;36;3;2;1991;;;;;;;;;
8171;36;3;2;1992;;;;;;;;;
8172;36;3;2;1993;;;;;;;;;
8173;36;3;2;1994;;;;;;;;;
8174;36;3;2;1995;;;;;;;;;
8175;36;3;2;1996;;;;;;;;;
8176;36;3;2;1997;;;;;;;;;
8177;36;3;2;1998;;;;;;;;;
8178;36;3;2;1999;;;;;;;;;
8179;36;3;2;2000;;;;;;;;;
8180;36;3;2;2001;;;;;;;;;
8181;36;3;2;2002;7168.0;86.0;1.0;140.0;9.0;1306.0;5330.0;228.0;69.0
8182;36;3;2;2003;7414.0;88.0;0.0;428.0;10.0;1100.0;5475.0;223.0;90.0
8183;36;3;2;2004;7585.0;75.0;0.0;514.0;9.0;625.0;6052.0;237.0;73.0
8184;36;3;2;2005;8371.0;11.0;0.0;941.0;6.0;964.0;5764.0;129.0;557.0
8185;36;3;2;2006;7799.0;16.0;0.0;636.0;6.0;1018.0;5812.0;175.0;135.0
8186;36;3;2;2007;8230.0;48.0;0.0;580.0;7.0;873.0;6388.0;194.0;141.0
8187;36;3;2;2008;8208.0;44.0;0.0;553.0;5.0;825.0;6550.0;124.0;106.0
8188;36;3;2;2009;;;;;;;;;
8189;36;3;2;2010;;;;;;;;;
8190;36;1;3;1990;;;;;;;;;
8191;36;1;3;1991;;;;;;;;;
8192;36;1;3;1992;;;;;;;;;
8193;36;1;3;1993;;;;;;;;;
8194;36;1;3;1994;;;;;;;;;
8195;36;1;3;1995;;;;;;;;;
8196;36;1;3;1996;;;;;;;;;
8197;36;1;3;1997;;;;;;;;;
8198;36;1;3;1998;;;;;;;;;
8199;36;1;3;1999;;;;;;;;;
8200;36;1;3;2000;;;;;;;;;
8201;36;1;3;2001;;;;;;;;;
8202;36;1;3;2002;6581.0;269.0;1.0;118.0;14.0;523.0;5330.0;228.0;99.0
8203;36;1;3;2003;6756.0;276.0;0.0;341.0;14.0;284.0;5477.0;223.0;141.0
8204;36;1;3;2004;7374.0;260.0;0.0;467.0;13.0;249.0;6053.0;237.0;95.0
8205;36;1;3;2005;7567.0;296.0;0.0;569.0;10.0;224.0;5762.0;129.0;575.0
8206;36;1;3;2006;7077.0;329.0;0.0;309.0;8.0;231.0;5805.0;175.0;219.0
8207;36;1;3;2007;8296.0;530.0;0.0;238.0;8.0;201.0;6388.0;194.0;737.0
8208;36;1;3;2008;8382.0;552.0;0.0;243.0;6.0;196.0;6544.0;124.0;717.0
8209;36;1;3;2009;;;;;;;;;
8210;36;1;3;2010;;;;;;;;;
8211;36;1;1;1990;;;;;;;;;
8212;36;1;1;1991;;;;;;;;;
8213;36;1;1;1992;;;;;;;;;
8214;36;1;1;1993;;;;;;;;;
8215;36;1;1;1994;;;;;;;;;
8216;36;1;1;1995;;;;;;;;;
8217;36;1;1;1996;;;;;;;;;
8218;36;1;1;1997;;;;;;;;;
8219;36;1;1;1998;;;;;;;;;
8220;36;1;1;1999;;;;;;;;;
8221;36;1;1;2000;;;;;;;;;
8222;36;1;1;2001;;;;;;;;;
8223;36;1;1;2002;222.0;183.0;0.0;4.0;5.0;0.0;0.0;0.0;30.0
8224;36;1;1;2003;249.0;188.0;0.0;3.0;5.0;0.0;3.0;0.0;51.0
8225;36;1;1;2004;216.0;186.0;0.0;3.0;4.0;0.0;1.0;0.0;22.0
8226;36;1;1;2005;310.0;284.0;0.0;3.0;5.0;0.0;0.0;0.0;18.0
8227;36;1;1;2006;404.0;314.0;0.0;4.0;2.0;0.0;2.0;0.0;83.0
8228;36;1;1;2007;1081.0;482.0;0.0;0.0;1.0;0.0;2.0;0.0;596.0
8229;36;1;1;2008;1121.0;508.0;0.0;0.0;1.0;0.0;2.0;0.0;611.0
8230;36;1;1;2009;;;;;;;;;
8231;36;1;1;2010;;;;;;;;;
8232;36;1;2;1990;;;;;;;;;
8233;36;1;2;1991;;;;;;;;;
8234;36;1;2;1992;;;;;;;;;
8235;36;1;2;1993;;;;;;;;;
8236;36;1;2;1994;;;;;;;;;
8237;36;1;2;1995;;;;;;;;;
8238;36;1;2;1996;;;;;;;;;
8239;36;1;2;1997;;;;;;;;;
8240;36;1;2;1998;;;;;;;;;
8241;36;1;2;1999;;;;;;;;;
8242;36;1;2;2000;;;;;;;;;
8243;36;1;2;2001;;;;;;;;;
8244;36;1;2;2002;6359.0;86.0;1.0;114.0;9.0;523.0;5330.0;228.0;69.0
8245;36;1;2;2003;6508.0;88.0;0.0;338.0;10.0;284.0;5475.0;223.0;90.0
8246;36;1;2;2004;7158.0;75.0;0.0;464.0;9.0;249.0;6052.0;237.0;73.0
8247;36;1;2;2005;7257.0;11.0;0.0;567.0;6.0;224.0;5762.0;129.0;557.0
8248;36;1;2;2006;6673.0;16.0;0.0;305.0;6.0;231.0;5804.0;175.0;135.0
8249;36;1;2;2007;7215.0;48.0;0.0;238.0;7.0;201.0;6386.0;194.0;141.0
8250;36;1;2;2008;7261.0;44.0;0.0;243.0;5.0;196.0;6542.0;124.0;106.0
8251;36;1;2;2009;;;;;;;;;
8252;36;1;2;2010;;;;;;;;;
8253;36;2;3;1990;;;;;;;;;
8254;36;2;3;1991;;;;;;;;;
8255;36;2;3;1992;;;;;;;;;
8256;36;2;3;1993;;;;;;;;;
8257;36;2;3;1994;;;;;;;;;
8258;36;2;3;1995;;;;;;;;;
8259;36;2;3;1996;;;;;;;;;
8260;36;2;3;1997;;;;;;;;;
8261;36;2;3;1998;;;;;;;;;
8262;36;2;3;1999;;;;;;;;;
8263;36;2;3;2000;;;;;;;;;
8264;36;2;3;2001;;;;;;;;;
8265;36;2;3;2002;815.0;5.0;0.0;27.0;0.0;783.0;0.0;0.0;0.0
8266;36;2;3;2003;906.0;0.0;0.0;90.0;0.0;816.0;0.0;0.0;0.0
8267;36;2;3;2004;437.0;10.0;0.0;50.0;0.0;377.0;0.0;0.0;0.0
8268;36;2;3;2005;1115.0;0.0;0.0;374.0;0.0;739.0;2.0;0.0;0.0
8269;36;2;3;2006;1182.0;55.0;0.0;332.0;0.0;787.0;8.0;0.0;0.0
8270;36;2;3;2007;1052.0;37.0;0.0;342.0;0.0;671.0;2.0;0.0;0.0
8271;36;2;3;2008;966.0;19.0;0.0;310.0;0.0;629.0;8.0;0.0;0.0
8272;36;2;3;2009;;;;;;;;;
8273;36;2;3;2010;;;;;;;;;
8274;36;2;1;1990;;;;;;;;;
8275;36;2;1;1991;;;;;;;;;
8276;36;2;1;1992;;;;;;;;;
8277;36;2;1;1993;;;;;;;;;
8278;36;2;1;1994;;;;;;;;;
8279;36;2;1;1995;;;;;;;;;
8280;36;2;1;1996;;;;;;;;;
8281;36;2;1;1997;;;;;;;;;
8282;36;2;1;1998;;;;;;;;;
8283;36;2;1;1999;;;;;;;;;
8284;36;2;1;2000;;;;;;;;;
8285;36;2;1;2001;;;;;;;;;
8286;36;2;1;2002;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8287;36;2;1;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8288;36;2;1;2004;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8289;36;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8290;36;2;1;2006;55.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8291;36;2;1;2007;37.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8292;36;2;1;2008;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8293;36;2;1;2009;;;;;;;;;
8294;36;2;1;2010;;;;;;;;;
8295;36;2;2;1990;;;;;;;;;
8296;36;2;2;1991;;;;;;;;;
8297;36;2;2;1992;;;;;;;;;
8298;36;2;2;1993;;;;;;;;;
8299;36;2;2;1994;;;;;;;;;
8300;36;2;2;1995;;;;;;;;;
8301;36;2;2;1996;;;;;;;;;
8302;36;2;2;1997;;;;;;;;;
8303;36;2;2;1998;;;;;;;;;
8304;36;2;2;1999;;;;;;;;;
8305;36;2;2;2000;;;;;;;;;
8306;36;2;2;2001;;;;;;;;;
8307;36;2;2;2002;810.0;0.0;0.0;27.0;0.0;783.0;0.0;0.0;0.0
8308;36;2;2;2003;906.0;0.0;0.0;90.0;0.0;816.0;0.0;0.0;0.0
8309;36;2;2;2004;427.0;0.0;0.0;50.0;0.0;377.0;0.0;0.0;0.0
8310;36;2;2;2005;1115.0;0.0;0.0;374.0;0.0;739.0;2.0;0.0;0.0
8311;36;2;2;2006;1127.0;0.0;0.0;332.0;0.0;787.0;8.0;0.0;0.0
8312;36;2;2;2007;1015.0;0.0;0.0;342.0;0.0;671.0;2.0;0.0;0.0
8313;36;2;2;2008;947.0;0.0;0.0;310.0;0.0;629.0;8.0;0.0;0.0
8314;36;2;2;2009;;;;;;;;;
8315;36;2;2;2010;;;;;;;;;
8316;37;3;3;1990;14982.0;;;;;;;;
8317;37;3;3;1991;12963.0;;;;;;;;
8318;37;3;3;1992;12251.0;;;;;;;;
8319;37;3;3;1993;11990.0;;;;;;;;
8320;37;3;3;1994;9927.0;;;;;;;;
8321;37;3;3;1995;9209.0;;;;;;;;
8322;37;3;3;1996;7768.0;;;;;;;;
8323;37;3;3;1997;6934.0;;;;;;;;
8324;37;3;3;1998;6549.0;;;;;;;;
8325;37;3;3;1999;6360.0;;;;;;;;
8326;37;3;3;2000;4907.0;;;;;;;;
8327;37;3;3;2001;4569.0;;;;;;;;
8328;37;3;3;2002;3979.0;59.0;2.0;28.0;47.0;89.0;1921.0;63.0;1770.0
8329;37;3;3;2003;2756.0;44.0;0.0;22.0;47.0;168.0;1176.0;59.0;1240.0
8330;37;3;3;2004;1836.0;54.0;0.0;17.0;47.0;12.0;639.0;37.0;1031.0
8331;37;3;3;2005;2137.0;49.0;0.0;16.0;43.0;9.0;860.0;32.0;1129.0
8332;37;3;3;2006;3205.0;79.0;0.0;23.0;39.0;22.0;1398.0;25.0;1620.0
8333;37;3;3;2007;2617.0;266.0;6.0;23.0;36.0;27.0;1328.0;9.0;921.0
8334;37;3;3;2008;2147.0;317.0;3.0;20.0;35.0;29.0;728.0;3.0;1011.0
8335;37;3;3;2009;1816.0;275.0;3.0;36.0;46.0;72.0;431.0;5.0;947.0
8336;37;3;3;2010;1527.0;316.0;1.0;29.0;17.0;50.0;354.0;7.0;753.0
8337;37;3;1;1990;;;;;;;;;
8338;37;3;1;1991;;;;;;;;;
8339;37;3;1;1992;;;;;;;;;
8340;37;3;1;1993;;;;;;;;;
8341;37;3;1;1994;;;;;;;;;
8342;37;3;1;1995;;;;;;;;;
8343;37;3;1;1996;;;;;;;;;
8344;37;3;1;1997;;;;;;;;;
8345;37;3;1;1998;;;;;;;;;
8346;37;3;1;1999;;;;;;;;;
8347;37;3;1;2000;;;;;;;;;
8348;37;3;1;2001;;;;;;;;;
8349;37;3;1;2002;487.0;19.0;0.0;4.0;37.0;0.0;51.0;0.0;377.0
8350;37;3;1;2003;430.0;19.0;0.0;0.0;37.0;0.0;56.0;0.0;318.0
8351;37;3;1;2004;384.0;14.0;0.0;0.0;37.0;0.0;31.0;0.0;301.0
8352;37;3;1;2005;873.0;20.0;0.0;0.0;37.0;0.0;2.0;0.0;814.0
8353;37;3;1;2006;603.0;28.0;0.0;9.0;34.0;0.0;131.0;0.0;402.0
8354;37;3;1;2007;964.0;209.0;0.0;0.0;29.0;0.0;101.0;0.0;624.0
8355;37;3;1;2008;1010.0;221.0;0.0;0.0;30.0;0.0;95.0;0.0;664.0
8356;37;3;1;2009;;;;;;;;;
8357;37;3;1;2010;;;;;;;;;
8358;37;3;2;1990;;;;;;;;;
8359;37;3;2;1991;;;;;;;;;
8360;37;3;2;1992;;;;;;;;;
8361;37;3;2;1993;;;;;;;;;
8362;37;3;2;1994;;;;;;;;;
8363;37;3;2;1995;;;;;;;;;
8364;37;3;2;1996;;;;;;;;;
8365;37;3;2;1997;;;;;;;;;
8366;37;3;2;1998;;;;;;;;;
8367;37;3;2;1999;;;;;;;;;
8368;37;3;2;2000;;;;;;;;;
8369;37;3;2;2001;;;;;;;;;
8370;37;3;2;2002;3491.0;40.0;2.0;24.0;9.0;89.0;1870.0;63.0;1394.0
8371;37;3;2;2003;2326.0;25.0;0.0;22.0;10.0;168.0;1120.0;59.0;922.0
8372;37;3;2;2004;1452.0;40.0;0.0;17.0;9.0;12.0;608.0;37.0;730.0
8373;37;3;2;2005;1264.0;29.0;0.0;15.0;6.0;9.0;857.0;32.0;315.0
8374;37;3;2;2006;2602.0;51.0;0.0;14.0;5.0;22.0;1267.0;25.0;1218.0
8375;37;3;2;2007;1653.0;57.0;6.0;23.0;7.0;27.0;1227.0;9.0;297.0
8376;37;3;2;2008;1137.0;96.0;3.0;20.0;5.0;29.0;633.0;3.0;347.0
8377;37;3;2;2009;;;;;;;;;
8378;37;3;2;2010;;;;;;;;;
8379;37;1;3;1990;;;;;;;;;
8380;37;1;3;1991;;;;;;;;;
8381;37;1;3;1992;;;;;;;;;
8382;37;1;3;1993;;;;;;;;;
8383;37;1;3;1994;;;;;;;;;
8384;37;1;3;1995;;;;;;;;;
8385;37;1;3;1996;;;;;;;;;
8386;37;1;3;1997;;;;;;;;;
8387;37;1;3;1998;;;;;;;;;
8388;37;1;3;1999;;;;;;;;;
8389;37;1;3;2000;;;;;;;;;
8390;37;1;3;2001;;;;;;;;;
8391;37;1;3;2002;3979.0;59.0;2.0;28.0;47.0;89.0;1921.0;63.0;1770.0
8392;37;1;3;2003;2756.0;44.0;0.0;22.0;47.0;168.0;1176.0;59.0;1240.0
8393;37;1;3;2004;1836.0;54.0;0.0;17.0;47.0;12.0;639.0;37.0;1031.0
8394;37;1;3;2005;2137.0;49.0;0.0;16.0;43.0;9.0;860.0;32.0;1129.0
8395;37;1;3;2006;3205.0;79.0;0.0;23.0;39.0;22.0;1398.0;25.0;1620.0
8396;37;1;3;2007;2617.0;266.0;6.0;23.0;36.0;27.0;1328.0;9.0;921.0
8397;37;1;3;2008;2147.0;317.0;3.0;20.0;35.0;29.0;728.0;3.0;1011.0
8398;37;1;3;2009;;;;;;;;;
8399;37;1;3;2010;;;;;;;;;
8400;37;1;1;1990;;;;;;;;;
8401;37;1;1;1991;;;;;;;;;
8402;37;1;1;1992;;;;;;;;;
8403;37;1;1;1993;;;;;;;;;
8404;37;1;1;1994;;;;;;;;;
8405;37;1;1;1995;;;;;;;;;
8406;37;1;1;1996;;;;;;;;;
8407;37;1;1;1997;;;;;;;;;
8408;37;1;1;1998;;;;;;;;;
8409;37;1;1;1999;;;;;;;;;
8410;37;1;1;2000;;;;;;;;;
8411;37;1;1;2001;;;;;;;;;
8412;37;1;1;2002;487.0;19.0;0.0;4.0;37.0;0.0;51.0;0.0;377.0
8413;37;1;1;2003;430.0;19.0;0.0;0.0;37.0;0.0;56.0;0.0;318.0
8414;37;1;1;2004;384.0;14.0;0.0;0.0;37.0;0.0;31.0;0.0;301.0
8415;37;1;1;2005;873.0;20.0;0.0;0.0;37.0;0.0;2.0;0.0;814.0
8416;37;1;1;2006;603.0;28.0;0.0;9.0;34.0;0.0;131.0;0.0;402.0
8417;37;1;1;2007;964.0;209.0;0.0;0.0;29.0;0.0;101.0;0.0;624.0
8418;37;1;1;2008;1010.0;221.0;0.0;0.0;30.0;0.0;95.0;0.0;664.0
8419;37;1;1;2009;;;;;;;;;
8420;37;1;1;2010;;;;;;;;;
8421;37;1;2;1990;;;;;;;;;
8422;37;1;2;1991;;;;;;;;;
8423;37;1;2;1992;;;;;;;;;
8424;37;1;2;1993;;;;;;;;;
8425;37;1;2;1994;;;;;;;;;
8426;37;1;2;1995;;;;;;;;;
8427;37;1;2;1996;;;;;;;;;
8428;37;1;2;1997;;;;;;;;;
8429;37;1;2;1998;;;;;;;;;
8430;37;1;2;1999;;;;;;;;;
8431;37;1;2;2000;;;;;;;;;
8432;37;1;2;2001;;;;;;;;;
8433;37;1;2;2002;3491.0;40.0;2.0;24.0;9.0;89.0;1870.0;63.0;1394.0
8434;37;1;2;2003;2326.0;25.0;0.0;22.0;10.0;168.0;1120.0;59.0;922.0
8435;37;1;2;2004;1452.0;40.0;0.0;17.0;9.0;12.0;608.0;37.0;730.0
8436;37;1;2;2005;1264.0;29.0;0.0;15.0;6.0;9.0;857.0;32.0;315.0
8437;37;1;2;2006;2602.0;51.0;0.0;14.0;5.0;22.0;1267.0;25.0;1218.0
8438;37;1;2;2007;1653.0;57.0;6.0;23.0;7.0;27.0;1227.0;9.0;297.0
8439;37;1;2;2008;1137.0;96.0;3.0;20.0;5.0;29.0;633.0;3.0;347.0
8440;37;1;2;2009;;;;;;;;;
8441;37;1;2;2010;;;;;;;;;
8442;37;2;3;1990;;;;;;;;;
8443;37;2;3;1991;;;;;;;;;
8444;37;2;3;1992;;;;;;;;;
8445;37;2;3;1993;;;;;;;;;
8446;37;2;3;1994;;;;;;;;;
8447;37;2;3;1995;;;;;;;;;
8448;37;2;3;1996;;;;;;;;;
8449;37;2;3;1997;;;;;;;;;
8450;37;2;3;1998;;;;;;;;;
8451;37;2;3;1999;;;;;;;;;
8452;37;2;3;2000;;;;;;;;;
8453;37;2;3;2001;;;;;;;;;
8454;37;2;3;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8455;37;2;3;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8456;37;2;3;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8457;37;2;3;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8458;37;2;3;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8459;37;2;3;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8460;37;2;3;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8461;37;2;3;2009;;;;;;;;;
8462;37;2;3;2010;;;;;;;;;
8463;37;2;1;1990;;;;;;;;;
8464;37;2;1;1991;;;;;;;;;
8465;37;2;1;1992;;;;;;;;;
8466;37;2;1;1993;;;;;;;;;
8467;37;2;1;1994;;;;;;;;;
8468;37;2;1;1995;;;;;;;;;
8469;37;2;1;1996;;;;;;;;;
8470;37;2;1;1997;;;;;;;;;
8471;37;2;1;1998;;;;;;;;;
8472;37;2;1;1999;;;;;;;;;
8473;37;2;1;2000;;;;;;;;;
8474;37;2;1;2001;;;;;;;;;
8475;37;2;1;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8476;37;2;1;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8477;37;2;1;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8478;37;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8479;37;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8480;37;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8481;37;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8482;37;2;1;2009;;;;;;;;;
8483;37;2;1;2010;;;;;;;;;
8484;37;2;2;1990;;;;;;;;;
8485;37;2;2;1991;;;;;;;;;
8486;37;2;2;1992;;;;;;;;;
8487;37;2;2;1993;;;;;;;;;
8488;37;2;2;1994;;;;;;;;;
8489;37;2;2;1995;;;;;;;;;
8490;37;2;2;1996;;;;;;;;;
8491;37;2;2;1997;;;;;;;;;
8492;37;2;2;1998;;;;;;;;;
8493;37;2;2;1999;;;;;;;;;
8494;37;2;2;2000;;;;;;;;;
8495;37;2;2;2001;;;;;;;;;
8496;37;2;2;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8497;37;2;2;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8498;37;2;2;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8499;37;2;2;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8500;37;2;2;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8501;37;2;2;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8502;37;2;2;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8503;37;2;2;2009;;;;;;;;;
8504;37;2;2;2010;;;;;;;;;
8505;Total to abroad;3;3;1990;3793.0;;;;;;;;
8506;Total to abroad;3;3;1991;3986.0;;;;;;;;
8507;Total to abroad;3;3;1992;4191.0;;;;;;;;
8508;Total to abroad;3;3;1993;4407.0;;;;;;;;
8509;Total to abroad;3;3;1994;4660.0;;;;;;;;
8510;Total to abroad;3;3;1995;4941.0;;;;;;;;
8511;Total to abroad;3;3;1996;5235.0;;;;;;;;
8512;Total to abroad;3;3;1997;5768.0;;;;;;;;
8513;Total to abroad;3;3;1998;5707.0;;;;;;;;
8514;Total to abroad;3;3;1999;6095.0;;;;;;;;
8515;Total to abroad;3;3;2000;6754.0;;;;;;;;
8516;Total to abroad;3;3;2001;7894.0;;;;;;;;
8517;Total to abroad;3;3;2002;11169.0;532.0;1025.0;2668.0;41.0;4554.0;873.0;144.0;1332.0
8518;Total to abroad;3;3;2003;11841.0;629.0;1564.0;2991.0;46.0;4005.0;785.0;121.0;1701.0
8519;Total to abroad;3;3;2004;14338.0;516.0;1734.0;3922.0;57.0;5343.0;372.0;90.0;2305.0
8520;Total to abroad;3;3;2005;12428.0;474.0;1072.0;4089.0;52.0;5490.0;253.0;211.0;786.0
8521;Total to abroad;3;3;2006;13498.0;489.0;1799.0;4085.0;90.0;5219.0;241.0;246.0;1329.0
8522;Total to abroad;3;3;2007;13144.0;474.0;1728.0;4060.0;89.0;4922.0;518.0;278.0;1075.0
8523;Total to abroad;3;3;2008;13930.0;472.0;1550.0;4097.0;64.0;5742.0;630.0;329.0;1045.0
8524;Total to abroad;3;3;2009;10550.0;391.0;938.0;3126.0;36.0;4962.0;220.0;288.0;588.0
8525;Total to abroad;3;3;2010;11902.0;446.0;1083.0;3768.0;44.0;5544.0;249.0;224.0;543.0
8526;Total to abroad;3;1;1990;;;;;;;;;
8527;Total to abroad;3;1;1991;;;;;;;;;
8528;Total to abroad;3;1;1992;;;;;;;;;
8529;Total to abroad;3;1;1993;;;;;;;;;
8530;Total to abroad;3;1;1994;;;;;;;;;
8531;Total to abroad;3;1;1995;;;;;;;;;
8532;Total to abroad;3;1;1996;;;;;;;;;
8533;Total to abroad;3;1;1997;;;;;;;;;
8534;Total to abroad;3;1;1998;;;;;;;;;
8535;Total to abroad;3;1;1999;;;;;;;;;
8536;Total to abroad;3;1;2000;;;;;;;;;
8537;Total to abroad;3;1;2001;;;;;;;;;
8538;Total to abroad;3;1;2002;636.0;524.0;0.0;23.0;38.0;0.0;23.0;0.0;27.0
8539;Total to abroad;3;1;2003;784.0;618.0;0.0;25.0;40.0;0.0;9.0;0.0;91.0
8540;Total to abroad;3;1;2004;588.0;515.0;3.0;10.0;46.0;0.0;5.0;0.0;8.0
8541;Total to abroad;3;1;2005;665.0;470.0;0.0;42.0;48.0;0.0;5.0;0.0;100.0
8542;Total to abroad;3;1;2006;687.0;458.0;6.0;0.0;56.0;0.0;0.0;0.0;165.0
8543;Total to abroad;3;1;2007;756.0;450.0;5.0;25.0;51.0;0.0;12.0;0.0;213.0
8544;Total to abroad;3;1;2008;716.0;437.0;4.0;23.0;49.0;0.0;7.0;0.0;197.0
8545;Total to abroad;3;1;2009;;;;;;;;;
8546;Total to abroad;3;1;2010;;;;;;;;;
8547;Total to abroad;3;2;1990;;;;;;;;;
8548;Total to abroad;3;2;1991;;;;;;;;;
8549;Total to abroad;3;2;1992;;;;;;;;;
8550;Total to abroad;3;2;1993;;;;;;;;;
8551;Total to abroad;3;2;1994;;;;;;;;;
8552;Total to abroad;3;2;1995;;;;;;;;;
8553;Total to abroad;3;2;1996;;;;;;;;;
8554;Total to abroad;3;2;1997;;;;;;;;;
8555;Total to abroad;3;2;1998;;;;;;;;;
8556;Total to abroad;3;2;1999;;;;;;;;;
8557;Total to abroad;3;2;2000;;;;;;;;;
8558;Total to abroad;3;2;2001;;;;;;;;;
8559;Total to abroad;3;2;2002;10533.0;8.0;1025.0;2644.0;3.0;4554.0;850.0;144.0;1305.0
8560;Total to abroad;3;2;2003;11058.0;11.0;1563.0;2966.0;6.0;4005.0;776.0;121.0;1610.0
8561;Total to abroad;3;2;2004;13750.0;1.0;1731.0;3912.0;10.0;5343.0;367.0;90.0;2297.0
8562;Total to abroad;3;2;2005;11764.0;4.0;1072.0;4047.0;4.0;5490.0;249.0;211.0;687.0
8563;Total to abroad;3;2;2006;12811.0;31.0;1792.0;4085.0;34.0;5219.0;240.0;246.0;1164.0
