ID;PersonalCharacteristics;Periods;OnceAWeekOrMore_1;TwiceAMonth_2;OnceAMonth_3;LessThanOnceAMonth_4;HardlyEver_5;EveningsAtHomePerWeek1529Yrs_6;OnceAWeekOrMore_7;OnceInAFortnight_8;LessThanOnceInAFortnight_9;Never_10;OnceAWeekOrMore_11;TwiceAMonth_12;OnceAMonth_13;LessThanOnceAMonth_14;HardlyEver_15;Yes_16;Sometimes_17;No_18;Yes_19;Sometimes_20;No_21;Yes_22;Sometimes_23;No_24;Yes_25;Sometimes_26;No_27;Yes_28;Sometimes_29;No_30;Yes_31;Sometimes_32;No_33;HaveEnoughGirlFriends1217Yrs_34;SometimesBulliedAtSchoolTheStreet_35;OftenBullied_36;NotOften_37;OftenFeelsLonely1217Yrs_38;ExtremelyPleased_39;VeryPleased_40;Pleased_41;RatherPleased_42;NotSoPleased_43;VeryHappy_44;Happy_45;NotHappyNotUnhappy_46;NotVeryHappy_47;Unhappy_48;ExtremelyPleased_49;VeryPleased_50;Pleased_51;RatherPleased_52;NotSoPleased_53;PleasedWithPartner_54;PleasedWithFamily_55;PleasedWithFinancialSituation_56;PleasedWithEducation_57;PleasedWithSociety_58;TotalParticipantsVolunteerWork_59;OrganisedVolunteerWork_60;YouthWork_61;School_62;CareNursing_63;SportsClub_64;HobbyClub_65;CulturalSociety_66;ReligiousPhilosophicalOrganisation_67;LabourOrganisation_68;PoliticalOrganisation_69;OtherOrganisations_70;VolunteerAid_71;Always_72;Usually_73;Sometimes_74;HardlyEver_75;Never_76;More_77;AlrightAsItIs_78;Less_79;Not_80;NotApplicable_81;More_82;AlrightAsItIs_83;Less_84;Not_85;NotApplicable_86;More_87;AlrightAsItIs_88;Less_89;Not_90;NotApplicable_91;NoDenomination_92;RomanCatholic_93;ProtestantChurchOfTheNetherlands_94;DutchReformed_95;Calvinist_96;OtherDenominations_97;OnceAWeekOrMore_98;TwiceOrThreeTimesAMonth_99;OnceAMonth_100;LessThanOnceAMonth_101;HardlyEver_102
241;0-14 yrs;1998;68.0;16.0;10.0;3.0;2.0;;;;;;98.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;72.0;6.0;1.0;0.0;11.0;38.0;48.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0;26.0;;11.0;7.0;14.0;16.0;5.0;6.0;7.0;66.0
242;0-14 yrs;1999;71.0;16.0;8.0;4.0;2.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;74.0;4.0;0.0;0.0;11.0;39.0;46.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;26.0;;9.0;7.0;12.0;14.0;5.0;5.0;7.0;69.0
243;0-14 yrs;2000;71.0;17.0;7.0;3.0;2.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;72.0;5.0;1.0;0.0;12.0;39.0;45.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;8.0;7.0;12.0;13.0;5.0;6.0;7.0;69.0
244;0-14 yrs;2001;75.0;14.0;7.0;4.0;1.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;95.0;18.0;2.0;16.0;4.0;;;;;;24.0;71.0;5.0;0.0;0.0;10.0;42.0;44.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;27.0;;9.0;7.0;12.0;13.0;5.0;5.0;9.0;68.0
245;0-14 yrs;2002;78.0;13.0;6.0;2.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;69.0;6.0;1.0;0.0;11.0;41.0;44.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;26.0;;8.0;8.0;13.0;15.0;5.0;5.0;9.0;67.0
246;0-14 yrs;2003;75.0;14.0;7.0;3.0;2.0;;;;;;98.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;95.0;20.0;2.0;18.0;6.0;;;;;;25.0;68.0;6.0;1.0;0.0;11.0;40.0;45.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;26.0;;10.0;6.0;13.0;13.0;5.0;5.0;8.0;69.0
247;0-14 yrs;2004;76.0;14.0;6.0;3.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;69.0;4.0;1.0;0.0;11.0;43.0;43.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;24.0;2.0;6.0;7.0;15.0;12.0;4.0;4.0;8.0;71.0
248;0-14 yrs;2005;79.0;10.0;8.0;2.0;1.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;67.0;6.0;0.0;0.0;10.0;41.0;44.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;25.0;5.0;7.0;4.0;16.0;15.0;4.0;3.0;10.0;69.0
249;0-14 yrs;2006;78.0;12.0;7.0;2.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;68.0;4.0;0.0;0.0;13.0;42.0;42.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;28.0;3.0;5.0;4.0;16.0;14.0;2.0;3.0;9.0;72.0
250;0-14 yrs;2007;81.0;11.0;6.0;1.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;66.0;6.0;0.0;0.0;13.0;40.0;43.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;23.0;4.0;6.0;4.0;17.0;12.0;4.0;4.0;8.0;72.0
251;0-14 yrs;2008;78.0;9.0;8.0;3.0;2.0;;;;;;98.0;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;69.0;2.0;1.0;0.0;13.0;43.0;42.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;0-14 yrs;2009;76.0;12.0;7.0;4.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;65.0;4.0;0.0;;17.0;41.0;38.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;0-14 yrs;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;0-14 yrs;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;15-19 yrs;1997;67.0;16.0;9.0;5.0;3.0;4.0;63.0;11.0;14.0;12.0;97.0;2.0;0.0;0.0;0.0;93.0;6.0;1.0;1.0;12.0;87.0;97.0;2.0;1.0;91.0;9.0;0.0;92.0;4.0;4.0;16.0;21.0;62.0;;;;;;22.0;45.0;29.0;4.0;0.0;21.0;72.0;5.0;1.0;0.0;9.0;38.0;45.0;6.0;2.0;;;;;;58.0;47.0;8.0;6.0;5.0;19.0;3.0;7.0;5.0;2.0;0.0;10.0;18.0;;;;;;;;;;;;;;;;;;;;;45.0;26.0;;10.0;8.0;11.0;11.0;4.0;4.0;9.0;72.0
256;15-19 yrs;1998;67.0;16.0;11.0;4.0;2.0;;54.0;12.0;21.0;13.0;98.0;1.0;0.0;0.0;0.0;95.0;4.0;1.0;1.0;10.0;90.0;99.0;1.0;0.0;91.0;8.0;1.0;89.0;5.0;6.0;14.0;17.0;69.0;;;;;;21.0;48.0;26.0;5.0;1.0;22.0;72.0;6.0;1.0;0.0;10.0;39.0;44.0;6.0;2.0;;8.0;8.0;8.0;7.0;59.0;45.0;8.0;9.0;5.0;20.0;4.0;1.0;4.0;0.0;2.0;6.0;26.0;;;;;;;;;;;;;;;;;;;;;44.0;28.0;;11.0;8.0;9.0;11.0;3.0;4.0;9.0;73.0
257;15-19 yrs;1999;68.0;15.0;9.0;4.0;3.0;;59.0;14.0;16.0;12.0;98.0;1.0;1.0;0.0;0.0;96.0;4.0;1.0;2.0;11.0;87.0;98.0;1.0;1.0;86.0;13.0;1.0;90.0;4.0;6.0;14.0;23.0;63.0;;;;;;20.0;47.0;30.0;4.0;0.0;23.0;70.0;7.0;0.0;0.0;10.0;37.0;46.0;6.0;2.0;;8.0;8.0;7.0;7.0;59.0;45.0;13.0;4.0;7.0;17.0;4.0;7.0;7.0;0.0;0.0;2.0;27.0;60.0;36.0;4.0;0.0;0.0;12.0;39.0;2.0;47.0;;39.0;49.0;3.0;9.0;;10.0;60.0;16.0;14.0;;47.0;26.0;;9.0;8.0;10.0;10.0;4.0;3.0;8.0;75.0
258;15-19 yrs;2000;67.0;15.0;12.0;5.0;2.0;;50.0;16.0;18.0;15.0;98.0;1.0;0.0;0.0;0.0;97.0;3.0;0.0;1.0;12.0;87.0;97.0;3.0;0.0;89.0;10.0;1.0;92.0;3.0;5.0;11.0;22.0;66.0;;;;;;22.0;50.0;23.0;4.0;1.0;23.0;70.0;6.0;1.0;0.0;10.0;39.0;44.0;6.0;1.0;;8.0;8.0;7.0;7.0;62.0;49.0;11.0;7.0;5.0;28.0;2.0;3.0;6.0;1.0;0.0;4.0;30.0;58.0;33.0;5.0;1.0;3.0;13.0;45.0;2.0;39.0;;40.0;43.0;2.0;14.0;;12.0;63.0;14.0;11.0;;46.0;26.0;;9.0;8.0;11.0;11.0;4.0;4.0;7.0;74.0
259;15-19 yrs;2001;70.0;15.0;9.0;5.0;2.0;4.0;55.0;12.0;20.0;13.0;98.0;1.0;0.0;0.0;0.0;95.0;4.0;1.0;2.0;11.0;87.0;98.0;1.0;1.0;88.0;12.0;0.0;92.0;4.0;5.0;9.0;23.0;68.0;;;;;;27.0;48.0;22.0;3.0;0.0;26.0;66.0;6.0;2.0;0.0;11.0;39.0;42.0;6.0;2.0;;8.0;8.0;7.0;7.0;46.0;40.0;14.0;8.0;6.0;14.0;5.0;2.0;4.0;0.0;0.0;6.0;18.0;;;;;;14.0;37.0;5.0;44.0;;45.0;43.0;2.0;10.0;;12.0;58.0;16.0;14.0;;47.0;26.0;;9.0;7.0;11.0;10.0;4.0;4.0;9.0;73.0
260;15-19 yrs;2002;71.0;14.0;10.0;3.0;2.0;;60.0;10.0;15.0;14.0;97.0;1.0;0.0;0.0;0.0;95.0;5.0;0.0;3.0;9.0;87.0;97.0;2.0;1.0;88.0;9.0;2.0;87.0;4.0;9.0;12.0;24.0;64.0;;;;;;19.0;48.0;27.0;5.0;1.0;22.0;71.0;7.0;1.0;0.0;9.0;41.0;40.0;7.0;3.0;;8.0;8.0;7.0;7.0;53.0;39.0;9.0;2.0;6.0;18.0;1.0;4.0;7.0;1.0;1.0;5.0;26.0;51.0;36.0;11.0;2.0;0.0;10.0;26.0;2.0;21.0;42.0;37.0;44.0;1.0;1.0;16.0;15.0;60.0;14.0;8.0;3.0;47.0;23.0;;11.0;7.0;11.0;11.0;4.0;4.0;7.0;74.0
261;15-19 yrs;2003;73.0;12.0;8.0;4.0;2.0;4.0;57.0;12.0;18.0;14.0;98.0;1.0;0.0;0.0;0.0;94.0;6.0;0.0;3.0;14.0;84.0;97.0;3.0;1.0;87.0;11.0;1.0;91.0;4.0;4.0;13.0;22.0;65.0;95.0;12.0;1.0;11.0;7.0;21.0;43.0;31.0;4.0;0.0;23.0;71.0;5.0;1.0;0.0;9.0;42.0;43.0;5.0;1.0;;8.0;8.0;7.0;7.0;63.0;43.0;11.0;4.0;5.0;18.0;0.0;4.0;3.0;1.0;0.0;2.0;36.0;;;;;;9.0;32.0;1.0;14.0;43.0;36.0;41.0;3.0;3.0;17.0;10.0;62.0;15.0;8.0;5.0;49.0;23.0;;8.0;8.0;12.0;11.0;3.0;3.0;7.0;76.0
262;15-19 yrs;2004;72.0;13.0;9.0;4.0;2.0;;57.0;14.0;17.0;12.0;99.0;1.0;0.0;0.0;0.0;95.0;4.0;1.0;2.0;13.0;85.0;96.0;3.0;1.0;87.0;11.0;3.0;89.0;5.0;6.0;10.0;23.0;66.0;;;;;;23.0;45.0;28.0;2.0;2.0;24.0;70.0;5.0;1.0;0.0;9.0;39.0;47.0;5.0;1.0;;8.0;7.0;7.0;6.0;55.0;42.0;13.0;5.0;3.0;16.0;5.0;4.0;4.0;0.0;0.0;4.0;27.0;49.0;44.0;5.0;0.0;2.0;8.0;29.0;2.0;13.0;48.0;34.0;42.0;2.0;3.0;19.0;10.0;69.0;11.0;7.0;3.0;50.0;22.0;2.0;7.0;6.0;12.0;9.0;3.0;3.0;6.0;79.0
263;15-19 yrs;2005;75.0;13.0;7.0;4.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;71.0;6.0;1.0;1.0;12.0;37.0;44.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;23.0;4.0;5.0;5.0;13.0;9.0;2.0;3.0;6.0;81.0
264;15-19 yrs;2006;78.0;11.0;6.0;3.0;2.0;;;;;;98.0;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;69.0;6.0;2.0;0.0;9.0;40.0;44.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;22.0;5.0;5.0;6.0;15.0;13.0;2.0;3.0;7.0;75.0
265;15-19 yrs;2007;78.0;10.0;6.0;4.0;3.0;;;;;;99.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;68.0;4.0;1.0;0.0;10.0;44.0;40.0;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;23.0;6.0;3.0;6.0;15.0;12.0;3.0;4.0;7.0;74.0
266;15-19 yrs;2008;75.0;14.0;8.0;2.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;69.0;5.0;0.0;0.0;11.0;44.0;40.0;4.0;1.0;;;;;;59.0;45.0;7.0;5.0;8.0;17.0;6.0;6.0;9.0;0.0;0.0;10.0;26.0;74.0;19.0;6.0;0.0;0.0;;;;;;;;;;;;;;;;51.0;21.0;7.0;4.0;4.0;14.0;11.0;3.0;4.0;5.0;77.0
267;15-19 yrs;2009;76.0;11.0;7.0;5.0;1.0;;;;;;99.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;70.0;4.0;1.0;0.0;10.0;46.0;37.0;6.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;22.0;6.0;3.0;5.0;15.0;8.0;2.0;4.0;7.0;78.0
268;15-19 yrs;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;15-19 yrs;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;20-24 yrs;1997;79.0;10.0;6.0;3.0;2.0;4.0;53.0;15.0;20.0;12.0;93.0;4.0;2.0;0.0;1.0;95.0;4.0;1.0;3.0;11.0;86.0;96.0;3.0;1.0;90.0;8.0;3.0;83.0;6.0;10.0;11.0;18.0;72.0;;;;;;17.0;45.0;29.0;7.0;1.0;26.0;67.0;5.0;1.0;0.0;9.0;39.0;41.0;8.0;3.0;;;;;;54.0;38.0;7.0;3.0;7.0;17.0;2.0;2.0;4.0;0.0;1.0;4.0;29.0;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;10.0;8.0;9.0;8.0;3.0;2.0;10.0;76.0
271;20-24 yrs;1998;79.0;10.0;6.0;3.0;2.0;;50.0;13.0;21.0;16.0;93.0;4.0;2.0;0.0;1.0;93.0;6.0;1.0;2.0;9.0;89.0;96.0;3.0;1.0;88.0;10.0;2.0;84.0;5.0;11.0;10.0;16.0;74.0;;;;;;18.0;49.0;29.0;4.0;0.0;25.0;67.0;6.0;1.0;0.0;11.0;38.0;40.0;8.0;2.0;9.0;8.0;7.0;7.0;7.0;57.0;43.0;11.0;6.0;4.0;18.0;4.0;4.0;7.0;2.0;0.0;3.0;27.0;;;;;;;;;;;;;;;;;;;;;50.0;25.0;;10.0;7.0;9.0;9.0;3.0;3.0;8.0;77.0
272;20-24 yrs;1999;79.0;9.0;5.0;4.0;2.0;;58.0;12.0;18.0;13.0;92.0;5.0;2.0;1.0;1.0;95.0;4.0;0.0;3.0;11.0;87.0;99.0;1.0;0.0;86.0;12.0;2.0;91.0;3.0;7.0;12.0;19.0;69.0;;;;;;22.0;45.0;28.0;5.0;1.0;28.0;63.0;7.0;1.0;0.0;11.0;38.0;40.0;8.0;2.0;9.0;8.0;7.0;7.0;7.0;64.0;51.0;11.0;6.0;6.0;21.0;5.0;5.0;7.0;3.0;2.0;9.0;29.0;63.0;31.0;4.0;0.0;2.0;19.0;45.0;4.0;32.0;;23.0;64.0;6.0;6.0;;20.0;58.0;15.0;7.0;;48.0;25.0;;9.0;8.0;10.0;9.0;3.0;3.0;9.0;76.0
273;20-24 yrs;2000;80.0;10.0;5.0;3.0;2.0;;55.0;10.0;18.0;16.0;94.0;3.0;1.0;1.0;1.0;96.0;3.0;0.0;1.0;15.0;84.0;99.0;0.0;1.0;91.0;7.0;2.0;85.0;4.0;10.0;9.0;17.0;74.0;;;;;;22.0;43.0;28.0;5.0;1.0;27.0;66.0;6.0;1.0;0.0;11.0;39.0;40.0;7.0;3.0;;8.0;7.0;7.0;7.0;61.0;47.0;5.0;7.0;5.0;21.0;5.0;5.0;7.0;2.0;2.0;7.0;35.0;58.0;35.0;5.0;1.0;1.0;15.0;53.0;4.0;29.0;;32.0;49.0;4.0;15.0;;20.0;59.0;16.0;5.0;;49.0;26.0;;9.0;6.0;10.0;9.0;3.0;3.0;8.0;77.0
274;20-24 yrs;2001;78.0;11.0;6.0;3.0;2.0;4.0;56.0;14.0;19.0;11.0;95.0;3.0;2.0;0.0;1.0;97.0;3.0;1.0;2.0;7.0;91.0;98.0;2.0;0.0;89.0;10.0;1.0;88.0;6.0;6.0;8.0;22.0;69.0;;;;;;19.0;46.0;30.0;5.0;0.0;27.0;66.0;6.0;2.0;0.0;10.0;40.0;42.0;7.0;2.0;;8.0;8.0;7.0;7.0;56.0;42.0;10.0;5.0;5.0;19.0;5.0;4.0;6.0;1.0;1.0;7.0;30.0;60.0;36.0;3.0;1.0;1.0;20.0;45.0;5.0;30.0;;29.0;63.0;6.0;2.0;;20.0;58.0;15.0;7.0;;50.0;23.0;;9.0;7.0;10.0;10.0;3.0;2.0;9.0;75.0
275;20-24 yrs;2002;80.0;8.0;7.0;3.0;3.0;;57.0;9.0;16.0;18.0;93.0;4.0;1.0;0.0;1.0;96.0;4.0;0.0;2.0;8.0;90.0;99.0;1.0;0.0;87.0;9.0;3.0;88.0;3.0;9.0;12.0;21.0;67.0;;;;;;16.0;49.0;31.0;5.0;1.0;25.0;66.0;7.0;2.0;0.0;9.0;39.0;39.0;9.0;4.0;;8.0;7.0;7.0;6.0;57.0;33.0;6.0;3.0;5.0;13.0;3.0;5.0;5.0;1.0;1.0;4.0;36.0;66.0;33.0;1.0;0.0;0.0;17.0;39.0;4.0;15.0;25.0;32.0;53.0;7.0;3.0;6.0;13.0;65.0;13.0;7.0;2.0;46.0;26.0;;10.0;8.0;10.0;9.0;3.0;3.0;8.0;76.0
276;20-24 yrs;2003;80.0;9.0;6.0;3.0;2.0;4.0;53.0;13.0;20.0;14.0;95.0;3.0;1.0;0.0;0.0;96.0;4.0;0.0;1.0;12.0;87.0;97.0;2.0;1.0;88.0;8.0;4.0;87.0;4.0;9.0;6.0;24.0;70.0;;;;;;22.0;46.0;27.0;4.0;1.0;24.0;68.0;6.0;1.0;0.0;8.0;38.0;44.0;8.0;3.0;;8.0;7.0;7.0;6.0;58.0;37.0;8.0;3.0;3.0;18.0;2.0;6.0;4.0;1.0;1.0;6.0;35.0;68.0;26.0;3.0;2.0;1.0;13.0;40.0;1.0;14.0;31.0;27.0;52.0;7.0;3.0;11.0;17.0;63.0;15.0;3.0;3.0;52.0;23.0;;8.0;6.0;11.0;8.0;3.0;2.0;7.0;80.0
277;20-24 yrs;2004;80.0;10.0;5.0;3.0;1.0;;59.0;8.0;18.0;16.0;94.0;4.0;1.0;1.0;1.0;92.0;5.0;3.0;2.0;11.0;86.0;95.0;4.0;1.0;89.0;9.0;2.0;86.0;5.0;10.0;9.0;23.0;67.0;;;;;;19.0;42.0;34.0;4.0;2.0;25.0;66.0;7.0;1.0;0.0;8.0;38.0;43.0;8.0;4.0;9.0;8.0;7.0;7.0;6.0;65.0;43.0;6.0;3.0;4.0;19.0;3.0;5.0;8.0;1.0;0.0;8.0;37.0;58.0;34.0;5.0;2.0;1.0;14.0;43.0;5.0;8.0;30.0;29.0;55.0;6.0;2.0;8.0;15.0;65.0;15.0;2.0;2.0;51.0;23.0;2.0;7.0;6.0;12.0;9.0;2.0;2.0;7.0;80.0
278;20-24 yrs;2005;81.0;7.0;5.0;4.0;3.0;;;;;;94.0;3.0;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;67.0;8.0;3.0;1.0;7.0;36.0;43.0;10.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;19.0;4.0;7.0;6.0;14.0;7.0;1.0;4.0;10.0;78.0
279;20-24 yrs;2006;87.0;6.0;4.0;1.0;2.0;;;;;;95.0;3.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;71.0;7.0;1.0;0.0;7.0;36.0;46.0;10.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;20.0;3.0;5.0;5.0;16.0;10.0;2.0;2.0;5.0;81.0
280;20-24 yrs;2007;81.0;8.0;5.0;3.0;2.0;;;;;;94.0;2.0;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;65.0;7.0;2.0;0.0;8.0;40.0;44.0;6.0;2.0;;;;;;60.0;48.0;9.0;4.0;7.0;19.0;3.0;4.0;9.0;1.0;2.0;10.0;26.0;66.0;33.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;55.0;21.0;4.0;4.0;5.0;11.0;8.0;2.0;2.0;6.0;82.0
281;20-24 yrs;2008;82.0;8.0;6.0;1.0;2.0;;;;;;96.0;2.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;62.0;6.0;1.0;0.0;10.0;41.0;39.0;8.0;1.0;;;;;;58.0;41.0;6.0;4.0;4.0;17.0;4.0;4.0;6.0;0.0;1.0;11.0;27.0;65.0;30.0;4.0;0.0;0.0;;;;;;;;;;;;;;;;49.0;22.0;4.0;5.0;4.0;16.0;9.0;3.0;3.0;7.0;79.0
282;20-24 yrs;2009;81.0;10.0;5.0;2.0;3.0;;;;;;96.0;2.0;2.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;63.0;6.0;2.0;1.0;8.0;45.0;35.0;7.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0;18.0;5.0;5.0;4.0;13.0;6.0;2.0;2.0;6.0;84.0
283;20-24 yrs;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;20-24 yrs;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;25-34 yrs;1997;88.0;7.0;3.0;1.0;1.0;4.0;61.0;13.0;16.0;10.0;82.0;11.0;5.0;2.0;1.0;93.0;5.0;2.0;2.0;8.0;90.0;96.0;3.0;1.0;88.0;9.0;3.0;78.0;4.0;17.0;12.0;18.0;70.0;;;;;;15.0;38.0;40.0;6.0;1.0;28.0;64.0;7.0;2.0;0.0;10.0;37.0;41.0;9.0;4.0;;;;;;65.0;49.0;5.0;10.0;9.0;12.0;4.0;4.0;8.0;5.0;1.0;8.0;36.0;;;;;;;;;;;;;;;;;;;;;46.0;28.0;;11.0;7.0;8.0;8.0;4.0;4.0;11.0;73.0
286;25-34 yrs;1998;88.0;7.0;3.0;1.0;1.0;;63.0;11.0;16.0;10.0;83.0;10.0;5.0;1.0;1.0;94.0;5.0;1.0;1.0;8.0;91.0;96.0;3.0;1.0;91.0;7.0;2.0;78.0;6.0;16.0;13.0;14.0;73.0;;;;;;14.0;41.0;35.0;7.0;2.0;29.0;64.0;6.0;2.0;0.0;12.0;38.0;40.0;7.0;3.0;9.0;9.0;8.0;7.0;7.0;58.0;42.0;5.0;9.0;2.0;17.0;5.0;4.0;6.0;5.0;1.0;6.0;31.0;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;10.0;7.0;8.0;8.0;4.0;4.0;9.0;75.0
287;25-34 yrs;1999;89.0;7.0;2.0;1.0;1.0;;61.0;11.0;20.0;8.0;83.0;10.0;5.0;1.0;1.0;94.0;4.0;2.0;1.0;9.0;90.0;96.0;3.0;1.0;88.0;9.0;3.0;80.0;5.0;14.0;10.0;18.0;73.0;;;;;;16.0;41.0;36.0;5.0;1.0;27.0;64.0;7.0;1.0;0.0;10.0;36.0;41.0;9.0;3.0;9.0;8.0;8.0;7.0;7.0;58.0;40.0;4.0;10.0;4.0;14.0;4.0;4.0;4.0;7.0;1.0;5.0;31.0;59.0;34.0;4.0;0.0;2.0;18.0;43.0;3.0;36.0;;20.0;53.0;20.0;7.0;;11.0;51.0;31.0;7.0;;49.0;27.0;;10.0;6.0;9.0;8.0;3.0;4.0;11.0;75.0
288;25-34 yrs;2000;89.0;6.0;3.0;1.0;1.0;;60.0;12.0;18.0;10.0;84.0;10.0;4.0;1.0;1.0;94.0;5.0;1.0;3.0;9.0;88.0;96.0;2.0;2.0;90.0;8.0;2.0;79.0;6.0;15.0;12.0;18.0;70.0;;;;;;16.0;41.0;36.0;6.0;2.0;28.0;64.0;6.0;1.0;0.0;11.0;38.0;41.0;8.0;3.0;9.0;9.0;8.0;7.0;7.0;56.0;40.0;4.0;9.0;4.0;14.0;5.0;4.0;7.0;5.0;0.0;5.0;31.0;59.0;34.0;4.0;1.0;1.0;19.0;48.0;3.0;31.0;;28.0;48.0;10.0;14.0;;9.0;54.0;31.0;6.0;;48.0;27.0;;11.0;6.0;9.0;7.0;3.0;4.0;10.0;76.0
