ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;AVD_5;CDA_6;CU_7;D66_8;Conserv_9;DN_10;GL_11;LN_12;LPF_13;Veldhoen_14;NCPN_15;PvdA_16;PvdT_17;PvdD_18;Ratelband_19;SGP_20;SP_21;VIP_22;VVD_23;AVD_24;CDA_25;CU_26;D66_27;Conserv_28;DN_29;GL_30;LN_31;LPF_32;Veldhoen_33;NCPN_34;PvdA_35;PvdT_36;PvdD_37;Ratelband_38;SGP_39;SP_40;VIP_41;VVD_42;LandsdeelCode_43;ProvincieCode_44;KamerkieskringCode_45;CoropCode_46;GemeenteCode_47
537;Zeeuwsch-Vlaanderen (corop);78618;76.0;59761;59723;;20562;1478;1625;;18.0;1981;223;3547;;38;16325;50;261.0;55;1153;2853;;9554;;34.4;2.5;2.7;;0.0;3.3;0.4;5.9;;0.1;27.3;0.1;0.4;0.1;1.9;4.8;;16.0;3;29;  ;31;    
538;Overig Zeeland (corop);202932;82.4;167302;167112;;51983;5165;4468;;71.0;6533;596;8371;;67;37603;189;1013.0;146;16368;8555;;25984;;31.1;3.1;2.7;;0.0;3.9;0.4;5.0;;0.0;22.5;0.1;0.6;0.1;9.8;5.1;;15.5;3;29;  ;32;    
539;West-Noord-Brabant (corop);454779;76.3;347000;346665;72.0;104767;1817;13524;111.0;298.0;14852;1667;22497;;96;88720;704;1566.0;379;523;23572;41.0;71459;0.0;30.2;0.5;3.9;0.0;0.1;4.3;0.5;6.5;;0.0;25.6;0.2;0.5;0.1;0.2;6.8;0.0;20.6;4;30;  ;33;    
540;Midden-Noord-Brabant (corop);337233;77.0;259513;259235;44.0;86888;2914;9233;99.0;271.0;11581;1160;13417;;82;61497;595;1071.0;247;4126;21230;39.0;44741;0.0;33.5;1.1;3.6;0.0;0.1;4.5;0.4;5.2;;0.0;23.7;0.2;0.4;0.1;1.6;8.2;0.0;17.3;4;30;  ;34;    
541;Noordoost-Noord-Brabant (corop);468350;80.4;376559;376177;47.0;135204;1122;12661;111.0;362.0;15347;1539;18423;;114;84750;862;1363.0;304;207;40168;33.0;63560;0.0;35.9;0.3;3.4;0.0;0.1;4.1;0.4;4.9;;0.0;22.5;0.2;0.4;0.1;0.1;10.7;0.0;16.9;4;30;  ;35;    
542;Zuidoost-Noord-Brabant (corop);541508;78.9;427234;426715;67.0;150795;2290;15800;124.0;240.0;18031;2183;24533;;129;97038;1640;1962.0;272;248;34041;42.0;77280;0.0;35.3;0.5;3.7;0.0;0.1;4.2;0.5;5.7;;0.0;22.7;0.4;0.5;0.1;0.1;8.0;0.0;18.1;4;30;  ;36;    
543;Noord-Limburg (corop);205786;77.0;158430;158254;;67749;367;4464;53.0;77.0;6427;696;8392;;34;34732;249;718.0;109;74;9731;;24382;;42.8;0.2;2.8;0.0;0.0;4.1;0.4;5.3;;0.0;21.9;0.2;0.5;0.1;0.0;6.1;;15.4;4;31;  ;37;    
544;Midden-Limburg (corop);177494;76.1;135088;134932;;53140;341;3759;35.0;118.0;5083;548;7299;;49;32305;158;887.0;130;54;8175;;22851;;39.4;0.3;2.8;0.0;0.1;3.8;0.4;5.4;;0.0;23.9;0.1;0.7;0.1;0.0;6.1;;16.9;4;31;  ;38;    
545;Zuid-Limburg (corop);481846;74.4;358264;357935;;123430;1464;10816;140.0;63.0;17550;1659;19090;;135;106447;430;2330.0;428;183;29210;;44560;;34.5;0.4;3.0;0.0;0.0;4.9;0.5;5.3;;0.0;29.7;0.1;0.7;0.1;0.1;8.2;;12.4;4;31;  ;39;    
546;Flevoland (corop);242576;78.9;191499;191325;42.0;47260;6894;7859;;107.0;9198;999;13384;;110;48882;236;1038.0;231;4057;10279;;40749;0.0;24.7;3.6;4.1;;0.1;4.8;0.5;7.0;;0.1;25.5;0.1;0.5;0.1;2.1;5.4;;21.3;2;24;  ;40;    
547;Groningen (agglomeratie);158497;82.2;130308;130178;12.0;18438;4893;8031;;21.0;12725;288;3522;;178;49271;115;576.0;94;241;12515;;19258;0.0;14.2;3.8;6.2;;0.0;9.8;0.2;2.7;;0.1;37.8;0.1;0.4;0.1;0.2;9.6;;14.8;1;20;01;  ;    
548;Leeuwarden (agglomeratie);70999;80.5;57121;57074;4.0;11161;1397;2222;;47.0;3848;224;2186;;19;23252;64;297.0;49;74;5184;;7046;0.0;19.6;2.4;3.9;;0.1;6.7;0.4;3.8;;0.0;40.7;0.1;0.5;0.1;0.1;9.1;;12.3;1;21;02;  ;    
549;Zwolle (agglomeratie);83922;82.9;69535;69464;;17655;4710;2883;17.0;;4819;184;2360;;41;22054;91;;43;344;4629;;9634;;25.4;6.8;4.2;0.0;;6.9;0.3;3.4;;0.1;31.7;0.1;;0.1;0.5;6.7;;13.9;2;23;03;  ;    
550;Enschede (agglomeratie);113325;76.6;86834;86723;;19174;2646;3592;29.0;;4936;282;3316;;84;33106;143;;74;146;5650;;13545;;22.1;3.1;4.1;0.0;;5.7;0.3;3.8;;0.1;38.2;0.2;;0.1;0.2;6.5;;15.6;2;23;04;  ;    
551;Apeldoorn (agglomeratie);118653;80.9;96048;95988;8.0;27009;2417;3800;28.0;30.0;4664;413;4191;;31;27715;111;477.0;57;2303;4810;;17924;0.0;28.1;2.5;4.0;0.0;0.0;4.9;0.4;4.4;;0.0;28.9;0.1;0.5;0.1;2.4;5.0;;18.7;2;25;05;  ;    
552;Arnhem (agglomeratie);108056;75.2;81236;80970;21.0;15320;1085;4125;30.0;145.0;7006;242;3577;;34;27668;112;524.0;208;91;7675;;13107;0.0;18.9;1.3;5.1;0.0;0.2;8.7;0.3;4.4;;0.0;34.2;0.1;0.6;0.3;0.1;9.5;;16.2;2;25;06;  ;    
553;Nijmegen (agglomeratie);120126;77.3;92813;92661;;17714;562;5235;;240.0;11462;271;3561;;47;30228;139;414.0;82;50;11412;;11244;;19.1;0.6;5.6;;0.3;12.4;0.3;3.8;;0.1;32.6;0.2;0.4;0.1;0.1;12.3;;12.1;2;25;07;  ;    
554;Amersfoort (agglomeratie);116047;82.9;96231;96149;11.0;24613;4155;5069;22.0;46.0;6537;327;3758;;42;24498;98;365.0;49;835;6292;11.0;19421;0.0;25.6;4.3;5.3;0.0;0.0;6.8;0.3;3.9;;0.0;25.5;0.1;0.4;0.1;0.9;6.5;0.0;20.2;3;26;08;  ;    
555;Utrecht (agglomeratie);300048;78.6;235789;235473;30.0;46453;3188;14946;78.0;243.0;22687;866;12060;;88;69941;216;1249.0;186;914;18411;64.0;43853;0.0;19.7;1.4;6.3;0.0;0.1;9.6;0.4;5.1;;0.0;29.7;0.1;0.5;0.1;0.4;7.8;0.0;18.6;3;26;09;  ;    
556;Amsterdam (agglomeratie);729452;74.4;542887;540897;75.0;69156;4362;35482;162.0;1159.0;51515;1975;32451;;584;193276;771;4285.0;647;536;48548;218.0;95695;0.0;12.8;0.8;6.6;0.0;0.2;9.5;0.4;6.0;;0.1;35.7;0.1;0.8;0.1;0.1;9.0;0.0;17.7;3;27;10;  ;    
557;Haarlem (agglomeratie);144180;80.9;116571;116464;19.0;23496;1181;8032;34.0;73.0;8856;409;5912;;63;32374;147;955.0;137;160;8271;;26345;0.0;20.2;1.0;6.9;0.0;0.1;7.6;0.4;5.1;;0.1;27.8;0.1;0.8;0.1;0.1;7.1;;22.6;3;27;11;  ;    
558;Leiden (agglomeratie);187170;82.6;154658;154455;24.0;42313;3641;10007;27.0;71.0;10628;464;8348;;38;36544;127;827.0;111;2997;8439;18.0;29831;0.0;27.4;2.4;6.5;0.0;0.0;6.9;0.3;5.4;;0.0;23.7;0.1;0.5;0.1;1.9;5.5;0.0;19.3;3;28;12;  ;    
559;'s-Gravenhage (agglomeratie);482333;73.8;355918;355199;39.0;75908;3697;19619;39.0;449.0;21668;1381;29667;52.0;178;93632;275;2974.0;466;1443;19143;563.0;84006;0.0;21.4;1.0;5.5;0.0;0.1;6.1;0.4;8.4;0.0;0.1;26.4;0.1;0.8;0.1;0.4;5.4;0.2;23.7;3;28;13;  ;    
560;Rotterdam (agglomeratie);735800;73.4;540155;539011;24.0;98205;9279;20401;357.0;1387.0;25811;2398;67840;150.0;290;175074;642;3927.0;770;8374;34377;385.0;89320;0.0;18.2;1.7;3.8;0.1;0.3;4.8;0.4;12.6;0.0;0.1;32.5;0.1;0.7;0.1;1.6;6.4;0.1;16.6;3;28;14;  ;    
561;Dordrecht (agglomeratie);183378;79.2;145152;144995;12.0;37432;6021;4842;92.0;235.0;5478;575;10913;29.0;63;38845;140;778.0;184;7227;7370;29.0;24730;0.0;25.8;4.2;3.3;0.1;0.2;3.8;0.4;7.5;0.0;0.0;26.8;0.1;0.5;0.1;5.0;5.1;0.0;17.1;3;28;15;  ;    
562;Breda (agglomeratie);124996;75.7;94626;94535;16.0;24714;460;4904;30.0;65.0;5568;374;4945;;22;24824;167;441.0;84;81;7503;21.0;20316;0.0;26.1;0.5;5.2;0.0;0.1;5.9;0.4;5.2;;0.0;26.3;0.2;0.5;0.1;0.1;7.9;0.0;21.5;4;30;16;  ;    
563;Tilburg (agglomeratie);165879;71.8;119173;119037;24.0;32582;484;5092;53.0;214.0;7119;561;6312;;54;32282;302;547.0;110;71;12434;31.0;20765;0.0;27.4;0.4;4.3;0.0;0.2;6.0;0.5;5.3;;0.0;27.1;0.3;0.5;0.1;0.1;10.4;0.0;17.4;4;30;17;  ;    
564;'s-Hertogenbosch (agglomeratie);119229;77.8;92717;92642;5.0;24425;390;4124;21.0;25.0;5715;382;5486;;37;24949;191;423.0;109;51;8654;10.0;17645;0.0;26.4;0.4;4.5;0.0;0.0;6.2;0.4;5.9;;0.0;26.9;0.2;0.5;0.1;0.1;9.3;0.0;19.0;4;30;18;  ;    
565;Eindhoven (agglomeratie);232494;76.9;178699;178484;24.0;50878;1411;8220;60.0;201.0;9815;864;10490;;62;44415;820;942.0;113;124;16352;20.0;33673;0.0;28.5;0.8;4.6;0.0;0.1;5.5;0.5;5.9;;0.0;24.9;0.5;0.5;0.1;0.1;9.2;0.0;18.9;4;30;19;  ;    
566;Geleen/Sittard (agglomeratie);108864;75.7;82431;82332;;30107;264;2378;26.0;14.0;4337;387;4293;;19;23538;88;517.0;105;45;5439;;10775;;36.6;0.3;2.9;0.0;0.0;5.3;0.5;5.2;;0.0;28.6;0.1;0.6;0.1;0.1;6.6;;13.1;4;31;20;  ;    
567;Heerlen (agglomeratie);163058;69.7;113728;113618;;33494;611;2782;56.0;23.0;4818;672;6837;;63;37002;170;767.0;157;83;13607;;12476;;29.5;0.5;2.4;0.0;0.0;4.2;0.6;6.0;;0.1;32.6;0.1;0.7;0.1;0.1;12.0;;11.0;4;31;21;  ;    
568;Maastricht (agglomeratie);95131;72.0;68453;68405;;18303;320;3108;21.0;18.0;4607;195;3634;;21;23218;84;530.0;85;27;4831;;9403;;26.8;0.5;4.5;0.0;0.0;6.7;0.3;5.3;;0.0;33.9;0.1;0.8;0.1;0.0;7.1;;13.7;4;31;22;  ;    
569;Groningen (stadsgewest);265370;84.0;223002;222799;17.0;42236;10358;11772;4.0;32.0;17379;607;6818;;213;79603;232;915.0;144;653;17094;;34722;0.0;19.0;4.6;5.3;0.0;0.0;7.8;0.3;3.1;;0.1;35.7;0.1;0.4;0.1;0.3;7.7;;15.6;1;20;  ;  ;    
570;Leeuwarden (stadsgewest);121272;83.0;100669;100597;9.0;27050;2525;3314;;50.0;5606;474;3755;;32;37232;125;434.0;74;210;7358;;12349;0.0;26.9;2.5;3.3;;0.0;5.6;0.5;3.7;;0.0;37.0;0.1;0.4;0.1;0.2;7.3;;12.3;1;21;  ;  ;    
571;Zwolle (stadsgewest);126219;84.5;106692;106597;3.0;33690;7958;3704;22.0;0.0;5713;267;3422;;47;30662;135;88.0;54;967;5731;;14134;0.0;31.6;7.5;3.5;0.0;0.0;5.4;0.3;3.2;;0.0;28.8;0.1;0.1;0.1;0.9;5.4;;13.3;2;23;  ;  ;    
572;Enschede (stadsgewest);230380;80.2;184724;184498;;54490;3744;7131;63.0;;9284;603;6761;;116;61014;290;;135;207;12004;;28656;;29.5;2.0;3.9;0.0;;5.0;0.3;3.7;;0.1;33.1;0.2;;0.1;0.1;6.5;;15.5;2;23;  ;  ;    
573;Apeldoorn (stadsgewest);162398;81.9;132934;132850;10.0;39822;3037;4899;38.0;40.0;5897;543;5661;;48;37897;165;669.0;85;3118;6088;;24833;0.0;30.0;2.3;3.7;0.0;0.0;4.4;0.4;4.3;;0.0;28.5;0.1;0.5;0.1;2.3;4.6;;18.7;2;25;  ;  ;    
574;Arnhem (stadsgewest);264812;80.0;211949;211586;30.0;55862;2598;9863;50.0;160.0;13688;697;8831;;59;64597;251;1114.0;373;744;15429;;37240;0.0;26.4;1.2;4.7;0.0;0.1;6.5;0.3;4.2;;0.0;30.5;0.1;0.5;0.2;0.4;7.3;;17.6;2;25;  ;  ;    
575;Nijmegen (stadsgewest);208332;79.9;166403;166187;;42204;791;8069;2.0;265.0;15265;562;6680;;56;50723;237;671.0;135;86;16641;;23800;;25.4;0.5;4.9;0.0;0.2;9.2;0.3;4.0;;0.0;30.5;0.1;0.4;0.1;0.1;10.0;;14.3;2;25;  ;  ;    
576;Amersfoort (stadsgewest);191091;84.0;160584;160460;25.0;49047;9323;7281;37.0;128.0;8802;503;6680;;58;34509;169;577.0;88;2665;8469;14.0;32085;0.0;30.6;5.8;4.5;0.0;0.1;5.5;0.3;4.2;;0.0;21.5;0.1;0.4;0.1;1.7;5.3;0.0;20.0;3;26;  ;  ;    
577;Utrecht (stadsgewest);416848;80.6;335933;335512;45.0;73317;5587;20878;99.0;274.0;29407;1200;16453;;111;91772;287;1770.0;251;2990;23994;72.0;67005;0.0;21.9;1.7;6.2;0.0;0.1;8.8;0.4;4.9;;0.0;27.4;0.1;0.5;0.1;0.9;7.2;0.0;20.0;3;26;  ;  ;    
578;Amsterdam (stadsgewest);1025786;76.0;779616;777405;124.0;119246;7334;47883;199.0;1244.0;63488;3281;50243;;738;256052;1077;5799.0;928;1267;61930;219.0;156353;0.0;15.3;0.9;6.2;0.0;0.2;8.2;0.4;6.5;;0.1;32.9;0.1;0.7;0.1;0.2;8.0;0.0;20.1;3;27;  ;  ;    
579;Haarlem (stadsgewest);305961;81.4;248921;248701;38.0;57681;2405;14562;67.0;123.0;15890;1065;14580;;134;67730;306;1811.0;296;312;15991;;55710;0.0;23.2;1.0;5.9;0.0;0.0;6.4;0.4;5.9;;0.1;27.2;0.1;0.7;0.1;0.1;6.4;;22.4;3;27;  ;  ;    
580;Leiden (stadsgewest);244402;83.1;203112;202836;37.0;59834;3989;12085;39.0;77.0;12747;655;11315;;57;44942;188;1052.0;160;3108;10686;27.0;41838;0.0;29.5;2.0;6.0;0.0;0.0;6.3;0.3;5.6;;0.0;22.2;0.1;0.5;0.1;1.5;5.3;0.0;20.6;3;28;  ;  ;    
581;'s-Gravenhage (stadsgewest);671421;76.2;511299;510288;67.0;114008;6320;28614;115.0;617.0;30985;2071;40264;60.0;235;133618;417;3933.0;662;2559;28634;645.0;116464;0.0;22.3;1.2;5.6;0.0;0.1;6.1;0.4;7.9;0.0;0.0;26.2;0.1;0.8;0.1;0.5;5.6;0.1;22.8;3;28;  ;  ;    
582;Rotterdam (stadsgewest);875531;74.9;655409;654067;36.0;126038;11845;24659;419.0;1404.0;29394;2976;78895;171.0;324;203153;779;4659.0;908;11963;39502;399.0;116543;0.0;19.3;1.8;3.8;0.1;0.2;4.5;0.5;12.1;0.0;0.0;31.1;0.1;0.7;0.1;1.8;6.0;0.1;17.8;3;28;  ;  ;    
583;Dordrecht (stadsgewest);212645;79.9;169968;169796;14.0;44311;7082;5485;101.0;245.0;6026;658;12541;34.0;75;44739;161;893.0;210;10144;8280;31.0;28766;0.0;26.1;4.2;3.2;0.1;0.1;3.5;0.4;7.4;0.0;0.0;26.3;0.1;0.5;0.1;6.0;4.9;0.0;16.9;3;28;  ;  ;    
584;Breda (stadsgewest);229794;76.9;176707;176520;38.0;51115;783;8060;52.0;185.0;8694;765;9713;;40;45780;355;766.0;184;128;12869;25.0;36968;0.0;29.0;0.4;4.6;0.0;0.1;4.9;0.4;5.5;;0.0;25.9;0.2;0.4;0.1;0.1;7.3;0.0;20.9;4;30;  ;  ;    
585;Tilburg (stadsgewest);214999;74.4;159872;159698;31.0;48261;585;6602;70.0;245.0;8713;729;8164;;58;41460;382;662.0;157;88;15158;33.0;28300;0.0;30.2;0.4;4.1;0.0;0.2;5.5;0.5;5.1;;0.0;26.0;0.2;0.4;0.1;0.1;9.5;0.0;17.7;4;30;  ;  ;    
586;'s-Hertogenbosch (stadsgewest);140409;78.4;110088;109996;8.0;31150;432;4733;26.0;25.0;6317;481;6186;;44;29079;244;478.0;122;53;10071;12.0;20535;0.0;28.3;0.4;4.3;0.0;0.0;5.7;0.4;5.6;;0.0;26.4;0.2;0.4;0.1;0.0;9.2;0.0;18.7;4;30;  ;  ;    
587;Eindhoven (stadsgewest);294767;78.2;230437;230171;29.0;68867;1742;10280;67.0;218.0;11800;1096;13214;;72;55926;1032;1137.0;152;161;19763;23.0;44592;0.0;29.9;0.8;4.5;0.0;0.1;5.1;0.5;5.7;;0.0;24.3;0.4;0.5;0.1;0.1;8.6;0.0;19.4;4;30;  ;  ;    
588;Geleen/Sittard (stadsgewest);119199;76.4;91038;90934;;33760;316;2636;30.0;14.0;4735;425;4655;;19;25734;100;561.0;112;46;5889;;11902;;37.1;0.3;2.9;0.0;0.0;5.2;0.5;5.1;;0.0;28.3;0.1;0.6;0.1;0.1;6.5;;13.1;4;31;  ;  ;    
589;Heerlen (stadsgewest);200954;71.9;144453;144315;;46772;696;3537;68.0;27.0;6005;888;8376;;71;44779;199;941.0;179;91;15432;;16254;;32.4;0.5;2.5;0.0;0.0;4.2;0.6;5.8;;0.0;31.0;0.1;0.7;0.1;0.1;10.7;;11.3;4;31;  ;  ;    
590;Maastricht (stadsgewest);143857;75.6;108719;108643;;36630;412;4327;34.0;20.0;6200;296;5381;;36;32212;121;765.0;128;39;7171;;14871;;33.7;0.4;4.0;0.0;0.0;5.7;0.3;5.0;;0.0;29.6;0.1;0.7;0.1;0.0;6.6;;13.7;4;31;  ;  ;    
591;Groningen (kamerkieskring);444101;81.6;362409;362090;47.0;74555;17126;14100;;101.0;21804;1081;12136;;895;143333;442;1620.0;251;1106;26299;;47194;0.0;20.6;4.7;3.9;;0.0;6.0;0.3;3.4;;0.2;39.6;0.1;0.4;0.1;0.3;7.3;;13.0;1;20;  ;  ;    
592;Leeuwarden (kamerkieskring);482668;83.6;403469;403159;45.0;129190;12946;11184;;80.0;17951;2251;14875;;278;134887;584;1525.0;299;1819;24356;;50889;0.0;32.0;3.2;2.8;;0.0;4.5;0.6;3.7;;0.1;33.5;0.1;0.4;0.1;0.5;6.0;;12.6;1;21;  ;  ;    
593;Assen (kamerkieskring);366027;83.0;303687;303464;;75297;8726;10312;56.0;68.0;12538;1065;11604;;109;114759;370;1107.0;202;864;15377;;51010;;24.8;2.9;3.4;0.0;0.0;4.1;0.4;3.8;;0.0;37.8;0.1;0.4;0.1;0.3;5.1;;16.8;1;22;  ;  ;    
594;Zwolle (kamerkieskring);818355;83.6;684547;683939;;250104;29833;20678;186.0;;28532;2054;23162;;294;186612;991;;400;15149;33713;;92231;;36.6;4.4;3.0;0.0;;4.2;0.3;3.4;;0.0;27.3;0.1;;0.1;2.2;4.9;;13.5;2;23;  ;  ;    
595;Lelystad (kamerkieskring);242576;78.9;191499;191325;42.0;47260;6894;7859;;107.0;9198;999;13384;;110;48882;236;1038.0;231;4057;10279;;40749;0.0;24.7;3.6;4.1;;0.1;4.8;0.5;7.0;;0.1;25.5;0.1;0.5;0.1;2.1;5.4;;21.3;2;24;  ;  ;    
596;Nijmegen (kamerkieskring);388183;81.6;316756;316426;;86491;3233;12637;;454.0;20450;1079;15241;;99;90744;465;1265.0;242;8482;23760;;51784;;27.3;1.0;4.0;;0.1;6.5;0.3;4.8;;0.0;28.7;0.1;0.4;0.1;2.7;7.5;;16.4;2;25;  ;  ;    
597;Arnhem (kamerkieskring);1080887;83.1;898038;897165;105.0;297610;27302;31221;202.0;415.0;41768;2861;35486;;237;232353;1160;3737.0;783;27183;46651;;148091;0.0;33.2;3.0;3.5;0.0;0.0;4.7;0.3;4.0;;0.0;25.9;0.1;0.4;0.1;3.0;5.2;;16.5;2;25;  ;  ;    
598;Utrecht (kamerkieskring);852364;83.0;707180;706437;80.0;192546;21834;36698;192.0;444.0;47283;2426;34150;;216;166116;680;3205.0;514;14448;41712;97.0;143796;0.0;27.3;3.1;5.2;0.0;0.1;6.7;0.3;4.8;;0.0;23.5;0.1;0.5;0.1;2.0;5.9;0.0;20.4;3;26;  ;  ;    
599;Amsterdam (kamerkieskring);524362;71.8;376563;374775;59.0;36352;2670;26439;138.0;1012.0;41289;1146;21658;;460;143188;553;3211.0;490;237;37127;218.0;58528;0.0;9.7;0.7;7.1;0.0;0.3;11.0;0.3;5.8;;0.1;38.2;0.1;0.9;0.1;0.1;9.9;0.1;15.6;3;27;  ;  ;    
600;Haarlem (kamerkieskring);664734;82.4;548032;547532;82.0;133790;6943;32147;190.0;213.0;31148;2227;31219;;239;134636;629;3597.0;591;1943;31415;;136523;0.0;24.4;1.3;5.9;0.0;0.0;5.7;0.4;5.7;;0.0;24.6;0.1;0.7;0.1;0.4;5.7;;24.9;3;27;  ;  ;    
601;DenHelder (kamerkieskring);709197;81.6;578740;578165;99.0;147079;5677;26675;;383.0;31427;3285;37110;;378;156837;798;3554.0;584;1010;36005;;127264;0.0;25.4;1.0;4.6;;0.1;5.4;0.6;6.4;;0.1;27.1;0.1;0.6;0.1;0.2;6.2;;22.0;3;27;  ;  ;    
602;'s-Gravenhage (kamerkieskring);358076;70.8;253507;252929;30.0;46197;2796;14208;;414.0;17064;850;21449;49.0;143;73502;199;2245.0;343;1158;14754;533.0;56995;0.0;18.3;1.1;5.6;;0.2;6.7;0.3;8.5;0.0;0.1;29.1;0.1;0.9;0.1;0.5;5.8;0.2;22.5;3;28;  ;  ;    
603;Rotterdam (kamerkieskring);429369;69.9;299923;299163;;43639;4261;11861;230.0;1140.0;16837;1158;41304;107.0;186;108252;361;2307.0;420;2135;20504;302.0;44159;;14.6;1.4;4.0;0.1;0.4;5.6;0.4;13.8;0.0;0.1;36.2;0.1;0.8;0.1;0.7;6.9;0.1;14.8;3;28;  ;  ;    
604;Dordrecht (kamerkieskring);924140;81.1;749155;748077;73.0;202376;20747;26765;401.0;734.0;28056;3471;64029;140.0;281;186252;770;4348.0;909;29826;36863;161.0;141875;0.0;27.1;2.8;3.6;0.1;0.1;3.8;0.5;8.6;0.0;0.0;24.9;0.1;0.6;0.1;4.0;4.9;0.0;19.0;3;28;  ;  ;    
605;Leiden (kamerkieskring);843126;83.5;703946;703081;98.0;206476;16748;34199;253.0;188.0;33072;2670;47599;;185;151593;730;3824.0;716;17952;33373;157.0;153248;0.0;29.4;2.4;4.9;0.0;0.0;4.7;0.4;6.8;;0.0;21.6;0.1;0.5;0.1;2.6;4.7;0.0;21.8;3;28;  ;  ;    
606;Middelburg (kamerkieskring);281550;80.6;227063;226835;;72545;6643;6093;;89.0;8514;819;11918;;105;53928;239;1274.0;201;17521;11408;;35538;;32.0;2.9;2.7;;0.0;3.8;0.4;5.3;;0.0;23.8;0.1;0.6;0.1;7.7;5.0;;15.7;3;29;  ;  ;    
607;Tilburg (kamerkieskring);792012;76.6;606513;605900;116.0;191655;4731;22757;210.0;569.0;26433;2827;35914;;178;150217;1299;2637.0;626;4649;44802;80.0;116200;0.0;31.6;0.8;3.8;0.0;0.1;4.4;0.5;5.9;;0.0;24.8;0.2;0.4;0.1;0.8;7.4;0.0;19.2;4;30;  ;  ;    
608;'s-Hertogenbosch (kamerkieskring);1009858;79.6;803793;802892;114.0;285999;3412;28461;235.0;602.0;33378;3722;42956;;243;181788;2502;3325.0;576;455;74209;75.0;140840;0.0;35.6;0.4;3.5;0.0;0.1;4.2;0.5;5.4;;0.0;22.6;0.3;0.4;0.1;0.1;9.2;0.0;17.5;4;30;  ;  ;    
609;Maastricht (kamerkieskring);865126;75.3;651782;651121;;244319;2172;19039;228.0;258.0;29060;2903;34781;;218;173484;837;3935.0;667;311;47116;;91793;;37.5;0.3;2.9;0.0;0.0;4.5;0.4;5.3;;0.0;26.6;0.1;0.6;0.1;0.0;7.2;;14.1;4;31;  ;  ;    
