ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
2610;Male;53070;Yemeni;2010;0
2611;Male;53070;Yemeni;2011;0
2612;Male;53070;Yemeni;2012;0
2613;Male;53070;Yemeni;2013;0
2614;Male;53070;Yemeni;2014;0
2615;Male;53070;Yemeni;2015;0
2616;Male;53070;Yemeni;2016;0
2617;Male;53070;Yemeni;2017;0
2618;Male;53070;Yemeni;2018;5
2619;Male;53070;Yemeni;2019;10
2620;Male;53070;Yemeni;2020;10
2621;Male;53070;Yemeni;2021;45
2622;Male;53070;Yemeni;2022;140
2623;Male;53070;Yemeni;2023;135
2624;Male;53070;Moroccan;2008;0
2625;Male;53070;Moroccan;2009;0
2626;Male;53070;Moroccan;2010;0
2627;Male;53070;Moroccan;2011;0
2628;Male;53070;Moroccan;2012;5
2629;Male;53070;Moroccan;2013;5
2630;Male;53070;Moroccan;2014;5
2631;Male;53070;Moroccan;2015;5
2632;Male;53070;Moroccan;2016;50
2633;Male;53070;Moroccan;2017;35
2634;Male;53070;Moroccan;2018;85
2635;Male;53070;Moroccan;2019;75
2636;Male;53070;Moroccan;2020;70
2637;Male;53070;Moroccan;2021;75
2638;Male;53070;Moroccan;2022;35
2639;Male;53070;Moroccan;2023;30
2640;Male;53070;Turkish;2008;0
2641;Male;53070;Turkish;2009;0
2642;Male;53070;Turkish;2010;0
2643;Male;53070;Turkish;2011;0
2644;Male;53070;Turkish;2012;0
2645;Male;53070;Turkish;2013;0
2646;Male;53070;Turkish;2014;0
2647;Male;53070;Turkish;2015;0
2648;Male;53070;Turkish;2016;0
2649;Male;53070;Turkish;2017;0
2650;Male;53070;Turkish;2018;0
2651;Male;53070;Turkish;2019;0
2652;Male;53070;Turkish;2020;0
2653;Male;53070;Turkish;2021;0
2654;Male;53070;Turkish;2022;35
2655;Male;53070;Turkish;2023;35
2656;Male;53070;Sudanese;2008;5
2657;Male;53070;Sudanese;2009;5
2658;Male;53070;Sudanese;2010;5
2659;Male;53070;Sudanese;2011;0
2660;Male;53070;Sudanese;2012;0
2661;Male;53070;Sudanese;2013;0
2662;Male;53070;Sudanese;2014;0
2663;Male;53070;Sudanese;2015;15
2664;Male;53070;Sudanese;2016;15
2665;Male;53070;Sudanese;2017;35
2666;Male;53070;Sudanese;2018;20
2667;Male;53070;Sudanese;2019;10
2668;Male;53070;Sudanese;2020;15
2669;Male;53070;Sudanese;2021;10
2670;Male;53070;Sudanese;2022;15
2671;Male;53070;Sudanese;2023;200
2672;Male;53070;Somali;2008;100
2673;Male;53070;Somali;2009;195
2674;Male;53070;Somali;2010;45
2675;Male;53070;Somali;2011;15
2676;Male;53070;Somali;2012;10
2677;Male;53070;Somali;2013;5
2678;Male;53070;Somali;2014;15
2679;Male;53070;Somali;2015;15
2680;Male;53070;Somali;2016;5
2681;Male;53070;Somali;2017;5
2682;Male;53070;Somali;2018;5
2683;Male;53070;Somali;2019;10
2684;Male;53070;Somali;2020;5
2685;Male;53070;Somali;2021;60
2686;Male;53070;Somali;2022;145
2687;Male;53070;Somali;2023;200
2688;Male;53070;Syrian;2008;0
2689;Male;53070;Syrian;2009;0
2690;Male;53070;Syrian;2010;0
2691;Male;53070;Syrian;2011;5
2692;Male;53070;Syrian;2012;5
2693;Male;53070;Syrian;2013;15
2694;Male;53070;Syrian;2014;100
2695;Male;53070;Syrian;2015;700
2696;Male;53070;Syrian;2016;80
2697;Male;53070;Syrian;2017;60
2698;Male;53070;Syrian;2018;60
2699;Male;53070;Syrian;2019;110
2700;Male;53070;Syrian;2020;180
2701;Male;53070;Syrian;2021;460
2702;Male;53070;Syrian;2022;1185
2703;Male;53070;Syrian;2023;1395
2704;Male;53070;Unknown;2008;5
2705;Male;53070;Unknown;2009;10
2706;Male;53070;Unknown;2010;5
2707;Male;53070;Unknown;2011;5
2708;Male;53070;Unknown;2012;0
2709;Male;53070;Unknown;2013;0
2710;Male;53070;Unknown;2014;10
2711;Male;53070;Unknown;2015;5
2712;Male;53070;Unknown;2016;15
2713;Male;53070;Unknown;2017;15
2714;Male;53070;Unknown;2018;10
2715;Male;53070;Unknown;2019;15
2716;Male;53070;Unknown;2020;15
2717;Male;53070;Unknown;2021;30
2718;Male;53070;Unknown;2022;40
2719;Male;53070;Unknown;2023;40
2720;Male;53070;Stateless;2008;5
2721;Male;53070;Stateless;2009;0
2722;Male;53070;Stateless;2010;0
2723;Male;53070;Stateless;2011;0
2724;Male;53070;Stateless;2012;0
2725;Male;53070;Stateless;2013;0
2726;Male;53070;Stateless;2014;30
2727;Male;53070;Stateless;2015;95
2728;Male;53070;Stateless;2016;10
2729;Male;53070;Stateless;2017;0
2730;Male;53070;Stateless;2018;0
2731;Male;53070;Stateless;2019;0
2732;Male;53070;Stateless;2020;0
2733;Male;53070;Stateless;2021;0
2734;Male;53070;Stateless;2022;0
2735;Male;53070;Stateless;2023;0
2736;Male;99999;Total;2008;85
2737;Male;99999;Total;2009;75
2738;Male;99999;Total;2010;55
2739;Male;99999;Total;2011;45
2740;Male;99999;Total;2012;35
2741;Male;99999;Total;2013;5
2742;Male;99999;Total;2014;40
2743;Male;99999;Total;2015;50
2744;Male;99999;Total;2016;35
2745;Male;99999;Total;2017;160
2746;Male;99999;Total;2018;25
2747;Male;99999;Total;2019;50
2748;Male;99999;Total;2020;20
2749;Male;99999;Total;2021;40
2750;Male;99999;Total;2022;35
2751;Male;99999;Total;2023;20
2752;Male;99999;Afghan;2008;5
2753;Male;99999;Afghan;2009;0
2754;Male;99999;Afghan;2010;0
2755;Male;99999;Afghan;2011;10
2756;Male;99999;Afghan;2012;15
2757;Male;99999;Afghan;2013;0
2758;Male;99999;Afghan;2014;0
2759;Male;99999;Afghan;2015;5
2760;Male;99999;Afghan;2016;5
2761;Male;99999;Afghan;2017;10
2762;Male;99999;Afghan;2018;0
2763;Male;99999;Afghan;2019;0
2764;Male;99999;Afghan;2020;0
2765;Male;99999;Afghan;2021;0
2766;Male;99999;Afghan;2022;0
2767;Male;99999;Afghan;2023;0
2768;Male;99999;Albanian;2008;0
2769;Male;99999;Albanian;2009;0
2770;Male;99999;Albanian;2010;0
2771;Male;99999;Albanian;2011;0
2772;Male;99999;Albanian;2012;0
2773;Male;99999;Albanian;2013;0
2774;Male;99999;Albanian;2014;0
2775;Male;99999;Albanian;2015;0
2776;Male;99999;Albanian;2016;0
2777;Male;99999;Albanian;2017;0
2778;Male;99999;Albanian;2018;0
2779;Male;99999;Albanian;2019;0
2780;Male;99999;Albanian;2020;0
2781;Male;99999;Albanian;2021;0
2782;Male;99999;Albanian;2022;0
2783;Male;99999;Albanian;2023;0
2784;Male;99999;Algerian;2008;0
2785;Male;99999;Algerian;2009;0
2786;Male;99999;Algerian;2010;0
2787;Male;99999;Algerian;2011;0
2788;Male;99999;Algerian;2012;0
2789;Male;99999;Algerian;2013;0
2790;Male;99999;Algerian;2014;0
2791;Male;99999;Algerian;2015;0
2792;Male;99999;Algerian;2016;5
2793;Male;99999;Algerian;2017;10
2794;Male;99999;Algerian;2018;0
2795;Male;99999;Algerian;2019;10
2796;Male;99999;Algerian;2020;0
2797;Male;99999;Algerian;2021;10
2798;Male;99999;Algerian;2022;0
2799;Male;99999;Algerian;2023;0
2800;Male;99999;Chinese;2008;10
2801;Male;99999;Chinese;2009;0
2802;Male;99999;Chinese;2010;0
2803;Male;99999;Chinese;2011;0
2804;Male;99999;Chinese;2012;0
2805;Male;99999;Chinese;2013;0
2806;Male;99999;Chinese;2014;0
2807;Male;99999;Chinese;2015;0
2808;Male;99999;Chinese;2016;0
2809;Male;99999;Chinese;2017;0
2810;Male;99999;Chinese;2018;0
2811;Male;99999;Chinese;2019;0
2812;Male;99999;Chinese;2020;0
2813;Male;99999;Chinese;2021;0
2814;Male;99999;Chinese;2022;0
2815;Male;99999;Chinese;2023;0
2816;Male;99999;Eritrean;2008;0
2817;Male;99999;Eritrean;2009;5
2818;Male;99999;Eritrean;2010;5
2819;Male;99999;Eritrean;2011;0
2820;Male;99999;Eritrean;2012;5
2821;Male;99999;Eritrean;2013;0
2822;Male;99999;Eritrean;2014;25
2823;Male;99999;Eritrean;2015;10
2824;Male;99999;Eritrean;2016;5
2825;Male;99999;Eritrean;2017;60
2826;Male;99999;Eritrean;2018;5
2827;Male;99999;Eritrean;2019;0
2828;Male;99999;Eritrean;2020;0
2829;Male;99999;Eritrean;2021;5
2830;Male;99999;Eritrean;2022;5
2831;Male;99999;Eritrean;2023;5
2832;Male;99999;Ethiopian;2008;0
2833;Male;99999;Ethiopian;2009;0
2834;Male;99999;Ethiopian;2010;0
2835;Male;99999;Ethiopian;2011;0
2836;Male;99999;Ethiopian;2012;0
2837;Male;99999;Ethiopian;2013;0
2838;Male;99999;Ethiopian;2014;0
2839;Male;99999;Ethiopian;2015;0
2840;Male;99999;Ethiopian;2016;0
2841;Male;99999;Ethiopian;2017;5
2842;Male;99999;Ethiopian;2018;0
2843;Male;99999;Ethiopian;2019;0
2844;Male;99999;Ethiopian;2020;0
2845;Male;99999;Ethiopian;2021;0
2846;Male;99999;Ethiopian;2022;0
2847;Male;99999;Ethiopian;2023;0
2848;Male;99999;Gambian;2008;0
2849;Male;99999;Gambian;2009;0
2850;Male;99999;Gambian;2010;0
2851;Male;99999;Gambian;2011;0
2852;Male;99999;Gambian;2012;0
2853;Male;99999;Gambian;2013;0
2854;Male;99999;Gambian;2014;0
2855;Male;99999;Gambian;2015;0
2856;Male;99999;Gambian;2016;0
2857;Male;99999;Gambian;2017;5
2858;Male;99999;Gambian;2018;0
2859;Male;99999;Gambian;2019;0
2860;Male;99999;Gambian;2020;0
2861;Male;99999;Gambian;2021;0
2862;Male;99999;Gambian;2022;0
2863;Male;99999;Gambian;2023;0
2864;Male;99999;Guinean;2008;0
2865;Male;99999;Guinean;2009;0
2866;Male;99999;Guinean;2010;0
2867;Male;99999;Guinean;2011;0
2868;Male;99999;Guinean;2012;0
2869;Male;99999;Guinean;2013;0
2870;Male;99999;Guinean;2014;0
2871;Male;99999;Guinean;2015;0
2872;Male;99999;Guinean;2016;0
2873;Male;99999;Guinean;2017;15
2874;Male;99999;Guinean;2018;0
2875;Male;99999;Guinean;2019;5
2876;Male;99999;Guinean;2020;0
2877;Male;99999;Guinean;2021;0
2878;Male;99999;Guinean;2022;0
2879;Male;99999;Guinean;2023;0
2880;Male;99999;Iraqi;2008;35
2881;Male;99999;Iraqi;2009;10
2882;Male;99999;Iraqi;2010;0
2883;Male;99999;Iraqi;2011;5
2884;Male;99999;Iraqi;2012;5
2885;Male;99999;Iraqi;2013;0
2886;Male;99999;Iraqi;2014;0
2887;Male;99999;Iraqi;2015;5
2888;Male;99999;Iraqi;2016;0
2889;Male;99999;Iraqi;2017;5
2890;Male;99999;Iraqi;2018;0
2891;Male;99999;Iraqi;2019;0
2892;Male;99999;Iraqi;2020;0
2893;Male;99999;Iraqi;2021;0
2894;Male;99999;Iraqi;2022;0
2895;Male;99999;Iraqi;2023;0
2896;Male;99999;Iranian;2008;0
2897;Male;99999;Iranian;2009;5
2898;Male;99999;Iranian;2010;5
2899;Male;99999;Iranian;2011;0
2900;Male;99999;Iranian;2012;5
2901;Male;99999;Iranian;2013;0
2902;Male;99999;Iranian;2014;0
2903;Male;99999;Iranian;2015;0
2904;Male;99999;Iranian;2016;5
2905;Male;99999;Iranian;2017;0
2906;Male;99999;Iranian;2018;0
2907;Male;99999;Iranian;2019;0
2908;Male;99999;Iranian;2020;0
2909;Male;99999;Iranian;2021;0
2910;Male;99999;Iranian;2022;0
2911;Male;99999;Iranian;2023;0
2912;Male;99999;Yemeni;2008;0
2913;Male;99999;Yemeni;2009;0
2914;Male;99999;Yemeni;2010;0
2915;Male;99999;Yemeni;2011;0
2916;Male;99999;Yemeni;2012;0
2917;Male;99999;Yemeni;2013;0
2918;Male;99999;Yemeni;2014;0
2919;Male;99999;Yemeni;2015;0
2920;Male;99999;Yemeni;2016;0
2921;Male;99999;Yemeni;2017;0
2922;Male;99999;Yemeni;2018;0
2923;Male;99999;Yemeni;2019;0
2924;Male;99999;Yemeni;2020;0
2925;Male;99999;Yemeni;2021;5
2926;Male;99999;Yemeni;2022;0
2927;Male;99999;Yemeni;2023;0
2928;Male;99999;Moroccan;2008;0
2929;Male;99999;Moroccan;2009;0
2930;Male;99999;Moroccan;2010;0
2931;Male;99999;Moroccan;2011;0
2932;Male;99999;Moroccan;2012;0
2933;Male;99999;Moroccan;2013;0
2934;Male;99999;Moroccan;2014;0
2935;Male;99999;Moroccan;2015;0
2936;Male;99999;Moroccan;2016;5
2937;Male;99999;Moroccan;2017;10
2938;Male;99999;Moroccan;2018;5
2939;Male;99999;Moroccan;2019;25
2940;Male;99999;Moroccan;2020;10
2941;Male;99999;Moroccan;2021;15
2942;Male;99999;Moroccan;2022;5
2943;Male;99999;Moroccan;2023;0
2944;Male;99999;Turkish;2008;0
2945;Male;99999;Turkish;2009;0
2946;Male;99999;Turkish;2010;0
2947;Male;99999;Turkish;2011;0
2948;Male;99999;Turkish;2012;0
2949;Male;99999;Turkish;2013;0
2950;Male;99999;Turkish;2014;0
2951;Male;99999;Turkish;2015;0
2952;Male;99999;Turkish;2016;0
2953;Male;99999;Turkish;2017;0
2954;Male;99999;Turkish;2018;0
2955;Male;99999;Turkish;2019;0
2956;Male;99999;Turkish;2020;0
2957;Male;99999;Turkish;2021;0
2958;Male;99999;Turkish;2022;0
2959;Male;99999;Turkish;2023;0
2960;Male;99999;Sudanese;2008;0
2961;Male;99999;Sudanese;2009;0
2962;Male;99999;Sudanese;2010;0
2963;Male;99999;Sudanese;2011;0
2964;Male;99999;Sudanese;2012;0
2965;Male;99999;Sudanese;2013;0
2966;Male;99999;Sudanese;2014;0
2967;Male;99999;Sudanese;2015;0
2968;Male;99999;Sudanese;2016;0
2969;Male;99999;Sudanese;2017;15
2970;Male;99999;Sudanese;2018;0
2971;Male;99999;Sudanese;2019;0
2972;Male;99999;Sudanese;2020;0
2973;Male;99999;Sudanese;2021;0
2974;Male;99999;Sudanese;2022;0
2975;Male;99999;Sudanese;2023;0
2976;Male;99999;Somali;2008;20
2977;Male;99999;Somali;2009;20
2978;Male;99999;Somali;2010;0
2979;Male;99999;Somali;2011;0
2980;Male;99999;Somali;2012;5
2981;Male;99999;Somali;2013;0
2982;Male;99999;Somali;2014;0
2983;Male;99999;Somali;2015;5
2984;Male;99999;Somali;2016;0
2985;Male;99999;Somali;2017;5
2986;Male;99999;Somali;2018;0
2987;Male;99999;Somali;2019;0
2988;Male;99999;Somali;2020;0
2989;Male;99999;Somali;2021;5
2990;Male;99999;Somali;2022;0
2991;Male;99999;Somali;2023;0
2992;Male;99999;Syrian;2008;0
2993;Male;99999;Syrian;2009;0
2994;Male;99999;Syrian;2010;0
2995;Male;99999;Syrian;2011;0
2996;Male;99999;Syrian;2012;0
2997;Male;99999;Syrian;2013;0
2998;Male;99999;Syrian;2014;5
2999;Male;99999;Syrian;2015;20
3000;Male;99999;Syrian;2016;0
3001;Male;99999;Syrian;2017;0
3002;Male;99999;Syrian;2018;0
3003;Male;99999;Syrian;2019;0
3004;Male;99999;Syrian;2020;0
3005;Male;99999;Syrian;2021;0
3006;Male;99999;Syrian;2022;5
3007;Male;99999;Syrian;2023;5
3008;Male;99999;Unknown;2008;0
3009;Male;99999;Unknown;2009;0
3010;Male;99999;Unknown;2010;0
3011;Male;99999;Unknown;2011;0
3012;Male;99999;Unknown;2012;0
3013;Male;99999;Unknown;2013;0
3014;Male;99999;Unknown;2014;0
3015;Male;99999;Unknown;2015;0
3016;Male;99999;Unknown;2016;0
3017;Male;99999;Unknown;2017;0
3018;Male;99999;Unknown;2018;0
3019;Male;99999;Unknown;2019;0
3020;Male;99999;Unknown;2020;0
3021;Male;99999;Unknown;2021;0
3022;Male;99999;Unknown;2022;0
3023;Male;99999;Unknown;2023;0
3024;Male;99999;Stateless;2008;0
3025;Male;99999;Stateless;2009;0
3026;Male;99999;Stateless;2010;0
3027;Male;99999;Stateless;2011;0
3028;Male;99999;Stateless;2012;0
3029;Male;99999;Stateless;2013;0
3030;Male;99999;Stateless;2014;0
3031;Male;99999;Stateless;2015;0
3032;Male;99999;Stateless;2016;0
3033;Male;99999;Stateless;2017;0
3034;Male;99999;Stateless;2018;0
3035;Male;99999;Stateless;2019;0
3036;Male;99999;Stateless;2020;0
3037;Male;99999;Stateless;2021;0
3038;Male;99999;Stateless;2022;0
3039;Male;99999;Stateless;2023;0
3040;Female;10000;Total;2008;145
3041;Female;10000;Total;2009;175
3042;Female;10000;Total;2010;160
3043;Female;10000;Total;2011;80
3044;Female;10000;Total;2012;100
3045;Female;10000;Total;2013;80
3046;Female;10000;Total;2014;170
3047;Female;10000;Total;2015;675
3048;Female;10000;Total;2016;375
3049;Female;10000;Total;2017;195
3050;Female;10000;Total;2018;215
3051;Female;10000;Total;2019;150
3052;Female;10000;Total;2020;125
3053;Female;10000;Total;2021;280
3054;Female;10000;Total;2022;390
3055;Female;10000;Total;2023;690
3056;Female;10000;Afghan;2008;0
3057;Female;10000;Afghan;2009;0
3058;Female;10000;Afghan;2010;0
3059;Female;10000;Afghan;2011;25
3060;Female;10000;Afghan;2012;20
3061;Female;10000;Afghan;2013;5
3062;Female;10000;Afghan;2014;5
3063;Female;10000;Afghan;2015;25
3064;Female;10000;Afghan;2016;20
3065;Female;10000;Afghan;2017;10
3066;Female;10000;Afghan;2018;5
3067;Female;10000;Afghan;2019;5
3068;Female;10000;Afghan;2020;5
3069;Female;10000;Afghan;2021;10
3070;Female;10000;Afghan;2022;10
3071;Female;10000;Afghan;2023;5
3072;Female;10000;Albanian;2008;0
3073;Female;10000;Albanian;2009;0
3074;Female;10000;Albanian;2010;0
3075;Female;10000;Albanian;2011;0
3076;Female;10000;Albanian;2012;0
3077;Female;10000;Albanian;2013;0
3078;Female;10000;Albanian;2014;0
3079;Female;10000;Albanian;2015;5
3080;Female;10000;Albanian;2016;5
3081;Female;10000;Albanian;2017;0
3082;Female;10000;Albanian;2018;0
3083;Female;10000;Albanian;2019;0
3084;Female;10000;Albanian;2020;0
3085;Female;10000;Albanian;2021;0
3086;Female;10000;Albanian;2022;0
3087;Female;10000;Albanian;2023;0
3088;Female;10000;Algerian;2008;0
3089;Female;10000;Algerian;2009;0
3090;Female;10000;Algerian;2010;0
3091;Female;10000;Algerian;2011;0
3092;Female;10000;Algerian;2012;0
3093;Female;10000;Algerian;2013;0
3094;Female;10000;Algerian;2014;0
3095;Female;10000;Algerian;2015;0
3096;Female;10000;Algerian;2016;0
3097;Female;10000;Algerian;2017;0
3098;Female;10000;Algerian;2018;0
3099;Female;10000;Algerian;2019;0
3100;Female;10000;Algerian;2020;0
3101;Female;10000;Algerian;2021;0
3102;Female;10000;Algerian;2022;0
3103;Female;10000;Algerian;2023;0
3104;Female;10000;Chinese;2008;15
3105;Female;10000;Chinese;2009;5
3106;Female;10000;Chinese;2010;5
3107;Female;10000;Chinese;2011;5
3108;Female;10000;Chinese;2012;0
3109;Female;10000;Chinese;2013;0
3110;Female;10000;Chinese;2014;0
3111;Female;10000;Chinese;2015;0
3112;Female;10000;Chinese;2016;0
3113;Female;10000;Chinese;2017;5
3114;Female;10000;Chinese;2018;0
3115;Female;10000;Chinese;2019;0
3116;Female;10000;Chinese;2020;0
3117;Female;10000;Chinese;2021;0
3118;Female;10000;Chinese;2022;0
3119;Female;10000;Chinese;2023;0
3120;Female;10000;Eritrean;2008;5
3121;Female;10000;Eritrean;2009;10
3122;Female;10000;Eritrean;2010;10
3123;Female;10000;Eritrean;2011;5
3124;Female;10000;Eritrean;2012;5
3125;Female;10000;Eritrean;2013;5
3126;Female;10000;Eritrean;2014;95
3127;Female;10000;Eritrean;2015;380
3128;Female;10000;Eritrean;2016;235
3129;Female;10000;Eritrean;2017;95
3130;Female;10000;Eritrean;2018;105
3131;Female;10000;Eritrean;2019;30
3132;Female;10000;Eritrean;2020;20
3133;Female;10000;Eritrean;2021;35
3134;Female;10000;Eritrean;2022;95
3135;Female;10000;Eritrean;2023;190
3136;Female;10000;Ethiopian;2008;5
3137;Female;10000;Ethiopian;2009;5
3138;Female;10000;Ethiopian;2010;5
3139;Female;10000;Ethiopian;2011;5
3140;Female;10000;Ethiopian;2012;0
3141;Female;10000;Ethiopian;2013;0
3142;Female;10000;Ethiopian;2014;0
3143;Female;10000;Ethiopian;2015;0
3144;Female;10000;Ethiopian;2016;0
3145;Female;10000;Ethiopian;2017;0
3146;Female;10000;Ethiopian;2018;0
3147;Female;10000;Ethiopian;2019;0
3148;Female;10000;Ethiopian;2020;0
3149;Female;10000;Ethiopian;2021;5
3150;Female;10000;Ethiopian;2022;10
3151;Female;10000;Ethiopian;2023;10
3152;Female;10000;Gambian;2008;0
3153;Female;10000;Gambian;2009;0
3154;Female;10000;Gambian;2010;0
3155;Female;10000;Gambian;2011;0
3156;Female;10000;Gambian;2012;0
3157;Female;10000;Gambian;2013;0
3158;Female;10000;Gambian;2014;0
3159;Female;10000;Gambian;2015;0
3160;Female;10000;Gambian;2016;0
3161;Female;10000;Gambian;2017;0
3162;Female;10000;Gambian;2018;0
3163;Female;10000;Gambian;2019;0
3164;Female;10000;Gambian;2020;0
3165;Female;10000;Gambian;2021;0
3166;Female;10000;Gambian;2022;0
3167;Female;10000;Gambian;2023;5
3168;Female;10000;Guinean;2008;20
3169;Female;10000;Guinean;2009;15
3170;Female;10000;Guinean;2010;15
3171;Female;10000;Guinean;2011;0
3172;Female;10000;Guinean;2012;20
3173;Female;10000;Guinean;2013;15
3174;Female;10000;Guinean;2014;10
3175;Female;10000;Guinean;2015;5
3176;Female;10000;Guinean;2016;0
3177;Female;10000;Guinean;2017;5
3178;Female;10000;Guinean;2018;10
3179;Female;10000;Guinean;2019;5
3180;Female;10000;Guinean;2020;0
3181;Female;10000;Guinean;2021;0
3182;Female;10000;Guinean;2022;0
3183;Female;10000;Guinean;2023;0
3184;Female;10000;Iraqi;2008;15
3185;Female;10000;Iraqi;2009;5
3186;Female;10000;Iraqi;2010;5
3187;Female;10000;Iraqi;2011;10
3188;Female;10000;Iraqi;2012;0
3189;Female;10000;Iraqi;2013;0
3190;Female;10000;Iraqi;2014;5
3191;Female;10000;Iraqi;2015;15
3192;Female;10000;Iraqi;2016;5
3193;Female;10000;Iraqi;2017;5
3194;Female;10000;Iraqi;2018;15
3195;Female;10000;Iraqi;2019;15
3196;Female;10000;Iraqi;2020;5
3197;Female;10000;Iraqi;2021;40
3198;Female;10000;Iraqi;2022;20
3199;Female;10000;Iraqi;2023;100
3200;Female;10000;Iranian;2008;0
3201;Female;10000;Iranian;2009;0
3202;Female;10000;Iranian;2010;5
3203;Female;10000;Iranian;2011;0
3204;Female;10000;Iranian;2012;0
3205;Female;10000;Iranian;2013;0
3206;Female;10000;Iranian;2014;0
3207;Female;10000;Iranian;2015;0
3208;Female;10000;Iranian;2016;0
3209;Female;10000;Iranian;2017;0
3210;Female;10000;Iranian;2018;10
3211;Female;10000;Iranian;2019;5
3212;Female;10000;Iranian;2020;0
3213;Female;10000;Iranian;2021;0
3214;Female;10000;Iranian;2022;0
3215;Female;10000;Iranian;2023;0
3216;Female;10000;Yemeni;2008;0
3217;Female;10000;Yemeni;2009;0
3218;Female;10000;Yemeni;2010;0
3219;Female;10000;Yemeni;2011;0
3220;Female;10000;Yemeni;2012;0
3221;Female;10000;Yemeni;2013;0
3222;Female;10000;Yemeni;2014;0
3223;Female;10000;Yemeni;2015;0
3224;Female;10000;Yemeni;2016;0
3225;Female;10000;Yemeni;2017;0
3226;Female;10000;Yemeni;2018;0
3227;Female;10000;Yemeni;2019;0
3228;Female;10000;Yemeni;2020;0
3229;Female;10000;Yemeni;2021;5
3230;Female;10000;Yemeni;2022;10
3231;Female;10000;Yemeni;2023;5
3232;Female;10000;Moroccan;2008;0
3233;Female;10000;Moroccan;2009;0
3234;Female;10000;Moroccan;2010;0
3235;Female;10000;Moroccan;2011;0
3236;Female;10000;Moroccan;2012;0
3237;Female;10000;Moroccan;2013;0
3238;Female;10000;Moroccan;2014;0
3239;Female;10000;Moroccan;2015;0
3240;Female;10000;Moroccan;2016;0
3241;Female;10000;Moroccan;2017;0
3242;Female;10000;Moroccan;2018;5
3243;Female;10000;Moroccan;2019;5
3244;Female;10000;Moroccan;2020;5
3245;Female;10000;Moroccan;2021;0
3246;Female;10000;Moroccan;2022;0
3247;Female;10000;Moroccan;2023;0
3248;Female;10000;Turkish;2008;0
3249;Female;10000;Turkish;2009;0
3250;Female;10000;Turkish;2010;0
3251;Female;10000;Turkish;2011;0
3252;Female;10000;Turkish;2012;0
3253;Female;10000;Turkish;2013;0
3254;Female;10000;Turkish;2014;0
3255;Female;10000;Turkish;2015;0
3256;Female;10000;Turkish;2016;0
3257;Female;10000;Turkish;2017;0
3258;Female;10000;Turkish;2018;0
3259;Female;10000;Turkish;2019;5
3260;Female;10000;Turkish;2020;0
3261;Female;10000;Turkish;2021;0
3262;Female;10000;Turkish;2022;5
3263;Female;10000;Turkish;2023;10
3264;Female;10000;Sudanese;2008;0
3265;Female;10000;Sudanese;2009;0
3266;Female;10000;Sudanese;2010;0
