ID;SIC1993SizeClasses;Periods;UnfilledVacancies_1;NewVacancies_2;FilledVacancies_3;UnfilledVacancies_4;NewVacancies_5;FilledVacancies_6
2421;7410A Consult, jurid.,administr services;2000 2nd quarter;;;;17.3;14.0;15.0
2422;7410A Consult, jurid.,administr services;2000 3rd quarter;;;;14.8;14.0;17.0
2423;7410A Consult, jurid.,administr services;2000 4th quarter;;;;18.1;18.0;15.0
2424;7410A Consult, jurid.,administr services;2000 annual figure;;;;16.7;64.0;61.0
2425;7410A Consult, jurid.,administr services;2001 1st quarter;;;;15.7;16.0;18.0
2426;7410A Consult, jurid.,administr services;2001 2nd quarter;;;;19.2;20.0;17.0
2427;7410A Consult, jurid.,administr services;2001 3rd quarter;;;;14.3;11.0;16.0
2428;7410A Consult, jurid.,administr services;2001 4th quarter;;;;12.0;10.0;12.0
2429;7410A Consult, jurid.,administr services;2001 annual figure;;;;16.1;57.0;63.0
2430;7410A Consult, jurid.,administr services;2002 1st quarter;;;;13.2;13.0;12.0
2431;7410A Consult, jurid.,administr services;2002 2nd quarter;;;;10.2;9.0;12.0
2432;7410A Consult, jurid.,administr services;2002 3rd quarter;;;;9.1;8.0;9.0
2433;7410A Consult, jurid.,administr services;2002 4th quarter;;;;9.3;10.0;10.0
2434;7410A Consult, jurid.,administr services;2002 annual figure;;;;10.8;39.0;42.0
2435;7410A Consult, jurid.,administr services;2003 1st quarter;;;;10.9;12.0;10.0
2436;7410A Consult, jurid.,administr services;2003 2nd quarter;;;;10.0;12.0;13.0
2437;7410A Consult, jurid.,administr services;2003 3rd quarter;;;;5.7;7.0;11.0
2438;7410A Consult, jurid.,administr services;2003 4th quarter;;;;7.0;10.0;9.0
2439;7410A Consult, jurid.,administr services;2003 annual figure;;;;8.7;41.0;43.0
2440;7410A Consult, jurid.,administr services;2004 1st quarter;;;;11.3;14.0;9.0
2441;7410A Consult, jurid.,administr services;2004 2nd quarter;;;;11.1;13.0;13.0
2442;7410A Consult, jurid.,administr services;2004 3rd quarter;;;;9.7;12.0;14.0
2443;7410A Consult, jurid.,administr services;2004 4th quarter;;;;11.1;13.0;12.0
2444;7410A Consult, jurid.,administr services;2004 annual figure;;;;10.3;53.0;48.0
2445;7410A Consult, jurid.,administr services;2005 1st quarter;;;;16.8;20.0;15.0
2446;7410A Consult, jurid.,administr services;2005 2nd quarter;;;;15.6;17.0;18.0
2447;7410A Consult, jurid.,administr services;2005 3rd quarter;;;;14.9;17.0;17.0
2448;7410A Consult, jurid.,administr services;2005 4th quarter;;;;16.1;17.0;16.0
2449;7410A Consult, jurid.,administr services;2005 annual figure;;;;15.2;71.0;66.0
2450;7410A Consult, jurid.,administr services;2006 1st quarter;;;;17.7;21.0;20.0
2451;7410A Consult, jurid.,administr services;2006 2nd quarter;;;;21.1;22.0;19.0
2452;7410A Consult, jurid.,administr services;2006 3rd quarter;;;;21.3;21.0;21.0
2453;7410A Consult, jurid.,administr services;2006 4th quarter;24.3;24.0;22.0;22.4;20.0;19.0
2454;7410A Consult, jurid.,administr services;2006 annual figure;;;;19.8;85.0;78.0
2455;7410A Consult, jurid.,administr services;2007 1st quarter;23.3;21.0;22.0;;;
2456;7410A Consult, jurid.,administr services;2007 2nd quarter;25.7;25.0;22.0;;;
2457;7410A Consult, jurid.,administr services;2007 3rd quarter;23.6;19.0;21.0;;;
2458;7410A Consult, jurid.,administr services;2007 4th quarter;24.4;21.0;21.0;;;
2459;7410A Consult, jurid.,administr services;2007 annual figure;24.2;86.0;86.0;;;
2460;7410A Consult, jurid.,administr services;2008 1st quarter;26.2;21.0;20.0;;;
2461;7410A Consult, jurid.,administr services;2008 2nd quarter;24.2;19.0;21.0;;;
2462;7410A Consult, jurid.,administr services;2008 3rd quarter;23.3;20.0;20.0;;;
2463;7410A Consult, jurid.,administr services;2008 4rd quarter;18.5;15.0;20.0;;;
2464;7410A Consult, jurid.,administr services;2008 annual figure;23.8;75.0;81.0;;;
2465;7410A Consult, jurid.,administr services;2009 1st quarter;13.4;12.0;17.0;;;
2466;7410A Consult, jurid.,administr services;2009 2nd quarter;10.7;10.0;13.0;;;
2467;7410A Consult, jurid.,administr services;2009 3rd quarter;10.1;12.0;12.0;;;
2468;7410A Consult, jurid.,administr services;2009 4rd quarter;10.3;12.0;12.0;;;
2469;7410A Consult, jurid.,administr services;2009 annual figure;12.2;46.0;54.0;;;
2470;74501 Staff temp. employment agencies;1997 1st quarter;;;;2.3;2.0;2.0
2471;74501 Staff temp. employment agencies;1997 2nd quarter;;;;1.6;1.0;2.0
2472;74501 Staff temp. employment agencies;1997 3rd quarter;;;;1.1;2.0;2.0
2473;74501 Staff temp. employment agencies;1997 4th quarter;;;;1.3;2.0;2.0
2474;74501 Staff temp. employment agencies;1997 annual figure;;;;;;
2475;74501 Staff temp. employment agencies;1998 1st quarter;;;;1.0;1.0;2.0
2476;74501 Staff temp. employment agencies;1998 2nd quarter;;;;1.7;3.0;3.0
2477;74501 Staff temp. employment agencies;1998 3rd quarter;;;;0.7;1.0;2.0
2478;74501 Staff temp. employment agencies;1998 4th quarter;;;;0.8;2.0;2.0
2479;74501 Staff temp. employment agencies;1998 annual figure;;;;1.1;7.0;8.0
2480;74501 Staff temp. employment agencies;1999 1st quarter;;;;1.1;2.0;2.0
2481;74501 Staff temp. employment agencies;1999 2nd quarter;;;;1.0;2.0;2.0
2482;74501 Staff temp. employment agencies;1999 3rd quarter;;;;1.3;2.0;2.0
2483;74501 Staff temp. employment agencies;1999 4th quarter;;;;1.7;3.0;3.0
2484;74501 Staff temp. employment agencies;1999 annual figure;;;;1.2;9.0;8.0
2485;74501 Staff temp. employment agencies;2000 1st quarter;;;;2.2;3.0;3.0
2486;74501 Staff temp. employment agencies;2000 2nd quarter;;;;2.7;4.0;3.0
2487;74501 Staff temp. employment agencies;2000 3rd quarter;;;;2.3;3.0;3.0
2488;74501 Staff temp. employment agencies;2000 4th quarter;;;;2.5;3.0;3.0
2489;74501 Staff temp. employment agencies;2000 annual figure;;;;2.3;13.0;12.0
2490;74501 Staff temp. employment agencies;2001 1st quarter;;;;2.2;3.0;4.0
2491;74501 Staff temp. employment agencies;2001 2nd quarter;;;;3.9;6.0;4.0
2492;74501 Staff temp. employment agencies;2001 3rd quarter;;;;1.5;1.0;4.0
2493;74501 Staff temp. employment agencies;2001 4th quarter;;;;1.9;2.0;2.0
2494;74501 Staff temp. employment agencies;2001 annual figure;;;;2.4;12.0;13.0
2495;74501 Staff temp. employment agencies;2002 1st quarter;;;;2.0;3.0;2.0
2496;74501 Staff temp. employment agencies;2002 2nd quarter;;;;2.3;3.0;3.0
2497;74501 Staff temp. employment agencies;2002 3rd quarter;;;;1.0;1.0;2.0
2498;74501 Staff temp. employment agencies;2002 4th quarter;;;;1.1;1.0;1.0
2499;74501 Staff temp. employment agencies;2002 annual figure;;;;1.7;8.0;9.0
2500;74501 Staff temp. employment agencies;2003 1st quarter;;;;1.4;2.0;2.0
2501;74501 Staff temp. employment agencies;2003 2nd quarter;;;;1.0;1.0;2.0
2502;74501 Staff temp. employment agencies;2003 3rd quarter;;;;0.7;1.0;1.0
2503;74501 Staff temp. employment agencies;2003 4th quarter;;;;0.7;1.0;1.0
2504;74501 Staff temp. employment agencies;2003 annual figure;;;;1.0;5.0;6.0
2505;74501 Staff temp. employment agencies;2004 1st quarter;;;;1.5;2.0;1.0
2506;74501 Staff temp. employment agencies;2004 2nd quarter;;;;1.5;2.0;2.0
2507;74501 Staff temp. employment agencies;2004 3rd quarter;;;;1.2;1.0;2.0
2508;74501 Staff temp. employment agencies;2004 4th quarter;;;;1.4;2.0;2.0
2509;74501 Staff temp. employment agencies;2004 annual figure;;;;1.3;7.0;6.0
2510;74501 Staff temp. employment agencies;2005 1st quarter;;;;1.1;1.0;1.0
2511;74501 Staff temp. employment agencies;2005 2nd quarter;;;;1.9;3.0;2.0
2512;74501 Staff temp. employment agencies;2005 3rd quarter;;;;2.3;3.0;2.0
2513;74501 Staff temp. employment agencies;2005 4th quarter;;;;1.6;2.0;2.0
2514;74501 Staff temp. employment agencies;2005 annual figure;;;;1.7;8.0;8.0
2515;74501 Staff temp. employment agencies;2006 1st quarter;;;;2.2;3.0;2.0
2516;74501 Staff temp. employment agencies;2006 2nd quarter;;;;2.9;3.0;2.0
2517;74501 Staff temp. employment agencies;2006 3rd quarter;;;;1.8;1.0;3.0
2518;74501 Staff temp. employment agencies;2006 4th quarter;3.1;3.0;3.0;2.1;2.0;2.0
2519;74501 Staff temp. employment agencies;2006 annual figure;;;;2.2;9.0;9.0
2520;74501 Staff temp. employment agencies;2007 1st quarter;3.3;4.0;3.0;;;
2521;74501 Staff temp. employment agencies;2007 2nd quarter;3.1;4.0;4.0;;;
2522;74501 Staff temp. employment agencies;2007 3rd quarter;2.4;3.0;4.0;;;
2523;74501 Staff temp. employment agencies;2007 4th quarter;2.9;4.0;4.0;;;
2524;74501 Staff temp. employment agencies;2007 annual figure;2.9;15.0;15.0;;;
2525;74501 Staff temp. employment agencies;2008 1st quarter;3.5;4.0;3.0;;;
2526;74501 Staff temp. employment agencies;2008 2nd quarter;3.9;5.0;5.0;;;
2527;74501 Staff temp. employment agencies;2008 3rd quarter;3.1;3.0;4.0;;;
2528;74501 Staff temp. employment agencies;2008 4rd quarter;2.1;3.0;4.0;;;
2529;74501 Staff temp. employment agencies;2008 annual figure;3.2;15.0;16.0;;;
2530;74501 Staff temp. employment agencies;2009 1st quarter;1.5;3.0;4.0;;;
2531;74501 Staff temp. employment agencies;2009 2nd quarter;1.2;2.0;2.0;;;
2532;74501 Staff temp. employment agencies;2009 3rd quarter;1.4;2.0;2.0;;;
2533;74501 Staff temp. employment agencies;2009 4rd quarter;1.6;2.0;2.0;;;
2534;74501 Staff temp. employment agencies;2009 annual figure;1.5;10.0;10.0;;;
2535;747 Cleaning services;1997 1st quarter;;;;2.1;7.0;6.0
2536;747 Cleaning services;1997 2nd quarter;;;;1.4;7.0;8.0
2537;747 Cleaning services;1997 3rd quarter;;;;1.5;9.0;9.0
2538;747 Cleaning services;1997 4th quarter;;;;1.8;7.0;6.0
2539;747 Cleaning services;1997 annual figure;;;;;;
2540;747 Cleaning services;1998 1st quarter;;;;2.2;7.0;6.0
2541;747 Cleaning services;1998 2nd quarter;;;;3.3;7.0;6.0
2542;747 Cleaning services;1998 3rd quarter;;;;3.6;8.0;7.0
2543;747 Cleaning services;1998 4th quarter;;;;3.0;6.0;6.0
2544;747 Cleaning services;1998 annual figure;;;;2.9;27.0;26.0
2545;747 Cleaning services;1999 1st quarter;;;;3.0;11.0;11.0
2546;747 Cleaning services;1999 2nd quarter;;;;3.8;7.0;6.0
2547;747 Cleaning services;1999 3rd quarter;;;;3.0;6.0;7.0
2548;747 Cleaning services;1999 4th quarter;;;;2.8;6.0;6.0
2549;747 Cleaning services;1999 annual figure;;;;3.2;30.0;30.0
2550;747 Cleaning services;2000 1st quarter;;;;3.3;8.0;7.0
2551;747 Cleaning services;2000 2nd quarter;;;;4.2;8.0;7.0
2552;747 Cleaning services;2000 3rd quarter;;;;4.0;7.0;7.0
2553;747 Cleaning services;2000 4th quarter;;;;3.6;8.0;9.0
2554;747 Cleaning services;2000 annual figure;;;;3.7;31.0;30.0
2555;747 Cleaning services;2001 1st quarter;;;;6.3;12.0;9.0
2556;747 Cleaning services;2001 2nd quarter;;;;8.5;13.0;11.0
2557;747 Cleaning services;2001 3rd quarter;;;;6.7;9.0;11.0
2558;747 Cleaning services;2001 4th quarter;;;;4.7;6.0;8.0
2559;747 Cleaning services;2001 annual figure;;;;6.4;40.0;39.0
2560;747 Cleaning services;2002 1st quarter;;;;4.8;7.0;7.0
2561;747 Cleaning services;2002 2nd quarter;;;;4.7;8.0;8.0
2562;747 Cleaning services;2002 3rd quarter;;;;3.1;6.0;8.0
2563;747 Cleaning services;2002 4th quarter;;;;3.7;8.0;8.0
2564;747 Cleaning services;2002 annual figure;;;;4.2;30.0;31.0
2565;747 Cleaning services;2003 1st quarter;;;;3.9;6.0;5.0
2566;747 Cleaning services;2003 2nd quarter;;;;3.7;6.0;7.0
2567;747 Cleaning services;2003 3rd quarter;;;;2.3;5.0;7.0
2568;747 Cleaning services;2003 4th quarter;;;;2.6;7.0;6.0
2569;747 Cleaning services;2003 annual figure;;;;3.3;24.0;25.0
2570;747 Cleaning services;2004 1st quarter;;;;2.6;5.0;5.0
2571;747 Cleaning services;2004 2nd quarter;;;;2.9;6.0;6.0
2572;747 Cleaning services;2004 3rd quarter;;;;2.1;5.0;6.0
2573;747 Cleaning services;2004 4th quarter;;;;1.8;5.0;5.0
2574;747 Cleaning services;2004 annual figure;;;;2.4;20.0;21.0
2575;747 Cleaning services;2005 1st quarter;;;;3.5;6.0;4.0
2576;747 Cleaning services;2005 2nd quarter;;;;3.7;7.0;7.0
2577;747 Cleaning services;2005 3rd quarter;;;;3.3;7.0;8.0
2578;747 Cleaning services;2005 4th quarter;;;;2.6;6.0;7.0
2579;747 Cleaning services;2005 annual figure;;;;3.2;26.0;25.0
2580;747 Cleaning services;2006 1st quarter;;;;2.4;6.0;6.0
2581;747 Cleaning services;2006 2nd quarter;;;;2.6;7.0;7.0
2582;747 Cleaning services;2006 3rd quarter;;;;2.9;8.0;8.0
2583;747 Cleaning services;2006 4th quarter;2.7;6.0;6.0;2.5;6.0;6.0
2584;747 Cleaning services;2006 annual figure;;;;2.6;27.0;27.0
2585;747 Cleaning services;2007 1st quarter;3.5;8.0;7.0;;;
2586;747 Cleaning services;2007 2nd quarter;3.0;6.0;7.0;;;
2587;747 Cleaning services;2007 3rd quarter;3.2;7.0;6.0;;;
2588;747 Cleaning services;2007 4th quarter;3.2;5.0;5.0;;;
2589;747 Cleaning services;2007 annual figure;3.2;26.0;26.0;;;
2590;747 Cleaning services;2008 1st quarter;3.1;6.0;7.0;;;
2591;747 Cleaning services;2008 2nd quarter;3.9;8.0;7.0;;;
2592;747 Cleaning services;2008 3rd quarter;3.5;7.0;7.0;;;
2593;747 Cleaning services;2008 4rd quarter;2.7;5.0;6.0;;;
2594;747 Cleaning services;2008 annual figure;3.4;26.0;26.0;;;
2595;747 Cleaning services;2009 1st quarter;2.5;7.0;7.0;;;
2596;747 Cleaning services;2009 2nd quarter;2.3;5.0;5.0;;;
2597;747 Cleaning services;2009 3rd quarter;2.3;5.0;5.0;;;
2598;747 Cleaning services;2009 4rd quarter;2.0;5.0;5.0;;;
2599;747 Cleaning services;2009 annual figure;2.4;21.0;22.0;;;
2600;748 Other commercial services;1997 1st quarter;;;;2.7;4.0;4.0
2601;748 Other commercial services;1997 2nd quarter;;;;3.1;6.0;5.0
2602;748 Other commercial services;1997 3rd quarter;;;;3.6;7.0;6.0
2603;748 Other commercial services;1997 4th quarter;;;;4.1;6.0;5.0
2604;748 Other commercial services;1997 annual figure;;;;;;
2605;748 Other commercial services;1998 1st quarter;;;;3.9;6.0;6.0
2606;748 Other commercial services;1998 2nd quarter;;;;7.5;11.0;7.0
2607;748 Other commercial services;1998 3rd quarter;;;;4.7;5.0;8.0
2608;748 Other commercial services;1998 4th quarter;;;;5.4;7.0;6.0
2609;748 Other commercial services;1998 annual figure;;;;5.2;29.0;28.0
2610;748 Other commercial services;1999 1st quarter;;;;6.0;8.0;8.0
2611;748 Other commercial services;1999 2nd quarter;;;;7.7;9.0;7.0
2612;748 Other commercial services;1999 3rd quarter;;;;8.3;9.0;8.0
2613;748 Other commercial services;1999 4th quarter;;;;8.0;9.0;9.0
2614;748 Other commercial services;1999 annual figure;;;;7.2;35.0;32.0
2615;748 Other commercial services;2000 1st quarter;;;;12.8;13.0;9.0
2616;748 Other commercial services;2000 2nd quarter;;;;11.6;8.0;9.0
2617;748 Other commercial services;2000 3rd quarter;;;;10.2;7.0;8.0
2618;748 Other commercial services;2000 4th quarter;;;;12.7;11.0;8.0
2619;748 Other commercial services;2000 annual figure;;;;11.2;39.0;35.0
2620;748 Other commercial services;2001 1st quarter;;;;14.2;10.0;9.0
2621;748 Other commercial services;2001 2nd quarter;;;;10.5;11.0;15.0
2622;748 Other commercial services;2001 3rd quarter;;;;7.1;7.0;10.0
2623;748 Other commercial services;2001 4th quarter;;;;6.6;7.0;8.0
2624;748 Other commercial services;2001 annual figure;;;;10.3;35.0;41.0
2625;748 Other commercial services;2002 1st quarter;;;;8.5;9.0;7.0
2626;748 Other commercial services;2002 2nd quarter;;;;7.2;8.0;9.0
2627;748 Other commercial services;2002 3rd quarter;;;;5.5;6.0;7.0
2628;748 Other commercial services;2002 4th quarter;;;;5.5;7.0;7.0
2629;748 Other commercial services;2002 annual figure;;;;6.8;30.0;31.0
2630;748 Other commercial services;2003 1st quarter;;;;5.1;11.0;11.0
2631;748 Other commercial services;2003 2nd quarter;;;;4.8;9.0;9.0
2632;748 Other commercial services;2003 3rd quarter;;;;4.1;8.0;8.0
2633;748 Other commercial services;2003 4th quarter;;;;4.1;6.0;6.0
2634;748 Other commercial services;2003 annual figure;;;;4.7;33.0;35.0
2635;748 Other commercial services;2004 1st quarter;;;;6.4;11.0;8.0
2636;748 Other commercial services;2004 2nd quarter;;;;7.6;12.0;11.0
2637;748 Other commercial services;2004 3rd quarter;;;;4.7;7.0;10.0
2638;748 Other commercial services;2004 4th quarter;;;;7.8;10.0;7.0
2639;748 Other commercial services;2004 annual figure;;;;6.2;40.0;36.0
2640;748 Other commercial services;2005 1st quarter;;;;8.5;12.0;11.0
2641;748 Other commercial services;2005 2nd quarter;;;;8.3;11.0;12.0
2642;748 Other commercial services;2005 3rd quarter;;;;8.5;10.0;10.0
2643;748 Other commercial services;2005 4th quarter;;;;6.7;9.0;11.0
2644;748 Other commercial services;2005 annual figure;;;;8.1;43.0;44.0
2645;748 Other commercial services;2006 1st quarter;;;;8.9;12.0;9.0
2646;748 Other commercial services;2006 2nd quarter;;;;9.2;11.0;10.0
2647;748 Other commercial services;2006 3rd quarter;;;;10.1;11.0;10.0
2648;748 Other commercial services;2006 4th quarter;11.5;12.0;14.0;10.6;12.0;11.0
2649;748 Other commercial services;2006 annual figure;;;;9.2;45.0;41.0
2650;748 Other commercial services;2007 1st quarter;11.8;11.0;11.0;;;
2651;748 Other commercial services;2007 2nd quarter;10.7;13.0;14.0;;;
2652;748 Other commercial services;2007 3rd quarter;10.5;12.0;12.0;;;
2653;748 Other commercial services;2007 4th quarter;11.6;11.0;10.0;;;
2654;748 Other commercial services;2007 annual figure;11.1;48.0;47.0;;;
2655;748 Other commercial services;2008 1st quarter;9.4;10.0;12.0;;;
2656;748 Other commercial services;2008 2nd quarter;9.6;11.0;10.0;;;
2657;748 Other commercial services;2008 3rd quarter;9.2;11.0;11.0;;;
2658;748 Other commercial services;2008 4rd quarter;8.5;10.0;11.0;;;
2659;748 Other commercial services;2008 annual figure;9.5;41.0;45.0;;;
2660;748 Other commercial services;2009 1st quarter;7.0;7.0;9.0;;;
2661;748 Other commercial services;2009 2nd quarter;5.3;7.0;8.0;;;
2662;748 Other commercial services;2009 3rd quarter;5.0;7.0;8.0;;;
2663;748 Other commercial services;2009 4rd quarter;4.3;8.0;8.0;;;
2664;748 Other commercial services;2009 annual figure;5.9;29.0;33.0;;;
2665;L-O Non commercial services;1997 1st quarter;;;;21.1;36.0;35.0
2666;L-O Non commercial services;1997 2nd quarter;;;;23.2;39.0;37.0
2667;L-O Non commercial services;1997 3rd quarter;;;;21.8;44.0;46.0
2668;L-O Non commercial services;1997 4th quarter;;;;24.8;39.0;36.0
2669;L-O Non commercial services;1997 annual figure;;;;;;
2670;L-O Non commercial services;1998 1st quarter;;;;30.2;48.0;43.0
2671;L-O Non commercial services;1998 2nd quarter;;;;34.7;48.0;44.0
2672;L-O Non commercial services;1998 3rd quarter;;;;29.9;54.0;59.0
2673;L-O Non commercial services;1998 4th quarter;;;;32.4;47.0;44.0
2674;L-O Non commercial services;1998 annual figure;;;;30.8;197.0;190.0
2675;L-O Non commercial services;1999 1st quarter;;;;35.8;53.0;50.0
2676;L-O Non commercial services;1999 2nd quarter;;;;39.8;57.0;53.0
2677;L-O Non commercial services;1999 3rd quarter;;;;36.5;55.0;59.0
2678;L-O Non commercial services;1999 4th quarter;;;;41.1;51.0;46.0
2679;L-O Non commercial services;1999 annual figure;;;;37.2;216.0;208.0
2680;L-O Non commercial services;2000 1st quarter;;;;43.3;56.0;54.0
2681;L-O Non commercial services;2000 2nd quarter;;;;43.8;56.0;55.0
2682;L-O Non commercial services;2000 3rd quarter;;;;39.3;59.0;63.0
2683;L-O Non commercial services;2000 4th quarter;;;;44.6;57.0;52.0
2684;L-O Non commercial services;2000 annual figure;;;;42.3;228.0;224.0
2685;L-O Non commercial services;2001 1st quarter;;;;47.4;62.0;60.0
2686;L-O Non commercial services;2001 2nd quarter;;;;50.6;67.0;64.0
2687;L-O Non commercial services;2001 3rd quarter;;;;44.9;58.0;63.0
2688;L-O Non commercial services;2001 4th quarter;;;;45.5;54.0;53.0
2689;L-O Non commercial services;2001 annual figure;;;;47.0;241.0;240.0
2690;L-O Non commercial services;2002 1st quarter;;;;48.1;57.0;55.0
2691;L-O Non commercial services;2002 2nd quarter;;;;44.1;54.0;58.0
2692;L-O Non commercial services;2002 3rd quarter;;;;36.0;52.0;61.0
2693;L-O Non commercial services;2002 4th quarter;;;;37.3;45.0;44.0
2694;L-O Non commercial services;2002 annual figure;;;;42.4;209.0;218.0
2695;L-O Non commercial services;2003 1st quarter;;;;34.2;45.0;48.0
2696;L-O Non commercial services;2003 2nd quarter;;;;34.9;46.0;46.0
2697;L-O Non commercial services;2003 3rd quarter;;;;26.4;40.0;49.0
2698;L-O Non commercial services;2003 4th quarter;;;;25.9;36.0;36.0
2699;L-O Non commercial services;2003 annual figure;;;;31.8;167.0;179.0
2700;L-O Non commercial services;2004 1st quarter;;;;31.9;43.0;37.0
2701;L-O Non commercial services;2004 2nd quarter;;;;37.1;49.0;44.0
2702;L-O Non commercial services;2004 3rd quarter;;;;28.7;41.0;49.0
2703;L-O Non commercial services;2004 4th quarter;;;;29.8;41.0;40.0
2704;L-O Non commercial services;2004 annual figure;;;;31.4;174.0;170.0
