ID;ProvincialLevies;Regions;Periods;ProvincialLeviesInMillionOfEuros_1
2380;Groundwater tax;Overijssel (PV);2019;1.0
2381;Groundwater tax;Overijssel (PV);2020;1.0
2382;Groundwater tax;Overijssel (PV);2021;1.0
2383;Groundwater tax;Overijssel (PV);2022;1.0
2384;Groundwater tax;Overijssel (PV);2023;1.1
2385;Groundwater tax;Overijssel (PV);2024;1.1
2386;Groundwater tax;Overijssel (PV);2025;1.1
2387;Groundwater tax;Flevoland (PV);1995;
2388;Groundwater tax;Flevoland (PV);1996;
2389;Groundwater tax;Flevoland (PV);1997;
2390;Groundwater tax;Flevoland (PV);1998;
2391;Groundwater tax;Flevoland (PV);1999;0.3
2392;Groundwater tax;Flevoland (PV);2000;0.4
2393;Groundwater tax;Flevoland (PV);2001;0.4
2394;Groundwater tax;Flevoland (PV);2002;0.4
2395;Groundwater tax;Flevoland (PV);2003;0.5
2396;Groundwater tax;Flevoland (PV);2004;0.5
2397;Groundwater tax;Flevoland (PV);2005;0.5
2398;Groundwater tax;Flevoland (PV);2006;0.5
2399;Groundwater tax;Flevoland (PV);2007;0.5
2400;Groundwater tax;Flevoland (PV);2008;0.5
2401;Groundwater tax;Flevoland (PV);2009;0.5
2402;Groundwater tax;Flevoland (PV);2010;0.5
2403;Groundwater tax;Flevoland (PV);2011;0.5
2404;Groundwater tax;Flevoland (PV);2012;0.5
2405;Groundwater tax;Flevoland (PV);2013;0.5
2406;Groundwater tax;Flevoland (PV);2014;0.5
2407;Groundwater tax;Flevoland (PV);2015;0.5
2408;Groundwater tax;Flevoland (PV);2016;0.5
2409;Groundwater tax;Flevoland (PV);2017;0.5
2410;Groundwater tax;Flevoland (PV);2018;0.5
2411;Groundwater tax;Flevoland (PV);2019;0.5
2412;Groundwater tax;Flevoland (PV);2020;0.5
2413;Groundwater tax;Flevoland (PV);2021;0.5
2414;Groundwater tax;Flevoland (PV);2022;0.5
2415;Groundwater tax;Flevoland (PV);2023;0.5
2416;Groundwater tax;Flevoland (PV);2024;0.5
2417;Groundwater tax;Flevoland (PV);2025;0.5
2418;Groundwater tax;Gelderland (PV);1995;
2419;Groundwater tax;Gelderland (PV);1996;
2420;Groundwater tax;Gelderland (PV);1997;
2421;Groundwater tax;Gelderland (PV);1998;
2422;Groundwater tax;Gelderland (PV);1999;4.8
2423;Groundwater tax;Gelderland (PV);2000;4.8
2424;Groundwater tax;Gelderland (PV);2001;5.9
2425;Groundwater tax;Gelderland (PV);2002;5.9
2426;Groundwater tax;Gelderland (PV);2003;2.9
2427;Groundwater tax;Gelderland (PV);2004;2.9
2428;Groundwater tax;Gelderland (PV);2005;2.7
2429;Groundwater tax;Gelderland (PV);2006;2.6
2430;Groundwater tax;Gelderland (PV);2007;2.3
2431;Groundwater tax;Gelderland (PV);2008;2.3
2432;Groundwater tax;Gelderland (PV);2009;2.3
2433;Groundwater tax;Gelderland (PV);2010;2.4
2434;Groundwater tax;Gelderland (PV);2011;2.4
2435;Groundwater tax;Gelderland (PV);2012;2.2
2436;Groundwater tax;Gelderland (PV);2013;2.2
2437;Groundwater tax;Gelderland (PV);2014;2.2
2438;Groundwater tax;Gelderland (PV);2015;2.2
2439;Groundwater tax;Gelderland (PV);2016;2.2
2440;Groundwater tax;Gelderland (PV);2017;2.0
2441;Groundwater tax;Gelderland (PV);2018;2.0
2442;Groundwater tax;Gelderland (PV);2019;2.0
2443;Groundwater tax;Gelderland (PV);2020;2.0
2444;Groundwater tax;Gelderland (PV);2021;2.2
2445;Groundwater tax;Gelderland (PV);2022;2.2
2446;Groundwater tax;Gelderland (PV);2023;2.2
2447;Groundwater tax;Gelderland (PV);2024;2.8
2448;Groundwater tax;Gelderland (PV);2025;2.8
2449;Groundwater tax;Utrecht (PV);1995;
2450;Groundwater tax;Utrecht (PV);1996;
2451;Groundwater tax;Utrecht (PV);1997;
2452;Groundwater tax;Utrecht (PV);1998;
2453;Groundwater tax;Utrecht (PV);1999;0.8
2454;Groundwater tax;Utrecht (PV);2000;0.8
2455;Groundwater tax;Utrecht (PV);2001;1.7
2456;Groundwater tax;Utrecht (PV);2002;1.7
2457;Groundwater tax;Utrecht (PV);2003;0.8
2458;Groundwater tax;Utrecht (PV);2004;0.8
2459;Groundwater tax;Utrecht (PV);2005;0.8
2460;Groundwater tax;Utrecht (PV);2006;1.3
2461;Groundwater tax;Utrecht (PV);2007;1.3
2462;Groundwater tax;Utrecht (PV);2008;1.3
2463;Groundwater tax;Utrecht (PV);2009;1.3
2464;Groundwater tax;Utrecht (PV);2010;1.3
2465;Groundwater tax;Utrecht (PV);2011;1.3
2466;Groundwater tax;Utrecht (PV);2012;1.3
2467;Groundwater tax;Utrecht (PV);2013;1.2
2468;Groundwater tax;Utrecht (PV);2014;1.2
2469;Groundwater tax;Utrecht (PV);2015;1.2
2470;Groundwater tax;Utrecht (PV);2016;1.2
2471;Groundwater tax;Utrecht (PV);2017;1.2
2472;Groundwater tax;Utrecht (PV);2018;1.2
2473;Groundwater tax;Utrecht (PV);2019;1.2
2474;Groundwater tax;Utrecht (PV);2020;1.3
2475;Groundwater tax;Utrecht (PV);2021;1.3
2476;Groundwater tax;Utrecht (PV);2022;1.3
2477;Groundwater tax;Utrecht (PV);2023;1.3
2478;Groundwater tax;Utrecht (PV);2024;1.3
2479;Groundwater tax;Utrecht (PV);2025;1.3
2480;Groundwater tax;Noord-Holland (PV);1995;
2481;Groundwater tax;Noord-Holland (PV);1996;
2482;Groundwater tax;Noord-Holland (PV);1997;
2483;Groundwater tax;Noord-Holland (PV);1998;
2484;Groundwater tax;Noord-Holland (PV);1999;0.8
2485;Groundwater tax;Noord-Holland (PV);2000;0.6
2486;Groundwater tax;Noord-Holland (PV);2001;0.6
2487;Groundwater tax;Noord-Holland (PV);2002;0.8
2488;Groundwater tax;Noord-Holland (PV);2003;0.8
2489;Groundwater tax;Noord-Holland (PV);2004;0.8
2490;Groundwater tax;Noord-Holland (PV);2005;0.8
2491;Groundwater tax;Noord-Holland (PV);2006;0.8
2492;Groundwater tax;Noord-Holland (PV);2007;0.8
2493;Groundwater tax;Noord-Holland (PV);2008;0.8
2494;Groundwater tax;Noord-Holland (PV);2009;0.8
2495;Groundwater tax;Noord-Holland (PV);2010;1.0
2496;Groundwater tax;Noord-Holland (PV);2011;0.8
2497;Groundwater tax;Noord-Holland (PV);2012;0.8
2498;Groundwater tax;Noord-Holland (PV);2013;0.9
2499;Groundwater tax;Noord-Holland (PV);2014;0.8
2500;Groundwater tax;Noord-Holland (PV);2015;0.8
2501;Groundwater tax;Noord-Holland (PV);2016;0.8
2502;Groundwater tax;Noord-Holland (PV);2017;0.7
2503;Groundwater tax;Noord-Holland (PV);2018;0.7
2504;Groundwater tax;Noord-Holland (PV);2019;0.8
2505;Groundwater tax;Noord-Holland (PV);2020;0.8
2506;Groundwater tax;Noord-Holland (PV);2021;0.8
2507;Groundwater tax;Noord-Holland (PV);2022;0.8
2508;Groundwater tax;Noord-Holland (PV);2023;0.8
2509;Groundwater tax;Noord-Holland (PV);2024;0.8
2510;Groundwater tax;Noord-Holland (PV);2025;0.8
2511;Groundwater tax;Zuid-Holland (PV);1995;
2512;Groundwater tax;Zuid-Holland (PV);1996;
2513;Groundwater tax;Zuid-Holland (PV);1997;
2514;Groundwater tax;Zuid-Holland (PV);1998;
2515;Groundwater tax;Zuid-Holland (PV);1999;1.3
2516;Groundwater tax;Zuid-Holland (PV);2000;1.3
2517;Groundwater tax;Zuid-Holland (PV);2001;1.2
2518;Groundwater tax;Zuid-Holland (PV);2002;1.1
2519;Groundwater tax;Zuid-Holland (PV);2003;1.1
2520;Groundwater tax;Zuid-Holland (PV);2004;1.1
2521;Groundwater tax;Zuid-Holland (PV);2005;1.6
2522;Groundwater tax;Zuid-Holland (PV);2006;1.3
2523;Groundwater tax;Zuid-Holland (PV);2007;1.2
2524;Groundwater tax;Zuid-Holland (PV);2008;1.2
2525;Groundwater tax;Zuid-Holland (PV);2009;1.4
2526;Groundwater tax;Zuid-Holland (PV);2010;1.4
2527;Groundwater tax;Zuid-Holland (PV);2011;1.4
2528;Groundwater tax;Zuid-Holland (PV);2012;1.4
2529;Groundwater tax;Zuid-Holland (PV);2013;1.4
2530;Groundwater tax;Zuid-Holland (PV);2014;1.4
2531;Groundwater tax;Zuid-Holland (PV);2015;1.4
2532;Groundwater tax;Zuid-Holland (PV);2016;1.4
2533;Groundwater tax;Zuid-Holland (PV);2017;1.4
2534;Groundwater tax;Zuid-Holland (PV);2018;0.5
2535;Groundwater tax;Zuid-Holland (PV);2019;0.5
2536;Groundwater tax;Zuid-Holland (PV);2020;0.4
2537;Groundwater tax;Zuid-Holland (PV);2021;0.4
2538;Groundwater tax;Zuid-Holland (PV);2022;0.4
2539;Groundwater tax;Zuid-Holland (PV);2023;0.4
2540;Groundwater tax;Zuid-Holland (PV);2024;0.4
2541;Groundwater tax;Zuid-Holland (PV);2025;0.4
2542;Groundwater tax;Zeeland (PV);1995;
2543;Groundwater tax;Zeeland (PV);1996;
2544;Groundwater tax;Zeeland (PV);1997;
2545;Groundwater tax;Zeeland (PV);1998;
2546;Groundwater tax;Zeeland (PV);1999;0.2
2547;Groundwater tax;Zeeland (PV);2000;0.2
2548;Groundwater tax;Zeeland (PV);2001;0.2
2549;Groundwater tax;Zeeland (PV);2002;0.2
2550;Groundwater tax;Zeeland (PV);2003;0.2
2551;Groundwater tax;Zeeland (PV);2004;0.2
2552;Groundwater tax;Zeeland (PV);2005;0.2
2553;Groundwater tax;Zeeland (PV);2006;0.2
2554;Groundwater tax;Zeeland (PV);2007;0.2
2555;Groundwater tax;Zeeland (PV);2008;0.2
2556;Groundwater tax;Zeeland (PV);2009;0.2
2557;Groundwater tax;Zeeland (PV);2010;0.2
2558;Groundwater tax;Zeeland (PV);2011;0.2
2559;Groundwater tax;Zeeland (PV);2012;0.2
2560;Groundwater tax;Zeeland (PV);2013;0.2
2561;Groundwater tax;Zeeland (PV);2014;0.2
2562;Groundwater tax;Zeeland (PV);2015;0.2
2563;Groundwater tax;Zeeland (PV);2016;0.2
2564;Groundwater tax;Zeeland (PV);2017;0.2
2565;Groundwater tax;Zeeland (PV);2018;0.2
2566;Groundwater tax;Zeeland (PV);2019;0.2
2567;Groundwater tax;Zeeland (PV);2020;0.2
2568;Groundwater tax;Zeeland (PV);2021;0.2
2569;Groundwater tax;Zeeland (PV);2022;0.2
2570;Groundwater tax;Zeeland (PV);2023;0.2
2571;Groundwater tax;Zeeland (PV);2024;0.2
2572;Groundwater tax;Zeeland (PV);2025;0.2
2573;Groundwater tax;Noord-Brabant (PV);1995;
2574;Groundwater tax;Noord-Brabant (PV);1996;
2575;Groundwater tax;Noord-Brabant (PV);1997;
2576;Groundwater tax;Noord-Brabant (PV);1998;
2577;Groundwater tax;Noord-Brabant (PV);1999;0.3
2578;Groundwater tax;Noord-Brabant (PV);2000;2.6
2579;Groundwater tax;Noord-Brabant (PV);2001;2.5
2580;Groundwater tax;Noord-Brabant (PV);2002;3.4
2581;Groundwater tax;Noord-Brabant (PV);2003;3.5
2582;Groundwater tax;Noord-Brabant (PV);2004;3.4
2583;Groundwater tax;Noord-Brabant (PV);2005;5.2
2584;Groundwater tax;Noord-Brabant (PV);2006;5.2
2585;Groundwater tax;Noord-Brabant (PV);2007;5.2
2586;Groundwater tax;Noord-Brabant (PV);2008;5.2
2587;Groundwater tax;Noord-Brabant (PV);2009;1.8
2588;Groundwater tax;Noord-Brabant (PV);2010;5.3
2589;Groundwater tax;Noord-Brabant (PV);2011;5.3
2590;Groundwater tax;Noord-Brabant (PV);2012;5.2
2591;Groundwater tax;Noord-Brabant (PV);2013;4.7
2592;Groundwater tax;Noord-Brabant (PV);2014;4.7
2593;Groundwater tax;Noord-Brabant (PV);2015;3.8
2594;Groundwater tax;Noord-Brabant (PV);2016;3.8
2595;Groundwater tax;Noord-Brabant (PV);2017;3.8
2596;Groundwater tax;Noord-Brabant (PV);2018;3.8
2597;Groundwater tax;Noord-Brabant (PV);2019;3.8
2598;Groundwater tax;Noord-Brabant (PV);2020;3.8
2599;Groundwater tax;Noord-Brabant (PV);2021;3.8
2600;Groundwater tax;Noord-Brabant (PV);2022;3.8
2601;Groundwater tax;Noord-Brabant (PV);2023;3.8
2602;Groundwater tax;Noord-Brabant (PV);2024;7.6
2603;Groundwater tax;Noord-Brabant (PV);2025;8.1
2604;Groundwater tax;Limburg (PV);1995;
2605;Groundwater tax;Limburg (PV);1996;
2606;Groundwater tax;Limburg (PV);1997;
2607;Groundwater tax;Limburg (PV);1998;
2608;Groundwater tax;Limburg (PV);1999;0.6
2609;Groundwater tax;Limburg (PV);2000;1.1
2610;Groundwater tax;Limburg (PV);2001;1.0
2611;Groundwater tax;Limburg (PV);2002;1.1
2612;Groundwater tax;Limburg (PV);2003;1.1
2613;Groundwater tax;Limburg (PV);2004;1.1
2614;Groundwater tax;Limburg (PV);2005;1.1
2615;Groundwater tax;Limburg (PV);2006;1.2
2616;Groundwater tax;Limburg (PV);2007;1.0
2617;Groundwater tax;Limburg (PV);2008;0.8
2618;Groundwater tax;Limburg (PV);2009;0.8
2619;Groundwater tax;Limburg (PV);2010;0.9
2620;Groundwater tax;Limburg (PV);2011;0.9
2621;Groundwater tax;Limburg (PV);2012;0.9
2622;Groundwater tax;Limburg (PV);2013;0.9
2623;Groundwater tax;Limburg (PV);2014;0.9
2624;Groundwater tax;Limburg (PV);2015;0.9
2625;Groundwater tax;Limburg (PV);2016;1.0
2626;Groundwater tax;Limburg (PV);2017;1.0
2627;Groundwater tax;Limburg (PV);2018;0.9
2628;Groundwater tax;Limburg (PV);2019;1.0
2629;Groundwater tax;Limburg (PV);2020;1.0
2630;Groundwater tax;Limburg (PV);2021;1.0
2631;Groundwater tax;Limburg (PV);2022;1.0
2632;Groundwater tax;Limburg (PV);2023;1.1
2633;Groundwater tax;Limburg (PV);2024;1.1
2634;Groundwater tax;Limburg (PV);2025;1.1
2635;Levy after-care landfills;The Netherlands;1995;
2636;Levy after-care landfills;The Netherlands;1996;
2637;Levy after-care landfills;The Netherlands;1997;
2638;Levy after-care landfills;The Netherlands;1998;
2639;Levy after-care landfills;The Netherlands;1999;6.2
2640;Levy after-care landfills;The Netherlands;2000;14.3
2641;Levy after-care landfills;The Netherlands;2001;23.4
2642;Levy after-care landfills;The Netherlands;2002;22.4
2643;Levy after-care landfills;The Netherlands;2003;20.0
2644;Levy after-care landfills;The Netherlands;2004;20.0
2645;Levy after-care landfills;The Netherlands;2005;20.3
2646;Levy after-care landfills;The Netherlands;2006;19.3
2647;Levy after-care landfills;The Netherlands;2007;18.6
2648;Levy after-care landfills;The Netherlands;2008;5.5
2649;Levy after-care landfills;The Netherlands;2009;5.2
2650;Levy after-care landfills;The Netherlands;2010;5.3
2651;Levy after-care landfills;The Netherlands;2011;5.1
2652;Levy after-care landfills;The Netherlands;2012;4.1
2653;Levy after-care landfills;The Netherlands;2013;3.0
2654;Levy after-care landfills;The Netherlands;2014;2.1
2655;Levy after-care landfills;The Netherlands;2015;1.0
2656;Levy after-care landfills;The Netherlands;2016;0.9
2657;Levy after-care landfills;The Netherlands;2017;0.9
2658;Levy after-care landfills;The Netherlands;2018;0.9
2659;Levy after-care landfills;The Netherlands;2019;0.4
2660;Levy after-care landfills;The Netherlands;2020;0.4
2661;Levy after-care landfills;The Netherlands;2021;0.4
2662;Levy after-care landfills;The Netherlands;2022;0.4
2663;Levy after-care landfills;The Netherlands;2023;0.4
2664;Levy after-care landfills;The Netherlands;2024;0.4
2665;Levy after-care landfills;The Netherlands;2025;0.4
2666;Levy after-care landfills;Noord-Nederland (LD);1995;
2667;Levy after-care landfills;Noord-Nederland (LD);1996;
2668;Levy after-care landfills;Noord-Nederland (LD);1997;
2669;Levy after-care landfills;Noord-Nederland (LD);1998;
2670;Levy after-care landfills;Noord-Nederland (LD);1999;0.0
2671;Levy after-care landfills;Noord-Nederland (LD);2000;0.0
2672;Levy after-care landfills;Noord-Nederland (LD);2001;2.5
2673;Levy after-care landfills;Noord-Nederland (LD);2002;2.5
2674;Levy after-care landfills;Noord-Nederland (LD);2003;1.3
2675;Levy after-care landfills;Noord-Nederland (LD);2004;1.4
2676;Levy after-care landfills;Noord-Nederland (LD);2005;1.4
2677;Levy after-care landfills;Noord-Nederland (LD);2006;1.4
2678;Levy after-care landfills;Noord-Nederland (LD);2007;1.3
2679;Levy after-care landfills;Noord-Nederland (LD);2008;0.0
2680;Levy after-care landfills;Noord-Nederland (LD);2009;0.2
2681;Levy after-care landfills;Noord-Nederland (LD);2010;0.2
2682;Levy after-care landfills;Noord-Nederland (LD);2011;0.2
2683;Levy after-care landfills;Noord-Nederland (LD);2012;0.0
2684;Levy after-care landfills;Noord-Nederland (LD);2013;0.0
2685;Levy after-care landfills;Noord-Nederland (LD);2014;0.0
2686;Levy after-care landfills;Noord-Nederland (LD);2015;0.0
2687;Levy after-care landfills;Noord-Nederland (LD);2016;0.0
2688;Levy after-care landfills;Noord-Nederland (LD);2017;0.0
2689;Levy after-care landfills;Noord-Nederland (LD);2018;0.0
2690;Levy after-care landfills;Noord-Nederland (LD);2019;0.0
2691;Levy after-care landfills;Noord-Nederland (LD);2020;0.0
2692;Levy after-care landfills;Noord-Nederland (LD);2021;0.0
2693;Levy after-care landfills;Noord-Nederland (LD);2022;0.0
2694;Levy after-care landfills;Noord-Nederland (LD);2023;0.0
2695;Levy after-care landfills;Noord-Nederland (LD);2024;0.0
2696;Levy after-care landfills;Noord-Nederland (LD);2025;0.0
2697;Levy after-care landfills;Oost-Nederland (LD);1995;
2698;Levy after-care landfills;Oost-Nederland (LD);1996;
2699;Levy after-care landfills;Oost-Nederland (LD);1997;
2700;Levy after-care landfills;Oost-Nederland (LD);1998;
2701;Levy after-care landfills;Oost-Nederland (LD);1999;1.3
2702;Levy after-care landfills;Oost-Nederland (LD);2000;1.2
2703;Levy after-care landfills;Oost-Nederland (LD);2001;2.7
2704;Levy after-care landfills;Oost-Nederland (LD);2002;2.1
2705;Levy after-care landfills;Oost-Nederland (LD);2003;2.1
2706;Levy after-care landfills;Oost-Nederland (LD);2004;4.1
2707;Levy after-care landfills;Oost-Nederland (LD);2005;3.8
2708;Levy after-care landfills;Oost-Nederland (LD);2006;3.8
2709;Levy after-care landfills;Oost-Nederland (LD);2007;0.6
2710;Levy after-care landfills;Oost-Nederland (LD);2008;0.5
2711;Levy after-care landfills;Oost-Nederland (LD);2009;0.6
2712;Levy after-care landfills;Oost-Nederland (LD);2010;0.6
2713;Levy after-care landfills;Oost-Nederland (LD);2011;1.0
2714;Levy after-care landfills;Oost-Nederland (LD);2012;0.1
2715;Levy after-care landfills;Oost-Nederland (LD);2013;0.1
2716;Levy after-care landfills;Oost-Nederland (LD);2014;0.1
2717;Levy after-care landfills;Oost-Nederland (LD);2015;0.4
2718;Levy after-care landfills;Oost-Nederland (LD);2016;0.4
2719;Levy after-care landfills;Oost-Nederland (LD);2017;0.4
2720;Levy after-care landfills;Oost-Nederland (LD);2018;0.4
2721;Levy after-care landfills;Oost-Nederland (LD);2019;0.4
2722;Levy after-care landfills;Oost-Nederland (LD);2020;0.4
2723;Levy after-care landfills;Oost-Nederland (LD);2021;0.4
2724;Levy after-care landfills;Oost-Nederland (LD);2022;0.4
2725;Levy after-care landfills;Oost-Nederland (LD);2023;0.4
2726;Levy after-care landfills;Oost-Nederland (LD);2024;0.4
2727;Levy after-care landfills;Oost-Nederland (LD);2025;0.4
2728;Levy after-care landfills;West-Nederland (LD);1995;
2729;Levy after-care landfills;West-Nederland (LD);1996;
2730;Levy after-care landfills;West-Nederland (LD);1997;
2731;Levy after-care landfills;West-Nederland (LD);1998;
2732;Levy after-care landfills;West-Nederland (LD);1999;4.9
2733;Levy after-care landfills;West-Nederland (LD);2000;4.2
2734;Levy after-care landfills;West-Nederland (LD);2001;5.5
2735;Levy after-care landfills;West-Nederland (LD);2002;5.2
2736;Levy after-care landfills;West-Nederland (LD);2003;5.1
2737;Levy after-care landfills;West-Nederland (LD);2004;2.3
2738;Levy after-care landfills;West-Nederland (LD);2005;2.0
2739;Levy after-care landfills;West-Nederland (LD);2006;1.5
2740;Levy after-care landfills;West-Nederland (LD);2007;4.1
2741;Levy after-care landfills;West-Nederland (LD);2008;1.4
2742;Levy after-care landfills;West-Nederland (LD);2009;1.4
2743;Levy after-care landfills;West-Nederland (LD);2010;1.9
2744;Levy after-care landfills;West-Nederland (LD);2011;2.2
2745;Levy after-care landfills;West-Nederland (LD);2012;2.5
2746;Levy after-care landfills;West-Nederland (LD);2013;1.3
2747;Levy after-care landfills;West-Nederland (LD);2014;1.3
2748;Levy after-care landfills;West-Nederland (LD);2015;0.6
2749;Levy after-care landfills;West-Nederland (LD);2016;0.5
2750;Levy after-care landfills;West-Nederland (LD);2017;0.4
2751;Levy after-care landfills;West-Nederland (LD);2018;0.4
2752;Levy after-care landfills;West-Nederland (LD);2019;0.0
2753;Levy after-care landfills;West-Nederland (LD);2020;0.0
2754;Levy after-care landfills;West-Nederland (LD);2021;0.0
2755;Levy after-care landfills;West-Nederland (LD);2022;0.0
2756;Levy after-care landfills;West-Nederland (LD);2023;0.0
2757;Levy after-care landfills;West-Nederland (LD);2024;0.0
2758;Levy after-care landfills;West-Nederland (LD);2025;0.0
2759;Levy after-care landfills;Zuid-Nederland (LD);1995;
2760;Levy after-care landfills;Zuid-Nederland (LD);1996;
2761;Levy after-care landfills;Zuid-Nederland (LD);1997;
2762;Levy after-care landfills;Zuid-Nederland (LD);1998;
2763;Levy after-care landfills;Zuid-Nederland (LD);1999;0.0
2764;Levy after-care landfills;Zuid-Nederland (LD);2000;8.9
2765;Levy after-care landfills;Zuid-Nederland (LD);2001;12.7
2766;Levy after-care landfills;Zuid-Nederland (LD);2002;12.6
2767;Levy after-care landfills;Zuid-Nederland (LD);2003;11.5
2768;Levy after-care landfills;Zuid-Nederland (LD);2004;12.2
2769;Levy after-care landfills;Zuid-Nederland (LD);2005;13.0
2770;Levy after-care landfills;Zuid-Nederland (LD);2006;12.6
2771;Levy after-care landfills;Zuid-Nederland (LD);2007;12.6
2772;Levy after-care landfills;Zuid-Nederland (LD);2008;3.6
2773;Levy after-care landfills;Zuid-Nederland (LD);2009;2.9
2774;Levy after-care landfills;Zuid-Nederland (LD);2010;2.5
2775;Levy after-care landfills;Zuid-Nederland (LD);2011;1.6
2776;Levy after-care landfills;Zuid-Nederland (LD);2012;1.6
2777;Levy after-care landfills;Zuid-Nederland (LD);2013;1.6
2778;Levy after-care landfills;Zuid-Nederland (LD);2014;0.8
2779;Levy after-care landfills;Zuid-Nederland (LD);2015;0.0
2780;Levy after-care landfills;Zuid-Nederland (LD);2016;0.0
