ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;CU_6;DN_7;D66_8;GL_9;LN_10;LPF_11;NMP_12;PvdA_13;PvdT_14;RVP_15;SGP_16;SP_17;VSP_18;VIPOU_19;VVD_20;CDA_21;CU_22;DN_23;D66_24;GL_25;LN_26;LPF_27;NMP_28;PvdA_29;PvdT_30;RVP_31;SGP_32;SP_33;VSP_34;VIPOU_35;VVD_36;LandsdeelCode_37;ProvincieCode_38;KamerkieskringCode_39;CoropCode_40;GemeenteCode_41
602;Lelystad (kamerkieskring);238296;78.7;187509;187327;44251;8337;127;9316;12643;4140;36082;71.0;25744;;;4219;8946;221.0;947;32283;23.6;4.5;0.1;5.0;6.7;2.2;19.3;0.0;13.7;;;2.3;4.8;0.1;0.5;17.2;2;24;05;  ;    
603;Nijmegen (kamerkieskring);386569;80.4;310826;310427;81022;3880;192;15789;27684;3964;49820;;51191;219.0;;8860;21567;304.0;1213;44722;26.1;1.2;0.1;5.1;8.9;1.3;16.0;;16.5;0.1;;2.9;6.9;0.1;0.4;14.4;2;25;06;  ;    
604;Arnhem (kamerkieskring);1078527;81.4;878173;877144;283042;32638;639;40658;56369;11645;115276;150.0;128903;483.0;;30015;43043;978.0;2413;130892;32.3;3.7;0.1;4.6;6.4;1.3;13.1;0.0;14.7;0.1;;3.4;4.9;0.1;0.3;14.9;2;25;07;  ;    
605;Utrecht (kamerkieskring);845981;82.4;697100;696006;180113;25587;479;41278;58769;11014;105525;;91502;399.0;;15887;41450;670.0;2100;121233;25.9;3.7;0.1;5.9;8.4;1.6;15.2;;13.1;0.1;;2.3;6.0;0.1;0.3;17.4;3;26;08;  ;    
606;Amsterdam (kamerkieskring);524756;71.0;372399;369785;38518;3527;523;28349;48707;5052;61185;282.0;86601;243.0;;352;40052;939.0;2212;53243;10.4;1.0;0.1;7.7;13.2;1.4;16.5;0.1;23.4;0.1;;0.1;10.8;0.3;0.6;14.4;3;27;09;  ;    
607;Haarlem (kamerkieskring);663498;81.9;543118;542490;128901;8263;325;35071;39193;9992;95180;180.0;75116;405.0;;2358;31864;;3527;112115;23.8;1.5;0.1;6.5;7.2;1.8;17.5;0.0;13.8;0.1;;0.4;5.9;;0.7;20.7;3;27;10;  ;    
608;DenHelder (kamerkieskring);706101;81.7;576747;576081;139045;6781;527;32973;42003;15063;105922;241.0;84584;;;1232;37297;704.0;3976;105733;24.1;1.2;0.1;5.7;7.3;2.6;18.4;0.0;14.7;;;0.2;6.5;0.1;0.7;18.4;3;27;11;  ;    
609;'s-Gravenhage (kamerkieskring);352474;71.7;252723;252127;45077;3237;830;15810;20183;3228;57446;53.0;41794;112.0;63.0;1345;13860;437.0;903;47749;17.9;1.3;0.3;6.3;8.0;1.3;22.8;0.0;16.6;0.0;0.0;0.5;5.5;0.2;0.4;18.9;3;28;12;  ;    
610;Rotterdam (kamerkieskring);428710;70.1;300601;299885;47023;4727;1100;13192;21483;4317;88861;86.0;61127;179.0;;2393;18778;377.0;921;35321;15.7;1.6;0.4;4.4;7.2;1.4;29.6;0.0;20.4;0.1;;0.8;6.3;0.1;0.3;11.8;3;28;13;  ;    
611;Leiden (kamerkieskring);840335;83.4;701164;700271;194995;20223;463;39697;41185;10719;132703;123.0;82355;376.0;;19522;32134;663.0;1997;123116;27.8;2.9;0.1;5.7;5.9;1.5;19.0;0.0;11.8;0.1;;2.8;4.6;0.1;0.3;17.6;3;28;15;  ;    
612;Dordrecht (kamerkieskring);922111;81.0;747093;746195;192445;25126;961;32095;34299;13502;165939;180.0;100583;403.0;;32288;34848;907.0;3041;109578;25.8;3.4;0.1;4.3;4.6;1.8;22.2;0.0;13.5;0.1;;4.3;4.7;0.1;0.4;14.7;3;28;14;  ;    
613;Middelburg (kamerkieskring);280962;80.0;224693;224426;66419;8237;165;8622;11796;3437;35056;59.0;29655;148.0;;18286;10143;;932;31471;29.6;3.7;0.1;3.8;5.3;1.5;15.6;0.0;13.2;0.1;;8.1;4.5;;0.4;14.0;3;29;16;  ;    
614;Tilburg (kamerkieskring);789999;75.2;594143;593529;181280;5702;808;30579;38818;10408;107582;160.0;72837;609.0;;5178;36808;821.0;3082;98857;30.5;1.0;0.1;5.2;6.5;1.8;18.1;0.0;12.3;0.1;;0.9;6.2;0.1;0.5;16.7;4;30;17;  ;    
615;'s-Hertogenbosch (kamerkieskring);1008221;78.6;792350;791437;269326;3940;539;38816;50096;12198;136407;195.0;90787;1339.0;;634;61225;832.0;3747;121356;34.0;0.5;0.1;4.9;6.3;1.5;17.2;0.0;11.5;0.2;;0.1;7.7;0.1;0.5;15.3;4;30;18;  ;    
616;Maastricht (kamerkieskring);865001;73.7;637760;636917;233538;2434;555;26222;43108;10990;120980;163.0;78823;415.0;;464;36637;945.0;3098;78545;36.7;0.4;0.1;4.1;6.8;1.7;19.0;0.0;12.4;0.1;;0.1;5.8;0.1;0.5;12.3;4;31;19;  ;    
