ID;BuildingPhases;Aspects;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;Agriculture_5;ManufacturingAndConstructionIndustry_6;TradeHotelsAndRestaurants_7;TransportStorageAndCommunication_8;ProvisionOfBusinessServices_9;GovernmentAndPublicAdministration_10;Education_11;HealthAndSocialWork_12;OtherServiceActivities_13
4368;Orders received by contractors;Schools;2009;774.0;;;;;;;;;;;;
4369;Orders received by contractors;Schools;2010 January;49.0;;;;;;;;;;;;
4370;Orders received by contractors;Schools;2010 February;25.0;;;;;;;;;;;;
4371;Orders received by contractors;Schools;2010 March;77.0;;;;;;;;;;;;
4372;Orders received by contractors;Schools;2010 1st quarter;151.0;;;;;;;;;;;;
4373;Orders received by contractors;Schools;2010 April;20.0;;;;;;;;;;;;
4374;Orders received by contractors;Schools;2010 May;43.0;;;;;;;;;;;;
4375;Orders received by contractors;Schools;2010 June;30.0;;;;;;;;;;;;
4376;Orders received by contractors;Schools;2010 2nd quarter;93.0;;;;;;;;;;;;
4377;Orders received by contractors;Schools;2010 July;72.0;;;;;;;;;;;;
4378;Orders received by contractors;Schools;2010 August;34.0;;;;;;;;;;;;
4379;Orders received by contractors;Schools;2010 September;83.0;;;;;;;;;;;;
4380;Orders received by contractors;Schools;2010 3rd quarter;189.0;;;;;;;;;;;;
4381;Orders received by contractors;Schools;2010 October;43.0;;;;;;;;;;;;
4382;Orders received by contractors;Schools;2010 November;87.0;;;;;;;;;;;;
4383;Orders received by contractors;Schools;2010 December;42.0;;;;;;;;;;;;
4384;Orders received by contractors;Schools;2010 4th quarter;172.0;;;;;;;;;;;;
4385;Orders received by contractors;Schools;2010;605.0;;;;;;;;;;;;
4386;Orders received by contractors;Schools;2011 January;56.0;;;;;;;;;;;;
4387;Orders received by contractors;Schools;2011 February;42.0;;;;;;;;;;;;
4388;Orders received by contractors;Schools;2011 March;25.0;;;;;;;;;;;;
4389;Orders received by contractors;Schools;2011 1st quarter;123.0;;;;;;;;;;;;
4390;Orders received by contractors;Schools;2011 April;28.0;;;;;;;;;;;;
4391;Orders received by contractors;Schools;2011 May;52.0;;;;;;;;;;;;
4392;Orders received by contractors;Schools;2011 June;32.0;;;;;;;;;;;;
4393;Orders received by contractors;Schools;2011 2nd quarter;111.0;;;;;;;;;;;;
4394;Orders received by contractors;Schools;2011 July;56.0;;;;;;;;;;;;
4395;Orders received by contractors;Schools;2011 August;65.0;;;;;;;;;;;;
4396;Orders received by contractors;Schools;2011 September;36.0;;;;;;;;;;;;
4397;Orders received by contractors;Schools;2011 3rd quarter;157.0;;;;;;;;;;;;
4398;Orders received by contractors;Schools;2011 October;61.0;;;;;;;;;;;;
4399;Orders received by contractors;Schools;2011 November;107.0;;;;;;;;;;;;
4400;Orders received by contractors;Schools;2011 December;43.0;;;;;;;;;;;;
4401;Orders received by contractors;Schools;2011 4th quarter;211.0;;;;;;;;;;;;
4402;Orders received by contractors;Schools;2011;602.0;;;;;;;;;;;;
4403;Orders received by contractors;Schools;2012 January;28.0;;;;;;;;;;;;
4404;Orders received by contractors;Schools;2012 February;28.0;;;;;;;;;;;;
4405;Orders received by contractors;Schools;2012 March;100.0;;;;;;;;;;;;
4406;Orders received by contractors;Schools;2012 1st quarter;156.0;;;;;;;;;;;;
4407;Orders received by contractors;Schools;2012 April;35.0;;;;;;;;;;;;
4408;Orders received by contractors;Schools;2012 May;62.0;;;;;;;;;;;;
4409;Orders received by contractors;Schools;2012 June;52.0;;;;;;;;;;;;
4410;Orders received by contractors;Schools;2012 2nd quarter;148.0;;;;;;;;;;;;
4411;Orders received by contractors;Schools;2012 July;44.0;;;;;;;;;;;;
4412;Orders received by contractors;Schools;2012 August;53.0;;;;;;;;;;;;
4413;Orders received by contractors;Schools;2012 September;28.0;;;;;;;;;;;;
4414;Orders received by contractors;Schools;2012 3rd quarter;125.0;;;;;;;;;;;;
4415;Orders received by contractors;Schools;2012 October;34.0;;;;;;;;;;;;
4416;Orders received by contractors;Schools;2012 November;20.0;;;;;;;;;;;;
4417;Orders received by contractors;Schools;2012 December;43.0;;;;;;;;;;;;
4418;Orders received by contractors;Schools;2012 4th quarter;97.0;;;;;;;;;;;;
4419;Orders received by contractors;Schools;2012;526.0;;;;;;;;;;;;
4420;Orders received by contractors;Schools;2013 January;17.0;;;;;;;;;;;;
4421;Orders received by contractors;Schools;2013 February;43.0;;;;;;;;;;;;
4422;Orders received by contractors;Schools;2013 March;82.0;;;;;;;;;;;;
4423;Orders received by contractors;Schools;2013 1st quarter;142.0;;;;;;;;;;;;
4424;Orders received by contractors;Schools;2013 April;26.0;;;;;;;;;;;;
4425;Orders received by contractors;Schools;2013 May;68.0;;;;;;;;;;;;
4426;Orders received by contractors;Schools;2013 June;43.0;;;;;;;;;;;;
4427;Orders received by contractors;Schools;2013 2nd quarter;136.0;;;;;;;;;;;;
4428;Orders received by contractors;Schools;2013 July;29.0;;;;;;;;;;;;
4429;Orders received by contractors;Schools;2013 August;24.0;;;;;;;;;;;;
4430;Orders received by contractors;Schools;2013 September;39.0;;;;;;;;;;;;
4431;Orders received by contractors;Schools;2013 3rd quarter;92.0;;;;;;;;;;;;
4432;Orders received by contractors;Schools;2013 October;43.0;;;;;;;;;;;;
4433;Orders received by contractors;Schools;2013 November;41.0;;;;;;;;;;;;
4434;Orders received by contractors;Schools;2013 December;71.0;;;;;;;;;;;;
4435;Orders received by contractors;Schools;2013 4th quarter;156.0;;;;;;;;;;;;
4436;Orders received by contractors;Schools;2013;525.0;;;;;;;;;;;;
4437;Orders received by contractors;Schools;2014 January;35.0;;;;;;;;;;;;
4438;Orders received by contractors;Schools;2014 February;19.0;;;;;;;;;;;;
4439;Orders received by contractors;Schools;2014 March;26.0;;;;;;;;;;;;
4440;Orders received by contractors;Schools;2014 1st quarter;80.0;;;;;;;;;;;;
4441;Orders received by contractors;Schools;2014 April;81.0;;;;;;;;;;;;
4442;Orders received by contractors;Schools;2014 May;25.0;;;;;;;;;;;;
4443;Orders received by contractors;Schools;2014 June;15.0;;;;;;;;;;;;
4444;Orders received by contractors;Schools;2014 2nd quarter;121.0;;;;;;;;;;;;
4445;Orders received by contractors;Schools;2014 July;91.0;;;;;;;;;;;;
4446;Orders received by contractors;Schools;2014 August;13.0;;;;;;;;;;;;
4447;Orders received by contractors;Schools;2014 September;66.0;;;;;;;;;;;;
4448;Orders received by contractors;Schools;2014 3rd quarter;170.0;;;;;;;;;;;;
4449;Orders received by contractors;Schools;2014 October;30.0;;;;;;;;;;;;
4450;Orders received by contractors;Schools;2014 November;22.0;;;;;;;;;;;;
4451;Orders received by contractors;Schools;2014 December;46.0;;;;;;;;;;;;
4452;Orders received by contractors;Schools;2014 4th quarter;98.0;;;;;;;;;;;;
4453;Orders received by contractors;Schools;2014;469.0;;;;;;;;;;;;
4454;Orders received by contractors;Schools;2015 January;28.0;;;;;;;;;;;;
4455;Orders received by contractors;Schools;2015 February;19.0;;;;;;;;;;;;
4456;Orders received by contractors;Schools;2015 March;41.0;;;;;;;;;;;;
4457;Orders received by contractors;Schools;2015 1st quarter;88.0;;;;;;;;;;;;
4458;Orders received by contractors;Schools;2015 April;68.0;;;;;;;;;;;;
4459;Orders received by contractors;Schools;2015 May;25.0;;;;;;;;;;;;
4460;Orders received by contractors;Schools;2015 June;30.0;;;;;;;;;;;;
4461;Orders received by contractors;Schools;2015 2nd quarter;123.0;;;;;;;;;;;;
4462;Orders received by contractors;Schools;2015 July;26.0;;;;;;;;;;;;
4463;Orders received by contractors;Schools;2015 August;35.0;;;;;;;;;;;;
4464;Orders received by contractors;Schools;2015 September;29.0;;;;;;;;;;;;
4465;Orders received by contractors;Schools;2015 3rd quarter;90.0;;;;;;;;;;;;
4466;Orders received by contractors;Schools;2015 October;38.0;;;;;;;;;;;;
4467;Orders received by contractors;Schools;2015 November;39.0;;;;;;;;;;;;
4468;Orders received by contractors;Schools;2015 December;40.0;;;;;;;;;;;;
4469;Orders received by contractors;Schools;2015 4th quarter;118.0;;;;;;;;;;;;
4470;Orders received by contractors;Schools;2015;419.0;;;;;;;;;;;;
4471;Orders received by contractors;Schools;2016 January;16.0;;;;;;;;;;;;
4472;Orders received by contractors;Schools;2016 February;69.0;;;;;;;;;;;;
4473;Orders received by contractors;Schools;2016 March;33.0;;;;;;;;;;;;
4474;Orders received by contractors;Schools;2016 1st quarter;117.0;;;;;;;;;;;;
4475;Orders received by contractors;Schools;2016 April;31.0;;;;;;;;;;;;
4476;Orders received by contractors;Schools;2016 May;35.0;;;;;;;;;;;;
4477;Orders received by contractors;Schools;2016 June;46.0;;;;;;;;;;;;
4478;Orders received by contractors;Schools;2016 2nd quarter;111.0;;;;;;;;;;;;
4479;Orders received by contractors;Schools;2016 July;70.0;;;;;;;;;;;;
4480;Orders received by contractors;Schools;2016 August;24.0;;;;;;;;;;;;
4481;Orders received by contractors;Schools;2016 September;17.0;;;;;;;;;;;;
4482;Orders received by contractors;Schools;2016 3rd quarter;111.0;;;;;;;;;;;;
4483;Orders received by contractors;Schools;2016 October;12.0;;;;;;;;;;;;
4484;Orders received by contractors;Schools;2016 November;27.0;;;;;;;;;;;;
4485;Orders received by contractors;Schools;2016 December;43.0;;;;;;;;;;;;
4486;Orders received by contractors;Schools;2016 4th quarter;82.0;;;;;;;;;;;;
4487;Orders received by contractors;Schools;2016;422.0;;;;;;;;;;;;
4488;Orders received by contractors;Other buildings;1995 January;;;;;;;;;;;;;
4489;Orders received by contractors;Other buildings;1995 February;;;;;;;;;;;;;
4490;Orders received by contractors;Other buildings;1995 March;;;;;;;;;;;;;
4491;Orders received by contractors;Other buildings;1995 1st quarter;;;;;;;;;;;;;
4492;Orders received by contractors;Other buildings;1995 April;;;;;;;;;;;;;
4493;Orders received by contractors;Other buildings;1995 May;;;;;;;;;;;;;
4494;Orders received by contractors;Other buildings;1995 June;;;;;;;;;;;;;
4495;Orders received by contractors;Other buildings;1995 2nd quarter;;;;;;;;;;;;;
4496;Orders received by contractors;Other buildings;1995 July;;;;;;;;;;;;;
4497;Orders received by contractors;Other buildings;1995 August;;;;;;;;;;;;;
4498;Orders received by contractors;Other buildings;1995 September;;;;;;;;;;;;;
4499;Orders received by contractors;Other buildings;1995 3rd quarter;;;;;;;;;;;;;
4500;Orders received by contractors;Other buildings;1995 October;;;;;;;;;;;;;
4501;Orders received by contractors;Other buildings;1995 November;;;;;;;;;;;;;
4502;Orders received by contractors;Other buildings;1995 December;;;;;;;;;;;;;
4503;Orders received by contractors;Other buildings;1995 4th quarter;;;;;;;;;;;;;
4504;Orders received by contractors;Other buildings;1995;;;;;;;;;;;;;
4505;Orders received by contractors;Other buildings;1996 January;;;;;;;;;;;;;
4506;Orders received by contractors;Other buildings;1996 February;;;;;;;;;;;;;
4507;Orders received by contractors;Other buildings;1996 March;;;;;;;;;;;;;
4508;Orders received by contractors;Other buildings;1996 1st quarter;;;;;;;;;;;;;
4509;Orders received by contractors;Other buildings;1996 April;;;;;;;;;;;;;
4510;Orders received by contractors;Other buildings;1996 May;;;;;;;;;;;;;
4511;Orders received by contractors;Other buildings;1996 June;;;;;;;;;;;;;
4512;Orders received by contractors;Other buildings;1996 2nd quarter;;;;;;;;;;;;;
4513;Orders received by contractors;Other buildings;1996 July;;;;;;;;;;;;;
4514;Orders received by contractors;Other buildings;1996 August;;;;;;;;;;;;;
4515;Orders received by contractors;Other buildings;1996 September;;;;;;;;;;;;;
4516;Orders received by contractors;Other buildings;1996 3rd quarter;;;;;;;;;;;;;
4517;Orders received by contractors;Other buildings;1996 October;;;;;;;;;;;;;
4518;Orders received by contractors;Other buildings;1996 November;;;;;;;;;;;;;
4519;Orders received by contractors;Other buildings;1996 December;;;;;;;;;;;;;
4520;Orders received by contractors;Other buildings;1996 4th quarter;;;;;;;;;;;;;
4521;Orders received by contractors;Other buildings;1996;;;;;;;;;;;;;
4522;Orders received by contractors;Other buildings;1997 January;;;;;;;;;;;;;
4523;Orders received by contractors;Other buildings;1997 February;;;;;;;;;;;;;
4524;Orders received by contractors;Other buildings;1997 March;;;;;;;;;;;;;
4525;Orders received by contractors;Other buildings;1997 1st quarter;;;;;;;;;;;;;
4526;Orders received by contractors;Other buildings;1997 April;;;;;;;;;;;;;
4527;Orders received by contractors;Other buildings;1997 May;;;;;;;;;;;;;
4528;Orders received by contractors;Other buildings;1997 June;;;;;;;;;;;;;
4529;Orders received by contractors;Other buildings;1997 2nd quarter;;;;;;;;;;;;;
4530;Orders received by contractors;Other buildings;1997 July;;;;;;;;;;;;;
4531;Orders received by contractors;Other buildings;1997 August;;;;;;;;;;;;;
4532;Orders received by contractors;Other buildings;1997 September;;;;;;;;;;;;;
4533;Orders received by contractors;Other buildings;1997 3rd quarter;;;;;;;;;;;;;
4534;Orders received by contractors;Other buildings;1997 October;;;;;;;;;;;;;
4535;Orders received by contractors;Other buildings;1997 November;;;;;;;;;;;;;
4536;Orders received by contractors;Other buildings;1997 December;;;;;;;;;;;;;
4537;Orders received by contractors;Other buildings;1997 4th quarter;;;;;;;;;;;;;
4538;Orders received by contractors;Other buildings;1997;;;;;;;;;;;;;
4539;Orders received by contractors;Other buildings;1998 January;;;;;;;;;;;;;
4540;Orders received by contractors;Other buildings;1998 February;;;;;;;;;;;;;
4541;Orders received by contractors;Other buildings;1998 March;;;;;;;;;;;;;
4542;Orders received by contractors;Other buildings;1998 1st quarter;;;;;;;;;;;;;
4543;Orders received by contractors;Other buildings;1998 April;;;;;;;;;;;;;
4544;Orders received by contractors;Other buildings;1998 May;;;;;;;;;;;;;
4545;Orders received by contractors;Other buildings;1998 June;;;;;;;;;;;;;
4546;Orders received by contractors;Other buildings;1998 2nd quarter;;;;;;;;;;;;;
4547;Orders received by contractors;Other buildings;1998 July;;;;;;;;;;;;;
4548;Orders received by contractors;Other buildings;1998 August;;;;;;;;;;;;;
4549;Orders received by contractors;Other buildings;1998 September;;;;;;;;;;;;;
4550;Orders received by contractors;Other buildings;1998 3rd quarter;;;;;;;;;;;;;
4551;Orders received by contractors;Other buildings;1998 October;;;;;;;;;;;;;
4552;Orders received by contractors;Other buildings;1998 November;;;;;;;;;;;;;
4553;Orders received by contractors;Other buildings;1998 December;;;;;;;;;;;;;
4554;Orders received by contractors;Other buildings;1998 4th quarter;;;;;;;;;;;;;
4555;Orders received by contractors;Other buildings;1998;;;;;;;;;;;;;
4556;Orders received by contractors;Other buildings;1999 January;;;;;;;;;;;;;
4557;Orders received by contractors;Other buildings;1999 February;;;;;;;;;;;;;
4558;Orders received by contractors;Other buildings;1999 March;;;;;;;;;;;;;
4559;Orders received by contractors;Other buildings;1999 1st quarter;;;;;;;;;;;;;
4560;Orders received by contractors;Other buildings;1999 April;;;;;;;;;;;;;
4561;Orders received by contractors;Other buildings;1999 May;;;;;;;;;;;;;
4562;Orders received by contractors;Other buildings;1999 June;;;;;;;;;;;;;
4563;Orders received by contractors;Other buildings;1999 2nd quarter;;;;;;;;;;;;;
4564;Orders received by contractors;Other buildings;1999 July;;;;;;;;;;;;;
4565;Orders received by contractors;Other buildings;1999 August;;;;;;;;;;;;;
4566;Orders received by contractors;Other buildings;1999 September;;;;;;;;;;;;;
4567;Orders received by contractors;Other buildings;1999 3rd quarter;;;;;;;;;;;;;
4568;Orders received by contractors;Other buildings;1999 October;;;;;;;;;;;;;
4569;Orders received by contractors;Other buildings;1999 November;;;;;;;;;;;;;
4570;Orders received by contractors;Other buildings;1999 December;;;;;;;;;;;;;
4571;Orders received by contractors;Other buildings;1999 4th quarter;;;;;;;;;;;;;
4572;Orders received by contractors;Other buildings;1999;;;;;;;;;;;;;
4573;Orders received by contractors;Other buildings;2000 January;155.0;;;;;;;;;;;;
4574;Orders received by contractors;Other buildings;2000 February;296.0;;;;;;;;;;;;
4575;Orders received by contractors;Other buildings;2000 March;243.0;;;;;;;;;;;;
4576;Orders received by contractors;Other buildings;2000 1st quarter;695.0;;;;;;;;;;;;
4577;Orders received by contractors;Other buildings;2000 April;195.0;;;;;;;;;;;;
4578;Orders received by contractors;Other buildings;2000 May;307.0;;;;;;;;;;;;
4579;Orders received by contractors;Other buildings;2000 June;207.0;;;;;;;;;;;;
4580;Orders received by contractors;Other buildings;2000 2nd quarter;709.0;;;;;;;;;;;;
4581;Orders received by contractors;Other buildings;2000 July;259.0;;;;;;;;;;;;
4582;Orders received by contractors;Other buildings;2000 August;259.0;;;;;;;;;;;;
4583;Orders received by contractors;Other buildings;2000 September;270.0;;;;;;;;;;;;
4584;Orders received by contractors;Other buildings;2000 3rd quarter;789.0;;;;;;;;;;;;
4585;Orders received by contractors;Other buildings;2000 October;219.0;;;;;;;;;;;;
4586;Orders received by contractors;Other buildings;2000 November;272.0;;;;;;;;;;;;
4587;Orders received by contractors;Other buildings;2000 December;301.0;;;;;;;;;;;;
4588;Orders received by contractors;Other buildings;2000 4th quarter;792.0;;;;;;;;;;;;
4589;Orders received by contractors;Other buildings;2000;2984.0;;;;;;;;;;;;
4590;Orders received by contractors;Other buildings;2001 January;333.0;;;;;;;;;;;;
4591;Orders received by contractors;Other buildings;2001 February;157.0;;;;;;;;;;;;
4592;Orders received by contractors;Other buildings;2001 March;327.0;;;;;;;;;;;;
4593;Orders received by contractors;Other buildings;2001 1st quarter;818.0;;;;;;;;;;;;
4594;Orders received by contractors;Other buildings;2001 April;163.0;;;;;;;;;;;;
4595;Orders received by contractors;Other buildings;2001 May;468.0;;;;;;;;;;;;
4596;Orders received by contractors;Other buildings;2001 June;305.0;;;;;;;;;;;;
4597;Orders received by contractors;Other buildings;2001 2nd quarter;936.0;;;;;;;;;;;;
4598;Orders received by contractors;Other buildings;2001 July;257.0;;;;;;;;;;;;
4599;Orders received by contractors;Other buildings;2001 August;336.0;;;;;;;;;;;;
4600;Orders received by contractors;Other buildings;2001 September;261.0;;;;;;;;;;;;
4601;Orders received by contractors;Other buildings;2001 3rd quarter;854.0;;;;;;;;;;;;
4602;Orders received by contractors;Other buildings;2001 October;364.0;;;;;;;;;;;;
4603;Orders received by contractors;Other buildings;2001 November;354.0;;;;;;;;;;;;
4604;Orders received by contractors;Other buildings;2001 December;389.0;;;;;;;;;;;;
4605;Orders received by contractors;Other buildings;2001 4th quarter;1107.0;;;;;;;;;;;;
