ID;EmissionSources;EmissionToAir;Periods;EmissionToAir_1
434;"Stationary sources; total";NMVOC;2016;217.9
435;"Stationary sources; total";NMVOC;2017;219.4
436;"Stationary sources; total";NMVOC;2018;213.4
437;"Stationary sources; total";NMVOC;2019;210.6
438;"Stationary sources; total";NMVOC;2020;222.8
439;"Stationary sources; total";NMVOC;2021;210.1
440;"Stationary sources; total";NMVOC;2022;211.8
441;"Stationary sources; total";NMVOC;2023;209.8
442;"Stationary sources; total";PM10 (Particulate matter);1990;52.6
443;"Stationary sources; total";PM10 (Particulate matter);1995;39.6
444;"Stationary sources; total";PM10 (Particulate matter);2000;30.6
445;"Stationary sources; total";PM10 (Particulate matter);2001;29.7
446;"Stationary sources; total";PM10 (Particulate matter);2002;28.9
447;"Stationary sources; total";PM10 (Particulate matter);2003;27.7
448;"Stationary sources; total";PM10 (Particulate matter);2004;27.6
449;"Stationary sources; total";PM10 (Particulate matter);2005;27.0
450;"Stationary sources; total";PM10 (Particulate matter);2006;26.8
451;"Stationary sources; total";PM10 (Particulate matter);2007;26.5
452;"Stationary sources; total";PM10 (Particulate matter);2008;26.3
453;"Stationary sources; total";PM10 (Particulate matter);2009;25.1
454;"Stationary sources; total";PM10 (Particulate matter);2010;26.0
455;"Stationary sources; total";PM10 (Particulate matter);2011;24.8
456;"Stationary sources; total";PM10 (Particulate matter);2012;24.3
457;"Stationary sources; total";PM10 (Particulate matter);2013;24.7
458;"Stationary sources; total";PM10 (Particulate matter);2014;23.7
459;"Stationary sources; total";PM10 (Particulate matter);2015;24.1
460;"Stationary sources; total";PM10 (Particulate matter);2016;23.7
461;"Stationary sources; total";PM10 (Particulate matter);2017;23.2
462;"Stationary sources; total";PM10 (Particulate matter);2018;22.6
463;"Stationary sources; total";PM10 (Particulate matter);2019;21.9
464;"Stationary sources; total";PM10 (Particulate matter);2020;20.6
465;"Stationary sources; total";PM10 (Particulate matter);2021;20.7
466;"Stationary sources; total";PM10 (Particulate matter);2022;20.7
467;"Stationary sources; total";PM10 (Particulate matter);2023;20.4
468;"Stationary sources; total";PM2.5 (Particulate matter);1990;31.4
469;"Stationary sources; total";PM2.5 (Particulate matter);1995;24.3
470;"Stationary sources; total";PM2.5 (Particulate matter);2000;17.6
471;"Stationary sources; total";PM2.5 (Particulate matter);2001;17.1
472;"Stationary sources; total";PM2.5 (Particulate matter);2002;16.2
473;"Stationary sources; total";PM2.5 (Particulate matter);2003;16.3
474;"Stationary sources; total";PM2.5 (Particulate matter);2004;16.1
475;"Stationary sources; total";PM2.5 (Particulate matter);2005;15.5
476;"Stationary sources; total";PM2.5 (Particulate matter);2006;15.7
477;"Stationary sources; total";PM2.5 (Particulate matter);2007;14.8
478;"Stationary sources; total";PM2.5 (Particulate matter);2008;14.6
479;"Stationary sources; total";PM2.5 (Particulate matter);2009;13.9
480;"Stationary sources; total";PM2.5 (Particulate matter);2010;14.7
481;"Stationary sources; total";PM2.5 (Particulate matter);2011;13.4
482;"Stationary sources; total";PM2.5 (Particulate matter);2012;12.9
483;"Stationary sources; total";PM2.5 (Particulate matter);2013;13.2
484;"Stationary sources; total";PM2.5 (Particulate matter);2014;12.1
485;"Stationary sources; total";PM2.5 (Particulate matter);2015;12.6
486;"Stationary sources; total";PM2.5 (Particulate matter);2016;12.4
487;"Stationary sources; total";PM2.5 (Particulate matter);2017;12.1
488;"Stationary sources; total";PM2.5 (Particulate matter);2018;11.8
489;"Stationary sources; total";PM2.5 (Particulate matter);2019;11.4
490;"Stationary sources; total";PM2.5 (Particulate matter);2020;10.5
491;"Stationary sources; total";PM2.5 (Particulate matter);2021;10.8
492;"Stationary sources; total";PM2.5 (Particulate matter);2022;10.7
493;"Stationary sources; total";PM2.5 (Particulate matter);2023;10.5
494;"Stationary sources; total";Carbon monoxide (CO);1990;369.6
495;"Stationary sources; total";Carbon monoxide (CO);1995;323.8
496;"Stationary sources; total";Carbon monoxide (CO);2000;267.4
497;"Stationary sources; total";Carbon monoxide (CO);2001;268.1
498;"Stationary sources; total";Carbon monoxide (CO);2002;252.9
499;"Stationary sources; total";Carbon monoxide (CO);2003;252.2
500;"Stationary sources; total";Carbon monoxide (CO);2004;273.8
501;"Stationary sources; total";Carbon monoxide (CO);2005;260.7
502;"Stationary sources; total";Carbon monoxide (CO);2006;267.3
503;"Stationary sources; total";Carbon monoxide (CO);2007;252.9
504;"Stationary sources; total";Carbon monoxide (CO);2008;264.1
505;"Stationary sources; total";Carbon monoxide (CO);2009;213.2
506;"Stationary sources; total";Carbon monoxide (CO);2010;251.9
507;"Stationary sources; total";Carbon monoxide (CO);2011;217.5
508;"Stationary sources; total";Carbon monoxide (CO);2012;216.7
509;"Stationary sources; total";Carbon monoxide (CO);2013;206.1
510;"Stationary sources; total";Carbon monoxide (CO);2014;183.7
511;"Stationary sources; total";Carbon monoxide (CO);2015;196.6
512;"Stationary sources; total";Carbon monoxide (CO);2016;191.8
513;"Stationary sources; total";Carbon monoxide (CO);2017;180.3
514;"Stationary sources; total";Carbon monoxide (CO);2018;181.0
515;"Stationary sources; total";Carbon monoxide (CO);2019;180.5
516;"Stationary sources; total";Carbon monoxide (CO);2020;164.3
517;"Stationary sources; total";Carbon monoxide (CO);2021;169.8
518;"Stationary sources; total";Carbon monoxide (CO);2022;166.4
519;"Stationary sources; total";Carbon monoxide (CO);2023;149.7
520;Energy sector ;Carbon dioxide (CO2);1990;52900.0
521;Energy sector ;Carbon dioxide (CO2);1995;61400.0
522;Energy sector ;Carbon dioxide (CO2);2000;63300.0
523;Energy sector ;Carbon dioxide (CO2);2001;67600.0
524;Energy sector ;Carbon dioxide (CO2);2002;68100.0
525;Energy sector ;Carbon dioxide (CO2);2003;69000.0
526;Energy sector ;Carbon dioxide (CO2);2004;70900.0
527;Energy sector ;Carbon dioxide (CO2);2005;69600.0
528;Energy sector ;Carbon dioxide (CO2);2006;64400.0
529;Energy sector ;Carbon dioxide (CO2);2007;66100.0
530;Energy sector ;Carbon dioxide (CO2);2008;66000.0
531;Energy sector ;Carbon dioxide (CO2);2009;65600.0
532;Energy sector ;Carbon dioxide (CO2);2010;68300.0
533;Energy sector ;Carbon dioxide (CO2);2011;63900.0
534;Energy sector ;Carbon dioxide (CO2);2012;60700.0
535;Energy sector ;Carbon dioxide (CO2);2013;59700.0
536;Energy sector ;Carbon dioxide (CO2);2014;63100.0
537;Energy sector ;Carbon dioxide (CO2);2015;67600.0
538;Energy sector ;Carbon dioxide (CO2);2016;65900.0
539;Energy sector ;Carbon dioxide (CO2);2017;61700.0
540;Energy sector ;Carbon dioxide (CO2);2018;58000.0
541;Energy sector ;Carbon dioxide (CO2);2019;57200.0
542;Energy sector ;Carbon dioxide (CO2);2020;50200.0
543;Energy sector ;Carbon dioxide (CO2);2021;52300.0
544;Energy sector ;Carbon dioxide (CO2);2022;49100.0
545;Energy sector ;Carbon dioxide (CO2);2023;40100.0
546;Energy sector ;Methane (CH4);1990;84.5
547;Energy sector ;Methane (CH4);1995;84.6
548;Energy sector ;Methane (CH4);2000;45.7
549;Energy sector ;Methane (CH4);2001;45.4
550;Energy sector ;Methane (CH4);2002;44.0
551;Energy sector ;Methane (CH4);2003;43.5
552;Energy sector ;Methane (CH4);2004;42.1
553;Energy sector ;Methane (CH4);2005;44.9
554;Energy sector ;Methane (CH4);2006;41.0
555;Energy sector ;Methane (CH4);2007;43.5
556;Energy sector ;Methane (CH4);2008;45.0
557;Energy sector ;Methane (CH4);2009;40.0
558;Energy sector ;Methane (CH4);2010;43.2
559;Energy sector ;Methane (CH4);2011;43.5
560;Energy sector ;Methane (CH4);2012;40.8
561;Energy sector ;Methane (CH4);2013;37.2
562;Energy sector ;Methane (CH4);2014;36.1
563;Energy sector ;Methane (CH4);2015;35.3
564;Energy sector ;Methane (CH4);2016;33.5
565;Energy sector ;Methane (CH4);2017;29.9
566;Energy sector ;Methane (CH4);2018;27.3
567;Energy sector ;Methane (CH4);2019;27.4
568;Energy sector ;Methane (CH4);2020;26.8
569;Energy sector ;Methane (CH4);2021;24.1
570;Energy sector ;Methane (CH4);2022;21.3
571;Energy sector ;Methane (CH4);2023;21.0
572;Energy sector ;Dinitrogen oxide (N2O);1990;0.4
573;Energy sector ;Dinitrogen oxide (N2O);1995;0.5
574;Energy sector ;Dinitrogen oxide (N2O);2000;0.4
575;Energy sector ;Dinitrogen oxide (N2O);2001;0.5
576;Energy sector ;Dinitrogen oxide (N2O);2002;0.5
577;Energy sector ;Dinitrogen oxide (N2O);2003;0.5
578;Energy sector ;Dinitrogen oxide (N2O);2004;0.5
579;Energy sector ;Dinitrogen oxide (N2O);2005;0.5
580;Energy sector ;Dinitrogen oxide (N2O);2006;0.5
581;Energy sector ;Dinitrogen oxide (N2O);2007;0.5
582;Energy sector ;Dinitrogen oxide (N2O);2008;0.5
583;Energy sector ;Dinitrogen oxide (N2O);2009;0.5
584;Energy sector ;Dinitrogen oxide (N2O);2010;0.5
585;Energy sector ;Dinitrogen oxide (N2O);2011;0.5
586;Energy sector ;Dinitrogen oxide (N2O);2012;0.5
587;Energy sector ;Dinitrogen oxide (N2O);2013;0.5
588;Energy sector ;Dinitrogen oxide (N2O);2014;0.5
589;Energy sector ;Dinitrogen oxide (N2O);2015;0.6
590;Energy sector ;Dinitrogen oxide (N2O);2016;0.6
591;Energy sector ;Dinitrogen oxide (N2O);2017;0.5
592;Energy sector ;Dinitrogen oxide (N2O);2018;0.5
593;Energy sector ;Dinitrogen oxide (N2O);2019;0.5
594;Energy sector ;Dinitrogen oxide (N2O);2020;0.4
595;Energy sector ;Dinitrogen oxide (N2O);2021;0.6
596;Energy sector ;Dinitrogen oxide (N2O);2022;0.5
597;Energy sector ;Dinitrogen oxide (N2O);2023;0.4
598;Energy sector ;Ammonia (NH3);1990;0.0
599;Energy sector ;Ammonia (NH3);1995;0.0
600;Energy sector ;Ammonia (NH3);2000;0.0
601;Energy sector ;Ammonia (NH3);2001;0.0
602;Energy sector ;Ammonia (NH3);2002;0.0
603;Energy sector ;Ammonia (NH3);2003;0.1
604;Energy sector ;Ammonia (NH3);2004;0.1
605;Energy sector ;Ammonia (NH3);2005;0.2
606;Energy sector ;Ammonia (NH3);2006;0.0
607;Energy sector ;Ammonia (NH3);2007;0.0
608;Energy sector ;Ammonia (NH3);2008;0.1
609;Energy sector ;Ammonia (NH3);2009;0.0
610;Energy sector ;Ammonia (NH3);2010;0.0
611;Energy sector ;Ammonia (NH3);2011;0.0
612;Energy sector ;Ammonia (NH3);2012;0.0
613;Energy sector ;Ammonia (NH3);2013;0.0
614;Energy sector ;Ammonia (NH3);2014;0.0
615;Energy sector ;Ammonia (NH3);2015;0.0
616;Energy sector ;Ammonia (NH3);2016;0.0
617;Energy sector ;Ammonia (NH3);2017;0.0
618;Energy sector ;Ammonia (NH3);2018;0.0
619;Energy sector ;Ammonia (NH3);2019;0.1
620;Energy sector ;Ammonia (NH3);2020;0.1
621;Energy sector ;Ammonia (NH3);2021;0.0
622;Energy sector ;Ammonia (NH3);2022;0.0
623;Energy sector ;Ammonia (NH3);2023;0.0
624;Energy sector ;Nitrogen oxides (NOx);1990;103.9
625;Energy sector ;Nitrogen oxides (NOx);1995;83.2
626;Energy sector ;Nitrogen oxides (NOx);2000;64.9
627;Energy sector ;Nitrogen oxides (NOx);2001;62.7
628;Energy sector ;Nitrogen oxides (NOx);2002;62.9
629;Energy sector ;Nitrogen oxides (NOx);2003;63.8
630;Energy sector ;Nitrogen oxides (NOx);2004;56.6
631;Energy sector ;Nitrogen oxides (NOx);2005;55.2
632;Energy sector ;Nitrogen oxides (NOx);2006;52.0
633;Energy sector ;Nitrogen oxides (NOx);2007;43.4
634;Energy sector ;Nitrogen oxides (NOx);2008;38.1
635;Energy sector ;Nitrogen oxides (NOx);2009;32.3
636;Energy sector ;Nitrogen oxides (NOx);2010;32.6
637;Energy sector ;Nitrogen oxides (NOx);2011;29.1
638;Energy sector ;Nitrogen oxides (NOx);2012;28.3
639;Energy sector ;Nitrogen oxides (NOx);2013;29.5
640;Energy sector ;Nitrogen oxides (NOx);2014;26.8
641;Energy sector ;Nitrogen oxides (NOx);2015;27.6
642;Energy sector ;Nitrogen oxides (NOx);2016;23.4
643;Energy sector ;Nitrogen oxides (NOx);2017;21.5
644;Energy sector ;Nitrogen oxides (NOx);2018;20.7
645;Energy sector ;Nitrogen oxides (NOx);2019;19.4
646;Energy sector ;Nitrogen oxides (NOx);2020;17.0
647;Energy sector ;Nitrogen oxides (NOx);2021;17.1
648;Energy sector ;Nitrogen oxides (NOx);2022;16.3
649;Energy sector ;Nitrogen oxides (NOx);2023;13.6
650;Energy sector ;Sulphur dioxide (SO2);1990;112.7
651;Energy sector ;Sulphur dioxide (SO2);1995;78.3
652;Energy sector ;Sulphur dioxide (SO2);2000;48.2
653;Energy sector ;Sulphur dioxide (SO2);2001;50.6
654;Energy sector ;Sulphur dioxide (SO2);2002;44.4
655;Energy sector ;Sulphur dioxide (SO2);2003;43.7
656;Energy sector ;Sulphur dioxide (SO2);2004;43.1
657;Energy sector ;Sulphur dioxide (SO2);2005;42.1
658;Energy sector ;Sulphur dioxide (SO2);2006;42.2
659;Energy sector ;Sulphur dioxide (SO2);2007;38.7
660;Energy sector ;Sulphur dioxide (SO2);2008;32.1
661;Energy sector ;Sulphur dioxide (SO2);2009;24.2
662;Energy sector ;Sulphur dioxide (SO2);2010;19.4
663;Energy sector ;Sulphur dioxide (SO2);2011;19.2
664;Energy sector ;Sulphur dioxide (SO2);2012;22.1
665;Energy sector ;Sulphur dioxide (SO2);2013;19.5
666;Energy sector ;Sulphur dioxide (SO2);2014;18.3
667;Energy sector ;Sulphur dioxide (SO2);2015;19.7
668;Energy sector ;Sulphur dioxide (SO2);2016;17.1
669;Energy sector ;Sulphur dioxide (SO2);2017;15.3
670;Energy sector ;Sulphur dioxide (SO2);2018;13.6
671;Energy sector ;Sulphur dioxide (SO2);2019;11.3
672;Energy sector ;Sulphur dioxide (SO2);2020;8.8
673;Energy sector ;Sulphur dioxide (SO2);2021;10.4
674;Energy sector ;Sulphur dioxide (SO2);2022;10.7
675;Energy sector ;Sulphur dioxide (SO2);2023;9.6
676;Energy sector ;NMVOC;1990;32.2
677;Energy sector ;NMVOC;1995;26.6
678;Energy sector ;NMVOC;2000;26.8
679;Energy sector ;NMVOC;2001;19.2
680;Energy sector ;NMVOC;2002;17.7
681;Energy sector ;NMVOC;2003;16.0
682;Energy sector ;NMVOC;2004;14.7
683;Energy sector ;NMVOC;2005;19.1
684;Energy sector ;NMVOC;2006;17.2
685;Energy sector ;NMVOC;2007;16.3
686;Energy sector ;NMVOC;2008;15.8
687;Energy sector ;NMVOC;2009;13.9
688;Energy sector ;NMVOC;2010;14.7
689;Energy sector ;NMVOC;2011;15.5
690;Energy sector ;NMVOC;2012;15.0
691;Energy sector ;NMVOC;2013;15.0
692;Energy sector ;NMVOC;2014;13.6
693;Energy sector ;NMVOC;2015;12.8
694;Energy sector ;NMVOC;2016;11.4
695;Energy sector ;NMVOC;2017;10.6
696;Energy sector ;NMVOC;2018;8.4
697;Energy sector ;NMVOC;2019;7.4
698;Energy sector ;NMVOC;2020;6.8
699;Energy sector ;NMVOC;2021;5.8
700;Energy sector ;NMVOC;2022;5.6
701;Energy sector ;NMVOC;2023;5.6
702;Energy sector ;PM10 (Particulate matter);1990;7.9
703;Energy sector ;PM10 (Particulate matter);1995;5.3
704;Energy sector ;PM10 (Particulate matter);2000;3.6
705;Energy sector ;PM10 (Particulate matter);2001;3.3
706;Energy sector ;PM10 (Particulate matter);2002;2.9
707;Energy sector ;PM10 (Particulate matter);2003;3.3
708;Energy sector ;PM10 (Particulate matter);2004;2.4
709;Energy sector ;PM10 (Particulate matter);2005;2.1
710;Energy sector ;PM10 (Particulate matter);2006;2.1
711;Energy sector ;PM10 (Particulate matter);2007;1.8
712;Energy sector ;PM10 (Particulate matter);2008;1.7
713;Energy sector ;PM10 (Particulate matter);2009;0.9
714;Energy sector ;PM10 (Particulate matter);2010;0.5
715;Energy sector ;PM10 (Particulate matter);2011;0.4
716;Energy sector ;PM10 (Particulate matter);2012;0.3
717;Energy sector ;PM10 (Particulate matter);2013;0.5
718;Energy sector ;PM10 (Particulate matter);2014;0.5
719;Energy sector ;PM10 (Particulate matter);2015;0.6
720;Energy sector ;PM10 (Particulate matter);2016;0.5
721;Energy sector ;PM10 (Particulate matter);2017;0.4
722;Energy sector ;PM10 (Particulate matter);2018;0.4
723;Energy sector ;PM10 (Particulate matter);2019;0.3
724;Energy sector ;PM10 (Particulate matter);2020;0.3
725;Energy sector ;PM10 (Particulate matter);2021;0.3
726;Energy sector ;PM10 (Particulate matter);2022;0.3
727;Energy sector ;PM10 (Particulate matter);2023;0.3
728;Energy sector ;PM2.5 (Particulate matter);1990;6.0
729;Energy sector ;PM2.5 (Particulate matter);1995;4.2
730;Energy sector ;PM2.5 (Particulate matter);2000;2.6
731;Energy sector ;PM2.5 (Particulate matter);2001;2.5
732;Energy sector ;PM2.5 (Particulate matter);2002;2.1
733;Energy sector ;PM2.5 (Particulate matter);2003;2.4
734;Energy sector ;PM2.5 (Particulate matter);2004;1.7
735;Energy sector ;PM2.5 (Particulate matter);2005;1.6
736;Energy sector ;PM2.5 (Particulate matter);2006;1.9
737;Energy sector ;PM2.5 (Particulate matter);2007;1.3
738;Energy sector ;PM2.5 (Particulate matter);2008;1.2
