ID;RegioS;Kiesgerechtigden_1;Opkomstpercentage_2;TotaalStemmen_3;GeldigeStemmen_4;OngeldigeStemmen_5;AmsterdamAnders_6;CDA_7;CU_8;CUSGP_9;D66_10;DeGroenen_11;DeGroenenNoordHollandAnders_12;DemocratischPlatformNederland_13;DrenthsBelangDOP_14;FNP_15;GemeentebelangenFrieslandGF_16;GL_17;LeefbaarBrabantBOF_18;LeefbaarFlevoland_19;LeefbaarGelderlandDeGroenen_20;LeefbaarNoordHolland_21;LeefbaarProvincialePartijLPP_22;LeefbaarProvincieUtrecht_23;LeefbaarZuidHolland_24;LijstHolsteijn_25;LijstNieuwePolitiekLNP_26;LijstVeldhoen_27;LPF_28;MOOIZUIDHOLLANDDeGroenen_29;NederlandseVolksUnieNVU_30;NieuweCommunistischePartijNCPN_31;NieuweToekomstPartijNTP_32;NSap_33;OnafhankelijkePartijDrenthe_34;OuderenpartijNHVSP_35;PartijNieuwLimburgPNL_36;PartijVoorHetNoorden_37;PARTIJVOORZEELANDPVZ_38;PolitiekePartijAlianza_39;PvdA_40;SGP_41;SP_42;VERENIGDESENIORENPARTIJ_43;VIPVooruitstrevendeIntegratiePartij_44;VVD_45;AmsterdamAnders_46;CDA_47;CU_48;CUSGP_49;D66_50;DeGroenen_51;DeGroenenNoordHollandAnders_52;DemocratischPlatformNederland_53;DrenthsBelangDOP_54;FNP_55;GemeentebelangenFrieslandGF_56;GL_57;LeefbaarBrabantBOF_58;LeefbaarFlevoland_59;LeefbaarGelderlandDeGroenen_60;LeefbaarNoordHolland_61;LeefbaarProvincialePartijLPP_62;LeefbaarProvincieUtrecht_63;LeefbaarZuidHolland_64;LijstHolsteijn_65;LijstNieuwePolitiekLNP_66;LijstVeldhoen_67;LPF_68;MOOIZUIDHOLLANDDeGroenen_69;NederlandseVolksUnieNVU_70;NieuweCommunistischePartijNCPN_71;NieuweToekomstPartijNTP_72;NSap_73;OnafhankelijkePartijDrenthe_74;OuderenpartijNHVSP_75;PartijNieuwLimburgPNL_76;PartijVoorHetNoorden_77;PARTIJVOORZEELANDPVZ_78;PolitiekePartijAlianza_79;PvdA_80;SGP_81;SP_82;VERENIGDESENIORENPARTIJ_83;VIPVooruitstrevendeIntegratiePartij_84;VVD_85;Gemeente_86;Landsdeel_87;Provincie_88;COROPGebied_89;Kamerkieskring_90;Stadsgewest_91;GrootstedelijkeAgglomeratie_92
404;Urk;10209;68.9;7035;7035;0;;1451;2897.0;;45;;;;;;;4;;2.0;;;;;;;1.0;;45;;;;;;;;;;;;29;2483.0;12.0;6.0;;60;;20.6;41.2;;0.6;;;;;;;0.1;;0.0;;;;;;;0.0;;0.6;;;;;;;;;;;;0.4;35.3;0.2;0.1;;0.9;0184;2;24;40;05;00;00
405;Utrecht;199533;46.2;92140;91990;150;;13571;1931.0;;7692;312.0;;;;;;16835;;;;;;1338.0;;;;;1891;;;;;;;;;;;;24941;497.0;8359.0;;;14623;;14.8;2.1;;8.4;0.3;;;;;;18.3;;;;;;1.5;;;;;2.1;;;;;;;;;;;;27.1;0.5;9.1;;;15.9;0344;3;26;17;08;09;09
406;Vaals;6097;44.9;2737;2736;1;;1383;;;53;;;;;;;80;;;;;;;;;;;62;;;;;;;;163.0;;;;684;;82.0;;;229;;50.5;;;1.9;;;;;;;2.9;;;;;;;;;;;2.3;;;;;;;;6.0;;;;25.0;;3.0;;;8.4;0981;4;31;39;19;00;00
407;Valkenburg;2689;55.3;1488;1487;1;;559;180.0;;20;;;;;;;34;;;;;;;22.0;0.0;6.0;0.0;29;3.0;;;0.0;0.0;;;;;;0.0;120;21.0;23.0;4.0;0.0;466;;37.6;12.1;;1.3;;;;;;;2.3;;;;;;;1.5;0.0;0.4;0.0;2.0;0.2;;;0.0;0.0;;;;;;0.0;8.1;1.4;1.5;0.3;0.0;31.3;0619;3;28;25;15;12;12
408;Valkenburg aan de Geul;13999;56.4;7896;7887;9;;4057;;;285;;;;;;;248;;;;;;;;;;;125;;;;;;;;555.0;;;;992;;836.0;;;789;;51.4;;;3.6;;;;;;;3.1;;;;;;;;;;;1.6;;;;;;;;7.0;;;;12.6;;10.6;;;10.0;0994;4;31;39;19;22;00
409;Valkenswaard;23951;42.3;10121;10115;6;;3510;;56.0;369;;;;;;;420;84.0;;;;;;;;12.0;;263;;;;;;;;;;;;2163;;699.0;93.0;;2446;;34.7;;0.6;3.6;;;;;;;4.2;0.8;;;;;;;;0.1;;2.6;;;;;;;;;;;;21.4;;6.9;0.9;;24.2;0858;4;30;36;18;19;00
410;Veendam;21944;48.6;10656;10641;15;;1887;383.0;;382;;;;;;;471;;;;;;;;;;;162;;;43.0;;;;;;567.0;;;4643;;433.0;;;1670;;17.7;3.6;;3.6;;;;;;;4.4;;;;;;;;;;;1.5;;;0.4;;;;;;5.3;;;43.6;;4.1;;;15.7;0047;1;20;01;01;00;00
411;Veenendaal;43575;53.5;23309;23289;20;;6639;3877.0;;475;35.0;;;;;;1127;;;;;;91.0;;;;;429;;;;;;;;;;;;3264;3084.0;693.0;;;3575;;28.5;16.6;;2.0;0.2;;;;;;4.8;;;;;;0.4;;;;;1.8;;;;;;;;;;;;14.0;13.2;3.0;;;15.4;0345;3;26;17;08;00;00
412;Veere;16539;63.8;10546;10539;7;;3368;544.0;;282;;;;;;;650;;;;;;;;;;;205;;;;;;;;;;300.0;;1432;1839.0;249.0;;;1670;;32.0;5.2;;2.7;;;;;;;6.2;;;;;;;;;;;1.9;;;;;;;;;;2.8;;13.6;17.4;2.4;;;15.8;0717;3;29;32;16;00;00
413;Veghel;26696;45.3;12092;12084;8;;6059;;53.0;338;;;;;;;343;132.0;;;;;;;;11.0;;286;;;;;;;;;;;;1947;;897.0;84.0;;1934;;50.1;;0.4;2.8;;;;;;;2.8;1.1;;;;;;;;0.1;;2.4;;;;;;;;;;;;16.1;;7.4;0.7;;16.0;0860;4;30;35;18;00;00
414;Veldhoven;31944;43.1;13783;13770;13;;5136;;133.0;617;;;;;;;515;164.0;;;;;;;;82.0;;419;;;;;;;;;;;;2739;;1129.0;82.0;;2754;;37.3;;1.0;4.5;;;;;;;3.7;1.2;;;;;;;;0.6;;3.0;;;;;;;;;;;;19.9;;8.2;0.6;;20.0;0861;4;30;36;18;19;19
415;Velsen;50392;44.8;22590;22562;28;22.0;4784;;651.0;1208;;106.0;;;;;1648;;;;177.0;103.0;;;;;;712;;;28.0;31.0;;;184.0;;;;;6657;;1289.0;;;4962;0.1;21.2;;2.9;5.4;;0.5;;;;;7.3;;;;0.8;0.5;;;;;;3.2;;;0.1;0.1;;;0.8;;;;;29.5;;5.7;;;22.0;0453;3;27;20;10;11;00
416;Venhuizen;5791;53.7;3111;3101;10;0.0;891;;22.0;112;;19.0;;;;;149;;;;32.0;18.0;;;;;;93;;;2.0;2.0;;;46.0;;;;;600;;147.0;;;968;0.0;28.7;;0.7;3.6;;0.6;;;;;4.8;;;;1.0;0.6;;;;;;3.0;;;0.1;0.1;;;1.5;;;;;19.3;;4.7;;;31.2;0454;3;27;18;11;00;00
417;Venlo;67356;39.4;26542;26519;23;;10489;;;766;;;;;;;1983;;;;;;;;;;;695;;;;;;;;462.0;;;;5533;;962.0;;;5629;;39.6;;;2.9;;;;;;;7.5;;;;;;;;;;;2.6;;;;;;;;1.7;;;;20.9;;3.6;;;21.2;0983;4;31;37;19;00;00
418;Venray;28664;45.9;13165;13158;7;;6618;;;600;;;;;;;449;;;;;;;;;;;241;;;;;;;;197.0;;;;2471;;740.0;;;1842;;50.3;;;4.6;;;;;;;3.4;;;;;;;;;;;1.8;;;;;;;;1.5;;;;18.8;;5.6;;;14.0;0984;4;31;37;19;00;00
419;Vianen;14710;46.0;6773;6764;9;;1957;182.0;;237;13.0;;;;;;321;;;;;;59.0;;;;;207;;;;;;;;;;;;1533;450.0;461.0;;;1344;;28.9;2.7;;3.5;0.2;;;;;;4.7;;;;;;0.9;;;;;3.1;;;;;;;;;;;;22.7;6.7;6.8;;;19.9;0620;3;26;17;08;00;00
420;Vlaardingen;56867;41.2;23438;23390;48;;5193;802.0;;842;;;8.0;;;;1384;;;;;;;356.0;6.0;18.0;8.0;1317;68.0;;;10.0;1.0;;;;;;41.0;6672;737.0;1854.0;158.0;2.0;3913;;22.2;3.4;;3.6;;;0.0;;;;5.9;;;;;;;1.5;0.0;0.1;0.0;5.6;0.3;;;0.0;0.0;;;;;;0.2;28.5;3.2;7.9;0.7;0.0;16.7;0622;3;28;29;14;14;14
421;Vlagtwedde;13008;50.5;6574;6568;6;;2099;202.0;;122;;;;;;;268;;;;;;;;;;;131;;;19.0;;;;;;205.0;;;2386;;280.0;;;856;;32.0;3.1;;1.9;;;;;;;4.1;;;;;;;;;;;2.0;;;0.3;;;;;;3.1;;;36.3;;4.3;;;13.0;0048;1;20;01;01;00;00
422;Vlieland;860;56.9;489;488;1;;37;;3.0;12;;;;;11.0;57.0;33;;;;;;;;;;;8;;;0.0;;;;;;;;;110;;7.0;;;210;;7.6;;0.6;2.5;;;;;2.3;11.7;6.8;;;;;;;;;;;1.6;;;0.0;;;;;;;;;22.5;;1.4;;;43.0;0096;1;21;04;02;00;00
423;Vlissingen;34404;42.1;14479;14468;11;;3465;478.0;;467;;;;;;;888;;;;;;;;;;;666;;;;;;;;;;741.0;;4002;494.0;985.0;;;2282;;23.9;3.3;;3.2;;;;;;;6.1;;;;;;;;;;;4.6;;;;;;;;;;5.1;;27.7;3.4;6.8;;;15.8;0718;3;29;32;16;00;00
424;Vlist;7345;55.4;4069;4068;1;;1193;198.0;;122;;;;;;;142;;;;;;;25.0;2.0;1.0;2.0;88;17.0;;;0.0;3.0;;;;;;0.0;765;573.0;106.0;6.0;0.0;825;;29.3;4.9;;3.0;;;;;;;3.5;;;;;;;0.6;0.0;0.0;0.0;2.2;0.4;;;0.0;0.1;;;;;;0.0;18.8;14.1;2.6;0.1;0.0;20.3;0623;3;28;28;15;00;00
425;Voerendaal;10179;57.1;5814;5811;3;;2545;;;830;;;;;;;178;;;;;;;;;;;203;;;;;;;;133.0;;;;987;;241.0;;;694;;43.8;;;14.3;;;;;;;3.1;;;;;;;;;;;3.5;;;;;;;;2.3;;;;17.0;;4.1;;;11.9;0986;4;31;39;19;21;00
426;Voorhout;10122;51.9;5256;5252;4;;1619;65.0;;276;;;;;;;301;;;;;;;47.0;1.0;17.0;0.0;136;26.0;;;0.0;0.0;;;;;;1.0;838;17.0;231.0;14.0;0.0;1663;;30.8;1.2;;5.3;;;;;;;5.7;;;;;;;0.9;0.0;0.3;0.0;2.6;0.5;;;0.0;0.0;;;;;;0.0;16.0;0.3;4.4;0.3;0.0;31.7;0625;3;28;25;15;12;00
427;Voorschoten;16372;59.8;9784;9774;10;;2786;131.0;;673;;;;;;;822;;;;;;;69.0;2.0;7.0;5.0;255;46.0;;;7.0;0.0;;;;;;3.0;1609;61.0;274.0;32.0;0.0;2992;;28.5;1.3;;6.9;;;;;;;8.4;;;;;;;0.7;0.0;0.1;0.1;2.6;0.5;;;0.1;0.0;;;;;;0.0;16.5;0.6;2.8;0.3;0.0;30.6;0626;3;28;25;15;12;12
428;Voorst;17933;55.7;9982;9974;8;;3798;132.0;;339;;;;;;;406;;;88.0;;;;;;;;180;;9.0;;;;;;;;;;2342;211.0;276.0;;;2193;;38.1;1.3;;3.4;;;;;;;4.1;;;0.9;;;;;;;;1.8;;0.1;;;;;;;;;;23.5;2.1;2.8;;;22.0;0285;2;25;13;07;05;00
429;Vorden;6656;63.1;4201;4194;7;;1839;40.0;;144;;;;;;;162;;;29.0;;;;;;;;63;;5.0;;;;;;;;;;835;14.0;138.0;;;925;;43.8;1.0;;3.4;;;;;;;3.9;;;0.7;;;;;;;;1.5;;0.1;;;;;;;;;;19.9;0.3;3.3;;;22.1;0286;2;25;14;07;00;00
430;Vught;19030;47.2;8973;8963;10;;2709;;52.0;568;;;;;;;707;73.0;;;;;;;;5.0;;158;;;;;;;;;;;;1771;;540.0;64.0;;2316;;30.2;;0.6;6.3;;;;;;;7.9;0.8;;;;;;;;0.1;;1.8;;;;;;;;;;;;19.8;;6.0;0.7;;25.8;0865;4;30;35;18;18;18
431;Waalre;12193;53.8;6555;6548;7;;2222;;26.0;446;;;;;;;265;49.0;;;;;;;;21.0;;164;;;;;;;;;;;;1052;;275.0;41.0;;1987;;33.9;;0.4;6.8;;;;;;;4.0;0.7;;;;;;;;0.3;;2.5;;;;;;;;;;;;16.1;;4.2;0.6;;30.3;0866;4;30;36;18;19;19
432;Waalwijk;34871;40.5;14131;14112;19;;5157;;1032.0;420;;;;;;;567;218.0;;;;;;;;9.0;;469;;;;;;;;;;;;2655;;754.0;158.0;;2673;;36.5;;7.3;3.0;;;;;;;4.0;1.5;;;;;;;;0.1;;3.3;;;;;;;;;;;;18.8;;5.3;1.1;;18.9;0867;4;30;34;17;00;00
433;Waddinxveen;19546;53.3;10415;10400;15;;2757;992.0;;435;;;;;;;370;;;;;;;70.0;0.0;4.0;2.0;282;44.0;;;1.0;3.0;;;;;;4.0;1822;1076.0;303.0;38.0;0.0;2197;;26.5;9.5;;4.2;;;;;;;3.6;;;;;;;0.7;0.0;0.0;0.0;2.7;0.4;;;0.0;0.0;;;;;;0.0;17.5;10.3;2.9;0.4;0.0;21.1;0627;3;28;28;15;00;00
434;Wageningen;25727;56.8;14604;14577;27;;2663;576.0;;1179;;;;;;;2706;;;226.0;;;;;;;;146;;6.0;;;;;;;;;;3747;248.0;1109.0;;;1971;;18.3;4.0;;8.1;;;;;;;18.6;;;1.6;;;;;;;;1.0;;0.0;;;;;;;;;;25.7;1.7;7.6;;;13.5;0289;2;25;13;07;00;00
435;Warmond;3832;55.3;2118;2115;3;;686;13.0;;156;;;;;;;159;;;;;;;13.0;1.0;3.0;0.0;57;15.0;;;2.0;1.0;;;;;;3.0;305;13.0;87.0;4.0;0.0;597;;32.4;0.6;;7.4;;;;;;;7.5;;;;;;;0.6;0.0;0.1;0.0;2.7;0.7;;;0.1;0.0;;;;;;0.1;14.4;0.6;4.1;0.2;0.0;28.2;0628;3;28;25;15;12;12
436;Warnsveld;6838;61.9;4230;4224;6;;1130;122.0;;260;;;;;;;298;;;102.0;;;;;;;;82;;3.0;;;;;;;;;;1188;9.0;293.0;;;737;;26.8;2.9;;6.2;;;;;;;7.1;;;2.4;;;;;;;;1.9;;0.1;;;;;;;;;;28.1;0.2;6.9;;;17.4;0291;2;25;14;07;00;00
437;Wassenaar;17761;58.7;10431;10422;9;;2806;68.0;;408;;;;;;;277;;;;;;;97.0;1.0;1.0;2.0;357;30.0;;;5.0;0.0;;;;;;0.0;982;30.0;161.0;22.0;2.0;5173;;26.9;0.7;;3.9;;;;;;;2.7;;;;;;;0.9;0.0;0.0;0.0;3.4;0.3;;;0.0;0.0;;;;;;0.0;9.4;0.3;1.5;0.2;0.0;49.6;0629;3;28;26;15;13;13
438;Wateringen;12040;47.4;5712;5703;9;;2462;78.0;;187;;;2.0;;;;213;;;;;;;143.0;0.0;2.0;0.0;362;19.0;;;2.0;0.0;;;;;;5.0;705;17.0;133.0;21.0;1.0;1351;;43.2;1.4;;3.3;;;0.0;;;;3.7;;;;;;;2.5;0.0;0.0;0.0;6.3;0.3;;;0.0;0.0;;;;;;0.1;12.4;0.3;2.3;0.4;0.0;23.7;0630;3;28;27;14;13;13
439;Waterland;13092;56.8;7441;7434;7;12.0;2030;;101.0;426;;32.0;;;;;751;;;;46.0;39.0;;;;;;234;;;10.0;7.0;;;52.0;;;;;1710;;296.0;;;1688;0.2;27.3;;1.4;5.7;;0.4;;;;;10.1;;;;0.6;0.5;;;;;;3.1;;;0.1;0.1;;;0.7;;;;;23.0;;4.0;;;22.7;0852;3;27;23;11;10;00
440;Weert;36763;40.9;15053;15037;16;;5552;;;501;;;;;;;449;;;;;;;;;;;302;;;;;;;;334.0;;;;3715;;910.0;;;3274;;36.9;;;3.3;;;;;;;3.0;;;;;;;;;;;2.0;;;;;;;;2.2;;;;24.7;;6.1;;;21.8;0988;4;31;38;19;00;00
441;Weesp;13556;47.1;6383;6374;9;7.0;1204;;113.0;424;;18.0;;;;;807;;;;26.0;17.0;;;;;;178;;;11.0;3.0;;;141.0;;;;;1515;;293.0;;;1617;0.1;18.9;;1.8;6.7;;0.3;;;;;12.7;;;;0.4;0.3;;;;;;2.8;;;0.2;0.0;;;2.2;;;;;23.8;;4.6;;;25.4;0457;3;27;24;10;00;00
442;Wehl;5123;47.9;2452;2451;1;;1316;5.0;;41;;;;;;;64;;;14.0;;;;;;;;58;;2.0;;;;;;;;;;626;5.0;79.0;;;241;;53.7;0.2;;1.7;;;;;;;2.6;;;0.6;;;;;;;;2.4;;0.1;;;;;;;;;;25.5;0.2;3.2;;;9.8;0292;2;25;14;07;00;00
443;Werkendam;19738;51.8;10229;10222;7;;3769;;2465.0;177;;;;;;;216;103.0;;;;;;;;2.0;;203;;;;;;;;;;;;1735;;233.0;18.0;;1301;;36.9;;24.1;1.7;;;;;;;2.1;1.0;;;;;;;;0.0;;2.0;;;;;;;;;;;;17.0;;2.3;0.2;;12.7;0870;4;30;34;17;00;00
444;Wervershoof;6235;44.5;2772;2767;5;1.0;1168;;20.0;84;;3.0;;;;;125;;;;18.0;18.0;;;;;;86;;;2.0;5.0;;;42.0;;;;;433;;99.0;;;663;0.0;42.2;;0.7;3.0;;0.1;;;;;4.5;;;;0.7;0.7;;;;;;3.1;;;0.1;0.2;;;1.5;;;;;15.6;;3.6;;;24.0;0459;3;27;18;11;00;00
445;West Maas en Waal;14068;49.7;6987;6983;4;;3629;17.0;;131;;;;;;;204;;;51.0;;;;;;;;113;;11.0;;;;;;;;;;1266;15.0;253.0;;;1293;;52.0;0.2;;1.9;;;;;;;2.9;;;0.7;;;;;;;;1.6;;0.2;;;;;;;;;;18.1;0.2;3.6;;;18.5;0668;2;25;16;06;00;00
446;Wester-Koggenland;10191;51.8;5281;5274;7;3.0;1990;;17.0;214;;29.0;;;;;398;;;;42.0;63.0;;;;;;97;;;13.0;8.0;;;61.0;;;;;939;;193.0;;;1207;0.1;37.7;;0.3;4.1;;0.5;;;;;7.5;;;;0.8;1.2;;;;;;1.8;;;0.2;0.2;;;1.2;;;;;17.8;;3.7;;;22.9;0558;3;27;18;11;00;00
447;Westerveld;14864;63.3;9406;9395;11;;1880;138.0;;395;;;;279.0;;;647;;;;;;;;;;;216;;;;;;256.0;;;;;;3284;16.0;;;;2284;;20.0;1.5;;4.2;;;;3.0;;;6.9;;;;;;;;;;;2.3;;;;;;2.7;;;;;;35.0;0.2;;;;24.3;1701;1;22;09;03;00;00
448;Westervoort;11814;42.7;5044;5040;4;;1305;114.0;;210;;;;;;;375;;;69.0;;;;;;;;140;;4.0;;;;;;;;;;1615;12.0;420.0;;;776;;25.9;2.3;;4.2;;;;;;;7.4;;;1.4;;;;;;;;2.8;;0.1;;;;;;;;;;32.0;0.2;8.3;;;15.4;0293;2;25;15;07;06;00
449;Weststellingwerf;19715;52.2;10301;10284;17;;2638;;225.0;231;;;;;217.0;166.0;763;;;;;;;;;;;325;;;26.0;;;;;;;;;3420;;491.0;;;1782;;25.7;;2.2;2.2;;;;;2.1;1.6;7.4;;;;;;;;;;;3.2;;;0.3;;;;;;;;;33.3;;4.8;;;17.3;0098;1;21;06;02;00;00
450;Westvoorne;10997;51.7;5686;5681;5;;1148;48.0;;185;;;0.0;;;;204;;;;;;;268.0;7.0;1.0;1.0;254;33.0;;;2.0;0.0;;;;;;1.0;1114;46.0;197.0;41.0;0.0;2131;;20.2;0.8;;3.3;;;0.0;;;;3.6;;;;;;;4.7;0.1;0.0;0.0;4.5;0.6;;;0.0;0.0;;;;;;0.0;19.6;0.8;3.5;0.7;0.0;37.5;0614;3;28;29;14;14;00
451;Wierden;17371;62.0;10765;10762;3;;5997;1107.0;;184;;;;;;;268;;;;;;;;;;;189;;;;;;;;;;;;1225;345.0;179.0;;;1268;;55.7;10.3;;1.7;;;;;;;2.5;;;;;;;;;;;1.8;;;;;;;;;;;;11.4;3.2;1.7;;;11.8;0189;2;23;12;04;00;00
452;Wieringen;6502;48.0;3122;3121;1;2.0;381;;36.0;97;;23.0;;;;;93;;;;17.0;9.0;;;;;;104;;;3.0;3.0;;;729.0;;;;;817;;109.0;;;698;0.1;12.2;;1.2;3.1;;0.7;;;;;3.0;;;;0.5;0.3;;;;;;3.3;;;0.1;0.1;;;23.4;;;;;26.2;;3.5;;;22.4;0462;3;27;18;11;00;00
453;Wieringermeer;9485;49.6;4705;4699;6;1.0;1537;;187.0;114;;18.0;;;;;172;;;;31.0;35.0;;;;;;136;;;4.0;12.0;;;131.0;;;;;1019;;169.0;;;1133;0.0;32.7;;4.0;2.4;;0.4;;;;;3.7;;;;0.7;0.7;;;;;;2.9;;;0.1;0.3;;;2.8;;;;;21.7;;3.6;;;24.1;0463;3;27;18;11;00;00
454;Wijchen;29462;44.4;13072;13061;11;;4539;69.0;;471;;;;;;;618;;;105.0;;;;;;;;248;;16.0;;;;;;;;;;3898;13.0;851.0;;;2233;;34.8;0.5;;3.6;;;;;;;4.7;;;0.8;;;;;;;;1.9;;0.1;;;;;;;;;;29.8;0.1;6.5;;;17.1;0296;2;25;15;06;07;00
455;Wijdemeren;17813;54.0;9614;9601;13;4.0;2777;;250.0;570;;37.0;;;;;623;;;;28.0;22.0;;;;;;256;;;5.0;5.0;;;60.0;;;;;1653;;320.0;;;2991;0.0;28.9;;2.6;5.9;;0.4;;;;;6.5;;;;0.3;0.2;;;;;;2.7;;;0.1;0.1;;;0.6;;;;;17.2;;3.3;;;31.2;1696;3;27;24;10;00;00
456;Wijk bij Duurstede;17046;48.6;8283;8279;4;;2153;231.0;;354;18.0;;;;;;909;;;;;;66.0;;;;;171;;;;;;;;;;;;1826;284.0;367.0;;;1900;;26.0;2.8;;4.3;0.2;;;;;;11.0;;;;;;0.8;;;;;2.1;;;;;;;;;;;;22.1;3.4;4.4;;;22.9;0352;3;26;17;08;00;00
457;Winschoten;14595;51.1;7462;7462;0;;1240;327.0;;255;;;;;;;451;;;;;;;;;;;104;;;118.0;;;;;;257.0;;;3296;;351.0;;;1063;;16.6;4.4;;3.4;;;;;;;6.0;;;;;;;;;;;1.4;;;1.6;;;;;;3.4;;;44.2;;4.7;;;14.2;0052;1;20;01;01;00;00
458;Winsum;10310;67.7;6976;6970;6;;1958;651.0;;214;;;;;;;604;;;;;;;;;;;91;;;14.0;;;;;;216.0;;;2078;;348.0;;;796;;28.1;9.3;;3.1;;;;;;;8.7;;;;;;;;;;;1.3;;;0.2;;;;;;3.1;;;29.8;;5.0;;;11.4;0053;1;20;03;01;01;00
459;Winterswijk;21992;53.0;11658;11650;8;;3233;132.0;;363;;;;;;;382;;;68.0;;;;;;;;167;;4.0;;;;;;;;;;3544;19.0;555.0;;;3183;;27.8;1.1;;3.1;;;;;;;3.3;;;0.6;;;;;;;;1.4;;0.0;;;;;;;;;;30.4;0.2;4.8;;;27.3;0294;2;25;14;07;00;00
460;Wisch;14984;49.4;7400;7397;3;;3065;122.0;;171;;;;;;;299;;;63.0;;;;;;;;201;;9.0;;;;;;;;;;1899;5.0;318.0;;;1245;;41.4;1.6;;2.3;;;;;;;4.0;;;0.9;;;;;;;;2.7;;0.1;;;;;;;;;;25.7;0.1;4.3;;;16.8;0295;2;25;14;07;00;00
461;Woensdrecht;15794;37.1;5861;5860;1;;2083;;33.0;272;;;;;;;199;129.0;;;;;;;;1.0;;206;;;;;;;;;;;;1187;;314.0;34.0;;1402;;35.5;;0.6;4.6;;;;;;;3.4;2.2;;;;;;;;0.0;;3.5;;;;;;;;;;;;20.3;;5.4;0.6;;23.9;0873;4;30;33;17;00;00
462;Woerden;35146;53.1;18676;18665;11;;6180;1116.0;;891;39.0;;;;;;1322;;;;;;118.0;;;;;546;;;;;;;;;;;;3118;870.0;780.0;;;3685;;33.1;6.0;;4.8;0.2;;;;;;7.1;;;;;;0.6;;;;;2.9;;;;;;;;;;;;16.7;4.7;4.2;;;19.7;0632;3;26;17;08;00;00
463;Wognum;5977;49.7;2968;2965;3;4.0;1279;;19.0;150;;10.0;;;;;145;;;;25.0;20.0;;;;;;72;;;0.0;10.0;;;46.0;;;;;464;;83.0;;;638;0.1;43.1;;0.6;5.1;;0.3;;;;;4.9;;;;0.8;0.7;;;;;;2.4;;;0.0;0.3;;;1.6;;;;;15.6;;2.8;;;21.5;0466;3;27;18;11;00;00
464;De Wolden;18085;63.5;11491;11488;3;;3100;387.0;;396;;;;194.0;;;593;;;;;;;;;;;234;;;;;;477.0;;;;;;3225;41.0;;;;2841;;27.0;3.4;;3.4;;;;1.7;;;5.2;;;;;;;;;;;2.0;;;;;;4.2;;;;;;28.1;0.4;;;;24.7;1690;1;22;09;03;00;00
465;Wormerland;11704;51.9;6080;6076;4;17.0;1212;;112.0;294;;47.0;;;;;830;;;;42.0;23.0;;;;;;186;;;3.0;2.0;;;43.0;;;;;1622;;465.0;;;1178;0.3;19.9;;1.8;4.8;;0.8;;;;;13.7;;;;0.7;0.4;;;;;;3.1;;;0.0;0.0;;;0.7;;;;;26.7;;7.7;;;19.4;0880;3;27;22;11;10;10
466;Woudenberg;8086;62.1;5024;5022;2;;1443;549.0;;138;9.0;;;;;;161;;;;;;38.0;;;;;93;;;;;;;;;;;;647;954.0;126.0;;;864;;28.7;10.9;;2.7;0.2;;;;;;3.2;;;;;;0.8;;;;;1.9;;;;;;;;;;;;12.9;19.0;2.5;;;17.2;0351;3;26;17;08;00;00
467;Woudrichem;10778;52.2;5623;5617;6;;2498;;1001.0;124;;;;;;;127;34.0;;;;;;;;4.0;;97;;;;;;;;;;;;849;;153.0;20.0;;710;;44.5;;17.8;2.2;;;;;;;2.3;0.6;;;;;;;;0.1;;1.7;;;;;;;;;;;;15.1;;2.7;0.4;;12.6;0874;4;30;34;17;00;00
468;Wûnseradiel;8758;62.7;5490;5489;1;;1943;;133.0;155;;;;;842.0;23.0;265;;;;;;;;;;;120;;;5.0;;;;;;;;;1085;;318.0;;;600;;35.4;;2.4;2.8;;;;;15.3;0.4;4.8;;;;;;;;;;;2.2;;;0.1;;;;;;;;;19.8;;5.8;;;10.9;0710;1;21;05;02;00;00
469;Wymbritseradiel;11820;62.5;7389;7383;6;;2701;;270.0;142;;;;;1545.0;295.0;299;;;;;;;;;;;91;;;4.0;;;;;;;;;991;;306.0;;;739;;36.6;;3.7;1.9;;;;;20.9;4.0;4.0;;;;;;;;;;;1.2;;;0.1;;;;;;;;;13.4;;4.1;;;10.0;0683;1;21;05;02;00;00
470;Zaanstad;103440;42.9;44369;44311;58;249.0;7174;;1014.0;2128;;238.0;;;;;4162;;;;300.0;278.0;;;;;;1904;;;98.0;79.0;;;441.0;;;;;14143;;3910.0;;;8193;0.6;16.2;;2.3;4.8;;0.5;;;;;9.4;;;;0.7;0.6;;;;;;4.3;;;0.2;0.2;;;1.0;;;;;31.9;;8.8;;;18.5;0479;3;27;22;11;10;10
471;Zaltbommel;18877;54.7;10334;10330;4;;2396;832.0;;457;;;;;;;481;;;66.0;;;;;;;;151;;15.0;;;;;;;;;;2118;1869.0;327.0;;;1618;;23.2;8.1;;4.4;;;;;;;4.7;;;0.6;;;;;;;;1.5;;0.1;;;;;;;;;;20.5;18.1;3.2;;;15.7;0297;2;25;16;06;00;00
472;Zandvoort;13206;43.3;5719;5713;6;2.0;853;;40.0;262;;21.0;;;;;310;;;;59.0;23.0;;;;;;208;;;9.0;3.0;;;196.0;;;;;1276;;220.0;;;2231;0.0;14.9;;0.7;4.6;;0.4;;;;;5.4;;;;1.0;0.4;;;;;;3.6;;;0.2;0.1;;;3.4;;;;;22.3;;3.9;;;39.1;0473;3;27;21;10;11;00
