ID;RegioIndeling2015;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;VestigersUitAndereGemeente_5;VertrekkersNaarAndereGemeente_6;Woningbouwveronderstellingen_7;BevolkingAanHetEindVanDePeriode_8
1414;Nijmegen;2035 tot 2040;11.4;9.1;13.7;14.5;61.8;57.5;;209.4
1415;Nissewaard;2015 tot 2020;4.3;3.1;1.9;2.0;13.1;13.7;;85.6
1416;Nissewaard;2020 tot 2025;4.6;3.6;1.3;1.7;13.0;13.7;;85.6
1417;Nissewaard;2025 tot 2030;4.6;4.0;1.1;1.5;13.0;13.6;;85.2
1418;Nissewaard;2030 tot 2035;4.3;4.2;1.1;1.5;13.0;13.6;;84.2
1419;Nissewaard;2035 tot 2040;4.2;4.4;1.0;1.4;13.0;13.7;;82.9
1420;Noord-Beveland;2015 tot 2020;0.3;0.4;0.3;0.2;2.0;1.9;;7.7
1421;Noord-Beveland;2020 tot 2025;0.4;0.5;0.3;0.2;2.2;2.1;;7.7
1422;Noord-Beveland;2025 tot 2030;0.4;0.5;0.3;0.2;2.2;2.2;;7.8
1423;Noord-Beveland;2030 tot 2035;0.5;0.5;0.3;0.2;2.2;2.2;;7.9
1424;Noord-Beveland;2035 tot 2040;0.4;0.5;0.3;0.2;2.3;2.2;;8.0
1425;Noordenveld;2015 tot 2020;1.1;1.7;0.6;0.4;6.9;6.3;;31.3
1426;Noordenveld;2020 tot 2025;1.3;1.8;0.5;0.4;6.8;6.6;;31.0
1427;Noordenveld;2025 tot 2030;1.4;1.9;0.5;0.4;7.3;6.7;;31.2
1428;Noordenveld;2030 tot 2035;1.4;2.1;0.5;0.4;7.4;6.6;;31.4
1429;Noordenveld;2035 tot 2040;1.4;2.2;0.6;0.5;7.7;6.8;;31.7
1430;Noordoostpolder;2015 tot 2020;2.7;1.8;6.8;1.6;7.1;11.9;;47.8
1431;Noordoostpolder;2020 tot 2025;2.8;1.9;3.1;1.7;7.3;9.8;;47.7
1432;Noordoostpolder;2025 tot 2030;2.8;2.1;2.8;1.6;7.0;9.6;;47.1
1433;Noordoostpolder;2030 tot 2035;2.8;2.3;2.6;1.5;7.1;9.4;;46.4
1434;Noordoostpolder;2035 tot 2040;2.7;2.5;2.5;1.5;6.9;9.1;;45.4
1435;Noordwijk;2015 tot 2020;1.2;1.2;1.7;1.1;6.8;6.0;;26.9
1436;Noordwijk;2020 tot 2025;1.3;1.3;1.7;1.2;7.8;6.7;;28.5
1437;Noordwijk;2025 tot 2030;1.5;1.4;1.6;1.3;7.5;7.0;;29.5
1438;Noordwijk;2030 tot 2035;1.6;1.5;1.7;1.3;7.5;7.2;;30.3
1439;Noordwijk;2035 tot 2040;1.5;1.5;1.7;1.3;7.2;7.2;;30.6
1440;Noordwijkerhout;2015 tot 2020;0.7;0.7;0.8;0.5;3.5;3.2;;16.7
1441;Noordwijkerhout;2020 tot 2025;0.8;0.8;0.8;0.5;3.7;3.3;;17.3
1442;Noordwijkerhout;2025 tot 2030;0.9;0.9;0.8;0.6;3.7;3.5;;17.7
1443;Noordwijkerhout;2030 tot 2035;0.9;0.9;0.8;0.6;3.7;3.5;;18.0
1444;Noordwijkerhout;2035 tot 2040;0.9;1.0;0.8;0.6;3.6;3.6;;18.1
1445;Nuenen, Gerwen en Nederwetten;2015 tot 2020;0.9;1.0;0.5;0.4;5.2;4.1;;23.8
1446;Nuenen, Gerwen en Nederwetten;2020 tot 2025;1.1;1.2;0.6;0.5;5.3;4.6;;24.5
1447;Nuenen, Gerwen en Nederwetten;2025 tot 2030;1.3;1.3;0.6;0.5;5.5;4.8;;25.3
1448;Nuenen, Gerwen en Nederwetten;2030 tot 2035;1.3;1.3;0.6;0.5;5.2;4.8;;25.6
1449;Nuenen, Gerwen en Nederwetten;2035 tot 2040;1.3;1.4;0.6;0.5;5.3;4.9;;26.0
1450;Nunspeet;2015 tot 2020;1.4;1.0;0.6;0.4;4.3;5.4;;26.2
1451;Nunspeet;2020 tot 2025;1.4;1.1;0.5;0.4;4.7;5.4;;25.9
1452;Nunspeet;2025 tot 2030;1.4;1.2;0.5;0.4;4.8;5.4;;25.6
1453;Nunspeet;2030 tot 2035;1.3;1.2;0.5;0.4;4.8;5.2;;25.3
1454;Nunspeet;2035 tot 2040;1.3;1.3;0.5;0.4;4.8;5.1;;25.1
1455;Nuth;2015 tot 2020;0.6;0.9;0.5;0.4;3.2;2.7;;15.9
1456;Nuth;2020 tot 2025;0.7;0.9;0.4;0.4;2.8;2.8;;15.7
1457;Nuth;2025 tot 2030;0.7;1.0;0.4;0.4;3.2;2.8;;15.8
1458;Nuth;2030 tot 2035;0.7;1.0;0.4;0.4;3.5;2.9;;16.0
1459;Nuth;2035 tot 2040;0.7;1.1;0.5;0.5;3.7;3.0;;16.4
1460;Oegstgeest;2015 tot 2020;1.2;1.1;2.1;1.3;7.3;6.4;;24.8
1461;Oegstgeest;2020 tot 2025;1.5;1.1;2.1;1.5;7.0;7.1;;25.6
1462;Oegstgeest;2025 tot 2030;1.7;1.1;2.1;1.5;6.8;7.3;;26.3
1463;Oegstgeest;2030 tot 2035;1.7;1.2;2.0;1.5;7.1;7.2;;27.3
1464;Oegstgeest;2035 tot 2040;1.7;1.2;2.1;1.5;6.8;7.4;;27.7
1465;Oirschot;2015 tot 2020;0.8;0.9;0.4;0.3;3.1;2.8;;18.4
1466;Oirschot;2020 tot 2025;0.9;0.9;0.4;0.4;3.1;3.0;;18.5
1467;Oirschot;2025 tot 2030;1.0;0.9;0.4;0.4;3.1;3.0;;18.7
1468;Oirschot;2030 tot 2035;1.0;1.0;0.4;0.4;3.1;2.9;;18.9
1469;Oirschot;2035 tot 2040;0.9;1.1;0.4;0.4;3.1;2.9;;19.0
1470;Oisterwijk;2015 tot 2020;1.0;1.2;2.1;0.5;5.0;6.2;;26.0
1471;Oisterwijk;2020 tot 2025;1.1;1.3;1.0;0.5;5.8;6.5;;25.6
1472;Oisterwijk;2025 tot 2030;1.2;1.4;1.0;0.5;5.8;6.4;;25.2
1473;Oisterwijk;2030 tot 2035;1.2;1.5;0.9;0.5;5.7;6.2;;24.9
1474;Oisterwijk;2035 tot 2040;1.1;1.5;0.9;0.5;5.6;6.0;;24.5
1475;Oldambt;2015 tot 2020;1.6;2.3;0.7;0.7;7.7;7.5;;38.0
1476;Oldambt;2020 tot 2025;1.7;2.3;0.7;0.8;8.5;7.7;;38.0
1477;Oldambt;2025 tot 2030;1.9;2.4;0.6;0.9;8.2;7.8;;37.7
1478;Oldambt;2030 tot 2035;1.9;2.5;0.6;0.9;9.1;7.8;;38.3
1479;Oldambt;2035 tot 2040;1.9;2.6;0.7;0.9;7.7;8.0;;37.1
1480;Oldebroek;2015 tot 2020;1.2;0.9;0.6;0.4;4.6;4.4;;23.6
1481;Oldebroek;2020 tot 2025;1.3;0.9;0.5;0.5;4.6;4.6;;24.0
1482;Oldebroek;2025 tot 2030;1.3;1.0;0.5;0.5;4.6;4.7;;24.2
1483;Oldebroek;2030 tot 2035;1.3;1.0;0.5;0.5;4.3;4.6;;24.1
1484;Oldebroek;2035 tot 2040;1.2;1.1;0.5;0.5;4.3;4.5;;24.0
1485;Oldenzaal;2015 tot 2020;1.6;1.5;0.8;0.8;5.5;4.9;;32.8
1486;Oldenzaal;2020 tot 2025;1.7;1.6;0.8;0.9;5.7;5.2;;33.2
1487;Oldenzaal;2025 tot 2030;1.8;1.6;0.7;0.9;5.2;5.3;;33.1
1488;Oldenzaal;2030 tot 2035;1.8;1.7;0.7;0.9;5.1;5.1;;33.0
1489;Oldenzaal;2035 tot 2040;1.7;1.8;0.7;0.9;5.6;5.0;;33.3
1490;Olst-Wijhe;2015 tot 2020;0.8;0.9;0.3;0.2;3.5;3.1;;18.3
1491;Olst-Wijhe;2020 tot 2025;0.9;1.0;0.3;0.2;3.5;3.3;;18.4
1492;Olst-Wijhe;2025 tot 2030;1.0;1.0;0.3;0.2;3.6;3.4;;18.5
1493;Olst-Wijhe;2030 tot 2035;1.0;1.1;0.3;0.2;3.6;3.4;;18.7
1494;Olst-Wijhe;2035 tot 2040;0.9;1.2;0.3;0.2;3.5;3.3;;18.7
1495;Ommen;2015 tot 2020;0.9;0.7;1.8;0.4;4.3;4.4;;19.0
1496;Ommen;2020 tot 2025;1.0;0.8;0.5;0.4;4.2;3.9;;19.6
1497;Ommen;2025 tot 2030;1.1;0.9;0.5;0.4;4.2;4.1;;20.0
1498;Ommen;2030 tot 2035;1.1;1.0;0.5;0.4;4.3;4.2;;20.3
1499;Ommen;2035 tot 2040;1.1;1.1;0.5;0.4;4.2;4.2;;20.4
1500;Onderbanken;2015 tot 2020;0.3;0.4;0.3;0.2;1.4;1.5;;7.8
1501;Onderbanken;2020 tot 2025;0.4;0.4;0.3;0.2;1.3;1.5;;7.6
1502;Onderbanken;2025 tot 2030;0.4;0.4;0.3;0.2;1.1;1.5;;7.2
1503;Onderbanken;2030 tot 2035;0.4;0.4;0.2;0.2;1.3;1.4;;7.1
1504;Onderbanken;2035 tot 2040;0.3;0.4;0.3;0.2;1.4;1.5;;7.1
1505;Oost Gelre;2015 tot 2020;1.2;1.4;0.5;0.3;4.3;4.9;;29.0
1506;Oost Gelre;2020 tot 2025;1.1;1.5;0.4;0.3;4.2;4.7;;28.2
1507;Oost Gelre;2025 tot 2030;1.1;1.6;0.4;0.3;4.2;4.4;;27.6
1508;Oost Gelre;2030 tot 2035;1.0;1.6;0.3;0.3;4.3;4.2;;27.0
1509;Oost Gelre;2035 tot 2040;1.0;1.7;0.3;0.3;4.3;4.1;;26.4
1510;Oosterhout;2015 tot 2020;2.3;2.5;1.6;1.2;10.9;10.3;;54.7
1511;Oosterhout;2020 tot 2025;2.6;2.6;1.6;1.4;11.3;10.7;;55.4
1512;Oosterhout;2025 tot 2030;2.9;2.8;1.5;1.4;11.5;10.9;;56.3
1513;Oosterhout;2030 tot 2035;2.9;3.0;1.5;1.4;11.6;10.9;;56.9
1514;Oosterhout;2035 tot 2040;2.8;3.2;1.6;1.4;11.8;11.0;;57.4
1515;Ooststellingwerf;2015 tot 2020;1.0;1.3;0.3;0.3;4.5;5.2;;24.5
1516;Ooststellingwerf;2020 tot 2025;1.0;1.4;0.3;0.3;5.1;5.1;;24.1
1517;Ooststellingwerf;2025 tot 2030;1.1;1.5;0.3;0.4;5.6;5.0;;24.1
1518;Ooststellingwerf;2030 tot 2035;1.1;1.6;0.3;0.4;5.6;5.0;;24.2
1519;Ooststellingwerf;2035 tot 2040;1.1;1.6;0.3;0.4;4.9;5.0;;23.5
1520;Oostzaan;2015 tot 2020;0.4;0.3;0.1;0.1;2.6;1.5;;10.3
1521;Oostzaan;2020 tot 2025;0.5;0.4;0.1;0.2;1.8;1.7;;10.6
1522;Oostzaan;2025 tot 2030;0.6;0.5;0.1;0.2;2.1;1.7;;11.0
1523;Oostzaan;2030 tot 2035;0.6;0.5;0.1;0.2;2.1;1.8;;11.4
1524;Oostzaan;2035 tot 2040;0.5;0.5;0.1;0.2;2.2;1.8;;11.7
1525;Opmeer;2015 tot 2020;0.5;0.5;0.3;0.2;2.3;2.2;;11.6
1526;Opmeer;2020 tot 2025;0.6;0.5;0.3;0.2;2.4;2.3;;11.9
1527;Opmeer;2025 tot 2030;0.7;0.5;0.3;0.2;2.1;2.2;;12.0
1528;Opmeer;2030 tot 2035;0.7;0.6;0.3;0.2;2.0;2.1;;11.9
1529;Opmeer;2035 tot 2040;0.6;0.6;0.3;0.2;2.0;2.1;;12.0
1530;Opsterland;2015 tot 2020;1.2;1.4;0.5;0.3;6.4;6.3;;29.9
1531;Opsterland;2020 tot 2025;1.3;1.5;0.5;0.4;6.6;6.7;;29.8
1532;Opsterland;2025 tot 2030;1.3;1.5;0.5;0.4;6.9;6.7;;29.8
1533;Opsterland;2030 tot 2035;1.4;1.6;0.5;0.4;6.7;6.5;;29.8
1534;Opsterland;2035 tot 2040;1.3;1.7;0.4;0.4;6.2;6.3;;29.3
1535;Oss;2015 tot 2020;4.4;4.0;3.3;2.5;13.8;13.1;;91.7
1536;Oss;2020 tot 2025;4.7;4.3;3.2;2.8;14.3;14.1;;92.8
1537;Oss;2025 tot 2030;4.6;4.6;3.0;2.8;13.8;14.2;;92.6
1538;Oss;2030 tot 2035;4.4;4.8;2.9;2.7;13.5;14.1;;91.7
1539;Oss;2035 tot 2040;4.1;5.1;2.8;2.6;13.0;14.0;;89.9
1540;Oud-Beijerland;2015 tot 2020;1.1;0.9;0.5;0.2;3.6;4.2;;23.6
1541;Oud-Beijerland;2020 tot 2025;1.2;1.0;0.4;0.3;3.8;4.3;;23.4
1542;Oud-Beijerland;2025 tot 2030;1.3;1.1;0.4;0.3;3.5;4.2;;23.1
1543;Oud-Beijerland;2030 tot 2035;1.2;1.2;0.4;0.3;3.5;4.0;;22.7
1544;Oud-Beijerland;2035 tot 2040;1.2;1.3;0.4;0.3;3.4;3.9;;22.3
1545;Oude IJsselstreek;2015 tot 2020;1.5;2.1;0.6;0.5;5.7;5.6;;39.1
1546;Oude IJsselstreek;2020 tot 2025;1.5;2.1;0.5;0.6;6.0;6.3;;38.1
1547;Oude IJsselstreek;2025 tot 2030;1.5;2.2;0.5;0.6;6.0;6.2;;37.2
1548;Oude IJsselstreek;2030 tot 2035;1.5;2.3;0.5;0.6;6.0;6.0;;36.2
1549;Oude IJsselstreek;2035 tot 2040;1.4;2.4;0.5;0.5;5.9;5.7;;35.3
1550;Ouder-Amstel;2015 tot 2020;0.6;0.6;0.7;0.6;3.9;2.8;;14.6
1551;Ouder-Amstel;2020 tot 2025;0.9;0.6;0.8;0.8;4.3;3.3;;15.9
1552;Ouder-Amstel;2025 tot 2030;1.1;0.7;0.9;0.9;4.8;3.6;;17.5
1553;Ouder-Amstel;2030 tot 2035;1.3;0.7;1.0;1.0;5.1;3.9;;19.1
1554;Ouder-Amstel;2035 tot 2040;1.4;0.8;1.0;1.1;5.2;4.3;;20.5
1555;Oudewater;2015 tot 2020;0.5;0.5;0.3;0.2;1.6;1.5;;10.1
1556;Oudewater;2020 tot 2025;0.6;0.5;0.3;0.2;1.4;1.6;;10.1
1557;Oudewater;2025 tot 2030;0.6;0.5;0.3;0.2;1.4;1.6;;10.0
1558;Oudewater;2030 tot 2035;0.6;0.5;0.3;0.2;1.4;1.6;;10.0
1559;Oudewater;2035 tot 2040;0.6;0.5;0.3;0.2;1.4;1.5;;9.9
1560;Overbetuwe;2015 tot 2020;2.2;1.9;0.7;0.8;10.3;10.1;;47.2
1561;Overbetuwe;2020 tot 2025;2.2;2.1;0.7;0.8;10.5;10.3;;47.4
1562;Overbetuwe;2025 tot 2030;2.2;2.3;0.7;0.8;10.5;10.2;;47.4
1563;Overbetuwe;2030 tot 2035;2.2;2.5;0.7;0.8;9.9;10.0;;47.0
1564;Overbetuwe;2035 tot 2040;2.1;2.6;0.7;0.8;9.2;9.6;;46.0
1565;Papendrecht;2015 tot 2020;1.6;1.2;0.6;0.5;5.3;5.7;;32.3
1566;Papendrecht;2020 tot 2025;1.6;1.4;0.6;0.6;5.2;5.5;;32.2
1567;Papendrecht;2025 tot 2030;1.5;1.6;0.5;0.6;5.2;5.4;;31.9
1568;Papendrecht;2030 tot 2035;1.5;1.7;0.5;0.6;5.6;5.4;;31.9
1569;Papendrecht;2035 tot 2040;1.5;1.8;0.5;0.6;5.5;5.4;;31.7
1570;Peel en Maas;2015 tot 2020;1.8;1.8;1.8;1.2;5.2;6.5;;42.7
1571;Peel en Maas;2020 tot 2025;1.8;2.1;1.8;1.3;5.5;6.5;;41.8
1572;Peel en Maas;2025 tot 2030;1.8;2.3;1.8;1.4;5.5;6.5;;40.6
1573;Peel en Maas;2030 tot 2035;1.8;2.5;1.7;1.3;5.5;6.4;;39.4
1574;Peel en Maas;2035 tot 2040;1.7;2.6;1.7;1.3;5.5;6.2;;38.2
1575;Pekela;2015 tot 2020;0.7;0.8;1.3;0.2;2.6;3.9;;12.3
1576;Pekela;2020 tot 2025;0.6;0.7;0.5;0.2;2.7;3.5;;11.8
1577;Pekela;2025 tot 2030;0.6;0.7;0.4;0.2;3.0;3.4;;11.5
1578;Pekela;2030 tot 2035;0.6;0.7;0.4;0.2;3.0;3.3;;11.4
1579;Pekela;2035 tot 2040;0.6;0.7;0.4;0.2;2.8;3.3;;11.1
1580;Pijnacker-Nootdorp;2015 tot 2020;2.6;1.6;1.8;1.4;13.6;10.8;;55.3
1581;Pijnacker-Nootdorp;2020 tot 2025;2.9;2.0;1.7;1.6;13.7;12.1;;57.9
1582;Pijnacker-Nootdorp;2025 tot 2030;3.0;2.4;1.7;1.6;13.7;12.9;;59.6
1583;Pijnacker-Nootdorp;2030 tot 2035;3.1;2.6;1.7;1.6;13.7;13.0;;61.1
1584;Pijnacker-Nootdorp;2035 tot 2040;3.1;2.8;1.7;1.5;13.8;12.9;;62.3
1585;Purmerend;2015 tot 2020;3.6;3.6;2.7;2.1;12.9;12.5;;80.6
1586;Purmerend;2020 tot 2025;3.5;3.6;2.6;2.4;11.2;12.5;;79.3
1587;Purmerend;2025 tot 2030;3.3;3.8;2.5;2.4;12.9;12.5;;79.3
1588;Purmerend;2030 tot 2035;3.2;3.9;2.4;2.4;13.0;12.3;;79.2
1589;Purmerend;2035 tot 2040;3.1;4.2;2.4;2.4;13.3;12.3;;79.3
1590;Putten;2015 tot 2020;1.4;1.0;1.3;0.9;4.4;4.7;;24.8
1591;Putten;2020 tot 2025;1.5;1.1;1.3;1.0;4.4;4.8;;25.1
1592;Putten;2025 tot 2030;1.6;1.2;1.2;1.0;4.5;4.9;;25.3
1593;Putten;2030 tot 2035;1.5;1.2;1.2;1.0;4.8;4.9;;25.7
1594;Putten;2035 tot 2040;1.4;1.3;1.2;1.0;4.6;4.8;;25.8
1595;Raalte;2015 tot 2020;1.7;1.6;0.6;0.4;5.1;4.9;;37.0
1596;Raalte;2020 tot 2025;1.8;1.8;0.5;0.4;5.0;5.3;;36.8
1597;Raalte;2025 tot 2030;1.8;1.9;0.5;0.5;5.0;5.2;;36.6
1598;Raalte;2030 tot 2035;1.7;2.0;0.5;0.5;5.0;5.1;;36.3
1599;Raalte;2035 tot 2040;1.6;2.1;0.5;0.4;5.0;5.0;;35.8
1600;Reimerswaal;2015 tot 2020;1.5;0.8;1.3;0.8;3.6;4.1;;22.6
1601;Reimerswaal;2020 tot 2025;1.5;0.9;1.1;0.9;3.6;4.2;;22.8
1602;Reimerswaal;2025 tot 2030;1.5;0.9;1.0;0.9;3.6;4.3;;22.8
1603;Reimerswaal;2030 tot 2035;1.4;1.0;1.0;0.9;3.5;4.2;;22.6
1604;Reimerswaal;2035 tot 2040;1.3;1.0;1.0;0.9;3.5;4.1;;22.4
1605;Renkum;2015 tot 2020;1.1;1.9;1.1;0.7;8.5;9.0;;30.4
1606;Renkum;2020 tot 2025;1.2;1.8;0.9;0.8;9.9;9.1;;30.6
1607;Renkum;2025 tot 2030;1.4;1.8;0.9;0.9;10.3;9.5;;31.0
1608;Renkum;2030 tot 2035;1.5;1.9;0.9;0.9;10.3;9.6;;31.4
1609;Renkum;2035 tot 2040;1.5;1.9;0.9;0.9;10.6;9.6;;32.0
1610;Renswoude;2015 tot 2020;0.4;0.1;0.1;0.1;1.2;0.9;;5.5
1611;Renswoude;2020 tot 2025;0.4;0.1;0.1;0.2;1.0;1.0;;5.7
1612;Renswoude;2025 tot 2030;0.4;0.2;0.1;0.2;1.0;1.0;;5.8
1613;Renswoude;2030 tot 2035;0.4;0.2;0.1;0.2;0.9;1.0;;5.8
1614;Renswoude;2035 tot 2040;0.4;0.2;0.1;0.2;0.9;1.0;;5.8
1615;Reusel-De Mierden;2015 tot 2020;0.7;0.5;0.4;0.3;1.9;2.1;;12.9
1616;Reusel-De Mierden;2020 tot 2025;0.7;0.6;0.4;0.3;1.9;2.1;;12.9
1617;Reusel-De Mierden;2025 tot 2030;0.6;0.6;0.4;0.3;1.8;2.1;;12.7
1618;Reusel-De Mierden;2030 tot 2035;0.6;0.7;0.4;0.3;1.8;2.1;;12.4
1619;Reusel-De Mierden;2035 tot 2040;0.6;0.8;0.4;0.3;1.7;2.0;;12.1
1620;Rheden;2015 tot 2020;1.8;2.7;2.3;1.0;11.3;11.7;;43.7
1621;Rheden;2020 tot 2025;2.0;2.6;1.4;1.1;12.3;12.0;;43.5
1622;Rheden;2025 tot 2030;2.0;2.6;1.3;1.2;12.3;11.8;;43.6
1623;Rheden;2030 tot 2035;2.1;2.7;1.3;1.2;12.3;11.7;;43.7
1624;Rheden;2035 tot 2040;2.1;2.7;1.3;1.1;12.2;11.6;;43.7
1625;Rhenen;2015 tot 2020;1.0;0.8;0.3;0.3;4.1;4.0;;19.6
1626;Rhenen;2020 tot 2025;1.1;0.9;0.3;0.4;4.3;4.2;;19.8
1627;Rhenen;2025 tot 2030;1.2;0.9;0.3;0.4;4.4;4.3;;20.0
1628;Rhenen;2030 tot 2035;1.2;1.0;0.3;0.4;4.6;4.3;;20.3
1629;Rhenen;2035 tot 2040;1.1;1.0;0.3;0.4;4.5;4.3;;20.5
1630;Ridderkerk;2015 tot 2020;2.1;2.2;1.0;0.8;6.9;7.9;;44.3
1631;Ridderkerk;2020 tot 2025;2.1;2.4;1.0;0.9;7.8;7.7;;44.1
1632;Ridderkerk;2025 tot 2030;2.1;2.5;0.9;0.9;8.0;7.6;;44.1
1633;Ridderkerk;2030 tot 2035;2.1;2.6;1.0;0.9;8.3;7.8;;44.2
1634;Ridderkerk;2035 tot 2040;2.0;2.7;1.0;0.9;8.3;7.9;;44.0
1635;Rijnwaarden;2015 tot 2020;0.5;0.6;0.3;0.2;1.8;1.9;;10.8
1636;Rijnwaarden;2020 tot 2025;0.5;0.5;0.2;0.2;1.7;2.0;;10.4
1637;Rijnwaarden;2025 tot 2030;0.5;0.5;0.2;0.2;1.5;1.9;;9.9
1638;Rijnwaarden;2030 tot 2035;0.5;0.5;0.2;0.2;1.6;1.8;;9.6
1639;Rijnwaarden;2035 tot 2040;0.4;0.6;0.2;0.2;1.5;1.7;;9.2
1640;Rijssen-Holten;2015 tot 2020;2.3;1.6;0.6;0.5;3.8;3.5;;38.9
1641;Rijssen-Holten;2020 tot 2025;2.2;1.7;0.6;0.6;3.7;3.9;;39.3
1642;Rijssen-Holten;2025 tot 2030;2.2;1.8;0.6;0.6;3.8;4.0;;39.5
1643;Rijssen-Holten;2030 tot 2035;2.1;1.9;0.6;0.6;3.7;3.9;;39.6
1644;Rijssen-Holten;2035 tot 2040;2.0;2.0;0.6;0.6;3.8;3.9;;39.6
1645;Rijswijk (ZH.);2015 tot 2020;3.1;2.8;4.2;3.3;18.5;13.2;;54.7
1646;Rijswijk (ZH.);2020 tot 2025;3.9;2.8;3.7;3.3;19.7;15.2;;60.6
1647;Rijswijk (ZH.);2025 tot 2030;4.3;2.9;3.5;3.3;19.4;16.7;;64.8
1648;Rijswijk (ZH.);2030 tot 2035;4.2;3.0;3.5;3.3;19.5;17.6;;68.1
1649;Rijswijk (ZH.);2035 tot 2040;4.2;3.2;3.6;3.4;19.4;18.1;;70.6
1650;Roerdalen;2015 tot 2020;0.8;1.1;0.6;0.5;3.4;3.4;;20.6
1651;Roerdalen;2020 tot 2025;0.9;1.2;0.6;0.6;3.5;3.5;;20.4
1652;Roerdalen;2025 tot 2030;0.9;1.3;0.6;0.6;3.6;3.5;;20.0
1653;Roerdalen;2030 tot 2035;1.0;1.4;0.6;0.6;3.7;3.5;;19.8
1654;Roerdalen;2035 tot 2040;0.9;1.5;0.5;0.6;3.6;3.5;;19.4
1655;Roermond;2015 tot 2020;2.9;2.9;2.9;2.2;11.5;11.3;;58.0
1656;Roermond;2020 tot 2025;2.8;3.0;2.6;2.3;12.4;11.5;;59.2
1657;Roermond;2025 tot 2030;2.8;3.2;2.6;2.3;12.6;11.6;;60.0
1658;Roermond;2030 tot 2035;2.7;3.4;2.6;2.3;12.7;11.8;;60.5
1659;Roermond;2035 tot 2040;2.6;3.7;2.5;2.3;12.8;11.9;;60.4
1660;De Ronde Venen;2015 tot 2020;1.6;1.7;1.6;1.3;7.7;7.9;;42.5
1661;De Ronde Venen;2020 tot 2025;1.8;1.8;1.5;1.4;8.2;8.3;;42.6
1662;De Ronde Venen;2025 tot 2030;2.0;2.0;1.5;1.5;8.2;8.4;;42.5
1663;De Ronde Venen;2030 tot 2035;2.0;2.1;1.5;1.4;8.2;8.3;;42.5
1664;De Ronde Venen;2035 tot 2040;1.9;2.2;1.5;1.4;8.2;8.2;;42.3
1665;Roosendaal;2015 tot 2020;3.8;3.9;3.9;3.5;12.1;11.6;;77.7
1666;Roosendaal;2020 tot 2025;4.0;3.9;3.8;3.9;13.2;11.9;;79.1
1667;Roosendaal;2025 tot 2030;4.3;4.1;3.9;4.1;14.0;12.2;;80.9
1668;Roosendaal;2030 tot 2035;4.3;4.4;3.9;4.1;14.0;12.5;;82.1
1669;Roosendaal;2035 tot 2040;4.2;4.7;3.9;4.1;14.0;12.7;;82.7
1670;Rotterdam;2015 tot 2020;41.9;27.7;65.2;53.2;124.3;125.4;;648.7
1671;Rotterdam;2020 tot 2025;43.6;27.6;58.9;56.1;128.2;127.5;;668.3
1672;Rotterdam;2025 tot 2030;43.9;28.8;57.9;56.9;131.1;128.1;;687.4
1673;Rotterdam;2030 tot 2035;43.9;30.2;58.4;56.8;133.2;131.9;;703.9
1674;Rotterdam;2035 tot 2040;43.6;32.2;59.0;56.9;134.5;134.5;;717.5
1675;Rozendaal;2015 tot 2020;0.0;0.1;0.0;0.0;0.4;0.3;;1.7
1676;Rozendaal;2020 tot 2025;0.1;0.1;0.1;0.0;0.3;0.3;;1.6
1677;Rozendaal;2025 tot 2030;0.1;0.1;0.1;0.1;0.3;0.3;;1.6
1678;Rozendaal;2030 tot 2035;0.1;0.1;0.1;0.1;0.3;0.3;;1.6
1679;Rozendaal;2035 tot 2040;0.1;0.1;0.1;0.1;0.3;0.3;;1.7
1680;Rucphen;2015 tot 2020;1.0;1.1;0.6;0.6;4.0;3.6;;22.6
1681;Rucphen;2020 tot 2025;1.0;1.1;0.6;0.7;4.3;4.0;;22.7
1682;Rucphen;2025 tot 2030;1.0;1.2;0.6;0.7;4.2;4.1;;22.7
1683;Rucphen;2030 tot 2035;1.0;1.2;0.6;0.7;4.3;4.1;;22.6
1684;Rucphen;2035 tot 2040;1.0;1.2;0.6;0.7;4.3;4.2;;22.4
1685;Schagen;2015 tot 2020;1.9;2.1;1.5;1.2;7.6;7.7;;46.2
1686;Schagen;2020 tot 2025;1.9;2.3;1.4;1.3;7.8;8.0;;45.7
1687;Schagen;2025 tot 2030;2.0;2.5;1.3;1.4;8.5;8.0;;45.7
1688;Schagen;2030 tot 2035;1.9;2.8;1.3;1.3;8.5;8.1;;45.2
1689;Schagen;2035 tot 2040;1.8;2.9;1.2;1.3;8.5;8.1;;44.5
1690;Scherpenzeel;2015 tot 2020;0.7;0.4;0.3;0.2;1.6;1.6;;9.9
1691;Scherpenzeel;2020 tot 2025;0.8;0.4;0.3;0.2;1.7;1.8;;10.2
1692;Scherpenzeel;2025 tot 2030;0.8;0.4;0.3;0.2;1.7;1.9;;10.5
1693;Scherpenzeel;2030 tot 2035;0.9;0.4;0.3;0.2;1.5;1.9;;10.6
1694;Scherpenzeel;2035 tot 2040;0.8;0.5;0.3;0.2;1.4;1.9;;10.5
1695;Schiedam;2015 tot 2020;4.4;3.7;8.7;6.9;18.8;19.1;;79.0
1696;Schiedam;2020 tot 2025;4.6;3.5;8.0;7.4;18.7;19.4;;79.9
1697;Schiedam;2025 tot 2030;4.5;3.6;7.6;7.2;18.5;19.0;;80.7
1698;Schiedam;2030 tot 2035;4.4;3.8;7.5;7.1;18.5;19.1;;81.1
