ID;SectorBranchesSIC2008;Periods;CompensationOfEmployees_1;CompensationSeasonalAdjusted_2;WagesAndSalaries_3;WagesSeasonalAdjusted_4;EmployersSocialContributions_5;SocialContributionsSeasonalAdjusted_6;WageCosts_7;CompensationOfEmployees_8;WagesAndSalaries_9;WageCosts_10;CompensationPerFte_11;WagesPerFte_12;WageCostsPerFte_13;CompensationPerHourWorked_14;WagesPerHourWorked_15;WageCostsPerHourWorked_16;CompensationPerFte_17;WagesPerFte_18;WageCostsPerFte_19;CompensationPerHourWorked_20;WagesPerHourWorked_21;WageCostsPerHourWorked_22;FullTimeEquivalentFte_23;HoursWorked_24;FullTimeEquivalentFte_25;HoursWorked_26;Total_27;Male_28;Female_29;Total_30;Male_31;Female_32
2057;P Education;2016 3rd quarter;5820;6305.0;4436;4867.0;1384;1438.0;5829;5.2;6.3;5.0;15.2;11.6;15.2;41.6;31.7;41.7;3.8;4.8;3.6;3.8;4.8;3.6;383;140;1.4;1.4;509;183;326;1.2;0.5;1.6
2058;P Education;2016 4th quarter;6722;6182.0;5214;4721.0;1508;1461.0;6748;3.5;3.7;3.6;17.2;13.3;17.2;42.1;32.6;42.2;2.1;2.3;2.2;3.6;3.8;3.8;391;160;1.4;-0.1;529;190;339;1.3;0.9;1.6
2059;P Education;2016;24527;;18789;;5738;;24586;2.9;3.7;2.9;63.0;48.3;63.2;40.4;31.0;40.5;1.7;2.4;1.6;0.9;1.7;0.9;389;607;1.3;2.0;524;188;336;1.0;0.4;1.3
2060;P Education;2017 1st quarter;5517;6237.0;4041;4709.0;1476;1528.0;5524;4.3;2.7;4.1;14.0;10.3;14.1;33.3;24.4;33.4;3.9;2.3;3.7;0.0;-1.5;-0.1;393;165;0.4;4.2;534;191;343;0.8;0.7;0.9
2061;P Education;2017 2nd quarter;7071;6397.0;5454;4844.0;1617;1553.0;7078;5.6;4.8;5.5;18.0;13.9;18.0;47.7;36.8;47.7;5.0;4.2;4.9;5.7;4.9;5.6;394;148;0.6;-0.1;534;191;343;1.0;0.8;1.1
2062;P Education;2017 3rd quarter;5678;6157.0;4242;4653.0;1436;1504.0;5685;-2.4;-4.4;-2.4;14.7;11.0;14.8;40.3;30.1;40.4;-3.1;-5.0;-3.1;-3.1;-5.1;-3.2;385;141;0.7;0.8;515;184;332;1.2;0.6;1.6
2063;P Education;2017 4th quarter;6799;6255.0;5223;4733.0;1576;1522.0;6807;1.2;0.2;0.9;17.3;13.3;17.3;43.5;33.4;43.6;0.8;-0.2;0.5;3.4;2.5;3.2;393;156;0.3;-2.2;534;191;343;0.9;0.3;1.2
2064;P Education;2017;25065;;18960;;6105;;25094;2.2;0.9;2.1;64.1;48.5;64.1;41.0;31.0;41.1;1.7;0.4;1.6;1.5;0.2;1.4;391;611;0.5;0.7;529;189;340;1.0;0.6;1.2
2065;P Education;2018 1st quarter;5651;6375.0;4083;4754.0;1568;1621.0;5664;2.4;1.0;2.5;14.2;10.3;14.2;34.4;24.9;34.5;1.2;-0.2;1.3;3.2;1.8;3.3;398;164;1.2;-0.7;540;192;348;1.2;0.5;1.7
2066;P Education;2018 2nd quarter;7101;6418.0;5416;4802.0;1685;1616.0;7112;0.4;-0.7;0.5;17.9;13.6;17.9;48.0;36.6;48.1;-0.4;-1.6;-0.4;0.6;-0.5;0.6;397;148;0.9;-0.2;539;191;348;0.9;0.0;1.4
2067;P Education;2018 3rd quarter;6048;6584.0;4489;4937.0;1559;1647.0;6058;6.5;5.8;6.6;15.4;11.5;15.5;42.4;31.5;42.5;4.8;4.2;4.9;5.2;4.6;5.3;392;143;1.6;1.2;523;184;339;1.5;0.3;2.1
2068;P Education;2018 4th quarter;7410;6815.0;5665;5141.0;1745;1674.0;7419;9.0;8.5;9.0;18.5;14.2;18.5;45.0;34.4;45.1;7.0;6.5;7.0;3.4;2.9;3.4;400;165;1.9;5.4;542;192;351;1.7;0.5;2.3
2069;P Education;2018;26210;;19653;;6557;;26253;4.6;3.7;4.6;66.1;49.5;66.2;42.3;31.7;42.4;3.1;2.2;3.2;3.1;2.2;3.2;397;619;1.4;1.4;536;190;346;1.3;0.3;1.9
2070;P Education;2019 1st quarter;6020;6776.0;4317;5008.0;1703;1768.0;6029;6.5;5.7;6.5;14.9;10.7;14.9;36.5;26.2;36.6;4.8;4.0;4.7;6.2;5.3;6.1;405;165;1.7;0.4;549;193;356;1.6;0.6;2.1
2071;P Education;2019 2nd quarter;7549;6813.0;5686;5035.0;1863;1778.0;7557;6.3;5.0;6.3;18.7;14.1;18.7;49.3;37.1;49.3;4.4;3.1;4.3;2.7;1.5;2.7;404;153;1.8;3.5;549;192;356;1.8;0.6;2.4
2072;P Education;2019 3rd quarter;6230;6815.0;4552;5036.0;1678;1779.0;6238;3.0;1.4;3.0;15.7;11.4;15.7;41.7;30.5;41.8;1.3;-0.3;1.3;-1.5;-3.1;-1.6;398;149;1.7;4.6;532;185;347;1.7;0.5;2.4
2073;P Education;2019 4th quarter;7469;6857.0;5628;5095.0;1841;1762.0;7480;0.8;-0.6;0.8;18.4;13.9;18.4;45.3;34.1;45.4;-0.5;-2.0;-0.5;0.6;-0.8;0.7;405;165;1.3;0.2;551;193;358;1.6;0.5;2.1
2074;P Education;2019;27268;;20183;;7085;;27304;4.0;2.7;4.0;67.6;50.1;67.7;43.1;31.9;43.2;2.4;1.1;2.3;2.0;0.6;1.9;403;632;1.6;2.0;545;191;354;1.7;0.6;2.3
2075;P Education;2020 1st quarter;6640;7461.0;4817;5575.0;1823;1886.0;6634;10.3;11.6;10.0;16.2;11.7;16.1;41.3;29.9;41.2;8.6;9.9;8.3;13.0;14.3;12.7;411;161;1.6;-2.4;559;195;364;1.8;0.9;2.3
2076;P Education;2020 2nd quarter;7947;7187.0;6042;5363.0;1905;1824.0;7860;5.3;6.3;4.0;19.5;14.8;19.3;49.4;37.6;48.9;4.4;5.4;3.2;0.3;1.2;-0.9;408;161;0.8;5.0;548;190;358;-0.1;-1.2;0.5
2077;P Education;2020 3rd quarter;6561;7187.0;4801;5324.0;1760;1863.0;6524;5.3;5.5;4.6;16.2;11.9;16.1;46.0;33.6;45.7;3.6;3.8;2.9;10.1;10.3;9.4;405;143;1.6;-4.4;540;187;354;1.6;0.7;2.1
2078;P Education;2020 4th quarter;7927;7244.0;5991;5394.0;1936;1850.0;7887;6.1;6.4;5.4;19.2;14.5;19.1;46.8;35.4;46.6;4.0;4.3;3.3;3.4;3.7;2.7;414;169;2.0;2.6;562;195;367;2.0;1.1;2.6
2079;P Education;2020;29075;;21651;;7424;;28905;6.6;7.3;5.9;71.0;52.9;70.6;45.9;34.2;45.6;5.0;5.7;4.3;6.4;7.0;5.6;409;634;1.5;0.2;552;192;361;1.3;0.4;1.8
2080;P Education;2021 1st quarter;6558;7379.0;4755;5508.0;1803;1871.0;6502;-1.2;-1.3;-2.0;15.6;11.3;15.4;36.6;26.6;36.3;-3.6;-3.7;-4.4;-11.2;-11.3;-11.9;421;179;2.5;11.3;568;196;372;1.7;0.8;2.2
2081;P Education;2021 2nd quarter;8233;7482.0;6203;5538.0;2030;1944.0;8202;3.6;2.7;4.3;19.5;14.7;19.4;49.9;37.6;49.7;-0.2;-1.1;0.5;1.0;0.1;1.7;423;165;3.8;2.6;574;198;376;4.6;4.1;4.9
2082;P Education;2021 3rd quarter;6897;7542.0;5066;5608.0;1831;1934.0;6875;5.1;5.5;5.4;16.4;12.0;16.3;47.0;34.5;46.8;1.0;1.4;1.3;2.2;2.6;2.5;421;147;4.1;2.9;561;193;369;3.8;3.2;4.1
2083;P Education;2021 4th quarter;8581;7795.0;6446;5761.0;2135;2034.0;8559;8.3;7.6;8.5;19.8;14.8;19.7;47.2;35.5;47.1;3.2;2.5;3.4;0.8;0.2;1.1;434;182;4.9;7.4;588;203;385;4.6;4.0;4.9
2084;P Education;2021;30269;;22470;;7799;;30138;4.1;3.8;4.3;71.2;52.9;70.9;45.0;33.4;44.8;0.3;-0.1;0.4;-1.9;-2.2;-1.8;425;672;3.8;6.1;573;197;375;3.7;3.0;4.1
2085;P Education;2022 1st quarter;7061;7969.0;4998;5816.0;2063;2153.0;7046;7.7;5.1;8.4;15.9;11.3;15.9;38.8;27.5;38.7;2.4;0.0;3.1;6.0;3.5;6.7;443;182;5.1;1.6;599;206;393;5.3;4.7;5.7
2086;P Education;2022 2nd quarter;8877;8115.0;6648;5970.0;2229;2145.0;8871;7.8;7.2;8.2;19.9;14.9;19.9;53.1;39.8;53.1;2.3;1.7;2.6;6.4;5.7;6.7;446;167;5.4;1.4;604;207;397;5.3;4.4;5.7
2087;P Education;2022 3rd quarter;7929;8635.0;5781;6372.0;2148;2263.0;7918;14.9;14.1;15.1;18.0;13.1;18.0;49.0;35.7;49.0;10.0;9.2;10.2;4.3;3.6;4.5;440;162;4.5;10.2;585;199;386;4.2;3.3;4.7
2088;P Education;2022 4th quarter;9469;8566.0;7065;6288.0;2404;2278.0;9473;10.4;9.6;10.7;21.1;15.7;21.1;51.0;38.0;51.0;6.6;5.9;6.9;8.0;7.2;8.3;450;186;3.5;2.2;607;208;399;3.2;2.4;3.6
2089;P Education;2022;33336;;24492;;8844;;33308;10.1;9.0;10.5;75.0;55.1;74.9;47.9;35.2;47.8;5.3;4.2;5.6;6.3;5.2;6.7;445;696;4.6;3.6;598;205;394;4.5;3.7;4.9
2090;P Education;2023 1st quarter;7620;8629.0;5481;6398.0;2139;2231.0;7614;7.9;9.7;8.1;16.8;12.1;16.8;40.4;29.0;40.4;5.6;7.3;5.7;4.0;5.7;4.1;453;189;2.2;3.8;609;209;400;1.7;1.7;1.7
2091;P Education;2023 2nd quarter;9495;8698.0;7156;6444.0;2339;2254.0;9490;7.0;7.6;7.0;20.9;15.7;20.9;55.9;42.1;55.8;4.8;5.5;4.8;5.2;5.9;5.2;455;170;2.0;1.7;612;209;402;1.4;1.4;1.3
2092;P Education;2023 3rd quarter;8705;9479.0;6403;7056.0;2302;2423.0;8699;9.8;10.8;9.9;19.4;14.3;19.4;53.6;39.4;53.6;7.5;8.4;7.5;9.3;10.3;9.4;449;162;2.1;0.4;594;202;392;1.6;1.7;1.6
2093;P Education;2023 4th quarter;10391;9377.0;7856;6970.0;2535;2407.0;10414;9.7;11.2;9.9;22.8;17.2;22.8;56.2;42.5;56.3;8.1;9.6;8.3;10.2;11.6;10.4;456;185;1.5;-0.4;616;211;405;1.5;1.7;1.5
2094;P Education;2023;36211;;26896;;9315;;36217;8.6;9.8;8.7;79.9;59.3;79.9;51.3;38.1;51.3;6.5;7.7;6.6;7.1;8.3;7.3;453;706;2.0;1.4;608;208;400;1.6;1.6;1.5
2095;P Education;2024 1st quarter;8387;9507.0;6043;7062.0;2344;2445.0;8380;10.1;10.3;10.1;18.3;13.2;18.3;44.2;31.9;44.2;8.6;8.7;8.6;9.5;9.7;9.5;459;190;1.4;0.5;619;211;408;1.6;0.8;2.1
2096;P Education;2024 2nd quarter;10455;9575.0;7885;7102.0;2570;2473.0;10447;10.1;10.2;10.1;22.7;17.1;22.7;59.4;44.8;59.3;8.7;8.7;8.6;6.3;6.4;6.3;461;176;1.3;3.5;621;211;411;1.6;0.7;2.0
2097;P Education;2024 3rd quarter;8771;9573.0;6441;7117.0;2330;2456.0;8761;0.8;0.6;0.7;19.4;14.3;19.4;52.8;38.8;52.7;0.2;0.0;0.1;-1.5;-1.7;-1.6;452;166;0.6;2.3;599;203;396;0.8;0.1;1.1
2098;P Education;2024 4th quarter;10778;9714.0;8159;7226.0;2619;2488.0;10782;3.7;3.9;3.5;23.3;17.7;23.4;56.3;42.6;56.3;2.5;2.6;2.3;0.2;0.3;0.0;462;191;1.2;3.5;618;210;408;0.3;-0.3;0.6
2099;P Education;2024;38391;;28528;;9863;;38370;6.0;6.1;5.9;83.7;62.2;83.7;53.1;39.4;53.0;4.8;4.9;4.8;3.5;3.5;3.4;458;723;1.1;2.5;614;209;406;1.1;0.3;1.4
2100;Q Health and social work activities;1995 1st quarter;3671;3926.0;3140;3418.0;531;;3667;;;;6.9;5.9;6.9;17.0;14.5;17.0;;;;;;;530;216;;;774;140;634;;;
2101;Q Health and social work activities;1995 2nd quarter;4520;3978.0;3979;3465.0;541;;4515;;;;8.4;7.4;8.4;22.5;19.8;22.5;;;;;;;540;201;;;790;143;647;;;
2102;Q Health and social work activities;1995 3rd quarter;3790;4038.0;3277;3508.0;513;;3786;;;;6.8;5.9;6.8;19.3;16.7;19.3;;;;;;;557;197;;;814;147;667;;;
2103;Q Health and social work activities;1995 4th quarter;4049;4094.0;3539;3546.0;510;;4041;;;;7.2;6.3;7.2;16.1;14.1;16.1;;;;;;;560;251;;;818;148;671;;;
2104;Q Health and social work activities;1995;16030;;13935;;2095;;16009;;;;29.3;25.5;29.3;18.5;16.1;18.5;;;;;;;547;865;;;799;144;655;;;
2105;Q Health and social work activities;1996 1st quarter;3874;4137.0;3276;3562.0;598;;3853;5.5;4.3;5.1;7.1;6.0;7.1;17.3;14.6;17.2;2.8;1.6;2.3;2.0;0.9;1.6;544;224;2.7;3.4;800;147;653;3.3;5.0;3.0
2106;Q Health and social work activities;1996 2nd quarter;4735;4166.0;4123;3588.0;612;;4713;4.7;3.6;4.4;8.6;7.5;8.5;22.9;19.9;22.8;2.5;1.4;2.1;1.7;0.7;1.4;552;207;2.2;2.9;812;149;663;2.9;4.5;2.5
2107;Q Health and social work activities;1996 3rd quarter;3955;4216.0;3382;3624.0;573;;3932;4.4;3.2;3.9;7.0;6.0;6.9;19.6;16.8;19.5;2.4;1.3;2.0;1.7;0.6;1.2;568;202;1.9;2.6;835;153;682;2.5;4.2;2.2
2108;Q Health and social work activities;1996 4th quarter;4232;4287.0;3661;3675.0;571;;4209;4.5;3.4;4.1;7.4;6.4;7.4;16.4;14.2;16.3;2.6;1.6;2.3;1.9;0.9;1.5;570;258;1.8;2.6;839;154;685;2.5;4.1;2.1
2109;Q Health and social work activities;1996;16796;;14442;;2354;;16707;4.8;3.6;4.4;30.1;25.9;29.9;18.9;16.2;18.8;2.6;1.5;2.2;1.9;0.7;1.4;559;890;2.1;2.9;822;151;671;2.8;4.4;2.4
2110;Q Health and social work activities;1997 1st quarter;4018;4280.0;3381;3667.0;637;;3985;3.7;3.2;3.4;7.1;6.0;7.1;17.4;14.6;17.2;0.4;-0.1;0.1;0.4;-0.1;0.1;562;231;3.3;3.3;820;153;667;2.5;4.1;2.1
2111;Q Health and social work activities;1997 2nd quarter;4928;4335.0;4274;3715.0;654;;4892;4.1;3.7;3.8;8.6;7.4;8.5;22.0;19.1;21.8;-0.2;-0.6;-0.5;-4.0;-4.4;-4.3;576;224;4.3;8.4;840;157;683;3.5;5.1;3.1
2112;Q Health and social work activities;1997 3rd quarter;4102;4375.0;3493;3750.0;609;;4068;3.7;3.2;3.4;6.9;5.9;6.9;19.0;16.2;18.8;-0.6;-1.0;-0.8;-3.3;-3.7;-3.5;592;216;4.3;7.2;864;161;702;3.4;5.1;3.1
2113;Q Health and social work activities;1997 4th quarter;4396;4465.0;3784;3809.0;612;;4360;3.9;3.4;3.6;7.4;6.4;7.3;17.8;15.3;17.6;-0.4;-0.9;-0.6;8.4;7.8;8.1;595;247;4.3;-4.1;867;162;706;3.4;5.1;3.0
2114;Q Health and social work activities;1997;17444;;14932;;2512;;17305;3.9;3.4;3.6;30.0;25.7;29.8;19.0;16.3;18.8;-0.2;-0.6;-0.5;0.6;0.2;0.3;581;919;4.1;3.2;848;158;690;3.2;4.9;2.8
2115;Q Health and social work activities;1998 1st quarter;4404;4675.0;3494;3777.0;910;;4358;9.6;3.4;9.4;7.4;5.9;7.3;18.6;14.7;18.4;3.4;-2.5;3.2;6.7;0.6;6.5;596;237;6.0;2.7;860;162;698;4.9;6.0;4.7
2116;Q Health and social work activities;1998 2nd quarter;5343;4702.0;4372;3795.0;971;;5295;8.4;2.3;8.2;8.8;7.2;8.7;23.9;19.6;23.7;2.7;-3.1;2.6;8.8;2.6;8.6;608;223;5.5;-0.4;877;165;712;4.4;5.5;4.2
2117;Q Health and social work activities;1998 3rd quarter;4500;4797.0;3575;3844.0;925;;4455;9.7;2.4;9.5;7.2;5.7;7.2;20.2;16.0;20.0;4.4;-2.6;4.2;6.4;-0.7;6.2;622;223;5.1;3.1;899;169;729;4.1;5.1;3.8
2118;Q Health and social work activities;1998 4th quarter;4783;4873.0;3860;3899.0;923;;4737;8.8;2.0;8.6;7.7;6.2;7.6;18.7;15.1;18.5;3.7;-2.8;3.6;5.3;-1.3;5.1;624;256;4.9;3.3;900;170;731;3.8;4.9;3.6
2119;Q Health and social work activities;1998;19030;;15301;;3729;;18845;9.1;2.5;8.9;31.1;25.0;30.8;20.3;16.3;20.1;3.5;-2.7;3.4;6.7;0.3;6.5;612;939;5.4;2.2;884;167;718;4.3;5.3;4.0
2120;Q Health and social work activities;1999 1st quarter;4681;4954.0;3697;3984.0;984;;4632;6.3;5.8;6.3;7.7;6.0;7.6;19.5;15.4;19.3;3.5;3.0;3.5;5.2;4.7;5.2;612;240;2.8;1.1;884;167;717;2.8;3.1;2.7
2121;Q Health and social work activities;1999 2nd quarter;5691;5011.0;4659;4040.0;1032;;5640;6.5;6.5;6.5;9.1;7.5;9.1;25.0;20.5;24.8;3.9;3.9;3.9;4.7;4.7;4.7;623;227;2.5;1.8;899;170;729;2.5;2.8;2.4
2122;Q Health and social work activities;1999 3rd quarter;4789;5102.0;3797;4086.0;992;;4736;6.4;6.2;6.3;7.5;6.0;7.4;21.2;16.8;20.9;3.9;3.7;3.8;4.8;4.6;4.7;637;226;2.4;1.5;920;174;746;2.3;2.7;2.3
2123;Q Health and social work activities;1999 4th quarter;5083;5192.0;4104;4155.0;979;;5039;6.3;6.3;6.4;8.0;6.4;7.9;18.9;15.3;18.7;3.8;3.8;3.9;1.0;1.0;1.1;639;269;2.4;5.3;922;174;748;2.4;2.7;2.3
2124;Q Health and social work activities;1999;20244;;16257;;3987;;20047;6.4;6.2;6.4;32.2;25.9;31.9;21.0;16.9;20.8;3.8;3.7;3.8;3.8;3.7;3.8;628;963;2.5;2.5;906;171;735;2.5;2.8;2.4
2125;Q Health and social work activities;2000 1st quarter;4963;5241.0;3918;4215.0;1045;;4911;6.0;6.0;6.0;8.0;6.3;7.9;19.6;15.5;19.4;4.7;4.7;4.7;0.4;0.4;0.4;620;253;1.2;5.6;892;167;725;0.9;-0.3;1.2
2126;Q Health and social work activities;2000 2nd quarter;6075;5347.0;4968;4304.0;1107;;6023;6.8;6.7;6.8;9.6;7.8;9.5;25.7;21.0;25.5;4.8;4.7;4.8;2.7;2.6;2.8;635;236;1.9;3.9;914;171;743;1.6;0.3;1.9
2127;Q Health and social work activities;2000 3rd quarter;5138;5474.0;4075;4387.0;1063;;5082;7.3;7.3;7.3;7.8;6.2;7.8;22.7;18.0;22.4;4.5;4.4;4.5;7.2;7.2;7.2;655;227;2.8;0.1;942;176;766;2.4;1.2;2.7
2128;Q Health and social work activities;2000 4th quarter;5406;5536.0;4365;4424.0;1041;;5358;6.3;6.4;6.3;8.2;6.6;8.1;20.8;16.8;20.6;2.7;2.8;2.7;10.2;10.2;10.1;661;260;3.5;-3.5;951;178;773;3.2;1.9;3.5
2129;Q Health and social work activities;2000;21582;;17326;;4256;;21374;6.6;6.6;6.6;33.6;27.0;33.3;22.1;17.8;21.9;4.2;4.1;4.2;5.2;5.1;5.2;643;976;2.4;1.4;925;173;752;2.0;0.8;2.3
2130;Q Health and social work activities;2001 1st quarter;5510;5811.0;4332;4661.0;1178;;5452;11.0;10.6;11.0;8.4;6.6;8.3;21.1;16.6;20.8;4.3;3.9;4.3;7.4;7.0;7.4;659;262;6.4;3.4;936;177;759;4.9;6.0;4.6
2131;Q Health and social work activities;2001 2nd quarter;6735;5916.0;5497;4756.0;1238;;6676;10.9;10.6;10.8;10.0;8.2;9.9;27.5;22.5;27.3;4.6;4.4;4.6;7.1;6.9;7.1;673;245;6.0;3.5;958;180;778;4.9;5.3;4.8
2132;Q Health and social work activities;2001 3rd quarter;5699;6087.0;4568;4926.0;1131;;5640;10.9;12.1;11.0;8.3;6.6;8.2;23.6;19.0;23.4;5.6;6.7;5.6;4.3;5.4;4.3;688;241;5.0;6.4;986;184;802;4.6;4.4;4.6
2133;Q Health and social work activities;2001 4th quarter;6020;6159.0;4875;4931.0;1145;;5963;11.3;11.7;11.3;8.7;7.0;8.6;21.4;17.4;21.2;6.1;6.4;6.0;3.0;3.3;2.9;694;281;4.9;8.2;992;184;808;4.3;3.7;4.5
2134;Q Health and social work activities;2001;23964;;19272;;4692;;23731;11.0;11.2;11.0;35.3;28.4;35.0;23.3;18.7;23.1;5.2;5.3;5.2;5.4;5.6;5.4;678;1028;5.6;5.4;968;181;787;4.7;4.8;4.6
2135;Q Health and social work activities;2002 1st quarter;6102;6449.0;4751;5129.0;1351;;6037;10.7;9.6;10.7;8.6;6.7;8.5;22.0;17.1;21.8;3.0;1.9;2.9;4.6;3.6;4.6;709;277;7.5;5.8;1002;186;816;7.1;5.5;7.5
2136;Q Health and social work activities;2002 2nd quarter;7522;6585.0;6073;5237.0;1449;;7455;11.7;10.5;11.7;10.5;8.5;10.4;28.9;23.3;28.6;4.6;3.5;4.6;5.0;3.9;5.0;718;260;6.7;6.4;1022;187;834;6.6;4.1;7.2
2137;Q Health and social work activities;2002 3rd quarter;6327;6789.0;4982;5399.0;1345;;6258;11.0;9.1;11.0;8.7;6.8;8.6;24.0;18.9;23.8;4.4;2.6;4.4;1.7;-0.1;1.6;731;263;6.3;9.2;1046;192;855;6.2;4.2;6.6
2138;Q Health and social work activities;2002 4th quarter;6781;6904.0;5460;5492.0;1321;;6718;12.6;12.0;12.7;9.2;7.4;9.2;22.8;18.3;22.5;6.5;5.9;6.5;6.1;5.5;6.2;734;298;5.8;6.1;1049;191;859;5.7;3.5;6.3
2139;Q Health and social work activities;2002;26732;;21266;;5466;;26468;11.6;10.4;11.5;37.0;29.4;36.6;24.3;19.4;24.1;4.7;3.5;4.7;4.4;3.3;4.4;723;1099;6.6;6.8;1030;189;841;6.4;4.3;6.9
2140;Q Health and social work activities;2003 1st quarter;6726;7150.0;5218;5664.0;1508;;6665;10.2;9.8;10.4;9.1;7.0;9.0;23.0;17.9;22.8;5.3;4.9;5.4;4.6;4.2;4.7;743;292;4.7;5.4;1054;191;863;5.2;2.6;5.8
2141;Q Health and social work activities;2003 2nd quarter;8382;7308.0;6713;5765.0;1669;;8319;11.4;10.5;11.6;11.1;8.9;11.0;30.6;24.5;30.4;5.9;5.0;6.0;5.9;5.1;6.1;756;274;5.2;5.2;1077;194;882;5.4;3.8;5.8
2142;Q Health and social work activities;2003 3rd quarter;6848;7391.0;5328;5815.0;1520;;6786;8.2;6.9;8.4;9.0;7.0;8.9;24.6;19.1;24.4;3.4;2.2;3.6;2.4;1.1;2.5;765;278;4.7;5.8;1098;197;901;5.0;2.9;5.4
2143;Q Health and social work activities;2003 4th quarter;7439;7505.0;5915;5900.0;1524;;7382;9.7;8.3;9.9;9.7;7.7;9.6;23.9;19.0;23.7;5.0;3.7;5.1;5.1;3.8;5.2;767;311;4.5;4.4;1099;196;903;4.7;2.8;5.1
2144;Q Health and social work activities;2003;29395;;23174;;6221;;29152;10.0;9.0;10.1;38.8;30.6;38.5;25.4;20.1;25.2;4.9;4.0;5.1;4.6;3.6;4.7;758;1155;4.8;5.2;1082;195;887;5.1;3.1;5.5
2145;Q Health and social work activities;2004 1st quarter;7042;7553.0;5409;5916.0;1633;;6958;4.7;3.7;4.4;9.3;7.1;9.2;23.2;17.8;22.9;2.5;1.5;2.3;0.6;-0.4;0.3;758;304;2.1;4.1;1086;194;892;3.0;1.5;3.4
2146;Q Health and social work activities;2004 2nd quarter;8792;7642.0;6979;5972.0;1813;;8706;4.9;4.0;4.7;11.5;9.1;11.4;31.8;25.2;31.5;3.8;2.9;3.6;3.8;2.9;3.5;764;277;1.1;1.1;1097;196;901;1.9;0.8;2.1
2147;Q Health and social work activities;2004 3rd quarter;7069;7667.0;5441;5974.0;1628;;6980;3.2;2.1;2.8;9.2;7.1;9.1;25.2;19.4;24.9;3.0;1.9;2.6;2.5;1.4;2.1;767;280;0.2;0.7;1109;198;911;0.9;0.2;1.1
2148;Q Health and social work activities;2004 4th quarter;7780;7770.0;6134;6067.0;1646;;7694;4.6;3.7;4.2;10.1;8.0;10.0;24.2;19.1;23.9;4.4;3.6;4.1;1.1;0.3;0.8;768;322;0.1;3.4;1108;197;911;0.8;0.5;0.9
2149;Q Health and social work activities;2004;30683;;23963;;6720;;30338;4.4;3.4;4.1;40.1;31.4;39.7;25.9;20.3;25.7;3.5;2.5;3.2;2.0;1.0;1.7;764;1183;0.9;2.4;1100;196;904;1.6;0.7;1.8
2150;Q Health and social work activities;2005 1st quarter;7219;7810.0;5552;6115.0;1667;;7155;2.5;2.6;2.8;9.4;7.2;9.3;24.0;18.5;23.8;1.1;1.2;1.4;3.6;3.7;3.9;769;301;1.4;-1.1;1107;191;916;2.0;-1.2;2.6
2151;Q Health and social work activities;2005 2nd quarter;9132;7930.0;7257;6202.0;1875;;9068;3.9;4.0;4.2;11.8;9.4;11.7;32.3;25.6;32.0;2.3;2.5;2.6;1.5;1.6;1.8;775;283;1.5;2.3;1118;193;925;1.9;-1.4;2.7
2152;Q Health and social work activities;2005 3rd quarter;7346;7991.0;5669;6245.0;1677;;7274;3.9;4.2;4.2;9.4;7.3;9.3;25.9;20.0;25.6;2.3;2.6;2.6;2.6;2.9;2.9;779;284;1.6;1.3;1129;194;935;1.9;-1.9;2.7
2153;Q Health and social work activities;2005 4th quarter;8076;7995.0;6396;6279.0;1680;;8017;3.8;4.3;4.2;10.3;8.2;10.3;25.5;20.2;25.3;2.0;2.5;2.4;5.3;5.8;5.7;781;317;1.8;-1.4;1130;194;936;2.0;-1.6;2.8
2154;Q Health and social work activities;2005;31773;;24874;;6899;;31514;3.6;3.8;3.9;40.9;32.1;40.6;26.8;21.0;26.6;2.0;2.2;2.3;3.4;3.6;3.7;776;1185;1.6;0.2;1121;193;928;1.9;-1.6;2.7
2155;Q Health and social work activities;2006 1st quarter;7351;7999.0;5652;6259.0;1699;;7299;1.8;1.8;2.0;9.4;7.2;9.3;23.3;17.9;23.2;0.0;0.0;0.2;-2.8;-2.8;-2.6;783;315;1.8;4.7;1127;207;919;1.8;8.1;0.4
2156;Q Health and social work activities;2006 2nd quarter;9453;8221.0;7546;6456.0;1907;;9395;3.5;4.0;3.6;12.0;9.6;11.9;33.3;26.6;33.1;1.6;2.1;1.7;3.2;3.7;3.3;789;284;1.8;0.3;1136;208;928;1.6;7.8;0.3
2157;Q Health and social work activities;2006 3rd quarter;7640;8327.0;5933;6542.0;1707;;7577;4.0;4.7;4.2;9.6;7.5;9.5;26.7;20.7;26.4;1.8;2.4;2.0;3.1;3.7;3.2;796;286;2.2;0.9;1146;209;937;1.5;7.8;0.2
2158;Q Health and social work activities;2006 4th quarter;8636;8482.0;6805;6636.0;1831;;8565;6.9;6.4;6.8;10.8;8.5;10.7;27.1;21.4;26.9;4.3;3.7;4.2;6.5;6.0;6.4;801;318;2.6;0.4;1154;210;945;2.2;8.3;0.9
2159;Q Health and social work activities;2006;33080;;25936;;7144;;32836;4.1;4.3;4.2;41.8;32.7;41.4;27.5;21.5;27.3;2.0;2.1;2.1;2.5;2.6;2.6;792;1204;2.1;1.6;1141;209;932;1.8;8.0;0.5
2160;Q Health and social work activities;2007 1st quarter;7771;8486.0;6036;6710.0;1735;;7711;5.7;6.8;5.6;9.8;7.6;9.8;24.5;19.0;24.3;4.7;5.8;4.6;5.0;6.1;4.9;790;317;1.0;0.7;1148;209;940;1.9;0.8;2.2
