ID;ProvincieOpdrachtgever;Periode;TotaleBouwsom_1;TotaalNieuwbouw_2;Woningen_3;Bedrijfsgebouwen_4;AgrarischeGebouwen_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13;BouwsomOverig_14
1744;Zeeland;1996 3e kwartaal;91;79;66;13;3;2;5;1;1;0;0;0;1;12
1745;Zeeland;1996 Oktober;20;15;10;3;1;0;2;0;0;0;0;0;0;5
1746;Zeeland;1996 November;33;31;25;6;3;2;1;0;0;0;0;0;0;2
1747;Zeeland;1996 December;45;33;27;5;1;0;2;0;0;0;0;0;2;12
1748;Zeeland;1996 4e kwartaal;98;79;62;16;6;3;5;0;0;0;0;0;2;19
1749;Zeeland;1996;353;293;220;74;16;9;21;6;10;1;0;6;5;60
1750;Zeeland;1997 Januari;19;17;14;2;0;0;0;0;1;0;0;1;0;2
1751;Zeeland;1997 Februari;42;38;32;5;0;1;4;0;0;0;0;0;0;4
1752;Zeeland;1997 Maart;34;33;28;3;0;0;1;0;1;0;0;0;1;1
1753;Zeeland;1997 1e kwartaal;94;86;74;12;1;2;5;0;2;0;0;1;1;8
1754;Zeeland;1997 April;18;15;11;2;0;0;1;0;0;1;0;0;0;3
1755;Zeeland;1997 Mei;13;11;8;2;1;0;1;0;0;0;0;0;0;2
1756;Zeeland;1997 Juni;62;57;47;9;0;2;7;0;0;0;0;0;0;5
1757;Zeeland;1997 2e kwartaal;93;84;66;18;3;3;9;0;0;1;0;1;1;9
1758;Zeeland;1997 Juli;34;29;22;7;1;1;1;0;1;1;2;0;0;5
1759;Zeeland;1997 Augustus;16;12;8;4;1;2;0;0;0;0;0;0;1;4
1760;Zeeland;1997 September;27;22;18;3;2;0;0;1;0;0;0;0;0;5
1761;Zeeland;1997 3e kwartaal;78;65;48;17;4;3;2;2;1;1;2;0;2;13
1762;Zeeland;1997 Oktober;49;25;20;5;0;2;1;0;2;0;0;0;0;24
1763;Zeeland;1997 November;20;16;12;2;0;0;2;0;0;0;0;0;0;4
1764;Zeeland;1997 December;20;16;10;5;0;1;2;0;2;0;0;0;0;4
1765;Zeeland;1997 4e kwartaal;90;58;42;16;1;4;5;0;5;0;0;0;1;32
1766;Zeeland;1997;356;295;229;66;10;12;21;3;8;3;2;2;5;61
1767;Zeeland;1998 Januari;24;19;15;2;1;0;1;0;0;0;0;0;0;5
1768;Zeeland;1998 Februari;42;34;28;6;3;1;1;0;1;0;0;0;0;8
1769;Zeeland;1998 Maart;20;17;11;5;0;0;0;0;0;0;0;0;5;3
1770;Zeeland;1998 1e kwartaal;86;71;53;16;5;2;3;0;1;0;0;0;5;15
1771;Zeeland;1998 April;23;20;15;4;1;1;1;0;1;0;0;0;0;3
1772;Zeeland;1998 Mei;11;10;8;1;0;0;1;0;0;0;0;0;0;1
1773;Zeeland;1998 Juni;39;34;21;11;1;3;6;0;0;1;0;0;0;5
1774;Zeeland;1998 2e kwartaal;74;64;44;20;4;4;9;0;1;1;0;0;1;10
1775;Zeeland;1998 Juli;19;17;9;8;1;1;2;3;1;0;0;0;0;2
1776;Zeeland;1998 Augustus;15;13;10;1;1;0;0;0;0;0;0;0;0;2
1777;Zeeland;1998 September;35;31;26;5;2;1;0;0;0;0;0;0;2;4
1778;Zeeland;1998 3e kwartaal;69;61;45;15;4;2;3;3;1;0;0;0;2;8
1779;Zeeland;1998 Oktober;20;16;8;8;0;2;3;0;2;0;0;1;0;4
1780;Zeeland;1998 November;29;26;11;16;1;2;5;0;0;7;0;0;1;3
1781;Zeeland;1998 December;33;30;25;4;0;0;3;0;1;0;0;0;0;3
1782;Zeeland;1998 4e kwartaal;82;72;44;29;2;4;11;0;3;7;0;1;1;10
1783;Zeeland;1998;310;267;187;80;14;12;25;4;6;8;0;2;9;43
1784;Zeeland;1999 Januari;28;21;16;4;0;1;1;0;1;1;0;0;0;7
1785;Zeeland;1999 Februari;41;34;25;9;0;4;5;0;0;0;0;0;0;7
1786;Zeeland;1999 Maart;66;61;21;40;1;3;1;0;1;0;0;0;34;5
1787;Zeeland;1999 1e kwartaal;135;116;62;52;1;8;6;0;2;1;0;0;34;19
1788;Zeeland;1999 April;26;20;10;8;1;2;0;2;0;0;0;3;0;6
1789;Zeeland;1999 Mei;17;16;11;4;2;0;0;2;0;0;0;0;0;1
1790;Zeeland;1999 Juni;21;15;9;4;3;1;0;0;0;0;0;0;0;6
1791;Zeeland;1999 2e kwartaal;64;50;30;20;7;4;2;4;0;0;0;3;0;14
1792;Zeeland;1999 Juli;46;30;14;15;2;1;7;0;5;0;0;0;0;16
1793;Zeeland;1999 Augustus;22;15;11;2;1;0;1;0;0;0;0;0;0;7
1794;Zeeland;1999 September;27;22;14;9;2;2;3;1;0;0;0;0;1;5
1795;Zeeland;1999 3e kwartaal;96;67;39;28;5;3;11;1;6;0;0;1;1;29
1796;Zeeland;1999 Oktober;21;18;17;1;1;0;0;0;0;0;0;0;0;3
1797;Zeeland;1999 November;40;35;20;15;1;3;4;0;6;0;0;0;1;5
1798;Zeeland;1999 December;39;24;17;7;2;0;1;4;0;0;0;0;0;15
1799;Zeeland;1999 4e kwartaal;101;77;54;23;4;3;5;4;6;0;0;0;1;24
1800;Zeeland;1999;397;312;185;127;17;17;24;9;15;2;1;5;37;85
1801;Zeeland;2000 Januari;21;17;13;3;3;0;0;0;0;0;0;0;0;4
1802;Zeeland;2000 Februari;32;27;16;9;0;2;0;1;0;0;0;0;6;5
1803;Zeeland;2000 Maart;66;58;22;35;10;4;4;1;0;10;0;3;3;8
1804;Zeeland;2000 1e kwartaal;119;102;51;51;14;6;5;2;0;10;0;4;10;17
1805;Zeeland;2000 April;16;13;10;3;0;1;2;0;0;0;0;0;0;3
1806;Zeeland;2000 Mei;20;15;9;3;0;0;0;0;0;0;0;0;3;5
1807;Zeeland;2000 Juni;30;23;17;6;1;2;1;0;0;0;1;0;1;7
1808;Zeeland;2000 2e kwartaal;66;51;35;14;2;3;4;0;0;0;1;0;4;15
1809;Zeeland;2000 Juli;25;15;11;3;1;0;2;0;0;0;0;0;0;10
1810;Zeeland;2000 Augustus;25;18;10;5;0;1;0;0;0;0;4;0;0;7
1811;Zeeland;2000 September;36;27;20;6;2;1;2;0;1;0;0;0;0;9
1812;Zeeland;2000 3e kwartaal;85;60;41;18;4;2;4;1;2;0;4;1;0;25
1813;Zeeland;2000 Januari-september;269;212;128;86;20;12;12;4;3;11;6;4;14;57
1814;Zeeland;2000 Oktober;21;14;5;9;2;4;2;0;0;0;1;0;0;7
1815;Zeeland;2000 Januari-oktober;291;227;133;95;22;16;14;4;3;11;7;4;14;64
1816;Zeeland;2000 Januari-november;313;245;139;106;23;16;15;4;6;11;7;9;15;68
1817;Zeeland;2000 November;23;19;6;12;1;0;1;0;4;0;0;5;1;4
1818;Zeeland;2000 December;33;29;20;8;1;1;5;0;0;0;0;1;0;4
1819;Zeeland;2000 4e kwartaal;77;62;31;31;4;6;9;0;4;0;1;5;2;15
1820;Zeeland;2000;346;274;159;117;24;18;21;4;7;11;7;10;15;72
1821;Zeeland;2001 Januari;49;43;9;33;2;0;1;0;1;0;7;22;0;6
1822;Zeeland;2001 Februari;24;14;8;6;0;0;2;0;0;0;0;0;4;10
1823;Zeeland;2001 Maart;26;21;10;10;0;1;1;0;3;0;1;4;0;5
1824;Zeeland;2001 1e kwartaal;100;79;27;53;3;2;3;0;5;0;9;27;4;21
1825;Zeeland;2001 April;31;22;11;10;0;1;2;4;2;0;0;0;1;9
1826;Zeeland;2001 Mei;22;17;11;7;1;4;1;0;1;0;0;0;0;5
1827;Zeeland;2001 Juni;31;24;13;10;1;2;1;1;0;0;0;5;0;7
1828;Zeeland;2001 2e kwartaal;84;63;35;27;2;7;4;5;3;0;0;5;1;21
1829;Zeeland;2001 Juli;42;23;12;10;2;2;3;2;1;0;0;0;0;19
1830;Zeeland;2001 Augustus;25;18;13;4;2;0;0;0;2;0;0;0;0;7
1831;Zeeland;2001 September;36;24;17;6;1;1;3;0;0;0;0;1;0;12
1832;Zeeland;2001 3e kwartaal;103;64;42;23;5;4;6;2;4;0;0;1;1;39
1833;Zeeland;2001 Oktober;34;29;27;2;0;1;0;0;0;0;0;0;1;5
1834;Zeeland;2001 November;19;13;9;3;0;0;0;3;0;0;0;0;0;6
1835;Zeeland;2001 December;16;11;8;5;1;0;0;0;3;0;0;0;1;5
1836;Zeeland;2001 4e kwartaal;69;54;44;11;1;1;1;4;3;0;0;0;1;15
1837;Zeeland;2001 Januari-februari;74;58;17;39;2;1;2;0;1;0;7;22;4;16
1838;Zeeland;2001 Januari-maart;100;79;27;53;3;2;3;0;5;0;9;27;4;21
1839;Zeeland;2001 Januari-april;130;100;38;62;3;2;5;4;7;0;9;27;5;30
1840;Zeeland;2001 Januari-mei;153;118;48;69;4;6;6;4;8;0;9;27;5;35
1841;Zeeland;2001 Januari-juni;183;140;61;79;5;8;7;5;8;0;9;32;5;43
1842;Zeeland;2001 Januari-juli;225;163;73;91;7;11;10;7;9;0;9;32;6;62
1843;Zeeland;2001 Januari-augustus;250;181;87;94;8;11;10;7;11;0;9;32;6;69
1844;Zeeland;2001 Januari-september;286;205;104;101;10;12;12;7;12;0;9;33;6;81
1845;Zeeland;2001 Januari-oktober;320;234;131;103;10;12;13;7;12;0;9;33;7;86
1846;Zeeland;2001 Januari-november;339;247;140;107;10;12;13;11;12;0;9;33;7;92
1847;Zeeland;2001;355;258;148;111;11;12;13;11;15;0;9;33;7;97
1848;Noord-Brabant;1995 Januari;152;106;77;28;4;10;5;0;4;2;2;0;1;46
1849;Noord-Brabant;1995 Februari;127;100;80;20;3;6;3;2;1;1;1;0;3;27
1850;Noord-Brabant;1995 Maart;138;113;74;38;6;10;5;4;2;0;8;1;2;25
1851;Noord-Brabant;1995 1e kwartaal;417;319;230;88;14;25;14;6;7;4;10;2;6;98
1852;Noord-Brabant;1995 April;214;181;82;99;5;11;4;29;10;1;33;4;2;33
1853;Noord-Brabant;1995 Mei;191;150;101;50;4;11;8;5;5;0;9;5;3;41
1854;Noord-Brabant;1995 juni;191;164;88;78;4;11;12;10;3;19;0;0;19;27
1855;Noord-Brabant;1995 2e kwartaal;597;496;270;227;14;32;24;45;17;20;42;9;24;101
1856;Noord-Brabant;1995 Juli;135;105;69;36;3;12;5;5;4;0;0;1;6;30
1857;Noord-Brabant;1995 Augustus;165;134;69;64;4;7;6;2;5;30;1;3;6;31
1858;Noord-Brabant;1995 September;141;111;63;47;6;6;20;3;5;2;1;0;4;30
1859;Noord-Brabant;1995 3e kwartaal;441;349;200;148;13;25;31;9;14;32;3;5;16;92
1860;Noord-Brabant;1995 Oktober;169;139;90;49;4;14;11;11;6;1;0;0;2;30
1861;Noord-Brabant;1995 November;158;135;92;44;4;10;5;7;2;5;1;8;2;23
1862;Noord-Brabant;1995 December;141;117;74;44;7;6;4;9;4;1;0;5;8;24
1863;Noord-Brabant;1995 4e kwartaal;468;391;256;137;15;29;20;27;12;7;1;14;12;77
1864;Noord-Brabant;1995;1922;1554;956;597;55;112;88;87;50;62;56;29;58;368
1865;Noord-Brabant;1996 Januari;176;140;78;61;5;9;7;0;20;6;1;9;4;36
1866;Noord-Brabant;1996 Februari;220;177;129;48;5;15;9;4;6;1;5;3;0;43
1867;Noord-Brabant;1996 Maart;173;143;98;44;3;21;5;1;2;8;0;0;4;30
1868;Noord-Brabant;1996 1e kwartaal;569;459;305;154;14;45;20;5;28;15;6;13;8;110
1869;Noord-Brabant;1996 April;236;201;128;70;6;12;10;3;6;0;1;7;25;35
1870;Noord-Brabant;1996 Mei;191;167;98;68;6;15;19;16;9;3;0;0;0;24
1871;Noord-Brabant;1996 Juni;197;167;106;62;10;5;10;12;6;2;7;2;8;30
1872;Noord-Brabant;1996 2e kwartaal;624;534;332;202;22;32;40;30;22;5;8;10;33;90
1873;Noord-Brabant;1996 Juli;161;132;80;53;5;9;5;7;4;2;4;14;3;29
1874;Noord-Brabant;1996 Augustus;179;146;93;53;7;8;9;5;4;0;0;16;4;33
1875;Noord-Brabant;1996 September;208;168;94;72;6;31;7;6;5;5;0;7;5;40
1876;Noord-Brabant;1996 3e kwartaal;547;445;268;178;18;48;20;19;12;7;5;37;12;102
1877;Noord-Brabant;1996 Oktober;215;178;123;56;10;15;10;5;4;2;2;5;3;37
1878;Noord-Brabant;1996 November;197;172;116;57;6;13;10;5;4;4;0;0;15;25
1879;Noord-Brabant;1996 December;172;153;87;66;9;8;15;1;16;5;0;2;10;19
1880;Noord-Brabant;1996 4e kwartaal;584;503;326;178;25;36;35;11;24;10;2;7;28;81
1881;Noord-Brabant;1996;2324;1942;1231;711;79;161;115;65;86;37;20;67;81;382
1882;Noord-Brabant;1997 Januari;181;156;109;47;5;14;5;4;12;0;0;2;5;25
1883;Noord-Brabant;1997 Februari;129;113;63;50;7;11;14;3;6;6;1;0;2;16
1884;Noord-Brabant;1997 Maart;176;143;79;64;9;13;11;5;14;1;1;0;10;33
1885;Noord-Brabant;1997 1e kwartaal;486;412;250;161;21;38;30;11;32;7;3;3;16;74
1886;Noord-Brabant;1997 April;231;189;108;79;11;11;16;13;16;6;0;1;5;42
1887;Noord-Brabant;1997 Mei;204;184;83;101;17;52;7;4;10;2;1;0;8;20
1888;Noord-Brabant;1997 Juni;262;220;143;75;9;20;10;3;14;1;10;6;2;42
1889;Noord-Brabant;1997 2e kwartaal;697;593;335;259;38;83;34;20;39;10;12;8;15;104
1890;Noord-Brabant;1997 Juli;213;181;123;57;13;15;14;2;5;0;2;1;5;32
1891;Noord-Brabant;1997 Augustus;137;111;53;58;10;7;27;2;5;2;3;0;2;26
1892;Noord-Brabant;1997 September;262;227;152;75;15;17;14;5;8;3;2;4;7;35
1893;Noord-Brabant;1997 3e kwartaal;612;518;328;189;38;39;56;10;16;5;7;5;13;94
1894;Noord-Brabant;1997 Oktober;265;224;139;84;9;16;11;1;15;25;0;2;5;41
1895;Noord-Brabant;1997 November;185;151;79;71;15;13;16;4;14;5;1;1;2;34
1896;Noord-Brabant;1997 December;171;139;96;41;14;10;6;4;4;1;0;2;0;32
1897;Noord-Brabant;1997 4e kwartaal;621;513;314;197;38;39;34;9;33;31;1;5;7;108
1898;Noord-Brabant;1997;2415;2034;1227;808;135;199;153;51;121;52;24;21;52;381
1899;Noord-Brabant;1998 Januari;147;118;51;66;8;25;12;11;4;0;3;3;0;29
1900;Noord-Brabant;1998 Februari;194;171;83;88;10;36;6;2;14;2;10;0;8;23
1901;Noord-Brabant;1998 Maart;207;181;123;58;8;14;8;1;14;10;2;0;1;26
1902;Noord-Brabant;1998 1e kwartaal;548;471;257;215;26;76;26;14;31;12;15;5;10;77
1903;Noord-Brabant;1998 April;194;151;80;72;8;16;14;14;6;4;1;8;1;43
1904;Noord-Brabant;1998 Mei;162;135;83;52;7;16;14;3;10;1;0;0;1;27
1905;Noord-Brabant;1998 Juni;249;204;96;108;9;20;24;15;25;5;1;4;5;45
1906;Noord-Brabant;1998 2e kwartaal;605;490;259;231;24;52;51;32;41;10;2;12;7;115
1907;Noord-Brabant;1998 Juli;231;200;82;118;7;29;8;7;22;1;34;10;0;31
1908;Noord-Brabant;1998 Augustus;194;162;104;57;10;22;10;0;2;6;3;4;0;32
1909;Noord-Brabant;1998 September;220;175;90;87;8;27;18;14;11;2;3;1;3;45
1910;Noord-Brabant;1998 3e kwartaal;645;537;276;261;25;78;36;21;35;9;39;15;3;108
1911;Noord-Brabant;1998 Oktober;196;159;75;84;9;10;14;1;38;5;0;5;2;37
1912;Noord-Brabant;1998 November;237;197;124;73;8;20;10;5;15;6;0;3;6;40
1913;Noord-Brabant;1998 December;337;294;200;94;15;27;21;5;18;0;1;3;4;43
1914;Noord-Brabant;1998 4e kwartaal;770;650;399;251;32;57;45;11;70;12;1;10;13;120
1915;Noord-Brabant;1998;2567;2146;1190;957;107;262;158;79;177;42;57;42;33;421
1916;Noord-Brabant;1999 Januari;216;192;113;78;6;10;22;8;26;0;3;0;3;24
1917;Noord-Brabant;1999 Februari;183;154;78;77;17;21;10;7;4;1;1;6;10;29
1918;Noord-Brabant;1999 Maart;156;116;60;55;5;11;12;2;22;0;0;3;0;40
1919;Noord-Brabant;1999 1e kwartaal;555;462;252;211;28;42;45;16;52;1;4;10;13;93
1920;Noord-Brabant;1999 April;208;165;79;86;8;10;25;3;16;16;1;5;2;43
1921;Noord-Brabant;1999 Mei;212;178;82;94;13;18;11;20;29;0;2;0;1;34
1922;Noord-Brabant;1999 Juni;218;174;93;82;9;23;17;1;16;7;0;1;8;44
1923;Noord-Brabant;1999 2e kwartaal;638;516;254;264;30;50;53;25;61;23;4;7;11;122
1924;Noord-Brabant;1999 Juli;192;148;84;64;11;5;5;1;31;0;1;4;6;44
1925;Noord-Brabant;1999 Augustus;211;167;80;85;11;16;6;9;29;1;1;10;2;44
1926;Noord-Brabant;1999 September;252;206;101;103;6;15;22;22;31;5;0;1;1;46
1927;Noord-Brabant;1999 3e kwartaal;655;521;265;255;28;37;34;31;91;7;2;15;10;134
1928;Noord-Brabant;1999 Oktober;226;181;62;118;9;10;9;30;37;1;14;6;2;45
1929;Noord-Brabant;1999 November;193;150;74;76;7;13;10;5;29;2;8;1;1;43
1930;Noord-Brabant;1999 December;308;274;162;112;15;10;15;6;45;0;4;11;6;34
1931;Noord-Brabant;1999 4e kwartaal;727;604;297;307;32;32;34;41;111;4;26;18;9;123
1932;Noord-Brabant;1999;2575;2103;1068;1033;117;161;165;113;315;34;36;49;43;472
1933;Noord-Brabant;2000 Januari;262;215;125;91;9;15;18;4;30;0;0;12;3;47
1934;Noord-Brabant;2000 Februari;220;162;64;98;9;25;19;6;29;1;5;2;2;58
1935;Noord-Brabant;2000 Maart;206;161;100;61;6;15;12;2;15;0;2;4;5;45
1936;Noord-Brabant;2000 1e kwartaal;688;538;290;248;25;55;48;12;74;1;7;17;9;150
1937;Noord-Brabant;2000 April;236;192;108;83;10;20;6;14;20;0;1;10;2;44
1938;Noord-Brabant;2000 Mei;212;171;87;83;7;12;10;19;20;1;5;5;4;41
1939;Noord-Brabant;2000 Juni;220;143;75;68;11;20;5;3;14;0;4;8;3;77
1940;Noord-Brabant;2000 2e kwartaal;667;505;269;237;29;52;22;36;54;2;10;23;9;162
1941;Noord-Brabant;2000 Juli;202;133;74;61;13;10;6;9;7;4;1;4;7;69
1942;Noord-Brabant;2000 Augustus;258;192;79;113;6;13;23;4;54;2;7;3;1;66
1943;Noord-Brabant;2000 September;223;179;70;110;9;10;17;12;29;0;21;10;2;44
1944;Noord-Brabant;2000 3e kwartaal;683;504;223;281;28;32;46;24;90;6;29;16;10;179
1945;Noord-Brabant;2000 Januari-september;2039;1547;782;765;81;140;116;71;218;9;46;56;28;492
1946;Noord-Brabant;2000 Oktober;191;157;93;65;10;9;18;4;10;1;4;5;4;34
1947;Noord-Brabant;2000 Januari-oktober;2231;1705;874;831;92;148;134;75;228;11;50;61;32;526
1948;Noord-Brabant;2000 Januari-november;2471;1907;959;948;101;155;156;87;280;11;63;62;33;564
1949;Noord-Brabant;2000 November;240;202;85;118;10;6;22;12;53;0;13;1;1;38
1950;Noord-Brabant;2000 December;215;164;92;72;7;21;8;4;19;0;0;2;11;51
1951;Noord-Brabant;2000 4e kwartaal;646;523;270;252;27;36;48;19;81;1;17;8;15;123
1952;Noord-Brabant;2000;2685;2070;1051;1019;108;176;164;90;299;11;63;64;44;615
1953;Noord-Brabant;2001 Januari;231;166;62;103;9;13;14;5;12;2;0;5;43;65
1954;Noord-Brabant;2001 Februari;208;162;82;80;10;14;9;5;15;0;24;2;1;46
1955;Noord-Brabant;2001 Maart;208;158;83;74;8;17;14;3;23;6;0;0;3;50
1956;Noord-Brabant;2001 1e kwartaal;647;485;226;259;27;44;37;14;49;8;25;7;48;162
1957;Noord-Brabant;2001 April;239;184;85;97;9;13;2;3;41;3;4;8;14;55
1958;Noord-Brabant;2001 Mei;197;159;70;89;10;23;18;11;16;7;0;4;0;38
1959;Noord-Brabant;2001 Juni;191;142;54;88;9;15;24;13;16;0;6;1;4;49
1960;Noord-Brabant;2001 2e kwartaal;627;485;209;277;28;51;44;27;74;11;11;13;18;142
1961;Noord-Brabant;2001 Juli;251;183;105;77;10;6;10;1;31;7;4;7;1;68
1962;Noord-Brabant;2001 Augustus;108;87;38;50;8;9;6;4;5;11;0;2;5;21
1963;Noord-Brabant;2001 September;232;181;67;113;5;22;5;13;63;0;1;4;0;51
1964;Noord-Brabant;2001 3e kwartaal;592;452;210;241;23;37;21;19;100;18;4;13;6;140
1965;Noord-Brabant;2001 Oktober;235;166;73;92;10;14;13;20;28;3;1;2;1;69
1966;Noord-Brabant;2001 November;262;212;132;81;8;27;10;2;10;12;3;4;5;50
1967;Noord-Brabant;2001 December;218;175;95;80;7;10;14;0;29;10;1;7;2;43
1968;Noord-Brabant;2001 4e kwartaal;715;553;301;252;25;51;37;22;67;24;5;13;8;162
1969;Noord-Brabant;2001 Januari-februari;439;328;144;184;19;27;23;11;27;2;24;7;44;111
1970;Noord-Brabant;2001 Januari-maart;647;485;226;259;27;44;37;14;49;8;25;7;48;162
1971;Noord-Brabant;2001 Januari-april;886;669;311;357;36;57;39;17;91;12;29;15;61;217
1972;Noord-Brabant;2001 Januari-mei;1083;828;381;447;46;80;57;28;107;19;29;19;62;255
1973;Noord-Brabant;2001 Januari-juni;1274;970;435;535;55;95;81;41;123;19;35;20;66;304
1974;Noord-Brabant;2001 Januari-juli;1525;1154;540;614;65;101;91;43;154;27;39;27;67;371
1975;Noord-Brabant;2001 Januari-augustus;1633;1241;578;664;73;110;97;47;159;38;39;29;72;392
1976;Noord-Brabant;2001 Januari-september;1865;1421;645;777;78;132;101;60;223;38;40;33;72;444
1977;Noord-Brabant;2001 Januari-oktober;2100;1587;718;870;88;147;114;80;251;40;41;35;74;513
1978;Noord-Brabant;2001 Januari-november;2362;1799;850;949;96;173;124;82;261;52;44;39;78;563
1979;Noord-Brabant;2001;2580;1974;946;1030;103;184;138;82;290;62;45;46;80;606
1980;Limburg;1995 Januari;54;42;25;16;8;5;1;0;0;0;0;0;2;12
1981;Limburg;1995 Februari;46;37;29;8;2;2;3;0;0;0;0;1;0;9
1982;Limburg;1995 Maart;76;60;45;14;1;4;2;1;0;0;0;4;2;16
1983;Limburg;1995 1e kwartaal;177;140;99;40;11;11;6;1;0;0;1;5;5;37
1984;Limburg;1995 April;84;64;44;18;0;4;2;0;0;7;5;0;0;20
1985;Limburg;1995 Mei;54;46;27;17;2;7;3;0;3;0;0;2;0;8
1986;Limburg;1995 juni;79;63;46;17;3;5;6;0;1;1;0;1;0;16
1987;Limburg;1995 2e kwartaal;218;174;118;55;6;15;12;0;5;8;5;3;1;44
1988;Limburg;1995 Juli;74;48;34;13;1;2;3;0;0;0;0;5;2;26
1989;Limburg;1995 Augustus;88;69;48;19;2;2;5;0;6;3;0;1;0;19
1990;Limburg;1995 September;54;44;32;11;2;3;4;2;0;0;0;0;0;10
1991;Limburg;1995 3e kwartaal;216;161;113;47;5;7;12;3;7;4;0;7;2;55
1992;Limburg;1995 Oktober;71;61;40;20;1;5;4;1;2;0;0;7;0;10
1993;Limburg;1995 November;64;49;34;12;1;10;1;0;0;0;0;0;0;15
1994;Limburg;1995 December;54;45;39;5;1;2;0;0;1;0;0;0;1;9
1995;Limburg;1995 4e kwartaal;190;155;113;41;3;17;6;1;4;0;0;8;2;35
1996;Limburg;1995;801;629;444;185;26;50;37;6;15;12;7;22;10;172
1997;Limburg;1996 Januari;74;58;26;31;2;8;4;2;3;4;0;0;8;16
1998;Limburg;1996 Februari;75;63;45;18;1;5;2;1;5;0;0;0;4;12
1999;Limburg;1996 Maart;87;79;44;35;2;3;10;0;10;6;0;4;0;8
2000;Limburg;1996 1e kwartaal;236;201;115;85;5;16;16;4;18;10;1;4;11;35
2001;Limburg;1996 April;68;57;39;16;1;5;8;0;1;0;0;1;0;11
2002;Limburg;1996 Mei;95;84;42;43;2;9;1;3;2;1;20;0;5;11
2003;Limburg;1996 Juni;78;58;34;23;3;6;12;0;0;1;0;0;1;20
2004;Limburg;1996 2e kwartaal;241;200;115;84;6;20;21;4;4;2;20;1;6;41
2005;Limburg;1996 Juli;64;46;27;20;2;7;3;3;3;0;0;1;1;18
2006;Limburg;1996 Augustus;39;30;17;13;0;2;4;0;5;0;0;1;1;9
2007;Limburg;1996 September;69;52;33;17;3;5;1;1;1;2;0;0;4;17
2008;Limburg;1996 3e kwartaal;172;128;78;49;5;14;8;4;9;2;0;2;5;44
2009;Limburg;1996 Oktober;79;56;29;27;3;10;10;1;0;0;3;0;0;23
2010;Limburg;1996 November;47;34;17;17;2;1;9;0;4;0;0;0;1;13
2011;Limburg;1996 December;72;56;27;27;0;18;2;1;0;0;0;4;2;16
2012;Limburg;1996 4e kwartaal;198;146;73;74;6;29;21;3;5;0;3;4;3;52
2013;Limburg;1996;848;676;381;294;22;80;66;14;36;14;25;11;26;172
2014;Limburg;1997 Januari;51;39;20;18;1;3;3;0;0;0;0;2;9;12
2015;Limburg;1997 Februari;46;35;24;11;2;2;3;0;1;0;0;3;0;11
2016;Limburg;1997 Maart;62;45;22;23;2;3;4;2;9;0;0;0;3;17
2017;Limburg;1997 1e kwartaal;159;119;66;52;5;8;9;2;11;0;0;5;12;40
2018;Limburg;1997 April;98;83;47;34;3;15;2;1;5;7;0;1;0;15
2019;Limburg;1997 Mei;78;69;33;35;1;16;2;8;3;0;2;3;0;9
2020;Limburg;1997 Juni;78;59;37;22;6;2;1;0;1;1;0;0;11;19
2021;Limburg;1997 2e kwartaal;253;211;117;94;11;33;5;10;10;7;2;4;12;42
2022;Limburg;1997 Juli;64;51;36;14;5;3;2;0;3;0;0;1;0;13
2023;Limburg;1997 Augustus;74;61;37;25;4;4;2;4;6;0;0;0;5;13
2024;Limburg;1997 September;113;91;53;37;8;12;4;10;3;0;0;0;0;22
2025;Limburg;1997 3e kwartaal;250;203;126;77;18;19;8;14;12;0;0;1;5;47
2026;Limburg;1997 Oktober;81;66;38;29;4;9;10;0;4;0;1;0;1;15
2027;Limburg;1997 November;69;57;28;30;3;6;6;4;10;0;0;0;1;12
2028;Limburg;1997 December;65;45;32;13;4;2;2;0;1;2;0;2;0;20
2029;Limburg;1997 4e kwartaal;215;169;97;72;10;17;18;4;15;2;1;3;2;46
2030;Limburg;1997;878;703;406;297;44;77;39;30;48;10;4;13;32;175
2031;Limburg;1998 Januari;86;72;32;39;3;6;4;1;3;0;0;1;21;14
2032;Limburg;1998 Februari;55;36;22;14;4;3;1;2;1;3;0;0;0;19
2033;Limburg;1998 Maart;94;69;48;21;5;3;4;2;1;0;6;0;0;25
2034;Limburg;1998 1e kwartaal;236;178;102;74;11;12;9;5;5;3;6;2;21;58
2035;Limburg;1998 April;75;59;32;26;4;2;12;6;0;0;0;2;0;16
2036;Limburg;1998 Mei;76;61;20;41;5;5;4;1;4;0;21;1;0;15
2037;Limburg;1998 Juni;93;78;37;41;4;19;9;7;1;0;1;0;0;15
2038;Limburg;1998 2e kwartaal;245;199;90;108;12;25;25;15;5;0;22;3;1;46
2039;Limburg;1998 Juli;92;78;50;27;3;15;0;3;5;0;0;1;0;14
2040;Limburg;1998 Augustus;103;93;18;75;7;2;18;7;9;0;2;17;13;10
2041;Limburg;1998 September;119;90;44;45;5;5;6;2;1;20;0;4;2;29
2042;Limburg;1998 3e kwartaal;315;261;112;148;15;22;25;12;15;20;3;21;15;54
2043;Limburg;1998 Oktober;59;44;29;16;2;5;1;0;2;0;0;3;3;15
2044;Limburg;1998 November;92;70;33;37;4;14;4;4;4;0;4;2;1;22
