ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
7551;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;12.4;13.9;11.2;
7552;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;14.3;15.6;13.7;
7553;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;14.1;12.1;16.4;
7554;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;12.7;13.3;12.4;
7555;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;13.5;12.3;15.1;
7556;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;15.1;14.8;16.0;
7557;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;9.1;8.4;10.3;
7558;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;9.2;9.3;9.5;
7559;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;7.8;8.4;7.5;
7560;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;5.6;6.8;5.0;
7561;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;7.2;7.6;7.3;
7562;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;7.5;6.7;8.5;
7563;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;6.2;6.7;6.3;
7564;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;4.3;4.1;5.0;
7565;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;5.1;3.7;6.8;
7566;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;1.0;0.6;1.8;
7567;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;0.4;1.5;-0.1;
7568;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;1.7;-0.1;4.0;
7569;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;4.7;1.7;8.4;
7570;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;2.6;1.0;4.7;
7571;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;-6.7;-2.2;-10.1;
7572;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-52.1;-30.7;-72.7;
7573;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-54.2;-53.3;-54.4;
7574;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-31.2;-45.8;-15.3;
7575;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-22.4;-45.0;1.5;
7576;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-8.1;-21.0;5.8;
7577;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-6.7;-12.8;0.2;
7578;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-11.3;-6.4;-15.2;
7579;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-7.8;-5.9;-9.0;
7580;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-0.6;-2.7;2.2;
7581;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-7.5;-13.0;-1.2;
7582;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-1.1;-3.8;2.2;
7583;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;1.6;-2.4;6.1;
7584;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;5.5;1.5;10.4;
7585;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;11.7;8.2;15.7;16.0
7586;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;15.7;12.7;19.5;10.8
7587;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;17.8;18.0;18.4;9.8
7588;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;15.2;15.8;15.1;7.7
7589;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;15.4;17.0;14.0;1.8
7590;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;19.9;19.8;20.6;1.3
7591;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;13.9;16.5;12.0;4.8
7592;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;6.1;8.8;4.2;4.3
7593;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;6.5;7.3;6.4;7.4
7594;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;10.6;7.7;14.2;1.5
7595;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;7.0;10.3;4.4;6.4
7596;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;2.8;4.1;2.0;4.9
7597;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;1.9;4.1;0.2;3.2
7598;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;1.8;4.2;0.0;3.5
7599;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;0.3;0.3;0.7;5.1
7600;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;-1.5;-1.5;-0.9;5.9
7601;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;-4.1;-3.4;-4.6;6.7
7602;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;-6.8;-6.5;-6.9;13.0
7603;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;-5.6;-4.7;-6.1;11.6
7604;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;-2.4;-4.8;0.5;10.5
7605;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;-1.9;-2.3;-0.8;10.7
7606;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;-0.4;-1.3;0.9;8.8
7607;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;0.2;-1.0;2.1;7.6
7608;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;0.9;1.0;1.5;7.7
7609;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;-1.4;-1.1;-1.3;6.9
7610;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;-2.8;-3.6;-1.5;5.9
7611;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;-1.0;-1.7;0.3;5.4
7612;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;0.5;0.1;1.2;5.1
7613;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;1.2;1.3;1.4;6.8
7614;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;0.7;0.1;1.8;5.0
7615;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;3.2;1.1;5.7;5.5
7616;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;0.9;0.3;2.3;3.9
7617;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;3.7;0.0;8.9;4.5
7618;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;1.8;0.0;3.9;1.7
7619;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;2.5;0.4;5.1;2.2
7620;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;0.3;-1.0;2.4;3.0
7621;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;-0.2;-1.5;1.6;2.0
7622;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;0.4;-0.6;1.9;0.8
7623;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-1.6;-1.6;-1.0;1.5
7624;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;2.0;2.9;2.1;0.8
7625;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;0.6;-1.6;3.6;0.2
7626;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;3.1;2.7;3.9;0.2
7627;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;2.4;1.1;4.4;0.4
7628;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;3.4;1.8;5.4;-0.2
7629;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;5.4;5.2;6.5;3.0
7630;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;0.5;-0.7;2.4;0.4
7631;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;0.0;0.3;0.1;2.8
7632;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 januari;-21.8;-23.6;-20.0;
7633;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 februari;-13.5;-15.7;-11.2;
7634;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 maart;-14.3;-15.9;-12.7;
7635;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 april;-14.5;-17.6;-11.3;
7636;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 mei;-13.6;-17.5;-9.6;
7637;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 juni;-17.8;-19.7;-15.9;
7638;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-13.8;-18.3;-9.2;
7639;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;-10.5;-11.0;-9.9;
7640;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 september;-13.5;-16.2;-10.8;
7641;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-18.8;-21.7;-15.8;
7642;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 november;-18.5;-21.9;-15.0;
7643;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2012 december;-19.4;-22.8;-16.0;
7644;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-20.4;-25.2;-15.6;
7645;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 februari;-18.7;-23.0;-14.4;
7646;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 maart;-19.1;-23.2;-15.0;
7647;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 april;-17.3;-22.1;-12.4;
7648;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 mei;-15.4;-19.2;-11.7;
7649;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 juni;-15.1;-17.7;-12.5;
7650;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-12.7;-17.9;-7.5;
7651;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;-7.1;-8.7;-5.5;
7652;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 september;-6.4;-10.0;-2.8;
7653;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-9.6;-11.5;-7.7;
7654;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 november;-3.6;-5.6;-1.5;
7655;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2013 december;1.9;-1.9;5.6;
7656;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 januari;2.4;-0.8;5.6;
7657;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 februari;2.1;-1.8;5.9;
7658;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 maart;5.3;1.2;9.3;
7659;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 april;3.0;-0.9;7.0;
7660;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 mei;3.1;1.9;4.3;
7661;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 juni;4.7;2.4;7.0;
7662;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 juli;6.2;3.3;9.1;
7663;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;1.4;1.9;1.0;
7664;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 september;1.5;0.8;2.1;
7665;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;5.1;4.6;5.5;
7666;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 november;2.0;0.3;3.8;
7667;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2014 december;1.2;-0.8;3.3;
7668;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 januari;1.5;0.8;2.1;
7669;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 februari;1.7;0.4;2.9;
7670;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 maart;4.4;3.6;5.2;
7671;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 april;4.7;4.4;5.0;
7672;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 mei;3.5;3.4;3.7;
7673;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 juni;2.5;1.6;3.5;
7674;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 juli;9.9;6.3;13.5;
7675;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;6.3;6.8;5.8;
7676;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 september;6.0;6.7;5.3;
7677;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;9.4;9.0;9.9;
7678;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 november;8.9;8.5;9.2;
7679;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2015 december;7.4;7.7;7.2;
7680;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 januari;11.1;9.6;12.7;
7681;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 februari;5.0;5.7;4.4;
7682;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 maart;5.5;5.8;5.2;
7683;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 april;5.7;7.4;3.9;
7684;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 mei;5.1;5.4;4.9;
7685;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 juni;7.1;8.1;6.1;
7686;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 juli;5.9;7.3;4.5;
7687;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;4.9;4.1;5.7;
7688;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 september;6.6;6.3;6.9;
7689;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;8.7;9.2;8.3;
7690;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 november;9.3;8.3;10.3;
7691;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2016 december;8.3;9.1;7.5;
7692;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 januari;14.3;15.2;13.5;
7693;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 februari;10.9;11.2;10.6;
7694;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 maart;8.7;9.0;8.5;
7695;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 april;12.5;13.9;11.1;
7696;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 mei;10.3;10.0;10.7;
7697;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 juni;7.7;7.2;8.3;
7698;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 juli;8.5;9.0;8.0;
7699;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;11.7;10.8;12.6;
7700;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 september;10.5;10.0;11.1;
7701;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;11.1;11.3;10.8;
7702;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 november;10.0;10.6;9.5;
7703;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2017 december;11.2;11.7;10.8;
7704;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 januari;13.6;15.5;11.6;
7705;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 februari;14.2;15.5;12.9;
7706;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 maart;12.6;14.3;11.0;
7707;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 april;13.1;15.1;11.1;
7708;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 mei;12.2;12.3;12.1;
7709;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 juni;14.0;14.8;13.2;
7710;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 juli;10.8;10.9;10.7;
7711;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;9.7;10.2;9.2;
7712;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 september;8.8;6.6;11.1;
7713;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;10.5;11.2;9.7;
7714;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 november;8.3;6.8;9.9;
7715;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2018 december;9.0;8.0;9.9;
7716;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 januari;4.6;3.5;5.7;
7717;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 februari;5.3;4.9;5.8;
7718;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 maart;4.1;3.2;4.9;
7719;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 april;3.2;3.5;3.0;
7720;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 mei;3.7;3.6;3.8;
7721;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 juni;5.5;4.5;6.5;
7722;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 juli;5.8;5.1;6.5;
7723;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;3.3;3.0;3.6;
7724;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 september;3.8;2.7;4.8;
7725;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;0.3;-1.2;1.8;
7726;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 november;2.1;1.8;2.5;
7727;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2019 december;1.5;-0.9;4.0;
7728;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 januari;2.3;0.3;4.2;
7729;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 februari;3.5;3.2;3.9;
7730;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 maart;-5.8;-1.7;-9.9;
7731;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 april;-47.6;-27.6;-67.5;
7732;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 mei;-49.4;-48.8;-50.0;
7733;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 juni;-34.7;-44.6;-24.8;
7734;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-22.5;-40.8;-4.2;
7735;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;-13.2;-22.7;-3.8;
7736;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 september;-6.2;-12.1;-0.3;
7737;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-12.7;-13.8;-11.7;
7738;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 november;-3.9;-4.8;-3.0;
7739;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2020 december;-0.7;-3.4;2.0;
7740;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 januari;-4.9;-6.3;-3.5;
7741;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 februari;-3.1;-4.6;-1.6;
7742;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 maart;-0.4;-3.2;2.3;
7743;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 april;4.2;1.0;7.4;
7744;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 mei;8.3;6.4;10.2;5.3
7745;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 juni;8.7;6.6;10.8;2.5
7746;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 juli;13.1;13.6;12.5;-0.6
7747;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;10.6;10.4;10.7;-1.9
7748;M Specialistische zakelijke diensten;Waarde;Seizoengecorrigeerde cijfers;2021 september;12.0;13.3;10.7;-6.7
