ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
5517;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2004;2.0;;;;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5518;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2005;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5519;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2006;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5520;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2007;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5521;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2008;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5522;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2009;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5523;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2010;6.0;17.0;;;;;;;17.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5524;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2011;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5525;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Suriname;Startjaar 2012;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5526;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5527;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5528;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5529;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5530;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5531;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5532;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5533;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2002;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5534;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5535;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2004;2.0;;;;;;;100.0;;;;;;;100.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5536;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2005;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5537;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2006;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5538;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2007;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5539;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2008;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5540;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2009;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5541;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2010;12.0;50.0;;;;;;;50.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5542;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2011;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5543;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;(voormalige) Nederlandse Antillen, Aruba;Startjaar 2012;16.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5544;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5545;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5546;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5547;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5548;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5549;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5550;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5551;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2002;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5552;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2003;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5553;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2004;45.0;;;;;;;87.0;;;;;;;87.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5554;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2005;64.0;63.0;75.0;80.0;81.0;83.0;84.0;;63.0;75.0;80.0;81.0;83.0;84.0;;0.0;0.0;0.0;0.0;0.0;0.0;;6.0;11.0;13.0;14.0;14.0;14.0;14.0;16.0;92.0;86.0;25.0;11.0;6.0;5.0;3.0;0.0;91.0;84.0;23.0;9.0;5.0;3.0;2.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0
5555;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2006;63.0;60.0;76.0;83.0;86.0;87.0;;;60.0;76.0;83.0;84.0;86.0;;;0.0;0.0;0.0;2.0;2.0;;;5.0;11.0;11.0;11.0;10.0;10.0;11.0;;95.0;84.0;29.0;13.0;8.0;5.0;2.0;;95.0;83.0;27.0;11.0;5.0;3.0;0.0;;0.0;2.0;2.0;2.0;3.0;2.0;2.0;
5556;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2007;66.0;65.0;79.0;82.0;85.0;;;;65.0;79.0;82.0;85.0;;;;0.0;0.0;0.0;0.0;;;;11.0;12.0;11.0;11.0;11.0;11.0;;;89.0;88.0;24.0;11.0;8.0;5.0;;;89.0;86.0;23.0;9.0;6.0;3.0;;;0.0;2.0;2.0;2.0;2.0;2.0;;
5557;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2008;86.0;50.0;79.0;85.0;;;;;50.0;79.0;85.0;;;;;0.0;0.0;0.0;;;;;3.0;2.0;10.0;10.0;8.0;;;;97.0;95.0;40.0;10.0;7.0;;;;97.0;94.0;38.0;9.0;5.0;;;;0.0;1.0;1.0;1.0;2.0;;;
5558;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2009;94.0;53.0;64.0;;;;;;53.0;64.0;;;;;;0.0;0.0;;;;;;11.0;18.0;22.0;21.0;;;;;89.0;82.0;24.0;15.0;;;;;85.0;78.0;22.0;13.0;;;;;4.0;4.0;2.0;2.0;;;;
5559;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2010;80.0;58.0;;;;;;;58.0;;;;;;;0.0;;;;;;;6.0;8.0;9.0;;;;;;94.0;91.0;34.0;;;;;;94.0;91.0;34.0;;;;;;0.0;0.0;0.0;;;;;
5560;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2011;110.0;;;;;;;;;;;;;;;;;;;;;;7.0;8.0;;;;;;;93.0;91.0;;;;;;;92.0;89.0;;;;;;;1.0;2.0;;;;;;
5561;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2012;149.0;;;;;;;;;;;;;;;;;;;;;;7.0;;;;;;;;93.0;;;;;;;;93.0;;;;;;;;0.0;;;;;;;
5562;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5563;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5564;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5565;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5566;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5567;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5568;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5569;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2002;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5570;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2003;25.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5571;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2004;28.0;;;;;;;71.0;;;;;;;71.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5572;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2005;42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5573;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2006;45.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5574;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2007;67.0;33.0;58.0;64.0;64.0;;;;33.0;58.0;64.0;64.0;;;;0.0;0.0;0.0;0.0;;;;30.0;31.0;33.0;36.0;36.0;36.0;;;70.0;69.0;34.0;6.0;0.0;0.0;;;70.0;67.0;33.0;6.0;0.0;0.0;;;0.0;1.0;1.0;0.0;0.0;0.0;;
5575;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2008;62.0;53.0;77.0;81.0;;;;;53.0;77.0;81.0;;;;;0.0;0.0;0.0;;;;;13.0;15.0;16.0;18.0;18.0;;;;87.0;85.0;31.0;5.0;2.0;;;;87.0;85.0;29.0;5.0;2.0;;;;0.0;0.0;2.0;0.0;0.0;;;
5576;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2009;33.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5577;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2010;38.0;21.0;;;;;;;21.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5578;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2011;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5579;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2012;45.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5580;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5581;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5582;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5583;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5584;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5585;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5586;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5587;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2002;58.0;43.0;64.0;71.0;74.0;78.0;81.0;81.0;43.0;64.0;71.0;74.0;76.0;76.0;78.0;0.0;0.0;0.0;0.0;2.0;5.0;3.0;7.0;10.0;14.0;12.0;12.0;16.0;19.0;19.0;93.0;90.0;43.0;24.0;17.0;10.0;3.0;0.0;91.0;84.0;40.0;19.0;14.0;5.0;0.0;0.0;2.0;5.0;3.0;5.0;3.0;5.0;3.0;0.0
5588;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2003;82.0;33.0;59.0;62.0;70.0;73.0;76.0;76.0;33.0;57.0;61.0;70.0;71.0;73.0;73.0;0.0;1.0;1.0;0.0;2.0;2.0;2.0;17.0;24.0;24.0;23.0;23.0;23.0;23.0;23.0;83.0;76.0;43.0;18.0;15.0;7.0;4.0;1.0;82.0;73.0;39.0;16.0;12.0;5.0;4.0;1.0;1.0;2.0;4.0;2.0;2.0;2.0;0.0;0.0
5589;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2004;406.0;60.0;79.0;85.0;87.0;88.0;89.0;89.0;60.0;79.0;85.0;86.0;87.0;89.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;7.0;8.0;9.0;8.0;9.0;10.0;10.0;93.0;93.0;32.0;12.0;7.0;4.0;2.0;1.0;93.0;92.0;31.0;11.0;7.0;4.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
5590;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2005;523.0;55.0;75.0;81.0;84.0;85.0;86.0;;55.0;75.0;80.0;83.0;84.0;84.0;;0.0;0.0;1.0;1.0;1.0;2.0;;6.0;10.0;11.0;11.0;11.0;12.0;12.0;12.0;94.0;89.0;33.0;14.0;8.0;4.0;4.0;1.0;93.0;87.0;31.0;12.0;7.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
5591;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2006;578.0;56.0;77.0;83.0;87.0;89.0;;;56.0;77.0;83.0;86.0;88.0;;;0.0;0.0;0.0;1.0;1.0;;;6.0;8.0;8.0;8.0;8.0;9.0;9.0;;94.0;91.0;35.0;15.0;9.0;4.0;2.0;;93.0;89.0;33.0;13.0;7.0;3.0;2.0;;1.0;2.0;2.0;2.0;2.0;1.0;1.0;
5592;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2007;676.0;59.0;79.0;85.0;88.0;;;;59.0;79.0;84.0;86.0;;;;0.0;0.0;1.0;1.0;;;;7.0;9.0;8.0;8.0;9.0;9.0;;;93.0;91.0;33.0;13.0;6.0;3.0;;;92.0;89.0;31.0;11.0;4.0;2.0;;;1.0;2.0;3.0;3.0;2.0;1.0;;
5593;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2008;739.0;53.0;81.0;86.0;;;;;53.0;81.0;85.0;;;;;0.0;0.0;0.0;;;;;5.0;6.0;8.0;8.0;8.0;;;;95.0;93.0;39.0;11.0;6.0;;;;94.0;92.0;37.0;9.0;4.0;;;;1.0;1.0;2.0;2.0;2.0;;;
5594;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2009;1081.0;63.0;80.0;;;;;;62.0;80.0;;;;;;0.0;0.0;;;;;;6.0;7.0;8.0;9.0;;;;;94.0;92.0;29.0;11.0;;;;;92.0;90.0;28.0;9.0;;;;;1.0;2.0;2.0;1.0;;;;
5595;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2010;1050.0;62.0;;;;;;;62.0;;;;;;;0.0;;;;;;;5.0;8.0;9.0;;;;;;95.0;92.0;29.0;;;;;;94.0;91.0;28.0;;;;;;1.0;1.0;1.0;;;;;
5596;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2011;1050.0;;;;;;;;;;;;;;;;;;;;;;6.0;7.0;;;;;;;94.0;93.0;;;;;;;93.0;91.0;;;;;;;1.0;2.0;;;;;;
5597;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Totaal herkomstgroepering;Startjaar 2012;1403.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;94.0;;;;;;;;93.0;;;;;;;;1.0;;;;;;;
5598;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Autochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5599;Totaal mannen en vrouwen;Vooropleidingen totaal;200 Vrije kunsten en wetenschappen;Voltijd;Autochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
