ID;SIC2008;ClassificationOfOccupation;Periods;NewVacancies_1
5294;J Information and communication;033 Sales workers;2020;
5295;J Information and communication;033 Sales workers;2021;
5296;J Information and communication;033 Sales workers;2022;
5297;J Information and communication;033 Sales workers;2023;
5298;J Information and communication;04 Business and administrative occup...;2018;8.6
5299;J Information and communication;04 Business and administrative occup...;2019;9.1
5300;J Information and communication;04 Business and administrative occup...;2020;6.8
5301;J Information and communication;04 Business and administrative occup...;2021;10.5
5302;J Information and communication;04 Business and administrative occup...;2022;10.9
5303;J Information and communication;04 Business and administrative occup...;2023;10.0
5304;J Information and communication;041 Business and administration profe...;2018;3.8
5305;J Information and communication;041 Business and administration profe...;2019;4.5
5306;J Information and communication;041 Business and administration profe...;2020;2.9
5307;J Information and communication;041 Business and administration profe...;2021;5.4
5308;J Information and communication;041 Business and administration profe...;2022;6.0
5309;J Information and communication;041 Business and administration profe...;2023;5.4
5310;J Information and communication;042 Business and administration assoc...;2018;
5311;J Information and communication;042 Business and administration assoc...;2019;
5312;J Information and communication;042 Business and administration assoc...;2020;
5313;J Information and communication;042 Business and administration assoc...;2021;
5314;J Information and communication;042 Business and administration assoc...;2022;
5315;J Information and communication;042 Business and administration assoc...;2023;
5316;J Information and communication;043 Clerical support workers;2018;3.3
5317;J Information and communication;043 Clerical support workers;2019;3.0
5318;J Information and communication;043 Clerical support workers;2020;2.4
5319;J Information and communication;043 Clerical support workers;2021;3.3
5320;J Information and communication;043 Clerical support workers;2022;3.1
5321;J Information and communication;043 Clerical support workers;2023;2.9
5322;J Information and communication;05 Managers;2018;
5323;J Information and communication;05 Managers;2019;
5324;J Information and communication;05 Managers;2020;
5325;J Information and communication;05 Managers;2021;
5326;J Information and communication;05 Managers;2022;
5327;J Information and communication;05 Managers;2023;
5328;J Information and communication;052 Administrative and commercial m...;2018;
5329;J Information and communication;052 Administrative and commercial m...;2019;
5330;J Information and communication;052 Administrative and commercial m...;2020;
5331;J Information and communication;052 Administrative and commercial m...;2021;
5332;J Information and communication;052 Administrative and commercial m...;2022;
5333;J Information and communication;052 Administrative and commercial m...;2023;
5334;J Information and communication;053 Production and specialised servic...;2018;
5335;J Information and communication;053 Production and specialised servic...;2019;
5336;J Information and communication;053 Production and specialised servic...;2020;
5337;J Information and communication;053 Production and specialised servic...;2021;
5338;J Information and communication;053 Production and specialised servic...;2022;
5339;J Information and communication;053 Production and specialised servic...;2023;
5340;J Information and communication;06 Public administration, protective...;2018;
5341;J Information and communication;06 Public administration, protective...;2019;
5342;J Information and communication;06 Public administration, protective...;2020;
5343;J Information and communication;06 Public administration, protective...;2021;
5344;J Information and communication;06 Public administration, protective...;2022;
5345;J Information and communication;06 Public administration, protective...;2023;
5346;J Information and communication;061 Legislators and senior officials;2018;
5347;J Information and communication;061 Legislators and senior officials;2019;
5348;J Information and communication;061 Legislators and senior officials;2020;
5349;J Information and communication;061 Legislators and senior officials;2021;
5350;J Information and communication;061 Legislators and senior officials;2022;
5351;J Information and communication;061 Legislators and senior officials;2023;
5352;J Information and communication;062 Legal professionals;2018;
5353;J Information and communication;062 Legal professionals;2019;
5354;J Information and communication;062 Legal professionals;2020;
5355;J Information and communication;062 Legal professionals;2021;
5356;J Information and communication;062 Legal professionals;2022;
5357;J Information and communication;062 Legal professionals;2023;
5358;J Information and communication;07 Technical occupations;2018;
5359;J Information and communication;07 Technical occupations;2019;
5360;J Information and communication;07 Technical occupations;2020;
5361;J Information and communication;07 Technical occupations;2021;
5362;J Information and communication;07 Technical occupations;2022;
5363;J Information and communication;07 Technical occupations;2023;
5364;J Information and communication;072 Science and engineering associate...;2018;
5365;J Information and communication;072 Science and engineering associate...;2019;
5366;J Information and communication;072 Science and engineering associate...;2020;
5367;J Information and communication;072 Science and engineering associate...;2021;
5368;J Information and communication;072 Science and engineering associate...;2022;
5369;J Information and communication;072 Science and engineering associate...;2023;
5370;J Information and communication;073 Building construction workers;2018;
5371;J Information and communication;073 Building construction workers;2019;
5372;J Information and communication;073 Building construction workers;2020;
5373;J Information and communication;073 Building construction workers;2021;
5374;J Information and communication;073 Building construction workers;2022;
5375;J Information and communication;073 Building construction workers;2023;
5376;J Information and communication;074 Metal, machinery and related trad...;2018;
5377;J Information and communication;074 Metal, machinery and related trad...;2019;
5378;J Information and communication;074 Metal, machinery and related trad...;2020;
5379;J Information and communication;074 Metal, machinery and related trad...;2021;
5380;J Information and communication;074 Metal, machinery and related trad...;2022;
5381;J Information and communication;074 Metal, machinery and related trad...;2023;
5382;J Information and communication;076 Electrical and electronics trades...;2018;
5383;J Information and communication;076 Electrical and electronics trades...;2019;
5384;J Information and communication;076 Electrical and electronics trades...;2020;
5385;J Information and communication;076 Electrical and electronics trades...;2021;
5386;J Information and communication;076 Electrical and electronics trades...;2022;
5387;J Information and communication;076 Electrical and electronics trades...;2023;
5388;J Information and communication;08 ICT occupations;2018;20.7
5389;J Information and communication;08 ICT occupations;2019;25.0
5390;J Information and communication;08 ICT occupations;2020;22.1
5391;J Information and communication;08 ICT occupations;2021;28.7
5392;J Information and communication;08 ICT occupations;2022;27.3
5393;J Information and communication;08 ICT occupations;2023;23.0
5394;J Information and communication;081 Information and communications te...;2018;18.9
5395;J Information and communication;081 Information and communications te...;2019;22.7
5396;J Information and communication;081 Information and communications te...;2020;20.3
5397;J Information and communication;081 Information and communications te...;2021;26.1
