ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
3021;Kûbaard;140;Littenseradiel                                  ;21;Friesland    ;ja ;nee;Kûbaard                                          
3022;Kudelstaart;358;Aalsmeer                                        ;27;Noord-Holland;ja ;nee;Kudelstaart                                      
3023;Kuikhorne (ged.);59;Achtkarspelen                                   ;21;Friesland    ;nee;nee;Kuikhorne (ged.)                                 
3024;Kuikhorne (ged.);1891;Dantumadiel                                     ;21;Friesland    ;nee;nee;Kuikhorne (ged.)                                 
3025;Kuilensrode;1667;Reusel-De Mierden                               ;30;Noord-Brabant;nee;nee;Kuilensrode                                      
3026;Kuinre;1708;Steenwijkerland                                 ;23;Overijssel   ;ja ;nee;Kuinre                                           
3027;Kuitaart;677;Hulst                                           ;29;Zeeland      ;ja ;nee;Kuitaart                                         
3028;Kuivezand;1655;Halderberge                                     ;30;Noord-Brabant;nee;nee;Kuivezand                                        
3029;Kulsdom;1859;Berkelland                                      ;25;Gelderland   ;nee;nee;Kulsdom                                          
3030;Kunrade;986;Voerendaal                                      ;31;Limburg      ;nee;nee;Kunrade                                          
3031;Kuttingen;1729;Gulpen-Wittem                                   ;31;Limburg      ;nee;nee;Kuttingen                                        
3032;Kuzemer;15;Grootegast                                      ;20;Groningen    ;nee;nee;Kuzemer                                          
3033;Kuzemerbalk;15;Grootegast                                      ;20;Groningen    ;nee;nee;Kuzemerbalk                                      
3034;Kwaalburg;1723;Alphen-Chaam                                    ;30;Noord-Brabant;nee;nee;Kwaalburg                                        
3035;Kwadendamme;654;Borsele                                         ;29;Zeeland      ;ja ;nee;Kwadendamme                                      
3036;Kwadijk;478;Zeevang                                         ;27;Noord-Holland;ja ;nee;Kwadijk                                          
3037;Kwakel, De;451;Uithoorn                                        ;27;Noord-Holland;ja ;nee;Kwakel, De                                       
3038;Kwartier;1709;Moerdijk                                        ;30;Noord-Brabant;nee;nee;Kwartier                                         
3039;Kwintsheul;1783;Westland                                        ;28;Zuid-Holland ;ja ;nee;Kwintsheul                                       
3040;Laag Zuthem;177;Raalte                                          ;23;Overijssel   ;ja ;nee;Laag Zuthem                                      
3041;Laag-Blokland;693;Graafstroom                                     ;28;Zuid-Holland ;nee;nee;Laag-Blokland                                    
3042;Laag-Caestert;905;Eijsden                                         ;31;Limburg      ;nee;nee;Laag-Caestert                                    
3043;Laag-Dalem;512;Gorinchem                                       ;28;Zuid-Holland ;nee;nee;Laag-Dalem                                       
3044;Laag-Dalen;733;Lingewaal                                       ;25;Gelderland   ;nee;nee;Laag-Dalen                                       
3045;Laageinde;236;Geldermalsen                                    ;25;Gelderland   ;nee;nee;Laageinde                                        
3046;Laaghalen;1731;Midden-Drenthe                                  ;22;Drenthe      ;nee;nee;Laaghalen                                        
3047;Laaghalerveen;1731;Midden-Drenthe                                  ;22;Drenthe      ;nee;nee;Laaghalerveen                                    
3048;Laag-Keppel;1876;Bronckhorst                                     ;25;Gelderland   ;ja ;nee;Laag-Keppel                                      
3049;Laagnieuwkoop;344;Utrecht                                         ;26;Utrecht      ;nee;nee;Laagnieuwkoop                                    
3050;Laagraven;356;Nieuwegein                                      ;26;Utrecht      ;nee;nee;Laagraven                                        
3051;Laag-Soeren (ged.);213;Brummen                                         ;25;Gelderland   ;nee;nee;Laag-Soeren (ged.)                               
3052;Laag-Soeren (ged.);275;Rheden                                          ;25;Gelderland   ;ja ;nee;Laag-Soeren (ged.)                               
3053;Laak;1641;Maasgouw                                        ;31;Limburg      ;nee;nee;Laak                                             
3054;Laak;1640;Leudal                                          ;31;Limburg      ;nee;nee;Laak                                             
3055;Laan, De;779;Geertruidenberg                                 ;30;Noord-Brabant;nee;nee;Laan, De                                         
3056;Laar;788;Haaren                                          ;30;Noord-Brabant;nee;nee;Laar                                             
3057;Laar;845;Sint-Michielsgestel                             ;30;Noord-Brabant;nee;nee;Laar                                             
3058;Laar;855;Tilburg                                         ;30;Noord-Brabant;nee;nee;Laar                                             
3059;Laar;951;Nuth                                            ;31;Limburg      ;nee;nee;Laar                                             
3060;Laar;988;Weert                                           ;31;Limburg      ;nee;nee;Laar                                             
