ID;WijkenEnBuurten1995;Regioaanduiding_1;Gemeentenaam_2;Gemeentecode_3;Wijkcode_4;Stedelijkheid_5;Buurtcode_6;OmgevingsadressendichtheidPerKm2_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;AantalInwoners_10;Mannen_11;Vrouwen_12;Leeftijd014Jaar_13;Leeftijd1524Jaar_14;Leeftijd2544Jaar_15;Leeftijd4564Jaar_16;Leeftijd65JaarEnOuder_17;AantalGezinnen_18;NietInGezinsverbandLevendePersonen_19;GezinnenMetKinderen_20;GemiddeldeGezinsgrootte_21;Bevolkingsdichtheid_22;Allochtonen_23;GemiddeldBesteedbaarInkomenPerInw_24;GemiddeldInkomenPerInkomensontvanger_25;InkomensontvangersMetLaagInkomen_26;InkomensontvangersMetHoogInkomen_27;NietActieveInkomensontvangers_28;TotaleOppervlakteInKm2_29;OppervlakteLandInKm2_30;Woningvoorraad_31;AantalVestigingenVanBedrijven_32;Nijverheid_33;TotaalCommercieleDienstverlening_34;Groothandel_35;Detailhandel_36;Horeca_37;OverigeDienstverlening_38;ZakelijkeDienstverlening_39;OverigeDienstverlening_40
9519;6640600;B;Goes                                    ;664;06;5.0;00;202.0;4472.0;1.0;1080;540;530;18.0;12.0;31.0;29.0;11.0;320.0;11.0;59.0;3.0;980;;8871.0;13636.0;37.0;21.0;19.0;1.1;1.1;420;3;;;;;;;;
9520;6640608;B;Goes                                    ;664;06;5.0;08;454.0;4463.0;5.0;100;50;50;25.0;;29.0;24.0;;30.0;15.0;;;30;;6353.0;13023.0;;;;3.7;3.5;20;1;;;;;;;;
9521;6640609;B;Goes                                    ;664;06;5.0;09;135.0;4458.0;4.0;70;40;30;;19.0;29.0;31.0;;20.0;;;;10;;10233.0;14997.0;49.0;38.0;;5.1;5.1;30;1;;;;;;;;
9522;668;G;West Maas en Waal                       ;668;  ;5.0;  ;279.0;;;17630;8860;8770;18.0;12.0;32.0;24.0;13.0;4810.0;15.0;65.0;3.1;230;0.0;8440.0;13046.0;41.0;18.0;16.0;85.2;78.5;6430;7;28.0;57.0;9.0;18.0;7.0;15.0;7.0;16.0
9523;66800;W;West Maas en Waal                       ;668;00;5.0;  ;382.0;;;10330;5090;5240;18.0;12.0;33.0;23.0;14.0;2780.0;16.0;65.0;3.1;350;0.0;8486.0;13092.0;41.0;18.0;15.0;30.5;28.9;3750;6;28.0;57.0;8.0;19.0;6.0;15.0;7.0;16.0
9524;6680000;B;West Maas en Waal                       ;668;00;5.0;00;203.0;6659.0;1.0;2180;1060;1130;21.0;11.0;33.0;20.0;14.0;580.0;15.0;67.0;3.2;1190;1.0;8508.0;13409.0;42.0;20.0;12.0;1.9;1.8;770;4;26.0;53.0;7.0;13.0;5.0;21.0;11.0;17.0
9525;6680001;B;West Maas en Waal                       ;668;00;4.0;01;542.0;6658.0;1.0;4780;2350;2440;17.0;13.0;31.0;24.0;15.0;1290.0;17.0;64.0;3.1;2980;0.0;8871.0;13228.0;40.0;18.0;16.0;1.6;1.6;1770;6;27.0;61.0;9.0;24.0;6.0;12.0;6.0;16.0
9526;6680002;B;West Maas en Waal                       ;668;00;5.0;02;202.0;6657.0;1.0;1640;800;840;19.0;13.0;34.0;21.0;13.0;440.0;14.0;66.0;3.2;1350;;7692.0;12161.0;47.0;13.0;15.0;1.2;1.2;600;3;;;;;;;;
9527;6680003;B;West Maas en Waal                       ;668;00;5.0;03;365.0;6658.0;1.0;220;110;100;23.0;;41.0;20.0;;60.0;18.0;73.0;3.2;770;;8236.0;15655.0;;;;0.3;0.3;50;2;;;;;;;;
9528;6680004;B;West Maas en Waal                       ;668;00;5.0;04;171.0;6657.0;1.0;340;160;190;17.0;14.0;28.0;28.0;13.0;100.0;10.0;68.0;3.2;180;;7669.0;13160.0;34.0;17.0;;1.9;1.9;110;3;;;;;;;;
9529;6680005;B;West Maas en Waal                       ;668;00;5.0;05;476.0;6658.0;1.0;650;340;310;19.0;8.0;47.0;18.0;8.0;170.0;22.0;66.0;3.0;650;;8599.0;13250.0;38.0;16.0;21.0;1.0;1.0;290;2;;;;;;;;
9530;6680006;B;West Maas en Waal                       ;668;00;5.0;06;76.0;6657.0;1.0;60;30;30;27.0;;30.0;25.0;;20.0;;;;20;;;;;;;3.3;3.3;20;1;;;;;;;;
9531;6680007;B;West Maas en Waal                       ;668;00;5.0;07;105.0;6659.0;1.0;220;120;110;15.0;11.0;34.0;26.0;14.0;60.0;17.0;69.0;3.0;30;;8735.0;12683.0;42.0;;;8.4;8.3;60;1;;;;;;;;
9532;6680008;B;West Maas en Waal                       ;668;00;;08;;;;0;0;0;;;;;;0.0;;;;0;;;;;;;3.4;2.6;0;1;;;;;;;;
9533;6680009;B;West Maas en Waal                       ;668;00;5.0;09;230.0;6658.0;1.0;210;100;110;17.0;13.0;25.0;26.0;19.0;60.0;16.0;57.0;3.0;40;;7397.0;11458.0;63.0;;;6.0;6.0;80;2;;;;;;;;
9534;6680010;B;West Maas en Waal                       ;668;00;5.0;10;269.0;6659.0;1.0;0;10;0;;;;;;10.0;;;;10;;;;;;;1.4;0.7;10;1;;;;;;;;
9535;66801;W;West Maas en Waal                       ;668;01;5.0;  ;104.0;;;2880;1450;1420;18.0;13.0;32.0;25.0;12.0;790.0;14.0;66.0;3.2;140;;8055.0;12865.0;43.0;17.0;19.0;21.8;20.3;1040;4;25.0;55.0;8.0;16.0;8.0;20.0;7.0;17.0
9536;6680100;B;West Maas en Waal                       ;668;01;5.0;00;118.0;6627.0;1.0;740;370;370;17.0;14.0;31.0;27.0;10.0;200.0;15.0;65.0;3.1;1120;;8440.0;13114.0;44.0;21.0;27.0;0.8;0.7;290;3;;;;;;;;
9537;6680101;B;West Maas en Waal                       ;668;01;5.0;01;136.0;6626.0;1.0;1000;500;510;19.0;11.0;32.0;24.0;14.0;290.0;13.0;63.0;3.1;1120;;8213.0;12751.0;44.0;14.0;20.0;1.0;0.9;380;3;;;;;;;;
9538;6680102;B;West Maas en Waal                       ;668;01;5.0;02;54.0;6626.0;1.0;390;210;180;17.0;17.0;32.0;23.0;12.0;100.0;14.0;73.0;3.3;300;;6988.0;12048.0;41.0;;19.0;1.5;1.3;140;3;;;;;;;;
9539;6680106;B;West Maas en Waal                       ;668;01;5.0;06;67.0;6627.0;1.0;280;150;140;17.0;13.0;31.0;29.0;10.0;70.0;17.0;67.0;3.1;200;;7329.0;13886.0;27.0;23.0;;1.6;1.4;90;1;;;;;;;;
9540;6680107;B;West Maas en Waal                       ;668;01;5.0;07;57.0;6627.0;1.0;160;80;80;19.0;15.0;25.0;27.0;13.0;40.0;10.0;;;20;;7510.0;11571.0;52.0;;;7.6;7.2;50;1;;;;;;;;
9541;6680108;B;West Maas en Waal                       ;668;01;5.0;08;45.0;6626.0;1.0;30;20;10;;;;;;10.0;;;;10;;;;;;;3.2;3.2;10;1;;;;;;;;
9542;6680109;B;West Maas en Waal                       ;668;01;5.0;09;89.0;6626.0;1.0;260;130;130;22.0;11.0;35.0;25.0;8.0;70.0;9.0;64.0;3.2;40;;8849.0;13863.0;41.0;21.0;;6.0;5.6;80;1;;;;;;;;
9543;66802;W;West Maas en Waal                       ;668;02;5.0;  ;54.0;;;1260;690;580;20.0;12.0;34.0;24.0;11.0;330.0;15.0;65.0;3.2;110;;8849.0;14158.0;34.0;24.0;12.0;14.3;12.0;450;3;;;;;;;;
9544;6680200;B;West Maas en Waal                       ;668;02;5.0;00;69.0;6629.0;1.0;600;310;290;24.0;9.0;38.0;21.0;8.0;160.0;14.0;67.0;3.4;840;;9416.0;14589.0;28.0;23.0;13.0;0.8;0.7;230;3;;;;;;;;
9545;6680201;B;West Maas en Waal                       ;668;02;5.0;01;46.0;6628.0;1.0;320;160;150;21.0;14.0;32.0;23.0;10.0;80.0;14.0;72.0;3.3;760;;7624.0;14725.0;36.0;34.0;;0.4;0.4;120;1;;;;;;;;
9546;6680202;B;West Maas en Waal                       ;668;02;5.0;02;25.0;6629.0;1.0;100;50;50;;11.0;33.0;31.0;;30.0;22.0;;;130;;10777.0;14952.0;;;;0.8;0.7;50;1;;;;;;;;
9547;6680203;B;West Maas en Waal                       ;668;02;5.0;03;34.0;6628.0;1.0;120;80;50;18.0;14.0;27.0;30.0;11.0;40.0;13.0;;;210;;8781.0;14226.0;36.0;;;0.6;0.6;40;1;;;;;;;;
9548;6680207;B;West Maas en Waal                       ;668;02;5.0;07;41.0;6629.0;1.0;50;20;20;;;;;;20.0;;;;30;;;;;;;1.7;1.5;10;1;;;;;;;;
9549;6680208;B;West Maas en Waal                       ;668;02;5.0;08;34.0;6628.0;2.0;60;30;20;;20.0;18.0;42.0;;10.0;17.0;;;0;;;;;;;7.3;7.2;10;1;;;;;;;;
9550;6680209;B;West Maas en Waal                       ;668;02;5.0;09;88.0;6629.0;5.0;10;10;0;;;;;;10.0;;;;20;;;;;;;2.8;0.8;0;1;;;;;;;;
9551;66803;W;West Maas en Waal                       ;668;03;5.0;  ;212.0;;;3170;1630;1540;18.0;13.0;31.0;26.0;13.0;910.0;13.0;63.0;3.1;180;1.0;8486.0;12706.0;42.0;17.0;18.0;18.5;17.4;1170;5;32.0;56.0;13.0;17.0;4.0;12.0;7.0;15.0
9552;6680300;B;West Maas en Waal                       ;668;03;5.0;00;266.0;6621.0;1.0;1890;950;940;17.0;14.0;30.0;24.0;15.0;540.0;14.0;62.0;3.0;2170;1.0;8508.0;12343.0;44.0;16.0;19.0;0.9;0.9;720;4;20.0;62.0;11.0;22.0;7.0;17.0;6.0;16.0
9553;6680306;B;West Maas en Waal                       ;668;03;5.0;06;87.0;6621.0;1.0;520;270;250;15.0;11.0;30.0;32.0;11.0;160.0;13.0;61.0;2.9;170;;8849.0;13387.0;40.0;17.0;20.0;3.1;3.0;210;3;;;;;;;;
9554;6680307;B;West Maas en Waal                       ;668;03;5.0;07;173.0;6621.0;1.0;620;320;290;21.0;11.0;34.0;25.0;10.0;170.0;10.0;69.0;3.2;270;;8849.0;14294.0;34.0;24.0;15.0;2.3;2.3;220;3;;;;;;;;
9555;6680308;B;West Maas en Waal                       ;668;03;5.0;08;114.0;6621.0;1.0;10;10;10;;;;;;0.0;;;;10;;;;;;;3.4;2.5;0;1;;;;;;;;
9556;6680309;B;West Maas en Waal                       ;668;03;5.0;09;50.0;6621.0;1.0;130;70;60;27.0;;30.0;28.0;;40.0;;;;20;;5400.0;9711.0;55.0;;;8.8;8.8;30;1;;;;;;;;
9557;675;G;Hontenisse                              ;675;  ;5.0;  ;173.0;;;7790;3940;3850;16.0;12.0;31.0;24.0;16.0;2160.0;17.0;60.0;3.0;100;1.0;8826.0;13500.0;40.0;20.0;16.0;112.0;76.1;3130;6;25.0;59.0;6.0;16.0;14.0;16.0;5.0;18.0
9558;67500;W;Hontenisse                              ;675;00;5.0;  ;299.0;;;3400;1700;1710;16.0;11.0;31.0;24.0;19.0;960.0;17.0;58.0;2.9;250;1.0;9030.0;13432.0;40.0;19.0;17.0;13.7;13.6;1370;5;23.0;63.0;7.0;16.0;16.0;14.0;4.0;20.0
9559;6750000;B;Hontenisse                              ;675;00;5.0;00;356.0;4587.0;1.0;2840;1400;1440;15.0;11.0;30.0;23.0;20.0;800.0;18.0;57.0;2.9;2210;1.0;9076.0;13477.0;40.0;19.0;18.0;1.3;1.3;1150;4;19.0;62.0;5.0;18.0;14.0;19.0;4.0;21.0
9560;6750001;B;Hontenisse                              ;675;00;5.0;01;35.0;4588.0;1.0;160;90;90;16.0;14.0;37.0;19.0;14.0;40.0;13.0;;;790;;8939.0;11685.0;49.0;;;0.2;0.2;70;1;;;;;;;;
9561;6750009;B;Hontenisse                              ;675;00;5.0;09;66.0;4588.0;5.0;400;220;180;18.0;12.0;32.0;29.0;9.0;110.0;13.0;59.0;3.0;40;;8713.0;13976.0;38.0;18.0;16.0;12.2;12.1;150;3;;;;;;;;
9562;67501;W;Hontenisse                              ;675;01;5.0;  ;54.0;;;920;460;460;19.0;11.0;30.0;22.0;17.0;250.0;16.0;60.0;3.1;60;2.0;8645.0;13364.0;37.0;19.0;12.0;14.7;14.6;370;3;;;;;;;;
9563;6750100;B;Hontenisse                              ;675;01;5.0;00;77.0;4586.0;1.0;480;250;240;22.0;11.0;30.0;21.0;17.0;130.0;14.0;64.0;3.2;1930;4.0;8281.0;13908.0;36.0;20.0;;0.3;0.3;190;2;;;;;;;;
9564;6750101;B;Hontenisse                              ;675;01;5.0;01;37.0;4584.0;2.0;110;60;60;;;32.0;17.0;33.0;40.0;20.0;;;630;;7805.0;10981.0;56.0;;;0.2;0.2;50;1;;;;;;;;
9565;6750108;B;Hontenisse                              ;675;01;5.0;08;43.0;4584.0;5.0;170;80;90;18.0;11.0;32.0;32.0;8.0;50.0;15.0;;;20;;9234.0;13840.0;;;;6.9;6.8;60;1;;;;;;;;
9566;6750109;B;Hontenisse                              ;675;01;5.0;09;20.0;4587.0;1.0;150;80;70;18.0;15.0;31.0;20.0;16.0;30.0;19.0;;;20;;9915.0;12978.0;42.0;;;7.4;7.4;60;1;;;;;;;;
9567;67502;W;Hontenisse                              ;675;02;5.0;  ;45.0;;;460;240;220;14.0;12.0;33.0;24.0;16.0;130.0;19.0;60.0;2.9;80;;8690.0;12434.0;43.0;16.0;16.0;5.5;5.5;200;2;;;;;;;;
9568;6750200;B;Hontenisse                              ;675;02;5.0;00;54.0;4583.0;1.0;310;150;150;14.0;14.0;33.0;24.0;16.0;80.0;21.0;61.0;2.9;1950;;9008.0;12683.0;37.0;;;0.2;0.2;150;1;;;;;;;;
9569;6750209;B;Hontenisse                              ;675;02;5.0;09;31.0;4583.0;2.0;160;90;70;16.0;9.0;34.0;26.0;15.0;50.0;15.0;;;30;;8168.0;12002.0;53.0;;;5.4;5.4;60;1;;;;;;;;
9570;67503;W;Hontenisse                              ;675;03;5.0;  ;147.0;;;2140;1100;1040;15.0;14.0;31.0;26.0;13.0;590.0;17.0;62.0;3.0;100;;8735.0;13931.0;39.0;22.0;15.0;22.1;21.7;840;3;;;;;;;;
9571;6750300;B;Hontenisse                              ;675;03;5.0;00;178.0;4581.0;1.0;1700;860;840;15.0;15.0;31.0;26.0;13.0;460.0;18.0;62.0;3.0;1690;;8622.0;13409.0;41.0;20.0;17.0;1.0;1.0;670;3;;;;;;;;
9572;6750309;B;Hontenisse                              ;675;03;5.0;09;40.0;4581.0;5.0;440;230;220;17.0;13.0;31.0;25.0;14.0;130.0;14.0;62.0;3.0;20;;9121.0;15973.0;31.0;30.0;;21.1;20.6;180;1;;;;;;;;
9573;67504;W;Hontenisse                              ;675;04;5.0;  ;56.0;;;540;280;260;17.0;14.0;32.0;24.0;12.0;140.0;19.0;63.0;3.1;50;;8599.0;13681.0;42.0;21.0;13.0;9.8;9.6;210;2;;;;;;;;
9574;6750400;B;Hontenisse                              ;675;04;5.0;00;65.0;4585.0;1.0;350;180;170;14.0;13.0;30.0;27.0;16.0;90.0;26.0;58.0;2.8;2140;;9734.0;13954.0;42.0;21.0;;0.2;0.2;160;1;;;;;;;;
9575;6750409;B;Hontenisse                              ;675;04;5.0;09;31.0;4585.0;1.0;180;110;90;23.0;;36.0;19.0;;50.0;8.0;;;20;;6739.0;12955.0;41.0;;;9.6;9.4;50;1;;;;;;;;
9576;67505;W;Hontenisse                              ;675;05;5.0;  ;34.0;;;330;170;150;17.0;10.0;33.0;24.0;16.0;90.0;20.0;66.0;3.0;30;;8213.0;12955.0;51.0;21.0;;11.2;11.2;130;2;;;;;;;;
9577;6750500;B;Hontenisse                              ;675;05;5.0;00;40.0;4589.0;1.0;130;70;60;15.0;10.0;34.0;21.0;21.0;30.0;24.0;;;1060;;8849.0;13931.0;48.0;;;0.1;0.1;60;1;;;;;;;;
9578;6750509;B;Hontenisse                              ;675;05;5.0;09;29.0;4589.0;1.0;200;110;100;19.0;10.0;33.0;26.0;12.0;50.0;17.0;67.0;3.1;20;;7510.0;11889.0;54.0;;;11.0;11.0;80;1;;;;;;;;
9579;677;G;Hulst                                   ;677;  ;5.0;  ;461.0;;;18870;9350;9510;17.0;12.0;31.0;25.0;16.0;5200.0;19.0;60.0;2.9;150;1.0;8645.0;13250.0;44.0;20.0;17.0;137.9;125.9;7730;7;16.0;69.0;8.0;28.0;10.0;15.0;5.0;18.0
9580;67700;W;Hulst                                   ;677;00;4.0;  ;603.0;;;13280;6490;6790;17.0;12.0;31.0;24.0;16.0;3670.0;18.0;60.0;2.9;370;1.0;8758.0;13523.0;42.0;21.0;15.0;36.4;35.5;5390;7;14.0;71.0;7.0;29.0;11.0;14.0;6.0;18.0
9581;6770000;B;Hulst                                   ;677;00;4.0;00;761.0;4561.0;1.0;1180;530;650;9.0;10.0;26.0;26.0;29.0;300.0;33.0;47.0;2.6;2950;;9575.0;12411.0;44.0;13.0;15.0;0.5;0.4;670;6;7.0;83.0;2.0;44.0;18.0;9.0;5.0;15.0
9582;6770001;B;Hulst                                   ;677;00;4.0;01;733.0;4561.0;1.0;6940;3390;3550;18.0;13.0;29.0;24.0;16.0;1920.0;17.0;62.0;3.0;2430;1.0;8531.0;13613.0;43.0;22.0;16.0;2.9;2.9;2640;5;16.0;49.0;6.0;12.0;5.0;35.0;9.0;16.0
9583;6770002;B;Hulst                                   ;677;00;5.0;02;141.0;4561.0;1.0;120;70;50;11.0;12.0;25.0;35.0;16.0;30.0;20.0;;;130;;;;;;;0.9;0.9;50;1;;;;;;;;
9584;6770003;B;Hulst                                   ;677;00;4.0;03;523.0;4561.0;1.0;1360;660;690;19.0;10.0;42.0;21.0;9.0;390.0;15.0;60.0;2.9;870;;9121.0;14044.0;33.0;21.0;9.0;1.6;1.6;530;4;10.0;82.0;11.0;32.0;11.0;8.0;7.0;21.0
9585;6770004;B;Hulst                                   ;677;00;5.0;04;383.0;4564.0;1.0;2940;1450;1490;18.0;11.0;34.0;23.0;14.0;810.0;18.0;61.0;3.0;1390;0.0;8803.0;13477.0;41.0;20.0;16.0;2.1;2.1;1190;4;26.0;56.0;8.0;13.0;4.0;18.0;8.0;24.0
9586;6770005;B;Hulst                                   ;677;00;5.0;05;105.0;4565.0;1.0;360;180;170;11.0;15.0;28.0;26.0;21.0;110.0;15.0;57.0;2.8;720;;9643.0;14271.0;35.0;24.0;;0.5;0.5;150;3;;;;;;;;
9587;6770006;B;Hulst                                   ;677;00;5.0;06;17.0;4561.0;1.0;180;90;80;11.0;15.0;28.0;33.0;12.0;50.0;13.0;62.0;3.0;230;;10392.0;14589.0;37.0;;;0.8;0.8;80;1;;;;;;;;
9588;6770009;B;Hulst                                   ;677;00;5.0;09;51.0;4561.0;1.0;220;120;100;20.0;;32.0;28.0;;60.0;13.0;77.0;3.3;10;;5627.0;13613.0;;30.0;;27.1;26.4;70;1;;;;;;;;
9589;67701;W;Hulst                                   ;677;01;5.0;  ;75.0;;;960;510;460;15.0;12.0;30.0;29.0;14.0;260.0;19.0;62.0;3.0;40;;8236.0;13092.0;46.0;20.0;10.0;23.6;23.3;500;3;;;;;;;;
9590;6770100;B;Hulst                                   ;677;01;5.0;00;105.0;4569.0;1.0;560;290;260;14.0;12.0;31.0;27.0;16.0;150.0;20.0;64.0;3.0;1660;;7646.0;12411.0;47.0;16.0;11.0;0.3;0.3;280;2;;;;;;;;
9591;6770101;B;Hulst                                   ;677;01;5.0;01;22.0;4569.0;1.0;100;50;40;;15.0;25.0;35.0;;30.0;14.0;;;230;;;;;;;0.4;0.4;40;1;;;;;;;;
9592;6770102;B;Hulst                                   ;677;01;5.0;02;36.0;4569.0;1.0;70;40;30;;;20.0;39.0;23.0;20.0;30.0;;;680;;;;;;;0.1;0.1;70;1;;;;;;;;
9593;6770109;B;Hulst                                   ;677;01;5.0;09;40.0;4569.0;2.0;230;120;110;20.0;12.0;34.0;28.0;7.0;70.0;14.0;60.0;3.1;10;;9960.0;15066.0;42.0;29.0;;22.8;22.5;110;1;;;;;;;;
9594;67702;W;Hulst                                   ;677;02;5.0;  ;241.0;;;2490;1260;1230;16.0;11.0;33.0;25.0;15.0;650.0;24.0;60.0;2.9;240;1.0;8168.0;11798.0;53.0;13.0;31.0;10.2;10.2;930;4;16.0;67.0;9.0;27.0;8.0;17.0;1.0;21.0
9595;6770200;B;Hulst                                   ;677;02;5.0;00;242.0;4567.0;1.0;2470;1240;1220;16.0;11.0;33.0;25.0;15.0;630.0;24.0;60.0;2.9;1450;1.0;8168.0;11798.0;53.0;13.0;31.0;1.7;1.7;930;4;16.0;67.0;9.0;27.0;8.0;17.0;1.0;21.0
9596;6770209;B;Hulst                                   ;677;02;5.0;09;192.0;4567.0;1.0;20;10;10;;;;;;10.0;;;;0;;;;;;;8.5;8.5;10;1;;;;;;;;
9597;67703;W;Hulst                                   ;677;03;5.0;  ;100.0;;;1030;520;500;18.0;10.0;29.0;25.0;19.0;300.0;16.0;59.0;2.9;20;;8100.0;12524.0;50.0;20.0;;50.4;50.1;460;3;;;;;;;;
9598;6770300;B;Hulst                                   ;677;03;5.0;00;123.0;4568.0;1.0;800;400;400;16.0;9.0;29.0;24.0;22.0;230.0;18.0;56.0;2.8;2480;;8418.0;12297.0;51.0;17.0;;0.3;0.3;370;3;;;;;;;;
9599;6770309;B;Hulst                                   ;677;03;5.0;09;10.0;4568.0;2.0;220;120;100;22.0;15.0;27.0;28.0;8.0;60.0;8.0;67.0;3.2;0;;6988.0;13250.0;44.0;30.0;;50.0;49.8;90;1;;;;;;;;
9600;67704;W;Hulst                                   ;677;04;5.0;  ;108.0;;;1110;560;540;16.0;12.0;31.0;27.0;14.0;320.0;13.0;58.0;3.0;170;;9461.0;13750.0;44.0;22.0;16.0;6.5;6.5;450;3;;;;;;;;
9601;6770400;B;Hulst                                   ;677;04;5.0;00;111.0;4566.0;1.0;1060;540;520;16.0;12.0;31.0;27.0;14.0;320.0;13.0;57.0;2.9;600;;9507.0;13704.0;44.0;22.0;16.0;1.8;1.8;440;3;;;;;;;;
9602;6770409;B;Hulst                                   ;677;04;5.0;09;12.0;4561.0;6.0;50;20;20;;;;;;10.0;;;;10;;;;;;;4.8;4.8;10;1;;;;;;;;
9603;678;G;Kapelle                                 ;678;  ;5.0;  ;451.0;;;10790;5360;5440;21.0;12.0;31.0;21.0;14.0;2970.0;14.0;61.0;3.1;290;1.0;8531.0;13999.0;37.0;22.0;14.0;49.7;37.5;4070;6;16.0;67.0;11.0;20.0;6.0;17.0;9.0;22.0
9604;67800;W;Kapelle                                 ;678;00;4.0;  ;566.0;;;7660;3770;3870;22.0;13.0;30.0;21.0;14.0;2080.0;13.0;62.0;3.2;290;1.0;8508.0;14226.0;37.0;24.0;12.0;26.4;26.2;2800;6;15.0;66.0;11.0;22.0;3.0;19.0;10.0;20.0
9605;6780000;B;Kapelle                                 ;678;00;4.0;00;592.0;4421.0;1.0;7270;3580;3690;23.0;13.0;31.0;20.0;14.0;1960.0;14.0;62.0;3.2;2430;1.0;8531.0;14271.0;37.0;24.0;12.0;3.0;3.0;2660;5;14.0;66.0;10.0;23.0;3.0;20.0;10.0;20.0
9606;6780009;B;Kapelle                                 ;678;00;5.0;09;132.0;4421.0;2.0;380;200;190;18.0;11.0;28.0;27.0;16.0;120.0;8.0;59.0;3.0;20;;8123.0;13069.0;42.0;26.0;;23.4;23.2;140;2;;;;;;;;
9607;67801;W;Kapelle                                 ;678;01;5.0;  ;324.0;;;2670;1330;1340;18.0;11.0;31.0;24.0;16.0;770.0;15.0;58.0;2.9;320;;8667.0;13750.0;38.0;21.0;19.0;8.7;8.3;1090;4;17.0;72.0;11.0;17.0;12.0;11.0;5.0;27.0
9608;6780100;B;Kapelle                                 ;678;01;5.0;00;331.0;4424.0;1.0;2570;1280;1290;18.0;11.0;31.0;24.0;16.0;740.0;16.0;58.0;2.9;1740;;8599.0;13545.0;38.0;20.0;20.0;1.6;1.5;1050;4;17.0;71.0;11.0;17.0;10.0;12.0;6.0;27.0
9609;6780109;B;Kapelle                                 ;678;01;5.0;09;163.0;4424.0;1.0;100;50;60;23.0;10.0;31.0;25.0;10.0;30.0;10.0;;;10;;9870.0;18219.0;;;;7.0;6.8;30;1;;;;;;;;
9610;67802;W;Kapelle                                 ;678;02;5.0;  ;83.0;;;470;250;220;19.0;14.0;30.0;21.0;15.0;140.0;15.0;62.0;3.1;160;;8077.0;12184.0;43.0;;;3.1;3.0;190;1;;;;;;;;
9611;6780200;B;Kapelle                                 ;678;02;5.0;00;86.0;4423.0;1.0;440;230;210;20.0;14.0;32.0;21.0;14.0;120.0;15.0;64.0;3.1;1160;;7873.0;11980.0;45.0;;;0.4;0.4;170;1;;;;;;;;
9612;6780209;B;Kapelle                                 ;678;02;5.0;09;49.0;4423.0;1.0;30;20;20;;;;;;10.0;;;;10;;;;;;;2.7;2.6;10;1;;;;;;;;
9613;683;G;Wymbritseradiel                         ;683;  ;5.0;  ;170.0;;;14990;7700;7290;23.0;13.0;31.0;23.0;11.0;3860.0;14.0;68.0;3.3;110;0.0;7987.0;13908.0;38.0;22.0;14.0;162.7;139.2;5550;6;30.0;48.0;7.0;12.0;7.0;22.0;6.0;17.0
9614;68300;W;Wymbritseradiel                         ;683;00;5.0;  ;335.0;;;3010;1520;1490;23.0;12.0;31.0;23.0;11.0;780.0;14.0;68.0;3.3;490;0.0;7896.0;14317.0;36.0;27.0;14.0;6.6;6.2;1110;4;27.0;47.0;8.0;9.0;6.0;26.0;9.0;14.0
9615;6830000;B;Wymbritseradiel                         ;683;00;5.0;00;329.0;8651.0;1.0;650;340;320;22.0;13.0;28.0;29.0;8.0;170.0;12.0;67.0;3.3;1660;;9280.0;15179.0;31.0;30.0;;0.5;0.4;230;3;;;;;;;;
9616;6830001;B;Wymbritseradiel                         ;683;00;5.0;01;347.0;8651.0;1.0;1340;650;690;20.0;12.0;28.0;22.0;17.0;340.0;21.0;62.0;3.1;2210;;7510.0;12910.0;44.0;19.0;18.0;0.7;0.6;570;3;;;;;;;;
9617;6830002;B;Wymbritseradiel                         ;683;00;5.0;02;323.0;8651.0;1.0;990;520;480;29.0;12.0;36.0;20.0;3.0;260.0;7.0;76.0;3.5;3730;1.0;7442.0;16064.0;25.0;38.0;10.0;0.3;0.3;310;2;;;;;;;;
9618;6830003;B;Wymbritseradiel                         ;683;00;5.0;03;183.0;8651.0;1.0;30;10;20;;;;;;10.0;;;;10;;;;;;;5.2;4.9;10;1;;;;;;;;
9619;68301;W;Wymbritseradiel                         ;683;01;5.0;  ;199.0;;;2860;1450;1390;21.0;12.0;30.0;24.0;12.0;730.0;16.0;66.0;3.2;110;;8123.0;13931.0;37.0;22.0;11.0;31.8;27.1;1130;5;27.0;53.0;4.0;16.0;7.0;20.0;5.0;21.0
9620;6830100;B;Wymbritseradiel                         ;683;01;5.0;00;274.0;8621.0;1.0;1710;870;850;22.0;11.0;30.0;22.0;14.0;430.0;18.0;64.0;3.2;1410;;8395.0;13727.0;40.0;21.0;14.0;1.3;1.2;690;4;24.0;54.0;4.0;20.0;6.0;21.0;7.0;17.0
9621;6830102;B;Wymbritseradiel                         ;683;01;5.0;02;58.0;8622.0;1.0;560;280;270;19.0;14.0;35.0;23.0;10.0;140.0;18.0;66.0;3.2;450;;7964.0;14271.0;30.0;24.0;;1.2;1.2;220;2;;;;;;;;
9622;6830103;B;Wymbritseradiel                         ;683;01;5.0;03;42.0;8623.0;1.0;290;140;140;21.0;10.0;28.0;29.0;12.0;70.0;13.0;63.0;3.3;680;;8055.0;15111.0;33.0;27.0;;0.4;0.4;120;1;;;;;;;;
9623;6830107;B;Wymbritseradiel                         ;683;01;5.0;07;56.0;8621.0;1.0;230;120;100;21.0;14.0;29.0;28.0;8.0;60.0;9.0;75.0;3.4;20;;6489.0;13500.0;;;;13.9;10.6;80;2;;;;;;;;
