ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;EmissionAllowances_7;TapWaterAndGroundwaterTaxes_8;TaxOnPackaging_9;FlightTax_10;TotalMobilityTax_11;ExciseDuties_12;TaxOnPassengerCarsAndMotorcycles_13;MotorVehicleTax_14;ManureSurplusTax_15;TotalEnvironmentalFeesRevenues_16;WasteCollectionFee_17;NoiseTaxCivilAviation_18;FeesOnGroundwaterAndRefuseDumps_19;SewerageCharges_20;FeesOnWaterPollution_21
541;24-25 Man. of basic metals and -products;2004;89.0;76.0;49.0;1.0;2.0;38.0;0.0;8.0;;;27.0;13.0;10.0;4.0;;13.0;8.0;;0.0;1.0;4.0
542;24-25 Man. of basic metals and -products;2005;114.0;100.0;73.0;1.0;3.0;61.0;0.0;8.0;;;27.0;13.0;10.0;4.0;;14.0;9.0;;0.0;1.0;4.0
543;24-25 Man. of basic metals and -products;2006;116.0;102.0;73.0;2.0;-2.0;65.0;0.0;8.0;;;29.0;13.0;12.0;4.0;;14.0;9.0;;0.0;1.0;4.0
544;24-25 Man. of basic metals and -products;2007;104.0;89.0;55.0;2.0;0.0;45.0;0.0;8.0;;;34.0;13.0;17.0;4.0;;15.0;10.0;;0.0;1.0;4.0
545;24-25 Man. of basic metals and -products;2008;124.0;108.0;76.0;0.0;6.0;60.0;0.0;8.0;2.0;0.0;32.0;13.0;15.0;4.0;;16.0;10.0;;0.0;2.0;4.0
546;24-25 Man. of basic metals and -products;2009;108.0;93.0;66.0;1.0;0.0;55.0;0.0;8.0;2.0;0.0;27.0;9.0;11.0;7.0;;15.0;10.0;;0.0;1.0;4.0
547;24-25 Man. of basic metals and -products;2010;119.0;100.0;67.0;0.0;0.0;58.0;0.0;7.0;2.0;;33.0;17.0;7.0;9.0;;19.0;10.0;;0.0;1.0;8.0
548;24-25 Man. of basic metals and -products;2011;119.0;101.0;69.0;0.0;0.0;59.0;4.0;4.0;2.0;;32.0;17.0;8.0;7.0;;18.0;10.0;;0.0;2.0;6.0
549;24-25 Man. of basic metals and -products;2012;110.0;91.0;56.0;0.0;0.0;46.0;4.0;4.0;2.0;;35.0;17.0;5.0;13.0;;19.0;10.0;;0.0;1.0;8.0
550;24-25 Man. of basic metals and -products;2013;112.0;95.0;63.0;0.0;0.0;54.0;4.0;5.0;0.0;;32.0;16.0;5.0;11.0;;17.0;10.0;;0.0;1.0;6.0
551;24-25 Man. of basic metals and -products;2014;104.0;87.0;55.0;0.0;0.0;60.0;-14.0;9.0;0.0;;32.0;17.0;4.0;11.0;;17.0;10.0;;0.0;1.0;6.0
552;24-25 Man. of basic metals and -products;2015;100.0;85.0;54.0;0.0;0.0;62.0;-16.0;8.0;0.0;;31.0;16.0;4.0;11.0;;15.0;10.0;;0.0;1.0;4.0
553;24-25 Man. of basic metals and -products;2016;97.0;79.0;49.0;0.0;0.0;58.0;-17.0;8.0;0.0;;30.0;15.0;4.0;11.0;;18.0;10.0;;0.0;2.0;6.0
554;24-25 Man. of basic metals and -products;2017;116.0;99.0;65.0;2.0;0.0;70.0;-16.0;9.0;0.0;;34.0;18.0;5.0;11.0;;17.0;9.0;;0.0;2.0;6.0
555;24-25 Man. of basic metals and -products;2018;121.0;105.0;70.0;2.0;0.0;77.0;-18.0;9.0;0.0;;35.0;19.0;6.0;10.0;;16.0;10.0;;0.0;2.0;4.0
556;24-25 Man. of basic metals and -products;2019;116.0;98.0;62.0;3.0;0.0;89.0;-39.0;9.0;0.0;;36.0;21.0;5.0;10.0;;18.0;11.0;;0.0;2.0;5.0
557;24-25 Man. of basic metals and -products;2020;121.0;106.0;76.0;3.0;0.0;100.0;-34.0;7.0;0.0;;30.0;16.0;4.0;10.0;;15.0;10.0;;0.0;2.0;3.0
558;24-25 Man. of basic metals and -products;2021;103.0;85.0;52.0;2.0;0.0;94.0;-55.0;11.0;0.0;0.0;33.0;21.0;4.0;8.0;;18.0;13.0;;0.0;1.0;4.0
559;24-25 Man. of basic metals and -products;2022;57.0;34.0;4.0;3.0;0.0;115.0;-124.0;10.0;0.0;0.0;30.0;18.0;4.0;8.0;;23.0;14.0;;0.0;1.0;8.0
560;24 Manufacture of basic metals;1995;47.0;41.0;39.0;0.0;35.0;0.0;0.0;4.0;;;2.0;2.0;0.0;0.0;;6.0;4.0;;0.0;0.0;2.0
561;24 Manufacture of basic metals;1996;56.0;50.0;49.0;0.0;39.0;6.0;0.0;4.0;;;1.0;1.0;0.0;0.0;;6.0;4.0;;0.0;0.0;2.0
562;24 Manufacture of basic metals;1997;66.0;62.0;61.0;0.0;46.0;15.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;4.0;2.0;;0.0;0.0;2.0
563;24 Manufacture of basic metals;1998;60.0;56.0;54.0;0.0;42.0;8.0;0.0;4.0;;;2.0;1.0;1.0;0.0;;4.0;2.0;;0.0;0.0;2.0
564;24 Manufacture of basic metals;1999;66.0;61.0;58.0;0.0;35.0;19.0;0.0;4.0;;;3.0;2.0;1.0;0.0;;5.0;3.0;;0.0;0.0;2.0
565;24 Manufacture of basic metals;2000;68.0;63.0;59.0;2.0;28.0;24.0;0.0;5.0;;;4.0;3.0;1.0;0.0;;5.0;3.0;;0.0;0.0;2.0
566;24 Manufacture of basic metals;2001;42.0;36.0;34.0;0.0;26.0;0.0;0.0;8.0;;;2.0;1.0;1.0;0.0;;6.0;4.0;;0.0;0.0;2.0
567;24 Manufacture of basic metals;2002;23.0;19.0;16.0;1.0;6.0;1.0;0.0;8.0;;;3.0;2.0;1.0;0.0;;4.0;2.0;;0.0;0.0;2.0
568;24 Manufacture of basic metals;2003;28.0;21.0;17.0;0.0;5.0;4.0;0.0;8.0;;;4.0;3.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
569;24 Manufacture of basic metals;2004;31.0;24.0;22.0;0.0;2.0;12.0;0.0;8.0;;;2.0;1.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
570;24 Manufacture of basic metals;2005;41.0;33.0;31.0;0.0;3.0;20.0;0.0;8.0;;;2.0;1.0;1.0;0.0;;8.0;6.0;;0.0;0.0;2.0
571;24 Manufacture of basic metals;2006;37.0;29.0;28.0;1.0;-2.0;21.0;0.0;8.0;;;1.0;0.0;1.0;0.0;;8.0;6.0;;0.0;0.0;2.0
572;24 Manufacture of basic metals;2007;29.0;22.0;21.0;1.0;0.0;12.0;0.0;8.0;;;1.0;0.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
573;24 Manufacture of basic metals;2008;38.0;31.0;30.0;0.0;6.0;16.0;0.0;8.0;0.0;0.0;1.0;0.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
574;24 Manufacture of basic metals;2009;29.0;22.0;21.0;1.0;0.0;12.0;0.0;8.0;0.0;0.0;1.0;0.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
575;24 Manufacture of basic metals;2010;29.0;20.0;18.0;0.0;0.0;13.0;0.0;5.0;0.0;;2.0;2.0;0.0;0.0;;9.0;5.0;;0.0;0.0;4.0
576;24 Manufacture of basic metals;2011;33.0;26.0;23.0;0.0;0.0;15.0;4.0;4.0;0.0;;3.0;2.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
577;24 Manufacture of basic metals;2012;27.0;18.0;17.0;0.0;0.0;11.0;4.0;2.0;0.0;;1.0;1.0;0.0;0.0;;9.0;5.0;;0.0;0.0;4.0
578;24 Manufacture of basic metals;2013;30.0;23.0;21.0;0.0;0.0;12.0;4.0;5.0;0.0;;2.0;2.0;0.0;0.0;;7.0;5.0;;0.0;0.0;2.0
579;24 Manufacture of basic metals;2014;15.0;8.0;5.0;0.0;0.0;12.0;-14.0;7.0;0.0;;3.0;3.0;0.0;0.0;;7.0;5.0;;0.0;0.0;2.0
580;24 Manufacture of basic metals;2015;13.0;6.0;2.0;0.0;0.0;12.0;-16.0;6.0;0.0;;4.0;3.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
581;24 Manufacture of basic metals;2016;13.0;5.0;1.0;0.0;0.0;11.0;-17.0;7.0;0.0;;4.0;3.0;1.0;0.0;;8.0;5.0;;0.0;0.0;3.0
582;24 Manufacture of basic metals;2017;18.0;10.0;6.0;0.0;0.0;14.0;-16.0;8.0;0.0;;4.0;4.0;0.0;0.0;;8.0;4.0;;0.0;0.0;4.0
583;24 Manufacture of basic metals;2018;20.0;13.0;7.0;0.0;0.0;17.0;-18.0;8.0;0.0;;6.0;5.0;1.0;0.0;;7.0;5.0;;0.0;0.0;2.0
584;24 Manufacture of basic metals;2019;1.0;-8.0;-12.0;1.0;0.0;18.0;-39.0;8.0;0.0;;4.0;4.0;0.0;0.0;;9.0;6.0;;0.0;0.0;3.0
585;24 Manufacture of basic metals;2020;-2.0;-8.0;-11.0;1.0;0.0;17.0;-34.0;5.0;0.0;;3.0;3.0;0.0;0.0;;6.0;5.0;;0.0;0.0;1.0
586;24 Manufacture of basic metals;2021;-14.0;-22.0;-28.0;1.0;0.0;17.0;-55.0;9.0;0.0;0.0;6.0;6.0;0.0;0.0;;8.0;7.0;;0.0;0.0;1.0
587;24 Manufacture of basic metals;2022;-77.0;-90.0;-95.0;1.0;0.0;20.0;-124.0;8.0;0.0;0.0;5.0;5.0;0.0;0.0;;13.0;9.0;;0.0;0.0;4.0
588;25 Manufacture of metal products;1995;36.0;26.0;2.0;0.0;2.0;0.0;0.0;0.0;;;24.0;9.0;7.0;8.0;;10.0;7.0;;0.0;1.0;2.0
589;25 Manufacture of metal products;1996;31.0;25.0;4.0;1.0;2.0;1.0;0.0;0.0;;;21.0;6.0;7.0;8.0;;6.0;4.0;;0.0;1.0;2.0
590;25 Manufacture of metal products;1997;27.0;21.0;3.0;0.0;1.0;2.0;0.0;0.0;;;18.0;9.0;9.0;0.0;;6.0;3.0;;0.0;1.0;2.0
591;25 Manufacture of metal products;1998;32.0;26.0;6.0;1.0;1.0;4.0;0.0;0.0;;;20.0;6.0;10.0;4.0;;6.0;3.0;;0.0;1.0;2.0
592;25 Manufacture of metal products;1999;33.0;28.0;8.0;1.0;0.0;7.0;0.0;0.0;;;20.0;9.0;9.0;2.0;;5.0;2.0;;0.0;1.0;2.0
593;25 Manufacture of metal products;2000;39.0;34.0;11.0;2.0;1.0;8.0;0.0;0.0;;;23.0;12.0;11.0;0.0;;5.0;2.0;;0.0;1.0;2.0
594;25 Manufacture of metal products;2001;43.0;38.0;19.0;4.0;2.0;13.0;0.0;0.0;;;19.0;10.0;9.0;0.0;;5.0;2.0;;0.0;1.0;2.0
595;25 Manufacture of metal products;2002;43.0;34.0;12.0;1.0;2.0;9.0;0.0;0.0;;;22.0;13.0;7.0;2.0;;9.0;3.0;;3.0;1.0;2.0
596;25 Manufacture of metal products;2003;41.0;35.0;14.0;1.0;2.0;11.0;0.0;0.0;;;21.0;14.0;7.0;0.0;;6.0;3.0;;0.0;1.0;2.0
597;25 Manufacture of metal products;2004;58.0;52.0;27.0;1.0;0.0;26.0;0.0;0.0;;;25.0;12.0;9.0;4.0;;6.0;3.0;;0.0;1.0;2.0
598;25 Manufacture of metal products;2005;73.0;67.0;42.0;1.0;0.0;41.0;0.0;0.0;;;25.0;12.0;9.0;4.0;;6.0;3.0;;0.0;1.0;2.0
599;25 Manufacture of metal products;2006;79.0;73.0;45.0;1.0;0.0;44.0;0.0;0.0;;;28.0;13.0;11.0;4.0;;6.0;3.0;;0.0;1.0;2.0
600;25 Manufacture of metal products;2007;75.0;67.0;34.0;1.0;0.0;33.0;0.0;0.0;;;33.0;13.0;16.0;4.0;;8.0;5.0;;0.0;1.0;2.0
601;25 Manufacture of metal products;2008;86.0;77.0;46.0;0.0;0.0;44.0;0.0;0.0;2.0;0.0;31.0;13.0;14.0;4.0;;9.0;5.0;;0.0;2.0;2.0
602;25 Manufacture of metal products;2009;79.0;71.0;45.0;0.0;0.0;43.0;0.0;0.0;2.0;0.0;26.0;9.0;10.0;7.0;;8.0;5.0;;0.0;1.0;2.0
603;25 Manufacture of metal products;2010;90.0;80.0;49.0;0.0;0.0;45.0;0.0;2.0;2.0;;31.0;15.0;7.0;9.0;;10.0;5.0;;0.0;1.0;4.0
604;25 Manufacture of metal products;2011;86.0;75.0;46.0;0.0;0.0;44.0;0.0;0.0;2.0;;29.0;15.0;7.0;7.0;;11.0;5.0;;0.0;2.0;4.0
605;25 Manufacture of metal products;2012;83.0;73.0;39.0;0.0;0.0;35.0;0.0;2.0;2.0;;34.0;16.0;5.0;13.0;;10.0;5.0;;0.0;1.0;4.0
606;25 Manufacture of metal products;2013;82.0;72.0;42.0;0.0;0.0;42.0;0.0;0.0;0.0;;30.0;14.0;5.0;11.0;;10.0;5.0;;0.0;1.0;4.0
607;25 Manufacture of metal products;2014;89.0;79.0;50.0;0.0;0.0;48.0;0.0;2.0;0.0;;29.0;14.0;4.0;11.0;;10.0;5.0;;0.0;1.0;4.0
608;25 Manufacture of metal products;2015;87.0;79.0;52.0;0.0;0.0;50.0;0.0;2.0;0.0;;27.0;13.0;3.0;11.0;;8.0;5.0;;0.0;1.0;2.0
609;25 Manufacture of metal products;2016;84.0;74.0;48.0;0.0;0.0;47.0;0.0;1.0;0.0;;26.0;12.0;3.0;11.0;;10.0;5.0;;0.0;2.0;3.0
610;25 Manufacture of metal products;2017;98.0;89.0;59.0;2.0;0.0;56.0;0.0;1.0;0.0;;30.0;14.0;5.0;11.0;;9.0;5.0;;0.0;2.0;2.0
611;25 Manufacture of metal products;2018;101.0;92.0;63.0;2.0;0.0;60.0;0.0;1.0;0.0;;29.0;14.0;5.0;10.0;;9.0;5.0;;0.0;2.0;2.0
612;25 Manufacture of metal products;2019;115.0;106.0;74.0;2.0;0.0;71.0;0.0;1.0;0.0;;32.0;17.0;5.0;10.0;;9.0;5.0;;0.0;2.0;2.0
613;25 Manufacture of metal products;2020;123.0;114.0;87.0;2.0;0.0;83.0;0.0;2.0;0.0;;27.0;13.0;4.0;10.0;;9.0;5.0;;0.0;2.0;2.0
614;25 Manufacture of metal products;2021;117.0;107.0;80.0;1.0;0.0;77.0;0.0;2.0;0.0;0.0;27.0;15.0;4.0;8.0;;10.0;6.0;;0.0;1.0;3.0
615;25 Manufacture of metal products;2022;134.0;124.0;99.0;2.0;0.0;95.0;0.0;2.0;0.0;0.0;25.0;13.0;4.0;8.0;;10.0;5.0;;0.0;1.0;4.0
616;26-27 Elektrical and electron. Industry;1995;9.0;6.0;3.0;1.0;2.0;0.0;0.0;0.0;;;3.0;1.0;1.0;1.0;;3.0;2.0;;0.0;0.0;1.0
617;26-27 Elektrical and electron. Industry;1996;14.0;10.0;4.0;1.0;1.0;2.0;0.0;0.0;;;6.0;2.0;1.0;3.0;;4.0;3.0;;0.0;0.0;1.0
618;26-27 Elektrical and electron. Industry;1997;13.0;9.0;4.0;1.0;1.0;2.0;0.0;0.0;;;5.0;1.0;3.0;1.0;;4.0;3.0;;0.0;0.0;1.0
619;26-27 Elektrical and electron. Industry;1998;14.0;10.0;5.0;1.0;1.0;3.0;0.0;0.0;;;5.0;1.0;3.0;1.0;;4.0;3.0;;0.0;0.0;1.0
620;26-27 Elektrical and electron. Industry;1999;17.0;13.0;6.0;1.0;1.0;4.0;0.0;0.0;;;7.0;1.0;5.0;1.0;;4.0;3.0;;0.0;0.0;1.0
621;26-27 Elektrical and electron. Industry;2000;19.0;15.0;8.0;2.0;1.0;5.0;0.0;0.0;;;7.0;2.0;4.0;1.0;;4.0;3.0;;0.0;0.0;1.0
622;26-27 Elektrical and electron. Industry;2001;13.0;11.0;9.0;1.0;1.0;7.0;0.0;0.0;;;2.0;1.0;1.0;0.0;;2.0;1.0;;0.0;0.0;1.0
623;26-27 Elektrical and electron. Industry;2002;14.0;12.0;7.0;1.0;1.0;5.0;0.0;0.0;;;5.0;2.0;2.0;1.0;;2.0;1.0;;0.0;0.0;1.0
624;26-27 Elektrical and electron. Industry;2003;15.0;13.0;7.0;1.0;1.0;5.0;0.0;0.0;;;6.0;2.0;1.0;3.0;;2.0;1.0;;0.0;0.0;1.0
625;26-27 Elektrical and electron. Industry;2004;19.0;17.0;12.0;1.0;0.0;11.0;0.0;0.0;;;5.0;1.0;1.0;3.0;;2.0;1.0;;0.0;0.0;1.0
626;26-27 Elektrical and electron. Industry;2005;32.0;30.0;24.0;1.0;0.0;23.0;0.0;0.0;;;6.0;1.0;2.0;3.0;;2.0;1.0;;0.0;0.0;1.0
627;26-27 Elektrical and electron. Industry;2006;31.0;29.0;24.0;1.0;0.0;23.0;0.0;0.0;;;5.0;1.0;1.0;3.0;;2.0;1.0;;0.0;0.0;1.0
628;26-27 Elektrical and electron. Industry;2007;25.0;23.0;17.0;1.0;0.0;16.0;0.0;0.0;;;6.0;1.0;2.0;3.0;;2.0;1.0;;0.0;0.0;1.0
629;26-27 Elektrical and electron. Industry;2008;34.0;31.0;25.0;1.0;0.0;22.0;0.0;0.0;2.0;0.0;6.0;1.0;2.0;3.0;;3.0;1.0;;0.0;1.0;1.0
630;26-27 Elektrical and electron. Industry;2009;35.0;32.0;25.0;0.0;0.0;22.0;0.0;0.0;3.0;0.0;7.0;1.0;3.0;3.0;;3.0;1.0;;0.0;1.0;1.0
631;26-27 Elektrical and electron. Industry;2010;29.0;27.0;23.0;1.0;0.0;18.0;0.0;1.0;3.0;;4.0;1.0;2.0;1.0;;2.0;1.0;;0.0;0.0;1.0
632;26-27 Elektrical and electron. Industry;2011;31.0;29.0;22.0;0.0;0.0;18.0;0.0;1.0;3.0;;7.0;2.0;2.0;3.0;;2.0;1.0;;0.0;0.0;1.0
633;26-27 Elektrical and electron. Industry;2012;27.0;25.0;18.0;0.0;0.0;15.0;0.0;0.0;3.0;;7.0;2.0;2.0;3.0;;2.0;1.0;;0.0;0.0;1.0
634;26-27 Elektrical and electron. Industry;2013;28.0;25.0;20.0;0.0;0.0;20.0;0.0;0.0;0.0;;5.0;1.0;1.0;3.0;;3.0;1.0;;0.0;0.0;2.0
635;26-27 Elektrical and electron. Industry;2014;32.0;29.0;25.0;1.0;0.0;22.0;0.0;2.0;0.0;;4.0;1.0;0.0;3.0;;3.0;1.0;;0.0;0.0;2.0
636;26-27 Elektrical and electron. Industry;2015;30.0;27.0;22.0;0.0;0.0;21.0;0.0;1.0;0.0;;5.0;1.0;1.0;3.0;;3.0;1.0;;0.0;0.0;2.0
637;26-27 Elektrical and electron. Industry;2016;26.0;22.0;17.0;1.0;0.0;15.0;0.0;1.0;0.0;;5.0;1.0;1.0;3.0;;4.0;1.0;;0.0;0.0;3.0
638;26-27 Elektrical and electron. Industry;2017;27.0;23.0;17.0;0.0;0.0;16.0;0.0;1.0;0.0;;6.0;1.0;2.0;3.0;;4.0;1.0;;0.0;0.0;3.0
639;26-27 Elektrical and electron. Industry;2018;28.0;24.0;18.0;0.0;0.0;17.0;0.0;1.0;0.0;;6.0;1.0;2.0;3.0;;4.0;1.0;;0.0;0.0;3.0
640;26-27 Elektrical and electron. Industry;2019;26.0;22.0;19.0;1.0;0.0;17.0;1.0;0.0;0.0;;3.0;1.0;1.0;1.0;;4.0;1.0;;0.0;0.0;3.0
641;26-27 Elektrical and electron. Industry;2020;37.0;33.0;29.0;3.0;0.0;24.0;1.0;1.0;0.0;;4.0;2.0;1.0;1.0;;4.0;1.0;;0.0;0.0;3.0
642;26-27 Elektrical and electron. Industry;2021;44.0;39.0;37.0;4.0;0.0;32.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;;5.0;1.0;;0.0;0.0;4.0
643;26-27 Elektrical and electron. Industry;2022;52.0;47.0;45.0;4.0;0.0;40.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;;5.0;2.0;;0.0;0.0;3.0
644;28 Manufacture of machinery n.e.c.;1995;31.0;12.0;1.0;0.0;1.0;0.0;0.0;0.0;;;11.0;4.0;3.0;4.0;;19.0;14.0;;0.0;1.0;4.0
645;28 Manufacture of machinery n.e.c.;1996;37.0;19.0;5.0;0.0;3.0;2.0;0.0;0.0;;;14.0;5.0;5.0;4.0;;18.0;14.0;;0.0;1.0;3.0
646;28 Manufacture of machinery n.e.c.;1997;44.0;21.0;5.0;0.0;1.0;3.0;0.0;1.0;;;16.0;6.0;6.0;4.0;;23.0;18.0;;0.0;1.0;4.0
647;28 Manufacture of machinery n.e.c.;1998;34.0;19.0;4.0;0.0;1.0;3.0;0.0;0.0;;;15.0;4.0;7.0;4.0;;15.0;11.0;;0.0;1.0;3.0
648;28 Manufacture of machinery n.e.c.;1999;37.0;22.0;8.0;1.0;2.0;5.0;0.0;0.0;;;14.0;2.0;6.0;6.0;;15.0;11.0;;0.0;1.0;3.0
649;28 Manufacture of machinery n.e.c.;2000;41.0;26.0;11.0;2.0;1.0;8.0;0.0;0.0;;;15.0;5.0;6.0;4.0;;15.0;11.0;;0.0;1.0;3.0
650;28 Manufacture of machinery n.e.c.;2001;38.0;20.0;9.0;2.0;1.0;6.0;0.0;0.0;;;11.0;4.0;5.0;2.0;;18.0;14.0;;0.0;1.0;3.0
651;28 Manufacture of machinery n.e.c.;2002;30.0;16.0;8.0;3.0;1.0;4.0;0.0;0.0;;;8.0;3.0;3.0;2.0;;14.0;10.0;;0.0;1.0;3.0
652;28 Manufacture of machinery n.e.c.;2003;34.0;20.0;8.0;1.0;1.0;6.0;0.0;0.0;;;12.0;4.0;4.0;4.0;;14.0;10.0;;0.0;1.0;3.0
653;28 Manufacture of machinery n.e.c.;2004;49.0;34.0;21.0;1.0;0.0;20.0;0.0;0.0;;;13.0;2.0;5.0;6.0;;15.0;11.0;;0.0;1.0;3.0
654;28 Manufacture of machinery n.e.c.;2005;57.0;46.0;33.0;1.0;0.0;32.0;0.0;0.0;;;13.0;2.0;5.0;6.0;;11.0;7.0;;0.0;1.0;3.0
655;28 Manufacture of machinery n.e.c.;2006;59.0;48.0;34.0;1.0;0.0;33.0;0.0;0.0;;;14.0;3.0;7.0;4.0;;11.0;7.0;;0.0;1.0;3.0
656;28 Manufacture of machinery n.e.c.;2007;48.0;37.0;23.0;1.0;0.0;22.0;0.0;0.0;;;14.0;5.0;5.0;4.0;;11.0;7.0;;0.0;1.0;3.0
657;28 Manufacture of machinery n.e.c.;2008;58.0;48.0;35.0;1.0;0.0;32.0;0.0;0.0;2.0;0.0;13.0;3.0;6.0;4.0;;10.0;7.0;;0.0;1.0;2.0
658;28 Manufacture of machinery n.e.c.;2009;60.0;50.0;35.0;1.0;0.0;30.0;0.0;0.0;4.0;0.0;15.0;5.0;6.0;4.0;;10.0;7.0;;0.0;1.0;2.0
659;28 Manufacture of machinery n.e.c.;2010;53.0;43.0;30.0;0.0;0.0;26.0;0.0;0.0;4.0;;13.0;5.0;4.0;4.0;;10.0;7.0;;0.0;1.0;2.0
660;28 Manufacture of machinery n.e.c.;2011;56.0;44.0;29.0;0.0;0.0;25.0;0.0;0.0;4.0;;15.0;7.0;4.0;4.0;;12.0;7.0;;0.0;1.0;4.0
661;28 Manufacture of machinery n.e.c.;2012;52.0;41.0;26.0;0.0;0.0;22.0;0.0;0.0;4.0;;15.0;6.0;3.0;6.0;;11.0;7.0;;0.0;1.0;3.0
662;28 Manufacture of machinery n.e.c.;2013;49.0;38.0;24.0;0.0;0.0;24.0;0.0;0.0;0.0;;14.0;5.0;3.0;6.0;;11.0;7.0;;0.0;1.0;3.0
663;28 Manufacture of machinery n.e.c.;2014;53.0;42.0;27.0;0.0;0.0;27.0;0.0;0.0;0.0;;15.0;6.0;3.0;6.0;;11.0;7.0;;0.0;1.0;3.0
664;28 Manufacture of machinery n.e.c.;2015;54.0;43.0;29.0;0.0;0.0;29.0;0.0;0.0;0.0;;14.0;6.0;2.0;6.0;;11.0;7.0;;0.0;1.0;3.0
665;28 Manufacture of machinery n.e.c.;2016;51.0;40.0;27.0;0.0;0.0;26.0;0.0;1.0;0.0;;13.0;6.0;2.0;5.0;;11.0;7.0;;0.0;1.0;3.0
666;28 Manufacture of machinery n.e.c.;2017;57.0;47.0;32.0;0.0;0.0;31.0;0.0;1.0;0.0;;15.0;6.0;3.0;6.0;;10.0;6.0;;0.0;1.0;3.0
667;28 Manufacture of machinery n.e.c.;2018;58.0;49.0;35.0;0.0;0.0;34.0;0.0;1.0;0.0;;14.0;7.0;3.0;4.0;;9.0;6.0;;0.0;1.0;2.0
668;28 Manufacture of machinery n.e.c.;2019;69.0;60.0;45.0;2.0;0.0;42.0;0.0;1.0;0.0;;15.0;8.0;3.0;4.0;;9.0;6.0;;0.0;1.0;2.0
669;28 Manufacture of machinery n.e.c.;2020;69.0;59.0;47.0;1.0;0.0;45.0;0.0;1.0;0.0;;12.0;6.0;2.0;4.0;;10.0;7.0;;0.0;1.0;2.0
670;28 Manufacture of machinery n.e.c.;2021;72.0;62.0;48.0;1.0;0.0;46.0;0.0;1.0;0.0;0.0;14.0;7.0;2.0;5.0;;10.0;7.0;;0.0;1.0;2.0
671;28 Manufacture of machinery n.e.c.;2022;96.0;85.0;71.0;1.0;0.0;68.0;0.0;2.0;0.0;0.0;14.0;7.0;2.0;5.0;;11.0;6.0;;0.0;2.0;3.0
672;29-30 Transport equipment;1995;18.0;13.0;3.0;2.0;1.0;0.0;0.0;0.0;;;10.0;3.0;3.0;4.0;;5.0;4.0;;0.0;0.0;1.0
673;29-30 Transport equipment;1996;16.0;14.0;6.0;2.0;2.0;2.0;0.0;0.0;;;8.0;3.0;1.0;4.0;;2.0;1.0;;0.0;0.0;1.0
674;29-30 Transport equipment;1997;10.0;9.0;3.0;1.0;1.0;1.0;0.0;0.0;;;6.0;3.0;3.0;0.0;;1.0;0.0;;0.0;0.0;1.0
675;29-30 Transport equipment;1998;12.0;10.0;4.0;2.0;1.0;1.0;0.0;0.0;;;6.0;3.0;1.0;2.0;;2.0;1.0;;0.0;0.0;1.0
676;29-30 Transport equipment;1999;17.0;15.0;7.0;2.0;1.0;4.0;0.0;0.0;;;8.0;3.0;3.0;2.0;;2.0;1.0;;0.0;0.0;1.0
677;29-30 Transport equipment;2000;13.0;10.0;6.0;1.0;1.0;4.0;0.0;0.0;;;4.0;2.0;2.0;0.0;;3.0;2.0;;0.0;0.0;1.0
678;29-30 Transport equipment;2001;13.0;10.0;6.0;1.0;0.0;5.0;0.0;0.0;;;4.0;2.0;2.0;0.0;;3.0;2.0;;0.0;0.0;1.0
679;29-30 Transport equipment;2002;14.0;9.0;6.0;1.0;0.0;5.0;0.0;0.0;;;3.0;2.0;1.0;0.0;;5.0;4.0;;0.0;0.0;1.0
680;29-30 Transport equipment;2003;14.0;9.0;5.0;1.0;0.0;4.0;0.0;0.0;;;4.0;3.0;1.0;0.0;;5.0;4.0;;0.0;0.0;1.0
681;29-30 Transport equipment;2004;13.0;10.0;7.0;1.0;0.0;6.0;0.0;0.0;;;3.0;2.0;1.0;0.0;;3.0;2.0;;0.0;0.0;1.0
682;29-30 Transport equipment;2005;19.0;16.0;14.0;0.0;0.0;14.0;0.0;0.0;;;2.0;0.0;2.0;0.0;;3.0;2.0;;0.0;0.0;1.0
683;29-30 Transport equipment;2006;25.0;23.0;18.0;2.0;0.0;16.0;0.0;0.0;;;5.0;3.0;2.0;0.0;;2.0;1.0;;0.0;0.0;1.0
684;29-30 Transport equipment;2007;21.0;18.0;11.0;0.0;0.0;11.0;0.0;0.0;;;7.0;4.0;3.0;0.0;;3.0;2.0;;0.0;0.0;1.0
685;29-30 Transport equipment;2008;28.0;24.0;18.0;0.0;0.0;16.0;0.0;0.0;2.0;0.0;6.0;3.0;3.0;0.0;;4.0;2.0;;0.0;1.0;1.0
