ID;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
2807;Bedrijven en instellingen;2013 2e kwartaal;2210
2808;Bedrijven en instellingen;2013 juli;782
2809;Bedrijven en instellingen;2013 augustus;610
2810;Bedrijven en instellingen;2013 september;596
2811;Bedrijven en instellingen;2013 3e kwartaal;1988
2812;Bedrijven en instellingen;2013 oktober;748
2813;Bedrijven en instellingen;2013 november;581
2814;Bedrijven en instellingen;2013 december;641
2815;Bedrijven en instellingen;2013 4e kwartaal;1970
2816;Bedrijven en instellingen;2013;8376
2817;Bedrijven en instellingen;2014 januari;598
2818;Bedrijven en instellingen;2014 februari;609
2819;Bedrijven en instellingen;2014 maart;526
2820;Bedrijven en instellingen;2014 1e kwartaal;1733
2821;Bedrijven en instellingen;2014 april;716
2822;Bedrijven en instellingen;2014 mei;552
2823;Bedrijven en instellingen;2014 juni;464
2824;Bedrijven en instellingen;2014 2e kwartaal;1732
2825;Bedrijven en instellingen;2014 juli;631
2826;Bedrijven en instellingen;2014 augustus;465
2827;Bedrijven en instellingen;2014 september;539
2828;Bedrijven en instellingen;2014 3e kwartaal;1635
2829;Bedrijven en instellingen;2014 oktober;537
2830;Bedrijven en instellingen;2014 november;488
2831;Bedrijven en instellingen;2014 december;520
2832;Bedrijven en instellingen;2014 4e kwartaal;1545
2833;Bedrijven en instellingen;2014;6645
2834;Bedrijven en instellingen;2015 januari;477
2835;Bedrijven en instellingen;2015 februari;480
2836;Bedrijven en instellingen;2015 maart;645
2837;Bedrijven en instellingen;2015 1e kwartaal;1602
2838;Bedrijven en instellingen;2015 april;455
2839;Bedrijven en instellingen;2015 mei;379
2840;Bedrijven en instellingen;2015 juni;477
2841;Bedrijven en instellingen;2015 2e kwartaal;1311
2842;Bedrijven en instellingen;2015 juli;424
2843;Bedrijven en instellingen;2015 augustus;316
2844;Bedrijven en instellingen;2015 september;381
2845;Bedrijven en instellingen;2015 3e kwartaal;1121
2846;Bedrijven en instellingen;2015 oktober;376
2847;Bedrijven en instellingen;2015 november;389
2848;Bedrijven en instellingen;2015 december;472
2849;Bedrijven en instellingen;2015 4e kwartaal;1237
2850;Bedrijven en instellingen;2015;5271
2851;Bedrijven en instellingen;2016 januari;376
2852;Bedrijven en instellingen;2016 februari;453
2853;Bedrijven en instellingen;2016 maart;444
2854;Bedrijven en instellingen;2016 1e kwartaal;1273
2855;Bedrijven en instellingen;2016 april;362
2856;Bedrijven en instellingen;2016 mei;383
2857;Bedrijven en instellingen;2016 juni;365
2858;Bedrijven en instellingen;2016 2e kwartaal;1110
2859;Bedrijven en instellingen;2016 juli;349
2860;Bedrijven en instellingen;2016 augustus;321
2861;Bedrijven en instellingen;2016 september;280
2862;Bedrijven en instellingen;2016 3e kwartaal;950
2863;Bedrijven en instellingen;2016 oktober;284
2864;Bedrijven en instellingen;2016 november;470
2865;Bedrijven en instellingen;2016 december;312
2866;Bedrijven en instellingen;2016 4e kwartaal;1066
2867;Bedrijven en instellingen;2016;4399
2868;Bedrijven en instellingen;2017 januari;380
2869;Bedrijven en instellingen;2017 februari;276
2870;Bedrijven en instellingen;2017 maart;294
2871;Bedrijven en instellingen;2017 1e kwartaal;950
2872;Bedrijven en instellingen;2017 april;248
2873;Bedrijven en instellingen;2017 mei;319
2874;Bedrijven en instellingen;2017 juni;283
2875;Bedrijven en instellingen;2017 2e kwartaal;850
2876;Bedrijven en instellingen;2017 juli;251
2877;Bedrijven en instellingen;2017 augustus;263
2878;Bedrijven en instellingen;2017 september;224
2879;Bedrijven en instellingen;2017 3e kwartaal;738
2880;Bedrijven en instellingen;2017 oktober;293
2881;Bedrijven en instellingen;2017 november;242
2882;Bedrijven en instellingen;2017 december;218
2883;Bedrijven en instellingen;2017 4e kwartaal;753
2884;Bedrijven en instellingen;2017;3291
2885;Bedrijven en instellingen;2018 januari;313
2886;Bedrijven en instellingen;2018 februari;221
2887;Bedrijven en instellingen;2018 maart;252
2888;Bedrijven en instellingen;2018 1e kwartaal;786
2889;Bedrijven en instellingen;2018 april;252
2890;Bedrijven en instellingen;2018 mei;299
2891;Bedrijven en instellingen;2018 juni;235
2892;Bedrijven en instellingen;2018 2e kwartaal;786
2893;Bedrijven en instellingen;2018 juli;287
2894;Bedrijven en instellingen;2018 augustus;247
2895;Bedrijven en instellingen;2018 september;213
2896;Bedrijven en instellingen;2018 3e kwartaal;747
2897;Bedrijven en instellingen;2018 oktober;306
2898;Bedrijven en instellingen;2018 november;263
2899;Bedrijven en instellingen;2018 december;257
2900;Bedrijven en instellingen;2018 4e kwartaal;826
2901;Bedrijven en instellingen;2018;3145
2902;Bedrijven en instellingen;2019 januari;271
2903;Bedrijven en instellingen;2019 februari;237
2904;Bedrijven en instellingen;2019 maart;259
2905;Bedrijven en instellingen;2019 1e kwartaal;767
2906;Bedrijven en instellingen;2019 april;316
2907;Bedrijven en instellingen;2019 mei;249
2908;Bedrijven en instellingen;2019 juni;253
2909;Bedrijven en instellingen;2019 2e kwartaal;818
2910;Bedrijven en instellingen;2019 juli;312
2911;Bedrijven en instellingen;2019 augustus;244
2912;Bedrijven en instellingen;2019 september;240
2913;Bedrijven en instellingen;2019 3e kwartaal;796
2914;Bedrijven en instellingen;2019 oktober;289
2915;Bedrijven en instellingen;2019 november;270
2916;Bedrijven en instellingen;2019 december;269
2917;Bedrijven en instellingen;2019 4e kwartaal;828
2918;Bedrijven en instellingen;2019;3209
2919;Bedrijven en instellingen;2020 januari;254
2920;Bedrijven en instellingen;2020 februari;257
2921;Bedrijven en instellingen;2020 maart;290
2922;Bedrijven en instellingen;2020 1e kwartaal;801
2923;Bedrijven en instellingen;2020 april;321
2924;Bedrijven en instellingen;2020 mei;262
2925;Bedrijven en instellingen;2020 juni;264
2926;Bedrijven en instellingen;2020 2e kwartaal;847
2927;Bedrijven en instellingen;2020 juli;194
2928;Bedrijven en instellingen;2020 augustus;166
2929;Bedrijven en instellingen;2020 september;212
2930;Bedrijven en instellingen;2020 3e kwartaal;572
2931;Bedrijven en instellingen;2020 oktober;162
2932;Bedrijven en instellingen;2020 november;168
2933;Bedrijven en instellingen;2020 december;153
2934;Bedrijven en instellingen;2020 4e kwartaal;483
2935;Bedrijven en instellingen;2020;2703
2936;Bedrijven en instellingen;2021 januari;135
2937;Bedrijven en instellingen;2021 februari;107
2938;Bedrijven en instellingen;2021 maart;165
2939;Bedrijven en instellingen;2021 1e kwartaal;407
2940;Bedrijven en instellingen;2021 april;119
2941;Bedrijven en instellingen;2021 mei;124
2942;Bedrijven en instellingen;2021 juni;138
2943;Bedrijven en instellingen;2021 2e kwartaal;381
2944;Bedrijven en instellingen;2021 juli;103
2945;Bedrijven en instellingen;2021 augustus;110
2946;Bedrijven en instellingen;2021 september;113
2947;Bedrijven en instellingen;2021 3e kwartaal;326
2948;Bedrijven en instellingen;2021 oktober;104
2949;Bedrijven en instellingen;2021 november;185
2950;Bedrijven en instellingen;2021 december;134
2951;Bedrijven en instellingen;2021 4e kwartaal;423
2952;Bedrijven en instellingen;2021;1537
2953;Bedrijven en instellingen;2022 januari;112
2954;Bedrijven en instellingen;2022 februari;149
2955;Bedrijven en instellingen;2022 maart;168
2956;Bedrijven en instellingen;2022 1e kwartaal;429
2957;Bedrijven en instellingen;2022 april;87
2958;Bedrijven en instellingen;2022 mei;177
2959;Bedrijven en instellingen;2022 juni;129
2960;Bedrijven en instellingen;2022 2e kwartaal;393
2961;Bedrijven en instellingen;2022 juli;119
2962;Bedrijven en instellingen;2022 augustus;149
2963;Bedrijven en instellingen;2022 september;143
2964;Bedrijven en instellingen;2022 3e kwartaal;411
2965;Bedrijven en instellingen;2022 oktober;182
2966;Bedrijven en instellingen;2022 november;224
2967;Bedrijven en instellingen;2022 december;215
2968;Bedrijven en instellingen;2022 4e kwartaal;621
2969;Bedrijven en instellingen;2022;1854
2970;Bedrijven en instellingen;2023 januari;225
2971;Bedrijven en instellingen;2023 februari;228
2972;Bedrijven en instellingen;2023 maart;180
2973;Bedrijven en instellingen;2023 1e kwartaal;633
2974;Bedrijven en instellingen;2023 april;191
2975;Bedrijven en instellingen;2023 mei;260
2976;Bedrijven en instellingen;2023 juni;261
2977;Bedrijven en instellingen;2023 2e kwartaal;712
2978;Bedrijven en instellingen;2023 juli;207
2979;Bedrijven en instellingen;2023 augustus;267
2980;Bedrijven en instellingen;2023 september;244
2981;Bedrijven en instellingen;2023 3e kwartaal;718
2982;Bedrijven en instellingen;2023 oktober;282
2983;Bedrijven en instellingen;2023 november;261
2984;Bedrijven en instellingen;2023 december;265
2985;Bedrijven en instellingen;2023 4e kwartaal;808
2986;Bedrijven en instellingen;2023;2871
2987;Bedrijven en instellingen;2024 januari;363
2988;Bedrijven en instellingen;2024 februari;291
2989;Bedrijven en instellingen;2024 maart;272
2990;Bedrijven en instellingen;2024 1e kwartaal;926
2991;Bedrijven en instellingen;2024 april;353
2992;Bedrijven en instellingen;2024 mei;288
2993;Bedrijven en instellingen;2024 juni;315
2994;Bedrijven en instellingen;2024 2e kwartaal;956
2995;Bedrijven en instellingen;2024 juli;403
2996;Bedrijven en instellingen;2024 augustus;269
2997;Bedrijven en instellingen;2024 september;296
2998;Bedrijven en instellingen;2024 3e kwartaal;968
2999;Bedrijven en instellingen;2024 oktober;329
3000;Bedrijven en instellingen;2024 november;286
3001;Bedrijven en instellingen;2024 december;317
3002;Bedrijven en instellingen;2024 4e kwartaal;932
3003;Bedrijven en instellingen;2024;3782
3004;Bedrijven en instellingen;2025 januari;255
3005;Bedrijven en instellingen;2025 februari;315
3006;Bedrijven en instellingen;2025 maart;219
3007;Bedrijven en instellingen;2025 1e kwartaal;789
