ID;OutputPrices;SIC2008;Periods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
8255;Total sales;26 Manufacture of electronic products;2023 January;112.7;1.8;6.3;9939
8256;Total sales;26 Manufacture of electronic products;2023 February;112.9;0.2;6.6;9939
8257;Total sales;26 Manufacture of electronic products;2023 March;113.0;0.1;5.9;9939
8258;Total sales;26 Manufacture of electronic products;2023 April;111.9;-1.0;3.8;9939
8259;Total sales;26 Manufacture of electronic products;2023 May;112.2;0.3;3.4;9939
8260;Total sales;26 Manufacture of electronic products;2023 June;112.2;0.0;3.3;9939
8261;Total sales;26 Manufacture of electronic products;2023 July;112.1;-0.2;1.5;9939
8262;Total sales;26 Manufacture of electronic products;2023 August;112.6;0.5;1.9;9939
8263;Total sales;26 Manufacture of electronic products;2023 September;113.0;0.4;1.6;9939
8264;Total sales;26 Manufacture of electronic products;2023 October;113.7;0.6;0.8;9939
8265;Total sales;26 Manufacture of electronic products;2023 November;113.2;-0.4;1.4;9939
8266;Total sales;26 Manufacture of electronic products;2023 December;113.4;0.1;2.4;9939
8267;Total sales;26 Manufacture of electronic products;2023;112.7;;3.2;9939
8268;Total sales;26-28 Manufact of electronics, machinery;2012 January;96.7;;;37621
8269;Total sales;26-28 Manufact of electronics, machinery;2012 February;96.7;-0.1;;37621
8270;Total sales;26-28 Manufact of electronics, machinery;2012 March;96.7;0.1;;37621
8271;Total sales;26-28 Manufact of electronics, machinery;2012 April;96.8;0.1;;37621
8272;Total sales;26-28 Manufact of electronics, machinery;2012 May;96.9;0.1;;37621
8273;Total sales;26-28 Manufact of electronics, machinery;2012 June;97.1;0.1;;37621
8274;Total sales;26-28 Manufact of electronics, machinery;2012 July;97.4;0.3;;37621
8275;Total sales;26-28 Manufact of electronics, machinery;2012 August;97.3;0.0;;37621
8276;Total sales;26-28 Manufact of electronics, machinery;2012 September;97.1;-0.2;;37621
8277;Total sales;26-28 Manufact of electronics, machinery;2012 October;97.0;-0.1;;37621
8278;Total sales;26-28 Manufact of electronics, machinery;2012 November;97.0;0.0;;37621
8279;Total sales;26-28 Manufact of electronics, machinery;2012 December;96.9;-0.1;;37621
8280;Total sales;26-28 Manufact of electronics, machinery;2012;97.0;;;37621
8281;Total sales;26-28 Manufact of electronics, machinery;2013 January;97.5;0.6;0.8;37621
8282;Total sales;26-28 Manufact of electronics, machinery;2013 February;97.5;0.0;0.9;37621
8283;Total sales;26-28 Manufact of electronics, machinery;2013 March;97.6;0.1;0.9;37621
8284;Total sales;26-28 Manufact of electronics, machinery;2013 April;97.6;0.0;0.8;37621
8285;Total sales;26-28 Manufact of electronics, machinery;2013 May;97.5;-0.1;0.6;37621
8286;Total sales;26-28 Manufact of electronics, machinery;2013 June;97.4;-0.1;0.4;37621
8287;Total sales;26-28 Manufact of electronics, machinery;2013 July;97.5;0.0;0.1;37621
8288;Total sales;26-28 Manufact of electronics, machinery;2013 August;97.4;-0.1;0.1;37621
8289;Total sales;26-28 Manufact of electronics, machinery;2013 September;97.4;0.0;0.3;37621
8290;Total sales;26-28 Manufact of electronics, machinery;2013 October;97.3;-0.1;0.3;37621
8291;Total sales;26-28 Manufact of electronics, machinery;2013 November;97.4;0.1;0.4;37621
8292;Total sales;26-28 Manufact of electronics, machinery;2013 December;97.3;-0.1;0.4;37621
8293;Total sales;26-28 Manufact of electronics, machinery;2013;97.5;;0.5;37621
8294;Total sales;26-28 Manufact of electronics, machinery;2014 January;97.3;0.1;-0.2;37621
8295;Total sales;26-28 Manufact of electronics, machinery;2014 February;97.3;0.0;-0.2;37621
8296;Total sales;26-28 Manufact of electronics, machinery;2014 March;97.2;-0.1;-0.5;37621
8297;Total sales;26-28 Manufact of electronics, machinery;2014 April;97.5;0.4;-0.1;37621
8298;Total sales;26-28 Manufact of electronics, machinery;2014 May;97.7;0.1;0.1;37621
8299;Total sales;26-28 Manufact of electronics, machinery;2014 June;97.7;0.1;0.3;37621
8300;Total sales;26-28 Manufact of electronics, machinery;2014 July;97.8;0.1;0.3;37621
8301;Total sales;26-28 Manufact of electronics, machinery;2014 August;97.9;0.1;0.5;37621
8302;Total sales;26-28 Manufact of electronics, machinery;2014 September;98.1;0.2;0.7;37621
8303;Total sales;26-28 Manufact of electronics, machinery;2014 October;98.3;0.2;1.1;37621
8304;Total sales;26-28 Manufact of electronics, machinery;2014 November;98.5;0.1;1.1;37621
8305;Total sales;26-28 Manufact of electronics, machinery;2014 December;98.5;0.0;1.3;37621
8306;Total sales;26-28 Manufact of electronics, machinery;2014;97.8;;0.4;37621
8307;Total sales;26-28 Manufact of electronics, machinery;2015 January;99.3;0.8;2.0;37621
8308;Total sales;26-28 Manufact of electronics, machinery;2015 February;99.5;0.2;2.3;37621
8309;Total sales;26-28 Manufact of electronics, machinery;2015 March;100.0;0.5;2.9;37621
8310;Total sales;26-28 Manufact of electronics, machinery;2015 April;100.4;0.4;3.0;37621
8311;Total sales;26-28 Manufact of electronics, machinery;2015 May;100.1;-0.3;2.5;37621
8312;Total sales;26-28 Manufact of electronics, machinery;2015 June;99.9;-0.2;2.3;37621
8313;Total sales;26-28 Manufact of electronics, machinery;2015 July;100.2;0.3;2.5;37621
8314;Total sales;26-28 Manufact of electronics, machinery;2015 August;100.1;-0.2;2.2;37621
8315;Total sales;26-28 Manufact of electronics, machinery;2015 September;100.0;-0.1;1.9;37621
8316;Total sales;26-28 Manufact of electronics, machinery;2015 October;99.8;-0.2;1.5;37621
8317;Total sales;26-28 Manufact of electronics, machinery;2015 November;100.4;0.6;1.9;37621
8318;Total sales;26-28 Manufact of electronics, machinery;2015 December;100.2;-0.2;1.7;37621
8319;Total sales;26-28 Manufact of electronics, machinery;2015;100.0;;2.2;37621
8320;Total sales;26-28 Manufact of electronics, machinery;2016 January;100.5;0.4;1.2;37621
8321;Total sales;26-28 Manufact of electronics, machinery;2016 February;100.3;-0.2;0.8;37621
8322;Total sales;26-28 Manufact of electronics, machinery;2016 March;100.3;0.0;0.2;37621
8323;Total sales;26-28 Manufact of electronics, machinery;2016 April;100.0;-0.3;-0.4;37621
8324;Total sales;26-28 Manufact of electronics, machinery;2016 May;100.1;0.1;0.0;37621
8325;Total sales;26-28 Manufact of electronics, machinery;2016 June;100.2;0.1;0.3;37621
8326;Total sales;26-28 Manufact of electronics, machinery;2016 July;100.2;0.0;0.0;37621
8327;Total sales;26-28 Manufact of electronics, machinery;2016 August;100.1;-0.2;0.0;37621
8328;Total sales;26-28 Manufact of electronics, machinery;2016 September;100.0;0.0;0.0;37621
8329;Total sales;26-28 Manufact of electronics, machinery;2016 October;100.0;0.0;0.2;37621
8330;Total sales;26-28 Manufact of electronics, machinery;2016 November;100.2;0.2;-0.1;37621
8331;Total sales;26-28 Manufact of electronics, machinery;2016 December;100.5;0.3;0.4;37621
8332;Total sales;26-28 Manufact of electronics, machinery;2016;100.2;;0.2;37621
8333;Total sales;26-28 Manufact of electronics, machinery;2017 January;100.9;0.4;0.4;37621
8334;Total sales;26-28 Manufact of electronics, machinery;2017 February;100.9;0.0;0.5;37621
8335;Total sales;26-28 Manufact of electronics, machinery;2017 March;100.8;-0.1;0.5;37621
8336;Total sales;26-28 Manufact of electronics, machinery;2017 April;100.9;0.1;0.9;37621
8337;Total sales;26-28 Manufact of electronics, machinery;2017 May;100.5;-0.4;0.4;37621
8338;Total sales;26-28 Manufact of electronics, machinery;2017 June;100.3;-0.2;0.1;37621
8339;Total sales;26-28 Manufact of electronics, machinery;2017 July;100.3;0.0;0.1;37621
8340;Total sales;26-28 Manufact of electronics, machinery;2017 August;100.1;-0.2;0.0;37621
8341;Total sales;26-28 Manufact of electronics, machinery;2017 September;99.9;-0.1;-0.1;37621
8342;Total sales;26-28 Manufact of electronics, machinery;2017 October;100.1;0.2;0.1;37621
8343;Total sales;26-28 Manufact of electronics, machinery;2017 November;100.2;0.1;0.0;37621
8344;Total sales;26-28 Manufact of electronics, machinery;2017 December;100.1;0.0;-0.4;37621
8345;Total sales;26-28 Manufact of electronics, machinery;2017;100.4;;0.2;37621
8346;Total sales;26-28 Manufact of electronics, machinery;2018 January;100.6;0.5;-0.3;37621
8347;Total sales;26-28 Manufact of electronics, machinery;2018 February;100.5;-0.1;-0.4;37621
8348;Total sales;26-28 Manufact of electronics, machinery;2018 March;100.5;0.0;-0.3;37621
8349;Total sales;26-28 Manufact of electronics, machinery;2018 April;100.5;0.0;-0.4;37621
8350;Total sales;26-28 Manufact of electronics, machinery;2018 May;101.0;0.5;0.5;37621
8351;Total sales;26-28 Manufact of electronics, machinery;2018 June;101.2;0.1;0.8;37621
8352;Total sales;26-28 Manufact of electronics, machinery;2018 July;101.5;0.3;1.2;37621
8353;Total sales;26-28 Manufact of electronics, machinery;2018 August;101.6;0.2;1.6;37621
8354;Total sales;26-28 Manufact of electronics, machinery;2018 September;101.5;-0.1;1.6;37621
8355;Total sales;26-28 Manufact of electronics, machinery;2018 October;101.7;0.2;1.6;37621
8356;Total sales;26-28 Manufact of electronics, machinery;2018 November;101.9;0.2;1.7;37621
8357;Total sales;26-28 Manufact of electronics, machinery;2018 December;101.9;0.0;1.7;37621
8358;Total sales;26-28 Manufact of electronics, machinery;2018;101.2;;0.8;37621
8359;Total sales;26-28 Manufact of electronics, machinery;2019 January;103.2;1.3;2.6;37621
8360;Total sales;26-28 Manufact of electronics, machinery;2019 February;103.2;0.1;2.7;37621
8361;Total sales;26-28 Manufact of electronics, machinery;2019 March;103.3;0.1;2.8;37621
8362;Total sales;26-28 Manufact of electronics, machinery;2019 April;103.7;0.4;3.2;37621
8363;Total sales;26-28 Manufact of electronics, machinery;2019 May;103.8;0.1;2.8;37621
8364;Total sales;26-28 Manufact of electronics, machinery;2019 June;103.8;-0.1;2.6;37621
8365;Total sales;26-28 Manufact of electronics, machinery;2019 July;103.8;0.1;2.3;37621
8366;Total sales;26-28 Manufact of electronics, machinery;2019 August;103.9;0.0;2.2;37621
8367;Total sales;26-28 Manufact of electronics, machinery;2019 September;104.1;0.2;2.5;37621
8368;Total sales;26-28 Manufact of electronics, machinery;2019 October;104.4;0.2;2.6;37621
8369;Total sales;26-28 Manufact of electronics, machinery;2019 November;104.4;0.0;2.4;37621
8370;Total sales;26-28 Manufact of electronics, machinery;2019 December;104.4;0.0;2.5;37621
8371;Total sales;26-28 Manufact of electronics, machinery;2019;103.8;;2.6;37621
8372;Total sales;26-28 Manufact of electronics, machinery;2020 January;105.2;0.8;2.0;37621
8373;Total sales;26-28 Manufact of electronics, machinery;2020 February;105.5;0.2;2.2;37621
8374;Total sales;26-28 Manufact of electronics, machinery;2020 March;105.3;-0.2;1.9;37621
8375;Total sales;26-28 Manufact of electronics, machinery;2020 April;105.4;0.1;1.6;37621
8376;Total sales;26-28 Manufact of electronics, machinery;2020 May;105.3;-0.1;1.4;37621
8377;Total sales;26-28 Manufact of electronics, machinery;2020 June;104.9;-0.4;1.1;37621
8378;Total sales;26-28 Manufact of electronics, machinery;2020 July;104.6;-0.3;0.7;37621
8379;Total sales;26-28 Manufact of electronics, machinery;2020 August;104.1;-0.4;0.3;37621
8380;Total sales;26-28 Manufact of electronics, machinery;2020 September;104.1;0.0;0.0;37621
8381;Total sales;26-28 Manufact of electronics, machinery;2020 October;104.1;0.0;-0.2;37621
8382;Total sales;26-28 Manufact of electronics, machinery;2020 November;104.1;0.0;-0.3;37621
8383;Total sales;26-28 Manufact of electronics, machinery;2020 December;103.7;-0.4;-0.7;37621
8384;Total sales;26-28 Manufact of electronics, machinery;2020;104.7;;0.8;37621
8385;Total sales;26-28 Manufact of electronics, machinery;2021 January;104.8;1.0;-0.4;37621
8386;Total sales;26-28 Manufact of electronics, machinery;2021 February;105.1;0.3;-0.4;37621
8387;Total sales;26-28 Manufact of electronics, machinery;2021 March;105.4;0.3;0.1;37621
8388;Total sales;26-28 Manufact of electronics, machinery;2021 April;105.7;0.3;0.4;37621
8389;Total sales;26-28 Manufact of electronics, machinery;2021 May;105.5;-0.2;0.3;37621
8390;Total sales;26-28 Manufact of electronics, machinery;2021 June;105.9;0.3;1.0;37621
8391;Total sales;26-28 Manufact of electronics, machinery;2021 July;106.8;0.8;2.1;37621
8392;Total sales;26-28 Manufact of electronics, machinery;2021 August;106.8;0.1;2.6;37621
8393;Total sales;26-28 Manufact of electronics, machinery;2021 September;106.9;0.0;2.6;37621
8394;Total sales;26-28 Manufact of electronics, machinery;2021 October;107.4;0.5;3.1;37621
8395;Total sales;26-28 Manufact of electronics, machinery;2021 November;107.6;0.2;3.3;37621
8396;Total sales;26-28 Manufact of electronics, machinery;2021 December;107.7;0.1;3.9;37621
8397;Total sales;26-28 Manufact of electronics, machinery;2021;106.3;;1.5;37621
8398;Total sales;26-28 Manufact of electronics, machinery;2022 January;110.2;2.2;5.1;37621
8399;Total sales;26-28 Manufact of electronics, machinery;2022 February;110.3;0.1;5.0;37621
8400;Total sales;26-28 Manufact of electronics, machinery;2022 March;110.9;0.6;5.2;37621
8401;Total sales;26-28 Manufact of electronics, machinery;2022 April;112.3;1.2;6.2;37621
8402;Total sales;26-28 Manufact of electronics, machinery;2022 May;112.9;0.5;7.0;37621
8403;Total sales;26-28 Manufact of electronics, machinery;2022 June;113.1;0.1;6.8;37621
8404;Total sales;26-28 Manufact of electronics, machinery;2022 July;115.6;2.3;8.3;37621
8405;Total sales;26-28 Manufact of electronics, machinery;2022 August;115.8;0.2;8.4;37621
8406;Total sales;26-28 Manufact of electronics, machinery;2022 September;116.2;0.4;8.7;37621
8407;Total sales;26-28 Manufact of electronics, machinery;2022 October;117.4;1.0;9.3;37621
8408;Total sales;26-28 Manufact of electronics, machinery;2022 November;117.2;-0.2;8.9;37621
8409;Total sales;26-28 Manufact of electronics, machinery;2022 December;116.8;-0.3;8.4;37621
8410;Total sales;26-28 Manufact of electronics, machinery;2022;114.0;;7.3;37621
8411;Total sales;26-28 Manufact of electronics, machinery;2023 January;118.8;1.7;7.8;37621
8412;Total sales;26-28 Manufact of electronics, machinery;2023 February;119.0;0.2;7.9;37621
8413;Total sales;26-28 Manufact of electronics, machinery;2023 March;118.9;0.0;7.2;37621
8414;Total sales;26-28 Manufact of electronics, machinery;2023 April;119.2;0.2;6.1;37621
8415;Total sales;26-28 Manufact of electronics, machinery;2023 May;119.4;0.2;5.8;37621
8416;Total sales;26-28 Manufact of electronics, machinery;2023 June;119.4;0.0;5.6;37621
8417;Total sales;26-28 Manufact of electronics, machinery;2023 July;119.8;0.4;3.7;37621
8418;Total sales;26-28 Manufact of electronics, machinery;2023 August;120.2;0.3;3.8;37621
8419;Total sales;26-28 Manufact of electronics, machinery;2023 September;120.3;0.1;3.5;37621
8420;Total sales;26-28 Manufact of electronics, machinery;2023 October;120.7;0.3;2.8;37621
8421;Total sales;26-28 Manufact of electronics, machinery;2023 November;120.5;-0.1;2.9;37621
8422;Total sales;26-28 Manufact of electronics, machinery;2023 December;120.6;0.1;3.3;37621
8423;Total sales;26-28 Manufact of electronics, machinery;2023;119.7;;5.0;37621
8424;Total sales;26-27 Elektrical and electron. Industry;2012 January;95.6;;;14092
8425;Total sales;26-27 Elektrical and electron. Industry;2012 February;95.3;-0.4;;14092
8426;Total sales;26-27 Elektrical and electron. Industry;2012 March;95.4;0.1;;14092
8427;Total sales;26-27 Elektrical and electron. Industry;2012 April;95.4;0.0;;14092
8428;Total sales;26-27 Elektrical and electron. Industry;2012 May;95.6;0.3;;14092
8429;Total sales;26-27 Elektrical and electron. Industry;2012 June;95.9;0.3;;14092
8430;Total sales;26-27 Elektrical and electron. Industry;2012 July;96.2;0.3;;14092
8431;Total sales;26-27 Elektrical and electron. Industry;2012 August;96.2;-0.1;;14092
8432;Total sales;26-27 Elektrical and electron. Industry;2012 September;95.6;-0.6;;14092
8433;Total sales;26-27 Elektrical and electron. Industry;2012 October;95.3;-0.3;;14092
8434;Total sales;26-27 Elektrical and electron. Industry;2012 November;95.3;0.0;;14092
8435;Total sales;26-27 Elektrical and electron. Industry;2012 December;95.1;-0.2;;14092
8436;Total sales;26-27 Elektrical and electron. Industry;2012;95.6;;;14092
8437;Total sales;26-27 Elektrical and electron. Industry;2013 January;95.9;0.9;0.4;14092
8438;Total sales;26-27 Elektrical and electron. Industry;2013 February;96.0;0.1;0.8;14092
8439;Total sales;26-27 Elektrical and electron. Industry;2013 March;96.4;0.4;1.1;14092
8440;Total sales;26-27 Elektrical and electron. Industry;2013 April;96.4;0.0;1.1;14092
8441;Total sales;26-27 Elektrical and electron. Industry;2013 May;96.3;-0.2;0.7;14092
8442;Total sales;26-27 Elektrical and electron. Industry;2013 June;96.1;-0.2;0.2;14092
8443;Total sales;26-27 Elektrical and electron. Industry;2013 July;96.1;0.1;-0.1;14092
8444;Total sales;26-27 Elektrical and electron. Industry;2013 August;96.0;-0.2;-0.2;14092
8445;Total sales;26-27 Elektrical and electron. Industry;2013 September;95.9;0.0;0.4;14092
8446;Total sales;26-27 Elektrical and electron. Industry;2013 October;95.7;-0.3;0.3;14092
