ID;PersonalCharacteristics;Periods;MembershipSportsClub_1;k_5HoursAWeekOrMore_2;k_14HoursAWeek_3;k_5HoursAWeekOrMore_4;k_14HoursAWeek_5;ClubActivitiesAtLeastOnceAMonth_6;MembershipHobbyClub_7;k_5HoursAWeekOrMore_8;k_14HoursAWeek_9;k_5HoursAWeekOrMore_10;k_14HoursAWeek_11;MembershipArtsCollege_12;k_5HoursAWeekOrMore_13;k_14HoursAWeek_14;k_5HoursAWeekOrMore_15;k_14HoursAWeek_16;MembershipSchoolOfMusic_17;MemberMusicalClubChoir1229Yrs_18;PlaysMusicalInstrument1229Yrs_19;OwnsCulturalPass1227Yrs_20;AtLeastOnceAMonth_21;k_311TimesAYear_22;AtLeastOnceAMonth_23;MoreThan3TimesAYearNotMonthly_24;AtLeastOnceAMonth_25;MoreThan3TimesAYearNotMonthly_26;AtLeastOnceAMonth_27;MoreThan3TimesAYearNotMonthly_28;AtLeastOnceAMonth_29;MoreThan3TimesAYearNotMonthly_30;AtLeastOnceAMonth_31;MoreThan3TimesAYearNotMonthly_32;AtLeastOnceAMonth_33;MoreThan3TimesAYearNotMonthly_34;AtLeastOnceAMonth_35;MoreThan3TimesAYearNotMonthly_36;AtLeastOnceAMonth_37;MoreThan3TimesAYearNotMonthly_38;AtLeastOnceAMonth_39;MoreThan3TimesAYearNotMonthly_40;AtLeastOnceAMonth_41;MoreThan3TimesAYearNotMonthly_42;FrequentWalkers_43;k_5HoursAWeekOrMore_44;k_14HoursAWeek_45;CyclingTrips_46;k_5HoursAWeekOrMore_47;k_14HoursAWeek_48;AtLeastOnceAWeek_49;k_13TimesAMonth_50;AtLeastOnceAMonth_51;MoreThan3TimesAYearNotMonthly_52;AtLeastOnceAMonth_53;MoreThan3TimesAYearNotMonthly_54;AtLeastOnceAMonth_55;MoreThan3TimesAYearNotMonthly_56;MoreThanOneHoliday_57;OneHoliday_58;ExtremelySatisfactory_59;VerySatisfactory_60;Satisfactory_61;ReasonablySatisfactory_62;NotVerySatisfactory_63;AreYouSometimesBored1229Yrs_64
436;Level of ed.: pre-vocational education;1998;19.0;10.0;30.0;10.0;22.0;41.0;9.0;10.0;26.0;3.0;6.0;5.0;3.0;10.0;3.0;4.0;13.0;;;;1.0;7.0;2.0;12.0;;;;;;;0.0;5.0;6.0;15.0;52.0;20.0;2.0;7.0;1.0;7.0;1.0;5.0;54.0;28.0;57.0;49.0;28.0;55.0;13.0;10.0;26.0;36.0;12.0;5.0;33.0;23.0;27.0;37.0;7.0;27.0;49.0;14.0;3.0;
437;Level of ed.: pre-vocational education;1999;24.0;9.0;30.0;7.0;21.0;41.0;8.0;10.0;25.0;3.0;5.0;9.0;5.0;9.0;2.0;4.0;11.0;;;;1.0;7.0;2.0;10.0;;;;;;;1.0;4.0;5.0;14.0;46.0;21.0;1.0;8.0;0.0;8.0;1.0;4.0;57.0;24.0;62.0;52.0;22.0;66.0;12.0;10.0;26.0;37.0;14.0;7.0;38.0;20.0;29.0;37.0;8.0;30.0;46.0;11.0;4.0;
438;Level of ed.: pre-vocational education;2000;27.0;10.0;31.0;10.0;23.0;41.0;10.0;9.0;27.0;3.0;5.0;6.0;4.0;9.0;2.0;2.0;9.0;;;;1.0;6.0;2.0;9.0;;;;;;;1.0;6.0;4.0;13.0;48.0;19.0;2.0;7.0;0.0;7.0;2.0;4.0;58.0;26.0;61.0;49.0;29.0;59.0;12.0;10.0;24.0;40.0;11.0;5.0;36.0;18.0;28.0;38.0;9.0;29.0;48.0;9.0;5.0;
439;Level of ed.: pre-vocational education;2001;23.0;10.0;29.0;11.0;23.0;39.0;9.0;7.0;24.0;2.0;6.0;5.0;3.0;11.0;3.0;3.0;14.0;;;;0.0;6.0;2.0;9.0;;;;;;;1.0;4.0;7.0;9.0;47.0;19.0;2.0;7.0;0.0;4.0;2.0;4.0;59.0;24.0;62.0;51.0;26.0;63.0;12.0;12.0;27.0;33.0;12.0;3.0;36.0;18.0;31.0;37.0;8.0;28.0;48.0;11.0;4.0;
440;Level of ed.: pre-vocational education;2002;21.0;10.0;29.0;9.0;22.0;39.0;8.0;7.0;25.0;3.0;6.0;9.0;5.0;11.0;2.0;3.0;10.0;;;;0.0;9.0;2.0;9.0;;;;;;;1.0;4.0;8.0;12.0;46.0;17.0;2.0;6.0;1.0;5.0;1.0;4.0;58.0;26.0;58.0;52.0;26.0;61.0;11.0;11.0;27.0;31.0;11.0;5.0;42.0;16.0;31.0;37.0;7.0;26.0;52.0;11.0;4.0;
441;Level of ed.: pre-vocational education;2003;22.0;10.0;28.0;10.0;22.0;40.0;8.0;8.0;22.0;3.0;4.0;4.0;3.0;8.0;2.0;4.0;12.0;;;;0.0;7.0;3.0;8.0;;;;;;;1.0;4.0;6.0;14.0;46.0;20.0;2.0;7.0;1.0;3.0;1.0;3.0;57.0;27.0;60.0;51.0;28.0;57.0;10.0;10.0;23.0;34.0;10.0;5.0;41.0;18.0;32.0;36.0;7.0;29.0;51.0;10.0;3.0;
442;Level of ed.: pre-vocational education;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;Level of ed.: pre-vocational education;2005;;12.0;29.0;;;39.0;;;;3.0;6.0;7.0;;;1.0;3.0;7.0;;;;1.0;6.0;;;;;;;;;;;;;;;;;;;;;57.0;25.0;62.0;51.0;26.0;63.0;11.0;12.0;;;;;;;31.0;34.0;;;;;;
444;Level of ed.: pre-vocational education;2006;;13.0;30.0;;;39.0;;;;3.0;6.0;5.0;;;1.0;3.0;8.0;;;;0.0;7.0;;;;;;;;;;;;;;;;;;;;;60.0;27.0;61.0;56.0;29.0;57.0;11.0;10.0;;;;;;;29.0;35.0;;;;;;
445;Level of ed.: pre-vocational education;2007;;15.0;30.0;;;39.0;;;;2.0;6.0;5.0;;;2.0;3.0;17.0;;;;0.0;8.0;;;;;;;;;;;;;;;;;;;;;62.0;29.0;61.0;53.0;24.0;65.0;11.0;11.0;;;;;;;32.0;33.0;;;;;;
446;Level of ed.: pre-vocational education;2008;;14.0;30.0;;;35.0;;;;3.0;6.0;8.0;;;1.0;3.0;7.0;;;;0.0;9.0;;;;;;;;;;;;;;;;;;;;;57.0;27.0;63.0;52.0;30.0;60.0;10.0;12.0;;;;;;;34.0;32.0;;;;;;
447;Level of ed.: pre-vocational education;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;Level of ed.: pre-vocational education;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Level of ed.: pre-vocational education;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Level of ed.: junior gen. sec. education;1997;31.0;15.0;41.0;8.0;21.0;49.0;7.0;6.0;22.0;4.0;11.0;8.0;8.0;12.0;5.0;6.0;24.0;;;;2.0;12.0;3.0;12.0;;;;;;;1.0;5.0;11.0;20.0;45.0;26.0;3.0;6.0;1.0;5.0;1.0;5.0;54.0;21.0;61.0;48.0;27.0;56.0;15.0;16.0;27.0;38.0;19.0;8.0;44.0;19.0;37.0;38.0;9.0;30.0;41.0;15.0;5.0;
451;Level of ed.: junior gen. sec. education;1998;27.0;17.0;43.0;9.0;19.0;51.0;6.0;5.0;21.0;5.0;10.0;13.0;6.0;15.0;3.0;6.0;25.0;;;;2.0;12.0;5.0;16.0;;;;;;;1.0;8.0;11.0;26.0;40.0;24.0;1.0;5.0;1.0;5.0;1.0;3.0;56.0;24.0;62.0;46.0;23.0;65.0;19.0;17.0;31.0;39.0;22.0;11.0;43.0;17.0;40.0;38.0;8.0;26.0;50.0;11.0;5.0;
452;Level of ed.: junior gen. sec. education;1999;25.0;15.0;40.0;7.0;27.0;47.0;9.0;4.0;19.0;3.0;9.0;5.0;7.0;11.0;3.0;7.0;22.0;;;;2.0;13.0;3.0;13.0;;;;;;;0.0;7.0;10.0;25.0;41.0;26.0;2.0;4.0;0.0;5.0;1.0;4.0;52.0;19.0;65.0;45.0;25.0;63.0;17.0;16.0;30.0;44.0;24.0;7.0;46.0;18.0;41.0;37.0;9.0;34.0;43.0;10.0;4.0;
453;Level of ed.: junior gen. sec. education;2000;31.0;16.0;39.0;7.0;24.0;48.0;13.0;5.0;19.0;3.0;11.0;5.0;6.0;12.0;3.0;7.0;18.0;;;;3.0;13.0;5.0;18.0;;;;;;;2.0;10.0;12.0;27.0;44.0;21.0;2.0;5.0;0.0;7.0;2.0;4.0;58.0;19.0;67.0;47.0;20.0;65.0;14.0;16.0;31.0;45.0;22.0;8.0;44.0;20.0;41.0;36.0;6.0;35.0;43.0;12.0;5.0;
454;Level of ed.: junior gen. sec. education;2001;29.0;17.0;39.0;10.0;19.0;48.0;6.0;4.0;21.0;2.0;10.0;6.0;5.0;13.0;4.0;6.0;31.0;;;;1.0;12.0;4.0;14.0;;;;;;;2.0;8.0;12.0;23.0;43.0;18.0;3.0;4.0;0.0;6.0;2.0;5.0;54.0;24.0;59.0;45.0;24.0;59.0;15.0;16.0;33.0;36.0;20.0;7.0;43.0;17.0;42.0;37.0;10.0;35.0;42.0;10.0;4.0;
455;Level of ed.: junior gen. sec. education;2002;23.0;15.0;40.0;8.0;24.0;46.0;7.0;3.0;17.0;2.0;11.0;6.0;7.0;14.0;3.0;8.0;19.0;;;;1.0;14.0;4.0;15.0;;;;;;;2.0;7.0;14.0;20.0;40.0;20.0;3.0;3.0;1.0;5.0;0.0;3.0;54.0;19.0;64.0;49.0;26.0;59.0;13.0;18.0;31.0;42.0;21.0;8.0;50.0;20.0;44.0;34.0;7.0;26.0;49.0;13.0;5.0;
456;Level of ed.: junior gen. sec. education;2003;28.0;16.0;39.0;10.0;21.0;48.0;7.0;3.0;21.0;3.0;8.0;7.0;6.0;11.0;3.0;6.0;20.0;;;;0.0;13.0;3.0;13.0;;;;;;;1.0;8.0;10.0;24.0;41.0;21.0;1.0;6.0;1.0;3.0;1.0;3.0;56.0;22.0;61.0;47.0;23.0;64.0;13.0;17.0;27.0;38.0;18.0;6.0;48.0;15.0;42.0;36.0;8.0;32.0;45.0;10.0;5.0;
457;Level of ed.: junior gen. sec. education;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;Level of ed.: junior gen. sec. education;2005;;19.0;39.0;;;48.0;;;;3.0;9.0;5.0;;;3.0;8.0;20.0;;;;0.0;12.0;;;;;;;;;;;;;;;;;;;;;55.0;25.0;61.0;46.0;23.0;64.0;12.0;15.0;;;;;;;40.0;34.0;;;;;;
459;Level of ed.: junior gen. sec. education;2006;;22.0;36.0;;;47.0;;;;5.0;9.0;5.0;;;3.0;7.0;26.0;;;;1.0;14.0;;;;;;;;;;;;;;;;;;;;;51.0;23.0;61.0;45.0;28.0;60.0;12.0;16.0;;;;;;;44.0;33.0;;;;;;
460;Level of ed.: junior gen. sec. education;2007;;25.0;39.0;;;50.0;;;;5.0;11.0;9.0;;;3.0;6.0;20.0;;;;1.0;11.0;;;;;;;;;;;;;;;;;;;;;54.0;26.0;59.0;44.0;28.0;60.0;9.0;21.0;;;;;;;43.0;34.0;;;;;;
461;Level of ed.: junior gen. sec. education;2008;;27.0;38.0;;;50.0;;;;3.0;11.0;3.0;;;3.0;10.0;33.0;;;;1.0;15.0;;;;;;;;;;;;;;;;;;;;;49.0;23.0;61.0;43.0;29.0;56.0;10.0;19.0;;;;;;;49.0;30.0;;;;;;
462;Level of ed.: junior gen. sec. education;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;Level of ed.: junior gen. sec. education;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Level of ed.: junior gen. sec. education;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Level of ed.: senior gen. sec. education;1997;31.0;12.0;40.0;5.0;22.0;47.0;10.0;11.0;30.0;4.0;9.0;6.0;5.0;14.0;3.0;6.0;15.0;;;;3.0;13.0;4.0;19.0;;;;;;;1.0;8.0;12.0;22.0;52.0;24.0;2.0;7.0;1.0;6.0;1.0;6.0;59.0;21.0;60.0;51.0;22.0;63.0;15.0;17.0;33.0;43.0;17.0;9.0;41.0;20.0;37.0;38.0;7.0;28.0;49.0;12.0;4.0;
466;Level of ed.: senior gen. sec. education;1998;31.0;12.0;40.0;5.0;21.0;47.0;9.0;10.0;29.0;4.0;8.0;7.0;5.0;13.0;4.0;5.0;12.0;;;;3.0;14.0;5.0;16.0;;;;;;;2.0;8.0;12.0;24.0;50.0;26.0;4.0;7.0;1.0;5.0;1.0;5.0;60.0;21.0;58.0;50.0;22.0;60.0;16.0;17.0;36.0;42.0;16.0;8.0;43.0;18.0;39.0;38.0;8.0;28.0;48.0;13.0;3.0;
467;Level of ed.: senior gen. sec. education;1999;32.0;12.0;40.0;6.0;20.0;48.0;7.0;9.0;30.0;4.0;9.0;5.0;5.0;13.0;3.0;5.0;9.0;;;;3.0;15.0;4.0;18.0;;;;;;;1.0;8.0;10.0;23.0;51.0;25.0;3.0;9.0;1.0;6.0;2.0;5.0;61.0;21.0;63.0;50.0;23.0;61.0;16.0;17.0;38.0;39.0;17.0;7.0;43.0;20.0;41.0;37.0;8.0;29.0;44.0;13.0;6.0;
468;Level of ed.: senior gen. sec. education;2000;32.0;13.0;39.0;6.0;19.0;47.0;8.0;9.0;31.0;4.0;9.0;8.0;5.0;13.0;3.0;6.0;13.0;;;;3.0;13.0;5.0;18.0;;;;;;;2.0;9.0;12.0;21.0;51.0;24.0;3.0;8.0;0.0;6.0;1.0;8.0;62.0;22.0;61.0;50.0;21.0;64.0;16.0;17.0;40.0;40.0;16.0;7.0;45.0;20.0;43.0;36.0;7.0;29.0;48.0;12.0;4.0;
469;Level of ed.: senior gen. sec. education;2001;32.0;13.0;40.0;6.0;18.0;47.0;8.0;11.0;28.0;3.0;8.0;6.0;6.0;11.0;3.0;6.0;11.0;;;;1.0;13.0;4.0;15.0;;;;;;;1.0;7.0;12.0;19.0;51.0;23.0;4.0;7.0;1.0;6.0;2.0;5.0;60.0;22.0;61.0;49.0;22.0;65.0;15.0;19.0;39.0;36.0;16.0;8.0;46.0;16.0;43.0;36.0;10.0;29.0;47.0;11.0;3.0;
470;Level of ed.: senior gen. sec. education;2002;32.0;13.0;40.0;5.0;17.0;47.0;8.0;10.0;30.0;3.0;8.0;8.0;5.0;11.0;3.0;6.0;16.0;;;;1.0;13.0;4.0;13.0;;;;;;;2.0;6.0;11.0;20.0;52.0;20.0;4.0;7.0;1.0;4.0;1.0;5.0;59.0;19.0;63.0;50.0;19.0;65.0;13.0;18.0;37.0;39.0;16.0;6.0;47.0;17.0;44.0;36.0;8.0;29.0;48.0;12.0;3.0;
471;Level of ed.: senior gen. sec. education;2003;33.0;14.0;40.0;5.0;16.0;47.0;8.0;9.0;29.0;3.0;7.0;9.0;4.0;11.0;2.0;6.0;12.0;;;;1.0;12.0;4.0;12.0;;;;;;;1.0;6.0;12.0;20.0;51.0;19.0;4.0;7.0;1.0;5.0;1.0;5.0;61.0;22.0;62.0;51.0;23.0;62.0;13.0;18.0;34.0;37.0;14.0;8.0;48.0;16.0;43.0;36.0;7.0;28.0;49.0;12.0;4.0;
472;Level of ed.: senior gen. sec. education;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Level of ed.: senior gen. sec. education;2005;;16.0;42.0;;;49.0;;;;2.0;8.0;5.0;;;2.0;5.0;13.0;;;;1.0;13.0;;;;;;;;;;;;;;;;;;;;;61.0;24.0;61.0;49.0;22.0;64.0;13.0;19.0;;;;;;;43.0;35.0;;;;;;
474;Level of ed.: senior gen. sec. education;2006;;16.0;42.0;;;47.0;;;;3.0;7.0;5.0;;;3.0;5.0;14.0;;;;1.0;12.0;;;;;;;;;;;;;;;;;;;;;62.0;25.0;61.0;50.0;23.0;62.0;13.0;18.0;;;;;;;46.0;34.0;;;;;;
475;Level of ed.: senior gen. sec. education;2007;;16.0;41.0;;;42.0;;;;4.0;8.0;4.0;;;3.0;5.0;11.0;;;;1.0;13.0;;;;;;;;;;;;;;;;;;;;;62.0;24.0;62.0;51.0;24.0;62.0;13.0;19.0;;;;;;;44.0;35.0;;;;;;
476;Level of ed.: senior gen. sec. education;2008;;16.0;40.0;;;41.0;;;;3.0;9.0;4.0;;;3.0;5.0;10.0;;;;1.0;13.0;;;;;;;;;;;;;;;;;;;;;62.0;22.0;62.0;50.0;21.0;65.0;12.0;19.0;;;;;;;49.0;30.0;;;;;;
477;Level of ed.: senior gen. sec. education;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;Level of ed.: senior gen. sec. education;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;Level of ed.: senior gen. sec. education;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Level of ed.: voc.colleges, universities;1997;33.0;13.0;47.0;4.0;19.0;52.0;9.0;10.0;33.0;4.0;9.0;8.0;7.0;16.0;6.0;10.0;14.0;;;;10.0;30.0;6.0;28.0;;;;;;;3.0;13.0;14.0;24.0;62.0;25.0;3.0;6.0;1.0;4.0;2.0;7.0;66.0;15.0;63.0;54.0;19.0;64.0;13.0;21.0;45.0;41.0;10.0;9.0;44.0;16.0;54.0;32.0;9.0;30.0;41.0;14.0;7.0;
481;Level of ed.: voc.colleges, universities;1998;33.0;12.0;49.0;6.0;16.0;52.0;8.0;6.0;34.0;3.0;8.0;6.0;8.0;17.0;6.0;7.0;13.0;;;;9.0;31.0;10.0;30.0;;;;;;;3.0;18.0;15.0;26.0;64.0;21.0;3.0;7.0;1.0;4.0;2.0;6.0;66.0;15.0;65.0;54.0;16.0;65.0;13.0;21.0;50.0;38.0;10.0;8.0;40.0;16.0;57.0;30.0;8.0;30.0;43.0;16.0;3.0;
482;Level of ed.: voc.colleges, universities;1999;34.0;13.0;49.0;6.0;16.0;51.0;9.0;9.0;31.0;3.0;8.0;6.0;6.0;15.0;5.0;10.0;14.0;;;;10.0;29.0;7.0;31.0;;;;;;;3.0;18.0;17.0;24.0;59.0;24.0;4.0;7.0;0.0;4.0;2.0;7.0;69.0;18.0;63.0;55.0;19.0;64.0;13.0;22.0;54.0;36.0;11.0;9.0;40.0;19.0;58.0;29.0;8.0;33.0;41.0;13.0;5.0;
483;Level of ed.: voc.colleges, universities;2000;32.0;14.0;50.0;5.0;19.0;53.0;9.0;11.0;30.0;4.0;8.0;10.0;7.0;13.0;5.0;11.0;14.0;;;;8.0;29.0;10.0;26.0;;;;;;;3.0;14.0;15.0;26.0;64.0;22.0;4.0;6.0;0.0;5.0;3.0;5.0;68.0;16.0;65.0;55.0;16.0;65.0;13.0;22.0;56.0;34.0;10.0;8.0;39.0;18.0;57.0;30.0;7.0;32.0;41.0;15.0;5.0;
484;Level of ed.: voc.colleges, universities;2001;37.0;14.0;51.0;5.0;18.0;51.0;10.0;8.0;32.0;3.0;8.0;8.0;5.0;14.0;4.0;9.0;14.0;;;;4.0;27.0;9.0;25.0;;;;;;;3.0;13.0;17.0;24.0;58.0;24.0;2.0;6.0;0.0;3.0;2.0;8.0;68.0;16.0;66.0;56.0;18.0;65.0;13.0;24.0;54.0;35.0;11.0;6.0;45.0;17.0;60.0;28.0;6.0;31.0;44.0;15.0;4.0;
485;Level of ed.: voc.colleges, universities;2002;36.0;14.0;51.0;5.0;18.0;51.0;8.0;8.0;28.0;3.0;9.0;8.0;6.0;17.0;4.0;8.0;12.0;;;;3.0;27.0;8.0;21.0;;;;;;;3.0;14.0;17.0;27.0;59.0;21.0;2.0;7.0;0.0;2.0;2.0;3.0;69.0;16.0;64.0;56.0;18.0;63.0;13.0;23.0;55.0;31.0;13.0;7.0;44.0;15.0;61.0;28.0;8.0;32.0;41.0;14.0;5.0;
486;Level of ed.: voc.colleges, universities;2003;36.0;16.0;49.0;3.0;16.0;51.0;9.0;7.0;32.0;3.0;8.0;7.0;6.0;15.0;4.0;10.0;12.0;;;;2.0;25.0;8.0;23.0;;;;;;;2.0;14.0;16.0;29.0;60.0;21.0;3.0;6.0;0.0;3.0;3.0;6.0;68.0;18.0;61.0;57.0;21.0;60.0;13.0;24.0;46.0;37.0;10.0;7.0;45.0;16.0;60.0;28.0;6.0;32.0;45.0;13.0;4.0;
487;Level of ed.: voc.colleges, universities;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;Level of ed.: voc.colleges, universities;2005;;16.0;52.0;;;53.0;;;;3.0;10.0;9.0;;;4.0;10.0;13.0;;;;3.0;26.0;;;;;;;;;;;;;;;;;;;;;70.0;16.0;66.0;58.0;16.0;67.0;9.0;22.0;;;;;;;61.0;28.0;;;;;;
489;Level of ed.: voc.colleges, universities;2006;;19.0;50.0;;;50.0;;;;4.0;7.0;6.0;;;4.0;9.0;11.0;;;;3.0;27.0;;;;;;;;;;;;;;;;;;;;;71.0;17.0;68.0;56.0;21.0;64.0;10.0;26.0;;;;;;;62.0;27.0;;;;;;
490;Level of ed.: voc.colleges, universities;2007;;18.0;51.0;;;47.0;;;;3.0;9.0;6.0;;;4.0;8.0;9.0;;;;3.0;27.0;;;;;;;;;;;;;;;;;;;;;69.0;19.0;66.0;56.0;20.0;63.0;10.0;24.0;;;;;;;64.0;24.0;;;;;;
491;Level of ed.: voc.colleges, universities;2008;;17.0;54.0;;;49.0;;;;3.0;8.0;7.0;;;4.0;9.0;11.0;;;;3.0;26.0;;;;;;;;;;;;;;;;;;;;;70.0;17.0;65.0;55.0;18.0;65.0;9.0;26.0;;;;;;;64.0;25.0;;;;;;
492;Level of ed.: voc.colleges, universities;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;Level of ed.: voc.colleges, universities;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;Level of ed.: voc.colleges, universities;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;Higher management;1997;36.0;13.0;48.0;2.0;19.0;51.0;9.0;9.0;35.0;4.0;8.0;5.0;7.0;14.0;4.0;9.0;15.0;;;;7.0;24.0;6.0;28.0;;;;;;;2.0;13.0;15.0;25.0;59.0;27.0;2.0;7.0;1.0;5.0;1.0;8.0;66.0;13.0;64.0;55.0;17.0;63.0;12.0;22.0;48.0;43.0;10.0;10.0;41.0;21.0;53.0;34.0;7.0;28.0;44.0;14.0;7.0;
496;Higher management;1998;37.0;12.0;50.0;2.0;15.0;51.0;8.0;7.0;35.0;3.0;8.0;4.0;8.0;15.0;5.0;7.0;14.0;;;;6.0;25.0;8.0;28.0;;;;;;;3.0;15.0;14.0;27.0;56.0;28.0;4.0;8.0;1.0;4.0;2.0;6.0;66.0;13.0;64.0;52.0;14.0;64.0;13.0;21.0;53.0;37.0;12.0;9.0;41.0;19.0;56.0;32.0;7.0;28.0;43.0;17.0;5.0;
497;Higher management;1999;35.0;12.0;49.0;2.0;17.0;51.0;8.0;11.0;34.0;3.0;8.0;7.0;5.0;13.0;4.0;8.0;14.0;;;;6.0;24.0;5.0;29.0;;;;;;;2.0;16.0;14.0;24.0;58.0;27.0;3.0;8.0;0.0;6.0;2.0;7.0;66.0;16.0;64.0;54.0;18.0;63.0;13.0;23.0;53.0;37.0;11.0;10.0;44.0;19.0;58.0;30.0;6.0;32.0;43.0;14.0;5.0;
498;Higher management;2000;36.0;13.0;49.0;2.0;18.0;51.0;6.0;10.0;33.0;3.0;7.0;7.0;6.0;13.0;4.0;9.0;12.0;;;;6.0;23.0;8.0;25.0;;;;;;;3.0;11.0;14.0;27.0;59.0;24.0;4.0;9.0;0.0;6.0;2.0;7.0;68.0;15.0;65.0;54.0;15.0;67.0;13.0;23.0;54.0;36.0;10.0;8.0;42.0;19.0;56.0;32.0;8.0;29.0;43.0;13.0;6.0;
499;Higher management;2001;40.0;12.0;50.0;2.0;15.0;50.0;9.0;10.0;34.0;3.0;8.0;6.0;5.0;12.0;4.0;9.0;16.0;;;;2.0;22.0;6.0;23.0;;;;;;;2.0;11.0;15.0;24.0;56.0;25.0;3.0;8.0;1.0;5.0;2.0;9.0;67.0;13.0;68.0;53.0;17.0;64.0;14.0;24.0;56.0;34.0;12.0;7.0;45.0;16.0;59.0;30.0;8.0;28.0;44.0;15.0;5.0;
500;Higher management;2002;39.0;13.0;51.0;2.0;16.0;49.0;7.0;9.0;33.0;2.0;9.0;7.0;5.0;15.0;3.0;8.0;14.0;;;;2.0;22.0;6.0;20.0;;;;;;;3.0;11.0;14.0;27.0;60.0;21.0;3.0;7.0;1.0;4.0;2.0;4.0;65.0;16.0;64.0;55.0;18.0;59.0;11.0;24.0;53.0;36.0;13.0;7.0;47.0;17.0;61.0;29.0;7.0;30.0;43.0;18.0;3.0;
501;Higher management;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;Higher management;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;Higher management;2005;;15.0;53.0;;;50.0;;;;2.0;8.0;5.0;;;3.0;8.0;14.0;;;;2.0;20.0;;;;;;;;;;;;;;;;;;;;;67.0;13.0;66.0;55.0;14.0;67.0;10.0;23.0;;;;;;;60.0;29.0;;;;;;
504;Higher management;2006;;17.0;49.0;;;46.0;;;;2.0;7.0;4.0;;;4.0;8.0;12.0;;;;2.0;22.0;;;;;;;;;;;;;;;;;;;;;71.0;16.0;67.0;56.0;20.0;64.0;11.0;25.0;;;;;;;62.0;28.0;;;;;;
505;Higher management;2007;;16.0;52.0;;;46.0;;;;2.0;8.0;4.0;;;3.0;6.0;10.0;;;;2.0;21.0;;;;;;;;;;;;;;;;;;;;;69.0;16.0;67.0;56.0;16.0;65.0;9.0;24.0;;;;;;;64.0;26.0;;;;;;
506;Higher management;2008;;16.0;53.0;;;46.0;;;;3.0;8.0;6.0;;;3.0;7.0;12.0;;;;2.0;21.0;;;;;;;;;;;;;;;;;;;;;68.0;15.0;66.0;53.0;17.0;66.0;10.0;27.0;;;;;;;63.0;27.0;;;;;;
507;Higher management;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;Higher management;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;Higher management;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
