ID;LorriesRoadTractorsLoadCapacityLC;AgeOfVehicle;Periods;TotalKilometresInTheNetherlands_1;KilometresByDutchVehicles_2;KilometresByForeignVehicles_3;TotalKilometresByDutchVehicles_4;KilometresInTheNetherlands_5;KilometresAbroad_6;TotalAverageAnnualKilometres_7;AverageAnnualKilometresInNetherlands_8;AverageAnnualKilometresAbroad_9;DutchGoodsVehiclesInUse_10
1036;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2003;3327.1;2903.1;424.0;5805.2;2903.1;2902.1;94328.0;47173.0;47156.0;61542.0
1037;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2004;3455.6;2998.0;457.6;5936.6;2998.0;2938.6;94462.0;47704.0;46758.0;62846.0
1038;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2005;3607.7;3114.2;493.5;6105.8;3114.2;2991.6;95168.0;48539.0;46629.0;64158.0
1039;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2006;3782.5;3226.9;555.5;6294.8;3226.9;3067.8;91706.0;47012.0;44694.0;68641.0
1040;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2007;3921.3;3309.7;611.6;6465.5;3309.7;3155.8;94226.0;48234.0;45992.0;68617.0
1041;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2008;4109.8;3509.1;600.7;6510.4;3509.1;3001.3;90647.0;48859.0;41788.0;71822.0
1042;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2009;4077.5;3512.9;564.6;6237.8;3512.9;2724.9;88235.0;49691.0;38544.0;70695.0
1043;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2010;4124.9;3606.9;518.0;6030.2;3606.9;2423.4;89998.0;53830.0;36168.0;67004.0
1044;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2011;4091.0;3592.0;499.0;6050.9;3592.0;2458.9;90969.0;54002.0;36967.0;66516.0
1045;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2012;4063.4;3570.4;493.0;5879.4;3570.4;2308.9;88412.0;53691.0;34721.0;66500.0
1046;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2013;3849.7;3360.1;489.5;5734.6;3360.1;2374.5;86667.0;50782.0;35885.0;66168.0
1047;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2014;3873.6;3376.4;497.3;5675.4;3376.4;2299.0;88281.0;52520.0;35761.0;64287.0
1048;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2015;4085.1;3552.8;532.4;5696.3;3552.8;2143.6;86052.0;53670.0;32382.0;66196.0
1049;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2016;4351.3;3769.2;582.1;5773.0;3769.2;2003.8;85558.0;55861.0;29697.0;67475.0
1050;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2017;4383.7;3756.3;627.4;5799.9;3756.3;2043.6;84816.0;54931.0;29885.0;68382.0
1051;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2018;4412.1;3789.5;622.6;5850.9;3789.5;2061.4;82189.0;53232.0;28957.0;71188.0
1052;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2019;4433.6;3806.5;627.1;5740.1;3806.5;1933.6;80780.0;53568.0;27211.0;71058.0
1053;Road tractors (LC)  40 000 kg or more;Total goods vehicles;2020;4007.4;3420.8;586.7;5064.9;3420.8;1644.1;80685.0;54493.0;26191.0;62774.0
1054;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1990;;;;;;;;;;
1055;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1991;;;;;;;;;;
1056;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1992;;;;;;;;;;
1057;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1993;;;;;;;;;;
1058;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1994;;;;;;;;;;
1059;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1995;;;;;;;;;;
1060;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1996;;;;;;;;;;
1061;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1997;;;;;;;;;;
1062;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1998;;;;;;;;;;
1063;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;1999;;;;;;;;;;
1064;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2000;;;;;;;;;;
1065;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2001;;;;;;;;;;
1066;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2002;241.5;196.8;44.7;492.1;196.8;295.2;78017.0;31207.0;46810.0;6307.0
1067;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2003;255.2;209.3;45.9;523.4;209.3;314.0;80753.0;32301.0;48452.0;6481.0
1068;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2004;298.0;241.5;56.4;603.9;241.5;362.3;79051.0;31620.0;47430.0;7639.0
1069;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2005;275.8;221.1;54.7;552.6;221.1;331.6;73158.0;29263.0;43895.0;7554.0
1070;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2006;337.4;265.3;72.1;663.3;265.3;398.0;57372.0;22949.0;34423.0;11561.0
1071;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2007;242.3;187.7;54.6;469.3;187.7;281.6;61656.0;24662.0;36994.0;7611.0
1072;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2008;336.7;270.6;66.2;601.2;270.6;330.7;64907.0;29208.0;35699.0;9263.0
1073;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2009;215.3;179.1;36.3;354.1;179.1;175.1;74212.0;37523.0;36689.0;4772.0
1074;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2010;193.6;171.5;22.1;274.8;171.5;103.3;64124.0;40015.0;24109.0;4286.0
1075;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2011;255.0;219.4;35.6;394.8;219.4;175.4;65016.0;36128.0;28889.0;6073.0
1076;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2012;229.6;192.6;37.0;365.8;192.6;173.2;60900.0;32060.0;28840.0;6007.0
1077;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2013;166.4;137.4;29.0;278.1;137.4;140.7;43810.0;21642.0;22168.0;6348.0
1078;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2014;166.3;141.7;24.6;255.4;141.7;113.6;50022.0;27762.0;22260.0;5105.0
1079;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2015;312.2;265.1;47.1;454.7;265.1;189.6;58185.0;33922.0;24263.0;7814.0
1080;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2016;353.8;296.0;57.8;495.1;296.0;199.0;60225.0;36015.0;24211.0;8220.0
1081;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2017;312.3;259.6;52.7;431.2;259.6;171.6;56813.0;34201.0;22611.0;7590.0
1082;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2018;332.9;278.1;54.8;459.6;278.1;181.5;53756.0;32523.0;21234.0;8550.0
1083;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2019;311.6;260.9;50.8;417.4;260.9;156.5;69011.0;43132.0;25879.0;6048.0
1084;Road tractors (LC)  40 000 kg or more;Vehicle 0 years old;2020;5.5;4.8;0.8;6.9;4.8;2.1;54764.0;37842.0;16922.0;126.0
1085;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1990;;;;;;;;;;
1086;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1991;;;;;;;;;;
1087;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1992;;;;;;;;;;
1088;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1993;;;;;;;;;;
1089;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1994;;;;;;;;;;
1090;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1995;;;;;;;;;;
1091;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1996;;;;;;;;;;
1092;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1997;;;;;;;;;;
1093;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1998;;;;;;;;;;
1094;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;1999;;;;;;;;;;
1095;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2000;;;;;;;;;;
1096;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2001;;;;;;;;;;
1097;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2002;532.9;434.4;98.6;1086.0;434.4;651.6;136669.0;54667.0;82001.0;7946.0
1098;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2003;411.1;337.2;73.9;843.0;337.2;505.8;138510.0;55404.0;83106.0;6086.0
1099;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2004;413.5;335.2;78.3;838.0;335.2;502.8;134465.0;53786.0;80679.0;6232.0
1100;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2005;490.1;392.8;97.2;982.1;392.8;589.3;133350.0;53340.0;80010.0;7365.0
1101;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2006;467.0;367.3;99.8;918.2;367.3;550.9;129249.0;51700.0;77550.0;7104.0
1102;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2007;673.4;521.7;151.7;1304.3;521.7;782.6;123165.0;49266.0;73899.0;10590.0
1103;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2008;488.1;392.2;95.9;871.5;392.2;479.3;112534.0;50640.0;61894.0;7744.0
1104;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2009;619.9;514.3;105.5;1023.6;514.3;509.3;109453.0;54996.0;54457.0;9352.0
1105;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2010;373.8;325.7;48.1;550.7;325.7;225.0;114628.0;67795.0;46833.0;4804.0
1106;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2011;342.2;299.1;43.1;511.4;299.1;212.3;118487.0;69308.0;49179.0;4316.0
1107;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2012;473.3;405.8;67.5;721.9;405.8;316.1;118575.0;66659.0;51915.0;6088.0
1108;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2013;452.3;380.5;71.8;728.9;380.5;348.4;119629.0;62446.0;57183.0;6093.0
1109;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2014;490.7;415.6;75.1;762.6;415.6;347.0;118472.0;64567.0;53905.0;6437.0
1110;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2015;422.5;367.3;55.2;589.6;367.3;222.3;114179.0;71134.0;43046.0;5164.0
1111;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2016;588.9;496.0;92.9;815.8;496.0;319.8;116128.0;70606.0;45522.0;7025.0
1112;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2017;609.1;506.0;103.1;841.9;506.0;335.9;115428.0;69372.0;46056.0;7294.0
1113;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2018;564.2;472.3;92.0;776.8;472.3;304.5;111764.0;67953.0;43812.0;6950.0
1114;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2019;604.6;503.6;101.0;814.9;503.6;311.3;108332.0;66949.0;41383.0;7522.0
1115;Road tractors (LC)  40 000 kg or more;Vehicle 1 year old;2020;463.2;388.6;74.7;597.8;388.6;209.2;111259.0;72318.0;38941.0;5373.0
1116;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1990;;;;;;;;;;
1117;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1991;;;;;;;;;;
1118;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1992;;;;;;;;;;
1119;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1993;;;;;;;;;;
1120;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1994;;;;;;;;;;
1121;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1995;;;;;;;;;;
1122;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1996;;;;;;;;;;
1123;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1997;;;;;;;;;;
1124;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1998;;;;;;;;;;
1125;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;1999;;;;;;;;;;
1126;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2000;;;;;;;;;;
1127;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2001;;;;;;;;;;
1128;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2002;507.2;425.4;81.9;966.7;425.4;541.4;126385.0;55610.0;70776.0;7649.0
1129;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2003;546.7;461.0;85.7;1047.6;461.0;586.7;132509.0;58304.0;74205.0;7906.0
1130;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2004;425.0;354.7;70.3;806.2;354.7;451.5;132426.0;58267.0;74158.0;6088.0
1131;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2005;426.2;352.3;74.0;800.6;352.3;448.3;128197.0;56406.0;71790.0;6245.0
1132;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2006;502.7;408.5;94.2;928.5;408.5;519.9;129387.0;56930.0;72457.0;7176.0
1133;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2007;478.0;383.4;94.6;871.4;383.4;488.0;123916.0;54523.0;69393.0;7032.0
1134;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2008;710.0;579.3;130.7;1232.5;579.3;653.2;118563.0;55725.0;62839.0;10395.0
1135;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2009;507.0;422.8;84.2;829.2;422.8;406.3;107598.0;54867.0;52731.0;7706.0
1136;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2010;697.4;599.2;98.2;1058.7;599.2;459.5;114834.0;64994.0;49840.0;9219.0
1137;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2011;370.2;326.1;44.0;543.0;326.1;216.9;114274.0;68632.0;45642.0;4752.0
1138;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2012;330.8;287.5;43.3;490.3;287.5;202.8;115035.0;67454.0;47581.0;4262.0
1139;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2013;458.6;394.6;63.9;704.7;394.6;310.1;117787.0;65961.0;51826.0;5983.0
1140;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2014;463.0;392.4;70.6;718.7;392.4;326.3;120047.0;65546.0;54502.0;5987.0
1141;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2015;521.1;440.5;80.5;764.8;440.5;324.3;118524.0;68270.0;50254.0;6453.0
1142;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2016;447.7;391.5;56.3;585.1;391.5;193.7;114083.0;76322.0;37762.0;5129.0
1143;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2017;577.9;482.7;95.1;792.6;482.7;309.9;112461.0;68489.0;43972.0;7048.0
1144;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2018;599.0;500.4;98.7;827.0;500.4;326.7;110744.0;67000.0;43744.0;7468.0
1145;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2019;556.8;469.6;87.2;738.4;469.6;268.8;104805.0;66656.0;38149.0;7045.0
1146;Road tractors (LC)  40 000 kg or more;Vehicle 2 years old;2020;608.1;504.9;103.1;793.9;504.9;289.0;107901.0;68625.0;39276.0;7358.0
1147;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1990;;;;;;;;;;
1148;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1991;;;;;;;;;;
1149;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1992;;;;;;;;;;
1150;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1993;;;;;;;;;;
1151;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1994;;;;;;;;;;
1152;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1995;;;;;;;;;;
1153;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1996;;;;;;;;;;
1154;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1997;;;;;;;;;;
1155;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1998;;;;;;;;;;
1156;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;1999;;;;;;;;;;
1157;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2000;;;;;;;;;;
1158;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2001;;;;;;;;;;
1159;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2002;461.8;396.8;65.0;826.7;396.8;429.9;115653.0;55513.0;60139.0;7148.0
1160;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2003;497.2;429.2;67.9;894.3;429.2;465.0;119218.0;57224.0;61993.0;7501.0
1161;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2004;550.3;470.9;79.4;981.0;470.9;510.1;124677.0;59845.0;64832.0;7868.0
1162;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2005;428.9;363.9;65.0;758.1;363.9;394.2;125911.0;60437.0;65474.0;6021.0
1163;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2006;433.1;362.1;71.0;754.3;362.1;392.2;121507.0;58323.0;63184.0;6208.0
1164;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2007;498.6;412.1;86.5;858.5;412.1;446.4;121431.0;58287.0;63144.0;7070.0
1165;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2008;473.6;394.6;79.0;789.3;394.6;394.6;115072.0;57536.0;57536.0;6859.0
1166;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2009;700.8;590.3;110.5;1123.7;590.3;533.4;109097.0;57309.0;51788.0;10300.0
1167;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2010;531.8;446.3;85.6;846.5;446.3;400.2;109409.0;57682.0;51727.0;7737.0
1168;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2011;658.3;564.2;94.2;1028.1;564.2;464.0;112772.0;61882.0;50890.0;9117.0
1169;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2012;342.1;297.4;44.8;507.0;297.4;209.6;109264.0;64085.0;45179.0;4640.0
1170;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2013;316.8;276.3;40.4;472.4;276.3;196.0;112473.0;65797.0;46676.0;4200.0
1171;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2014;453.7;393.8;59.9;670.8;393.8;277.0;113560.0;66660.0;46900.0;5907.0
1172;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2015;477.5;407.7;69.8;688.7;407.7;281.0;113892.0;67424.0;46468.0;6047.0
1173;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2016;515.9;434.0;82.0;716.1;434.0;282.1;112576.0;68221.0;44355.0;6361.0
1174;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2017;415.8;351.4;64.4;561.3;351.4;209.9;108208.0;67738.0;40470.0;5187.0
1175;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2018;558.7;472.7;86.0;757.6;472.7;284.8;105774.0;66003.0;39771.0;7162.0
1176;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2019;596.3;504.3;92.0;788.0;504.3;283.7;102336.0;65495.0;36841.0;7700.0
1177;Road tractors (LC)  40 000 kg or more;Vehicle 3 years old;2020;547.3;460.0;87.2;704.5;460.0;244.5;102322.0;66816.0;35506.0;6885.0
1178;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1990;;;;;;;;;;
1179;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1991;;;;;;;;;;
1180;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1992;;;;;;;;;;
1181;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1993;;;;;;;;;;
1182;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1994;;;;;;;;;;
1183;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1995;;;;;;;;;;
1184;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1996;;;;;;;;;;
1185;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1997;;;;;;;;;;
1186;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1998;;;;;;;;;;
1187;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;1999;;;;;;;;;;
1188;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2000;;;;;;;;;;
1189;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2001;;;;;;;;;;
1190;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2002;476.1;417.8;58.3;803.4;417.8;385.7;101075.0;52559.0;48516.0;7949.0
1191;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2003;441.0;388.6;52.4;747.2;388.6;358.7;108593.0;56469.0;52125.0;6881.0
1192;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2004;478.0;417.9;60.1;803.7;417.9;385.8;110851.0;57643.0;53209.0;7250.0
1193;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2005;526.2;456.6;69.5;878.2;456.6;421.5;116359.0;60507.0;55852.0;7547.0
1194;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2006;414.9;355.5;59.4;683.6;355.5;328.1;116552.0;60607.0;55945.0;5865.0
1195;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2007;412.6;350.0;62.6;673.0;350.0;323.1;112156.0;58321.0;53835.0;6001.0
1196;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2008;468.5;397.9;70.6;750.7;397.9;352.8;109800.0;58194.0;51606.0;6837.0
1197;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2009;440.9;374.3;66.5;695.3;374.3;321.0;103331.0;55632.0;47700.0;6729.0
1198;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2010;717.5;614.4;103.1;1096.9;614.4;482.5;107588.0;60265.0;47323.0;10195.0
1199;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2011;527.8;450.2;77.6;832.7;450.2;382.5;109361.0;59124.0;50237.0;7614.0
1200;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2012;644.1;559.2;84.9;956.8;559.2;397.5;107371.0;62759.0;44612.0;8911.0
1201;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2013;325.3;285.0;40.3;480.5;285.0;195.6;105356.0;62476.0;42880.0;4561.0
1202;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2014;303.2;263.5;39.8;447.3;263.5;183.8;107834.0;63514.0;44320.0;4148.0
1203;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2015;445.7;385.1;60.6;629.2;385.1;244.1;105675.0;64673.0;41002.0;5954.0
1204;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2016;475.3;407.3;68.0;641.4;407.3;234.1;106773.0;67801.0;38972.0;6007.0
1205;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2017;484.0;405.7;78.3;660.8;405.7;255.1;105924.0;65037.0;40887.0;6238.0
1206;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2018;409.2;353.7;55.5;537.5;353.7;183.8;101126.0;66541.0;34585.0;5315.0
1207;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2019;521.1;435.9;85.2;698.6;435.9;262.7;95687.0;59709.0;35978.0;7301.0
1208;Road tractors (LC)  40 000 kg or more;Vehicle 4 years old;2020;564.2;472.3;91.9;730.0;472.3;257.7;98314.0;63609.0;34705.0;7425.0
1209;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1990;;;;;;;;;;
1210;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1991;;;;;;;;;;
1211;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1992;;;;;;;;;;
1212;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1993;;;;;;;;;;
1213;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1994;;;;;;;;;;
1214;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1995;;;;;;;;;;
1215;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1996;;;;;;;;;;
1216;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1997;;;;;;;;;;
1217;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1998;;;;;;;;;;
1218;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;1999;;;;;;;;;;
1219;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2000;;;;;;;;;;
1220;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2001;;;;;;;;;;
1221;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2002;299.6;267.8;31.8;478.2;267.8;210.4;86216.0;48281.0;37935.0;5546.0
1222;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2003;438.3;393.2;45.1;702.1;393.2;308.9;94952.0;53173.0;41779.0;7394.0
1223;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2004;401.0;357.3;43.7;638.0;357.3;280.7;99750.0;55860.0;43890.0;6396.0
1224;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2005;442.7;391.9;50.8;699.8;391.9;307.9;103243.0;57816.0;45427.0;6778.0
1225;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2006;477.8;418.3;59.5;746.9;418.3;328.6;105927.0;59319.0;46608.0;7051.0
1226;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2007;358.7;311.3;47.4;555.9;311.3;244.6;103710.0;58078.0;45633.0;5360.0
1227;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2008;355.7;307.3;48.3;548.8;307.3;241.5;98869.0;55367.0;43502.0;5551.0
1228;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2009;415.8;357.0;58.8;640.9;357.0;284.0;97227.0;54149.0;43078.0;6592.0
1229;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2010;419.3;360.5;58.8;635.7;360.5;275.1;99275.0;56303.0;42972.0;6403.0
1230;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2011;673.2;583.5;89.7;1025.5;583.5;442.0;104538.0;59485.0;45054.0;9810.0
1231;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2012;503.8;435.5;68.3;755.3;435.5;319.8;101667.0;58619.0;43048.0;7429.0
1232;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2013;570.2;489.6;80.6;880.6;489.6;391.0;102182.0;56813.0;45369.0;8618.0
1233;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2014;299.6;260.9;38.7;439.9;260.9;179.0;101640.0;60273.0;41368.0;4328.0
1234;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2015;294.2;258.0;36.2;403.7;258.0;145.7;101033.0;64560.0;36473.0;3996.0
1235;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2016;422.1;364.0;58.2;564.3;364.0;200.3;99959.0;64473.0;35485.0;5645.0
1236;Road tractors (LC)  40 000 kg or more;Vehicle 5 years old;2017;438.7;378.3;60.4;575.0;378.3;196.6;101690.0;66912.0;34778.0;5654.0
