ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromCrudeOil_3;ProductionFromOtherSources_4;Imports_5;Exports_6;StockChange_7;TotalConsumption_8;Processing_9;FinalConsumption_10;OpeningStock_11;ClosingStock_12;StockChange_13
1770;Crude oil;Destined for transit to other countries;2004 June;0.0;;;;3491.0;4387.0;896.0;0.0;0.0;;3419.0;2522.0;896.0
1771;Crude oil;Destined for transit to other countries;2004 2nd quarter;0.0;;;;10970.0;11609.0;639.0;0.0;0.0;;3162.0;2522.0;639.0
1772;Crude oil;Destined for transit to other countries;2004 July;0.0;;;;3764.0;4187.0;423.0;0.0;0.0;;2522.0;2099.0;423.0
1773;Crude oil;Destined for transit to other countries;2004 August;0.0;;;;4423.0;3811.0;-612.0;0.0;0.0;;2099.0;2712.0;-612.0
1774;Crude oil;Destined for transit to other countries;2004 September;0.0;;;;3638.0;3548.0;-90.0;0.0;0.0;;2712.0;2802.0;-90.0
1775;Crude oil;Destined for transit to other countries;2004 3rd quarter;0.0;;;;11825.0;11546.0;-280.0;0.0;0.0;;2522.0;2802.0;-280.0
1776;Crude oil;Destined for transit to other countries;2004 October;0.0;;;;3745.0;3674.0;-71.0;0.0;0.0;;2802.0;2873.0;-71.0
1777;Crude oil;Destined for transit to other countries;2004 November;0.0;;;;4336.0;3891.0;-445.0;0.0;0.0;;2873.0;3318.0;-445.0
1778;Crude oil;Destined for transit to other countries;2004 December;0.0;;;;3454.0;3972.0;517.0;0.0;0.0;;3318.0;2801.0;517.0
1779;Crude oil;Destined for transit to other countries;2004 4th quarter;0.0;;;;11536.0;11537.0;1.0;0.0;0.0;;2802.0;2801.0;1.0
1780;Crude oil;Destined for transit to other countries;2004;0.0;;;;45821.0;45704.0;-116.0;0.0;0.0;;2684.0;2801.0;-116.0
1781;Crude oil;Destined for transit to other countries;2005 January;0.0;;;;3715.0;3799.0;84.0;0.0;0.0;;2801.0;2716.0;84.0
1782;Crude oil;Destined for transit to other countries;2005 February;0.0;;;;3692.0;3737.0;45.0;0.0;0.0;;2716.0;2671.0;45.0
1783;Crude oil;Destined for transit to other countries;2005 March;0.0;;;;4163.0;3939.0;-224.0;0.0;0.0;;2671.0;2895.0;-224.0
1784;Crude oil;Destined for transit to other countries;2005 1st quarter;0.0;;;;11571.0;11476.0;-95.0;0.0;0.0;;2801.0;2895.0;-95.0
1785;Crude oil;Destined for transit to other countries;2005 April;0.0;;;;3355.0;3781.0;427.0;0.0;0.0;;2895.0;2469.0;427.0
1786;Crude oil;Destined for transit to other countries;2005 May;0.0;;;;4121.0;3429.0;-692.0;0.0;0.0;;2469.0;3161.0;-692.0
1787;Crude oil;Destined for transit to other countries;2005 June;0.0;;;;3032.0;2985.0;-47.0;0.0;0.0;;3161.0;3208.0;-47.0
1788;Crude oil;Destined for transit to other countries;2005 2nd quarter;0.0;;;;10508.0;10195.0;-312.0;0.0;0.0;;2895.0;3208.0;-312.0
1789;Crude oil;Destined for transit to other countries;2005 July;0.0;;;;3557.0;3435.0;-121.0;0.0;0.0;;3208.0;3329.0;-121.0
1790;Crude oil;Destined for transit to other countries;2005 August;0.0;;;;3762.0;3733.0;-29.0;0.0;0.0;;3329.0;3359.0;-29.0
1791;Crude oil;Destined for transit to other countries;2005 September;0.0;;;;3867.0;3808.0;-58.0;0.0;0.0;;3359.0;3417.0;-58.0
1792;Crude oil;Destined for transit to other countries;2005 3rd quarter;0.0;;;;11185.0;10976.0;-209.0;0.0;0.0;;3208.0;3417.0;-209.0
1793;Crude oil;Destined for transit to other countries;2005 October;0.0;;;;3556.0;3828.0;272.0;0.0;0.0;;3417.0;3145.0;272.0
1794;Crude oil;Destined for transit to other countries;2005 November;0.0;;;;3482.0;3626.0;144.0;0.0;0.0;;3145.0;3001.0;144.0
1795;Crude oil;Destined for transit to other countries;2005 December;0.0;;;;4036.0;3971.0;-65.0;0.0;0.0;;3001.0;3065.0;-65.0
1796;Crude oil;Destined for transit to other countries;2005 4th quarter;0.0;;;;11074.0;11425.0;351.0;0.0;0.0;;3417.0;3065.0;351.0
1797;Crude oil;Destined for transit to other countries;2005;0.0;;;;44337.0;44073.0;-265.0;0.0;0.0;;2801.0;3065.0;-265.0
1798;Crude oil;Destined for transit to other countries;2006 January;0.0;;;;4626.0;3890.0;-736.0;0.0;0.0;;3065.0;3802.0;-736.0
1799;Crude oil;Destined for transit to other countries;2006 February;0.0;;;;2881.0;3485.0;604.0;0.0;0.0;;3802.0;3198.0;604.0
1800;Crude oil;Destined for transit to other countries;2006 March;0.0;;;;4280.0;3742.0;-538.0;0.0;0.0;;3198.0;3736.0;-538.0
1801;Crude oil;Destined for transit to other countries;2006 1st quarter;0.0;;;;11787.0;11117.0;-670.0;0.0;0.0;;3065.0;3736.0;-670.0
1802;Crude oil;Destined for transit to other countries;2006 April;0.0;;;;3837.0;3728.0;-109.0;0.0;0.0;;3736.0;3845.0;-109.0
1803;Crude oil;Destined for transit to other countries;2006 May;0.0;;;;4356.0;4056.0;-300.0;0.0;0.0;;3845.0;4145.0;-300.0
1804;Crude oil;Destined for transit to other countries;2006 June;0.0;;;;3719.0;3829.0;110.0;0.0;0.0;;4145.0;4035.0;110.0
1805;Crude oil;Destined for transit to other countries;2006 2nd quarter;0.0;;;;11912.0;11613.0;-299.0;0.0;0.0;;3736.0;4035.0;-299.0
1806;Crude oil;Destined for transit to other countries;2006 July;0.0;;;;3869.0;3684.0;-185.0;0.0;0.0;;4035.0;4220.0;-185.0
1807;Crude oil;Destined for transit to other countries;2006 August;0.0;;;;3371.0;3786.0;415.0;0.0;0.0;;4220.0;3805.0;415.0
1808;Crude oil;Destined for transit to other countries;2006 September;0.0;;;;3663.0;3618.0;-45.0;0.0;0.0;;3805.0;3850.0;-45.0
1809;Crude oil;Destined for transit to other countries;2006 3rd quarter;0.0;;;;10903.0;11087.0;184.0;0.0;0.0;;4035.0;3850.0;184.0
1810;Crude oil;Destined for transit to other countries;2006 October;0.0;;;;3593.0;3707.0;114.0;0.0;0.0;;3850.0;3736.0;114.0
1811;Crude oil;Destined for transit to other countries;2006 November;0.0;;;;2642.0;2557.0;-85.0;0.0;0.0;;3736.0;3821.0;-85.0
1812;Crude oil;Destined for transit to other countries;2006 December;0.0;;;;3449.0;3313.0;-136.0;0.0;0.0;;3821.0;3957.0;-136.0
1813;Crude oil;Destined for transit to other countries;2006 4th quarter;0.0;;;;9684.0;9577.0;-107.0;0.0;0.0;;3850.0;3957.0;-107.0
1814;Crude oil;Destined for transit to other countries;2006;0.0;;;;44286.0;43395.0;-891.0;0.0;0.0;;3065.0;3957.0;-891.0
1815;Crude oil;Destined for transit to other countries;2007 January;;;;;3834.0;3738.0;-96.0;;;;3957.0;4053.0;-96.0
1816;Crude oil;Destined for transit to other countries;2007 February;;;;;2910.0;3607.0;697.0;;;;4053.0;3356.0;697.0
1817;Crude oil;Destined for transit to other countries;2007 March;;;;;3785.0;3384.0;-401.0;;;;3356.0;3757.0;-401.0
1818;Crude oil;Destined for transit to other countries;2007 1st quarter;;;;;10529.0;10729.0;200.0;;;;3957.0;3757.0;200.0
1819;Crude oil;Destined for transit to other countries;2007 April;;;;;2814.0;2925.0;110.0;;;;3757.0;3647.0;110.0
1820;Crude oil;Destined for transit to other countries;2007 May;;;;;3746.0;3270.0;-476.0;;;;3647.0;4123.0;-476.0
1821;Crude oil;Destined for transit to other countries;2007 June;;;;;3406.0;3673.0;267.0;;;;4123.0;3856.0;267.0
1822;Crude oil;Destined for transit to other countries;2007 2nd quarter;;;;;9966.0;9868.0;-99.0;;;;3757.0;3856.0;-99.0
1823;Crude oil;Destined for transit to other countries;2007 July;;;;;3720.0;3625.0;-94.0;;;;3856.0;3950.0;-94.0
1824;Crude oil;Destined for transit to other countries;2007 August;;;;;3899.0;3926.0;27.0;;;;3950.0;3924.0;27.0
1825;Crude oil;Destined for transit to other countries;2007 September;;;;;3690.0;3664.0;-26.0;;;;3924.0;3950.0;-26.0
1826;Crude oil;Destined for transit to other countries;2007 3rd quarter;;;;;11309.0;11215.0;-93.0;;;;3856.0;3950.0;-93.0
1827;Crude oil;Destined for transit to other countries;2007 October;;;;;3957.0;3957.0;0.0;;;;3950.0;3950.0;0.0
1828;Crude oil;Destined for transit to other countries;2007 November;;;;;4117.0;3874.0;-243.0;;;;3950.0;4192.0;-243.0
1829;Crude oil;Destined for transit to other countries;2007 December;;;;;3706.0;3820.0;114.0;;;;4192.0;4079.0;114.0
1830;Crude oil;Destined for transit to other countries;2007 4th quarter;;;;;11780.0;11651.0;-129.0;;;;3950.0;4079.0;-129.0
1831;Crude oil;Destined for transit to other countries;2007;;;;;43585.0;43464.0;-122.0;;;;3957.0;4079.0;-122.0
1832;Crude oil;Destined for transit to other countries;2008 January;;;;;3577.0;3847.0;270.0;;;;4079.0;3809.0;270.0
1833;Crude oil;Destined for transit to other countries;2008 February;;;;;3579.0;3555.0;-25.0;;;;3809.0;3833.0;-25.0
1834;Crude oil;Destined for transit to other countries;2008 March;;;;;4204.0;3770.0;-434.0;;;;3833.0;4268.0;-434.0
1835;Crude oil;Destined for transit to other countries;2008 1st quarter;;;;;11360.0;11172.0;-189.0;;;;4079.0;4268.0;-189.0
1836;Crude oil;Destined for transit to other countries;2008 April;;;;;3195.0;3849.0;654.0;;;;4268.0;3614.0;654.0
1837;Crude oil;Destined for transit to other countries;2008 May;;;;;4226.0;3977.0;-250.0;;;;3614.0;3863.0;-250.0
1838;Crude oil;Destined for transit to other countries;2008 June;;;;;3420.0;3580.0;160.0;;;;3863.0;3704.0;160.0
1839;Crude oil;Destined for transit to other countries;2008 2nd quarter;;;;;10841.0;11406.0;564.0;;;;4268.0;3704.0;564.0
1840;Crude oil;Destined for transit to other countries;2008 July;;;;;4024.0;3816.0;-208.0;;;;3704.0;3912.0;-208.0
1841;Crude oil;Destined for transit to other countries;2008 August;;;;;3855.0;4065.0;210.0;;;;3912.0;3702.0;210.0
1842;Crude oil;Destined for transit to other countries;2008 September;;;;;3166.0;3679.0;513.0;;;;3702.0;3189.0;513.0
1843;Crude oil;Destined for transit to other countries;2008 3rd quarter;;;;;11045.0;11560.0;515.0;;;;3704.0;3189.0;515.0
1844;Crude oil;Destined for transit to other countries;2008 October;;;;;3647.0;3870.0;223.0;;;;3189.0;2966.0;223.0
1845;Crude oil;Destined for transit to other countries;2008 November;;;;;4175.0;3676.0;-499.0;;;;2966.0;3465.0;-499.0
1846;Crude oil;Destined for transit to other countries;2008 December;;;;;4030.0;3812.0;-218.0;;;;3465.0;3682.0;-218.0
1847;Crude oil;Destined for transit to other countries;2008 4th quarter;;;;;11852.0;11358.0;-494.0;;;;3189.0;3682.0;-494.0
1848;Crude oil;Destined for transit to other countries;2008;;;;;45099.0;45496.0;396.0;;;;4079.0;3682.0;396.0
1849;Crude oil;Destined for transit to other countries;2009 January;;;;;2709.0;3537.0;829.0;;;;3682.0;2854.0;829.0
1850;Crude oil;Destined for transit to other countries;2009 February;;;;;3272.0;3418.0;145.0;;;;2854.0;2709.0;145.0
1851;Crude oil;Destined for transit to other countries;2009 March;;;;;4048.0;3635.0;-412.0;;;;2709.0;3121.0;-412.0
1852;Crude oil;Destined for transit to other countries;2009 1st quarter;;;;;10029.0;10590.0;562.0;;;;3682.0;3121.0;562.0
1853;Crude oil;Destined for transit to other countries;2009 April;;;;;3557.0;3468.0;-89.0;;;;3121.0;3210.0;-89.0
1854;Crude oil;Destined for transit to other countries;2009 May;;;;;3706.0;3787.0;81.0;;;;3210.0;3129.0;81.0
1855;Crude oil;Destined for transit to other countries;2009 June;;;;;3242.0;3398.0;156.0;;;;3129.0;2974.0;156.0
1856;Crude oil;Destined for transit to other countries;2009 2nd quarter;;;;;10505.0;10653.0;148.0;;;;3121.0;2974.0;148.0
1857;Crude oil;Destined for transit to other countries;2009 July;;;;;3256.0;3028.0;-228.0;;;;2974.0;3201.0;-228.0
1858;Crude oil;Destined for transit to other countries;2009 August;;;;;3627.0;3392.0;-235.0;;;;3201.0;3436.0;-235.0
1859;Crude oil;Destined for transit to other countries;2009 September;;;;;3077.0;3261.0;184.0;;;;3436.0;3252.0;184.0
1860;Crude oil;Destined for transit to other countries;2009 3rd quarter;;;;;9959.0;9681.0;-278.0;;;;2974.0;3252.0;-278.0
1861;Crude oil;Destined for transit to other countries;2009 October;;;;;3562.0;3294.0;-268.0;;;;3252.0;3520.0;-268.0
1862;Crude oil;Destined for transit to other countries;2009 November;;;;;2991.0;3467.0;476.0;;;;3520.0;3044.0;476.0
1863;Crude oil;Destined for transit to other countries;2009 December;;;;;3641.0;3431.0;-211.0;;;;3044.0;3254.0;-211.0
1864;Crude oil;Destined for transit to other countries;2009 4th quarter;;;;;10194.0;10191.0;-3.0;;;;3252.0;3254.0;-3.0
1865;Crude oil;Destined for transit to other countries;2009;;;;;40688.0;41115.0;428.0;;;;3682.0;3254.0;428.0
1866;Crude oil;Destined for transit to other countries;2010 January;;;;;3862.0;3761.0;-101.0;;;;3254.0;3355.0;-101.0
1867;Crude oil;Destined for transit to other countries;2010 February;;;;;3537.0;3269.0;-268.0;;;;3355.0;3624.0;-268.0
1868;Crude oil;Destined for transit to other countries;2010 March;;;;;2763.0;3023.0;260.0;;;;3624.0;3364.0;260.0
1869;Crude oil;Destined for transit to other countries;2010 1st quarter;;;;;10163.0;10054.0;-109.0;;;;3254.0;3364.0;-109.0
1870;Crude oil;Destined for transit to other countries;2010 April;;;;;3981.0;3551.0;-431.0;;;;3364.0;3794.0;-431.0
1871;Crude oil;Destined for transit to other countries;2010 May;;;;;3434.0;3498.0;64.0;;;;3794.0;3731.0;64.0
1872;Crude oil;Destined for transit to other countries;2010 June;;;;;3692.0;3576.0;-115.0;;;;3731.0;3846.0;-115.0
1873;Crude oil;Destined for transit to other countries;2010 2nd quarter;;;;;11107.0;10625.0;-482.0;;;;3364.0;3846.0;-482.0
1874;Crude oil;Destined for transit to other countries;2010 July;;;;;2999.0;3557.0;558.0;;;;3846.0;3289.0;558.0
1875;Crude oil;Destined for transit to other countries;2010 August;;;;;3498.0;3740.0;242.0;;;;3289.0;3046.0;242.0
1876;Crude oil;Destined for transit to other countries;2010 September;;;;;3482.0;3611.0;129.0;;;;3046.0;2917.0;129.0
1877;Crude oil;Destined for transit to other countries;2010 3rd quarter;;;;;9979.0;10908.0;929.0;;;;3846.0;2917.0;929.0
1878;Crude oil;Destined for transit to other countries;2010 October;;;;;3897.0;3614.0;-282.0;;;;2917.0;3200.0;-282.0
1879;Crude oil;Destined for transit to other countries;2010 November;;;;;3711.0;3756.0;44.0;;;;3200.0;3155.0;44.0
1880;Crude oil;Destined for transit to other countries;2010 December;;;;;3482.0;3826.0;344.0;;;;3155.0;2812.0;344.0
1881;Crude oil;Destined for transit to other countries;2010 4th quarter;;;;;11090.0;11196.0;105.0;;;;2917.0;2812.0;105.0
1882;Crude oil;Destined for transit to other countries;2010;;;;;42340.0;42782.0;443.0;;;;3254.0;2812.0;443.0
1883;Crude oil;Destined for transit to other countries;2011 January;;;;;4231.0;3754.0;-477.0;;;;2812.0;3289.0;-477.0
1884;Crude oil;Destined for transit to other countries;2011 February;;;;;3105.0;3120.0;15.0;;;;3289.0;3275.0;15.0
1885;Crude oil;Destined for transit to other countries;2011 March;;;;;3266.0;3490.0;224.0;;;;3275.0;3051.0;224.0
1886;Crude oil;Destined for transit to other countries;2011 1st quarter;;;;;10602.0;10363.0;-239.0;;;;2812.0;3051.0;-239.0
1887;Crude oil;Destined for transit to other countries;2011 April;;;;;2999.0;3182.0;183.0;;;;3051.0;2868.0;183.0
1888;Crude oil;Destined for transit to other countries;2011 May;;;;;3062.0;3235.0;174.0;;;;2868.0;2694.0;174.0
1889;Crude oil;Destined for transit to other countries;2011 June;;;;;3398.0;3466.0;68.0;;;;2694.0;2626.0;68.0
1890;Crude oil;Destined for transit to other countries;2011 2nd quarter;;;;;9459.0;9883.0;425.0;;;;3051.0;2626.0;425.0
1891;Crude oil;Destined for transit to other countries;2011 July;;;;;3399.0;3554.0;155.0;;;;2626.0;2471.0;155.0
1892;Crude oil;Destined for transit to other countries;2011 August;;;;;3673.0;3800.0;128.0;;;;2471.0;2343.0;128.0
1893;Crude oil;Destined for transit to other countries;2011 September;;;;;3673.0;3908.0;235.0;;;;2343.0;2108.0;235.0
1894;Crude oil;Destined for transit to other countries;2011 3rd quarter;;;;;10745.0;11263.0;518.0;;;;2626.0;2108.0;518.0
1895;Crude oil;Destined for transit to other countries;2011 October;;;;;2726.0;3081.0;354.0;;;;2108.0;1754.0;354.0
1896;Crude oil;Destined for transit to other countries;2011 November;;;;;2495.0;2502.0;8.0;;;;1754.0;1746.0;8.0
1897;Crude oil;Destined for transit to other countries;2011 December;;;;;2768.0;2832.0;64.0;;;;1746.0;1683.0;64.0
1898;Crude oil;Destined for transit to other countries;2011 4th quarter;;;;;7989.0;8415.0;426.0;;;;2108.0;1683.0;426.0
1899;Crude oil;Destined for transit to other countries;2011;;;;;38795.0;39924.0;1129.0;;;;2812.0;1683.0;1129.0
1900;Crude oil;Destined for transit to other countries;2012 January;;;;;4059.0;3762.0;-296.0;;;;1683.0;1979.0;-296.0
1901;Crude oil;Destined for transit to other countries;2012 February;;;;;3639.0;3651.0;12.0;;;;1979.0;1967.0;12.0
1902;Crude oil;Destined for transit to other countries;2012 March;;;;;3960.0;3552.0;-408.0;;;;1967.0;2375.0;-408.0
1903;Crude oil;Destined for transit to other countries;2012 1st quarter;;;;;11658.0;10966.0;-692.0;;;;1683.0;2375.0;-692.0
1904;Crude oil;Destined for transit to other countries;2012 April;;;;;3512.0;3611.0;99.0;;;;2375.0;2276.0;99.0
1905;Crude oil;Destined for transit to other countries;2012 May;;;;;3420.0;3184.0;-236.0;;;;2276.0;2512.0;-236.0
1906;Crude oil;Destined for transit to other countries;2012 June;;;;;3682.0;3523.0;-159.0;;;;2512.0;2670.0;-159.0
1907;Crude oil;Destined for transit to other countries;2012 2nd quarter;;;;;10614.0;10318.0;-296.0;;;;2375.0;2670.0;-296.0
1908;Crude oil;Destined for transit to other countries;2012 July;;;;;4248.0;3837.0;-412.0;;;;2670.0;3082.0;-412.0
1909;Crude oil;Destined for transit to other countries;2012 August;;;;;3385.0;3439.0;54.0;;;;3082.0;3028.0;54.0
1910;Crude oil;Destined for transit to other countries;2012 September;;;;;3242.0;3489.0;247.0;;;;3028.0;2780.0;247.0
1911;Crude oil;Destined for transit to other countries;2012 3rd quarter;;;;;10875.0;10765.0;-110.0;;;;2670.0;2780.0;-110.0
1912;Crude oil;Destined for transit to other countries;2012 October;;;;;3762.0;3731.0;-31.0;;;;2780.0;2811.0;-31.0
1913;Crude oil;Destined for transit to other countries;2012 November;;;;;4071.0;3748.0;-323.0;;;;2811.0;3134.0;-323.0
1914;Crude oil;Destined for transit to other countries;2012 December;;;;;3620.0;3676.0;56.0;;;;3134.0;3078.0;56.0
1915;Crude oil;Destined for transit to other countries;2012 4th quarter;;;;;11453.0;11155.0;-298.0;;;;2780.0;3078.0;-298.0
1916;Crude oil;Destined for transit to other countries;2012;;;;;44600.0;43204.0;-1396.0;;;;1683.0;3078.0;-1396.0
1917;Crude oil;Destined for transit to other countries;2013 January;;;;;3558.0;3738.0;181.0;;;;3078.0;2898.0;181.0
1918;Crude oil;Destined for transit to other countries;2013 February;;;;;3309.0;3190.0;-120.0;;;;2898.0;3018.0;-120.0
1919;Crude oil;Destined for transit to other countries;2013 March;;;;;3846.0;3468.0;-378.0;;;;3018.0;3396.0;-378.0
1920;Crude oil;Destined for transit to other countries;2013 1st quarter;;;;;10713.0;10396.0;-318.0;;;;3078.0;3396.0;-318.0
1921;Crude oil;Destined for transit to other countries;2013 April;;;;;2733.0;2956.0;223.0;;;;3396.0;3173.0;223.0
1922;Crude oil;Destined for transit to other countries;2013 May;;;;;2762.0;3083.0;321.0;;;;3173.0;2852.0;321.0
1923;Crude oil;Destined for transit to other countries;2013 June;;;;;3348.0;3202.0;-146.0;;;;2852.0;2998.0;-146.0
1924;Crude oil;Destined for transit to other countries;2013 2nd quarter;;;;;8843.0;9241.0;398.0;;;;3396.0;2998.0;398.0
1925;Crude oil;Destined for transit to other countries;2013 July;;;;;3639.0;3568.0;-71.0;;;;2998.0;3069.0;-71.0
1926;Crude oil;Destined for transit to other countries;2013 August;;;;;3324.0;3362.0;38.0;;;;3069.0;3031.0;38.0
1927;Crude oil;Destined for transit to other countries;2013 September;;;;;3407.0;3191.0;-216.0;;;;3031.0;3247.0;-216.0
1928;Crude oil;Destined for transit to other countries;2013 3rd quarter;;;;;10369.0;10120.0;-249.0;;;;2998.0;3247.0;-249.0
1929;Crude oil;Destined for transit to other countries;2013 October;;;;;2234.0;2578.0;344.0;;;;3247.0;2903.0;344.0
1930;Crude oil;Destined for transit to other countries;2013 November;;;;;3198.0;2606.0;-592.0;;;;2903.0;3495.0;-592.0
1931;Crude oil;Destined for transit to other countries;2013 December;;;;;2763.0;3340.0;577.0;;;;3495.0;2918.0;577.0
1932;Crude oil;Destined for transit to other countries;2013 4th quarter;;;;;8195.0;8524.0;329.0;;;;3247.0;2918.0;329.0
1933;Crude oil;Destined for transit to other countries;2013;;;;;38120.0;38280.0;160.0;;;;3078.0;2918.0;160.0
1934;Crude oil;Destined for transit to other countries;2014 January;;;;;2565.0;2957.0;392.0;;;;3414.0;3022.0;392.0
1935;Crude oil;Destined for transit to other countries;2014 February;;;;;4500.0;3152.0;-1348.0;;;;3022.0;4371.0;-1348.0
1936;Crude oil;Destined for transit to other countries;2014 March;;;;;4007.0;3795.0;-212.0;;;;4371.0;4583.0;-212.0
1937;Crude oil;Destined for transit to other countries;2014 1st quarter;;;;;11073.0;9905.0;-1169.0;;;;3414.0;4583.0;-1169.0
1938;Crude oil;Destined for transit to other countries;2014 April;;;;;3966.0;4044.0;78.0;;;;4583.0;4505.0;78.0
1939;Crude oil;Destined for transit to other countries;2014 May;;;;;3716.0;3500.0;-217.0;;;;4505.0;4721.0;-217.0
1940;Crude oil;Destined for transit to other countries;2014 June;;;;;3371.0;3675.0;304.0;;;;4721.0;4417.0;304.0
1941;Crude oil;Destined for transit to other countries;2014 2nd quarter;;;;;11053.0;11219.0;166.0;;;;4583.0;4417.0;166.0
1942;Crude oil;Destined for transit to other countries;2014 July;;;;;3922.0;3852.0;-70.0;;;;4417.0;4487.0;-70.0
1943;Crude oil;Destined for transit to other countries;2014 August;;;;;3846.0;3832.0;-14.0;;;;4487.0;4501.0;-14.0
