ID;HarmonizedSystem;Periods;BalassaIndex_1;ShareOfChapterInTotalExports_2;ExportsOfDutchProducts_3;ReExports_4
2326;90 Optical, photographic, cinematogra...;2008;1.1;3.4;31.0;69.0
2327;90 Optical, photographic, cinematogra...;2009;1.1;4.0;33.0;67.0
2328;90 Optical, photographic, cinematogra...;2010;1.1;4.0;30.7;69.3
2329;90 Optical, photographic, cinematogra...;2011;1.2;4.0;32.1;67.9
2330;90 Optical, photographic, cinematogra...;2012;1.2;4.1;27.5;72.5
2331;90 Optical, photographic, cinematogra...;2013;1.2;4.1;23.4;76.6
2332;90 Optical, photographic, cinematogra...;2014;1.2;4.3;25.7;74.3
2333;90 Optical, photographic, cinematogra...;2015;1.3;4.8;32.1;67.9
2334;90 Optical, photographic, cinematogra...;2016;1.4;5.3;32.2;67.8
2335;90 Optical, photographic, cinematogra...;2017;1.5;5.3;36.3;63.7
2336;90 Optical, photographic, cinematogra...;2018;1.6;5.5;32.7;67.3
2337;90 Optical, photographic, cinematogra...;2019;1.7;6.0;35.5;64.5
2338;90 Optical, photographic, cinematogra...;2020;1.7;6.1;30.9;69.1
2339;90 Optical, photographic, cinematogra...;2021;1.7;5.9;33.2;66.8
2340;91 Clocks and watches and parts thereof;1996;0.4;0.0;;
2341;91 Clocks and watches and parts thereof;1997;0.3;0.0;;
2342;91 Clocks and watches and parts thereof;1998;0.3;0.0;;
2343;91 Clocks and watches and parts thereof;1999;0.4;0.1;;
2344;91 Clocks and watches and parts thereof;2000;0.4;0.0;;
2345;91 Clocks and watches and parts thereof;2001;0.4;0.0;;
2346;91 Clocks and watches and parts thereof;2002;0.3;0.0;30.6;69.4
2347;91 Clocks and watches and parts thereof;2003;0.3;0.0;46.0;54.0
2348;91 Clocks and watches and parts thereof;2004;0.3;0.0;48.3;51.7
2349;91 Clocks and watches and parts thereof;2005;0.3;0.0;46.6;53.4
2350;91 Clocks and watches and parts thereof;2006;0.2;0.0;38.7;61.3
2351;91 Clocks and watches and parts thereof;2007;0.3;0.0;44.3;55.7
2352;91 Clocks and watches and parts thereof;2008;0.3;0.0;47.1;52.9
2353;91 Clocks and watches and parts thereof;2009;0.3;0.0;52.8;47.2
2354;91 Clocks and watches and parts thereof;2010;0.3;0.0;58.5;41.5
2355;91 Clocks and watches and parts thereof;2011;0.3;0.0;47.3;52.7
2356;91 Clocks and watches and parts thereof;2012;0.3;0.0;56.5;43.5
2357;91 Clocks and watches and parts thereof;2013;0.3;0.1;46.7;53.3
2358;91 Clocks and watches and parts thereof;2014;0.2;0.1;37.2;62.8
2359;91 Clocks and watches and parts thereof;2015;0.3;0.1;35.0;65.0
2360;91 Clocks and watches and parts thereof;2016;0.4;0.1;32.1;67.9
2361;91 Clocks and watches and parts thereof;2017;0.4;0.1;48.4;51.6
2362;91 Clocks and watches and parts thereof;2018;0.5;0.1;56.0;44.0
2363;91 Clocks and watches and parts thereof;2019;0.5;0.1;57.6;42.4
2364;91 Clocks and watches and parts thereof;2020;0.7;0.1;61.1;38.9
2365;91 Clocks and watches and parts thereof;2021;0.7;0.1;29.0;71.0
2366;"92 Musical instruments; parts and acc...";1996;0.5;0.0;;
2367;"92 Musical instruments; parts and acc...";1997;0.5;0.0;;
2368;"92 Musical instruments; parts and acc...";1998;0.5;0.0;;
2369;"92 Musical instruments; parts and acc...";1999;0.8;0.0;;
2370;"92 Musical instruments; parts and acc...";2000;0.9;0.0;;
2371;"92 Musical instruments; parts and acc...";2001;0.9;0.0;;
2372;"92 Musical instruments; parts and acc...";2002;1.0;0.0;35.7;64.3
2373;"92 Musical instruments; parts and acc...";2003;1.1;0.0;34.4;65.6
2374;"92 Musical instruments; parts and acc...";2004;1.1;0.0;27.1;72.9
2375;"92 Musical instruments; parts and acc...";2005;1.1;0.0;24.9;75.1
2376;"92 Musical instruments; parts and acc...";2006;1.1;0.0;27.2;72.8
2377;"92 Musical instruments; parts and acc...";2007;1.0;0.0;28.6;71.4
2378;"92 Musical instruments; parts and acc...";2008;0.5;0.0;58.5;41.5
2379;"92 Musical instruments; parts and acc...";2009;0.9;0.0;45.2;54.8
2380;"92 Musical instruments; parts and acc...";2010;1.0;0.0;21.7;78.3
2381;"92 Musical instruments; parts and acc...";2011;1.2;0.0;23.6;76.4
2382;"92 Musical instruments; parts and acc...";2012;1.4;0.0;28.3;71.7
2383;"92 Musical instruments; parts and acc...";2013;1.8;0.1;65.0;35.0
2384;"92 Musical instruments; parts and acc...";2014;1.9;0.1;64.9;35.1
2385;"92 Musical instruments; parts and acc...";2015;1.9;0.1;40.5;59.5
2386;"92 Musical instruments; parts and acc...";2016;1.6;0.1;25.7;74.3
2387;"92 Musical instruments; parts and acc...";2017;1.3;0.0;42.9;57.1
2388;"92 Musical instruments; parts and acc...";2018;1.2;0.0;33.5;66.5
2389;"92 Musical instruments; parts and acc...";2019;1.2;0.0;37.4;62.6
2390;"92 Musical instruments; parts and acc...";2020;1.2;0.0;35.4;64.6
2391;"92 Musical instruments; parts and acc...";2021;1.4;0.0;38.8;61.2
2392;"93 Arms and ammunition; parts and acc...";1996;1.7;0.2;;
2393;"93 Arms and ammunition; parts and acc...";1997;0.9;0.1;;
2394;"93 Arms and ammunition; parts and acc...";1998;1.0;0.1;;
2395;"93 Arms and ammunition; parts and acc...";1999;0.6;0.1;;
2396;"93 Arms and ammunition; parts and acc...";2000;0.2;0.0;;
2397;"93 Arms and ammunition; parts and acc...";2001;0.3;0.0;;
2398;"93 Arms and ammunition; parts and acc...";2002;0.4;0.0;85.9;14.1
2399;"93 Arms and ammunition; parts and acc...";2003;0.1;0.0;40.7;59.3
2400;"93 Arms and ammunition; parts and acc...";2004;0.2;0.0;34.9;65.1
2401;"93 Arms and ammunition; parts and acc...";2005;0.1;0.0;43.3;56.7
2402;"93 Arms and ammunition; parts and acc...";2006;0.1;0.0;11.6;88.4
2403;"93 Arms and ammunition; parts and acc...";2007;0.1;0.0;11.5;88.5
2404;"93 Arms and ammunition; parts and acc...";2008;0.0;0.0;19.3;80.7
2405;"93 Arms and ammunition; parts and acc...";2009;0.0;0.0;22.3;77.7
2406;"93 Arms and ammunition; parts and acc...";2010;0.0;0.0;30.6;69.4
2407;"93 Arms and ammunition; parts and acc...";2011;0.1;0.0;95.0;5.0
2408;"93 Arms and ammunition; parts and acc...";2012;0.0;0.0;84.1;15.9
2409;"93 Arms and ammunition; parts and acc...";2013;0.0;0.0;92.5;7.5
2410;"93 Arms and ammunition; parts and acc...";2014;0.0;0.0;54.2;45.8
2411;"93 Arms and ammunition; parts and acc...";2015;0.0;0.0;89.5;10.5
2412;"93 Arms and ammunition; parts and acc...";2016;0.1;0.0;83.0;17.0
2413;"93 Arms and ammunition; parts and acc...";2017;0.1;0.0;61.6;38.4
2414;"93 Arms and ammunition; parts and acc...";2018;0.1;0.0;59.5;40.5
2415;"93 Arms and ammunition; parts and acc...";2019;0.1;0.0;62.6;37.4
2416;"93 Arms and ammunition; parts and acc...";2020;0.1;0.0;59.8;40.2
2417;"93 Arms and ammunition; parts and acc...";2021;0.1;0.0;68.1;31.9
2418;"94 Furniture; bedding, mattresses, ma...";1996;0.6;1.0;;
2419;"94 Furniture; bedding, mattresses, ma...";1997;0.6;0.9;;
2420;"94 Furniture; bedding, mattresses, ma...";1998;0.5;0.9;;
2421;"94 Furniture; bedding, mattresses, ma...";1999;0.6;0.9;;
2422;"94 Furniture; bedding, mattresses, ma...";2000;0.5;0.8;;
2423;"94 Furniture; bedding, mattresses, ma...";2001;0.5;0.7;;
2424;"94 Furniture; bedding, mattresses, ma...";2002;0.5;0.7;58.6;41.4
2425;"94 Furniture; bedding, mattresses, ma...";2003;0.5;0.7;58.3;41.7
2426;"94 Furniture; bedding, mattresses, ma...";2004;0.5;0.7;58.3;41.7
2427;"94 Furniture; bedding, mattresses, ma...";2005;0.5;0.7;58.2;41.8
2428;"94 Furniture; bedding, mattresses, ma...";2006;0.5;0.7;58.9;41.1
2429;"94 Furniture; bedding, mattresses, ma...";2007;0.5;0.7;59.2;40.8
2430;"94 Furniture; bedding, mattresses, ma...";2008;0.4;0.6;58.3;41.7
2431;"94 Furniture; bedding, mattresses, ma...";2009;0.4;0.6;56.5;43.5
2432;"94 Furniture; bedding, mattresses, ma...";2010;0.5;0.6;59.0;41.0
2433;"94 Furniture; bedding, mattresses, ma...";2011;0.5;0.6;57.6;42.4
2434;"94 Furniture; bedding, mattresses, ma...";2012;0.5;0.6;58.6;41.4
2435;"94 Furniture; bedding, mattresses, ma...";2013;0.5;0.6;56.9;43.1
2436;"94 Furniture; bedding, mattresses, ma...";2014;0.5;0.7;54.2;45.8
2437;"94 Furniture; bedding, mattresses, ma...";2015;0.6;0.8;59.1;40.9
2438;"94 Furniture; bedding, mattresses, ma...";2016;0.6;0.8;52.4;47.6
2439;"94 Furniture; bedding, mattresses, ma...";2017;0.5;0.9;52.7;47.3
2440;"94 Furniture; bedding, mattresses, ma...";2018;0.5;0.8;51.6;48.4
2441;"94 Furniture; bedding, mattresses, ma...";2019;0.5;0.8;50.5;49.5
2442;"94 Furniture; bedding, mattresses, ma...";2020;0.5;0.9;51.9;48.1
2443;"94 Furniture; bedding, mattresses, ma...";2021;0.6;1.0;49.9;50.1
2444;"95 Toys, games and sports requisites;...";1996;1.2;0.5;;
2445;"95 Toys, games and sports requisites;...";1997;1.4;0.6;;
2446;"95 Toys, games and sports requisites;...";1998;1.6;0.6;;
2447;"95 Toys, games and sports requisites;...";1999;1.6;0.6;;
2448;"95 Toys, games and sports requisites;...";2000;1.7;0.7;;
2449;"95 Toys, games and sports requisites;...";2001;2.4;0.9;;
2450;"95 Toys, games and sports requisites;...";2002;1.2;0.5;32.1;67.9
2451;"95 Toys, games and sports requisites;...";2003;1.2;0.5;29.0;71.0
2452;"95 Toys, games and sports requisites;...";2004;1.3;0.5;26.0;74.0
2453;"95 Toys, games and sports requisites;...";2005;1.2;0.5;23.7;76.3
2454;"95 Toys, games and sports requisites;...";2006;1.2;0.5;28.3;71.7
2455;"95 Toys, games and sports requisites;...";2007;1.1;0.5;40.5;59.5
2456;"95 Toys, games and sports requisites;...";2008;1.7;0.8;21.3;78.7
2457;"95 Toys, games and sports requisites;...";2009;1.6;0.8;25.2;74.8
2458;"95 Toys, games and sports requisites;...";2010;1.5;0.7;27.3;72.7
2459;"95 Toys, games and sports requisites;...";2011;1.0;0.4;38.3;61.7
2460;"95 Toys, games and sports requisites;...";2012;1.0;0.4;42.2;57.8
2461;"95 Toys, games and sports requisites;...";2013;1.1;0.4;43.4;56.6
2462;"95 Toys, games and sports requisites;...";2014;1.2;0.4;40.1;59.9
2463;"95 Toys, games and sports requisites;...";2015;1.3;0.5;40.8;59.2
2464;"95 Toys, games and sports requisites;...";2016;1.5;0.6;40.6;59.4
2465;"95 Toys, games and sports requisites;...";2017;1.1;0.6;43.5;56.5
2466;"95 Toys, games and sports requisites;...";2018;1.0;0.5;42.9;57.1
2467;"95 Toys, games and sports requisites;...";2019;1.1;0.5;42.5;57.5
2468;"95 Toys, games and sports requisites;...";2020;1.1;0.6;50.0;50.0
2469;"95 Toys, games and sports requisites;...";2021;1.2;0.7;44.9;55.1
2470;96 Miscellaneous manufactured articles;1996;0.7;0.2;;
2471;96 Miscellaneous manufactured articles;1997;0.6;0.2;;
2472;96 Miscellaneous manufactured articles;1998;0.6;0.2;;
2473;96 Miscellaneous manufactured articles;1999;0.7;0.2;;
2474;96 Miscellaneous manufactured articles;2000;0.8;0.2;;
2475;96 Miscellaneous manufactured articles;2001;0.8;0.2;;
2476;96 Miscellaneous manufactured articles;2002;0.7;0.1;36.5;63.5
2477;96 Miscellaneous manufactured articles;2003;0.6;0.1;45.0;55.0
2478;96 Miscellaneous manufactured articles;2004;0.6;0.1;49.8;50.2
2479;96 Miscellaneous manufactured articles;2005;0.7;0.1;45.1;54.9
2480;96 Miscellaneous manufactured articles;2006;0.7;0.1;36.0;64.0
2481;96 Miscellaneous manufactured articles;2007;0.7;0.1;37.7;62.3
2482;96 Miscellaneous manufactured articles;2008;0.7;0.1;34.6;65.4
2483;96 Miscellaneous manufactured articles;2009;0.8;0.1;30.6;69.4
2484;96 Miscellaneous manufactured articles;2010;0.8;0.1;38.3;61.7
2485;96 Miscellaneous manufactured articles;2011;0.7;0.1;46.1;53.9
2486;96 Miscellaneous manufactured articles;2012;0.5;0.1;68.8;31.2
2487;96 Miscellaneous manufactured articles;2013;0.9;0.2;70.9;29.1
2488;96 Miscellaneous manufactured articles;2014;0.9;0.2;75.1;24.9
2489;96 Miscellaneous manufactured articles;2015;0.9;0.3;72.1;27.9
2490;96 Miscellaneous manufactured articles;2016;1.0;0.3;68.1;31.9
2491;96 Miscellaneous manufactured articles;2017;0.9;0.3;68.4;31.6
2492;96 Miscellaneous manufactured articles;2018;0.9;0.3;67.9;32.1
2493;96 Miscellaneous manufactured articles;2019;0.9;0.3;66.3;33.7
2494;96 Miscellaneous manufactured articles;2020;0.8;0.3;65.1;34.9
2495;96 Miscellaneous manufactured articles;2021;0.9;0.3;68.8;31.2
2496;97 Works of art, collectors' pieces a...;1996;0.1;0.0;;
2497;97 Works of art, collectors' pieces a...;1997;0.1;0.0;;
2498;97 Works of art, collectors' pieces a...;1998;0.2;0.0;;
2499;97 Works of art, collectors' pieces a...;1999;0.1;0.0;;
2500;97 Works of art, collectors' pieces a...;2000;0.2;0.0;;
2501;97 Works of art, collectors' pieces a...;2001;0.2;0.0;;
2502;97 Works of art, collectors' pieces a...;2002;0.1;0.0;55.2;44.8
2503;97 Works of art, collectors' pieces a...;2003;0.1;0.0;54.4;45.6
2504;97 Works of art, collectors' pieces a...;2004;0.1;0.0;30.1;69.9
2505;97 Works of art, collectors' pieces a...;2005;0.1;0.0;19.3;80.7
2506;97 Works of art, collectors' pieces a...;2006;0.2;0.0;20.8;79.2
2507;97 Works of art, collectors' pieces a...;2007;0.3;0.0;71.5;28.5
2508;97 Works of art, collectors' pieces a...;2008;0.1;0.0;41.6;58.4
2509;97 Works of art, collectors' pieces a...;2009;0.1;0.0;56.7;43.3
2510;97 Works of art, collectors' pieces a...;2010;0.1;0.0;73.8;26.2
2511;97 Works of art, collectors' pieces a...;2011;0.1;0.0;67.9;32.1
2512;97 Works of art, collectors' pieces a...;2012;0.1;0.0;53.0;47.0
2513;97 Works of art, collectors' pieces a...;2013;0.1;0.0;62.1;37.9
2514;97 Works of art, collectors' pieces a...;2014;0.1;0.0;69.7;30.3
2515;97 Works of art, collectors' pieces a...;2015;0.1;0.0;71.4;28.6
2516;97 Works of art, collectors' pieces a...;2016;0.1;0.0;64.2;35.8
2517;97 Works of art, collectors' pieces a...;2017;0.1;0.0;64.8;35.2
2518;97 Works of art, collectors' pieces a...;2018;0.1;0.0;72.2;27.8
2519;97 Works of art, collectors' pieces a...;2019;0.1;0.0;83.0;17.0
2520;97 Works of art, collectors' pieces a...;2020;0.3;0.0;77.5;22.5
2521;97 Works of art, collectors' pieces a...;2021;0.4;0.0;84.1;15.9
2522;98 Components of complete industrial ...;1996;;0.0;;
2523;98 Components of complete industrial ...;1997;;0.0;;
2524;98 Components of complete industrial ...;1998;;0.0;;
2525;98 Components of complete industrial ...;1999;;0.0;;
2526;98 Components of complete industrial ...;2000;;0.0;;
2527;98 Components of complete industrial ...;2001;;0.0;;
2528;98 Components of complete industrial ...;2002;;0.0;;
2529;98 Components of complete industrial ...;2003;;0.0;;
2530;98 Components of complete industrial ...;2004;;0.0;;
2531;98 Components of complete industrial ...;2005;;0.0;;
2532;98 Components of complete industrial ...;2006;;0.0;;
2533;98 Components of complete industrial ...;2007;;0.0;;
2534;98 Components of complete industrial ...;2008;;0.0;;
2535;98 Components of complete industrial ...;2009;;0.0;;
2536;98 Components of complete industrial ...;2010;;0.0;100.0;0.0
2537;98 Components of complete industrial ...;2011;;0.0;100.0;0.0
2538;98 Components of complete industrial ...;2012;;0.0;53.2;46.8
2539;98 Components of complete industrial ...;2013;;0.0;62.3;37.7
2540;98 Components of complete industrial ...;2014;;0.0;90.3;9.7
2541;98 Components of complete industrial ...;2015;;0.0;92.0;8.0
2542;98 Components of complete industrial ...;2016;;0.0;84.4;15.6
2543;98 Components of complete industrial ...;2017;;0.0;79.2;20.8
2544;98 Components of complete industrial ...;2018;0.0;0.0;0.0;0.0
2545;98 Components of complete industrial ...;2019;0.0;0.0;0.0;0.0
2546;98 Components of complete industrial ...;2020;0.0;0.0;0.0;0.0
2547;98 Components of complete industrial ...;2021;0.0;0.0;0.0;0.0
2548;99 Miscellaneous;1996;0.1;0.2;;
2549;99 Miscellaneous;1997;0.1;0.2;;
2550;99 Miscellaneous;1998;0.1;0.2;;
2551;99 Miscellaneous;1999;0.1;0.1;;
2552;99 Miscellaneous;2000;0.1;0.1;;
2553;99 Miscellaneous;2001;0.1;0.2;;
2554;99 Miscellaneous;2002;0.2;0.2;94.7;5.3
2555;99 Miscellaneous;2003;0.1;0.2;92.0;8.0
2556;99 Miscellaneous;2004;0.1;0.2;94.1;5.9
2557;99 Miscellaneous;2005;0.3;0.2;94.7;5.3
2558;99 Miscellaneous;2006;0.4;0.3;93.2;6.8
2559;99 Miscellaneous;2007;0.4;0.3;93.6;6.4
2560;99 Miscellaneous;2008;0.4;0.3;89.8;10.2
2561;99 Miscellaneous;2009;0.3;0.3;92.2;7.8
2562;99 Miscellaneous;2010;0.3;0.2;88.9;11.1
2563;99 Miscellaneous;2011;0.3;0.3;90.9;9.1
2564;99 Miscellaneous;2012;0.4;0.3;91.3;8.7
2565;99 Miscellaneous;2013;0.3;0.3;93.0;7.0
2566;99 Miscellaneous;2014;0.3;0.3;93.6;6.4
2567;99 Miscellaneous;2015;0.3;0.3;95.2;4.8
2568;99 Miscellaneous;2016;0.3;0.3;95.1;4.9
2569;99 Miscellaneous;2017;0.5;0.4;96.2;3.8
2570;99 Miscellaneous;2018;0.7;0.4;96.7;3.3
2571;99 Miscellaneous;2019;0.6;0.4;96.7;3.3
2572;99 Miscellaneous;2020;0.6;0.4;97.1;2.9
2573;99 Miscellaneous;2021;0.4;0.3;97.9;2.1
