ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
1915;Small Dutch multinational;93 Sports and recreation;2019;;;;;;;;;;
1916;Small Dutch multinational;93 Sports and recreation;2020;;;;;;;;;;
1917;Small Dutch multinational;93 Sports and recreation;2021;;;;;;;;;;
1918;Small Dutch multinational;S Other service activities;2015;;;;;;;;;;
1919;Small Dutch multinational;S Other service activities;2016;;;;;;;;;;
1920;Small Dutch multinational;S Other service activities;2017;;;;;;;;;;
1921;Small Dutch multinational;S Other service activities;2018;;;;;;;;;;
1922;Small Dutch multinational;S Other service activities;2019;;;;;;;;;;
1923;Small Dutch multinational;S Other service activities;2020;;;;;;;;;;
1924;Small Dutch multinational;S Other service activities;2021;;;;;;;;;;
1925;Small Dutch multinational;94 Membership organisations;2015;;;;;;;;;;
1926;Small Dutch multinational;94 Membership organisations;2016;;;;;;;;;;
1927;Small Dutch multinational;94 Membership organisations;2017;;;;;;;;;;
1928;Small Dutch multinational;94 Membership organisations;2018;;;;;;;;;;
1929;Small Dutch multinational;94 Membership organisations;2019;;;;;;;;;;
1930;Small Dutch multinational;94 Membership organisations;2020;;;;;;;;;;
1931;Small Dutch multinational;94 Membership organisations;2021;;;;;;;;;;
1932;Small Dutch multinational;95 Repair computers and consumergoods;2015;;;;;;;;;;
1933;Small Dutch multinational;95 Repair computers and consumergoods;2016;;;;;;;;;;
1934;Small Dutch multinational;95 Repair computers and consumergoods;2017;;;;;;;;;;
1935;Small Dutch multinational;95 Repair computers and consumergoods;2018;;;;;;;;;;
1936;Small Dutch multinational;95 Repair computers and consumergoods;2019;;;;;;;;;;
1937;Small Dutch multinational;95 Repair computers and consumergoods;2020;;;;;;;;;;
1938;Small Dutch multinational;95 Repair computers and consumergoods;2021;;;;;;;;;;
1939;Small Dutch multinational;96 Other personal services;2015;;;;;;;;;;
1940;Small Dutch multinational;96 Other personal services;2016;;;;;;;;;;
1941;Small Dutch multinational;96 Other personal services;2017;;;;;;;;;;
1942;Small Dutch multinational;96 Other personal services;2018;;;;;;;;;;
1943;Small Dutch multinational;96 Other personal services;2019;;;;;;;;;;
1944;Small Dutch multinational;96 Other personal services;2020;;;;;;;;;;
1945;Small Dutch multinational;96 Other personal services;2021;;;;;;;;;;
1946;Small Dutch multinational;T Activities of households;2015;;;;;;;;;;
1947;Small Dutch multinational;T Activities of households;2016;;;;;;;;;;
1948;Small Dutch multinational;T Activities of households;2017;;;;;;;;;;
1949;Small Dutch multinational;T Activities of households;2018;;;;;;;;;;
1950;Small Dutch multinational;T Activities of households;2019;;;;;;;;;;
1951;Small Dutch multinational;T Activities of households;2020;;;;;;;;;;
1952;Small Dutch multinational;T Activities of households;2021;;;;;;;;;;
1953;Small Dutch multinational;U Extraterritorial organisations;2015;;;;;;;;;;
1954;Small Dutch multinational;U Extraterritorial organisations;2016;;;;;;;;;;
1955;Small Dutch multinational;U Extraterritorial organisations;2017;;;;;;;;;;
1956;Small Dutch multinational;U Extraterritorial organisations;2018;;;;;;;;;;
1957;Small Dutch multinational;U Extraterritorial organisations;2019;;;;;;;;;;
1958;Small Dutch multinational;U Extraterritorial organisations;2020;;;;;;;;;;
1959;Small Dutch multinational;U Extraterritorial organisations;2021;;;;;;;;;;
1960;Large Dutch multinational;A-U All economic activities;2015;192158.0;71766.6;31033.2;15014.0;45904.4;5776.2;28243.5;39814.8;642.2;308.5
1961;Large Dutch multinational;A-U All economic activities;2016;188954.0;72202.2;28214.5;13294.5;44146.9;5336.2;25504.5;38226.0;654.1;306.9
1962;Large Dutch multinational;A-U All economic activities;2017;200435.2;71113.4;32988.2;15192.2;48466.4;5720.4;26459.9;38954.4;678.6;327.8
1963;Large Dutch multinational;A-U All economic activities;2018;211168.2;74626.0;38761.7;16516.7;53803.8;5548.7;25620.6;39473.2;698.8;331.5
1964;Large Dutch multinational;A-U All economic activities;2019;204879.2;78026.4;38465.4;16603.9;58392.5;5022.2;26729.8;42637.1;686.3;331.0
1965;Large Dutch multinational;A-U All economic activities;2020;203213.4;76899.5;32975.8;17359.8;53000.3;5782.0;25554.8;40615.2;648.7;307.7
1966;Large Dutch multinational;A-U All economic activities;2021;207486.8;79547.5;30263.4;16014.2;53207.5;5300.6;23514.3;43010.8;601.4;279.8
1967;Large Dutch multinational;A Agriculture, forestry and fishing;2015;;;;;;;;;;
1968;Large Dutch multinational;A Agriculture, forestry and fishing;2016;;;;;;;;;;
1969;Large Dutch multinational;A Agriculture, forestry and fishing;2017;;;;;;;;;;
1970;Large Dutch multinational;A Agriculture, forestry and fishing;2018;;;;;;;;;;
1971;Large Dutch multinational;A Agriculture, forestry and fishing;2019;;;;;;;;;;
1972;Large Dutch multinational;A Agriculture, forestry and fishing;2020;;;;;;;;;;
1973;Large Dutch multinational;A Agriculture, forestry and fishing;2021;;;;;;;;;;
1974;Large Dutch multinational;B Mining and quarrying;2015;2577.7;1321.3;21.2;327.3;24.7;3.9;2318.1;1313.6;1.1;1.1
1975;Large Dutch multinational;B Mining and quarrying;2016;1620.1;698.5;19.1;165.0;60.3;2.5;1376.5;689.7;1.8;1.8
1976;Large Dutch multinational;B Mining and quarrying;2017;1259.6;388.6;22.3;70.6;70.8;1.3;1108.2;385.0;1.6;1.5
1977;Large Dutch multinational;B Mining and quarrying;2018;1143.1;481.3;22.6;187.7;31.3;0.8;1031.4;472.9;1.2;1.1
1978;Large Dutch multinational;B Mining and quarrying;2019;602.3;216.2;23.9;123.2;31.5;0.9;486.7;205.6;1.0;0.9
1979;Large Dutch multinational;B Mining and quarrying;2020;778.9;260.0;5.1;124.6;4.5;1.5;664.9;255.3;0.7;0.7
1980;Large Dutch multinational;B Mining and quarrying;2021;681.2;156.7;5.7;94.4;6.0;0.9;620.5;158.0;0.8;0.8
1981;Large Dutch multinational;B-E Industry (no construction), energy;2015;83489.0;21197.7;25804.0;2864.6;41589.4;2509.3;3787.9;14987.6;125.4;86.0
1982;Large Dutch multinational;B-E Industry (no construction), energy;2016;78908.2;19768.5;23787.3;2685.7;39363.4;2142.4;3186.9;13718.9;122.5;83.6
1983;Large Dutch multinational;B-E Industry (no construction), energy;2017;88579.2;20182.0;28223.7;3243.0;43483.2;2062.9;3345.2;14175.3;122.2;84.8
1984;Large Dutch multinational;B-E Industry (no construction), energy;2018;94182.7;21561.5;32956.4;3291.6;48899.0;1846.2;3207.7;15558.6;123.8;87.0
1985;Large Dutch multinational;B-E Industry (no construction), energy;2019;95198.3;23164.7;32934.8;2906.3;53235.0;1716.2;2164.2;16924.9;127.6;91.0
1986;Large Dutch multinational;B-E Industry (no construction), energy;2020;90419.6;24764.9;28330.6;3323.2;47398.0;1871.6;2246.6;17804.3;127.6;91.2
1987;Large Dutch multinational;B-E Industry (no construction), energy;2021;90769.2;28043.4;25034.5;3931.7;47024.1;2352.8;2101.4;21074.5;124.0;89.7
1988;Large Dutch multinational;B-F Manufacturing and energy;2015;103285.1;26209.6;28404.2;4443.0;41643.1;2509.3;5562.6;15916.0;188.5;96.8
1989;Large Dutch multinational;B-F Manufacturing and energy;2016;98884.3;25469.7;25762.4;3944.6;39388.5;2142.4;4563.9;14449.2;179.5;91.8
1990;Large Dutch multinational;B-F Manufacturing and energy;2017;108904.2;24875.8;30364.8;4301.9;43505.8;2062.9;4685.9;14845.0;180.6;92.9
1991;Large Dutch multinational;B-F Manufacturing and energy;2018;115717.9;26207.8;35497.1;4490.1;48915.7;1846.2;4495.2;16166.0;179.7;94.0
1992;Large Dutch multinational;B-F Manufacturing and energy;2019;116475.3;28196.5;35508.8;3588.5;53253.4;1716.2;3584.0;17602.9;183.7;98.4
1993;Large Dutch multinational;B-F Manufacturing and energy;2020;113159.7;30248.5;30669.6;4387.6;47438.5;1871.6;3226.4;18383.1;182.2;97.0
1994;Large Dutch multinational;B-F Manufacturing and energy;2021;113635.1;33361.4;27626.2;4940.7;47078.7;2352.8;3322.8;21706.7;175.5;95.6
1995;Large Dutch multinational;C Manufacturing;2015;71382.3;15758.3;22608.0;2273.1;39717.9;2453.1;1400.7;11885.5;110.7;79.0
1996;Large Dutch multinational;C Manufacturing;2016;69665.6;15666.9;21499.3;2316.5;38155.6;2074.1;1770.8;11648.8;109.9;77.5
1997;Large Dutch multinational;C Manufacturing;2017;79737.1;16704.7;25197.2;2958.7;42310.7;1995.7;2192.5;12556.4;110.8;79.4
1998;Large Dutch multinational;C Manufacturing;2018;86352.0;18083.3;29988.0;2939.4;47815.1;1785.3;2130.4;13892.0;113.1;82.3
1999;Large Dutch multinational;C Manufacturing;2019;87376.4;19571.9;30173.2;2661.9;52151.9;1653.4;1625.3;15341.8;117.1;86.7
2000;Large Dutch multinational;C Manufacturing;2020;83115.0;21194.7;26468.1;3016.1;46377.7;1808.1;1507.0;16184.7;120.6;88.0
2001;Large Dutch multinational;C Manufacturing;2021;82332.1;25215.2;21466.3;3616.0;46171.1;2218.2;1441.3;19777.3;116.3;86.1
2002;Large Dutch multinational;10-12 Manufacture of food and beverages;2015;22042.5;4001.6;4771.6;492.1;11429.9;45.5;512.5;3039.5;27.5;20.1
2003;Large Dutch multinational;10-12 Manufacture of food and beverages;2016;23186.4;3988.7;4849.1;404.4;12246.0;64.6;487.3;3023.2;29.2;21.6
2004;Large Dutch multinational;10-12 Manufacture of food and beverages;2017;24309.8;3982.0;5031.2;465.5;13059.4;101.8;555.0;3066.0;29.2;21.8
2005;Large Dutch multinational;10-12 Manufacture of food and beverages;2018;24412.0;4079.0;5444.2;600.4;13498.6;122.9;552.2;3201.6;32.1;24.3
2006;Large Dutch multinational;10-12 Manufacture of food and beverages;2019;26482.6;4683.5;5994.6;619.1;14724.7;63.9;509.9;3707.6;33.5;25.0
2007;Large Dutch multinational;10-12 Manufacture of food and beverages;2020;25543.2;4438.4;5585.1;620.6;13575.8;61.1;447.7;3384.0;32.3;23.4
2008;Large Dutch multinational;10-12 Manufacture of food and beverages;2021;27248.7;4906.5;6194.4;684.9;14922.7;63.7;486.6;3809.8;33.9;25.0
2009;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2015;997.4;293.2;250.6;17.9;497.1;21.4;5.7;203.8;3.4;2.3
2010;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2016;739.6;215.7;288.2;15.7;532.6;9.7;2.4;181.9;2.4;2.0
2011;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2017;829.7;264.6;315.4;30.8;551.4;14.4;12.8;215.9;2.9;2.3
2012;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2018;875.0;267.7;349.9;36.9;573.3;21.3;13.5;219.0;2.4;1.9
2013;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2019;896.6;261.6;347.1;37.9;616.5;17.6;15.0;219.2;2.7;2.2
2014;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2020;899.6;311.9;307.0;43.5;570.2;25.5;20.8;246.6;3.2;2.5
2015;Large Dutch multinational;13-15 Man. of textile-, leatherproducts;2021;1037.1;399.5;396.9;53.4;617.8;25.2;25.9;301.4;2.9;2.2
2016;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2015;1324.5;411.5;498.8;81.5;283.9;1.6;11.0;215.5;4.6;2.4
2017;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2016;1254.2;336.6;536.1;82.1;222.9;1.3;20.7;166.7;4.4;2.1
2018;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2017;1424.0;420.6;535.1;97.6;360.5;2.6;20.6;231.2;4.3;2.3
2019;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2018;1412.0;460.8;532.9;101.1;224.7;1.0;20.7;232.8;4.3;2.1
2020;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2019;964.9;333.8;389.1;56.3;210.3;3.0;8.2;180.6;3.6;1.9
2021;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2020;827.2;234.7;379.4;43.4;229.6;2.4;11.2;125.1;2.6;1.4
2022;Large Dutch multinational;16-18 Man. wood en paperprod., printing;2021;1311.4;327.6;534.3;52.4;407.9;6.8;12.1;207.9;3.8;2.4
2023;Large Dutch multinational;19-21 Refineries and chemistry;2015;17146.4;1794.7;10115.0;424.7;13043.1;42.8;141.7;1679.5;8.9;8.0
2024;Large Dutch multinational;19-21 Refineries and chemistry;2016;15180.2;1956.0;7887.8;546.1;11957.2;21.7;339.6;1870.5;8.3;7.7
2025;Large Dutch multinational;19-21 Refineries and chemistry;2017;18839.9;1892.4;9735.8;616.6;12095.3;47.3;363.5;1751.9;7.8;6.9
2026;Large Dutch multinational;19-21 Refineries and chemistry;2018;21289.7;1877.3;12007.9;410.9;13573.0;16.5;361.9;1817.6;6.9;6.5
2027;Large Dutch multinational;19-21 Refineries and chemistry;2019;18723.3;1546.3;11368.1;242.7;13934.9;20.9;71.2;1458.1;6.7;6.1
2028;Large Dutch multinational;19-21 Refineries and chemistry;2020;14122.2;1099.3;8437.2;247.4;9122.4;14.9;83.9;1206.1;10.5;9.4
2029;Large Dutch multinational;19-21 Refineries and chemistry;2021;6658.2;1588.6;2867.3;287.4;3751.8;22.7;57.7;1561.1;4.3;4.1
2030;Large Dutch multinational;22-23 Man. plastics and constructionprod;2015;1422.6;379.1;361.3;29.6;776.8;2.0;9.9;260.2;4.6;2.8
2031;Large Dutch multinational;22-23 Man. plastics and constructionprod;2016;1571.8;461.0;378.3;35.6;749.0;5.3;8.1;288.1;5.1;2.9
2032;Large Dutch multinational;22-23 Man. plastics and constructionprod;2017;1686.3;522.2;405.5;30.8;918.0;4.3;16.7;349.5;5.4;3.3
2033;Large Dutch multinational;22-23 Man. plastics and constructionprod;2018;1471.3;462.5;410.4;21.3;831.4;1.5;9.6;310.2;4.7;2.8
2034;Large Dutch multinational;22-23 Man. plastics and constructionprod;2019;1860.6;598.6;439.0;25.3;919.3;1.7;21.7;382.5;6.0;3.5
2035;Large Dutch multinational;22-23 Man. plastics and constructionprod;2020;1631.4;531.5;427.7;35.0;774.6;1.1;17.3;319.0;5.1;2.7
2036;Large Dutch multinational;22-23 Man. plastics and constructionprod;2021;1433.2;450.9;459.8;29.0;763.5;1.3;10.3;285.1;4.4;2.5
2037;Large Dutch multinational;24-25 Man. of basic metals and -products;2015;3397.6;936.6;903.9;61.6;1346.9;9.5;54.5;607.6;11.6;7.3
2038;Large Dutch multinational;24-25 Man. of basic metals and -products;2016;3339.4;969.3;1036.9;58.8;1269.1;14.4;70.6;601.9;11.9;7.2
2039;Large Dutch multinational;24-25 Man. of basic metals and -products;2017;2984.4;788.6;1079.4;66.3;1264.1;11.2;103.5;541.8;9.8;6.3
2040;Large Dutch multinational;24-25 Man. of basic metals and -products;2018;3576.1;974.2;1201.1;78.4;1609.5;8.1;85.4;668.5;10.9;7.3
2041;Large Dutch multinational;24-25 Man. of basic metals and -products;2019;3369.7;931.3;1151.8;57.7;1604.1;7.4;68.1;656.5;10.7;7.4
2042;Large Dutch multinational;24-25 Man. of basic metals and -products;2020;3619.0;1079.6;1035.3;65.3;1561.3;9.8;62.5;715.6;12.1;7.7
2043;Large Dutch multinational;24-25 Man. of basic metals and -products;2021;4010.0;1118.0;936.4;65.5;1973.3;11.0;71.3;800.4;10.8;7.4
2044;Large Dutch multinational;26-28 Manufact of electronics, machinery;2015;18618.6;6965.9;3664.5;1032.2;8272.6;2285.9;535.0;5119.6;32.2;23.6
2045;Large Dutch multinational;26-28 Manufact of electronics, machinery;2016;18345.2;6866.8;4230.2;1044.0;7903.4;1919.7;709.9;4915.3;31.9;22.7
2046;Large Dutch multinational;26-28 Manufact of electronics, machinery;2017;21630.9;7745.6;4818.8;1497.8;10305.7;1752.3;758.8;5617.9;32.7;23.3
2047;Large Dutch multinational;26-28 Manufact of electronics, machinery;2018;24228.7;8682.7;5777.8;1533.2;13058.6;1544.0;859.5;6567.2;34.2;25.4
2048;Large Dutch multinational;26-28 Manufact of electronics, machinery;2019;25530.0;10024.6;6266.2;1462.0;15125.9;1475.6;673.1;7886.5;36.1;27.7
2049;Large Dutch multinational;26-28 Manufact of electronics, machinery;2020;28334.4;12273.7;6932.7;1814.8;15623.6;1644.9;631.9;9261.0;39.1;28.8
2050;Large Dutch multinational;26-28 Manufact of electronics, machinery;2021;32684.2;15159.1;7188.3;2263.2;19006.8;2039.2;487.0;11878.1;41.1;31.2
2051;Large Dutch multinational;29-30 Transport equipment;2015;4918.2;858.1;1661.4;114.8;3798.4;18.5;26.2;704.4;9.1;7.2
2052;Large Dutch multinational;29-30 Transport equipment;2016;4757.0;694.9;1928.1;114.4;3008.3;22.5;24.5;514.4;8.9;6.3
2053;Large Dutch multinational;29-30 Transport equipment;2017;6164.2;777.0;2856.1;125.4;3425.8;34.2;36.9;601.9;9.5;7.0
2054;Large Dutch multinational;29-30 Transport equipment;2018;7613.5;836.9;3891.3;137.2;4244.1;43.2;38.1;602.7;11.3;8.1
2055;Large Dutch multinational;29-30 Transport equipment;2019;8178.1;848.0;3869.9;142.7;4688.8;47.8;39.0;604.3;11.7;8.5
2056;Large Dutch multinational;29-30 Transport equipment;2020;6892.6;847.3;3008.5;121.7;4463.7;35.8;39.4;640.6;10.7;8.4
2057;Large Dutch multinational;29-30 Transport equipment;2021;6648.2;847.6;2496.6;153.2;4217.1;37.1;46.2;624.2;10.2;7.7
2058;Large Dutch multinational;31-33 Other manufacturing and repair;2015;1514.7;117.7;381.0;18.7;269.1;25.9;104.0;55.3;8.7;5.5
2059;Large Dutch multinational;31-33 Other manufacturing and repair;2016;1291.8;178.0;364.5;15.4;267.0;14.9;107.7;86.9;7.8;5.0
2060;Large Dutch multinational;31-33 Other manufacturing and repair;2017;1867.9;311.6;419.9;27.9;330.4;27.7;324.7;180.4;9.3;6.3
2061;Large Dutch multinational;31-33 Other manufacturing and repair;2018;1473.8;442.3;372.5;20.1;202.0;26.6;189.5;272.3;6.2;3.9
2062;Large Dutch multinational;31-33 Other manufacturing and repair;2019;1370.6;344.1;347.4;18.1;327.6;15.6;219.1;246.5;6.1;4.4
2063;Large Dutch multinational;31-33 Other manufacturing and repair;2020;1245.6;378.4;355.1;24.3;456.5;12.6;192.4;286.8;4.9;3.8
2064;Large Dutch multinational;31-33 Other manufacturing and repair;2021;1301.3;417.4;392.4;27.0;510.2;11.2;244.2;309.1;4.8;3.6
2065;Large Dutch multinational;D-E Energy, water, waste treatment;2015;9528.9;4118.1;3174.7;264.1;1846.7;52.3;69.1;1788.4;13.6;5.8
2066;Large Dutch multinational;D-E Energy, water, waste treatment;2016;7622.5;3403.1;2269.0;204.2;1147.6;65.7;39.6;1380.4;10.8;4.3
2067;Large Dutch multinational;D-E Energy, water, waste treatment;2017;7582.4;3088.7;3004.2;213.6;1101.7;65.9;44.5;1233.9;9.8;3.9
2068;Large Dutch multinational;D-E Energy, water, waste treatment;2018;6687.5;2996.9;2945.9;164.5;1052.5;60.1;45.9;1193.7;9.5;3.6
2069;Large Dutch multinational;D-E Energy, water, waste treatment;2019;7219.6;3376.6;2737.7;121.2;1051.5;61.9;52.2;1377.5;9.5;3.5
2070;Large Dutch multinational;D-E Energy, water, waste treatment;2020;6525.7;3310.2;1857.4;182.5;1015.7;62.0;74.7;1364.3;6.3;2.5
2071;Large Dutch multinational;D-E Energy, water, waste treatment;2021;7755.9;2671.5;3562.5;221.3;847.0;133.7;39.6;1139.2;6.9;2.8
2072;Large Dutch multinational;D Energy supply;2015;8401.9;3580.4;3091.0;186.7;1797.7;50.8;38.0;1592.9;11.0;4.8
2073;Large Dutch multinational;D Energy supply;2016;7102.2;3172.2;2181.8;193.8;1100.8;64.8;32.5;1304.2;9.3;3.8
2074;Large Dutch multinational;D Energy supply;2017;6969.2;2845.7;2877.4;201.7;969.7;65.3;38.1;1141.0;8.5;3.4
2075;Large Dutch multinational;D Energy supply;2018;5891.0;2727.4;2841.5;157.8;962.8;59.7;38.2;1097.8;7.8;2.9
2076;Large Dutch multinational;D Energy supply;2019;6518.5;3097.7;2629.7;113.5;972.3;61.6;42.5;1264.5;7.5;2.7
2077;Large Dutch multinational;D Energy supply;2020;5585.2;2871.9;1791.0;166.7;930.0;61.8;61.2;1229.8;4.1;1.8
2078;Large Dutch multinational;D Energy supply;2021;6720.8;2178.6;3456.0;205.8;756.6;133.5;19.3;963.6;4.9;2.0
2079;Large Dutch multinational;E Water supply and waste management;2015;1127.1;537.7;83.7;77.4;49.1;1.4;31.2;195.5;2.7;1.0
2080;Large Dutch multinational;E Water supply and waste management;2016;520.4;230.9;87.2;10.4;46.7;0.9;7.1;76.1;1.5;0.5
2081;Large Dutch multinational;E Water supply and waste management;2017;613.3;242.9;126.8;11.9;132.0;0.6;6.4;92.9;1.3;0.5
2082;Large Dutch multinational;E Water supply and waste management;2018;796.5;269.5;104.4;6.7;89.7;0.5;7.7;95.8;1.8;0.7
