ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;GemiddeldeAncienniteit_2;TotaalWerknemers_3;VasteArbeidsrelatie_4;FlexibeleArbeidsrelatie_5;VasteArbeidsrelatie_6;FlexibeleArbeidsrelatie_7;TotaalZelfstandigen_8;MetPersoneel_9;ZonderPersoneel_10;MetPersoneel_11;ZonderPersoneel_12;PersonenMetVoortdurendEenBaan_13;PersonenMetMeerDanEenBaan_14;Deeltijders_15;Voltijders_16;GemiddeldeArbeidsduur_17;PersonenMetUitkering_18
218;Totaal mannen en vrouwen;26 jaar;1950  tot 1955;63.0;;94.0;;;;;6.0;;;;;;;14.0;86.0;39.2;
219;Totaal mannen en vrouwen;26 jaar;1955  tot 1960;64.0;;94.0;;;;;6.0;;;;;;;17.0;83.0;38.8;
220;Totaal mannen en vrouwen;26 jaar;1960  tot 1965;73.0;;95.0;;;;;5.0;;;;;;;19.0;81.0;37.6;
221;Totaal mannen en vrouwen;26 jaar;1965  tot 1970;76.0;3.6;95.0;79.0;16.0;83.0;17.0;5.0;2.0;3.0;39.0;61.0;;;20.0;80.0;37.6;
222;Totaal mannen en vrouwen;26 jaar;1970  tot 1975;81.0;3.1;95.0;75.0;20.0;79.0;21.0;5.0;2.0;3.0;39.0;61.0;0.0;0.0;21.0;79.0;37.3;0.0
223;Totaal mannen en vrouwen;26 jaar;1975  tot 1980;80.0;3.2;94.0;74.0;20.0;78.0;22.0;6.0;2.0;4.0;37.0;63.0;38.0;68.0;26.0;74.0;36.2;8.0
224;Totaal mannen en vrouwen;26 jaar;1980  tot 1985;82.0;3.2;94.0;67.0;27.0;71.0;29.0;6.0;2.0;5.0;25.0;75.0;35.0;72.0;30.0;70.0;35.7;7.0
225;Totaal mannen en vrouwen;26 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
226;Totaal mannen en vrouwen;26 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
227;Totaal mannen en vrouwen;26 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
228;Totaal mannen en vrouwen;27 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
229;Totaal mannen en vrouwen;27 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
230;Totaal mannen en vrouwen;27 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
231;Totaal mannen en vrouwen;27 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
232;Totaal mannen en vrouwen;27 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
233;Totaal mannen en vrouwen;27 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
234;Totaal mannen en vrouwen;27 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
235;Totaal mannen en vrouwen;27 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
236;Totaal mannen en vrouwen;27 jaar;1945  tot 1950;61.0;;91.0;;;;;9.0;;;;;;;11.0;89.0;41.2;
237;Totaal mannen en vrouwen;27 jaar;1950  tot 1955;62.0;;93.0;;;;;7.0;;;;;;;15.0;85.0;39.0;
238;Totaal mannen en vrouwen;27 jaar;1955  tot 1960;65.0;;94.0;;;;;6.0;;;;;;;19.0;81.0;38.3;
239;Totaal mannen en vrouwen;27 jaar;1960  tot 1965;74.0;3.9;94.0;84.0;11.0;89.0;11.0;6.0;2.0;3.0;;;;;20.0;80.0;37.4;
240;Totaal mannen en vrouwen;27 jaar;1965  tot 1970;77.0;4.0;93.0;79.0;15.0;84.0;16.0;7.0;3.0;4.0;39.0;61.0;;;20.0;80.0;37.7;
241;Totaal mannen en vrouwen;27 jaar;1970  tot 1975;82.0;3.4;94.0;78.0;17.0;82.0;18.0;6.0;2.0;3.0;39.0;61.0;0.0;0.0;22.0;78.0;37.0;8.0
242;Totaal mannen en vrouwen;27 jaar;1975  tot 1980;82.0;3.5;94.0;74.0;19.0;79.0;21.0;6.0;2.0;4.0;31.0;69.0;43.0;63.0;28.0;72.0;36.0;8.0
243;Totaal mannen en vrouwen;27 jaar;1980  tot 1985;83.0;3.6;93.0;68.0;24.0;74.0;26.0;7.0;2.0;6.0;25.0;75.0;38.0;68.0;30.0;70.0;35.8;8.0
244;Totaal mannen en vrouwen;27 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
245;Totaal mannen en vrouwen;27 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
246;Totaal mannen en vrouwen;27 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
247;Totaal mannen en vrouwen;28 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
248;Totaal mannen en vrouwen;28 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
249;Totaal mannen en vrouwen;28 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
250;Totaal mannen en vrouwen;28 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
251;Totaal mannen en vrouwen;28 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
252;Totaal mannen en vrouwen;28 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
253;Totaal mannen en vrouwen;28 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
254;Totaal mannen en vrouwen;28 jaar;1940  tot 1945;60.0;;87.0;;;;;13.0;;;;;;;10.0;90.0;43.0;
255;Totaal mannen en vrouwen;28 jaar;1945  tot 1950;60.0;;91.0;;;;;9.0;;;;;;;12.0;88.0;40.6;
256;Totaal mannen en vrouwen;28 jaar;1950  tot 1955;61.0;;92.0;;;;;8.0;;;;;;;15.0;85.0;39.2;
257;Totaal mannen en vrouwen;28 jaar;1955  tot 1960;66.0;;93.0;;;;;7.0;;;;;;;19.0;81.0;37.8;
258;Totaal mannen en vrouwen;28 jaar;1960  tot 1965;74.0;4.5;94.0;83.0;11.0;88.0;12.0;6.0;3.0;4.0;;;;;20.0;80.0;37.4;
259;Totaal mannen en vrouwen;28 jaar;1965  tot 1970;78.0;4.4;93.0;80.0;13.0;86.0;14.0;7.0;3.0;4.0;45.0;55.0;;;22.0;78.0;37.5;
260;Totaal mannen en vrouwen;28 jaar;1970  tot 1975;83.0;3.8;93.0;78.0;14.0;84.0;16.0;7.0;3.0;4.0;39.0;61.0;44.0;63.0;25.0;75.0;36.7;8.0
261;Totaal mannen en vrouwen;28 jaar;1975  tot 1980;83.0;4.0;93.0;74.0;19.0;80.0;20.0;7.0;2.0;5.0;34.0;66.0;47.0;59.0;29.0;71.0;36.0;8.0
262;Totaal mannen en vrouwen;28 jaar;1980  tot 1985;83.0;4.0;92.0;70.0;23.0;76.0;24.0;8.0;2.0;6.0;28.0;72.0;;;31.0;69.0;35.8;
263;Totaal mannen en vrouwen;28 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
264;Totaal mannen en vrouwen;28 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
265;Totaal mannen en vrouwen;28 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
266;Totaal mannen en vrouwen;29 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
267;Totaal mannen en vrouwen;29 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
268;Totaal mannen en vrouwen;29 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
269;Totaal mannen en vrouwen;29 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
270;Totaal mannen en vrouwen;29 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
271;Totaal mannen en vrouwen;29 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
272;Totaal mannen en vrouwen;29 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
273;Totaal mannen en vrouwen;29 jaar;1940  tot 1945;61.0;;87.0;;;;;13.0;;;;;;;11.0;89.0;42.8;
274;Totaal mannen en vrouwen;29 jaar;1945  tot 1950;60.0;;90.0;;;;;10.0;;;;;;;12.0;88.0;40.7;
275;Totaal mannen en vrouwen;29 jaar;1950  tot 1955;60.0;;91.0;;;;;9.0;;;;;;;16.0;84.0;39.1;
276;Totaal mannen en vrouwen;29 jaar;1955  tot 1960;66.0;;92.0;;;;;8.0;;;;;;;20.0;80.0;37.9;
277;Totaal mannen en vrouwen;29 jaar;1960  tot 1965;74.0;4.9;92.0;82.0;10.0;89.0;11.0;8.0;3.0;5.0;42.0;58.0;;;22.0;78.0;37.3;
278;Totaal mannen en vrouwen;29 jaar;1965  tot 1970;79.0;4.8;93.0;80.0;13.0;86.0;14.0;7.0;3.0;4.0;42.0;58.0;;;24.0;76.0;37.0;
279;Totaal mannen en vrouwen;29 jaar;1970  tot 1975;82.0;4.1;92.0;79.0;13.0;86.0;14.0;8.0;3.0;5.0;39.0;61.0;48.0;58.0;28.0;72.0;36.3;9.0
280;Totaal mannen en vrouwen;29 jaar;1975  tot 1980;84.0;4.3;91.0;73.0;18.0;80.0;20.0;9.0;3.0;6.0;34.0;66.0;49.0;56.0;30.0;70.0;36.0;8.0
281;Totaal mannen en vrouwen;29 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
282;Totaal mannen en vrouwen;29 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
283;Totaal mannen en vrouwen;29 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
284;Totaal mannen en vrouwen;29 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
285;Totaal mannen en vrouwen;30 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
286;Totaal mannen en vrouwen;30 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
287;Totaal mannen en vrouwen;30 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
288;Totaal mannen en vrouwen;30 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
289;Totaal mannen en vrouwen;30 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
290;Totaal mannen en vrouwen;30 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
291;Totaal mannen en vrouwen;30 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
292;Totaal mannen en vrouwen;30 jaar;1940  tot 1945;59.0;;86.0;;;;;14.0;;;;;;;12.0;88.0;42.4;
293;Totaal mannen en vrouwen;30 jaar;1945  tot 1950;60.0;;90.0;;;;;10.0;;;;;;;13.0;87.0;40.5;
294;Totaal mannen en vrouwen;30 jaar;1950  tot 1955;59.0;;91.0;;;;;9.0;;;;;;;17.0;83.0;39.1;
295;Totaal mannen en vrouwen;30 jaar;1955  tot 1960;67.0;;92.0;;;;;8.0;;;;;;;22.0;78.0;37.1;
296;Totaal mannen en vrouwen;30 jaar;1960  tot 1965;72.0;5.4;92.0;82.0;10.0;90.0;10.0;8.0;4.0;5.0;44.0;56.0;;;23.0;77.0;37.1;
297;Totaal mannen en vrouwen;30 jaar;1965  tot 1970;80.0;5.1;92.0;79.0;13.0;86.0;14.0;8.0;4.0;4.0;50.0;50.0;0.0;0.0;25.0;75.0;36.7;0.0
298;Totaal mannen en vrouwen;30 jaar;1970  tot 1975;81.0;4.6;91.0;78.0;13.0;86.0;14.0;9.0;3.0;6.0;38.0;62.0;51.0;53.0;29.0;71.0;36.0;10.0
299;Totaal mannen en vrouwen;30 jaar;1975  tot 1980;85.0;4.6;91.0;74.0;17.0;82.0;18.0;9.0;3.0;6.0;29.0;71.0;50.0;55.0;32.0;68.0;35.7;8.0
300;Totaal mannen en vrouwen;30 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
301;Totaal mannen en vrouwen;30 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
302;Totaal mannen en vrouwen;30 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
303;Totaal mannen en vrouwen;30 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
304;Totaal mannen en vrouwen;31 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
305;Totaal mannen en vrouwen;31 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
306;Totaal mannen en vrouwen;31 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
307;Totaal mannen en vrouwen;31 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
308;Totaal mannen en vrouwen;31 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
309;Totaal mannen en vrouwen;31 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
310;Totaal mannen en vrouwen;31 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
311;Totaal mannen en vrouwen;31 jaar;1940  tot 1945;60.0;;86.0;;;;;14.0;;;;;;;11.0;89.0;42.6;
312;Totaal mannen en vrouwen;31 jaar;1945  tot 1950;60.0;;90.0;;;;;10.0;;;;;;;14.0;86.0;40.1;
313;Totaal mannen en vrouwen;31 jaar;1950  tot 1955;60.0;;91.0;;;;;9.0;;;;;;;17.0;83.0;39.2;
314;Totaal mannen en vrouwen;31 jaar;1955  tot 1960;66.0;;91.0;;;;;9.0;;;;;;;23.0;77.0;37.0;
315;Totaal mannen en vrouwen;31 jaar;1960  tot 1965;73.0;6.1;91.0;82.0;9.0;90.0;10.0;9.0;4.0;5.0;43.0;57.0;;;25.0;75.0;37.2;
316;Totaal mannen en vrouwen;31 jaar;1965  tot 1970;79.0;5.4;91.0;80.0;12.0;87.0;13.0;9.0;4.0;5.0;43.0;57.0;0.0;0.0;28.0;72.0;36.3;0.0
317;Totaal mannen en vrouwen;31 jaar;1970  tot 1975;81.0;5.1;90.0;78.0;12.0;87.0;13.0;10.0;4.0;6.0;36.0;64.0;53.0;49.0;32.0;68.0;35.7;10.0
318;Totaal mannen en vrouwen;31 jaar;1975  tot 1980;85.0;5.0;90.0;74.0;16.0;82.0;18.0;10.0;3.0;7.0;29.0;71.0;51.0;54.0;34.0;66.0;35.5;8.0
319;Totaal mannen en vrouwen;31 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
320;Totaal mannen en vrouwen;31 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
321;Totaal mannen en vrouwen;31 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
322;Totaal mannen en vrouwen;31 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
323;Totaal mannen en vrouwen;32 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
324;Totaal mannen en vrouwen;32 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
325;Totaal mannen en vrouwen;32 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
326;Totaal mannen en vrouwen;32 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
327;Totaal mannen en vrouwen;32 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
328;Totaal mannen en vrouwen;32 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
329;Totaal mannen en vrouwen;32 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
330;Totaal mannen en vrouwen;32 jaar;1940  tot 1945;59.0;;86.0;;;;;14.0;;;;;;;12.0;88.0;42.1;
331;Totaal mannen en vrouwen;32 jaar;1945  tot 1950;60.0;;88.0;;;;;12.0;;;;;;;14.0;86.0;39.9;
332;Totaal mannen en vrouwen;32 jaar;1950  tot 1955;61.0;;89.0;;;;;11.0;;;;;;;20.0;80.0;38.7;
333;Totaal mannen en vrouwen;32 jaar;1955  tot 1960;68.0;6.3;90.0;82.0;9.0;90.0;10.0;10.0;4.0;5.0;;;;;24.0;76.0;37.0;
334;Totaal mannen en vrouwen;32 jaar;1960  tot 1965;72.0;6.5;90.0;81.0;9.0;90.0;10.0;10.0;4.0;6.0;42.0;58.0;;;26.0;74.0;36.7;
335;Totaal mannen en vrouwen;32 jaar;1965  tot 1970;79.0;5.9;90.0;80.0;10.0;89.0;11.0;10.0;5.0;5.0;47.0;53.0;0.0;0.0;30.0;70.0;36.0;9.0
336;Totaal mannen en vrouwen;32 jaar;1970  tot 1975;81.0;5.6;89.0;78.0;11.0;88.0;12.0;11.0;4.0;7.0;37.0;63.0;54.0;46.0;34.0;66.0;35.4;10.0
337;Totaal mannen en vrouwen;32 jaar;1975  tot 1980;85.0;5.5;89.0;74.0;15.0;83.0;17.0;11.0;3.0;8.0;29.0;71.0;52.0;52.0;36.0;64.0;35.4;9.0
338;Totaal mannen en vrouwen;32 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
339;Totaal mannen en vrouwen;32 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
340;Totaal mannen en vrouwen;32 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
341;Totaal mannen en vrouwen;32 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
342;Totaal mannen en vrouwen;33 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
343;Totaal mannen en vrouwen;33 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
344;Totaal mannen en vrouwen;33 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
345;Totaal mannen en vrouwen;33 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
346;Totaal mannen en vrouwen;33 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
347;Totaal mannen en vrouwen;33 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
348;Totaal mannen en vrouwen;33 jaar;1935  tot 1940;60.0;;83.0;;;;;17.0;;;;;;;11.0;89.0;43.6;
349;Totaal mannen en vrouwen;33 jaar;1940  tot 1945;60.0;;87.0;;;;;13.0;;;;;;;13.0;87.0;41.7;
350;Totaal mannen en vrouwen;33 jaar;1945  tot 1950;60.0;;87.0;;;;;13.0;;;;;;;16.0;84.0;39.8;
351;Totaal mannen en vrouwen;33 jaar;1950  tot 1955;63.0;;89.0;;;;;11.0;;;;;;;22.0;78.0;37.9;
352;Totaal mannen en vrouwen;33 jaar;1955  tot 1960;69.0;6.7;90.0;81.0;8.0;91.0;9.0;10.0;5.0;5.0;48.0;52.0;;;25.0;75.0;36.7;
353;Totaal mannen en vrouwen;33 jaar;1960  tot 1965;73.0;7.0;90.0;81.0;9.0;90.0;10.0;10.0;5.0;5.0;48.0;52.0;;;28.0;72.0;36.4;
354;Totaal mannen en vrouwen;33 jaar;1965  tot 1970;80.0;6.1;88.0;78.0;10.0;89.0;11.0;12.0;6.0;6.0;48.0;52.0;52.0;49.0;32.0;68.0;35.9;10.0
355;Totaal mannen en vrouwen;33 jaar;1970  tot 1975;81.0;5.9;88.0;76.0;12.0;87.0;13.0;12.0;5.0;7.0;40.0;60.0;54.0;44.0;35.0;65.0;35.3;10.0
356;Totaal mannen en vrouwen;33 jaar;1975  tot 1980;84.0;6.0;88.0;75.0;15.0;84.0;16.0;12.0;4.0;8.0;32.0;68.0;;;37.0;63.0;35.2;
357;Totaal mannen en vrouwen;33 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
358;Totaal mannen en vrouwen;33 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
359;Totaal mannen en vrouwen;33 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
360;Totaal mannen en vrouwen;33 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
361;Totaal mannen en vrouwen;34 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
362;Totaal mannen en vrouwen;34 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
363;Totaal mannen en vrouwen;34 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
364;Totaal mannen en vrouwen;34 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
365;Totaal mannen en vrouwen;34 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
366;Totaal mannen en vrouwen;34 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
367;Totaal mannen en vrouwen;34 jaar;1935  tot 1940;60.0;;83.0;;;;;17.0;;;;;;;11.0;89.0;43.4;
368;Totaal mannen en vrouwen;34 jaar;1940  tot 1945;60.0;;87.0;;;;;13.0;;;;;;;14.0;86.0;41.3;
369;Totaal mannen en vrouwen;34 jaar;1945  tot 1950;60.0;;88.0;;;;;12.0;;;;;;;18.0;82.0;39.5;
370;Totaal mannen en vrouwen;34 jaar;1950  tot 1955;64.0;;89.0;;;;;11.0;;;;;;;24.0;76.0;37.6;
371;Totaal mannen en vrouwen;34 jaar;1955  tot 1960;68.0;7.5;90.0;82.0;7.0;92.0;8.0;10.0;5.0;6.0;45.0;55.0;;;27.0;73.0;36.7;
372;Totaal mannen en vrouwen;34 jaar;1960  tot 1965;74.0;7.3;89.0;79.0;10.0;89.0;11.0;11.0;5.0;6.0;48.0;52.0;;;30.0;70.0;36.2;
373;Totaal mannen en vrouwen;34 jaar;1965  tot 1970;79.0;6.4;88.0;78.0;10.0;89.0;11.0;12.0;6.0;7.0;45.0;55.0;53.0;45.0;33.0;67.0;35.7;10.0
374;Totaal mannen en vrouwen;34 jaar;1970  tot 1975;83.0;6.3;87.0;75.0;12.0;87.0;13.0;13.0;5.0;8.0;38.0;62.0;54.0;43.0;37.0;63.0;35.2;9.0
375;Totaal mannen en vrouwen;34 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
376;Totaal mannen en vrouwen;34 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
377;Totaal mannen en vrouwen;34 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
378;Totaal mannen en vrouwen;34 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
379;Totaal mannen en vrouwen;34 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
380;Totaal mannen en vrouwen;35 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
381;Totaal mannen en vrouwen;35 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
382;Totaal mannen en vrouwen;35 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
383;Totaal mannen en vrouwen;35 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
384;Totaal mannen en vrouwen;35 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
385;Totaal mannen en vrouwen;35 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
386;Totaal mannen en vrouwen;35 jaar;1935  tot 1940;59.0;;84.0;;;;;16.0;;;;;;;12.0;88.0;42.8;
387;Totaal mannen en vrouwen;35 jaar;1940  tot 1945;61.0;;86.0;;;;;14.0;;;;;;;14.0;86.0;41.2;
388;Totaal mannen en vrouwen;35 jaar;1945  tot 1950;61.0;;87.0;;;;;13.0;;;;;;;18.0;82.0;39.5;
389;Totaal mannen en vrouwen;35 jaar;1950  tot 1955;65.0;;89.0;;;;;11.0;;;;;;;24.0;76.0;37.3;
390;Totaal mannen en vrouwen;35 jaar;1955  tot 1960;70.0;8.2;89.0;81.0;7.0;92.0;8.0;11.0;5.0;6.0;48.0;52.0;;;27.0;73.0;36.7;
391;Totaal mannen en vrouwen;35 jaar;1960  tot 1965;75.0;7.7;89.0;80.0;9.0;90.0;10.0;11.0;5.0;6.0;47.0;53.0;0.0;0.0;31.0;69.0;36.0;0.0
392;Totaal mannen en vrouwen;35 jaar;1965  tot 1970;78.0;6.8;87.0;78.0;9.0;90.0;10.0;13.0;5.0;8.0;40.0;60.0;53.0;42.0;36.0;64.0;35.1;11.0
393;Totaal mannen en vrouwen;35 jaar;1970  tot 1975;83.0;6.6;86.0;74.0;12.0;86.0;14.0;14.0;5.0;9.0;38.0;62.0;54.0;43.0;38.0;62.0;35.1;9.0
394;Totaal mannen en vrouwen;35 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
395;Totaal mannen en vrouwen;35 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
396;Totaal mannen en vrouwen;35 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
397;Totaal mannen en vrouwen;35 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
398;Totaal mannen en vrouwen;35 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
399;Totaal mannen en vrouwen;36 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
400;Totaal mannen en vrouwen;36 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
401;Totaal mannen en vrouwen;36 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
402;Totaal mannen en vrouwen;36 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
403;Totaal mannen en vrouwen;36 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
404;Totaal mannen en vrouwen;36 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
405;Totaal mannen en vrouwen;36 jaar;1935  tot 1940;60.0;;84.0;;;;;16.0;;;;;;;11.0;89.0;43.0;
406;Totaal mannen en vrouwen;36 jaar;1940  tot 1945;61.0;;85.0;;;;;15.0;;;;;;;16.0;84.0;40.3;
407;Totaal mannen en vrouwen;36 jaar;1945  tot 1950;60.0;;87.0;;;;;13.0;;;;;;;19.0;81.0;39.6;
408;Totaal mannen en vrouwen;36 jaar;1950  tot 1955;65.0;;89.0;;;;;11.0;;;;;;;26.0;74.0;36.9;
409;Totaal mannen en vrouwen;36 jaar;1955  tot 1960;69.0;8.4;89.0;81.0;8.0;91.0;9.0;11.0;5.0;6.0;48.0;52.0;;;29.0;71.0;36.5;
410;Totaal mannen en vrouwen;36 jaar;1960  tot 1965;76.0;7.9;87.0;78.0;10.0;89.0;11.0;13.0;6.0;7.0;46.0;54.0;0.0;0.0;32.0;68.0;36.1;0.0
411;Totaal mannen en vrouwen;36 jaar;1965  tot 1970;78.0;7.3;86.0;78.0;8.0;90.0;10.0;14.0;6.0;8.0;41.0;59.0;54.0;39.0;37.0;63.0;35.1;11.0
412;Totaal mannen en vrouwen;36 jaar;1970  tot 1975;83.0;7.0;85.0;74.0;12.0;86.0;14.0;15.0;5.0;9.0;37.0;63.0;53.0;44.0;38.0;62.0;35.0;10.0
413;Totaal mannen en vrouwen;36 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
414;Totaal mannen en vrouwen;36 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
415;Totaal mannen en vrouwen;36 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
416;Totaal mannen en vrouwen;36 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
417;Totaal mannen en vrouwen;36 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
418;Totaal mannen en vrouwen;37 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
419;Totaal mannen en vrouwen;37 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
420;Totaal mannen en vrouwen;37 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
421;Totaal mannen en vrouwen;37 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
422;Totaal mannen en vrouwen;37 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
423;Totaal mannen en vrouwen;37 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
424;Totaal mannen en vrouwen;37 jaar;1935  tot 1940;60.0;;84.0;;;;;16.0;;;;;;;13.0;87.0;42.4;
425;Totaal mannen en vrouwen;37 jaar;1940  tot 1945;62.0;;84.0;;;;;16.0;;;;;;;16.0;84.0;40.3;
426;Totaal mannen en vrouwen;37 jaar;1945  tot 1950;61.0;;86.0;;;;;14.0;;;;;;;21.0;79.0;38.7;
427;Totaal mannen en vrouwen;37 jaar;1950  tot 1955;67.0;8.9;88.0;81.0;8.0;91.0;9.0;12.0;5.0;6.0;;;;;27.0;73.0;36.8;
428;Totaal mannen en vrouwen;37 jaar;1955  tot 1960;70.0;9.0;88.0;81.0;8.0;91.0;9.0;12.0;6.0;6.0;49.0;51.0;;;30.0;70.0;36.2;
