ID;EnergyCommodities;Periods;TotalPrimaryEnergySupplyTPES_1;IndigenousProduction_2;Imports_3;Exports_4;NetImports_5;Bunkers_6;StockChange_7;NetEnergyConsumption_8;TotalEnergyTransformationInput_9;ElectricityAndCHPTransformationInput_10;OtherTransformationInput_11;TotalEnergyTransformationOutput_12;ElectricityCHPTransformationOutput_13;OtherTransformationOutput_14;TotalNetEnergyTransformation_15;NetElectricityCHPTransformation_16;NetOtherTransformation_17;EnergySectorOwnUse_18;DistributionLosses_19;TotalFinalConsumption_20;FinalEnergyConsumption_21;NonEnergyUse_22;StatisticalDifferences_23
1115;Natural gas;1948;0.0;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;;
1116;Natural gas;1949;0.0;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;;
1117;Natural gas;1950;0.0;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;;
1118;Natural gas;1951;0.0;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;;
1119;Natural gas;1952;0.0;0.0;;;;;0.0;0.0;;;;;;;;;;;;;;;
1120;Natural gas;1953;1.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;
1121;Natural gas;1954;3.0;3.0;;;;;0.0;3.0;;;;;;;;;;;;;;;
1122;Natural gas;1955;4.0;4.0;;;;;0.0;4.0;;;;;;;;;;;;;;;
1123;Natural gas;1956;5.0;5.0;;;;;0.0;5.0;;;;;;;;;;;;;;;
1124;Natural gas;1957;4.0;4.0;;;;;0.0;4.0;;;;;;;;;;;;;;;
1125;Natural gas;1958;5.0;5.0;;;;;0.0;5.0;;;;;;;;;;;;;;;
1126;Natural gas;1959;7.0;7.0;;;;;0.0;7.0;;;;;;;;;;;;;;;
1127;Natural gas;1960;10.0;10.0;;;;;0.0;10.0;;;;;;;;;;;;;;;
1128;Natural gas;1961;13.0;13.0;;;;;0.0;13.0;;;;;;;;;;;;;;;
1129;Natural gas;1962;17.0;17.0;0.0;0.0;0.0;;0.0;17.0;;;;;;;;;;;;;;;
1130;Natural gas;1963;20.0;20.0;0.0;0.0;0.0;;0.0;20.0;;;;;;;;;;;;;;;
1131;Natural gas;1964;27.0;28.0;0.0;0.0;0.0;;0.0;27.0;;;;;;;;;;;;;;;
1132;Natural gas;1965;54.0;55.0;0.0;1.0;-1.0;;0.0;54.0;;;;;;;;;;;;;;;
1133;Natural gas;1966;103.0;108.0;0.0;5.0;-5.0;;0.0;103.0;;;;;;;;;;;;;;;
1134;Natural gas;1967;182.0;225.0;0.0;43.0;-43.0;;0.0;182.0;;;;;;;;;;;;;;;
1135;Natural gas;1968;306.0;450.0;0.0;144.0;-144.0;;0.0;306.0;;;;;;;;;;;;;;;
1136;Natural gas;1969;451.0;697.0;0.0;246.0;-246.0;;0.0;451.0;;;;;;;;;;;;;;;
1137;Natural gas;1970;635.0;1005.0;0.0;370.0;-370.0;;0.0;635.0;;;;;;;;;;;;;;;
1138;Natural gas;1971;830.0;1389.0;0.0;559.0;-559.0;;0.0;830.0;;;;;;;;;;;;;;;
1139;Natural gas;1972;1080.0;1852.0;0.0;772.0;-772.0;;0.0;1080.0;;;;;;;;;;;;;;;
1140;Natural gas;1973;1201.0;2252.0;0.0;1051.0;-1051.0;;0.0;1201.0;;;;;;;;;;;;;;;
1141;Natural gas;1974;1278.0;2670.0;0.0;1392.0;-1392.0;;0.0;1278.0;;;;;;;;;;;;;;;
1142;Natural gas;1975;1332.0;2892.0;0.0;1560.0;-1560.0;;1.0;1333.0;;500.0;;;;;502.0;500.0;2.0;;;830.0;758.0;72.0;
1143;Natural gas;1976;1384.0;3090.0;0.0;1706.0;-1706.0;;0.0;1384.0;;496.0;;;;;498.0;496.0;2.0;;;887.0;815.0;72.0;
1144;Natural gas;1977;1389.0;3100.0;9.0;1719.0;-1710.0;;-1.0;1389.0;;479.0;;;;;481.0;479.0;2.0;;;908.0;827.0;81.0;
1145;Natural gas;1978;1392.0;2838.0;56.0;1500.0;-1444.0;;-2.0;1392.0;;433.0;;;;;435.0;433.0;2.0;;;957.0;873.0;84.0;
1146;Natural gas;1979;1386.0;2976.0;65.0;1656.0;-1591.0;;0.0;1386.0;;377.0;;;;;379.0;377.0;2.0;;;1007.0;935.0;72.0;
1147;Natural gas;1980;1267.0;2878.0;120.0;1731.0;-1611.0;;0.0;1267.0;;301.0;;;;;307.0;301.0;6.0;;;960.0;889.0;71.0;
1148;Natural gas;1981;1206.0;2672.0;106.0;1572.0;-1466.0;;0.0;1206.0;;286.0;;;;;293.0;286.0;7.0;;;914.0;845.0;69.0;
1149;Natural gas;1982;1152.0;2285.0;107.0;1240.0;-1133.0;;0.0;1152.0;;316.0;;;;;331.0;316.0;15.0;;;821.0;778.0;43.0;
1150;Natural gas;1983;1232.0;2433.0;101.0;1302.0;-1201.0;;0.0;1232.0;;380.0;;;;;404.0;380.0;24.0;;;827.0;773.0;54.0;
1151;Natural gas;1984;1309.0;2463.0;108.0;1263.0;-1155.0;;0.0;1309.0;;409.0;;;;;414.0;409.0;5.0;;;894.0;810.0;84.0;
1152;Natural gas;1985;1379.0;2579.0;66.0;1267.0;-1201.0;;1.0;1380.0;;411.0;;;;;413.0;411.0;2.0;;;966.0;880.0;86.0;
1153;Natural gas;1986;1376.0;2358.0;63.0;1045.0;-982.0;;0.0;1376.0;;422.0;;;;;431.0;422.0;9.0;;;945.0;857.0;88.0;
1154;Natural gas;1987;1420.0;2362.0;67.0;1009.0;-942.0;;-1.0;1420.0;;421.0;;;;;428.0;421.0;7.0;;;991.0;897.0;94.0;
1155;Natural gas;1988;1284.0;2085.0;80.0;880.0;-800.0;;-1.0;1284.0;;371.0;;;;;380.0;371.0;9.0;;;904.0;810.0;94.0;
1156;Natural gas;1989;1316.0;2279.0;82.0;1046.0;-964.0;;0.0;1317.0;;398.0;;;;;419.0;398.0;21.0;;;897.0;805.0;92.0;
1157;Natural gas;1990;1286.0;2283.0;85.0;1081.0;-996.0;;0.0;1325.0;384.0;365.0;19.0;0.0;;0.0;384.0;365.0;19.0;30.0;1.0;910.0;823.0;88.0;-38.0
1158;Natural gas;1991;1439.0;2581.0;73.0;1216.0;-1142.0;;0.0;1479.0;424.0;413.0;11.0;0.0;;0.0;424.0;413.0;11.0;32.0;;1022.0;920.0;102.0;-40.0
1159;Natural gas;1992;1394.0;2592.0;89.0;1287.0;-1198.0;;0.0;1440.0;440.0;431.0;9.0;0.0;;0.0;440.0;431.0;8.0;35.0;;965.0;864.0;101.0;-46.0
1160;Natural gas;1993;1435.0;2642.0;110.0;1318.0;-1207.0;;0.0;1481.0;448.0;435.0;13.0;0.0;;0.0;448.0;435.0;12.0;32.0;;1001.0;904.0;97.0;-46.0
1161;Natural gas;1994;1397.0;2507.0;110.0;1220.0;-1110.0;;0.0;1430.0;447.0;434.0;14.0;0.0;;0.0;447.0;434.0;13.0;30.0;;953.0;850.0;103.0;-33.0
1162;Natural gas;1995 1st quarter;478.0;885.0;31.0;437.0;-407.0;;0.0;;124.0;119.0;5.0;0.0;;0.0;124.0;119.0;5.0;8.0;0.0;;;26.0;
1163;Natural gas;1995 2nd quarter;279.0;465.0;27.0;213.0;-186.0;;0.0;;96.0;92.0;3.0;0.0;;0.0;96.0;92.0;3.0;6.0;0.0;;;24.0;
1164;Natural gas;1995 3rd quarter;225.0;336.0;26.0;137.0;-111.0;;0.0;;100.0;96.0;5.0;0.0;;0.0;100.0;96.0;4.0;6.0;0.0;;;25.0;
1165;Natural gas;1995 4th quarter;462.0;863.0;31.0;432.0;-401.0;;0.0;;128.0;124.0;4.0;0.0;;0.0;128.0;124.0;4.0;9.0;0.0;;;26.0;
1166;Natural gas;1995;1444.0;2548.0;116.0;1220.0;-1104.0;;0.0;1469.0;447.0;430.0;17.0;0.0;;0.0;447.0;430.0;17.0;30.0;1.0;991.0;891.0;101.0;-25.0
1167;Natural gas;1996 1st quarter;576.0;1110.0;43.0;578.0;-535.0;;0.0;;134.0;128.0;5.0;0.0;;0.0;133.0;128.0;5.0;10.0;0.0;;;25.0;
1168;Natural gas;1996 2nd quarter;289.0;527.0;34.0;271.0;-237.0;;0.0;;108.0;104.0;4.0;0.0;;0.0;108.0;104.0;4.0;8.0;0.0;;;21.0;
1169;Natural gas;1996 3rd quarter;241.0;390.0;39.0;188.0;-149.0;;0.0;;108.0;104.0;4.0;0.0;;0.0;108.0;104.0;4.0;7.0;0.0;;;25.0;
1170;Natural gas;1996 4th quarter;486.0;858.0;54.0;427.0;-373.0;;0.0;;137.0;133.0;5.0;0.0;;0.0;137.0;133.0;4.0;11.0;0.0;;;25.0;
1171;Natural gas;1996;1591.0;2884.0;171.0;1464.0;-1293.0;;0.0;1628.0;486.0;469.0;18.0;0.0;;0.0;486.0;469.0;17.0;36.0;1.0;1105.0;1009.0;96.0;-37.0
1172;Natural gas;1997 1st quarter;499.0;898.0;51.0;450.0;-399.0;;0.0;;133.0;128.0;5.0;0.0;;0.0;133.0;128.0;5.0;12.0;0.0;;;25.0;
1173;Natural gas;1997 2nd quarter;296.0;488.0;52.0;244.0;-192.0;;0.0;;114.0;110.0;4.0;0.0;;0.0;114.0;110.0;4.0;9.0;0.0;;;26.0;
1174;Natural gas;1997 3rd quarter;248.0;369.0;50.0;171.0;-121.0;;0.0;;120.0;115.0;5.0;0.0;;0.0;120.0;115.0;5.0;10.0;0.0;;;27.0;
1175;Natural gas;1997 4th quarter;453.0;799.0;63.0;408.0;-346.0;;0.0;;139.0;133.0;6.0;0.0;;0.0;139.0;133.0;6.0;10.0;0.0;;;26.0;
1176;Natural gas;1997;1497.0;2554.0;217.0;1274.0;-1057.0;;0.0;1525.0;506.0;486.0;20.0;0.0;;0.0;506.0;486.0;19.0;41.0;1.0;978.0;874.0;104.0;-28.0
1177;Natural gas;1998 1st quarter;462.0;787.0;60.0;386.0;-326.0;;1.0;;131.0;125.0;5.0;0.0;;0.0;131.0;125.0;5.0;12.0;0.0;;;27.0;
1178;Natural gas;1998 2nd quarter;286.0;419.0;54.0;186.0;-132.0;;0.0;;118.0;114.0;4.0;0.0;;0.0;118.0;114.0;4.0;10.0;0.0;;;24.0;
1179;Natural gas;1998 3rd quarter;245.0;361.0;44.0;161.0;-117.0;;0.0;;115.0;110.0;5.0;0.0;;0.0;114.0;110.0;5.0;9.0;0.0;;;24.0;
1180;Natural gas;1998 4th quarter;494.0;868.0;58.0;433.0;-375.0;;1.0;;148.0;142.0;6.0;0.0;;0.0;148.0;142.0;6.0;14.0;1.0;;;25.0;
1181;Natural gas;1998;1487.0;2436.0;216.0;1166.0;-950.0;;1.0;1506.0;511.0;491.0;20.0;0.0;;0.0;511.0;491.0;20.0;45.0;1.0;949.0;850.0;100.0;-19.0
1182;Natural gas;1999 1st quarter;478.0;822.0;70.0;414.0;-344.0;;1.0;;135.0;130.0;5.0;0.0;;0.0;135.0;130.0;5.0;12.0;1.0;;;25.0;
1183;Natural gas;1999 2nd quarter;289.0;416.0;86.0;213.0;-127.0;;0.0;;118.0;113.0;5.0;0.0;;0.0;118.0;113.0;5.0;11.0;0.0;;;25.0;
1184;Natural gas;1999 3rd quarter;237.0;314.0;77.0;153.0;-77.0;;0.0;;120.0;114.0;6.0;0.0;;0.0;120.0;114.0;6.0;8.0;0.0;;;25.0;
1185;Natural gas;1999 4th quarter;443.0;714.0;92.0;362.0;-270.0;;-1.0;;144.0;138.0;7.0;0.0;;0.0;144.0;138.0;6.0;14.0;1.0;;;23.0;
1186;Natural gas;1999;1448.0;2266.0;324.0;1143.0;-818.0;;0.0;1472.0;518.0;496.0;22.0;1.0;;1.0;518.0;496.0;22.0;45.0;1.0;908.0;809.0;98.0;-24.0
1187;Natural gas;2000 1st quarter;483.0;830.0;121.0;469.0;-347.0;;0.0;;146.0;137.0;8.0;0.0;;0.0;145.0;137.0;8.0;12.0;0.0;;;26.0;
1188;Natural gas;2000 2nd quarter;291.0;411.0;124.0;244.0;-121.0;;0.0;;125.0;118.0;7.0;0.0;;0.0;125.0;118.0;7.0;9.0;0.0;;;26.0;
1189;Natural gas;2000 3rd quarter;243.0;296.0;124.0;175.0;-52.0;;-1.0;;117.0;110.0;6.0;0.0;;0.0;117.0;110.0;6.0;7.0;0.0;;;26.0;
1190;Natural gas;2000 4th quarter;449.0;648.0;154.0;354.0;-200.0;;1.0;;143.0;135.0;8.0;0.0;;0.0;143.0;135.0;7.0;9.0;1.0;;;24.0;
1191;Natural gas;2000;1465.0;2185.0;522.0;1242.0;-720.0;;0.0;1476.0;531.0;501.0;29.0;1.0;;1.0;530.0;501.0;29.0;36.0;1.0;908.0;806.0;102.0;-11.0
1192;Natural gas;2001 1st quarter;511.0;838.0;156.0;483.0;-327.0;;0.0;;144.0;137.0;7.0;0.0;;0.0;144.0;137.0;7.0;10.0;1.0;;;24.0;
1193;Natural gas;2001 2nd quarter;291.0;465.0;154.0;328.0;-174.0;;0.0;;126.0;119.0;7.0;0.0;;0.0;126.0;119.0;7.0;7.0;0.0;;;24.0;
1194;Natural gas;2001 3rd quarter;257.0;334.0;156.0;233.0;-77.0;;0.0;;129.0;122.0;6.0;0.0;;0.0;128.0;122.0;6.0;7.0;0.0;;;22.0;
1195;Natural gas;2001 4th quarter;442.0;709.0;175.0;443.0;-267.0;;0.0;;156.0;150.0;7.0;0.0;;0.0;156.0;150.0;7.0;11.0;1.0;;;21.0;
1196;Natural gas;2001;1502.0;2346.0;641.0;1486.0;-844.0;;0.0;1506.0;555.0;528.0;27.0;0.0;;0.0;554.0;528.0;26.0;34.0;1.0;916.0;825.0;91.0;-4.0
1197;Natural gas;2002 1st quarter;488.0;780.0;179.0;471.0;-292.0;;0.0;;151.0;144.0;7.0;0.0;;0.0;151.0;144.0;7.0;12.0;1.0;;;20.0;
1198;Natural gas;2002 2nd quarter;294.0;427.0;192.0;326.0;-134.0;;0.0;;132.0;125.0;6.0;0.0;;0.0;132.0;125.0;6.0;11.0;0.0;;;23.0;
1199;Natural gas;2002 3rd quarter;253.0;348.0;183.0;278.0;-95.0;;0.0;;130.0;122.0;8.0;0.0;;0.0;130.0;122.0;8.0;8.0;0.0;;;23.0;
1200;Natural gas;2002 4th quarter;464.0;715.0;248.0;500.0;-251.0;;0.0;;152.0;147.0;6.0;0.0;;0.0;152.0;147.0;6.0;9.0;1.0;;;22.0;
1201;Natural gas;2002;1498.0;2270.0;803.0;1575.0;-772.0;;1.0;1490.0;565.0;538.0;27.0;0.0;;0.0;565.0;538.0;27.0;40.0;2.0;884.0;796.0;88.0;8.0
1202;Natural gas;2003 1st quarter;513.0;852.0;211.0;550.0;-339.0;;0.0;;148.0;140.0;8.0;0.0;;0.0;148.0;140.0;8.0;11.0;1.0;;;23.0;
1203;Natural gas;2003 2nd quarter;281.0;328.0;189.0;235.0;-45.0;;-1.0;;126.0;120.0;7.0;0.0;;0.0;126.0;120.0;7.0;8.0;0.0;;;21.0;
1204;Natural gas;2003 3rd quarter;235.0;260.0;168.0;194.0;-25.0;;0.0;;131.0;124.0;7.0;0.0;;0.0;131.0;124.0;7.0;7.0;0.0;;;22.0;
1205;Natural gas;2003 4th quarter;478.0;746.0;196.0;464.0;-268.0;;0.0;;159.0;151.0;7.0;0.0;;0.0;159.0;151.0;7.0;12.0;1.0;;;23.0;
1206;Natural gas;2003;1507.0;2186.0;764.0;1443.0;-678.0;;-1.0;1501.0;564.0;535.0;29.0;0.0;;0.0;563.0;535.0;29.0;38.0;2.0;898.0;810.0;88.0;6.0
1207;Natural gas;2004 1st quarter;513.0;908.0;171.0;567.0;-396.0;;0.0;;160.0;152.0;8.0;0.0;;0.0;160.0;152.0;8.0;11.0;1.0;;;23.0;
1208;Natural gas;2004 2nd quarter;291.0;416.0;175.0;299.0;-125.0;;0.0;;137.0;131.0;6.0;0.0;;0.0;137.0;131.0;6.0;8.0;0.0;;;22.0;
1209;Natural gas;2004 3rd quarter;260.0;392.0;135.0;267.0;-132.0;;0.0;;139.0;132.0;7.0;0.0;;0.0;139.0;132.0;7.0;8.0;0.0;;;23.0;
1210;Natural gas;2004 4th quarter;475.0;862.0;84.0;473.0;-388.0;;1.0;;160.0;153.0;7.0;0.0;;0.0;160.0;153.0;7.0;12.0;1.0;;;23.0;
1211;Natural gas;2004;1538.0;2578.0;565.0;1606.0;-1041.0;;1.0;1536.0;596.0;568.0;28.0;0.0;;0.0;596.0;568.0;28.0;38.0;2.0;901.0;811.0;90.0;2.0
1212;Natural gas;2005 1st quarter;503.0;875.0;165.0;537.0;-372.0;;0.0;;153.0;144.0;9.0;0.0;;0.0;153.0;144.0;9.0;12.0;1.0;;;25.0;
1213;Natural gas;2005 2nd quarter;299.0;444.0;174.0;318.0;-145.0;;0.0;;135.0;127.0;8.0;0.0;;0.0;134.0;127.0;8.0;9.0;0.0;;;25.0;
1214;Natural gas;2005 3rd quarter;252.0;309.0;178.0;234.0;-56.0;;0.0;;134.0;126.0;8.0;0.0;;0.0;134.0;126.0;7.0;7.0;0.0;;;24.0;
1215;Natural gas;2005 4th quarter;424.0;728.0;172.0;475.0;-304.0;;0.0;;159.0;153.0;7.0;0.0;;0.0;159.0;153.0;7.0;11.0;1.0;;;21.0;
1216;Natural gas;2005;1479.0;2355.0;688.0;1565.0;-877.0;;0.0;1492.0;581.0;550.0;31.0;0.0;;0.0;580.0;550.0;31.0;38.0;2.0;872.0;778.0;94.0;-14.0
1217;Natural gas;2006 1st quarter;536.0;985.0;169.0;618.0;-449.0;;0.0;;160.0;153.0;7.0;1.0;;1.0;159.0;153.0;6.0;12.0;1.0;;;21.0;
1218;Natural gas;2006 2nd quarter;280.0;437.0;193.0;350.0;-158.0;;0.0;;119.0;112.0;6.0;0.0;;0.0;118.0;112.0;6.0;10.0;0.0;;;22.0;
1219;Natural gas;2006 3rd quarter;233.0;270.0;208.0;246.0;-37.0;;0.0;;131.0;126.0;5.0;0.0;;0.0;131.0;126.0;5.0;7.0;0.0;;;20.0;
1220;Natural gas;2006 4th quarter;386.0;627.0;185.0;426.0;-241.0;;0.0;;152.0;146.0;6.0;1.0;;1.0;151.0;146.0;5.0;9.0;1.0;;;23.0;
1221;Natural gas;2006;1434.0;2319.0;755.0;1640.0;-885.0;;0.0;1432.0;562.0;538.0;24.0;2.0;;2.0;559.0;538.0;22.0;38.0;2.0;833.0;747.0;86.0;2.0
1222;Natural gas;2007 1st quarter;439.0;724.0;176.0;461.0;-286.0;;0.0;;160.0;155.0;5.0;0.0;;0.0;159.0;155.0;5.0;11.0;1.0;;;22.0;
1223;Natural gas;2007 2nd quarter;260.0;350.0;210.0;300.0;-90.0;;0.0;;133.0;129.0;4.0;1.0;;1.0;132.0;129.0;3.0;7.0;0.0;;;23.0;
1224;Natural gas;2007 3rd quarter;243.0;339.0;206.0;302.0;-96.0;;0.0;;124.0;120.0;4.0;2.0;;2.0;123.0;120.0;3.0;9.0;0.0;;;24.0;
1225;Natural gas;2007 4th quarter;450.0;865.0;192.0;607.0;-415.0;;0.0;;168.0;162.0;5.0;1.0;;1.0;167.0;162.0;4.0;11.0;1.0;;;21.0;
1226;Natural gas;2007;1393.0;2279.0;783.0;1670.0;-887.0;;1.0;1391.0;584.0;565.0;19.0;4.0;;4.0;580.0;565.0;15.0;38.0;1.0;771.0;681.0;90.0;2.0
1227;Natural gas;2008 1st quarter;478.0;897.0;227.0;647.0;-420.0;;0.0;;170.0;164.0;6.0;1.0;;1.0;169.0;164.0;5.0;12.0;1.0;;;24.0;
1228;Natural gas;2008 2nd quarter;284.0;447.0;215.0;379.0;-163.0;;0.0;;138.0;133.0;5.0;1.0;;1.0;137.0;133.0;4.0;8.0;0.0;;;21.0;
1229;Natural gas;2008 3rd quarter;251.0;369.0;179.0;296.0;-118.0;;0.0;;136.0;129.0;7.0;1.0;;1.0;135.0;129.0;5.0;8.0;0.0;;;21.0;
1230;Natural gas;2008 4th quarter;438.0;794.0;172.0;529.0;-357.0;;1.0;;173.0;167.0;6.0;1.0;;1.0;172.0;167.0;5.0;8.0;1.0;;;17.0;
1231;Natural gas;2008;1451.0;2507.0;794.0;1852.0;-1058.0;;1.0;1449.0;617.0;592.0;24.0;5.0;;5.0;612.0;592.0;19.0;36.0;2.0;800.0;718.0;82.0;1.0
1232;Natural gas;2009 1st quarter;488.0;864.0;178.0;554.0;-376.0;;0.0;;163.0;156.0;7.0;1.0;;1.0;162.0;156.0;5.0;9.0;1.0;;;15.0;
1233;Natural gas;2009 2nd quarter;256.0;353.0;208.0;307.0;-98.0;;1.0;;138.0;133.0;5.0;1.0;;1.0;137.0;133.0;4.0;6.0;0.0;;;20.0;
1234;Natural gas;2009 3rd quarter;263.0;342.0;212.0;290.0;-79.0;;0.0;;148.0;142.0;6.0;1.0;;1.0;147.0;142.0;5.0;11.0;0.0;;;24.0;
1235;Natural gas;2009 4th quarter;457.0;803.0;171.0;517.0;-346.0;;0.0;;192.0;185.0;7.0;1.0;;1.0;190.0;185.0;6.0;15.0;0.0;;;22.0;
1236;Natural gas;2009;1464.0;2362.0;770.0;1669.0;-898.0;;1.0;1464.0;641.0;616.0;25.0;5.0;;5.0;636.0;616.0;20.0;41.0;2.0;784.0;704.0;81.0;1.0
1237;Natural gas;2010 1st quarter;564.0;991.0;193.0;620.0;-427.0;;0.0;;198.0;191.0;7.0;0.0;;0.0;198.0;191.0;7.0;15.0;1.0;;;23.0;
1238;Natural gas;2010 2nd quarter;313.0;467.0;203.0;357.0;-154.0;;0.0;;156.0;149.0;7.0;1.0;;1.0;154.0;149.0;6.0;10.0;0.0;;;23.0;
1239;Natural gas;2010 3rd quarter;258.0;351.0;178.0;270.0;-92.0;;0.0;;142.0;136.0;7.0;2.0;;2.0;141.0;136.0;5.0;10.0;0.0;;;23.0;
1240;Natural gas;2010 4th quarter;506.0;847.0;198.0;539.0;-341.0;;0.0;;198.0;192.0;6.0;1.0;;1.0;196.0;192.0;5.0;13.0;0.0;;;24.0;
1241;Natural gas;2010;1641.0;2656.0;773.0;1786.0;-1014.0;;-1.0;1643.0;694.0;667.0;27.0;4.0;;4.0;690.0;667.0;23.0;49.0;2.0;903.0;810.0;94.0;-2.0
1242;Natural gas;2011 1st quarter;490.0;933.0;151.0;594.0;-443.0;;0.0;;173.0;165.0;8.0;1.0;;1.0;172.0;165.0;6.0;15.0;1.0;;;23.0;
1243;Natural gas;2011 2nd quarter;273.0;407.0;183.0;318.0;-134.0;;0.0;;147.0;140.0;7.0;2.0;;2.0;145.0;140.0;5.0;12.0;0.0;;;22.0;
1244;Natural gas;2011 3rd quarter;255.0;367.0;168.0;280.0;-112.0;;0.0;;139.0;132.0;7.0;1.0;;1.0;137.0;132.0;5.0;13.0;0.0;;;24.0;
1245;Natural gas;2011 4th quarter;413.0;710.0;188.0;484.0;-297.0;;0.0;;174.0;167.0;7.0;0.0;;0.0;173.0;167.0;7.0;14.0;0.0;;;20.0;
1246;Natural gas;2011;1432.0;2417.0;690.0;1676.0;-985.0;;0.0;1434.0;632.0;604.0;28.0;5.0;;5.0;627.0;604.0;24.0;54.0;2.0;751.0;662.0;89.0;-2.0
1247;Natural gas;2012 1st quarter;475.0;888.0;209.0;624.0;-415.0;;2.0;;160.0;153.0;7.0;2.0;;2.0;158.0;153.0;4.0;13.0;1.0;;;19.0;
1248;Natural gas;2012 2nd quarter;278.0;446.0;194.0;362.0;-168.0;;1.0;;122.0;115.0;7.0;2.0;;2.0;119.0;115.0;4.0;11.0;0.0;;;21.0;
1249;Natural gas;2012 3rd quarter;218.0;343.0;165.0;287.0;-122.0;;-3.0;;108.0;103.0;6.0;2.0;;2.0;106.0;103.0;4.0;10.0;0.0;;;21.0;
1250;Natural gas;2012 4th quarter;400.0;728.0;215.0;539.0;-324.0;;-3.0;;145.0;138.0;7.0;2.0;;2.0;143.0;138.0;5.0;12.0;0.0;;;20.0;
1251;Natural gas;2012;1371.0;2404.0;783.0;1812.0;-1030.0;;-4.0;1358.0;535.0;509.0;26.0;9.0;;9.0;526.0;509.0;17.0;46.0;2.0;784.0;702.0;82.0;13.0
1252;Natural gas;2013 1st quarter;521.0;1005.0;217.0;705.0;-488.0;0.0;5.0;384.0;159.0;151.0;7.0;1.0;;1.0;158.0;151.0;7.0;16.0;1.0;210.0;189.0;21.0;137.0
1253;Natural gas;2013 2nd quarter;282.0;473.0;213.0;407.0;-194.0;0.0;3.0;318.0;122.0;114.0;7.0;2.0;;2.0;120.0;114.0;6.0;11.0;0.0;187.0;167.0;20.0;-37.0
1254;Natural gas;2013 3rd quarter;212.0;367.0;189.0;336.0;-147.0;0.0;-8.0;308.0;106.0;99.0;7.0;3.0;;3.0;103.0;99.0;4.0;11.0;0.0;194.0;173.0;21.0;-96.0
1255;Natural gas;2013 4th quarter;380.0;742.0;192.0;560.0;-368.0;0.0;6.0;364.0;139.0;133.0;6.0;3.0;;3.0;136.0;133.0;3.0;13.0;0.0;214.0;195.0;19.0;16.0
1256;Natural gas;2013;1395.0;2586.0;810.0;2007.0;-1197.0;0.0;6.0;1375.0;525.0;497.0;27.0;8.0;;8.0;517.0;497.0;20.0;51.0;2.0;805.0;723.0;82.0;20.0
1257;Natural gas;2014 1st quarter;385.0;680.0;204.0;536.0;-332.0;0.0;37.0;311.0;124.0;115.0;9.0;2.0;;2.0;122.0;115.0;7.0;11.0;1.0;177.0;156.0;21.0;74.0
1258;Natural gas;2014 2nd quarter;241.0;481.0;218.0;377.0;-159.0;0.0;-81.0;282.0;116.0;108.0;7.0;3.0;;3.0;113.0;108.0;5.0;8.0;0.0;160.0;140.0;20.0;-41.0
1259;Natural gas;2014 3rd quarter;223.0;403.0;244.0;338.0;-94.0;0.0;-86.0;289.0;117.0;108.0;9.0;2.0;;2.0;115.0;108.0;6.0;11.0;0.0;163.0;141.0;22.0;-66.0
1260;Natural gas;2014 4th quarter;360.0;618.0;209.0;512.0;-303.0;0.0;45.0;318.0;130.0;124.0;7.0;2.0;;2.0;128.0;124.0;5.0;12.0;0.0;177.0;157.0;20.0;42.0
1261;Natural gas;2014;1209.0;2182.0;874.0;1763.0;-889.0;0.0;-85.0;1199.0;487.0;455.0;32.0;9.0;;9.0;478.0;455.0;23.0;43.0;2.0;677.0;594.0;83.0;10.0
1262;Natural gas;2015 1st quarter;436.0;581.0;221.0;553.0;-332.0;0.0;187.0;;128.0;121.0;7.0;3.0;;3.0;125.0;121.0;4.0;11.0;0.0;;;22.0;
1263;Natural gas;2015 2nd quarter;231.0;314.0;299.0;294.0;4.0;0.0;-87.0;;87.0;81.0;6.0;3.0;;3.0;84.0;81.0;3.0;10.0;0.0;;;22.0;
1264;Natural gas;2015 3rd quarter;207.0;303.0;327.0;265.0;62.0;0.0;-159.0;;96.0;90.0;7.0;3.0;;3.0;93.0;90.0;4.0;10.0;0.0;;;21.0;
1265;Natural gas;2015 4th quarter;337.0;435.0;290.0;416.0;-127.0;0.0;29.0;;129.0;121.0;7.0;3.0;;3.0;126.0;121.0;4.0;11.0;0.0;;;21.0;
1266;Natural gas;2015;1211.0;1633.0;1137.0;1529.0;-392.0;0.0;-30.0;1186.0;439.0;413.0;26.0;11.0;;11.0;428.0;413.0;15.0;43.0;1.0;714.0;627.0;87.0;25.0
1267;Natural gas;2016 1st quarter;430.0;475.0;270.0;526.0;-255.0;0.0;211.0;;122.0;119.0;3.0;0.0;;0.0;122.0;119.0;3.0;11.0;0.0;;;20.0;
1268;Natural gas;2016 2nd quarter;228.0;321.0;358.0;332.0;27.0;0.0;-119.0;;107.0;99.0;8.0;5.0;;5.0;102.0;99.0;3.0;10.0;0.0;;;20.0;
1269;Natural gas;2016 3rd quarter;214.0;286.0;304.0;297.0;6.0;0.0;-78.0;;107.0;102.0;5.0;3.0;;3.0;104.0;102.0;2.0;9.0;0.0;;;21.0;
