ID;InstitutionalSectors;NotConsolidatedOrConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossProfitsBeforeTaxes_144;NetProfitsBeforeTaxes_145;GrossNationalIncome_146;NetNationalIncome_147;GrossDisposableIncome_148;NetDisposableIncome_149;GrossSaving_150;NetSaving_151;NetTransactionsOfGoodAndServices_152;SurplusNationOnCurrentTransactions_153;NetSavingAndCapitalTransfers_154;NetLendingOrNetBorrowing_155;TotalFinancialTransactionsInAssets_156;TotalFinancialTransactionsLiabilities_157;NetFinancialTransactions_158;StatisticalDiscrepancy_159
5443;Households including NPISHs;Not consolidated;2014;749473.0;;;;;;173790.0;128343.0;;128343.0;39772.0;1331.0;38441.0;5675.0;283.0;5392.0;322673.0;249907.0;72766.0;;;;;;;1669.0;;1669.0;54998.0;5104.0;-1719.0;6823.0;11857.0;11101.0;756.0;0.0;38027.0;5441.0;30805.0;1781.0;10.0;;;;121785.0;380.0;;380.0;;;;121405.0;54892.0;44491.0;22022.0;24025.0;;9471.0;;;14554.0;;29064.0;21469.0;;218.0;21251.0;727913.0;;;;;;90760.0;14425.0;11249.0;3176.0;1900.0;;1900.0;;;;9844.0;9618.0;-25453.0;35071.0;;;;;;;;;226.0;57152.0;49895.0;7257.0;168224.0;167844.0;61315.0;11451.0;73326.0;30805.0;-9053.0;380.0;;380.0;;22041.0;9672.0;;;;12369.0;;;309660.0;309660.0;5392.0;5392.0;;304268.0;;22649.0;1534.0;;21115.0;30694.0;30481.0;26673.0;3808.0;213.0;154.0;59.0;564.0;;83030.0;;56357.0;68374.0;41701.0;;;436201.0;409528.0;334594.0;307921.0;53998.0;27325.0;;;26145.0;21560.0;25491.0;946.0;24545.0;-2985.0
5444;Households including NPISHs;Not consolidated;2015 1st quarter;177245.0;;;;;;43709.0;31986.0;;31986.0;10260.0;369.0;9891.0;1463.0;66.0;1397.0;75913.0;58942.0;16971.0;;;;;;;428.0;;428.0;12012.0;846.0;-800.0;1646.0;2112.0;1976.0;136.0;0.0;9053.0;1161.0;7479.0;413.0;1.0;;;;30144.0;75.0;;75.0;;;;30069.0;13223.0;11633.0;5213.0;6141.0;;2426.0;;;3715.0;;5784.0;3114.0;;52.0;3062.0;180133.0;;;;;;23490.0;3480.0;2729.0;751.0;503.0;;503.0;;;;1872.0;1813.0;-7009.0;8822.0;;;;;;;;;59.0;14264.0;12441.0;1823.0;42027.0;41952.0;13705.0;3266.0;19644.0;7479.0;-2142.0;75.0;;75.0;;5589.0;2517.0;;;;3072.0;;;76659.0;76659.0;1397.0;1397.0;;75262.0;;3380.0;362.0;;3018.0;8330.0;8269.0;6651.0;1618.0;61.0;46.0;15.0;539.0;;20219.0;;13568.0;16664.0;10013.0;;;102717.0;96066.0;77122.0;70471.0;6247.0;-404.0;;;-670.0;-2888.0;5438.0;6897.0;-1459.0;-1429.0
5445;Households including NPISHs;Not consolidated;2015 2nd quarter;203691.0;;;;;;45337.0;33555.0;;33555.0;10284.0;378.0;9906.0;1498.0;74.0;1424.0;90824.0;72525.0;18299.0;;;;;;;436.0;;436.0;15960.0;967.0;-654.0;1621.0;3664.0;3438.0;226.0;0.0;11328.0;1319.0;9401.0;608.0;1.0;;;;33572.0;88.0;;88.0;;;;33484.0;16534.0;11248.0;5702.0;6138.0;;2331.0;;;3807.0;;7595.0;3829.0;;48.0;3781.0;187955.0;;;;;;24160.0;4147.0;3314.0;833.0;461.0;;461.0;;;;1990.0;1931.0;-6764.0;8695.0;;;;;;;;;59.0;20659.0;18776.0;1883.0;37533.0;37445.0;15431.0;2868.0;12011.0;9401.0;-2266.0;88.0;;88.0;;5546.0;2364.0;;;;3182.0;;;80057.0;80057.0;1424.0;1424.0;;78633.0;;4081.0;371.0;;3710.0;9216.0;9073.0;6676.0;2397.0;143.0;126.0;17.0;105.0;;21177.0;;14501.0;17005.0;10329.0;;;121799.0;115123.0;97771.0;91095.0;25309.0;18633.0;;;18381.0;15736.0;16079.0;150.0;15929.0;-193.0
5446;Households including NPISHs;Not consolidated;2015 3rd quarter;183000.0;;;;;;45600.0;33602.0;;33602.0;10547.0;379.0;10168.0;1451.0;66.0;1385.0;74884.0;58176.0;16708.0;;;;;;;479.0;;479.0;14098.0;1105.0;-489.0;1594.0;2589.0;2277.0;312.0;0.0;10403.0;1028.0;9012.0;363.0;1.0;;;;29717.0;111.0;;111.0;;;;29606.0;13032.0;11169.0;5405.0;6012.0;;2225.0;;;3787.0;;7369.0;4841.0;;59.0;4782.0;183267.0;;;;;;23531.0;3571.0;2799.0;772.0;459.0;;459.0;;;;2239.0;2181.0;-6421.0;8602.0;;;;;;;;;58.0;12670.0;10916.0;1754.0;41107.0;40996.0;13780.0;2928.0;17495.0;9012.0;-2219.0;111.0;;111.0;;5513.0;2314.0;;;;3199.0;;;80764.0;80764.0;1385.0;1385.0;;79379.0;;5105.0;368.0;;4737.0;8345.0;8376.0;6678.0;1698.0;-31.0;-47.0;16.0;-37.0;;22069.0;;15391.0;18518.0;11840.0;;;105261.0;98583.0;81700.0;75022.0;8305.0;1627.0;;;1363.0;-267.0;3239.0;2465.0;774.0;-1041.0
5447;Households including NPISHs;Not consolidated;2015 4th quarter;191185.0;;;;;;47496.0;35476.0;;35476.0;10576.0;404.0;10172.0;1444.0;64.0;1380.0;83284.0;65631.0;17653.0;;;;;;;414.0;;414.0;13855.0;1022.0;-492.0;1514.0;3405.0;3232.0;173.0;0.0;9426.0;1162.0;7819.0;445.0;2.0;;;;29657.0;86.0;;86.0;;;;29571.0;13058.0;11502.0;5011.0;5946.0;;2483.0;;;3463.0;;5753.0;4780.0;;43.0;4737.0;188716.0;;;;;;24479.0;3772.0;2979.0;793.0;471.0;;471.0;;;;2287.0;2228.0;-6415.0;8643.0;;;;;;;;;59.0;13887.0;12037.0;1850.0;44959.0;44873.0;14747.0;2906.0;21692.0;7819.0;-2291.0;86.0;;86.0;;5155.0;2449.0;;;;2706.0;;;79335.0;79335.0;1380.0;1380.0;;77955.0;;5284.0;521.0;;4763.0;8888.0;8858.0;6657.0;2201.0;30.0;14.0;16.0;199.0;;23017.0;;16360.0;19188.0;12531.0;;;114040.0;107383.0;85642.0;78985.0;12060.0;5403.0;;;4899.0;2469.0;7750.0;5499.0;2251.0;218.0
5448;Households including NPISHs;Not consolidated;2015;755121.0;;;;;;182142.0;134619.0;;134619.0;41667.0;1530.0;40137.0;5856.0;270.0;5586.0;324905.0;255274.0;69631.0;;;;;;;1757.0;;1757.0;55925.0;3940.0;-2435.0;6375.0;11770.0;10923.0;847.0;0.0;40210.0;4670.0;33711.0;1829.0;5.0;;;;123090.0;360.0;;360.0;;;;122730.0;55847.0;45552.0;21331.0;24237.0;;9465.0;;;14772.0;;26501.0;16564.0;;202.0;16362.0;740071.0;;;;;;95660.0;14970.0;11821.0;3149.0;1894.0;;1894.0;;;;8388.0;8153.0;-26609.0;34762.0;;;;;;;;;235.0;61480.0;54170.0;7310.0;165626.0;165266.0;57663.0;11968.0;70842.0;33711.0;-8918.0;360.0;;360.0;;21803.0;9644.0;;;;12159.0;;;316815.0;316815.0;5586.0;5586.0;;311229.0;;17850.0;1622.0;;16228.0;34779.0;34576.0;26662.0;7914.0;203.0;139.0;64.0;806.0;;86482.0;;59820.0;71375.0;44713.0;;;443817.0;417155.0;342235.0;315573.0;51921.0;25259.0;;;23973.0;15050.0;32506.0;15011.0;17495.0;-2445.0
5449;Households including NPISHs;Not consolidated;2016 1st quarter;183205.0;;;;;;45889.0;33743.0;;33743.0;10625.0;466.0;10159.0;1521.0;66.0;1455.0;78326.0;60829.0;17497.0;;;;;;;415.0;;415.0;12578.0;791.0;-555.0;1346.0;2293.0;2163.0;130.0;0.0;9493.0;1010.0;8041.0;442.0;1.0;;;;30360.0;92.0;;92.0;;;;30268.0;13164.0;11720.0;5384.0;6061.0;;2408.0;;;3653.0;;6226.0;3350.0;;54.0;3296.0;184831.0;;;;;;23798.0;3562.0;2799.0;763.0;516.0;;516.0;;;;1912.0;1844.0;-6555.0;8399.0;;;;;;;;;68.0;13747.0;11866.0;1881.0;43844.0;43752.0;14115.0;3382.0;20560.0;8041.0;-2346.0;92.0;;92.0;;5677.0;2508.0;;;;3169.0;;;78476.0;78476.0;1455.0;1455.0;;77021.0;;3702.0;383.0;;3319.0;9407.0;9404.0;6785.0;2619.0;3.0;20.0;-17.0;190.0;;22091.0;;15306.0;18428.0;11643.0;;;107420.0;100635.0;80573.0;73788.0;8323.0;1538.0;;;1186.0;-1626.0;3507.0;5955.0;-2448.0;822.0
5450;Households including NPISHs;Not consolidated;2016 2nd quarter;208121.0;;;;;;47153.0;34948.0;;34948.0;10618.0;475.0;10143.0;1587.0;75.0;1512.0;93631.0;74622.0;19009.0;;;;;;;430.0;;430.0;15268.0;738.0;-548.0;1286.0;3657.0;3459.0;198.0;0.0;10872.0;1231.0;8944.0;697.0;1.0;;;;34359.0;110.0;;110.0;;;;34249.0;16733.0;11575.0;5941.0;6222.0;;2502.0;;;3720.0;;6878.0;4180.0;;45.0;4135.0;192823.0;;;;;;24543.0;4269.0;3406.0;863.0;473.0;;473.0;;;;1716.0;1648.0;-6584.0;8232.0;;;;;;;;;68.0;17746.0;15873.0;1873.0;42359.0;42249.0;15843.0;3166.0;16800.0;8944.0;-2504.0;110.0;;110.0;;5575.0;2395.0;;;;3180.0;;;80972.0;80972.0;1512.0;1512.0;;79460.0;;4526.0;404.0;;4122.0;10523.0;10391.0;6804.0;3587.0;132.0;114.0;18.0;121.0;;22610.0;;15806.0;18298.0;11494.0;;;125481.0;118677.0;100382.0;93578.0;26288.0;19484.0;;;19138.0;15298.0;19170.0;4384.0;14786.0;512.0
5451;Households including NPISHs;Not consolidated;2016 3rd quarter;188556.0;;;;;;47548.0;35146.0;;35146.0;10857.0;476.0;10381.0;1545.0;66.0;1479.0;77790.0;60392.0;17398.0;;;;;;;406.0;;406.0;13729.0;605.0;-594.0;1199.0;2624.0;2328.0;296.0;0.0;10499.0;901.0;9306.0;292.0;1.0;;;;30435.0;141.0;;141.0;;;;30294.0;13218.0;11523.0;5553.0;5957.0;;2261.0;;;3696.0;;7544.0;5147.0;;45.0;5102.0;189389.0;;;;;;24445.0;3697.0;2893.0;804.0;474.0;;474.0;;;;1517.0;1448.0;-6664.0;8112.0;;;;;;;;;69.0;12617.0;10745.0;1872.0;43875.0;43734.0;14247.0;3151.0;19389.0;9306.0;-2359.0;141.0;;141.0;;5446.0;2210.0;;;;3236.0;;;82061.0;82061.0;1479.0;1479.0;;80582.0;;5664.0;561.0;;5103.0;9492.0;9533.0;6813.0;2720.0;-41.0;-58.0;17.0;101.0;;23103.0;;16290.0;19338.0;12525.0;;;109340.0;102527.0;83794.0;76981.0;9277.0;2464.0;;;1947.0;-833.0;2066.0;2413.0;-347.0;-486.0
5452;Households including NPISHs;Not consolidated;2016 4th quarter;198275.0;;;;;;50038.0;37611.0;;37611.0;10897.0;514.0;10383.0;1530.0;65.0;1465.0;86335.0;67834.0;18501.0;;;;;;;348.0;;348.0;13906.0;772.0;-363.0;1135.0;3381.0;3227.0;154.0;0.0;9752.0;1020.0;8209.0;523.0;1.0;;;;30449.0;112.0;;112.0;;;;30337.0;13252.0;11800.0;5285.0;6014.0;;2531.0;;;3483.0;;6055.0;5130.0;;49.0;5081.0;193718.0;;;;;;25105.0;3910.0;3085.0;825.0;482.0;;482.0;;;;1874.0;1806.0;-6244.0;8050.0;;;;;;;;;68.0;14781.0;12997.0;1784.0;45170.0;45058.0;15382.0;3119.0;20803.0;8209.0;-2455.0;112.0;;112.0;;5350.0;2481.0;;;;2869.0;;;81588.0;81588.0;1465.0;1465.0;;80123.0;;5542.0;507.0;;5035.0;9680.0;9668.0;6777.0;2891.0;12.0;-1.0;13.0;236.0;;24933.0;;18156.0;20889.0;14112.0;;;119256.0;112479.0;90418.0;83641.0;14885.0;8108.0;;;7696.0;4557.0;9145.0;1766.0;7379.0;-2822.0
5453;Households including NPISHs;Not consolidated;2016;778157.0;;;;;;190628.0;141448.0;;141448.0;42997.0;1931.0;41066.0;6183.0;272.0;5911.0;336082.0;263677.0;72405.0;;;;;;;1599.0;;1599.0;55481.0;2906.0;-2060.0;4966.0;11955.0;11177.0;778.0;0.0;40616.0;4162.0;34500.0;1954.0;4.0;;;;125603.0;455.0;;455.0;;;;125148.0;56367.0;46618.0;22163.0;24254.0;;9702.0;;;14552.0;;26703.0;17807.0;;193.0;17614.0;760761.0;;;;;;97891.0;15438.0;12183.0;3255.0;1945.0;;1945.0;;;;7019.0;6746.0;-26047.0;32793.0;;;;;;;;;273.0;58891.0;51481.0;7410.0;175248.0;174793.0;59587.0;12818.0;77552.0;34500.0;-9664.0;455.0;;455.0;;22048.0;9594.0;;;;12454.0;;;323097.0;323097.0;5911.0;5911.0;;317186.0;;19434.0;1855.0;;17579.0;39102.0;38996.0;27179.0;11817.0;106.0;75.0;31.0;648.0;;92737.0;;65558.0;76953.0;49774.0;;;461497.0;434318.0;355167.0;327988.0;58773.0;31594.0;;;29967.0;17396.0;33888.0;14518.0;19370.0;-1974.0
5454;Households including NPISHs;Not consolidated;2017 1st quarter;189011.0;;;;;;48789.0;36351.0;;36351.0;10823.0;453.0;10370.0;1615.0;66.0;1549.0;80468.0;62450.0;18018.0;;;;;;;438.0;;438.0;12480.0;819.0;-190.0;1009.0;2730.0;2577.0;153.0;0.0;8930.0;859.0;7643.0;428.0;1.0;;;;31158.0;110.0;;110.0;;;;31048.0;13296.0;12418.0;5334.0;6295.0;;2553.0;;;3742.0;;5674.0;3709.0;;45.0;3664.0;192700.0;;;;;;25035.0;3742.0;2953.0;789.0;527.0;;527.0;;;;1704.0;1634.0;-5940.0;7574.0;;;;;;;;;70.0;17031.0;15168.0;1863.0;42530.0;42420.0;14396.0;3622.0;19131.0;7643.0;-2372.0;110.0;;110.0;;5866.0;2578.0;;;;3288.0;;;81707.0;81707.0;1549.0;1549.0;;80158.0;;4034.0;363.0;;3671.0;10502.0;10447.0;6963.0;3484.0;55.0;47.0;8.0;22.0;;23754.0;;16791.0;19923.0;12960.0;;;111167.0;104204.0;83193.0;76230.0;7160.0;197.0;;;-128.0;-3689.0;1967.0;7494.0;-5527.0;1838.0
5455;Households including NPISHs;Not consolidated;2017 2nd quarter;216190.0;;;;;;50177.0;37681.0;;37681.0;10842.0;457.0;10385.0;1654.0;74.0;1580.0;96554.0;76876.0;19678.0;;;;;;;445.0;;445.0;15558.0;895.0;-114.0;1009.0;3572.0;3245.0;327.0;0.0;11090.0;1029.0;9453.0;608.0;1.0;;;;34925.0;129.0;;129.0;;;;34796.0;16588.0;12119.0;6089.0;6216.0;;2412.0;;;3804.0;;7597.0;4718.0;;36.0;4682.0;202970.0;;;;;;25411.0;4461.0;3564.0;897.0;480.0;;480.0;;;;1870.0;1801.0;-5784.0;7585.0;;;;;;;;;69.0;18896.0;16990.0;1906.0;44338.0;44209.0;16328.0;3350.0;17401.0;9453.0;-2323.0;129.0;;129.0;;5691.0;2444.0;;;;3247.0;;;84760.0;84760.0;1580.0;1580.0;;83180.0;;5118.0;442.0;;4676.0;11774.0;11612.0;6982.0;4630.0;162.0;154.0;8.0;171.0;;24766.0;;17784.0;20270.0;13288.0;;;130512.0;123530.0;102728.0;95746.0;25565.0;18583.0;;;18183.0;13220.0;19583.0;5687.0;13896.0;-676.0
5456;Households including NPISHs;Not consolidated;2017 3rd quarter;192663.0;;;;;;50204.0;37565.0;;37565.0;11052.0;458.0;10594.0;1587.0;66.0;1521.0;80379.0;62267.0;18112.0;;;;;;;428.0;;428.0;12975.0;947.0;-25.0;972.0;2782.0;2321.0;461.0;0.0;9245.0;812.0;8061.0;372.0;1.0;;;;31594.0;184.0;;184.0;;;;31410.0;13413.0;12453.0;5544.0;6030.0;;2286.0;;;3744.0;;5379.0;5674.0;;37.0;5637.0;198100.0;;;;;;24904.0;3943.0;3080.0;863.0;499.0;;499.0;;;;2065.0;1995.0;-5624.0;7619.0;;;;;;;;;70.0;14083.0;12175.0;1908.0;43787.0;43603.0;14401.0;3711.0;20309.0;8061.0;-2879.0;184.0;;184.0;;5591.0;2314.0;;;;3277.0;;;86289.0;86289.0;1521.0;1521.0;;84768.0;;6316.0;543.0;;5773.0;10562.0;10602.0;6996.0;3606.0;-40.0;-47.0;7.0;61.0;;25300.0;;18304.0;21286.0;14290.0;;;112575.0;105579.0;86738.0;79742.0;5828.0;-1168.0;;;-1810.0;-5437.0;-1507.0;3348.0;-4855.0;-582.0
5457;Households including NPISHs;Not consolidated;2017 4th quarter;204343.0;;;;;;52583.0;39875.0;;39875.0;11151.0;497.0;10654.0;1557.0;66.0;1491.0;89847.0;70496.0;19351.0;;;;;;;382.0;;382.0;13485.0;917.0;-28.0;945.0;3662.0;3447.0;215.0;0.0;8904.0;889.0;7397.0;618.0;2.0;;;;31105.0;131.0;;131.0;;;;30974.0;13165.0;12620.0;5189.0;6087.0;;2533.0;;;3554.0;;5172.0;5682.0;;79.0;5603.0;203721.0;;;;;;26052.0;4132.0;3268.0;864.0;487.0;;487.0;;;;2107.0;2038.0;-5583.0;7621.0;;;;;;;;;69.0;17700.0;15775.0;1925.0;45617.0;45486.0;15732.0;3619.0;21256.0;7397.0;-2518.0;131.0;;131.0;;5524.0;2507.0;;;;3017.0;;;84407.0;84407.0;1491.0;1491.0;;82916.0;;6114.0;503.0;;5611.0;11335.0;11300.0;6960.0;4340.0;35.0;20.0;15.0;246.0;;26531.0;;19571.0;22294.0;15334.0;;;123519.0;116559.0;91870.0;84910.0;12635.0;5675.0;;;5243.0;622.0;7095.0;3429.0;3666.0;-3044.0
5458;Households including NPISHs;Not consolidated;2017;802207.0;;;;;;201753.0;151472.0;;151472.0;43868.0;1865.0;42003.0;6413.0;272.0;6141.0;347248.0;272089.0;75159.0;;;;;;;1693.0;;1693.0;54498.0;3578.0;-357.0;3935.0;12746.0;11590.0;1156.0;0.0;38169.0;3589.0;32554.0;2026.0;5.0;;;;128782.0;554.0;;554.0;;;;128228.0;56462.0;49610.0;22156.0;24628.0;;9784.0;;;14844.0;;23822.0;19783.0;;197.0;19586.0;797491.0;;;;;;101402.0;16278.0;12865.0;3413.0;1993.0;;1993.0;;;;7746.0;7468.0;-22931.0;30399.0;;;;;;;;;278.0;67710.0;60108.0;7602.0;176272.0;175718.0;60857.0;14302.0;78097.0;32554.0;-10092.0;554.0;;554.0;;22672.0;9843.0;;;;12829.0;;;337163.0;337163.0;6141.0;6141.0;;331022.0;;21582.0;1851.0;;19731.0;44173.0;43961.0;27901.0;16060.0;212.0;174.0;38.0;500.0;;100351.0;;72450.0;83773.0;55872.0;;;477773.0;449872.0;364529.0;336628.0;51188.0;23287.0;;;21488.0;4716.0;27138.0;19958.0;7180.0;-2464.0
5459;Households including NPISHs;Not consolidated;2018 1st quarter;197070.0;;;;;;52583.0;39691.0;;39691.0;11199.0;419.0;10780.0;1693.0;65.0;1628.0;84721.0;65076.0;19645.0;;;;;;;474.0;;474.0;12033.0;1008.0;97.0;911.0;2799.0;2621.0;178.0;0.0;8225.0;800.0;6955.0;470.0;1.0;;;;31857.0;128.0;;128.0;;;;31729.0;13252.0;13015.0;5462.0;6233.0;;2478.0;;;3755.0;;5299.0;3870.0;;43.0;3827.0;202966.0;;;;;;26399.0;3937.0;3088.0;849.0;548.0;;548.0;;;;2215.0;2136.0;-5362.0;7498.0;;;;;;;;;79.0;18280.0;16429.0;1851.0;43933.0;43805.0;15600.0;4045.0;19687.0;6955.0;-2482.0;128.0;;128.0;;5804.0;2519.0;;;;3285.0;;;85730.0;85730.0;1628.0;1628.0;;84102.0;;4198.0;341.0;;3857.0;11772.0;11729.0;7291.0;4438.0;43.0;36.0;7.0;150.0;;26184.0;;18893.0;22173.0;14882.0;;;116712.0;109421.0;86785.0;79494.0;6354.0;-937.0;;;-1265.0;-5896.0;1173.0;7144.0;-5971.0;75.0
5460;Households including NPISHs;Not consolidated;2018 2nd quarter;225906.0;;;;;;54105.0;41179.0;;41179.0;11233.0;420.0;10813.0;1693.0;75.0;1618.0;100721.0;79716.0;21005.0;;;;;;;473.0;;473.0;16486.0;1031.0;143.0;888.0;4517.0;4184.0;333.0;0.0;10937.0;883.0;9357.0;697.0;1.0;;;;35524.0;136.0;;136.0;;;;35388.0;16715.0;12644.0;6029.0;6265.0;;2461.0;;;3804.0;;7373.0;4959.0;;34.0;4925.0;212671.0;;;;;;27049.0;4654.0;3704.0;950.0;484.0;;484.0;;;;2251.0;2173.0;-5206.0;7379.0;;;;;;;;;78.0;14919.0;12984.0;1935.0;50053.0;49917.0;17459.0;3546.0;22159.0;9357.0;-2604.0;136.0;;136.0;;5714.0;2455.0;;;;3259.0;;;88766.0;88766.0;1618.0;1618.0;;87148.0;;5376.0;414.0;;4962.0;13201.0;13160.0;7397.0;5763.0;41.0;34.0;7.0;204.0;;27056.0;;19659.0;22391.0;14994.0;;;137347.0;129950.0;108450.0;101053.0;27057.0;19660.0;;;19243.0;13235.0;17675.0;5859.0;11816.0;1419.0
5461;Households including NPISHs;Not consolidated;2018 3rd quarter;203908.0;;;;;;53889.0;40681.0;;40681.0;11538.0;423.0;11115.0;1670.0;66.0;1604.0;84785.0;65364.0;19421.0;;;;;;;470.0;;470.0;14056.0;960.0;88.0;872.0;3226.0;2747.0;479.0;0.0;9869.0;771.0;8681.0;417.0;1.0;;;;32127.0;223.0;;223.0;;;;31904.0;13458.0;12888.0;5558.0;6197.0;;2343.0;;;3854.0;;6634.0;5750.0;;27.0;5723.0;208479.0;;;;;;26700.0;4150.0;3224.0;926.0;508.0;;508.0;;;;2349.0;2274.0;-5214.0;7488.0;;;;;;;;;75.0;16320.0;14378.0;1942.0;44971.0;44748.0;15562.0;3859.0;19182.0;8681.0;-2536.0;223.0;;223.0;;5568.0;2281.0;;;;3287.0;;;89701.0;89701.0;1604.0;1604.0;;88097.0;;6281.0;511.0;;5770.0;11885.0;11845.0;7436.0;4409.0;40.0;34.0;6.0;46.0;;27189.0;;19753.0;23001.0;15565.0;;;119493.0;112057.0;90958.0;83522.0;7891.0;455.0;;;-76.0;-4571.0;-1822.0;1831.0;-3653.0;-918.0
5462;Households including NPISHs;Not consolidated;2018 4th quarter;215117.0;;;;;;56506.0;43237.0;;43237.0;11614.0;461.0;11153.0;1655.0;66.0;1589.0;94542.0;73803.0;20739.0;;;;;;;403.0;;403.0;14136.0;999.0;113.0;886.0;3983.0;3750.0;233.0;0.0;9153.0;889.0;7799.0;465.0;1.0;;;;32090.0;122.0;;122.0;;;;31968.0;13344.0;13173.0;5451.0;6142.0;;2493.0;;;3649.0;;5468.0;5830.0;;108.0;5722.0;213065.0;;;;;;28092.0;4314.0;3407.0;907.0;544.0;;544.0;;;;2386.0;2326.0;-5112.0;7438.0;;;;;;;;;60.0;17907.0;15923.0;1984.0;46820.0;46698.0;16813.0;3926.0;20877.0;7799.0;-2717.0;122.0;;122.0;;5491.0;2504.0;;;;2987.0;;;88103.0;88103.0;1589.0;1589.0;;86514.0;;6220.0;474.0;;5746.0;12901.0;12853.0;7477.0;5376.0;48.0;37.0;11.0;287.0;;28414.0;;20937.0;23959.0;16482.0;;;130251.0;122774.0;98265.0;90788.0;15630.0;8153.0;;;7763.0;2052.0;8913.0;3492.0;5421.0;-3369.0
