ID;BuildingPhases;Region;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;AAgricultureForestryAndFishing_5;BFManufacturingAndEnergy_6;GITradeHotelsRestaurantsBars_7;HJTransportICT_8;KNFinancialAndBusinessServices_9;OPublicAdministrationAndServices_10;PEducation_11;QHealthAndSocialWorkActivities_12;RUCultureRecreationOtherServices_13
5431;Building projects started;Zeeland (PV);2022 3rd quarter;155;49;106;85.0;;;;;;;;;
5432;Building projects started;Zeeland (PV);2022 October;28;5;23;14.0;;;;;;;;;
5433;Building projects started;Zeeland (PV);2022 November;55;11;44;39.0;;;;;;;;;
5434;Building projects started;Zeeland (PV);2022 December;101;8;93;12.0;;;;;;;;;
5435;Building projects started;Zeeland (PV);2022 4th quarter;184;24;160;64.0;;;;;;;;;
5436;Building projects started;Zeeland (PV);2022;631;134;497;320.0;18.0;32.0;102.0;10.0;9.0;1.0;5.0;0.0;1.0
5437;Building projects started;Zeeland (PV);2023 January;71;4;67;33.0;;;;;;;;;
5438;Building projects started;Zeeland (PV);2023 February;36;8;27;25.0;;;;;;;;;
5439;Building projects started;Zeeland (PV);2023 March;40;5;35;24.0;;;;;;;;;
5440;Building projects started;Zeeland (PV);2023 1st quarter;147;18;129;82.0;;;;;;;;;
5441;Building projects started;Zeeland (PV);2023 April;35;4;31;13.0;;;;;;;;;
5442;Building projects started;Zeeland (PV);2023 May;50;18;32;18.0;;;;;;;;;
5443;Building projects started;Zeeland (PV);2023 June;31;4;27;13.0;;;;;;;;;
5444;Building projects started;Zeeland (PV);2023 2nd quarter;117;26;90;44.0;;;;;;;;;
5445;Building projects started;Zeeland (PV);2023 July;45;4;40;11.0;;;;;;;;;
5446;Building projects started;Zeeland (PV);2023 August;15;8;6;4.0;;;;;;;;;
5447;Building projects started;Zeeland (PV);2023 September;16;2;13;4.0;;;;;;;;;
5448;Building projects started;Zeeland (PV);2023 3rd quarter;75;15;60;19.0;;;;;;;;;
5449;Building projects started;Zeeland (PV);2023 October;28;13;15;5.0;;;;;;;;;
5450;Building projects started;Zeeland (PV);2023 November;20;2;18;15.0;;;;;;;;;
5451;Building projects started;Zeeland (PV);2023 December;33;6;28;19.0;;;;;;;;;
5452;Building projects started;Zeeland (PV);2023 4th quarter;82;22;60;39.0;;;;;;;;;
5453;Building projects started;Zeeland (PV);2023;420;81;339;183.0;12.0;27.0;14.0;28.0;9.0;5.0;19.0;37.0;4.0
5454;Building projects started;Zeeland (PV);2024 January;17;3;14;6.0;;;;;;;;;
5455;Building projects started;Zeeland (PV);2024 February;42;7;35;13.0;;;;;;;;;
5456;Building projects started;Zeeland (PV);2024 March;18;3;16;13.0;;;;;;;;;
5457;Building projects started;Zeeland (PV);2024 1st quarter;77;12;65;32.0;;;;;;;;;
5458;Building projects started;Zeeland (PV);2024 April;27;6;22;7.0;;;;;;;;;
5459;Building projects started;Zeeland (PV);2024 May;60;14;46;38.0;;;;;;;;;
5460;Building projects started;Zeeland (PV);2024 June;101;7;94;39.0;;;;;;;;;
5461;Building projects started;Zeeland (PV);2024 2nd quarter;188;26;162;84.0;;;;;;;;;
5462;Building projects started;Zeeland (PV);2024 July;26;11;16;9.0;;;;;;;;;
5463;Building projects started;Zeeland (PV);2024 August;58;10;48;16.0;;;;;;;;;
5464;Building projects started;Zeeland (PV);2024 September;141;6;135;22.0;;;;;;;;;
5465;Building projects started;Zeeland (PV);2024 3rd quarter;225;27;198;46.0;;;;;;;;;
5466;Building projects started;Zeeland (PV);2024 October;26;8;19;13.0;;;;;;;;;
5467;Building projects started;Zeeland (PV);2024 November;41;5;36;29.0;;;;;;;;;
5468;Building projects started;Zeeland (PV);2024 December;63;4;58;33.0;;;;;;;;;
5469;Building projects started;Zeeland (PV);2024 4th quarter;130;17;113;76.0;;;;;;;;;
5470;Building projects started;Zeeland (PV);2024;620;82;538;238.0;14.0;22.0;29.0;177.0;13.0;0.0;18.0;3.0;25.0
5471;Building projects started;Zeeland (PV);2025 January;36;9;28;15.0;;;;;;;;;
5472;Building projects started;Noord-Brabant (PV);2015 January;176;57;118;60.0;11.0;3.0;8.0;8.0;14.0;0.0;0.0;13.0;2.0
5473;Building projects started;Noord-Brabant (PV);2015 February;189;37;152;124.0;7.0;7.0;7.0;5.0;1.0;0.0;0.0;0.0;1.0
5474;Building projects started;Noord-Brabant (PV);2015 March;186;43;143;80.0;10.0;7.0;2.0;12.0;3.0;0.0;2.0;18.0;8.0
5475;Building projects started;Noord-Brabant (PV);2015 1st quarter;550;137;413;263.0;29.0;17.0;17.0;25.0;18.0;0.0;2.0;31.0;11.0
5476;Building projects started;Noord-Brabant (PV);2015 April;191;48;143;107.0;7.0;3.0;24.0;1.0;0.0;0.0;0.0;0.0;0.0
5477;Building projects started;Noord-Brabant (PV);2015 May;268;41;228;174.0;6.0;7.0;7.0;20.0;0.0;0.0;0.0;10.0;4.0
5478;Building projects started;Noord-Brabant (PV);2015 June;204;54;150;129.0;7.0;3.0;3.0;0.0;0.0;0.0;1.0;4.0;3.0
5479;Building projects started;Noord-Brabant (PV);2015 2nd quarter;663;143;521;410.0;20.0;13.0;34.0;21.0;1.0;0.0;1.0;14.0;7.0
5480;Building projects started;Noord-Brabant (PV);2015 July;124;44;80;56.0;3.0;1.0;1.0;1.0;0.0;0.0;8.0;6.0;5.0
5481;Building projects started;Noord-Brabant (PV);2015 August;169;26;142;118.0;6.0;1.0;3.0;0.0;14.0;0.0;0.0;0.0;1.0
5482;Building projects started;Noord-Brabant (PV);2015 September;133;29;104;44.0;10.0;8.0;5.0;25.0;3.0;0.0;7.0;0.0;3.0
5483;Building projects started;Noord-Brabant (PV);2015 3rd quarter;426;99;327;218.0;19.0;11.0;9.0;26.0;17.0;0.0;15.0;6.0;8.0
5484;Building projects started;Noord-Brabant (PV);2015 October;136;40;97;48.0;8.0;1.0;12.0;15.0;2.0;0.0;7.0;1.0;2.0
5485;Building projects started;Noord-Brabant (PV);2015 November;208;35;173;91.0;8.0;4.0;27.0;19.0;4.0;0.0;14.0;3.0;1.0
5486;Building projects started;Noord-Brabant (PV);2015 December;108;33;75;62.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0
5487;Building projects started;Noord-Brabant (PV);2015 4th quarter;452;108;344;201.0;20.0;8.0;42.0;36.0;7.0;0.0;22.0;5.0;4.0
5488;Building projects started;Noord-Brabant (PV);2015;2092;487;1605;1092.0;88.0;49.0;102.0;107.0;42.0;0.0;40.0;55.0;30.0
5489;Building projects started;Noord-Brabant (PV);2016 January;217;29;188;71.0;2.0;3.0;34.0;5.0;3.0;60.0;1.0;7.0;2.0
5490;Building projects started;Noord-Brabant (PV);2016 February;138;17;121;73.0;3.0;6.0;21.0;3.0;10.0;0.0;0.0;3.0;2.0
5491;Building projects started;Noord-Brabant (PV);2016 March;139;37;102;61.0;3.0;14.0;2.0;1.0;6.0;0.0;13.0;0.0;1.0
5492;Building projects started;Noord-Brabant (PV);2016 1st quarter;494;83;411;205.0;8.0;23.0;57.0;9.0;19.0;60.0;14.0;10.0;5.0
5493;Building projects started;Noord-Brabant (PV);2016 April;139;28;111;85.0;7.0;6.0;6.0;1.0;2.0;0.0;3.0;0.0;0.0
5494;Building projects started;Noord-Brabant (PV);2016 May;220;44;176;94.0;3.0;11.0;11.0;49.0;1.0;0.0;2.0;3.0;1.0
5495;Building projects started;Noord-Brabant (PV);2016 June;129;24;104;58.0;4.0;6.0;5.0;1.0;15.0;0.0;6.0;5.0;4.0
5496;Building projects started;Noord-Brabant (PV);2016 2nd quarter;487;96;390;238.0;14.0;22.0;22.0;52.0;18.0;0.0;11.0;8.0;5.0
5497;Building projects started;Noord-Brabant (PV);2016 July;328;47;281;142.0;10.0;7.0;3.0;1.0;3.0;0.0;5.0;109.0;1.0
5498;Building projects started;Noord-Brabant (PV);2016 August;178;44;134;57.0;4.0;21.0;10.0;13.0;2.0;0.0;22.0;6.0;0.0
5499;Building projects started;Noord-Brabant (PV);2016 September;210;45;165;102.0;5.0;11.0;3.0;26.0;5.0;0.0;5.0;2.0;7.0
5500;Building projects started;Noord-Brabant (PV);2016 3rd quarter;716;136;580;302.0;19.0;39.0;16.0;40.0;9.0;0.0;31.0;116.0;7.0
5501;Building projects started;Noord-Brabant (PV);2016 October;184;44;140;77.0;3.0;4.0;3.0;0.0;27.0;3.0;13.0;2.0;7.0
5502;Building projects started;Noord-Brabant (PV);2016 November;197;34;163;106.0;4.0;27.0;3.0;3.0;2.0;0.0;6.0;10.0;1.0
5503;Building projects started;Noord-Brabant (PV);2016 December;208;43;165;118.0;5.0;11.0;8.0;2.0;8.0;0.0;0.0;4.0;10.0
5504;Building projects started;Noord-Brabant (PV);2016 4th quarter;589;121;468;301.0;13.0;41.0;14.0;6.0;37.0;3.0;20.0;16.0;18.0
5505;Building projects started;Noord-Brabant (PV);2016;2285;436;1849;1046.0;54.0;125.0;109.0;107.0;83.0;63.0;76.0;150.0;35.0
5506;Building projects started;Noord-Brabant (PV);2017 January;206;40;166;84.0;5.0;22.0;4.0;38.0;5.0;0.0;1.0;0.0;8.0
5507;Building projects started;Noord-Brabant (PV);2017 February;279;34;245;120.0;3.0;18.0;16.0;31.0;52.0;0.0;3.0;2.0;1.0
5508;Building projects started;Noord-Brabant (PV);2017 March;203;46;157;115.0;6.0;8.0;8.0;0.0;1.0;0.0;13.0;5.0;0.0
5509;Building projects started;Noord-Brabant (PV);2017 1st quarter;688;120;568;319.0;14.0;48.0;28.0;69.0;58.0;0.0;16.0;7.0;8.0
5510;Building projects started;Noord-Brabant (PV);2017 April;204;47;158;88.0;5.0;23.0;5.0;10.0;10.0;13.0;1.0;1.0;0.0
5511;Building projects started;Noord-Brabant (PV);2017 May;336;37;299;177.0;3.0;33.0;10.0;50.0;8.0;0.0;7.0;1.0;11.0
5512;Building projects started;Noord-Brabant (PV);2017 June;221;46;175;142.0;8.0;14.0;6.0;1.0;1.0;0.0;0.0;2.0;1.0
5513;Building projects started;Noord-Brabant (PV);2017 2nd quarter;761;130;631;407.0;16.0;70.0;21.0;61.0;20.0;13.0;7.0;4.0;12.0
5514;Building projects started;Noord-Brabant (PV);2017 July;203;28;174;105.0;3.0;16.0;26.0;12.0;1.0;0.0;9.0;0.0;1.0
5515;Building projects started;Noord-Brabant (PV);2017 August;221;55;165;97.0;4.0;9.0;4.0;43.0;0.0;0.0;0.0;1.0;7.0
5516;Building projects started;Noord-Brabant (PV);2017 September;226;50;176;113.0;13.0;21.0;6.0;17.0;1.0;0.0;0.0;1.0;3.0
5517;Building projects started;Noord-Brabant (PV);2017 3rd quarter;649;134;515;316.0;20.0;46.0;37.0;72.0;2.0;0.0;9.0;2.0;11.0
5518;Building projects started;Noord-Brabant (PV);2017 October;185;46;139;75.0;3.0;4.0;6.0;2.0;38.0;0.0;10.0;0.0;0.0
5519;Building projects started;Noord-Brabant (PV);2017 November;310;76;234;175.0;7.0;19.0;11.0;18.0;3.0;0.0;0.0;0.0;2.0
5520;Building projects started;Noord-Brabant (PV);2017 December;240;49;191;122.0;5.0;12.0;9.0;28.0;1.0;2.0;1.0;12.0;0.0
5521;Building projects started;Noord-Brabant (PV);2017 4th quarter;735;171;564;371.0;15.0;35.0;26.0;47.0;42.0;2.0;11.0;12.0;3.0
5522;Building projects started;Noord-Brabant (PV);2017;2833;556;2277;1413.0;66.0;199.0;111.0;250.0;122.0;16.0;43.0;25.0;34.0
5523;Building projects started;Noord-Brabant (PV);2018 January;238;45;193;127.0;;;;;;;;;
5524;Building projects started;Noord-Brabant (PV);2018 February;222;55;167;111.0;;;;;;;;;
5525;Building projects started;Noord-Brabant (PV);2018 March;193;36;157;132.0;;;;;;;;;
5526;Building projects started;Noord-Brabant (PV);2018 1st quarter;653;136;517;371.0;;;;;;;;;
5527;Building projects started;Noord-Brabant (PV);2018 April;270;84;185;119.0;;;;;;;;;
5528;Building projects started;Noord-Brabant (PV);2018 May;205;48;157;125.0;;;;;;;;;
5529;Building projects started;Noord-Brabant (PV);2018 June;189;30;158;100.0;;;;;;;;;
5530;Building projects started;Noord-Brabant (PV);2018 2nd quarter;663;162;501;344.0;;;;;;;;;
5531;Building projects started;Noord-Brabant (PV);2018 July;208;42;166;104.0;;;;;;;;;
5532;Building projects started;Noord-Brabant (PV);2018 August;242;38;204;112.0;;;;;;;;;
5533;Building projects started;Noord-Brabant (PV);2018 September;194;39;155;125.0;;;;;;;;;
5534;Building projects started;Noord-Brabant (PV);2018 3rd quarter;644;119;524;341.0;;;;;;;;;
5535;Building projects started;Noord-Brabant (PV);2018 October;269;50;219;143.0;;;;;;;;;
5536;Building projects started;Noord-Brabant (PV);2018 November;340;58;282;175.0;;;;;;;;;
5537;Building projects started;Noord-Brabant (PV);2018 December;237;34;202;144.0;;;;;;;;;
5538;Building projects started;Noord-Brabant (PV);2018 4th quarter;845;142;704;462.0;;;;;;;;;
5539;Building projects started;Noord-Brabant (PV);2018;2805;559;2246;1517.0;49.0;177.0;108.0;193.0;62.0;12.0;36.0;47.0;44.0
5540;Building projects started;Noord-Brabant (PV);2019 January;286;42;244;153.0;;;;;;;;;
5541;Building projects started;Noord-Brabant (PV);2019 February;207;41;166;81.0;;;;;;;;;
5542;Building projects started;Noord-Brabant (PV);2019 March;215;30;185;110.0;;;;;;;;;
5543;Building projects started;Noord-Brabant (PV);2019 1st quarter;708;114;595;344.0;;;;;;;;;
5544;Building projects started;Noord-Brabant (PV);2019 April;272;35;238;104.0;;;;;;;;;
5545;Building projects started;Noord-Brabant (PV);2019 May;302;41;261;163.0;;;;;;;;;
5546;Building projects started;Noord-Brabant (PV);2019 June;259;43;216;124.0;;;;;;;;;
5547;Building projects started;Noord-Brabant (PV);2019 2nd quarter;833;119;715;392.0;;;;;;;;;
5548;Building projects started;Noord-Brabant (PV);2019 July;215;47;168;109.0;;;;;;;;;
5549;Building projects started;Noord-Brabant (PV);2019 August;201;59;142;91.0;;;;;;;;;
5550;Building projects started;Noord-Brabant (PV);2019 September;250;44;206;115.0;;;;;;;;;
5551;Building projects started;Noord-Brabant (PV);2019 3rd quarter;665;149;516;316.0;;;;;;;;;
5552;Building projects started;Noord-Brabant (PV);2019 October;245;60;186;103.0;;;;;;;;;
5553;Building projects started;Noord-Brabant (PV);2019 November;236;30;206;120.0;;;;;;;;;
5554;Building projects started;Noord-Brabant (PV);2019 December;230;34;196;124.0;;;;;;;;;
5555;Building projects started;Noord-Brabant (PV);2019 4th quarter;711;123;587;347.0;;;;;;;;;
5556;Building projects started;Noord-Brabant (PV);2019;2917;505;2412;1399.0;46.0;247.0;186.0;357.0;69.0;4.0;36.0;50.0;19.0
5557;Building projects started;Noord-Brabant (PV);2020 January;235;31;205;100.0;;;;;;;;;
5558;Building projects started;Noord-Brabant (PV);2020 February;288;28;260;116.0;;;;;;;;;
5559;Building projects started;Noord-Brabant (PV);2020 March;175;57;118;99.0;;;;;;;;;
5560;Building projects started;Noord-Brabant (PV);2020 1st quarter;699;116;583;314.0;;;;;;;;;
5561;Building projects started;Noord-Brabant (PV);2020 April;246;32;214;120.0;;;;;;;;;
5562;Building projects started;Noord-Brabant (PV);2020 May;282;56;225;178.0;;;;;;;;;
5563;Building projects started;Noord-Brabant (PV);2020 June;327;37;289;205.0;;;;;;;;;
5564;Building projects started;Noord-Brabant (PV);2020 2nd quarter;855;126;729;503.0;;;;;;;;;
5565;Building projects started;Noord-Brabant (PV);2020 July;335;65;270;134.0;;;;;;;;;
5566;Building projects started;Noord-Brabant (PV);2020 August;262;40;222;161.0;;;;;;;;;
5567;Building projects started;Noord-Brabant (PV);2020 September;240;32;208;137.0;;;;;;;;;
5568;Building projects started;Noord-Brabant (PV);2020 3rd quarter;837;137;700;432.0;;;;;;;;;
5569;Building projects started;Noord-Brabant (PV);2020 October;212;50;162;138.0;;;;;;;;;
5570;Building projects started;Noord-Brabant (PV);2020 November;189;43;147;93.0;;;;;;;;;
5571;Building projects started;Noord-Brabant (PV);2020 December;272;39;233;164.0;;;;;;;;;
5572;Building projects started;Noord-Brabant (PV);2020 4th quarter;673;132;542;395.0;;;;;;;;;
5573;Building projects started;Noord-Brabant (PV);2020;3064;510;2554;1644.0;84.0;225.0;122.0;244.0;79.0;20.0;61.0;41.0;33.0
5574;Building projects started;Noord-Brabant (PV);2021 January;280;60;220;166.0;;;;;;;;;
5575;Building projects started;Noord-Brabant (PV);2021 February;232;85;147;103.0;;;;;;;;;
5576;Building projects started;Noord-Brabant (PV);2021 March;221;47;174;129.0;;;;;;;;;
5577;Building projects started;Noord-Brabant (PV);2021 1st quarter;733;192;542;398.0;;;;;;;;;
5578;Building projects started;Noord-Brabant (PV);2021 April;254;49;205;180.0;;;;;;;;;
5579;Building projects started;Noord-Brabant (PV);2021 May;427;47;380;294.0;;;;;;;;;
5580;Building projects started;Noord-Brabant (PV);2021 June;330;57;274;173.0;;;;;;;;;
5581;Building projects started;Noord-Brabant (PV);2021 2nd quarter;1011;152;859;647.0;;;;;;;;;
5582;Building projects started;Noord-Brabant (PV);2021 July;376;39;337;268.0;;;;;;;;;
5583;Building projects started;Noord-Brabant (PV);2021 August;369;63;306;248.0;;;;;;;;;
5584;Building projects started;Noord-Brabant (PV);2021 September;241;47;194;99.0;;;;;;;;;
5585;Building projects started;Noord-Brabant (PV);2021 3rd quarter;986;149;837;616.0;;;;;;;;;
5586;Building projects started;Noord-Brabant (PV);2021 October;267;52;215;96.0;;;;;;;;;
5587;Building projects started;Noord-Brabant (PV);2021 November;244;40;203;115.0;;;;;;;;;
5588;Building projects started;Noord-Brabant (PV);2021 December;246;47;200;119.0;;;;;;;;;
5589;Building projects started;Noord-Brabant (PV);2021 4th quarter;757;139;618;330.0;;;;;;;;;
5590;Building projects started;Noord-Brabant (PV);2021;3487;631;2857;1991.0;62.0;228.0;90.0;153.0;77.0;20.0;97.0;97.0;42.0
5591;Building projects started;Noord-Brabant (PV);2022 January;241;59;182;104.0;;;;;;;;;
5592;Building projects started;Noord-Brabant (PV);2022 February;285;70;215;118.0;;;;;;;;;
5593;Building projects started;Noord-Brabant (PV);2022 March;382;74;308;124.0;;;;;;;;;
5594;Building projects started;Noord-Brabant (PV);2022 1st quarter;908;203;705;347.0;;;;;;;;;
5595;Building projects started;Noord-Brabant (PV);2022 April;251;60;191;124.0;;;;;;;;;
5596;Building projects started;Noord-Brabant (PV);2022 May;324;72;253;197.0;;;;;;;;;
5597;Building projects started;Noord-Brabant (PV);2022 June;272;72;200;113.0;;;;;;;;;
5598;Building projects started;Noord-Brabant (PV);2022 2nd quarter;848;204;644;434.0;;;;;;;;;
5599;Building projects started;Noord-Brabant (PV);2022 July;238;70;168;111.0;;;;;;;;;
5600;Building projects started;Noord-Brabant (PV);2022 August;342;73;269;165.0;;;;;;;;;
5601;Building projects started;Noord-Brabant (PV);2022 September;270;131;139;90.0;;;;;;;;;
5602;Building projects started;Noord-Brabant (PV);2022 3rd quarter;851;275;576;366.0;;;;;;;;;
5603;Building projects started;Noord-Brabant (PV);2022 October;213;66;147;67.0;;;;;;;;;
5604;Building projects started;Noord-Brabant (PV);2022 November;354;85;269;191.0;;;;;;;;;
5605;Building projects started;Noord-Brabant (PV);2022 December;350;54;296;195.0;;;;;;;;;
5606;Building projects started;Noord-Brabant (PV);2022 4th quarter;916;205;711;454.0;;;;;;;;;
5607;Building projects started;Noord-Brabant (PV);2022;3523;887;2636;1600.0;64.0;426.0;113.0;162.0;78.0;4.0;56.0;104.0;28.0
5608;Building projects started;Noord-Brabant (PV);2023 January;297;51;246;137.0;;;;;;;;;
5609;Building projects started;Noord-Brabant (PV);2023 February;203;47;156;96.0;;;;;;;;;
5610;Building projects started;Noord-Brabant (PV);2023 March;230;53;177;126.0;;;;;;;;;
5611;Building projects started;Noord-Brabant (PV);2023 1st quarter;730;151;579;359.0;;;;;;;;;
5612;Building projects started;Noord-Brabant (PV);2023 April;245;39;207;125.0;;;;;;;;;
5613;Building projects started;Noord-Brabant (PV);2023 May;237;47;191;105.0;;;;;;;;;
5614;Building projects started;Noord-Brabant (PV);2023 June;235;77;158;100.0;;;;;;;;;
5615;Building projects started;Noord-Brabant (PV);2023 2nd quarter;718;162;556;331.0;;;;;;;;;
5616;Building projects started;Noord-Brabant (PV);2023 July;295;74;222;148.0;;;;;;;;;
5617;Building projects started;Noord-Brabant (PV);2023 August;266;54;212;180.0;;;;;;;;;
5618;Building projects started;Noord-Brabant (PV);2023 September;227;77;151;79.0;;;;;;;;;
5619;Building projects started;Noord-Brabant (PV);2023 3rd quarter;788;204;584;407.0;;;;;;;;;
5620;Building projects started;Noord-Brabant (PV);2023 October;252;46;206;126.0;;;;;;;;;
5621;Building projects started;Noord-Brabant (PV);2023 November;277;62;215;163.0;;;;;;;;;
5622;Building projects started;Noord-Brabant (PV);2023 December;166;38;128;102.0;;;;;;;;;
5623;Building projects started;Noord-Brabant (PV);2023 4th quarter;696;146;549;391.0;;;;;;;;;
5624;Building projects started;Noord-Brabant (PV);2023;2932;663;2269;1488.0;46.0;196.0;43.0;277.0;95.0;3.0;53.0;40.0;27.0
5625;Building projects started;Noord-Brabant (PV);2024 January;244;70;174;117.0;;;;;;;;;
5626;Building projects started;Noord-Brabant (PV);2024 February;281;71;209;140.0;;;;;;;;;
5627;Building projects started;Noord-Brabant (PV);2024 March;268;84;184;113.0;;;;;;;;;
5628;Building projects started;Noord-Brabant (PV);2024 1st quarter;792;225;567;371.0;;;;;;;;;
5629;Building projects started;Noord-Brabant (PV);2024 April;182;46;135;98.0;;;;;;;;;
5630;Building projects started;Noord-Brabant (PV);2024 May;280;44;237;195.0;;;;;;;;;
5631;Building projects started;Noord-Brabant (PV);2024 June;342;51;291;204.0;;;;;;;;;
5632;Building projects started;Noord-Brabant (PV);2024 2nd quarter;804;141;663;497.0;;;;;;;;;
5633;Building projects started;Noord-Brabant (PV);2024 July;520;111;409;149.0;;;;;;;;;
5634;Building projects started;Noord-Brabant (PV);2024 August;371;72;298;175.0;;;;;;;;;
5635;Building projects started;Noord-Brabant (PV);2024 September;289;133;156;119.0;;;;;;;;;
5636;Building projects started;Noord-Brabant (PV);2024 3rd quarter;1180;316;864;443.0;;;;;;;;;
5637;Building projects started;Noord-Brabant (PV);2024 October;170;46;124;74.0;;;;;;;;;
5638;Building projects started;Noord-Brabant (PV);2024 November;309;66;243;174.0;;;;;;;;;
5639;Building projects started;Noord-Brabant (PV);2024 December;392;61;331;144.0;;;;;;;;;
5640;Building projects started;Noord-Brabant (PV);2024 4th quarter;870;173;697;391.0;;;;;;;;;
5641;Building projects started;Noord-Brabant (PV);2024;3646;855;2791;1701.0;60.0;211.0;112.0;395.0;142.0;4.0;64.0;86.0;16.0
5642;Building projects started;Noord-Brabant (PV);2025 January;302;48;254;185.0;;;;;;;;;
5643;Building projects started;Limburg (PV);2015 January;56;14;42;11.0;9.0;17.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
5644;Building projects started;Limburg (PV);2015 February;49;10;39;23.0;6.0;1.0;2.0;0.0;3.0;0.0;0.0;2.0;2.0
