ID;StandaardGoederennomenclatuurSGN;Perioden;InNLGeproduceerdEnAfgezet_1;Uitvoer_2;InBuitenlGeproduceerdInNLAfgezet_3
8824;2063100  Margarine (w.o. halvarine);Oktober   1993;112.0;93.0;
8825;2063100  Margarine (w.o. halvarine);November  1993;112.0;94.0;
8826;2063100  Margarine (w.o. halvarine);December  1993;112.0;94.0;
8827;2063100  Margarine (w.o. halvarine);1994;121.0;105.0;
8828;2063100  Margarine (w.o. halvarine);Januari   1994;119.0;103.0;
8829;2063100  Margarine (w.o. halvarine);Februari  1994;120.0;101.0;
8830;2063100  Margarine (w.o. halvarine);Maart     1994;121.0;105.0;
8831;2063100  Margarine (w.o. halvarine);April     1994;121.0;106.0;
8832;2063100  Margarine (w.o. halvarine);Mei       1994;121.0;105.0;
8833;2063100  Margarine (w.o. halvarine);Juni      1994;121.0;106.0;
8834;2063100  Margarine (w.o. halvarine);Juli      1994;121.0;105.0;
8835;2063100  Margarine (w.o. halvarine);Augustus  1994;121.0;105.0;
8836;2063100  Margarine (w.o. halvarine);September 1994;121.0;104.0;
8837;2063100  Margarine (w.o. halvarine);Oktober   1994;121.0;105.0;
8838;2063100  Margarine (w.o. halvarine);November  1994;122.0;106.0;
8839;2063100  Margarine (w.o. halvarine);December  1994;122.0;110.0;
8840;2063100  Margarine (w.o. halvarine);1995;126.0;111.0;
8841;2063100  Margarine (w.o. halvarine);Januari   1995;125.0;111.0;
8842;2063100  Margarine (w.o. halvarine);Februari  1995;126.0;110.0;
8843;2063100  Margarine (w.o. halvarine);Maart     1995;126.0;114.0;
8844;2063100  Margarine (w.o. halvarine);April     1995;126.0;113.0;
8845;2063100  Margarine (w.o. halvarine);Mei       1995;126.0;114.0;
8846;2063100  Margarine (w.o. halvarine);Juni      1995;127.0;110.0;
8847;2063100  Margarine (w.o. halvarine);Juli      1995;126.0;109.0;
8848;2063100  Margarine (w.o. halvarine);Augustus  1995;126.0;110.0;
8849;2063100  Margarine (w.o. halvarine);September 1995;126.0;110.0;
8850;2063100  Margarine (w.o. halvarine);Oktober   1995;126.0;110.0;
8851;2063100  Margarine (w.o. halvarine);November  1995;126.0;109.0;
8852;2063100  Margarine (w.o. halvarine);December  1995;126.0;108.0;
8853;2063100  Margarine (w.o. halvarine);1996;125.0;109.0;
8854;2063100  Margarine (w.o. halvarine);Januari   1996;126.0;109.0;
8855;2063100  Margarine (w.o. halvarine);Februari  1996;126.0;105.0;
8856;2063100  Margarine (w.o. halvarine);Maart     1996;126.0;113.0;
8857;2063100  Margarine (w.o. halvarine);April     1996;125.0;110.0;
8858;2063100  Margarine (w.o. halvarine);Mei       1996;125.0;108.0;
8859;2063100  Margarine (w.o. halvarine);Juni      1996;125.0;108.0;
8860;2063100  Margarine (w.o. halvarine);Juli      1996;125.0;107.0;
8861;2063100  Margarine (w.o. halvarine);Augustus  1996;125.0;108.0;
8862;2063100  Margarine (w.o. halvarine);September 1996;125.0;110.0;
8863;2063100  Margarine (w.o. halvarine);Oktober   1996;125.0;109.0;
8864;2063100  Margarine (w.o. halvarine);November  1996;125.0;108.0;
8865;2063100  Margarine (w.o. halvarine);December  1996;125.0;109.0;
8866;2063100  Margarine (w.o. halvarine);1997;125.0;114.0;
8867;2063100  Margarine (w.o. halvarine);Januari   1997;125.0;110.0;
8868;2063100  Margarine (w.o. halvarine);Februari  1997;125.0;110.0;
8869;2063100  Margarine (w.o. halvarine);Maart     1997;125.0;110.0;
8870;2063100  Margarine (w.o. halvarine);April     1997;125.0;111.0;
8871;2063100  Margarine (w.o. halvarine);Mei       1997;125.0;112.0;
8872;2063100  Margarine (w.o. halvarine);Juni      1997;125.0;115.0;
8873;2063100  Margarine (w.o. halvarine);Juli      1997;125.0;115.0;
8874;2063100  Margarine (w.o. halvarine);Augustus  1997;125.0;116.0;
8875;2063100  Margarine (w.o. halvarine);September 1997;125.0;114.0;
8876;2063100  Margarine (w.o. halvarine);Oktober   1997;125.0;119.0;
8877;2063100  Margarine (w.o. halvarine);November  1997;125.0;118.0;
8878;2063100  Margarine (w.o. halvarine);December  1997;125.0;119.0;
8879;2063100  Margarine (w.o. halvarine);1998;126.0;120.0;
8880;2063100  Margarine (w.o. halvarine);Januari   1998;126.0;121.0;
8881;2063100  Margarine (w.o. halvarine);Februari  1998;126.0;121.0;
8882;2063100  Margarine (w.o. halvarine);Maart  1998;126.0;120.0;
8883;2063100  Margarine (w.o. halvarine);April  1998;127.0;120.0;
8884;2063100  Margarine (w.o. halvarine);Mei 1998;127.0;120.0;
8885;2063100  Margarine (w.o. halvarine);Juni 1998;127.0;120.0;
8886;2063100  Margarine (w.o. halvarine);Juli 1998;127.0;117.0;
8887;2063100  Margarine (w.o. halvarine);Augustus 1998;126.0;119.0;
8888;2063100  Margarine (w.o. halvarine);September 1998;126.0;124.0;
8889;2063100  Margarine (w.o. halvarine);Oktober 1998;126.0;125.0;
8890;2063100  Margarine (w.o. halvarine);November 1998;126.0;119.0;
8891;2063100  Margarine (w.o. halvarine);December 1998;126.0;117.0;
8892;2063900  Ov. spijsvetten en -oliën;1990;100.0;;
8893;2063900  Ov. spijsvetten en -oliën;Januari   1990;98.0;;
8894;2063900  Ov. spijsvetten en -oliën;Februari  1990;99.0;;
8895;2063900  Ov. spijsvetten en -oliën;Maart     1990;98.0;;
8896;2063900  Ov. spijsvetten en -oliën;April     1990;100.0;;
8897;2063900  Ov. spijsvetten en -oliën;Mei       1990;100.0;;
8898;2063900  Ov. spijsvetten en -oliën;Juni      1990;100.0;;
8899;2063900  Ov. spijsvetten en -oliën;Juli      1990;100.0;;
8900;2063900  Ov. spijsvetten en -oliën;Augustus  1990;100.0;;
8901;2063900  Ov. spijsvetten en -oliën;September 1990;100.0;;
8902;2063900  Ov. spijsvetten en -oliën;Oktober   1990;100.0;;
8903;2063900  Ov. spijsvetten en -oliën;November  1990;102.0;;
8904;2063900  Ov. spijsvetten en -oliën;December  1990;102.0;;
8905;2063900  Ov. spijsvetten en -oliën;1991;103.0;;
8906;2063900  Ov. spijsvetten en -oliën;Januari   1991;101.0;;
8907;2063900  Ov. spijsvetten en -oliën;Februari  1991;101.0;;
8908;2063900  Ov. spijsvetten en -oliën;Maart     1991;101.0;;
8909;2063900  Ov. spijsvetten en -oliën;April     1991;101.0;;
8910;2063900  Ov. spijsvetten en -oliën;Mei       1991;102.0;;
8911;2063900  Ov. spijsvetten en -oliën;Juni      1991;104.0;;
8912;2063900  Ov. spijsvetten en -oliën;Juli      1991;104.0;;
8913;2063900  Ov. spijsvetten en -oliën;Augustus  1991;104.0;;
8914;2063900  Ov. spijsvetten en -oliën;September 1991;104.0;;
8915;2063900  Ov. spijsvetten en -oliën;Oktober   1991;104.0;;
8916;2063900  Ov. spijsvetten en -oliën;November  1991;104.0;;
8917;2063900  Ov. spijsvetten en -oliën;December  1991;104.0;;
8918;2063900  Ov. spijsvetten en -oliën;1992;104.0;;
8919;2063900  Ov. spijsvetten en -oliën;Januari   1992;103.0;;
8920;2063900  Ov. spijsvetten en -oliën;Februari  1992;104.0;;
8921;2063900  Ov. spijsvetten en -oliën;Maart     1992;104.0;;
8922;2063900  Ov. spijsvetten en -oliën;April     1992;104.0;;
8923;2063900  Ov. spijsvetten en -oliën;Mei       1992;104.0;;
8924;2063900  Ov. spijsvetten en -oliën;Juni      1992;105.0;;
8925;2063900  Ov. spijsvetten en -oliën;Juli      1992;104.0;;
8926;2063900  Ov. spijsvetten en -oliën;Augustus  1992;104.0;;
8927;2063900  Ov. spijsvetten en -oliën;September 1992;103.0;;
8928;2063900  Ov. spijsvetten en -oliën;Oktober   1992;104.0;;
8929;2063900  Ov. spijsvetten en -oliën;November  1992;104.0;;
8930;2063900  Ov. spijsvetten en -oliën;December  1992;104.0;;
8931;2063900  Ov. spijsvetten en -oliën;1993;105.0;;
8932;2063900  Ov. spijsvetten en -oliën;Januari   1993;104.0;;
8933;2063900  Ov. spijsvetten en -oliën;Februari  1993;104.0;;
8934;2063900  Ov. spijsvetten en -oliën;Maart     1993;104.0;;
8935;2063900  Ov. spijsvetten en -oliën;April     1993;104.0;;
8936;2063900  Ov. spijsvetten en -oliën;Mei       1993;104.0;;
8937;2063900  Ov. spijsvetten en -oliën;Juni      1993;104.0;;
8938;2063900  Ov. spijsvetten en -oliën;Juli      1993;104.0;;
8939;2063900  Ov. spijsvetten en -oliën;Augustus  1993;105.0;;
8940;2063900  Ov. spijsvetten en -oliën;September 1993;106.0;;
8941;2063900  Ov. spijsvetten en -oliën;Oktober   1993;106.0;;
8942;2063900  Ov. spijsvetten en -oliën;November  1993;106.0;;
8943;2063900  Ov. spijsvetten en -oliën;December  1993;108.0;;
8944;2063900  Ov. spijsvetten en -oliën;1994;114.0;;
8945;2063900  Ov. spijsvetten en -oliën;Januari   1994;112.0;;
8946;2063900  Ov. spijsvetten en -oliën;Februari  1994;112.0;;
8947;2063900  Ov. spijsvetten en -oliën;Maart     1994;113.0;;
8948;2063900  Ov. spijsvetten en -oliën;April     1994;114.0;;
8949;2063900  Ov. spijsvetten en -oliën;Mei       1994;114.0;;
8950;2063900  Ov. spijsvetten en -oliën;Juni      1994;114.0;;
8951;2063900  Ov. spijsvetten en -oliën;Juli      1994;114.0;;
8952;2063900  Ov. spijsvetten en -oliën;Augustus  1994;114.0;;
8953;2063900  Ov. spijsvetten en -oliën;September 1994;115.0;;
8954;2063900  Ov. spijsvetten en -oliën;Oktober   1994;114.0;;
8955;2063900  Ov. spijsvetten en -oliën;November  1994;116.0;;
8956;2063900  Ov. spijsvetten en -oliën;December  1994;116.0;;
8957;2063900  Ov. spijsvetten en -oliën;1995;118.0;;
8958;2063900  Ov. spijsvetten en -oliën;Januari   1995;118.0;;
8959;2063900  Ov. spijsvetten en -oliën;Februari  1995;118.0;;
8960;2063900  Ov. spijsvetten en -oliën;Maart     1995;119.0;;
8961;2063900  Ov. spijsvetten en -oliën;April     1995;118.0;;
8962;2063900  Ov. spijsvetten en -oliën;Mei       1995;118.0;;
8963;2063900  Ov. spijsvetten en -oliën;Juni      1995;118.0;;
8964;2063900  Ov. spijsvetten en -oliën;Juli      1995;118.0;;
8965;2063900  Ov. spijsvetten en -oliën;Augustus  1995;118.0;;
8966;2063900  Ov. spijsvetten en -oliën;September 1995;118.0;;
8967;2063900  Ov. spijsvetten en -oliën;Oktober   1995;119.0;;
8968;2063900  Ov. spijsvetten en -oliën;November  1995;118.0;;
8969;2063900  Ov. spijsvetten en -oliën;December  1995;118.0;;
8970;2063900  Ov. spijsvetten en -oliën;1996;118.0;;
8971;2063900  Ov. spijsvetten en -oliën;Januari   1996;118.0;;
8972;2063900  Ov. spijsvetten en -oliën;Februari  1996;118.0;;
8973;2063900  Ov. spijsvetten en -oliën;Maart     1996;117.0;;
8974;2063900  Ov. spijsvetten en -oliën;April     1996;118.0;;
8975;2063900  Ov. spijsvetten en -oliën;Mei       1996;118.0;;
8976;2063900  Ov. spijsvetten en -oliën;Juni      1996;118.0;;
8977;2063900  Ov. spijsvetten en -oliën;Juli      1996;118.0;;
8978;2063900  Ov. spijsvetten en -oliën;Augustus  1996;118.0;;
8979;2063900  Ov. spijsvetten en -oliën;September 1996;118.0;;
8980;2063900  Ov. spijsvetten en -oliën;Oktober   1996;118.0;;
8981;2063900  Ov. spijsvetten en -oliën;November  1996;118.0;;
8982;2063900  Ov. spijsvetten en -oliën;December  1996;118.0;;
8983;2063900  Ov. spijsvetten en -oliën;1997;118.0;;
8984;2063900  Ov. spijsvetten en -oliën;Januari   1997;117.0;;
8985;2063900  Ov. spijsvetten en -oliën;Februari  1997;117.0;;
8986;2063900  Ov. spijsvetten en -oliën;Maart     1997;117.0;;
8987;2063900  Ov. spijsvetten en -oliën;April     1997;118.0;;
8988;2063900  Ov. spijsvetten en -oliën;Mei       1997;117.0;;
8989;2063900  Ov. spijsvetten en -oliën;Juni      1997;118.0;;
8990;2063900  Ov. spijsvetten en -oliën;Juli      1997;118.0;;
8991;2063900  Ov. spijsvetten en -oliën;Augustus  1997;118.0;;
8992;2063900  Ov. spijsvetten en -oliën;September 1997;118.0;;
8993;2063900  Ov. spijsvetten en -oliën;Oktober   1997;118.0;;
8994;2063900  Ov. spijsvetten en -oliën;November  1997;119.0;;
8995;2063900  Ov. spijsvetten en -oliën;December  1997;119.0;;
8996;2063900  Ov. spijsvetten en -oliën;1998;122.0;;
8997;2063900  Ov. spijsvetten en -oliën;Januari   1998;119.0;;
8998;2063900  Ov. spijsvetten en -oliën;Februari  1998;119.0;;
8999;2063900  Ov. spijsvetten en -oliën;Maart  1998;119.0;;
9000;2063900  Ov. spijsvetten en -oliën;April  1998;122.0;;
9001;2063900  Ov. spijsvetten en -oliën;Mei 1998;122.0;;
9002;2063900  Ov. spijsvetten en -oliën;Juni 1998;125.0;;
9003;2063900  Ov. spijsvetten en -oliën;Juli 1998;125.0;;
9004;2063900  Ov. spijsvetten en -oliën;Augustus 1998;124.0;;
9005;2063900  Ov. spijsvetten en -oliën;September 1998;124.0;;
9006;2063900  Ov. spijsvetten en -oliën;Oktober 1998;124.0;;
9007;2063900  Ov. spijsvetten en -oliën;November 1998;124.0;;
9008;2063900  Ov. spijsvetten en -oliën;December 1998;123.0;;
9009;2069000  Bijprod. van vetten en oliën;1990;100.0;100.0;100.0
9010;2069000  Bijprod. van vetten en oliën;Januari   1990;109.0;101.0;113.0
9011;2069000  Bijprod. van vetten en oliën;Februari  1990;108.0;102.0;110.0
9012;2069000  Bijprod. van vetten en oliën;Maart     1990;109.0;102.0;108.0
9013;2069000  Bijprod. van vetten en oliën;April     1990;113.0;106.0;107.0
9014;2069000  Bijprod. van vetten en oliën;Mei       1990;104.0;101.0;103.0
9015;2069000  Bijprod. van vetten en oliën;Juni      1990;100.0;101.0;100.0
9016;2069000  Bijprod. van vetten en oliën;Juli      1990;90.0;99.0;95.0
9017;2069000  Bijprod. van vetten en oliën;Augustus  1990;93.0;101.0;92.0
9018;2069000  Bijprod. van vetten en oliën;September 1990;93.0;99.0;93.0
9019;2069000  Bijprod. van vetten en oliën;Oktober   1990;93.0;100.0;92.0
9020;2069000  Bijprod. van vetten en oliën;November  1990;93.0;93.0;93.0
9021;2069000  Bijprod. van vetten en oliën;December  1990;95.0;95.0;94.0
9022;2069000  Bijprod. van vetten en oliën;1991;104.0;102.0;103.0
9023;2069000  Bijprod. van vetten en oliën;Januari   1991;96.0;96.0;99.0
9024;2069000  Bijprod. van vetten en oliën;Februari  1991;98.0;99.0;101.0
9025;2069000  Bijprod. van vetten en oliën;Maart     1991;99.0;99.0;104.0
9026;2069000  Bijprod. van vetten en oliën;April     1991;102.0;102.0;105.0
9027;2069000  Bijprod. van vetten en oliën;Mei       1991;105.0;109.0;106.0
9028;2069000  Bijprod. van vetten en oliën;Juni      1991;112.0;109.0;108.0
9029;2069000  Bijprod. van vetten en oliën;Juli      1991;110.0;116.0;103.0
9030;2069000  Bijprod. van vetten en oliën;Augustus  1991;111.0;110.0;103.0
9031;2069000  Bijprod. van vetten en oliën;September 1991;110.0;98.0;103.0
9032;2069000  Bijprod. van vetten en oliën;Oktober   1991;103.0;100.0;104.0
9033;2069000  Bijprod. van vetten en oliën;November  1991;104.0;96.0;104.0
9034;2069000  Bijprod. van vetten en oliën;December  1991;99.0;93.0;102.0
9035;2069000  Bijprod. van vetten en oliën;1992;101.0;96.0;101.0
9036;2069000  Bijprod. van vetten en oliën;Januari   1992;104.0;97.0;105.0
9037;2069000  Bijprod. van vetten en oliën;Februari  1992;103.0;98.0;104.0
9038;2069000  Bijprod. van vetten en oliën;Maart     1992;104.0;98.0;104.0
9039;2069000  Bijprod. van vetten en oliën;April     1992;105.0;99.0;102.0
9040;2069000  Bijprod. van vetten en oliën;Mei       1992;102.0;97.0;101.0
9041;2069000  Bijprod. van vetten en oliën;Juni      1992;100.0;92.0;99.0
9042;2069000  Bijprod. van vetten en oliën;Juli      1992;99.0;88.0;97.0
9043;2069000  Bijprod. van vetten en oliën;Augustus  1992;96.0;92.0;98.0
9044;2069000  Bijprod. van vetten en oliën;September 1992;96.0;88.0;98.0
9045;2069000  Bijprod. van vetten en oliën;Oktober   1992;99.0;96.0;100.0
9046;2069000  Bijprod. van vetten en oliën;November  1992;100.0;100.0;104.0
9047;2069000  Bijprod. van vetten en oliën;December  1992;103.0;103.0;106.0
9048;2069000  Bijprod. van vetten en oliën;1993;109.0;109.0;108.0
9049;2069000  Bijprod. van vetten en oliën;Januari   1993;105.0;105.0;108.0
9050;2069000  Bijprod. van vetten en oliën;Februari  1993;104.0;107.0;107.0
9051;2069000  Bijprod. van vetten en oliën;Maart     1993;105.0;106.0;105.0
9052;2069000  Bijprod. van vetten en oliën;April     1993;106.0;106.0;104.0
9053;2069000  Bijprod. van vetten en oliën;Mei       1993;104.0;103.0;103.0
9054;2069000  Bijprod. van vetten en oliën;Juni      1993;106.0;105.0;105.0
9055;2069000  Bijprod. van vetten en oliën;Juli      1993;113.0;115.0;111.0
9056;2069000  Bijprod. van vetten en oliën;Augustus  1993;114.0;114.0;110.0
9057;2069000  Bijprod. van vetten en oliën;September 1993;111.0;110.0;111.0
9058;2069000  Bijprod. van vetten en oliën;Oktober   1993;109.0;108.0;112.0
9059;2069000  Bijprod. van vetten en oliën;November  1993;114.0;114.0;111.0
9060;2069000  Bijprod. van vetten en oliën;December  1993;114.0;114.0;114.0
9061;2069000  Bijprod. van vetten en oliën;1994;104.0;105.0;107.0
9062;2069000  Bijprod. van vetten en oliën;Januari   1994;117.0;122.0;114.0
9063;2069000  Bijprod. van vetten en oliën;Februari  1994;115.0;113.0;114.0
9064;2069000  Bijprod. van vetten en oliën;Maart     1994;114.0;114.0;113.0
9065;2069000  Bijprod. van vetten en oliën;April     1994;116.0;114.0;115.0
9066;2069000  Bijprod. van vetten en oliën;Mei       1994;109.0;115.0;111.0
9067;2069000  Bijprod. van vetten en oliën;Juni      1994;106.0;105.0;110.0
9068;2069000  Bijprod. van vetten en oliën;Juli      1994;99.0;102.0;106.0
9069;2069000  Bijprod. van vetten en oliën;Augustus  1994;98.0;100.0;102.0
9070;2069000  Bijprod. van vetten en oliën;September 1994;96.0;97.0;100.0
9071;2069000  Bijprod. van vetten en oliën;Oktober   1994;93.0;93.0;98.0
9072;2069000  Bijprod. van vetten en oliën;November  1994;93.0;94.0;99.0
9073;2069000  Bijprod. van vetten en oliën;December  1994;92.0;94.0;98.0
9074;2069000  Bijprod. van vetten en oliën;1995;90.0;90.0;100.0
9075;2069000  Bijprod. van vetten en oliën;Januari   1995;92.0;93.0;99.0
9076;2069000  Bijprod. van vetten en oliën;Februari  1995;92.0;93.0;98.0
9077;2069000  Bijprod. van vetten en oliën;Maart     1995;89.0;89.0;98.0
9078;2069000  Bijprod. van vetten en oliën;April     1995;88.0;88.0;96.0
9079;2069000  Bijprod. van vetten en oliën;Mei       1995;86.0;86.0;96.0
9080;2069000  Bijprod. van vetten en oliën;Juni      1995;87.0;86.0;96.0
9081;2069000  Bijprod. van vetten en oliën;Juli      1995;86.0;86.0;97.0
9082;2069000  Bijprod. van vetten en oliën;Augustus  1995;86.0;87.0;97.0
9083;2069000  Bijprod. van vetten en oliën;September 1995;90.0;90.0;100.0
9084;2069000  Bijprod. van vetten en oliën;Oktober   1995;91.0;90.0;103.0
9085;2069000  Bijprod. van vetten en oliën;November  1995;96.0;95.0;109.0
9086;2069000  Bijprod. van vetten en oliën;December  1995;102.0;101.0;111.0
9087;2069000  Bijprod. van vetten en oliën;1996;120.0;121.0;124.0
9088;2069000  Bijprod. van vetten en oliën;Januari   1996;107.0;106.0;117.0
9089;2069000  Bijprod. van vetten en oliën;Februari  1996;109.0;112.0;117.0
9090;2069000  Bijprod. van vetten en oliën;Maart     1996;111.0;112.0;119.0
9091;2069000  Bijprod. van vetten en oliën;April     1996;119.0;119.0;126.0
9092;2069000  Bijprod. van vetten en oliën;Mei       1996;122.0;124.0;130.0
9093;2069000  Bijprod. van vetten en oliën;Juni      1996;119.0;122.0;129.0
9094;2069000  Bijprod. van vetten en oliën;Juli      1996;118.0;121.0;125.0
9095;2069000  Bijprod. van vetten en oliën;Augustus  1996;120.0;122.0;123.0
9096;2069000  Bijprod. van vetten en oliën;September 1996;126.0;128.0;125.0
9097;2069000  Bijprod. van vetten en oliën;Oktober   1996;127.0;128.0;122.0
9098;2069000  Bijprod. van vetten en oliën;November  1996;129.0;130.0;127.0
9099;2069000  Bijprod. van vetten en oliën;December  1996;129.0;131.0;130.0
9100;2069000  Bijprod. van vetten en oliën;1997;145.0;146.0;136.0
9101;2069000  Bijprod. van vetten en oliën;Januari   1997;135.0;134.0;138.0
9102;2069000  Bijprod. van vetten en oliën;Februari  1997;141.0;139.0;141.0
9103;2069000  Bijprod. van vetten en oliën;Maart     1997;151.0;148.0;144.0
9104;2069000  Bijprod. van vetten en oliën;April     1997;150.0;153.0;148.0
9105;2069000  Bijprod. van vetten en oliën;Mei       1997;149.0;151.0;145.0
9106;2069000  Bijprod. van vetten en oliën;Juni      1997;145.0;148.0;139.0
9107;2069000  Bijprod. van vetten en oliën;Juli      1997;142.0;144.0;133.0
9108;2069000  Bijprod. van vetten en oliën;Augustus  1997;145.0;148.0;134.0
