ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
138;Total energy commodities;Blast furnaces;1992;56.0;0.5;76.9;21.4;;;56.0;41.4;;41.4;69.6;0.5;69.1;28.2;0.5;27.7;14.6;;;
139;Total energy commodities;Blast furnaces;1993;61.1;0.5;85.0;24.4;;;61.1;45.8;;45.8;78.2;0.5;77.7;32.4;0.5;31.9;15.3;;;
140;Total energy commodities;Blast furnaces;1994;67.6;0.5;92.0;24.9;;;67.6;53.0;;53.0;85.2;0.5;84.8;32.2;0.5;31.8;14.6;;;
141;Total energy commodities;Blast furnaces;1995;63.3;0.6;87.5;24.8;;;63.3;48.2;;48.2;81.2;0.6;80.7;33.0;0.6;32.4;15.1;;;
142;Total energy commodities;Blast furnaces;1996;64.1;0.5;87.8;24.2;;;64.1;49.2;;49.2;81.7;0.5;81.2;32.5;0.5;32.0;14.9;;;
143;Total energy commodities;Blast furnaces;1997;66.9;0.5;92.3;25.9;;;66.9;53.4;;53.4;86.7;0.5;86.2;33.3;0.5;32.8;13.5;;;
144;Total energy commodities;Blast furnaces;1998;64.2;0.4;90.2;26.4;;;64.2;51.3;;51.3;85.0;0.4;84.6;33.6;0.4;33.3;12.8;;;
145;Total energy commodities;Blast furnaces;1999;60.7;0.3;86.5;26.0;;;60.7;49.6;;49.6;82.3;0.3;82.1;32.7;0.3;32.4;11.0;;;
146;Total energy commodities;Blast furnaces;2000;56.6;0.4;79.8;23.6;;;56.6;45.5;;45.5;76.5;0.4;76.1;30.9;0.4;30.6;11.1;;;
147;Total energy commodities;Blast furnaces;2001;60.9;0.4;86.2;25.7;;;60.9;49.3;;49.3;83.0;0.4;82.6;33.7;0.4;33.3;11.6;;;
148;Total energy commodities;Blast furnaces;2002;60.7;0.4;86.0;25.7;;;60.7;49.0;;49.0;82.8;0.4;82.4;33.8;0.4;33.4;11.7;;;
149;Total energy commodities;Blast furnaces;2003;66.1;0.4;92.9;27.2;;;66.1;53.8;;53.8;89.7;0.4;89.3;35.8;0.4;35.4;12.2;;;
150;Total energy commodities;Blast furnaces;2004;67.8;0.4;96.2;28.8;;;67.8;55.0;;55.0;92.8;0.4;92.4;37.9;0.4;37.5;12.8;;;
151;Total energy commodities;Blast furnaces;2005;67.4;0.5;96.1;29.1;;;67.4;54.6;;54.6;92.8;0.5;92.3;38.2;0.5;37.7;12.8;;;
152;Total energy commodities;Blast furnaces;2006;60.0;0.4;84.4;24.8;;;60.0;47.6;;47.6;81.6;0.4;81.2;33.9;0.4;33.6;12.4;;;
153;Total energy commodities;Blast furnaces;2007;69.0;0.5;99.4;30.9;;;69.0;56.4;;56.4;96.3;0.5;95.8;39.9;0.5;39.4;12.6;;;
154;Total energy commodities;Blast furnaces;2008;63.4;0.4;91.9;29.0;;;63.4;49.9;;49.9;88.7;0.4;88.3;38.8;0.4;38.3;13.4;;;
155;Total energy commodities;Blast furnaces;2009;51.7;0.4;72.3;20.9;;;51.7;40.8;;40.8;69.2;0.4;68.9;28.4;0.4;28.1;10.9;;;
156;Total energy commodities;Blast furnaces;2010;56.4;0.5;84.3;28.3;;;56.4;44.3;;44.3;80.6;0.5;80.2;36.3;0.5;35.9;12.1;;;
157;Total energy commodities;Blast furnaces;2011;63.3;0.4;92.3;29.4;;;63.3;51.2;;51.2;88.7;0.4;88.3;37.5;0.4;37.1;12.1;;;
158;Total energy commodities;Blast furnaces;2012;67.6;0.4;96.6;29.4;;;67.6;56.1;;56.1;93.5;0.4;93.1;37.4;0.4;37.0;11.5;;;
159;Total energy commodities;Blast furnaces;2013;64.3;0.4;92.2;28.3;;;64.3;53.2;;53.2;89.3;0.4;88.9;36.1;0.4;35.6;11.1;;;
160;Total energy commodities;Blast furnaces;2014;66.2;0.4;95.1;29.3;;;66.2;55.3;;55.3;91.9;0.4;91.5;36.6;0.4;36.2;10.9;;;
161;Total energy commodities;Blast furnaces;2015;66.7;0.4;86.9;29.5;8.9;;66.7;55.8;;55.8;93.0;0.4;92.5;37.1;0.4;36.7;10.9;;;
162;Total energy commodities;Blast furnaces;2016;65.8;0.5;93.8;28.2;-0.3;;65.8;54.9;;54.9;91.0;0.5;90.6;36.1;0.5;35.6;10.9;;;
163;Total energy commodities;Blast furnaces;2017;69.4;0.4;99.8;29.8;-1.1;;69.4;58.7;;58.7;96.1;0.4;95.7;37.4;0.4;37.0;10.7;;;
164;Total energy commodities;Blast furnaces;2018;68.9;0.3;97.6;28.2;-0.8;;68.9;56.4;;56.4;93.4;0.3;93.1;37.0;0.3;36.6;12.5;;;
165;Total energy commodities;Blast furnaces;2019;68.8;0.3;92.9;25.9;1.5;;68.8;56.6;;56.6;91.0;0.3;90.7;34.4;0.3;34.1;12.2;;;
166;Total energy commodities;Blast furnaces;2020 ;58.0;0.4;83.3;25.8;0.1;;58.0;47.9;;47.9;79.9;0.4;79.5;32.0;0.4;31.6;10.2;;;
167;Total energy commodities;Blast furnaces;2021;64.2;0.5;90.4;29.1;2.5;;64.2;52.0;;52.0;89.0;0.5;88.5;37.0;0.5;36.5;12.2;;;
168;Total energy commodities;Blast furnaces;2022;57.3;0.5;87.1;30.0;-0.3;;57.3;47.8;;47.8;84.3;0.5;83.8;36.5;0.5;36.0;9.4;;;
169;Total energy commodities;Blast furnaces;2023;43.4;0.4;68.1;22.1;-3.0;;43.4;36.7;;36.7;64.2;0.4;63.8;27.5;0.4;27.1;6.8;;;
170;Total energy commodities;Oil refineries;1990;177.7;;4268.4;4088.9;-1.8;;177.7;35.6;3.7;31.9;2156.4;37.4;2118.9;2120.8;33.8;2087.0;142.1;;;
171;Total energy commodities;Oil refineries;1991;185.1;0.0;4146.6;3977.7;16.2;;185.1;35.6;4.1;31.4;2323.2;41.5;2281.7;2287.6;37.4;2250.2;149.6;;;
172;Total energy commodities;Oil refineries;1992;182.4;0.0;4112.4;3889.3;-40.7;;182.4;43.5;8.3;35.1;2397.7;41.9;2355.8;2354.2;33.5;2320.7;139.0;;;
173;Total energy commodities;Oil refineries;1993;199.1;0.1;4073.8;3888.1;13.3;;199.1;52.9;10.6;42.3;2432.8;41.9;2390.9;2379.9;31.3;2348.6;146.2;;;
174;Total energy commodities;Oil refineries;1994;194.8;0.2;4083.0;3892.2;3.8;;194.8;44.6;6.6;38.0;2416.2;41.2;2375.0;2371.5;34.6;2337.0;150.1;;;
175;Total energy commodities;Oil refineries;1995;194.1;0.5;4345.0;4163.9;12.5;;194.1;47.6;7.7;39.9;2591.2;42.8;2548.4;2543.6;35.1;2508.5;146.5;;;
176;Total energy commodities;Oil refineries;1996;199.0;1.0;4660.8;4460.4;-2.3;;199.0;54.2;8.7;45.5;2662.0;44.6;2617.4;2607.8;35.9;2571.9;144.8;;;
177;Total energy commodities;Oil refineries;1997;197.9;0.8;4800.6;4605.4;1.9;;197.9;62.1;10.0;52.1;2649.1;43.7;2605.4;2587.0;33.8;2553.2;135.8;;;
178;Total energy commodities;Oil refineries;1998;201.4;0.8;4881.4;4713.9;33.1;;201.4;70.4;7.8;62.6;2723.6;45.7;2677.9;2653.2;37.9;2615.3;131.0;;;
179;Total energy commodities;Oil refineries;1999;188.5;0.9;4704.7;4529.1;11.9;;188.5;65.2;7.5;57.7;2570.3;43.0;2527.3;2505.1;35.6;2469.6;123.2;;;
180;Total energy commodities;Oil refineries;2000;196.9;0.4;4688.9;4442.9;-49.5;;196.9;75.7;9.8;65.9;2601.2;45.6;2555.6;2525.5;35.8;2489.7;121.2;;;
181;Total energy commodities;Oil refineries;2001;204.5;1.0;4647.7;4433.9;-10.2;;204.5;83.4;8.4;74.9;2588.4;44.4;2544.0;2505.0;36.0;2469.0;121.1;;;
182;Total energy commodities;Oil refineries;2002;184.3;0.3;4439.5;4281.5;25.9;;184.3;69.9;8.7;61.2;2379.4;44.3;2335.1;2309.5;35.6;2273.9;114.4;;;
183;Total energy commodities;Oil refineries;2003;196.5;0.1;4587.6;4415.6;24.5;;196.5;78.0;8.2;69.8;2500.9;44.2;2456.7;2422.9;36.0;2386.9;118.5;;;
184;Total energy commodities;Oil refineries;2004;200.1;0.1;4870.5;4663.1;-7.3;;200.1;76.0;10.2;65.8;2585.7;45.2;2540.5;2509.7;34.9;2474.7;124.1;;;
185;Total energy commodities;Oil refineries;2005;197.2;0.4;4998.0;4761.6;-39.7;;197.2;67.7;7.5;60.1;2602.6;41.6;2561.1;2535.0;34.1;2500.9;129.5;;;
186;Total energy commodities;Oil refineries;2006;197.6;0.4;4909.8;4710.7;-1.9;;197.6;73.4;11.4;62.0;2545.8;40.7;2505.0;2472.4;29.3;2443.0;124.1;;;
187;Total energy commodities;Oil refineries;2007;212.0;0.0;4798.7;4581.4;-5.3;;212.0;70.8;7.8;63.1;2501.4;41.7;2459.7;2430.5;33.9;2396.7;141.1;;;
188;Total energy commodities;Oil refineries;2008;179.8;0.2;4695.8;4521.6;5.4;;179.8;50.5;6.9;43.6;2498.8;39.1;2459.7;2448.4;32.2;2416.2;129.3;;;
189;Total energy commodities;Oil refineries;2009;185.2;0.7;4576.5;4358.7;-33.4;;185.2;60.2;4.4;55.8;2452.9;24.9;2428.0;2392.7;20.5;2372.1;125.0;;;
190;Total energy commodities;Oil refineries;2010;185.5;;4609.0;4426.5;3.0;;185.5;58.1;3.4;54.7;2556.0;21.6;2534.3;2497.9;18.2;2479.7;127.4;;;
191;Total energy commodities;Oil refineries;2011;195.6;0.2;4583.9;4463.8;75.4;;195.6;55.3;4.5;50.9;2510.0;23.8;2486.2;2454.7;19.4;2435.3;140.3;;;
192;Total energy commodities;Oil refineries;2012;191.6;0.2;4517.1;4286.0;-39.6;;191.6;61.4;9.8;51.7;2503.7;29.3;2474.4;2442.3;19.6;2422.7;130.1;;;
193;Total energy commodities;Oil refineries;2013;177.5;0.0;4250.0;4087.8;15.4;;177.5;53.4;8.8;44.6;2433.0;26.9;2406.1;2379.7;18.1;2361.5;124.1;;;
194;Total energy commodities;Oil refineries;2014;182.4;;4434.2;4243.4;-8.4;;182.4;59.9;11.7;48.2;2495.3;29.8;2465.4;2435.4;18.1;2417.3;122.5;;;
195;Total energy commodities;Oil refineries;2015;187.7;13.3;4681.8;4475.0;-32.3;;187.7;53.3;9.7;43.6;2603.6;25.8;2577.8;2550.3;16.2;2534.2;134.4;;;
196;Total energy commodities;Oil refineries;2016;179.1;17.0;4469.7;4338.4;30.8;;179.1;48.4;10.1;38.3;2629.4;24.5;2604.9;2581.0;14.4;2566.6;130.6;;;
197;Total energy commodities;Oil refineries;2017;170.1;16.5;4371.2;4228.1;10.5;;170.1;44.5;7.0;37.5;2609.9;21.3;2588.6;2565.5;14.3;2551.1;125.6;;;
198;Total energy commodities;Oil refineries;2018;163.3;19.3;4337.4;4200.6;7.2;;163.3;32.6;6.2;26.4;2653.9;21.3;2632.6;2621.3;15.1;2606.2;130.7;;;
199;Total energy commodities;Oil refineries;2019;179.0;15.7;4322.9;4153.5;-6.0;;179.0;32.3;6.2;26.1;2697.2;22.7;2674.5;2664.9;16.4;2648.4;146.7;;;
200;Total energy commodities;Oil refineries;2020 ;167.6;13.7;3883.7;3728.7;-1.0;;167.6;39.1;7.1;32.0;2420.8;23.8;2397.0;2381.7;16.8;2365.0;128.6;;;
201;Total energy commodities;Oil refineries;2021;186.9;16.6;4055.0;3970.6;85.9;;186.9;49.1;6.0;43.1;2584.7;22.5;2562.2;2535.6;16.5;2519.1;137.8;;;
202;Total energy commodities;Oil refineries;2022;172.4;17.6;4273.6;4047.2;-71.5;;172.4;43.2;3.1;40.1;2552.6;20.3;2532.3;2509.4;17.3;2492.2;129.2;;;
203;Total energy commodities;Oil refineries;2023;185.3;23.2;4296.1;4183.8;49.8;;185.3;54.7;5.1;49.6;2680.1;21.1;2659.0;2625.4;16.0;2609.4;130.5;;;
204;Total energy commodities;Energy companies;1990;320.2;38.6;2191.6;1909.9;0.0;;320.2;297.1;297.1;0.0;524.6;524.3;0.3;227.5;227.2;0.3;8.3;14.8;;
205;Total energy commodities;Energy companies;1991;329.0;36.8;1632.0;1339.9;0.0;;329.0;304.8;304.7;0.0;545.4;545.1;0.3;240.6;240.4;0.2;7.5;16.7;;
206;Total energy commodities;Energy companies;1992;337.6;44.2;1630.9;1337.5;0.1;;337.6;312.9;312.9;0.0;561.3;561.1;0.3;248.4;248.2;0.3;7.6;17.1;;
207;Total energy commodities;Energy companies;1993;339.5;43.7;2526.8;2218.9;-12.1;;339.5;312.1;312.1;0.0;580.7;580.4;0.2;268.6;268.4;0.2;9.3;18.1;;
208;Total energy commodities;Energy companies;1994;346.4;44.0;1709.9;1409.1;1.6;;346.4;318.3;318.3;0.0;609.1;608.9;0.2;290.8;290.7;0.2;9.1;19.0;;
209;Total energy commodities;Energy companies;1995;347.6;45.4;1789.8;1488.9;1.4;;347.6;316.9;315.8;1.1;656.0;634.7;21.3;339.1;318.8;20.2;11.1;19.6;;
210;Total energy commodities;Energy companies;1996;344.3;47.4;1993.9;1697.8;0.7;;344.3;312.0;311.0;1.0;676.9;657.0;19.9;364.9;346.0;18.9;11.2;21.0;;
211;Total energy commodities;Energy companies;1997;330.6;28.1;1956.6;1655.4;1.2;;330.6;299.5;298.3;1.2;671.8;647.8;24.0;372.3;349.6;22.7;10.8;20.3;;
212;Total energy commodities;Energy companies;1998;342.1;43.4;2000.2;1701.7;0.2;;342.1;309.7;308.5;1.2;708.2;684.2;24.1;398.5;375.7;22.8;10.8;21.6;;
213;Total energy commodities;Energy companies;1999;319.3;44.6;2052.0;1778.3;1.0;;319.3;286.7;285.1;1.6;680.5;649.6;30.9;393.8;364.5;29.4;11.1;21.5;;
214;Total energy commodities;Energy companies;2000;331.0;48.6;2732.2;2428.9;-20.8;;331.0;297.0;292.3;4.7;698.8;663.4;35.4;401.8;371.1;30.7;11.8;22.2;;
215;Total energy commodities;Energy companies;2001;364.1;51.5;2901.7;2614.0;24.9;;364.1;328.3;326.5;1.8;745.6;713.3;32.3;417.4;386.8;30.6;12.9;22.9;;
216;Total energy commodities;Energy companies;2002;375.2;51.6;3040.1;2698.8;-17.7;;375.2;338.0;334.7;3.2;766.8;730.1;36.7;428.8;395.4;33.4;13.9;23.3;;
217;Total energy commodities;Energy companies;2003;378.5;52.4;3083.8;2758.6;0.8;;378.5;341.3;338.3;3.0;773.0;735.6;37.4;431.7;397.3;34.4;13.4;23.7;;
218;Total energy commodities;Energy companies;2004;386.3;50.5;2921.3;2583.2;-2.2;;386.3;347.9;344.7;3.1;803.2;767.5;35.6;455.3;422.8;32.5;13.9;24.6;;
219;Total energy commodities;Energy companies;2005;376.9;55.6;2973.3;2655.9;3.9;;376.9;337.8;334.6;3.1;776.8;741.3;35.5;439.0;406.7;32.4;14.6;24.5;;
220;Total energy commodities;Energy companies;2006;351.7;54.0;2985.6;2686.9;-1.1;;351.7;313.0;311.5;1.5;721.1;710.3;10.8;408.1;398.8;9.3;13.9;24.7;;
221;Total energy commodities;Energy companies;2007;364.5;56.8;2943.7;2685.6;49.6;;364.5;326.6;323.7;2.8;748.0;734.7;13.3;421.5;411.0;10.5;14.3;23.6;;
222;Total energy commodities;Energy companies;2008;367.5;59.4;3047.8;2697.3;-42.4;;367.5;329.6;325.9;3.7;747.6;732.9;14.7;418.0;407.0;11.0;14.4;23.4;;
223;Total energy commodities;Energy companies;2009;381.1;63.8;3010.9;2715.0;21.4;;381.1;343.2;340.0;3.2;784.7;771.8;12.9;441.5;431.7;9.7;15.1;22.8;;
224;Total energy commodities;Energy companies;2010;385.1;61.9;3182.4;2842.4;-16.8;;385.1;347.7;344.8;2.9;809.2;796.9;12.3;461.5;452.1;9.4;13.0;24.4;;
225;Total energy commodities;Energy companies;2011;344.7;65.3;2913.5;2600.9;-33.2;;344.7;308.8;305.9;2.9;740.8;727.4;13.4;432.0;421.5;10.5;13.4;22.6;;
226;Total energy commodities;Energy companies;2012;328.3;66.0;2972.6;2715.2;4.9;;328.3;293.2;286.9;6.3;675.5;658.3;17.2;382.3;371.4;10.9;13.4;21.7;;
227;Total energy commodities;Energy companies;2013;315.1;54.3;3012.8;2757.3;5.3;;315.1;278.2;273.5;4.7;655.4;639.4;16.1;377.3;365.9;11.4;14.3;22.6;;
228;Total energy commodities;Energy companies;2014;348.9;69.1;2986.8;2658.3;-48.6;;348.9;310.7;297.3;13.4;695.3;674.1;21.2;384.6;376.8;7.8;16.4;21.8;;
229;Total energy commodities;Energy companies;2015;374.6;72.6;4650.5;4337.1;-11.4;;374.6;330.5;328.3;2.1;731.5;718.5;13.0;401.0;390.2;10.8;17.0;27.2;;
230;Total energy commodities;Energy companies;2016;369.6;77.1;4767.1;4552.0;77.5;;369.6;324.9;323.5;1.4;738.5;726.0;12.5;413.6;402.5;11.1;16.5;28.3;;
231;Total energy commodities;Energy companies;2017;350.0;81.2;4696.6;4425.6;-2.1;;350.0;309.1;307.9;1.2;714.6;702.2;12.4;405.4;394.3;11.1;12.9;28.0;;
232;Total energy commodities;Energy companies;2018;318.3;80.7;4483.2;4171.6;-74.1;;318.3;278.7;277.4;1.3;664.7;651.4;13.3;386.0;373.9;12.0;12.2;27.4;;
233;Total energy commodities;Energy companies;2019;318.1;92.0;4163.7;3930.1;-7.6;;318.1;278.3;276.2;2.1;681.7;663.0;18.7;403.4;386.8;16.6;13.2;26.6;;
234;Total energy commodities;Energy companies;2020 ;282.3;111.3;3934.5;3773.2;9.7;;282.3;244.5;242.4;2.1;623.6;603.1;20.6;379.2;360.7;18.4;12.2;25.6;;
235;Total energy commodities;Energy companies;2021;282.8;122.5;3825.3;3855.0;190.0;;282.8;241.0;238.4;2.6;606.7;583.8;22.8;365.7;345.5;20.2;15.9;25.9;;
236;Total energy commodities;Energy companies;2022;270.0;142.0;3764.3;3439.3;-197.0;;270.0;230.0;226.0;4.0;591.1;565.8;25.4;361.1;339.7;21.4;14.5;25.5;;
237;Total energy commodities;Energy companies;2023;222.5;167.9;3238.6;3157.1;-26.8;;222.5;183.9;182.7;1.2;528.4;506.6;21.8;344.5;323.8;20.6;12.8;25.8;;
238;Total energy commodities;Total final users of energy;1990;2274.9;49.8;5589.7;3376.6;12.1;;2274.9;59.2;45.6;13.6;452.7;183.4;269.3;393.5;137.8;255.6;1.6;;1799.0;415.2
239;Total energy commodities;Total final users of energy;1991;2363.8;54.1;6085.9;3751.3;-25.0;;2363.8;49.9;41.4;8.5;415.4;181.9;233.5;365.5;140.5;225.0;1.6;;1902.5;409.9
240;Total energy commodities;Total final users of energy;1992;2334.3;59.5;5803.4;3530.8;2.1;;2334.3;50.4;43.7;6.7;395.6;198.1;197.5;345.2;154.4;190.8;1.7;;1871.4;410.7
241;Total energy commodities;Total final users of energy;1993;2375.7;64.3;6217.4;3912.9;6.9;;2375.7;49.7;47.4;2.4;371.5;182.0;189.5;321.8;134.7;187.1;2.3;;1928.7;395.0
242;Total energy commodities;Total final users of energy;1994;2373.5;65.5;6506.8;4159.0;-39.7;;2373.5;49.9;46.4;3.5;420.9;178.0;242.9;371.0;131.6;239.4;2.0;;1892.3;429.3
243;Total energy commodities;Total final users of energy;1995;2461.7;68.7;6377.0;4045.6;61.6;;2461.7;49.8;46.2;3.6;403.0;163.3;239.7;353.2;117.1;236.1;2.0;;1963.4;446.5
244;Total energy commodities;Total final users of energy;1996;2633.4;76.1;6849.3;4281.7;-10.2;;2633.4;57.9;55.5;2.4;437.9;177.1;260.7;380.0;121.6;258.3;2.4;;2128.1;445.0
245;Total energy commodities;Total final users of energy;1997;2531.2;85.9;6902.1;4439.9;-17.0;;2531.2;60.1;56.8;3.3;435.7;178.4;257.3;375.6;121.6;253.9;2.6;;2001.9;466.6
246;Total energy commodities;Total final users of energy;1998;2521.0;89.2;7063.7;4555.6;-76.2;;2521.0;63.8;61.2;2.6;441.9;178.3;263.6;378.1;117.1;261.0;2.8;;1999.4;455.1
247;Total energy commodities;Total final users of energy;1999;2520.7;92.6;6875.9;4559.1;111.3;;2520.7;65.1;62.1;3.0;456.4;176.3;280.1;391.3;114.2;277.1;2.8;;1995.2;457.7
248;Total energy commodities;Total final users of energy;2000;2527.8;94.6;7324.0;4854.1;-36.7;;2527.8;65.2;65.1;0.1;457.8;182.9;274.9;392.6;117.8;274.7;2.8;;1989.4;470.5
249;Total energy commodities;Total final users of energy;2001;2557.1;93.8;7449.9;4989.3;2.6;;2557.1;65.3;65.5;-0.2;464.8;180.1;284.7;399.6;114.7;284.9;2.7;;2022.7;466.4
250;Total energy commodities;Total final users of energy;2002;2580.8;101.3;7883.2;5433.4;29.8;;2580.8;64.6;63.5;1.1;552.6;177.8;374.8;488.0;114.3;373.7;2.8;;2019.9;493.5
251;Total energy commodities;Total final users of energy;2003;2680.4;106.3;7910.3;5341.4;5.1;;2680.4;66.3;64.0;2.3;544.0;178.9;365.1;477.7;114.9;362.7;2.7;;2051.2;560.1
252;Total energy commodities;Total final users of energy;2004;2704.1;109.6;8476.5;5843.6;-38.5;;2704.1;69.9;63.9;6.1;611.0;178.1;432.9;541.1;114.3;426.8;2.7;;2072.9;558.6
253;Total energy commodities;Total final users of energy;2005;2689.8;115.4;8258.9;5669.3;-15.2;;2689.8;72.8;64.3;8.5;681.6;187.8;493.7;608.8;123.5;485.2;3.0;;2048.7;565.4
254;Total energy commodities;Total final users of energy;2006;2669.0;119.4;8992.6;6404.3;-38.8;;2669.0;70.3;63.3;7.0;718.6;198.3;520.3;648.3;135.0;513.3;3.1;;2037.1;558.4
255;Total energy commodities;Total final users of energy;2007;2633.9;131.9;8694.9;6201.1;8.2;;2633.9;73.7;69.2;4.5;721.4;217.0;504.4;647.7;147.8;499.9;3.2;;1998.1;558.8
256;Total energy commodities;Total final users of energy;2008;2635.2;140.1;8949.6;6393.4;-61.2;;2635.2;84.3;77.7;6.6;708.3;252.6;455.7;624.0;174.9;449.1;3.8;;2035.2;511.8
257;Total energy commodities;Total final users of energy;2009;2593.5;150.0;8742.9;6312.1;12.7;;2593.5;81.9;74.4;7.5;745.0;246.5;498.5;663.1;172.1;491.0;3.9;;1969.4;538.3
258;Total energy commodities;Total final users of energy;2010;2811.7;157.3;9705.3;7080.8;29.9;;2811.7;86.4;79.7;6.7;872.9;272.9;600.0;786.6;193.2;593.3;4.1;;2118.4;602.9
259;Total energy commodities;Total final users of energy;2011;2600.0;163.3;9469.6;7093.8;60.9;;2600.0;86.9;81.2;5.7;815.1;277.0;538.1;728.2;195.7;532.4;4.2;;1953.5;555.2
260;Total energy commodities;Total final users of energy;2012;2625.6;195.2;9868.8;7378.6;-59.8;;2625.6;84.8;76.1;8.7;954.2;281.6;672.6;869.4;205.4;664.0;4.6;;1963.9;572.3
261;Total energy commodities;Total final users of energy;2013;2576.0;215.5;9577.8;7216.1;-1.2;;2576.0;92.0;80.2;11.8;975.7;282.9;692.8;883.7;202.7;680.9;4.4;;1957.2;522.4
262;Total energy commodities;Total final users of energy;2014;2382.3;228.7;9419.0;7233.9;-31.5;;2382.3;89.7;75.1;14.6;1008.1;250.8;757.3;918.3;175.6;742.7;4.3;;1764.6;523.6
263;Total energy commodities;Total final users of energy;2015;2408.6;220.2;10305.0;8004.5;-112.1;;2408.6;95.2;75.1;20.1;1138.0;252.3;885.7;1042.8;177.2;865.6;3.9;;1800.7;508.8
264;Total energy commodities;Total final users of energy;2016;2470.0;215.9;10744.1;8507.5;17.4;;2470.0;89.3;73.5;15.7;1282.4;249.5;1032.9;1193.1;176.0;1017.1;4.1;;1843.6;533.0
265;Total energy commodities;Total final users of energy;2017;2513.4;240.9;10872.7;8668.7;68.4;;2513.4;88.7;73.7;15.0;1360.9;267.5;1093.4;1272.2;193.7;1078.4;4.3;;1850.3;570.1
266;Total energy commodities;Total final users of energy;2018;2496.0;252.8;10803.5;8562.3;2.0;;2496.0;97.2;75.7;21.4;1640.4;269.0;1371.5;1543.3;193.3;1350.0;4.7;;1862.6;531.6
267;Total energy commodities;Total final users of energy;2019;2430.3;266.9;11149.9;8920.0;-66.5;;2430.3;99.0;72.9;26.1;1895.7;281.2;1614.5;1796.7;208.4;1588.4;4.7;;1829.7;496.9
268;Total energy commodities;Total final users of energy;2020 ;2378.5;291.7;10323.7;8166.3;-70.6;;2378.5;102.6;82.0;20.5;1550.0;319.5;1230.4;1447.4;237.5;1209.9;4.8;;1734.1;537.1
269;Total energy commodities;Total final users of energy;2021;2446.9;304.7;10708.4;8755.9;189.6;;2446.9;113.5;86.3;27.3;1707.9;337.1;1370.8;1594.3;250.8;1343.5;5.1;;1792.6;535.6
270;Total energy commodities;Total final users of energy;2022;2181.3;331.7;10764.6;8820.1;-94.9;;2181.3;113.0;81.1;31.9;1774.7;316.2;1458.4;1661.7;235.2;1426.5;5.1;;1632.2;431.1
271;Total energy commodities;Total final users of energy;2023;2134.1;320.2;10913.4;9138.9;39.4;;2134.1;97.3;76.6;20.7;1579.2;317.2;1262.0;1481.9;240.6;1241.3;4.7;;1584.0;448.2
272;Total energy commodities;Industry (no energy sector);1990;1043.1;11.5;1421.5;393.3;3.3;;1043.1;36.3;27.6;8.7;313.0;152.4;160.5;276.7;124.8;151.9;1.0;;595.0;410.8
273;Total energy commodities;Industry (no energy sector);1991;1026.8;15.5;1374.7;362.7;-0.7;;1026.8;29.7;24.7;4.9;296.5;152.1;144.3;266.8;127.4;139.4;1.0;;590.6;405.5
274;Total energy commodities;Industry (no energy sector);1992;1023.3;20.7;1357.4;359.7;4.9;;1023.3;31.0;26.2;4.8;302.0;162.4;139.6;271.0;136.2;134.8;1.1;;584.9;406.3
275;Total energy commodities;Industry (no energy sector);1993;1004.9;21.4;1375.8;394.4;2.1;;1004.9;26.3;25.8;0.5;276.7;141.4;135.3;250.4;115.6;134.8;1.2;;586.9;390.5
276;Total energy commodities;Industry (no energy sector);1994;1051.1;22.0;1446.1;410.9;-6.1;;1051.1;25.4;25.0;0.4;278.4;133.8;144.7;253.1;108.8;144.3;0.8;;600.3;424.6
277;Total energy commodities;Industry (no energy sector);1995;1083.8;20.2;1386.0;323.0;0.5;;1083.8;22.3;22.1;0.3;272.6;115.1;157.5;250.3;93.0;157.2;0.7;;619.4;441.3
278;Total energy commodities;Industry (no energy sector);1996;1109.3;19.4;1422.1;332.6;0.4;;1109.3;24.7;25.2;-0.6;282.5;120.8;161.7;257.9;95.6;162.3;0.7;;643.9;440.0
279;Total energy commodities;Industry (no energy sector);1997;1118.0;21.0;1500.5;403.6;0.0;;1118.0;24.4;25.2;-0.8;287.9;119.0;169.0;263.5;93.8;169.8;0.8;;631.6;461.2
280;Total energy commodities;Industry (no energy sector);1998;1108.9;20.2;1505.6;413.6;-3.2;;1108.9;26.1;27.0;-1.0;285.2;116.2;168.9;259.1;89.2;169.9;0.8;;632.6;449.5
281;Total energy commodities;Industry (no energy sector);1999;1128.7;19.7;1421.7;307.6;-5.1;;1128.7;23.9;25.1;-1.2;283.3;107.8;175.5;259.5;82.8;176.7;0.7;;652.0;452.1
282;Total energy commodities;Industry (no energy sector);2000;1127.0;18.9;1453.0;344.4;-0.5;;1127.0;23.7;27.4;-3.6;295.3;113.1;182.2;271.5;85.7;185.8;0.8;;636.7;465.7
283;Total energy commodities;Industry (no energy sector);2001;1117.5;16.1;1456.3;361.4;6.5;;1117.5;24.2;28.4;-4.2;297.1;110.9;186.2;272.9;82.6;190.3;0.7;;631.6;461.0
