ID;InstitutionalSectors;NotConsolidatedConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossNationalIncome_144;NetNationalIncome_145;GrossDisposableIncome_146;NetDisposableIncome_147;GrossSaving_148;NetSaving_149;NetTransactionsOfGoodAndServices_150;SurplusNationOnCurrentTransactions_151;NetSavingAndCapitalTransfers_152;NetLendingOrNetBorrowing_153;TotalFinancialTransactionsInAssets_154;TotalFinancialTransactionsLiabilities_155;NetFinancialTransactions_156;StatisticalDiscrepancy_157
703;Financial corporations;Consolidated;2009;304107.0;;;;;;76739.0;75937.0;28106.0;47831.0;802.0;802.0;;;;;;;;;;;;;;62.0;;62.0;157876.0;91707.0;-28177.0;119884.0;74807.0;74689.0;118.0;-10646.0;2008.0;39.0;;1969.0;0.0;;;;54858.0;54858.0;25910.0;436.0;13826.0;23362.0;-8676.0;;;;;12380.0;11789.0;591.0;;;0.0;;;2192.0;;0.0;2192.0;298202.0;;;;;;33883.0;18019.0;14826.0;3193.0;200.0;;200.0;;;;170605.0;75606.0;-3954.0;79560.0;52163.0;52163.0;0.0;12056.0;30780.0;6236.0;23362.0;1182.0;;3022.0;3022.0;;34162.0;;;;;;;34162.0;;34162.0;;13122.0;567.0;12411.0;;;144.0;;20696.0;;;;;;;;65.0;;;65.0;3851.0;3848.0;4407.0;-559.0;3.0;0.0;3.0;577.0;;42856.0;;38449.0;24699.0;20292.0;11970.0;7563.0;28902.0;24495.0;8206.0;3799.0;;;5926.0;5905.0;262497.0;256592.0;5905.0;0.0
704;Financial corporations;Consolidated;2010 1st quarter;85533.0;;;;;;20945.0;20775.0;8259.0;12516.0;170.0;170.0;;;;;;;;;;;;;;19.0;;19.0;48366.0;18836.0;-7810.0;26646.0;18484.0;18450.0;34.0;10503.0;543.0;4.0;;539.0;0.0;;;;12349.0;12349.0;5744.0;34.0;3505.0;4958.0;-1892.0;;;;;3384.0;3265.0;119.0;;;0.0;;;470.0;;0.0;470.0;81037.0;;;;;;8342.0;4281.0;3483.0;798.0;54.0;;54.0;;;;50556.0;16476.0;-462.0;16938.0;10831.0;10831.0;0.0;16662.0;6587.0;1295.0;4958.0;334.0;;948.0;948.0;;8689.0;;;;;;;8689.0;;8689.0;;3556.0;128.0;3279.0;;;149.0;;3660.0;;;;;;;;16.0;;;16.0;919.0;919.0;1143.0;-224.0;0.0;0.0;0.0;16.0;;12603.0;;11460.0;8287.0;7144.0;6097.0;4954.0;8637.0;7494.0;4977.0;3834.0;;;4288.0;4496.0;78063.0;73567.0;4496.0;0.0
705;Financial corporations;Consolidated;2010 2nd quarter;91569.0;;;;;;21215.0;21035.0;8395.0;12640.0;180.0;180.0;;;;;;;;;;;;;;12.0;;12.0;53272.0;19236.0;-7977.0;27213.0;33696.0;33677.0;19.0;-249.0;589.0;7.0;;582.0;0.0;;;;13511.0;13511.0;5719.0;40.0;3484.0;6303.0;-2035.0;;;;;3035.0;2941.0;94.0;;;0.0;;;524.0;;0.0;524.0;86394.0;;;;;;8622.0;5274.0;4461.0;813.0;34.0;;34.0;;;;53774.0;17680.0;-514.0;18194.0;21305.0;21305.0;0.0;6293.0;8496.0;1745.0;6303.0;448.0;;848.0;848.0;;8869.0;;;;;;;8869.0;;8869.0;;3427.0;108.0;3169.0;;;150.0;;4642.0;;;;;;;;16.0;;;16.0;753.0;752.0;1137.0;-385.0;1.0;0.0;1.0;135.0;;12593.0;;11456.0;7297.0;6160.0;6795.0;5658.0;10197.0;9060.0;5555.0;4418.0;;;4926.0;5175.0;66212.0;61037.0;5175.0;0.0
706;Financial corporations;Consolidated;2010 3rd quarter;87143.0;;;;;;20972.0;20823.0;8573.0;12250.0;149.0;149.0;;;;;;;;;;;;;;13.0;;13.0;50400.0;18499.0;-8336.0;26835.0;23294.0;23275.0;19.0;8011.0;596.0;8.0;;588.0;0.0;;;;12827.0;12827.0;5757.0;30.0;3512.0;5528.0;-2000.0;;;;;2897.0;2775.0;122.0;;;0.0;;;34.0;;0.0;34.0;81690.0;;;;;;8328.0;3875.0;3090.0;785.0;51.0;;51.0;;;;51318.0;16622.0;-733.0;17355.0;16596.0;16596.0;0.0;10907.0;7193.0;1395.0;5528.0;270.0;;930.0;930.0;;8502.0;;;;;;;8502.0;;8502.0;;3390.0;124.0;3117.0;;;149.0;;4325.0;;;;;;;;16.0;;;16.0;832.0;831.0;1154.0;-323.0;1.0;0.0;1.0;123.0;;12644.0;;11490.0;8731.0;7577.0;7813.0;6659.0;10715.0;9561.0;6390.0;5236.0;;;5254.0;5453.0;34901.0;29448.0;5453.0;0.0
707;Financial corporations;Consolidated;2010 4th quarter;89140.0;;;;;;21380.0;21218.0;8467.0;12751.0;162.0;162.0;;;;;;;;;;;;;;22.0;;22.0;51944.0;19817.0;-8184.0;28001.0;51747.0;51715.0;32.0;-20235.0;615.0;7.0;;608.0;0.0;;;;12554.0;12554.0;5791.0;35.0;3525.0;5410.0;-2207.0;;;;;3204.0;3098.0;106.0;;;0.0;;;36.0;;0.0;36.0;85538.0;;;;;;8552.0;4390.0;3582.0;808.0;58.0;;58.0;;;;52393.0;17831.0;-647.0;18478.0;26979.0;26979.0;0.0;196.0;7387.0;1643.0;5410.0;334.0;;901.0;901.0;;9205.0;;;;;;;9205.0;;9205.0;;3546.0;97.0;3299.0;;;150.0;;3349.0;;;;;;;;18.0;;;18.0;1701.0;1700.0;1169.0;531.0;1.0;0.0;1.0;1425.0;;12828.0;;11659.0;8402.0;7233.0;7953.0;6784.0;10059.0;8890.0;6710.0;5541.0;;;5559.0;3602.0;-45679.0;-49281.0;3602.0;0.0
708;Financial corporations;Consolidated;2010;353385.0;;;;;;84512.0;83851.0;33694.0;50157.0;661.0;661.0;;;;;;;;;;;;;;66.0;;66.0;203982.0;76388.0;-32307.0;108695.0;127221.0;127117.0;104.0;-1970.0;2343.0;26.0;;2317.0;0.0;;;;51241.0;51241.0;23011.0;139.0;14026.0;22199.0;-8134.0;;;;;12520.0;12079.0;441.0;;;0.0;;;1064.0;;0.0;1064.0;334659.0;;;;;;33844.0;17820.0;14616.0;3204.0;197.0;;197.0;;;;208041.0;68609.0;-2356.0;70965.0;75711.0;75711.0;0.0;34058.0;29663.0;6078.0;22199.0;1386.0;;3627.0;3627.0;;35265.0;;;;;;;35265.0;;35265.0;;13919.0;457.0;12864.0;;;598.0;;15976.0;;;;;;;;66.0;;;66.0;4205.0;4202.0;4603.0;-401.0;3.0;0.0;3.0;1699.0;;50668.0;;46065.0;32717.0;28114.0;28658.0;24055.0;39608.0;35005.0;23632.0;19029.0;;;20027.0;18726.0;133497.0;114771.0;18726.0;0.0
709;Financial corporations;Consolidated;2011 1st quarter;86419.0;;;;;;21616.0;21410.0;8265.0;13145.0;206.0;206.0;;;;;;;;;;;;;;14.0;;14.0;48322.0;21046.0;-7756.0;28802.0;34002.0;33946.0;56.0;-7387.0;661.0;7.0;;654.0;0.0;;;;12808.0;12808.0;5999.0;-51.0;3697.0;5312.0;-2149.0;;;;;3651.0;3504.0;147.0;;;0.0;;;8.0;;0.0;8.0;81942.0;;;;;;8755.0;4382.0;3537.0;845.0;57.0;;57.0;;;;50652.0;18014.0;-444.0;18458.0;10474.0;10474.0;0.0;15079.0;7085.0;1439.0;5312.0;334.0;;880.0;880.0;;9573.0;;;;;;;9573.0;;9573.0;;3597.0;125.0;3374.0;;;98.0;;3235.0;;;;;;;;15.0;;;15.0;906.0;906.0;1128.0;-222.0;0.0;0.0;0.0;-110.0;;12861.0;;11733.0;8436.0;7308.0;6106.0;4978.0;8515.0;7387.0;5280.0;4152.0;;;4145.0;4477.0;174982.0;170505.0;4477.0;0.0
710;Financial corporations;Consolidated;2011 2nd quarter;93945.0;;;;;;21340.0;21122.0;7948.0;13174.0;218.0;218.0;;;;;;;;;;;;;;16.0;;16.0;54339.0;22495.0;-7377.0;29872.0;31276.0;31235.0;41.0;-99.0;667.0;16.0;;651.0;0.0;;;;15089.0;15089.0;6432.0;-51.0;3555.0;7461.0;-2308.0;;;;;3142.0;3052.0;90.0;;;0.0;;;19.0;;0.0;19.0;90348.0;;;;;;9190.0;5302.0;4452.0;850.0;33.0;;33.0;;;;55425.0;19336.0;-368.0;19704.0;16912.0;16912.0;0.0;9385.0;9792.0;1917.0;7461.0;414.0;;905.0;905.0;;9270.0;;;;;;;9270.0;;9270.0;;3528.0;96.0;3334.0;;;98.0;;5819.0;;;;;;;;65.0;;;65.0;833.0;833.0;1130.0;-297.0;0.0;0.0;0.0;-22.0;;12150.0;;11020.0;6831.0;5701.0;5745.0;4615.0;10273.0;9143.0;4454.0;3324.0;;;3278.0;3597.0;108371.0;104774.0;3597.0;0.0
711;Financial corporations;Consolidated;2011 3rd quarter;93855.0;;;;;;20881.0;20707.0;8151.0;12556.0;174.0;174.0;;;;;;;;;;;;;;14.0;;14.0;55829.0;23598.0;-7962.0;31560.0;23342.0;23296.0;46.0;8226.0;663.0;11.0;;652.0;0.0;;;;14161.0;14161.0;5928.0;-54.0;3723.0;6745.0;-2181.0;;;;;2961.0;2893.0;68.0;;;0.0;;;9.0;;0.0;9.0;85851.0;;;;;;8583.0;3941.0;3105.0;836.0;51.0;;51.0;;;;53496.0;19125.0;-728.0;19853.0;11705.0;11705.0;0.0;14584.0;8082.0;1187.0;6745.0;150.0;;846.0;846.0;;9064.0;;;;;;;9064.0;;9064.0;;3513.0;75.0;3340.0;;;98.0;;5097.0;;;;;;;;14.0;;;14.0;1469.0;1469.0;1132.0;337.0;0.0;0.0;0.0;-223.0;;12298.0;;11166.0;8320.0;7188.0;10653.0;9521.0;14352.0;13220.0;9255.0;8123.0;;;8118.0;8004.0;227774.0;219770.0;8004.0;0.0
712;Financial corporations;Consolidated;2011 4th quarter;92648.0;;;;;;21701.0;21504.0;8376.0;13128.0;197.0;197.0;;;;;;;;;;;;;;18.0;;18.0;54119.0;22912.0;-8411.0;31323.0;36749.0;36726.0;23.0;-6242.0;700.0;19.0;;681.0;0.0;;;;13440.0;13440.0;6138.0;-60.0;3652.0;6066.0;-2356.0;;;;;3346.0;3311.0;35.0;;;0.0;;;24.0;;0.0;24.0;87792.0;;;;;;9244.0;4418.0;3575.0;843.0;62.0;;62.0;;;;55199.0;19527.0;-1005.0;20532.0;33472.0;33472.0;0.0;-5946.0;8146.0;1794.0;6066.0;286.0;;988.0;988.0;;9657.0;;;;;;;9657.0;;9657.0;;3836.0;55.0;3683.0;;;98.0;;3783.0;;;;;;;;15.0;;;15.0;669.0;669.0;1150.0;-481.0;0.0;0.0;0.0;-79.0;;12457.0;;11307.0;7995.0;6845.0;6915.0;5765.0;9220.0;8070.0;5437.0;4287.0;;;4296.0;4856.0;68887.0;64031.0;4856.0;0.0
713;Financial corporations;Consolidated;2011;366867.0;;;;;;85538.0;84743.0;32740.0;52003.0;795.0;795.0;;;;;;;;;;;;;;62.0;;62.0;212609.0;90051.0;-31506.0;121557.0;125369.0;125203.0;166.0;-5502.0;2691.0;53.0;;2638.0;0.0;;;;55498.0;55498.0;24497.0;-216.0;14627.0;25584.0;-8994.0;;;;;13100.0;12760.0;340.0;;;0.0;;;60.0;;0.0;60.0;345933.0;;;;;;35772.0;18043.0;14669.0;3374.0;203.0;;203.0;;;;214772.0;76002.0;-2545.0;78547.0;72563.0;72563.0;0.0;33102.0;33105.0;6337.0;25584.0;1184.0;;3619.0;3619.0;;37564.0;;;;;;;37564.0;;37564.0;;14474.0;351.0;13731.0;;;392.0;;17934.0;;;;;;;;109.0;;;109.0;3877.0;3877.0;4540.0;-663.0;0.0;0.0;0.0;-434.0;;49766.0;;45226.0;31582.0;27042.0;29419.0;24879.0;42360.0;37820.0;24426.0;19886.0;;;19837.0;20934.0;580014.0;559080.0;20934.0;0.0
714;Financial corporations;Consolidated;2012 1st quarter;83869.0;;;;;;21357.0;21121.0;8693.0;12428.0;236.0;236.0;;;;;;;;;;;;;;12.0;;12.0;45065.0;21067.0;-9333.0;30400.0;15632.0;15575.0;57.0;7723.0;643.0;5.0;;638.0;0.0;;;;13986.0;13986.0;6347.0;-87.0;3809.0;6051.0;-2134.0;;;;;3437.0;3383.0;54.0;;;0.0;;;12.0;;0.0;12.0;83524.0;;;;;;7998.0;4331.0;3492.0;839.0;67.0;;67.0;;;;51107.0;18383.0;-1421.0;19804.0;12403.0;12403.0;0.0;12392.0;7929.0;1562.0;6051.0;316.0;;981.0;981.0;;9885.0;;;;;;;9885.0;;9885.0;;3649.0;107.0;3478.0;;;64.0;;4101.0;;;;;;;;11.0;;;11.0;1139.0;1139.0;1057.0;82.0;0.0;0.0;0.0;255.0;;13359.0;;12302.0;8973.0;7916.0;2931.0;1874.0;5839.0;4782.0;1738.0;681.0;;;682.0;345.0;157775.0;157430.0;345.0;0.0
715;Financial corporations;Consolidated;2012 2nd quarter;90451.0;;;;;;21627.0;21365.0;8802.0;12563.0;262.0;262.0;;;;;;;;;;;;;;16.0;;16.0;48764.0;20979.0;-9689.0;30668.0;33700.0;33660.0;40.0;-6574.0;659.0;9.0;;650.0;0.0;;;;16695.0;16695.0;6748.0;-158.0;3819.0;8518.0;-2232.0;;;;;3332.0;3293.0;39.0;;;0.0;;;17.0;;0.0;17.0;88864.0;;;;;;8451.0;5225.0;4373.0;852.0;16.0;;16.0;;;;52974.0;18275.0;-1667.0;19942.0;20086.0;20086.0;0.0;4062.0;10551.0;1669.0;8518.0;364.0;;915.0;915.0;;9605.0;;;;;;;9605.0;;9605.0;;3426.0;68.0;3294.0;;;64.0;;7090.0;;;;;;;;16.0;;;16.0;854.0;854.0;1076.0;-222.0;0.0;0.0;0.0;292.0;;13176.0;;12100.0;7951.0;6875.0;3741.0;2665.0;9822.0;8746.0;2732.0;1656.0;;;1657.0;1587.0;-23425.0;-25012.0;1587.0;0.0
716;Financial corporations;Consolidated;2012 3rd quarter;83600.0;;;;;;21303.0;21118.0;9260.0;11858.0;185.0;185.0;;;;;;;;;;;;;;14.0;;14.0;43777.0;19397.0;-10325.0;29722.0;20989.0;20942.0;47.0;2631.0;760.0;8.0;;752.0;0.0;;;;15134.0;15134.0;6325.0;-96.0;3905.0;7199.0;-2199.0;;;;;3354.0;3267.0;87.0;;;0.0;;;18.0;;0.0;18.0;79276.0;;;;;;7931.0;3950.0;3111.0;839.0;36.0;;36.0;;;;46702.0;16247.0;-1861.0;18108.0;17625.0;17625.0;0.0;4430.0;8400.0;1191.0;7199.0;10.0;;804.0;804.0;;9395.0;;;;;;;9395.0;;9395.0;;3532.0;70.0;3398.0;;;64.0;;5739.0;;;;;;;;13.0;;;13.0;880.0;880.0;1070.0;-190.0;0.0;0.0;0.0;294.0;;13372.0;;12302.0;9400.0;8330.0;6475.0;5405.0;11232.0;10162.0;5493.0;4423.0;;;4428.0;4324.0;98962.0;94638.0;4324.0;0.0
717;Financial corporations;Consolidated;2012 4th quarter;86079.0;;;;;;21694.0;21492.0;9381.0;12111.0;202.0;202.0;;;;;;;;;;;;;;15.0;;15.0;46266.0;18969.0;-10491.0;29460.0;40508.0;40404.0;104.0;-13851.0;640.0;9.0;;631.0;0.0;;;;14450.0;14450.0;6565.0;-73.0;3824.0;6443.0;-2309.0;;;;;3633.0;3468.0;165.0;;;0.0;;;21.0;;0.0;21.0;84775.0;;;;;;8611.0;4407.0;3562.0;845.0;572.0;;572.0;;;;51110.0;16317.0;-1894.0;18211.0;43604.0;43604.0;0.0;-17278.0;8467.0;1711.0;6443.0;313.0;;929.0;929.0;;10247.0;;;;;;;10247.0;;10247.0;;3825.0;129.0;3632.0;;;64.0;;4203.0;;;;;;;;16.0;;;16.0;488.0;488.0;1060.0;-572.0;0.0;0.0;0.0;367.0;;13083.0;;12023.0;8119.0;7059.0;3275.0;2215.0;6357.0;5297.0;2154.0;1094.0;;;1099.0;1304.0;-2533.0;-3837.0;1304.0;0.0
718;Financial corporations;Consolidated;2012;343999.0;;;;;;85981.0;85096.0;36136.0;48960.0;885.0;885.0;;;;;;;;;;;;;;57.0;;57.0;183872.0;80412.0;-39838.0;120250.0;110829.0;110581.0;248.0;-10071.0;2702.0;31.0;;2671.0;0.0;;;;60265.0;60265.0;25985.0;-414.0;15357.0;28211.0;-8874.0;;;;;13756.0;13411.0;345.0;;;0.0;;;68.0;;0.0;68.0;336439.0;;;;;;32991.0;17913.0;14538.0;3375.0;691.0;;691.0;;;;201893.0;69222.0;-6843.0;76065.0;93718.0;93718.0;0.0;3606.0;35347.0;6133.0;28211.0;1003.0;;3629.0;3629.0;;39132.0;;;;;;;39132.0;;39132.0;;14432.0;374.0;13802.0;;;256.0;;21133.0;;;;;;;;56.0;;;56.0;3361.0;3361.0;4263.0;-902.0;0.0;0.0;0.0;1208.0;;52990.0;;48727.0;34443.0;30180.0;16422.0;12159.0;33250.0;28987.0;12117.0;7854.0;;;7866.0;7560.0;230779.0;223219.0;7560.0;0.0
719;Financial corporations;Consolidated;2013 1st quarter;88620.0;;;;;;21204.0;21009.0;9389.0;11620.0;195.0;195.0;;;;;;;;;;;;;;10.0;;10.0;47552.0;18471.0;-10274.0;28745.0;21106.0;21066.0;40.0;7317.0;658.0;3.0;;655.0;0.0;;;;14858.0;14858.0;6905.0;-133.0;3930.0;6364.0;-2208.0;;;;;3852.0;3577.0;275.0;;;0.0;;;1144.0;;0.0;1144.0;86738.0;;;;;;7770.0;4661.0;3642.0;1019.0;165.0;;165.0;;;;52363.0;16044.0;-1497.0;17541.0;12382.0;12382.0;0.0;15873.0;8064.0;1403.0;6364.0;297.0;;966.0;966.0;;10095.0;;;;;;;10095.0;;10095.0;;3610.0;190.0;3420.0;;;0.0;;4763.0;;;;;;;;12.0;;;12.0;1670.0;1670.0;1069.0;601.0;0.0;0.0;0.0;663.0;;13434.0;;12365.0;8618.0;7549.0;3807.0;2738.0;7846.0;6777.0;3083.0;2014.0;;;3146.0;1882.0;3095.0;1213.0;1882.0;0.0
720;Financial corporations;Consolidated;2013 2nd quarter;96637.0;;;;;;21706.0;21391.0;9405.0;11986.0;315.0;315.0;;;;;;;;;;;;;;11.0;;11.0;54200.0;18784.0;-10122.0;28906.0;37490.0;37462.0;28.0;-2754.0;680.0;2.0;;678.0;0.0;;;;17053.0;17053.0;7312.0;-148.0;3808.0;8186.0;-2105.0;;;;;3651.0;3440.0;211.0;;;0.0;;;16.0;;0.0;16.0;92264.0;;;;;;8188.0;5264.0;4269.0;995.0;153.0;;153.0;;;;56150.0;16518.0;-1340.0;17858.0;21239.0;21239.0;0.0;7975.0;10418.0;1867.0;8186.0;365.0;;842.0;842.0;;9963.0;;;;;;;9963.0;;9963.0;;3708.0;168.0;3540.0;;;0.0;;7090.0;;;;;;;;14.0;;;14.0;862.0;862.0;1067.0;-205.0;0.0;0.0;0.0;30.0;;13518.0;;12451.0;8112.0;7045.0;6162.0;5095.0;12353.0;11286.0;5263.0;4196.0;;;4198.0;4373.0;36235.0;31862.0;4373.0;0.0
721;Financial corporations;Consolidated;2013 3rd quarter;90171.0;;;;;;20549.0;20379.0;9253.0;11126.0;170.0;170.0;;;;;;;;;;;;;;10.0;;10.0;50565.0;19223.0;-9635.0;28858.0;29647.0;29627.0;20.0;1013.0;682.0;13.0;;669.0;0.0;;;;15423.0;15423.0;6693.0;-137.0;3898.0;7077.0;-2108.0;;;;;3608.0;3353.0;255.0;;;0.0;;;16.0;;0.0;16.0;83551.0;;;;;;7756.0;4132.0;3130.0;1002.0;180.0;;180.0;;;;51039.0;16097.0;-1009.0;17106.0;13276.0;13276.0;0.0;13599.0;8067.0;1000.0;7077.0;-10.0;;899.0;899.0;;9681.0;;;;;;;9681.0;;9681.0;;3447.0;186.0;3260.0;;;1.0;;5742.0;;;;;;;;13.0;;;13.0;652.0;652.0;1071.0;-419.0;0.0;0.0;0.0;10.0;;12793.0;;11722.0;8491.0;7420.0;8017.0;6946.0;13021.0;11950.0;7279.0;6208.0;;;6211.0;6620.0;86786.0;80166.0;6620.0;0.0
722;Financial corporations;Consolidated;2013 4th quarter;92157.0;;;;;;20968.0;20675.0;9115.0;11560.0;293.0;293.0;;;;;;;;;;;;;;11.0;;11.0;52436.0;18999.0;-9401.0;28400.0;52075.0;52045.0;30.0;-19325.0;687.0;7.0;;680.0;0.0;;;;14899.0;14899.0;6504.0;-157.0;3940.0;6655.0;-2043.0;;;;;3725.0;3518.0;207.0;;;0.0;;;118.0;;0.0;118.0;84629.0;;;;;;8290.0;4765.0;3763.0;1002.0;204.0;;204.0;;;;50780.0;16186.0;-914.0;17100.0;30947.0;30947.0;0.0;-4799.0;8446.0;1476.0;6655.0;315.0;;762.0;762.0;;10026.0;;;;;;;10026.0;;10026.0;;4666.0;167.0;3535.0;;;964.0;;4873.0;;;;;;;;16.0;;;16.0;111.0;111.0;1076.0;-965.0;0.0;0.0;0.0;136.0;;12678.0;;11602.0;7720.0;6644.0;9376.0;8300.0;12546.0;11470.0;7673.0;6597.0;;;6699.0;7528.0;-64214.0;-71742.0;7528.0;0.0
723;Financial corporations;Consolidated;2013;367585.0;;;;;;84427.0;83454.0;37162.0;46292.0;973.0;973.0;;;;;;;;;;;;;;42.0;;42.0;204753.0;75477.0;-39432.0;114909.0;140318.0;140200.0;118.0;-13749.0;2707.0;25.0;;2682.0;0.0;;;;62233.0;62233.0;27414.0;-575.0;15576.0;28282.0;-8464.0;;;;;14836.0;13888.0;948.0;;;0.0;;;1294.0;;0.0;1294.0;347182.0;;;;;;32004.0;18822.0;14804.0;4018.0;702.0;;702.0;;;;210332.0;64845.0;-4760.0;69605.0;77844.0;77844.0;0.0;32648.0;34995.0;5746.0;28282.0;967.0;;3469.0;3469.0;;39765.0;;;;;;;39765.0;;39765.0;;15431.0;711.0;13755.0;;;965.0;;22468.0;;;;;;;;55.0;;;55.0;3295.0;3295.0;4283.0;-988.0;0.0;0.0;0.0;839.0;;52423.0;;48140.0;32941.0;28658.0;27362.0;23079.0;45766.0;41483.0;23298.0;19015.0;;;20254.0;20403.0;61902.0;41499.0;20403.0;0.0
724;Financial corporations;Consolidated;2014 1st quarter;98745.0;;;;;;21173.0;20916.0;9171.0;11745.0;257.0;257.0;;;;;;;;;;;;;;10.0;;10.0;58921.0;20085.0;-9522.0;29607.0;37578.0;37540.0;38.0;539.0;719.0;2.0;;717.0;0.0;;;;14845.0;14845.0;6577.0;16.0;3509.0;6888.0;-2145.0;;;;;3781.0;3628.0;153.0;;;0.0;;;15.0;;0.0;15.0;95437.0;;;;;;7593.0;4632.0;3500.0;1132.0;450.0;;450.0;;;;62483.0;16702.0;-1070.0;17772.0;28039.0;28039.0;0.0;8961.0;8781.0;1576.0;6888.0;317.0;;1239.0;1239.0;;9927.0;;;;;;;9927.0;;9927.0;;3722.0;133.0;3561.0;;;28.0;;4918.0;;;;;;;;10.0;;;10.0;949.0;949.0;1049.0;-100.0;0.0;0.0;0.0;-486.0;;13580.0;;12531.0;8508.0;7459.0;4946.0;3897.0;8684.0;7635.0;3766.0;2717.0;;;2722.0;3308.0;62663.0;59355.0;3308.0;0.0
725;Financial corporations;Consolidated;2014 2nd quarter;104244.0;;;;;;21784.0;21511.0;9117.0;12394.0;273.0;273.0;;;;;;;;;;;;;;9.0;;9.0;61446.0;20041.0;-9592.0;29633.0;43553.0;43514.0;39.0;-2891.0;743.0;3.0;;740.0;0.0;;;;17361.0;17361.0;7120.0;12.0;3438.0;8875.0;-2084.0;;;;;3627.0;3464.0;163.0;;;0.0;;;17.0;;0.0;17.0;100000.0;;;;;;8570.0;5088.0;3973.0;1115.0;384.0;;384.0;;;;63086.0;17281.0;-1192.0;18473.0;21971.0;21971.0;0.0;12649.0;11185.0;1824.0;8875.0;486.0;;1182.0;1182.0;;9913.0;;;;;;;9913.0;;9913.0;;3706.0;297.0;3381.0;;;28.0;;7448.0;;;;;;;;13.0;;;13.0;722.0;722.0;1050.0;-328.0;0.0;0.0;0.0;-112.0;;13214.0;;12164.0;7751.0;6701.0;6111.0;5061.0;12298.0;11248.0;4850.0;3800.0;;;3804.0;4244.0;7789.0;3545.0;4244.0;0.0
