ID;TypeOfDelivery;Periods;TotalTransport_1;TotalRoadTransport_2;AutomotiveLPG_3;TotalMotorGasoline_4;Unleaded95_5;SuperUnleaded98_6;NormalLeaded_7;SuperLeaded_8;TotalTransportDiesel_9;LowSulphurDiesel_10;HighSulphurDiesel_11;NaturalGas_12;Electricity_13;TotalWaterTransport_14;TotalHeatingAndOtherGasoil_15;DeliveriesToInlandWaterTransport_16;DeliveriesToSeaTransport_17;DeliveriesToWaterTransportTraders_18;TotalFuelOil_19;LowSulphurFuelOil_20;HighSulphurFuelOil_21;TotalAirTransport_22;KeroseneTypeJetFuel_23;AviationGasoline_24;GasolineTypeJetFuel_25;TotalRailTransport_26;HeatingAndOtherGasoil_27;Electricity_28;AutomotiveLPG_29;TotalMotorGasoline_30;Unleaded95_31;SuperUnleaded98_32;NormalLeaded_33;SuperLeaded_34;TotalTransportDiesel_35;LowSulphurDiesel_36;HighSulphurDiesel_37;NaturalGas_38;Electricity_39;TotalHeatingAndOtherGasoil_40;DeliveriesToInlandWaterTransport_41;DeliveriesToSeaTransport_42;DeliveriesToWaterTransportTraders_43;TotalFuelOil_44;LowSulphurFuelOil_45;HighSulphurFuelOil_46;KeroseneTypeJetFuel_47;AviationGasoline_48;GasolineTypeJetFuel_49;HeatingOilAndOtherGasoil_50;Electricity_51;AutomotiveLPG_52;TotalMotorGasoline_53;Unleaded95_54;SuperUnleaded98_55;NormalLeaded_56;SuperLeaded_57;TotalTransportDiesel_58;LowSulphurDiesel_59;HighSulphurDiesel_60
486;Deliveries for final consumption;2005 3rd quarter;117.4;113.0;4.0;44.1;42.3;1.8;;;64.9;64.9;;0.0;0.0;1.9;1.9;1.9;;;;;;0.8;0.8;0.0;;1.7;0.4;1.3;89.0;1003.0;961.0;42.0;;;1520.0;1520.0;;0.0;1.0;45.0;45.0;;;;;;17.0;1.0;;8.0;364.0;167.0;1338.0;1282.0;56.0;;;1818.0;1818.0;
487;Deliveries for final consumption;2005 October;40.2;38.7;1.4;14.7;14.2;0.6;;;22.5;22.5;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;31.0;335.0;322.0;13.0;;;528.0;528.0;;;;16.0;16.0;;;;;;5.0;0.0;;;;58.0;447.0;429.0;18.0;;;632.0;632.0;
488;Deliveries for final consumption;2005 November;42.4;40.8;1.5;15.5;14.9;0.6;;;23.9;23.9;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;33.0;352.0;338.0;13.0;;;560.0;560.0;;;;17.0;17.0;;;;;;4.0;0.0;;;;61.0;469.0;451.0;18.0;;;669.0;669.0;
489;Deliveries for final consumption;2005 December;42.3;40.9;1.6;16.0;15.4;0.6;;;23.3;23.3;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;34.0;363.0;350.0;14.0;;;546.0;546.0;;;;16.0;16.0;;;;;;5.0;0.0;;;;65.0;485.0;466.0;19.0;;;653.0;653.0;
490;Deliveries for final consumption;2005 4th quarter;124.9;120.4;4.4;46.2;44.4;1.8;;;69.7;69.7;;0.0;0.0;2.1;2.1;2.1;;;;;;0.6;0.6;0.0;;1.9;0.4;1.5;98.0;1050.0;1010.0;40.0;;;1633.0;1633.0;;0.0;1.0;49.0;49.0;;;;;;14.0;0.0;;8.0;416.0;184.0;1400.0;1347.0;54.0;;;1954.0;1954.0;
491;Deliveries for final consumption;2005;482.2;463.6;16.2;180.2;172.7;7.5;;;267.1;267.1;;0.0;0.0;8.4;8.4;8.4;;;;;;3.1;3.0;0.1;;7.2;1.4;5.8;358.0;4096.0;3925.0;171.0;;;6255.0;6255.0;;1.0;6.0;196.0;196.0;;;;;;68.0;2.0;;33.0;1603.0;676.0;5466.0;5236.0;230.0;;;7481.0;7481.0;
492;Deliveries for final consumption;2006 January;39.9;38.5;1.4;14.9;14.4;0.5;;;22.3;22.3;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;30.0;339.0;328.0;11.0;;;521.0;521.0;;;;14.0;14.0;;;;;;4.0;0.0;;;;56.0;452.0;437.0;15.0;;;623.0;623.0;
493;Deliveries for final consumption;2006 February;38.0;36.7;1.3;13.7;13.3;0.5;;;21.6;21.6;;;;0.6;0.6;0.6;;;;;;0.1;0.1;0.0;;;;;29.0;312.0;301.0;11.0;;;507.0;507.0;;;;14.0;14.0;;;;;;3.0;0.0;;;;54.0;416.0;402.0;14.0;;;606.0;606.0;
494;Deliveries for final consumption;2006 March;44.4;42.8;1.3;16.0;15.4;0.6;;;25.5;25.5;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;30.0;364.0;350.0;14.0;;;596.0;596.0;;;;17.0;17.0;;;;;;5.0;0.0;;;;56.0;485.0;467.0;19.0;;;713.0;713.0;
495;Deliveries for final consumption;2006 1st quarter;122.4;118.0;4.0;44.6;43.0;1.6;;;69.3;69.3;;0.0;0.0;1.9;1.9;1.9;;;;;;0.5;0.5;0.0;;2.0;0.4;1.7;88.0;1014.0;978.0;36.0;;;1624.0;1624.0;;0.0;1.0;44.0;44.0;;;;;;11.0;0.0;;8.0;458.0;167.0;1353.0;1305.0;48.0;;;1943.0;1943.0;
496;Deliveries for final consumption;2006 April;40.1;38.5;1.2;15.1;14.4;0.6;;;22.2;22.2;;;;0.8;0.8;0.8;;;;;;0.2;0.2;0.0;;;;;27.0;342.0;328.0;14.0;;;520.0;520.0;;;;19.0;19.0;;;;;;4.0;0.0;;;;50.0;456.0;438.0;18.0;;;622.0;622.0;
497;Deliveries for final consumption;2006 May;44.5;42.8;1.2;16.4;15.7;0.7;;;25.2;25.2;;;;0.9;0.9;0.9;;;;;;0.2;0.2;0.0;;;;;27.0;372.0;357.0;15.0;;;590.0;590.0;;;;21.0;21.0;;;;;;5.0;0.0;;;;51.0;496.0;476.0;20.0;;;705.0;705.0;
498;Deliveries for final consumption;2006 June;42.7;41.2;1.2;15.8;15.1;0.7;;;24.2;24.2;;;;0.7;0.7;0.7;;;;;;0.1;0.1;0.0;;;;;26.0;359.0;344.0;15.0;;;568.0;568.0;;;;17.0;17.0;;;;;;3.0;0.0;;;;49.0;479.0;458.0;20.0;;;679.0;679.0;
499;Deliveries for final consumption;2006 2nd quarter;127.3;122.5;3.6;47.2;45.3;1.9;;;71.6;71.6;;0.0;0.0;2.5;2.5;2.5;;;;;;0.5;0.5;0.0;;1.8;0.4;1.4;80.0;1073.0;1029.0;44.0;;;1678.0;1678.0;;0.0;1.0;57.0;57.0;;;;;;12.0;1.0;;8.0;394.0;150.0;1431.0;1372.0;59.0;;;2007.0;2007.0;
500;Deliveries for final consumption;2006 July;38.5;36.8;1.1;14.2;13.7;0.6;;;21.5;21.5;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;23.0;324.0;311.0;13.0;;;503.0;503.0;;;;24.0;24.0;;;;;;4.0;0.0;;;;44.0;432.0;414.0;18.0;;;601.0;601.0;
501;Deliveries for final consumption;2006 August;40.1;38.5;1.2;15.3;14.7;0.6;;;22.0;22.0;;;;0.8;0.8;0.8;;;;;;0.2;0.2;0.0;;;;;27.0;348.0;335.0;14.0;;;515.0;515.0;;;;18.0;18.0;;;;;;5.0;0.0;;;;51.0;464.0;446.0;18.0;;;616.0;616.0;
502;Deliveries for final consumption;2006 September;40.4;38.7;1.1;15.0;14.4;0.6;;;22.6;22.6;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;25.0;340.0;326.0;14.0;;;529.0;529.0;;;;22.0;22.0;;;;;;4.0;0.0;;;;47.0;454.0;435.0;19.0;;;632.0;632.0;
503;Deliveries for final consumption;2006 3rd quarter;119.0;114.0;3.4;44.5;42.8;1.8;;;66.0;66.0;;0.0;0.0;2.7;2.7;2.7;;;;;;0.6;0.6;0.0;;1.7;0.4;1.3;75.0;1012.0;972.0;41.0;;;1547.0;1547.0;;0.0;1.0;64.0;64.0;;;;;;13.0;1.0;;8.0;370.0;142.0;1350.0;1295.0;54.0;;;1850.0;1850.0;
504;Deliveries for final consumption;2006 October;43.3;41.1;1.2;15.4;14.9;0.6;;;24.5;24.5;;;;1.4;1.4;1.4;;;;;;0.2;0.2;0.0;;;;;27.0;351.0;338.0;13.0;;;573.0;573.0;;;;32.0;32.0;;;;;;5.0;0.0;;;;50.0;468.0;450.0;18.0;;;685.0;685.0;
505;Deliveries for final consumption;2006 November;44.1;42.5;1.4;15.9;15.3;0.6;;;25.2;25.2;;;;0.7;0.7;0.7;;;;;;0.3;0.3;0.0;;;;;31.0;361.0;348.0;13.0;;;590.0;590.0;;;;16.0;16.0;;;;;;7.0;0.0;;;;58.0;482.0;464.0;18.0;;;706.0;706.0;
506;Deliveries for final consumption;2006 December;40.6;39.6;1.2;15.8;15.2;0.6;;;22.6;22.6;;;;0.3;0.3;0.3;;;;;;0.1;0.1;0.0;;;;;27.0;359.0;345.0;13.0;;;529.0;529.0;;;;6.0;6.0;;;;;;2.0;0.0;;;;51.0;478.0;461.0;18.0;;;633.0;633.0;
507;Deliveries for final consumption;2006 4th quarter;127.9;123.2;3.8;47.1;45.4;1.7;;;72.3;72.3;;0.0;0.0;2.3;2.3;2.3;;;;;;0.6;0.6;0.0;;1.7;0.4;1.4;85.0;1071.0;1031.0;40.0;;;1693.0;1693.0;;0.0;1.0;54.0;54.0;;;;;;14.0;0.0;;8.0;382.0;160.0;1429.0;1375.0;53.0;;;2025.0;2025.0;
508;Deliveries for final consumption;2006;496.6;477.7;14.8;183.5;176.5;7.0;;;279.3;279.3;;0.1;0.0;9.4;9.4;9.4;;;;;;2.3;2.2;0.1;;7.2;1.4;5.8;328.0;4170.0;4010.0;160.0;;;6541.0;6541.0;;2.0;6.0;220.0;220.0;;;;;;50.0;2.0;;33.0;1603.0;618.0;5563.0;5348.0;215.0;;;7825.0;7825.0;
509;Deliveries for final consumption;2007 January;40.7;38.9;1.2;15.3;14.9;0.4;;;22.4;22.4;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;27.0;348.0;339.0;9.0;;;524.0;524.0;;;;24.0;24.0;;;;;;5.0;0.0;;;;52.0;464.0;452.0;12.0;;;626.0;626.0;
510;Deliveries for final consumption;2007 February;38.8;37.1;1.2;13.9;13.5;0.4;;;22.0;22.0;;;;0.8;0.8;0.8;;;;;;0.2;0.2;0.0;;;;;26.0;317.0;307.0;10.0;;;516.0;516.0;;;;19.0;19.0;;;;;;5.0;0.0;;;;49.0;423.0;410.0;13.0;;;617.0;617.0;
511;Deliveries for final consumption;2007 March;44.9;43.1;1.3;16.2;15.7;0.5;;;25.6;25.6;;;;1.0;1.0;1.0;;;;;;0.2;0.2;0.0;;;;;28.0;369.0;357.0;11.0;;;598.0;598.0;;;;23.0;23.0;;;;;;5.0;0.0;;;;53.0;492.0;477.0;15.0;;;715.0;715.0;
512;Deliveries for final consumption;2007 1st quarter;124.4;119.1;3.7;45.5;44.1;1.3;;;69.9;69.9;;0.0;0.0;2.8;2.8;2.8;;;;;;0.7;0.7;0.0;;1.8;0.4;1.5;81.0;1033.0;1003.0;30.0;;;1638.0;1638.0;;1.0;2.0;66.0;66.0;;;;;;15.0;0.0;;8.0;413.0;154.0;1379.0;1338.0;40.0;;;1958.0;1958.0;
513;Deliveries for final consumption;2007 April;40.4;39.0;1.2;15.1;14.5;0.6;;;22.7;22.7;;;;0.5;0.5;0.5;;;;;;0.3;0.3;0.0;;;;;27.0;342.0;329.0;13.0;;;532.0;532.0;;;;12.0;12.0;;;;;;6.0;0.0;;;;51.0;457.0;439.0;18.0;;;636.0;636.0;
514;Deliveries for final consumption;2007 May;43.9;42.5;1.3;16.4;15.9;0.5;;;24.8;24.8;;;;0.6;0.6;0.6;;;;;;0.3;0.3;0.0;;;;;29.0;372.0;361.0;11.0;;;582.0;582.0;;;;13.0;13.0;;;;;;6.0;0.0;;;;54.0;496.0;481.0;15.0;;;696.0;696.0;
515;Deliveries for final consumption;2007 June;42.6;41.2;1.2;15.5;15.1;0.5;;;24.5;24.5;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;27.0;353.0;343.0;10.0;;;573.0;573.0;;;;15.0;15.0;;;;;;3.0;0.0;;;;50.0;471.0;457.0;14.0;;;685.0;685.0;
516;Deliveries for final consumption;2007 2nd quarter;126.8;122.7;3.7;46.9;45.4;1.5;;;72.0;72.0;;0.0;0.0;1.7;1.7;1.7;;;;;;0.7;0.7;0.0;;1.7;0.4;1.3;82.0;1067.0;1032.0;35.0;;;1687.0;1687.0;;1.0;2.0;40.0;40.0;;;;;;16.0;1.0;;8.0;362.0;155.0;1423.0;1377.0;46.0;;;2016.0;2016.0;
517;Deliveries for final consumption;2007 July;40.8;39.5;1.2;15.4;15.0;0.5;;;22.8;22.8;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;27.0;350.0;340.0;10.0;;;535.0;535.0;;;;13.0;13.0;;;;;;5.0;0.0;;;;50.0;467.0;453.0;14.0;;;639.0;639.0;
518;Deliveries for final consumption;2007 August;40.9;39.6;1.1;15.4;15.0;0.4;;;23.0;23.0;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;25.0;351.0;341.0;10.0;;;538.0;538.0;;;;14.0;14.0;;;;;;4.0;0.0;;;;48.0;468.0;455.0;14.0;;;643.0;643.0;
519;Deliveries for final consumption;2007 September;40.7;39.4;1.2;14.5;14.1;0.4;;;23.7;23.7;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;26.0;330.0;321.0;10.0;;;554.0;554.0;;;;14.0;14.0;;;;;;4.0;0.0;;;;49.0;441.0;428.0;13.0;;;662.0;662.0;
520;Deliveries for final consumption;2007 3rd quarter;122.4;118.4;3.5;45.4;44.1;1.3;;;69.5;69.5;;0.0;0.0;1.7;1.7;1.7;;;;;;0.6;0.5;0.0;;1.7;0.4;1.4;78.0;1032.0;1001.0;30.0;;;1627.0;1627.0;;1.0;2.0;41.0;41.0;;;;;;12.0;1.0;;8.0;380.0;146.0;1376.0;1336.0;40.0;;;1943.0;1943.0;
521;Deliveries for final consumption;2007 October;43.4;41.9;1.3;15.4;15.0;0.5;;;25.2;25.2;;;;0.6;0.6;0.6;;;;;;0.3;0.3;0.0;;;;;28.0;351.0;340.0;11.0;;;590.0;590.0;;;;14.0;14.0;;;;;;6.0;0.0;;;;53.0;468.0;454.0;14.0;;;704.0;704.0;
522;Deliveries for final consumption;2007 November;44.1;42.7;1.2;15.5;15.0;0.5;;;25.9;25.9;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;28.0;352.0;341.0;11.0;;;607.0;607.0;;;;15.0;15.0;;;;;;4.0;0.0;;;;52.0;470.0;455.0;14.0;;;725.0;725.0;
523;Deliveries for final consumption;2007 December;40.5;39.2;1.1;15.5;15.1;0.4;;;22.6;22.6;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;25.0;352.0;343.0;9.0;;;529.0;529.0;;;;13.0;13.0;;;;;;4.0;0.0;;;;47.0;470.0;458.0;12.0;;;632.0;632.0;
524;Deliveries for final consumption;2007 4th quarter;128.0;123.8;3.6;46.4;45.1;1.3;;;73.7;73.7;;0.0;0.0;1.8;1.8;1.8;;;;;;0.6;0.6;0.0;;1.9;0.4;1.5;80.0;1055.0;1025.0;30.0;;;1726.0;1726.0;;1.0;2.0;41.0;41.0;;;;;;14.0;0.0;;8.0;420.0;152.0;1407.0;1367.0;40.0;;;2062.0;2062.0;
525;Deliveries for final consumption;2007;501.7;484.0;14.5;184.2;178.7;5.5;;;285.1;285.1;;0.1;0.0;8.0;8.0;8.0;;;;;;2.6;2.5;0.1;;7.1;1.4;5.7;322.0;4187.0;4062.0;125.0;;;6677.0;6677.0;;3.0;6.0;188.0;188.0;;;;;;58.0;2.0;;33.0;1575.0;607.0;5585.0;5418.0;167.0;;;7979.0;7979.0;
526;Deliveries for final consumption;2008 January;42.0;40.6;1.3;15.2;14.8;0.4;;;24.1;24.1;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;28.0;346.0;337.0;9.0;;;563.0;563.0;;;;13.0;13.0;;;;;;5.0;0.0;;;;53.0;461.0;449.0;12.0;;;673.0;673.0;
527;Deliveries for final consumption;2008 February;41.0;39.8;1.2;14.5;14.1;0.4;;;24.0;24.0;;;;0.4;0.4;0.4;;;;;;0.2;0.2;0.0;;;;;27.0;330.0;321.0;8.0;;;562.0;562.0;;;;10.0;10.0;;;;;;4.0;0.0;;;;51.0;440.0;428.0;11.0;;;672.0;672.0;
528;Deliveries for final consumption;2008 March;43.5;42.2;1.3;15.6;15.2;0.4;;;25.3;25.3;;;;0.5;0.5;0.5;;;;;;0.1;0.1;0.0;;;;;28.0;355.0;346.0;9.0;;;593.0;593.0;;;;13.0;13.0;;;;;;3.0;0.0;;;;52.0;474.0;461.0;12.0;;;709.0;709.0;
529;Deliveries for final consumption;2008 1st quarter;126.5;122.5;3.7;45.3;44.2;1.2;;;73.4;73.4;;0.0;0.0;1.5;1.5;1.5;;;;;;0.5;0.5;0.0;;1.9;0.4;1.6;83.0;1030.0;1004.0;27.0;;;1719.0;1719.0;;1.0;2.0;36.0;36.0;;;;;;12.0;0.0;;8.0;437.0;156.0;1375.0;1339.0;36.0;;;2053.0;2053.0;
530;Deliveries for final consumption;2008 April;43.5;42.1;1.3;15.7;15.2;0.4;;;25.1;25.1;;;;0.7;0.7;0.7;;;;;;0.2;0.2;0.0;;;;;29.0;356.0;346.0;10.0;;;588.0;588.0;;;;16.0;16.0;;;;;;4.0;0.0;;;;54.0;476.0;462.0;14.0;;;702.0;702.0;
531;Deliveries for final consumption;2008 May;42.9;41.5;1.2;15.7;15.2;0.5;;;24.6;24.6;;;;0.6;0.6;0.6;;;;;;0.2;0.1;0.0;;;;;28.0;356.0;345.0;11.0;;;576.0;576.0;;;;15.0;15.0;;;;;;3.0;0.0;;;;52.0;476.0;461.0;15.0;;;688.0;688.0;
532;Deliveries for final consumption;2008 June;41.5;40.1;1.2;15.1;14.7;0.4;;;23.8;23.8;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;27.0;342.0;334.0;9.0;;;558.0;558.0;;;;13.0;13.0;;;;;;4.0;0.0;;;;50.0;458.0;446.0;12.0;;;667.0;667.0;
533;Deliveries for final consumption;2008 2nd quarter;127.9;123.7;3.8;46.4;45.1;1.3;;;73.5;73.5;;0.0;0.0;1.9;1.9;1.9;;;;;;0.5;0.5;0.0;;1.7;0.4;1.4;83.0;1055.0;1024.0;30.0;;;1722.0;1722.0;;1.0;2.0;44.0;44.0;;;;;;11.0;1.0;;8.0;381.0;157.0;1410.0;1369.0;41.0;;;2058.0;2058.0;
534;Deliveries for final consumption;2008 July;40.7;39.5;1.3;15.0;14.6;0.4;;;23.2;23.2;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;28.0;341.0;332.0;9.0;;;543.0;543.0;;;;11.0;11.0;;;;;;5.0;0.0;;;;52.0;456.0;444.0;12.0;;;649.0;649.0;
535;Deliveries for final consumption;2008 August;37.9;36.6;1.1;14.3;13.9;0.4;;;21.1;21.1;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;25.0;325.0;316.0;9.0;;;494.0;494.0;;;;14.0;14.0;;;;;;5.0;0.0;;;;47.0;435.0;423.0;12.0;;;591.0;591.0;
536;Deliveries for final consumption;2008 September;42.9;41.7;1.4;15.3;15.0;0.3;;;25.0;25.0;;;;0.5;0.5;0.5;;;;;;0.2;0.1;0.0;;;;;30.0;347.0;340.0;7.0;;;585.0;585.0;;;;12.0;12.0;;;;;;3.0;0.0;;;;57.0;464.0;455.0;10.0;;;699.0;699.0;
537;Deliveries for final consumption;2008 3rd quarter;121.5;117.7;3.8;44.6;43.5;1.1;;;69.3;69.3;;0.0;0.0;1.6;1.6;1.6;;;;;;0.6;0.6;0.0;;1.7;0.4;1.3;83.0;1014.0;989.0;26.0;;;1623.0;1623.0;;1.0;2.0;36.0;36.0;;;;;;13.0;1.0;;8.0;361.0;157.0;1356.0;1321.0;34.0;;;1939.0;1939.0;
538;Deliveries for final consumption;2008 October;44.1;42.7;1.4;16.3;15.9;0.3;;;25.0;25.0;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;31.0;370.0;362.0;8.0;;;586.0;586.0;;;;12.0;12.0;;;;;;5.0;0.0;;;;59.0;494.0;483.0;11.0;;;700.0;700.0;
539;Deliveries for final consumption;2008 November;41.1;39.8;1.3;14.9;14.6;0.3;;;23.6;23.6;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;28.0;339.0;332.0;7.0;;;553.0;553.0;;;;12.0;12.0;;;;;;4.0;0.0;;;;53.0;452.0;443.0;9.0;;;660.0;660.0;
540;Deliveries for final consumption;2008 December;41.6;40.4;1.3;15.9;15.6;0.4;;;23.1;23.1;;;;0.5;0.5;0.5;;;;;;0.1;0.1;0.0;;;;;29.0;362.0;354.0;8.0;;;541.0;541.0;;;;12.0;12.0;;;;;;3.0;0.0;;;;55.0;484.0;473.0;11.0;;;646.0;646.0;
541;Deliveries for final consumption;2008 4th quarter;126.8;122.8;4.0;47.1;46.1;1.0;;;71.7;71.7;;0.0;0.0;1.5;1.5;1.5;;;;;;0.5;0.5;0.0;;1.9;0.4;1.5;89.0;1070.0;1047.0;23.0;;;1679.0;1679.0;;1.0;2.0;36.0;36.0;;;;;;11.0;0.0;;8.0;429.0;114.0;1430.0;1399.0;31.0;;;2006.0;2006.0;
542;Deliveries for final consumption;2008;502.7;486.8;15.3;183.4;178.8;4.7;;;287.9;287.9;;0.1;0.0;6.5;6.5;6.5;;;;;;2.1;2.0;0.1;;7.2;1.4;5.8;338.0;4169.0;4064.0;106.0;;;6743.0;6743.0;;4.0;7.0;153.0;153.0;;;;;;47.0;2.0;;33.0;1607.0;584.0;5570.0;5428.0;142.0;;;8056.0;8056.0;
543;Deliveries for final consumption;2009 January;39.4;38.0;1.3;15.1;14.7;0.3;;;21.6;21.6;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;29.0;343.0;335.0;7.0;;;506.0;506.0;;;;12.0;12.0;;;;;;4.0;0.0;;;;55.0;458.0;448.0;10.0;;;604.0;604.0;
544;Deliveries for final consumption;2009 February;38.4;36.9;1.2;14.3;14.0;0.3;;;21.3;21.3;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;27.0;324.0;319.0;6.0;;;500.0;500.0;;;;15.0;15.0;;;;;;4.0;0.0;;;;51.0;434.0;426.0;8.0;;;597.0;597.0;
545;Deliveries for final consumption;2009 March;42.9;41.6;1.3;16.0;15.7;0.3;;;24.3;24.3;;;;0.4;0.4;0.4;;;;;;0.2;0.2;0.0;;;;;28.0;363.0;356.0;6.0;;;570.0;570.0;;;;10.0;10.0;;;;;;5.0;0.0;;;;53.0;485.0;476.0;9.0;;;681.0;681.0;
546;Deliveries for final consumption;2009 1st quarter;120.7;116.5;3.8;45.3;44.4;0.9;;;67.3;67.3;;0.1;0.0;1.6;1.6;1.6;;;;;;0.6;0.5;0.0;;2.1;0.3;1.8;85.0;1030.0;1010.0;20.0;;;1575.0;1575.0;;2.0;2.0;37.0;37.0;;;;;;13.0;0.0;;7.0;485.0;160.0;1377.0;1350.0;27.0;;;1883.0;1883.0;
547;Deliveries for final consumption;2009 April;41.2;39.8;1.3;15.5;15.1;0.3;;;23.1;23.1;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;28.0;352.0;344.0;8.0;;;541.0;541.0;;;;13.0;13.0;;;;;;4.0;0.0;;;;52.0;470.0;459.0;11.0;;;646.0;646.0;
548;Deliveries for final consumption;2009 May;41.4;40.1;1.2;15.7;15.4;0.3;;;23.2;23.2;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;27.0;356.0;349.0;7.0;;;544.0;544.0;;;;11.0;11.0;;;;;;4.0;0.0;;;;51.0;477.0;467.0;10.0;;;650.0;650.0;
549;Deliveries for final consumption;2009 June;41.3;40.0;1.2;15.4;15.1;0.3;;;23.3;23.3;;;;0.6;0.6;0.6;;;;;;0.2;0.2;0.0;;;;;27.0;350.0;343.0;7.0;;;545.0;545.0;;;;13.0;13.0;;;;;;4.0;0.0;;;;51.0;469.0;459.0;10.0;;;652.0;652.0;
550;Deliveries for final consumption;2009 2nd quarter;123.8;119.9;3.7;46.6;45.6;1.0;;;69.6;69.6;;0.1;0.0;1.6;1.6;1.6;;;;;;0.5;0.5;0.0;;1.8;0.3;1.5;82.0;1058.0;1036.0;22.0;;;1630.0;1630.0;;2.0;2.0;37.0;37.0;;;;;;12.0;1.0;;7.0;403.0;155.0;1415.0;1385.0;30.0;;;1948.0;1948.0;
551;Deliveries for final consumption;2009 July;41.6;40.4;1.2;15.5;15.3;0.3;;;23.6;23.6;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;28.0;353.0;347.0;6.0;;;552.0;552.0;;;;12.0;12.0;;;;;;4.0;0.0;;;;52.0;473.0;464.0;9.0;;;659.0;659.0;
552;Deliveries for final consumption;2009 August;36.2;35.0;1.3;14.1;13.8;0.3;;;19.7;19.7;;;;0.5;0.5;0.5;;;;;;0.2;0.1;0.0;;;;;28.0;319.0;313.0;7.0;;;460.0;460.0;;;;11.0;11.0;;;;;;3.0;0.0;;;;53.0;427.0;418.0;9.0;;;550.0;550.0;
553;Deliveries for final consumption;2009 September;41.8;40.5;1.4;16.6;16.3;0.3;;;22.5;22.5;;;;0.5;0.5;0.5;;;;;;0.2;0.2;0.0;;;;;30.0;377.0;371.0;6.0;;;526.0;526.0;;;;13.0;13.0;;;;;;5.0;0.0;;;;57.0;504.0;496.0;8.0;;;629.0;629.0;
554;Deliveries for final consumption;2009 3rd quarter;119.4;115.9;3.9;46.2;45.4;0.8;;;65.7;65.7;;0.1;0.0;1.4;1.4;1.4;;;;;;0.6;0.5;0.0;;1.6;0.3;1.3;86.0;1050.0;1031.0;19.0;;;1539.0;1539.0;;2.0;2.0;34.0;34.0;;;;;;12.0;1.0;;7.0;350.0;162.0;1404.0;1378.0;26.0;;;1839.0;1839.0;
555;Deliveries for final consumption;2009 October;42.2;40.9;1.2;15.4;15.1;0.3;;;24.3;24.3;;;;0.6;0.6;0.6;;;;;;0.1;0.1;0.0;;;;;27.0;349.0;343.0;6.0;;;569.0;569.0;;;;13.0;13.0;;;;;;2.0;0.0;;;;50.0;466.0;458.0;8.0;;;680.0;680.0;
556;Deliveries for final consumption;2009 November;40.8;39.5;1.2;14.9;14.7;0.2;;;23.4;23.4;;;;0.5;0.5;0.5;;;;;;0.1;0.1;0.0;;;;;26.0;338.0;334.0;5.0;;;549.0;549.0;;;;12.0;12.0;;;;;;3.0;0.0;;;;48.0;452.0;445.0;6.0;;;656.0;656.0;
557;Deliveries for final consumption;2009 December;40.3;39.0;1.2;15.4;15.2;0.2;;;22.4;22.4;;;;0.6;0.6;0.6;;;;;;0.1;0.1;0.0;;;;;26.0;350.0;345.0;5.0;;;525.0;525.0;;;;13.0;13.0;;;;;;3.0;0.0;;;;50.0;468.0;462.0;6.0;;;627.0;627.0;
558;Deliveries for final consumption;2009 4th quarter;123.3;119.4;3.6;45.6;45.0;0.7;;;70.1;70.1;;0.1;0.0;1.7;1.7;1.7;;;;;;0.4;0.4;0.0;;1.8;0.3;1.5;79.0;1037.0;1022.0;15.0;;;1642.0;1642.0;;2.0;2.0;39.0;39.0;;;;;;9.0;0.0;;7.0;420.0;148.0;1386.0;1365.0;20.0;;;1963.0;1963.0;
