ID;Airports;Periods;CrossCountryFlights_1;LocalFlights_2;TotalFlights_3;Scheduled_4;NonScheduled_5;TotalArrivalsFlights_6;Scheduled_7;NonScheduled_8;TotalDeparturesFlights_9;Scheduled_10;NonScheduled_11;TotalPassengers_12;Scheduled_13;NonScheduled_14;TotalArrivalsPassengers_15;Scheduled_16;NonScheduled_17;TotalDeparturesPassengers_18;Scheduled_19;NonScheduled_20;TotalCountryOfOriginDestination_21;EuropeTotal_22;EUCountries_23;OtherEurope_24;TotalIntercontinentalPassengers_25;Africa_26;NorthAfrica_27;WestAfrica_28;CentralAfrica_29;EastAfrica_30;SouthAfrica_31;America_32;NorthAmerica_33;CentralAmerica_34;SouthAmerica_35;Asia_36;WestAsia_37;SouthEastAsia_38;NorthEastAsia_39;Oceania_40;OtherUnknown_41;Unknown_42;TotalCargo_43;ScheduledCargo_44;NonScheduledCargo_45;TotalUnloadedCargo_46;ScheduledCargo_47;NonScheduledCargo_48;TotalLoadedCargo_49;ScheduledCargo_50;NonScheduledCargo_51;TotalCountryOfOriginDestination_52;EuropeTotalCargo_53;EUCountries_54;OtherEurope_55;TotalIntercontinentalCargo_56;Africa_57;NorthAfrica_58;WestAfrica_59;CentralAfrica_60;EastAfrica_61;SouthAfrica_62;America_63;NorthAmerica_64;CentralAmerica_65;SouthAmerica_66;Asia_67;WestAsia_68;SouthEastAsia_69;NorthEastAsia_70;Oceania_71;OtherUnknown_72;Unknown_73;TotalMail_74;ScheduledMail_75;NonScheduledCargoMail_76;TotalUnloadedMail_77;ScheduledMail_78;NonScheduledMail_79;TotalLoadedMail_80;ScheduledMail_81;NonScheduledMail_82;TotalCountryOfOriginDestination_83;EuropeTotalMail_84;EUCountries_85;OtherEurope_86;TotalIntercontinentalMail_87;Africa_88;NorthAfrica_89;WestAfrica_90;CentralAfrica_91;EastAfrica_92;SouthAfrica_93;America_94;NorthAmerica_95;CentralAmerica_96;SouthAmerica_97;Asia_98;WestAsia_99;SouthEastAsia_100;NorthEastAsia_101;Oceania_102
1116;Rotterdam The Hague Airport;2012 February;2083;1328;1159;970.0;189;577;485.0;92;582;485.0;97;78132;73250.0;4882;37891;35328.0;2563;40241;37922.0;2319;78132;77992;75711;2281;140;140;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1117;Rotterdam The Hague Airport;2012 March;2518;1996;1245;1040.0;205;619;517.0;102;626;523.0;103;91418;88002.0;3416;47043;45332.0;1711;44375;42670.0;1705;91418;91418;88258;3160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1118;Rotterdam The Hague Airport;2012 1st quarter;6628;4570;3557;2998.0;559;1769;1496.0;273;1788;1502.0;286;244616;233002.0;11614;123527;117762.0;5765;121089;115240.0;5849;244616;244476;236597;7879;140;140;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1119;Rotterdam The Hague Airport;2012 April;2139;1780;1116;849.0;267;555;424.0;131;561;425.0;136;81633;72053.0;9580;38950;35252.0;3698;42683;36801.0;5882;81633;81633;77984;3649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1120;Rotterdam The Hague Airport;2012 May;2770;2188;1485;1070.0;415;741;531.0;210;744;539.0;205;121917;95875.0;26042;59897;47317.0;12580;62020;48558.0;13462;121917;121917;110040;11877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;0;0;30;0;30;30;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1121;Rotterdam The Hague Airport;2012 June;2552;1894;1444;1033.0;411;720;514.0;206;724;519.0;205;118269;93713.0;24556;59390;46964.0;12426;58879;46749.0;12130;118269;117134;105276;11858;1135;1135;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1122;Rotterdam The Hague Airport;2012 2nd quarter;7461;5862;4045;2952.0;1093;2016;1469.0;547;2029;1483.0;546;321819;261641.0;60178;158237;129533.0;28704;163582;132108.0;31474;321819;320684;293300;27384;1135;1135;1135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;31;0;0;0;31;0;31;31;31;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1123;Rotterdam The Hague Airport;2012 July;2714;1786;1465;1005.0;460;735;502.0;233;730;503.0;227;130946;101123.0;29823;61128;47444.0;13684;69818;53679.0;16139;130946;129979;115874;14105;967;967;967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1124;Rotterdam The Hague Airport;2012 August;2617;1912;1435;1002.0;433;736;521.0;215;699;481.0;218;130966;100976.0;29990;70158;53630.0;16528;60808;47346.0;13462;130966;130365;117322;13043;601;601;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1125;Rotterdam The Hague Airport;2012 September;2572;2110;1397;1010.0;387;701;505.0;196;696;505.0;191;123655;98288.0;25367;62143;49477.0;12666;61512;48811.0;12701;123655;123171;111367;11804;484;484;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1126;Rotterdam The Hague Airport;2012 3rd quarter;7903;5808;4297;3017.0;1280;2172;1528.0;644;2125;1489.0;636;385567;300387.0;85180;193429;150551.0;42878;192138;149836.0;42302;385567;383515;344563;38952;2052;2052;2052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1127;Rotterdam The Hague Airport;2012 October;2416;1854;1458;1131.0;327;725;563.0;162;733;568.0;165;117840;98594.0;19246;62116;51383.0;10733;55724;47211.0;8513;117840;117833;105710;12123;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1128;Rotterdam The Hague Airport;2012 November;1622;1410;923;766.0;157;460;384.0;76;463;382.0;81;54121;50899.0;3222;28368;26825.0;1543;25753;24074.0;1679;54121;54121;53097;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;9;0;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1129;Rotterdam The Hague Airport;2012 December;1545;1050;965;829.0;136;483;414.0;69;482;415.0;67;62576;59778.0;2798;28657;27219.0;1438;33919;32559.0;1360;62576;62576;61283;1293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1130;Rotterdam The Hague Airport;2012 4th quarter;5583;4314;3346;2726.0;620;1668;1361.0;307;1678;1365.0;313;234537;209271.0;25266;119141;105427.0;13714;115396;103844.0;11552;234537;234530;220090;14440;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;9;0;9;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1131;Rotterdam The Hague Airport;2012;27575;20554;15245;11693.0;3552;7625;5854.0;1771;7620;5839.0;1781;1186539;1004301.0;182238;594334;503273.0;91061;592205;501028.0;91177;1186539;1183205;1094550;88655;3334;3334;3334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;46;0;0;0;46;0;46;46;46;15;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1132;Rotterdam The Hague Airport;2013 January;1898;1124;1325;1168.0;157;660;584.0;76;665;584.0;81;84234;81851.0;2383;43113;41998.0;1115;41121;39853.0;1268;84234;84234;81527;2707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1133;Rotterdam The Hague Airport;2013 February;2054;1394;1273;1113.0;160;638;554.0;84;635;559.0;76;90438;86542.0;3896;43511;41515.0;1996;46927;45027.0;1900;90438;90438;87606;2832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1134;Rotterdam The Hague Airport;2013 March;2412;1888;1465;1291.0;174;728;647.0;81;737;644.0;93;110486;107305.0;3181;56437;54840.0;1597;54049;52465.0;1584;110486;110486;107102;3384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;7;0;7;7;1;1;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1135;Rotterdam The Hague Airport;2013 1st quarter;6364;4406;4063;3572.0;491;2026;1785.0;241;2037;1787.0;250;285158;275698.0;9460;143061;138353.0;4708;142097;137345.0;4752;285158;285158;276235;8923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;8;0;8;8;2;2;1;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1136;Rotterdam The Hague Airport;2013 April;2679;2146;1502;1227.0;275;750;614.0;136;752;613.0;139;110862;100751.0;10111;52501;48376.0;4125;58361;52375.0;5986;110862;110862;103825;7037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1137;Rotterdam The Hague Airport;2013 May;2812;1886;1855;1459.0;396;919;727.0;192;936;732.0;204;160404;138202.0;22202;79382;68448.0;10934;81022;69754.0;11268;160404;160404;145199;15205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1138;Rotterdam The Hague Airport;2013 June;2846;1898;1796;1423.0;373;894;710.0;184;902;713.0;189;155446;134456.0;20990;77440;66612.0;10828;78006;67844.0;10162;155446;154921;140221;14700;525;525;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1139;Rotterdam The Hague Airport;2013 2nd quarter;8337;5930;5153;4109.0;1044;2563;2051.0;512;2590;2058.0;532;426712;373409.0;53303;209323;183436.0;25887;217389;189973.0;27416;426712;426187;389245;36942;525;525;525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1140;Rotterdam The Hague Airport;2013 July;2948;2360;1817;1422.0;395;910;711.0;199;907;711.0;196;154817;133768.0;21049;72390;63413.0;8977;82427;70355.0;12072;154817;152036;136877;15159;2781;2781;2781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1141;Rotterdam The Hague Airport;2013 August;2724;2078;1683;1260.0;423;831;630.0;201;852;630.0;222;155270;128070.0;27200;81355;67286.0;14069;73915;60784.0;13131;155270;150615;131913;18702;4655;4655;4655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;6;1;0;0;6;0;6;7;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1142;Rotterdam The Hague Airport;2013 September;2776;1676;1854;1441.0;413;923;721.0;202;931;720.0;211;161155;138096.0;23059;82165;70564.0;11601;78990;67532.0;11458;161155;159247;143687;15560;1908;1908;1908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;1;0;2;0;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1143;Rotterdam The Hague Airport;2013 3rd quarter;8448;6114;5354;4123.0;1231;2664;2062.0;602;2690;2061.0;629;471242;399934.0;71308;235910;201263.0;34647;235332;198671.0;36661;471242;461898;412477;49421;9344;9344;9344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;8;2;2;1;9;1;7;11;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1144;Rotterdam The Hague Airport;2013 October;2566;1690;1679;1339.0;340;835;669.0;166;844;670.0;174;136930;119950.0;16980;72111;62423.0;9688;64819;57527.0;7292;136930;135335;123325;12010;1595;1595;1595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;7;1;1;0;7;0;7;8;8;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1145;Rotterdam The Hague Airport;2013 November;1977;1644;1255;1060.0;195;625;530.0;95;630;530.0;100;81945;78473.0;3472;42700;40953.0;1747;39245;37520.0;1725;81945;79326;75991;3335;2619;2617;2430;187;0;0;0;2;0;2;0;0;0;0;0;0;0;0;10;5;5;5;1;5;4;4;0;10;6;1;5;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1146;Rotterdam The Hague Airport;2013 December;1805;1386;1155;1017.0;138;577;508.0;69;578;509.0;69;86585;83946.0;2639;40472;39140.0;1332;46113;44806.0;1307;86585;84825;80779;4046;1760;1760;1532;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;16;0;0;0;17;1;16;17;1;1;0;16;1;0;1;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1147;Rotterdam The Hague Airport;2013 4th quarter;6348;4720;4089;3416.0;673;2037;1707.0;330;2052;1709.0;343;305460;282369.0;23091;155283;142516.0;12767;150177;139853.0;10324;305460;299486;280095;19391;5974;5972;5557;415;0;0;0;2;0;2;0;0;0;0;0;0;0;0;34;7;28;6;1;5;28;5;23;34;15;6;9;19;4;0;4;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1148;Rotterdam The Hague Airport;2013;29497;21170;18659;15220.0;3439;9290;7605.0;1685;9369;7615.0;1754;1488572;1331410.0;157162;743577;665568.0;78009;744995;665842.0;79153;1488572;1472729;1358052;114677;15843;15841;15426;415;0;0;0;2;0;2;0;0;0;0;0;0;0;0;54;9;44;8;3;5;45;6;39;54;29;19;10;25;10;6;4;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1149;Rotterdam The Hague Airport;2014 January;1991;1274;1345;1199.0;146;668;599.0;69;677;600.0;77;94277;91884.0;2393;48725;47629.0;1096;45552;44255.0;1297;94277;92784;87089;5695;1493;1422;1422;0;0;0;0;0;0;0;0;71;71;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1150;Rotterdam The Hague Airport;2014 February;2064;1474;1358;1178.0;180;675;587.0;88;683;591.0;92;106528;102449.0;4079;51772;49651.0;2121;54756;52798.0;1958;106528;104768;97748;7020;1760;1760;1760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;16;0;0;0;17;1;16;17;1;1;0;16;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1151;Rotterdam The Hague Airport;2014 March;2611;2227;1614;1439.0;175;796;720.0;76;818;719.0;99;135230;131957.0;3273;69576;67927.0;1649;65654;64030.0;1624;135230;132109;119066;13043;3121;3121;3121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;2;2;0;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1152;Rotterdam The Hague Airport;2014 1st quarter;6666;4975;4317;3816.0;501;2139;1906.0;233;2178;1910.0;268;336035;326290.0;9745;170073;165207.0;4866;165962;161083.0;4879;336035;329661;303903;25758;6374;6303;6303;0;0;0;0;0;0;0;0;71;71;0;0;0;0;0;20;4;17;1;1;0;20;3;17;20;4;2;2;16;0;0;0;0;0;0;0;0;0;0;16;16;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1153;Rotterdam The Hague Airport;2014 April;2491;2138;1556;1347.0;209;775;673.0;102;781;674.0;107;135401;128932.0;6469;63337;60919.0;2418;72064;68013.0;4051;135401;131975;122327;9648;3426;3426;3426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;2;2;0;5;4;1;7;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1154;Rotterdam The Hague Airport;2014 May;2874;1973;1802;1506.0;296;899;753.0;146;903;753.0;150;171860;153662.0;18198;85735;77112.0;8623;86125;76550.0;9575;171860;169682;153899;15783;2178;2178;2178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;3;3;0;5;5;0;8;8;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1155;Rotterdam The Hague Airport;2014 June;2931;2031;1822;1485.0;337;907;742.0;165;915;743.0;172;169860;152901.0;16959;86198;77191.0;9007;83662;75710.0;7952;169860;169640;155334;14306;220;220;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;2;2;0;4;4;0;7;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
