ID;StarRating;Regions;Periods;Accommodation_1;Room_2;SleepingPlace_3;Accommodation_4;Room_5;SleepingPlace_6
2054;5 star accommodations;Amsterdam;2012 January;;;;;;
2055;5 star accommodations;Amsterdam;2012 February;;;;;;
2056;5 star accommodations;Amsterdam;2012 March;;;;;;
2057;5 star accommodations;Amsterdam;2012 April;;;;;;
2058;5 star accommodations;Amsterdam;2012 May;;;;;;
2059;5 star accommodations;Amsterdam;2012 June;;;;;;
2060;5 star accommodations;Amsterdam;2012 July;;;;;;
2061;5 star accommodations;Amsterdam;2012 August;;;;;;
2062;5 star accommodations;Amsterdam;2012 September;;;;;;
2063;5 star accommodations;Amsterdam;2012 October;;;;;;
2064;5 star accommodations;Amsterdam;2012 November;;;;;;
2065;5 star accommodations;Amsterdam;2012 December;;;;;;
2066;5 star accommodations;Amsterdam;2013 January;;;;;;
2067;5 star accommodations;Amsterdam;2013 February;;;;;;
2068;5 star accommodations;Amsterdam;2013 March;;;;;;
2069;5 star accommodations;Amsterdam;2013 April;;;;;;
2070;5 star accommodations;Amsterdam;2013 May;;;;;;
2071;5 star accommodations;Amsterdam;2013 June;;;;;;
2072;5 star accommodations;Amsterdam;2013 July;;;;;;
2073;5 star accommodations;Amsterdam;2013 August;;;;;;
2074;5 star accommodations;Amsterdam;2013 September;;;;;;
2075;5 star accommodations;Amsterdam;2013 October;;;;;;
2076;5 star accommodations;Amsterdam;2013 November;;;;;;
2077;5 star accommodations;Amsterdam;2013 December;;;;;;
2078;5 star accommodations;Amsterdam;2014 January;;;;;;
2079;5 star accommodations;Amsterdam;2014 February;;;;;;
2080;5 star accommodations;Amsterdam;2014 March;;;;;;
2081;5 star accommodations;Amsterdam;2014 April;;;;;;
2082;5 star accommodations;Amsterdam;2014 May;;;;;;
2083;5 star accommodations;Amsterdam;2014 June;;;;;;
2084;5 star accommodations;Amsterdam;2014 July;;;;;;
2085;5 star accommodations;Amsterdam;2014 August;;;;;;
2086;5 star accommodations;Amsterdam;2014 September;;;;;;
2087;5 star accommodations;Amsterdam;2014 October;;;;;;
2088;5 star accommodations;Amsterdam;2014 November;;;;;;
2089;5 star accommodations;Amsterdam;2014 December;;;;;;
2090;5 star accommodations;Amsterdam;2015 January;;;;;;
2091;5 star accommodations;Amsterdam;2015 February;;;;;;
2092;5 star accommodations;Amsterdam;2015 March;;;;;;
2093;5 star accommodations;Amsterdam;2015 April;;;;;;
2094;5 star accommodations;Amsterdam;2015 May;;;;;;
2095;5 star accommodations;Amsterdam;2015 June;;;;;;
2096;5 star accommodations;Amsterdam;2015 July;;;;;;
2097;5 star accommodations;Amsterdam;2015 August;;;;;;
2098;5 star accommodations;Amsterdam;2015 September;;;;;;
2099;5 star accommodations;Amsterdam;2015 October;;;;;;
2100;5 star accommodations;Amsterdam;2015 November;;;;;;
2101;5 star accommodations;Amsterdam;2015 December;;;;;;
2102;5 star accommodations;Amsterdam;2016 January;;;;;;
2103;5 star accommodations;Amsterdam;2016 February;;;;;;
2104;5 star accommodations;Amsterdam;2016 March;;;;;;
2105;5 star accommodations;Amsterdam;2016 April;;;;;;
2106;5 star accommodations;Amsterdam;2016 May;;;;;;
2107;5 star accommodations;Amsterdam;2016 June;;;;;;
2108;5 star accommodations;Amsterdam;2016 July;;;;;;
2109;5 star accommodations;Amsterdam;2016 August;;;;;;
2110;5 star accommodations;Amsterdam;2016 September;;;;;;
2111;5 star accommodations;Amsterdam;2016 October;;;;;;
2112;5 star accommodations;Amsterdam;2016 November;;;;;;
2113;5 star accommodations;Amsterdam;2016 December;;;;;;
2114;5 star accommodations;Amsterdam;2017 January;25.0;4061.0;8253.0;24.0;4057.0;8245.0
2115;5 star accommodations;Amsterdam;2017 February;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2116;5 star accommodations;Amsterdam;2017 March;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2117;5 star accommodations;Amsterdam;2017 April;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2118;5 star accommodations;Amsterdam;2017 May;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2119;5 star accommodations;Amsterdam;2017 June;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2120;5 star accommodations;Amsterdam;2017 July;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2121;5 star accommodations;Amsterdam;2017 August;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2122;5 star accommodations;Amsterdam;2017 September;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2123;5 star accommodations;Amsterdam;2017 October;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2124;5 star accommodations;Amsterdam;2017 November;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2125;5 star accommodations;Amsterdam;2017 December;25.0;4061.0;8253.0;25.0;4061.0;8253.0
2126;5 star accommodations;Amsterdam;2018 January;25.0;4532.0;9260.0;24.0;4528.0;9252.0
2127;5 star accommodations;Amsterdam;2018 February;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2128;5 star accommodations;Amsterdam;2018 March;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2129;5 star accommodations;Amsterdam;2018 April;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2130;5 star accommodations;Amsterdam;2018 May;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2131;5 star accommodations;Amsterdam;2018 June;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2132;5 star accommodations;Amsterdam;2018 July;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2133;5 star accommodations;Amsterdam;2018 August;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2134;5 star accommodations;Amsterdam;2018 September;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2135;5 star accommodations;Amsterdam;2018 October;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2136;5 star accommodations;Amsterdam;2018 November;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2137;5 star accommodations;Amsterdam;2018 December;25.0;4532.0;9260.0;25.0;4532.0;9260.0
2138;5 star accommodations;Amsterdam;2019 January;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2139;5 star accommodations;Amsterdam;2019 February;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2140;5 star accommodations;Amsterdam;2019 March;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2141;5 star accommodations;Amsterdam;2019 April;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2142;5 star accommodations;Amsterdam;2019 May;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2143;5 star accommodations;Amsterdam;2019 June;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2144;5 star accommodations;Amsterdam;2019 July;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2145;5 star accommodations;Amsterdam;2019 August;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2146;5 star accommodations;Amsterdam;2019 September;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2147;5 star accommodations;Amsterdam;2019 October;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2148;5 star accommodations;Amsterdam;2019 November;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2149;5 star accommodations;Amsterdam;2019 December;27.0;4361.0;8716.0;27.0;4361.0;8716.0
2150;5 star accommodations;Amsterdam;2020 January;25.0;4144.0;8447.0;24.0;4140.0;8439.0
2151;5 star accommodations;Amsterdam;2020 February;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2152;5 star accommodations;Amsterdam;2020 March;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2153;5 star accommodations;Amsterdam;2020 April;25.0;4144.0;8447.0;11.0;1728.0;3545.0
2154;5 star accommodations;Amsterdam;2020 May;25.0;4144.0;8447.0;10.0;1604.0;3293.0
2155;5 star accommodations;Amsterdam;2020 June;25.0;4144.0;8447.0;19.0;3408.0;6837.0
2156;5 star accommodations;Amsterdam;2020 July;25.0;4144.0;8447.0;23.0;3995.0;8139.0
2157;5 star accommodations;Amsterdam;2020 August;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2158;5 star accommodations;Amsterdam;2020 September;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2159;5 star accommodations;Amsterdam;2020 October;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2160;5 star accommodations;Amsterdam;2020 November;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2161;5 star accommodations;Amsterdam;2020 December;25.0;4144.0;8447.0;25.0;4144.0;8447.0
2162;5 star accommodations;Amsterdam;2021 January;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2163;5 star accommodations;Amsterdam;2021 February;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2164;5 star accommodations;Amsterdam;2021 March;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2165;5 star accommodations;Amsterdam;2021 April;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2166;5 star accommodations;Amsterdam;2021 May;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2167;5 star accommodations;Amsterdam;2021 June;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2168;5 star accommodations;Amsterdam;2021 July;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2169;5 star accommodations;Amsterdam;2021 August;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2170;5 star accommodations;Amsterdam;2021 September;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2171;5 star accommodations;Amsterdam;2021 October;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2172;5 star accommodations;Amsterdam;2021 November;24.0;4202.0;7906.0;23.0;4198.0;7898.0
2173;5 star accommodations;Amsterdam;2021 December;24.0;4202.0;7906.0;24.0;4202.0;7906.0
2174;5 star accommodations;Amsterdam;2022 January;28.0;4102.0;7660.0;27.0;4099.0;7650.0
2175;5 star accommodations;Amsterdam;2022 February;28.0;4102.0;7660.0;26.0;4094.0;7630.0
2176;5 star accommodations;Amsterdam;2022 March;28.0;4102.0;7660.0;27.0;4099.0;7650.0
2177;5 star accommodations;Amsterdam;2022 April;28.0;4102.0;7660.0;27.0;4099.0;7650.0
2178;5 star accommodations;Amsterdam;2022 May;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2179;5 star accommodations;Amsterdam;2022 June;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2180;5 star accommodations;Amsterdam;2022 July;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2181;5 star accommodations;Amsterdam;2022 August;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2182;5 star accommodations;Amsterdam;2022 September;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2183;5 star accommodations;Amsterdam;2022 October;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2184;5 star accommodations;Amsterdam;2022 November;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2185;5 star accommodations;Amsterdam;2022 December;28.0;4102.0;7660.0;28.0;4102.0;7660.0
2186;5 star accommodations;Amsterdam;2023 January;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2187;5 star accommodations;Amsterdam;2023 February;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2188;5 star accommodations;Amsterdam;2023 March;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2189;5 star accommodations;Amsterdam;2023 April;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2190;5 star accommodations;Amsterdam;2023 May;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2191;5 star accommodations;Amsterdam;2023 June;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2192;5 star accommodations;Amsterdam;2023 July;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2193;5 star accommodations;Amsterdam;2023 August;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2194;5 star accommodations;Amsterdam;2023 September;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2195;5 star accommodations;Amsterdam;2023 October;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2196;5 star accommodations;Amsterdam;2023 November;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2197;5 star accommodations;Amsterdam;2023 December;29.0;4633.0;9043.0;29.0;4633.0;9043.0
2198;5 star accommodations;Amsterdam;2024 January;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2199;5 star accommodations;Amsterdam;2024 February;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2200;5 star accommodations;Amsterdam;2024 March;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2201;5 star accommodations;Amsterdam;2024 April;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2202;5 star accommodations;Amsterdam;2024 May;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2203;5 star accommodations;Amsterdam;2024 June;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2204;5 star accommodations;Amsterdam;2024 July;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2205;5 star accommodations;Amsterdam;2024 August;32.0;4709.0;9363.0;31.0;4576.0;9203.0
2206;5 star accommodations;Amsterdam;2024 September;32.0;4709.0;9363.0;32.0;4709.0;9363.0
2207;5 star accommodations;Amsterdam;2024 October;32.0;4709.0;9363.0;32.0;4709.0;9363.0
2208;5 star accommodations;Amsterdam;2024 November;32.0;4709.0;9363.0;32.0;4709.0;9363.0
2209;5 star accommodations;Amsterdam;2024 December;32.0;4709.0;9363.0;32.0;4709.0;9363.0
2210;5 star accommodations;Amsterdam;2025 January;31.0;4536.0;9635.0;30.0;4403.0;9475.0
2211;5 star accommodations;Amsterdam;2025 February;31.0;4536.0;9635.0;30.0;4403.0;9475.0
