ID;EnergyCommodities;SectorBranchesSIC2008;Periods;TotalEnergyConsumption_1;FinalEnergyConsumption_2;NonEnergyUse_3;NetEnergyTransformation_4;EnergyTransformationInput_5;EnergyTransformationOutput_6;TotalEnergyConsumption_7;IndigenousProduction_8;SupplyOfEnergy_9;DeliveryOfEnergy_10;StockChange_11
1205;Total coal and coal products;Q Health and social work activities;2016;;;;;;;;;;;
1206;Total coal and coal products;R Culture, sports and recreation;2011;;;;;;;;;;;
1207;Total coal and coal products;R Culture, sports and recreation;2012;;;;;;;;;;;
1208;Total coal and coal products;R Culture, sports and recreation;2013;;;;;;;;;;;
1209;Total coal and coal products;R Culture, sports and recreation;2014;;;;;;;;;;;
1210;Total coal and coal products;R Culture, sports and recreation;2015;;;;;;;;;;;
1211;Total coal and coal products;R Culture, sports and recreation;2016;;;;;;;;;;;
1212;Total coal and coal products;S Other service activities;2011;;;;;;;;;;;
1213;Total coal and coal products;S Other service activities;2012;;;;;;;;;;;
1214;Total coal and coal products;S Other service activities;2013;;;;;;;;;;;
1215;Total coal and coal products;S Other service activities;2014;;;;;;;;;;;
1216;Total coal and coal products;S Other service activities;2015;;;;;;;;;;;
1217;Total coal and coal products;S Other service activities;2016;;;;;;;;;;;
1218;Total coal and coal products;T Activities of households;2011;;;;;;;;;;;
1219;Total coal and coal products;T Activities of households;2012;;;;;;;;;;;
1220;Total coal and coal products;T Activities of households;2013;;;;;;;;;;;
1221;Total coal and coal products;T Activities of households;2014;;;;;;;;;;;
1222;Total coal and coal products;T Activities of households;2015;;;;;;;;;;;
1223;Total coal and coal products;T Activities of households;2016;;;;;;;;;;;
1224;Total coal and coal products;U Extraterritorial organisations;2011;;;;;;;;;;;
1225;Total coal and coal products;U Extraterritorial organisations;2012;;;;;;;;;;;
1226;Total coal and coal products;U Extraterritorial organisations;2013;;;;;;;;;;;
1227;Total coal and coal products;U Extraterritorial organisations;2014;;;;;;;;;;;
1228;Total coal and coal products;U Extraterritorial organisations;2015;;;;;;;;;;;
1229;Total coal and coal products;U Extraterritorial organisations;2016;;;;;;;;;;;
1230;Total coal and coal products;Services unknown;2011;0.2;0.2;;;;;0.2;;0.2;;
1231;Total coal and coal products;Services unknown;2012;0.2;0.2;;;;;0.2;;0.2;;
1232;Total coal and coal products;Services unknown;2013;0.1;0.1;;;;;0.1;;0.1;;
1233;Total coal and coal products;Services unknown;2014;0.0;0.0;;;;;0.0;;0.0;;
1234;Total coal and coal products;Services unknown;2015;0.0;0.0;;;;;0.0;;0.0;;
1235;Total coal and coal products;Services unknown;2016;0.1;0.1;;;;;0.1;;0.1;;
1236;Primary coals;A-U All economic activities;2011;305.1;1.4;0.1;303.6;303.6;;305.1;;628.2;317.8;-5.2
1237;Primary coals;A-U All economic activities;2012;332.6;1.6;0.1;330.9;330.9;;332.6;;734.1;454.8;53.4
1238;Primary coals;A-U All economic activities;2013;339.7;1.3;0.1;338.3;338.3;;339.7;;1053.6;669.9;-44.1
1239;Primary coals;A-U All economic activities;2014;380.1;1.6;0.2;378.3;378.3;;380.1;;1265.1;849.2;-36.1
1240;Primary coals;A-U All economic activities;2015;466.2;1.6;0.2;464.4;464.4;;466.2;;1523.5;1079.6;22.4
1241;Primary coals;A-U All economic activities;2016;431.2;1.6;0.2;429.3;429.3;;431.2;;1439.2;1047.4;39.3
1242;Primary coals;A Agriculture, forestry and fishing;2011;;;;;;;;;;;
1243;Primary coals;A Agriculture, forestry and fishing;2012;;;;;;;;;;;
1244;Primary coals;A Agriculture, forestry and fishing;2013;;;;;;;;;;;
1245;Primary coals;A Agriculture, forestry and fishing;2014;;;;;;;;;;;
1246;Primary coals;A Agriculture, forestry and fishing;2015;;;;;;;;;;;
1247;Primary coals;A Agriculture, forestry and fishing;2016;;;;;;;;;;;
1248;Primary coals;01 Agriculture;2011;;;;;;;;;;;
1249;Primary coals;01 Agriculture;2012;;;;;;;;;;;
1250;Primary coals;01 Agriculture;2013;;;;;;;;;;;
1251;Primary coals;01 Agriculture;2014;;;;;;;;;;;
1252;Primary coals;01 Agriculture;2015;;;;;;;;;;;
1253;Primary coals;01 Agriculture;2016;;;;;;;;;;;
1254;Primary coals;02 Forestry and logging;2011;;;;;;;;;;;
1255;Primary coals;02 Forestry and logging;2012;;;;;;;;;;;
1256;Primary coals;02 Forestry and logging;2013;;;;;;;;;;;
1257;Primary coals;02 Forestry and logging;2014;;;;;;;;;;;
1258;Primary coals;02 Forestry and logging;2015;;;;;;;;;;;
1259;Primary coals;02 Forestry and logging;2016;;;;;;;;;;;
1260;Primary coals;03 Fishing and aquaculture;2011;;;;;;;;;;;
1261;Primary coals;03 Fishing and aquaculture;2012;;;;;;;;;;;
1262;Primary coals;03 Fishing and aquaculture;2013;;;;;;;;;;;
1263;Primary coals;03 Fishing and aquaculture;2014;;;;;;;;;;;
1264;Primary coals;03 Fishing and aquaculture;2015;;;;;;;;;;;
1265;Primary coals;03 Fishing and aquaculture;2016;;;;;;;;;;;
1266;Primary coals;B-E Industry (no construction), energy;2011;305.1;1.4;0.1;303.6;303.6;;305.1;;316.4;4.6;-6.6
1267;Primary coals;B-E Industry (no construction), energy;2012;332.6;1.6;0.1;330.9;330.9;;332.6;;333.8;2.3;1.1
1268;Primary coals;B-E Industry (no construction), energy;2013;339.7;1.3;0.1;338.3;338.3;;339.7;;338.0;0.2;1.8
1269;Primary coals;B-E Industry (no construction), energy;2014;380.1;1.6;0.2;378.3;378.3;;380.1;;390.5;0.9;-9.8
1270;Primary coals;B-E Industry (no construction), energy;2015;466.2;1.6;0.2;464.4;464.4;;466.2;;452.5;2.6;16.4
1271;Primary coals;B-E Industry (no construction), energy;2016;431.2;1.6;0.2;429.3;429.3;;431.2;;433.4;5.2;3.0
1272;Primary coals;B Mining and quarrying ;2011;0.2;0.2;;;;;0.2;;0.2;;0.0
1273;Primary coals;B Mining and quarrying ;2012;0.2;0.2;;;;;0.2;;0.2;;0.0
1274;Primary coals;B Mining and quarrying ;2013;0.2;0.2;;;;;0.2;;0.2;;0.0
1275;Primary coals;B Mining and quarrying ;2014;0.2;0.2;;;;;0.2;;0.2;;0.0
1276;Primary coals;B Mining and quarrying ;2015;0.2;0.2;;;;;0.2;;0.2;;0.0
1277;Primary coals;B Mining and quarrying ;2016;0.2;0.2;;;;;0.2;;0.2;;0.0
1278;Primary coals;06 Extraction of crude petroleum and gas;2011;;;;;;;;;;;
1279;Primary coals;06 Extraction of crude petroleum and gas;2012;;;;;;;;;;;
1280;Primary coals;06 Extraction of crude petroleum and gas;2013;;;;;;;;;;;
1281;Primary coals;06 Extraction of crude petroleum and gas;2014;;;;;;;;;;;
1282;Primary coals;06 Extraction of crude petroleum and gas;2015;;;;;;;;;;;
1283;Primary coals;06 Extraction of crude petroleum and gas;2016;;;;;;;;;;;
1284;Primary coals;08 Mining and quarrying (no oil and gas);2011;0.2;0.2;;;;;0.2;;0.2;;0.0
1285;Primary coals;08 Mining and quarrying (no oil and gas);2012;0.2;0.2;;;;;0.2;;0.2;;0.0
1286;Primary coals;08 Mining and quarrying (no oil and gas);2013;0.2;0.2;;;;;0.2;;0.2;;0.0
1287;Primary coals;08 Mining and quarrying (no oil and gas);2014;0.2;0.2;;;;;0.2;;0.2;;0.0
1288;Primary coals;08 Mining and quarrying (no oil and gas);2015;0.2;0.2;;;;;0.2;;0.2;;0.0
1289;Primary coals;08 Mining and quarrying (no oil and gas);2016;0.2;0.2;;;;;0.2;;0.2;;0.0
1290;Primary coals;09 Mining support activities;2011;;;;;;;;;;;
1291;Primary coals;09 Mining support activities;2012;;;;;;;;;;;
1292;Primary coals;09 Mining support activities;2013;;;;;;;;;;;
1293;Primary coals;09 Mining support activities;2014;;;;;;;;;;;
1294;Primary coals;09 Mining support activities;2015;;;;;;;;;;;
1295;Primary coals;09 Mining support activities;2016;;;;;;;;;;;
1296;Primary coals;C Manufacturing;2011;122.8;1.3;0.1;121.5;121.5;;122.8;;132.8;4.6;-5.4
1297;Primary coals;C Manufacturing;2012;121.1;1.5;0.1;119.5;119.5;;121.1;;122.4;2.3;1.0
1298;Primary coals;C Manufacturing;2013;118.8;1.1;0.1;117.6;117.6;;118.8;;115.8;0.2;3.2
1299;Primary coals;C Manufacturing;2014;124.9;1.5;0.2;123.2;123.2;;124.9;;131.3;0.9;-5.5
1300;Primary coals;C Manufacturing;2015;129.4;1.4;0.2;127.8;127.8;;129.4;;118.9;1.3;11.9
1301;Primary coals;C Manufacturing;2016;126.3;1.5;0.2;124.7;124.7;;126.3;;130.7;5.2;0.9
1302;Primary coals;10-12 Manufacture of food and beverages;2011;0.9;0.9;;;;;0.9;;1.0;;0.0
1303;Primary coals;10-12 Manufacture of food and beverages;2012;1.1;1.1;;;;;1.1;;1.1;;0.0
1304;Primary coals;10-12 Manufacture of food and beverages;2013;0.8;0.8;0.0;;;;0.8;;0.9;;-0.1
1305;Primary coals;10-12 Manufacture of food and beverages;2014;1.1;1.0;0.1;;;;1.1;;1.1;0.0;0.0
1306;Primary coals;10-12 Manufacture of food and beverages;2015;1.0;0.9;0.1;;;;1.0;;1.0;;0.0
1307;Primary coals;10-12 Manufacture of food and beverages;2016;1.1;0.9;0.1;;;;1.1;;1.1;;0.0
1308;Primary coals;10 Manufacture of food products;2011;0.9;0.9;;;;;0.9;;1.0;;0.0
1309;Primary coals;10 Manufacture of food products;2012;1.1;1.1;;;;;1.1;;1.1;;0.0
1310;Primary coals;10 Manufacture of food products;2013;0.8;0.8;0.0;;;;0.8;;0.9;;-0.1
1311;Primary coals;10 Manufacture of food products;2014;1.1;1.0;0.1;;;;1.1;;1.1;0.0;0.0
1312;Primary coals;10 Manufacture of food products;2015;1.0;0.9;0.1;;;;1.0;;1.0;;0.0
1313;Primary coals;10 Manufacture of food products;2016;1.1;0.9;0.1;;;;1.1;;1.1;;0.0
1314;Primary coals;101 Slaughtering, processing of meat;2011;;;;;;;;;;;
1315;Primary coals;101 Slaughtering, processing of meat;2012;;;;;;;;;;;
1316;Primary coals;101 Slaughtering, processing of meat;2013;;;;;;;;;;;
1317;Primary coals;101 Slaughtering, processing of meat;2014;;;;;;;;;;;
1318;Primary coals;101 Slaughtering, processing of meat;2015;;;;;;;;;;;
1319;Primary coals;101 Slaughtering, processing of meat;2016;;;;;;;;;;;
1320;Primary coals;102 Processing of fish;2011;;;;;;;;;;;
1321;Primary coals;102 Processing of fish;2012;;;;;;;;;;;
1322;Primary coals;102 Processing of fish;2013;;;;;;;;;;;
1323;Primary coals;102 Processing of fish;2014;;;;;;;;;;;
1324;Primary coals;102 Processing of fish;2015;;;;;;;;;;;
1325;Primary coals;102 Processing of fish;2016;;;;;;;;;;;
1326;Primary coals;103  Processing of vegetables and fruit;2011;;;;;;;;;;;
1327;Primary coals;103  Processing of vegetables and fruit;2012;;;;;;;;;;;
1328;Primary coals;103  Processing of vegetables and fruit;2013;;;;;;;;;;;
1329;Primary coals;103  Processing of vegetables and fruit;2014;;;;;;;;;;;
1330;Primary coals;103  Processing of vegetables and fruit;2015;;;;;;;;;;;
1331;Primary coals;103  Processing of vegetables and fruit;2016;;;;;;;;;;;
1332;Primary coals;104 Manufacture of edible oils and fats;2011;;;;;;;;;;;
1333;Primary coals;104 Manufacture of edible oils and fats;2012;;;;;;;;;;;
1334;Primary coals;104 Manufacture of edible oils and fats;2013;;;;;;;;;;;
1335;Primary coals;104 Manufacture of edible oils and fats;2014;;;;;;;;;;;
1336;Primary coals;104 Manufacture of edible oils and fats;2015;;;;;;;;;;;
1337;Primary coals;104 Manufacture of edible oils and fats;2016;;;;;;;;;;;
1338;Primary coals;105 Manufacture of dairy products;2011;;;;;;;;;;;
1339;Primary coals;105 Manufacture of dairy products;2012;;;;;;;;;;;
1340;Primary coals;105 Manufacture of dairy products;2013;;;;;;;;;;;
1341;Primary coals;105 Manufacture of dairy products;2014;;;;;;;;;;;
1342;Primary coals;105 Manufacture of dairy products;2015;;;;;;;;;;;
1343;Primary coals;105 Manufacture of dairy products;2016;;;;;;;;;;;
1344;Primary coals;106 Grain milling and starch products;2011;;;;;;;;;;;
1345;Primary coals;106 Grain milling and starch products;2012;;;;;;;;;;;
1346;Primary coals;106 Grain milling and starch products;2013;;;;;;;;;;;
1347;Primary coals;106 Grain milling and starch products;2014;;;;;;;;;;;
1348;Primary coals;106 Grain milling and starch products;2015;;;;;;;;;;;
1349;Primary coals;106 Grain milling and starch products;2016;;;;;;;;;;;
1350;Primary coals;107 Manufacture of bakery products;2011;;;;;;;;;;;
1351;Primary coals;107 Manufacture of bakery products;2012;;;;;;;;;;;
1352;Primary coals;107 Manufacture of bakery products;2013;;;;;;;;;;;
1353;Primary coals;107 Manufacture of bakery products;2014;;;;;;;;;;;
1354;Primary coals;107 Manufacture of bakery products;2015;;;;;;;;;;;
1355;Primary coals;107 Manufacture of bakery products;2016;;;;;;;;;;;
1356;Primary coals;108 Manufacture of other food;2011;;;;;;;;;;;
1357;Primary coals;108 Manufacture of other food;2012;;;;;;;;;;;
1358;Primary coals;108 Manufacture of other food;2013;;;;;;;;;;;
1359;Primary coals;108 Manufacture of other food;2014;;;;;;;;;;;
1360;Primary coals;108 Manufacture of other food;2015;;;;;;;;;;;
1361;Primary coals;108 Manufacture of other food;2016;;;;;;;;;;;
1362;Primary coals;109 Manufacture of animal foods;2011;0.9;0.9;;;;;0.9;;1.0;;0.0
1363;Primary coals;109 Manufacture of animal foods;2012;1.1;1.1;;;;;1.1;;1.1;;0.0
1364;Primary coals;109 Manufacture of animal foods;2013;0.8;0.8;0.0;;;;0.8;;0.9;;-0.1
1365;Primary coals;109 Manufacture of animal foods;2014;1.0;1.0;;;;;1.0;;1.0;0.0;0.0
1366;Primary coals;109 Manufacture of animal foods;2015;0.9;0.9;;;;;0.9;;0.9;;0.0
1367;Primary coals;109 Manufacture of animal foods;2016;0.9;0.9;;;;;0.9;;1.0;;0.0
1368;Primary coals;11 Manufacture of beverages;2011;;;;;;;;;;;
1369;Primary coals;11 Manufacture of beverages;2012;;;;;;;;;;;
1370;Primary coals;11 Manufacture of beverages;2013;;;;;;;;;;;
1371;Primary coals;11 Manufacture of beverages;2014;;;;;;;;;;;
1372;Primary coals;11 Manufacture of beverages;2015;;;;;;;;;;;
1373;Primary coals;11 Manufacture of beverages;2016;;;;;;;;;;;
1374;Primary coals;12 Manufacture of tobacco products;2011;;;;;;;;;;;
1375;Primary coals;12 Manufacture of tobacco products;2012;;;;;;;;;;;
1376;Primary coals;12 Manufacture of tobacco products;2013;;;;;;;;;;;
1377;Primary coals;12 Manufacture of tobacco products;2014;;;;;;;;;;;
1378;Primary coals;12 Manufacture of tobacco products;2015;;;;;;;;;;;
1379;Primary coals;12 Manufacture of tobacco products;2016;;;;;;;;;;;
1380;Primary coals;13-15 Man. of textile-, leatherproducts;2011;;;;;;;;;;;
1381;Primary coals;13-15 Man. of textile-, leatherproducts;2012;;;;;;;;;;;
1382;Primary coals;13-15 Man. of textile-, leatherproducts;2013;;;;;;;;;;;
1383;Primary coals;13-15 Man. of textile-, leatherproducts;2014;;;;;;;;;;;
1384;Primary coals;13-15 Man. of textile-, leatherproducts;2015;;;;;;;;;;;
1385;Primary coals;13-15 Man. of textile-, leatherproducts;2016;;;;;;;;;;;
1386;Primary coals;13 Manufacture of textiles;2011;;;;;;;;;;;
1387;Primary coals;13 Manufacture of textiles;2012;;;;;;;;;;;
1388;Primary coals;13 Manufacture of textiles;2013;;;;;;;;;;;
1389;Primary coals;13 Manufacture of textiles;2014;;;;;;;;;;;
1390;Primary coals;13 Manufacture of textiles;2015;;;;;;;;;;;
1391;Primary coals;13 Manufacture of textiles;2016;;;;;;;;;;;
1392;Primary coals;14 Manufacture of wearing apparel;2011;;;;;;;;;;;
1393;Primary coals;14 Manufacture of wearing apparel;2012;;;;;;;;;;;
1394;Primary coals;14 Manufacture of wearing apparel;2013;;;;;;;;;;;
1395;Primary coals;14 Manufacture of wearing apparel;2014;;;;;;;;;;;
1396;Primary coals;14 Manufacture of wearing apparel;2015;;;;;;;;;;;
1397;Primary coals;14 Manufacture of wearing apparel;2016;;;;;;;;;;;
1398;Primary coals;15 Manufacture of leather and footwear;2011;;;;;;;;;;;
1399;Primary coals;15 Manufacture of leather and footwear;2012;;;;;;;;;;;
1400;Primary coals;15 Manufacture of leather and footwear;2013;;;;;;;;;;;
1401;Primary coals;15 Manufacture of leather and footwear;2014;;;;;;;;;;;
1402;Primary coals;15 Manufacture of leather and footwear;2015;;;;;;;;;;;
1403;Primary coals;15 Manufacture of leather and footwear;2016;;;;;;;;;;;
1404;Primary coals;16+23 Man of wooden and buildingmaterial;2011;0.3;0.3;;;;;0.3;;0.4;0.0;0.0
1405;Primary coals;16+23 Man of wooden and buildingmaterial;2012;0.4;0.4;;;;;0.4;;0.4;;0.0
1406;Primary coals;16+23 Man of wooden and buildingmaterial;2013;0.3;0.3;;;;;0.3;;0.3;;0.0
1407;Primary coals;16+23 Man of wooden and buildingmaterial;2014;0.5;0.5;;;;;0.5;;0.5;;0.0
1408;Primary coals;16+23 Man of wooden and buildingmaterial;2015;0.5;0.5;;;;;0.5;;0.5;;0.0
1409;Primary coals;16+23 Man of wooden and buildingmaterial;2016;0.5;0.5;;;;;0.5;;0.5;;0.0
1410;Primary coals;16 Manufacture of wood products;2011;;;;;;;;;;;
1411;Primary coals;16 Manufacture of wood products;2012;;;;;;;;;;;
1412;Primary coals;16 Manufacture of wood products;2013;;;;;;;;;;;
1413;Primary coals;16 Manufacture of wood products;2014;;;;;;;;;;;
1414;Primary coals;16 Manufacture of wood products;2015;;;;;;;;;;;
1415;Primary coals;16 Manufacture of wood products;2016;;;;;;;;;;;
1416;Primary coals;17-18 Manufacture of paper and printing;2011;;;;;;;;;;;
1417;Primary coals;17-18 Manufacture of paper and printing;2012;;;;;;;;;;;
1418;Primary coals;17-18 Manufacture of paper and printing;2013;;;;;;;;;;;
