ID;WijkenEnGemeenten;BewoondeHuizen_1;OnbewoondeWoonhuizen_2;WoonhuizenInAanbouw_3;OverigeOnbewoondeGebouwen_4;PermanentAanwezig_5;TijdelijkAanwezig_6;PermanentAanwezig_7;TijdelijkAanwezig_8;Mannen_9;Vrouwen_10;TotaleBevolking_11;Mannen_12;Vrouwen_13;Pagina_14
9166;B, C, Graafl. en Achterl., Schepen;0;0;0;0;1;0;0;0;1;0;1;0;0;ZH029
9167;K, Totaal;112;8;0;13;0;0;0;0;283;292;575;12;13;ZH029
9168;K, A, Gelkenes, Huizen;53;6;0;7;0;0;0;0;154;140;294;4;6;ZH029
9169;K, B, Gelkenes, Huizen;59;2;0;6;0;0;0;0;129;152;281;8;7;ZH029
9170;Algemeen totaal;392;19;3;41;1;1;0;0;853;867;1720;50;54;ZH029
9171;B, Totaal;177;10;0;10;1;0;0;0;450;439;889;16;25;ZH029
9172;B, A, Huizen;99;5;0;5;0;0;0;0;271;240;511;4;8;ZH029
9173;B, C, Huizen;69;4;0;5;0;0;0;0;163;176;339;12;16;ZH029
9174;B, C, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH029
9175;B, D, Huizen;9;1;0;0;0;0;0;0;14;21;35;0;1;ZH029
9176;K, Totaal;215;9;3;31;0;1;0;0;403;428;831;34;29;ZH029
9177;K, B, Huizen;215;9;3;31;0;0;0;0;403;428;831;32;28;ZH029
9178;K, B, Tijdelijk aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;1;ZH029
9179;Algemeen totaal;177;3;0;6;0;0;0;0;489;448;937;11;16;ZH030
9180;B, Totaal;136;2;0;2;0;0;0;0;373;349;722;9;14;ZH030
9181;B, A, Huizen;18;0;0;0;0;0;0;0;33;43;76;1;4;ZH030
9182;B, B, Huizen;30;0;0;1;0;0;0;0;91;85;176;5;2;ZH030
9183;B, C, Huizen;65;2;0;1;0;0;0;0;185;162;347;2;8;ZH030
9184;B, D, Huizen;23;0;0;0;0;0;0;0;64;59;123;1;0;ZH030
9185;K, Totaal;41;1;0;4;0;0;0;0;116;99;215;2;2;ZH030
9186;K, A, Huizen;35;1;0;4;0;0;0;0;110;90;200;2;2;ZH030
9187;K, B, Huizen;6;0;0;0;0;0;0;0;6;9;15;0;0;ZH030
9188;Algemeen totaal;743;27;0;32;0;2;0;1;1712;1719;3431;71;71;ZH030
9189;B, Totaal;497;20;0;22;0;2;0;1;1197;1175;2372;49;53;ZH030
9190;B, A, Huizen;119;1;0;10;0;0;0;0;266;267;533;5;11;ZH030
9191;B, A, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;3;ZH030
9192;B, B, Huizen;145;7;0;8;0;0;0;0;313;348;661;19;17;ZH030
9193;B, B, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;1;ZH030
9194;B, C, Huizen;81;1;0;0;0;0;0;0;232;218;450;4;7;ZH030
9195;B, C, Tijd. aanw. woonwagen;0;0;0;0;0;0;0;1;0;0;0;1;1;ZH030
9196;B, E, Huizen;118;10;0;4;0;0;0;0;283;253;536;10;9;ZH030
9197;B, F, Huizen;34;1;0;0;0;0;0;0;103;89;192;7;4;ZH030
9198;K, Totaal;246;7;0;10;0;0;0;0;515;544;1059;22;18;ZH030
9199;K, D, Huizen;246;7;0;10;0;0;0;0;515;544;1059;22;18;ZH030
9200;Algemeen totaal;285;11;0;58;1;1;0;0;645;659;1304;27;29;ZH031
9201;B, Totaal;209;5;0;37;0;1;0;0;492;486;978;17;15;ZH031
9202;B, Wieldijk, Huizen;21;2;0;7;0;0;0;0;42;35;77;3;1;ZH031
9203;B, Nieuwesluis, Huizen;97;1;0;17;0;0;0;0;202;228;430;5;7;ZH031
9204;B, Nieuwesluis, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;0;ZH031
9205;B, Bernisserdijk, Huizen;23;1;0;5;0;0;0;0;60;61;121;2;1;ZH031
9206;B, Hollemaarschendijk, Huizen;4;1;0;0;0;0;0;0;9;10;19;0;0;ZH031
9207;B, Kanaaldijk, Huizen;18;0;0;2;0;0;0;0;39;44;83;1;0;ZH031
9208;B, Velleweg, Huizen;1;0;0;1;0;0;0;0;2;2;4;0;0;ZH031
9209;B, Korte Velleweg, Huizen;3;0;0;1;0;0;0;0;8;8;16;0;0;ZH031
9210;B, Ooijevaarsdijk, Huizen;2;0;0;0;0;0;0;0;8;2;10;0;0;ZH031
9211;B, Rijwaardschendijk, Huizen;33;0;0;4;0;0;0;0;107;86;193;1;1;ZH031
9212;B, Grondhoek, Huizen;3;0;0;0;0;0;0;0;7;4;11;1;0;ZH031
9213;B, Konijndijk, Huizen;4;0;0;0;0;0;0;0;8;6;14;3;5;ZH031
9214;K, Totaal;76;6;0;21;1;0;0;0;153;173;326;10;14;ZH031
9215;K, Dorp, Huizen;76;6;0;21;0;0;0;0;151;171;322;10;14;ZH031
9216;K, Dorp, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH031
9217;Algemeen totaal;274;59;0;20;0;1;0;0;687;641;1328;37;39;ZH031
9218;B, Totaal;170;46;0;10;0;1;0;0;441;417;858;21;28;ZH031
9219;B, A, Huizen;77;17;0;7;0;0;0;0;195;197;392;3;11;ZH031
9220;B, B, Kleine Lindt, Huizen;93;29;0;3;0;0;0;0;246;220;466;15;15;ZH031
9221;B, B, Kleine Lindt, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;3;2;ZH031
9222;K, Totaal;104;13;0;10;0;0;0;0;246;224;470;16;11;ZH031
9223;K, A, Huizen;104;13;0;10;0;0;0;0;246;224;470;16;11;ZH031
9224;Algemeen totaal;137;6;0;7;0;0;0;0;328;305;633;9;9;ZH031
9225;G, Boeicop, Huizen;59;2;0;4;0;0;0;0;138;131;269;8;4;ZH031
9226;G, Heicop, Huizen;64;3;0;2;0;0;0;0;159;146;305;1;4;ZH031
9227;G, Nieuwe weg, enz., Huizen;14;1;0;1;0;0;0;0;31;28;59;0;1;ZH031
9228;Algemeen totaal;401;29;0;28;0;1;0;0;951;895;1846;37;43;ZH032
9229;B, Totaal;105;2;0;5;0;0;0;0;277;233;510;8;8;ZH032
9230;B, A, de Blaak, Huizen;105;2;0;5;0;0;0;0;277;233;510;8;8;ZH032
9231;K, Totaal;296;27;0;23;0;1;0;0;674;662;1336;29;35;ZH032
9232;K, B, Goidschalxoord, Huizen;95;12;0;6;0;0;0;0;224;221;445;8;9;ZH032
9233;K, C, Heinenoord, Huizen;201;15;0;17;0;0;0;0;450;441;891;20;26;ZH032
9234;K, C, Heinenoord, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;0;ZH032
9235;Algemeen totaal;370;13;0;82;8;3;0;0;2518;1781;4299;151;63;ZH033
9236;B, Totaal;17;0;0;0;2;2;0;0;396;48;444;15;8;ZH033
9237;"B, D, Hr. Ms. Monitor ""Krokodil""";0;0;0;0;1;0;0;0;111;0;111;0;0;ZH033
9238;"B, D, Hr. Ms. Instructieschip ""Nautilus""";0;0;0;0;1;0;0;0;236;0;236;0;0;ZH033
9239;B, D, Huizen;17;0;0;0;0;0;0;0;49;48;97;10;5;ZH033
9240;B, D, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;5;3;ZH033
9241;K, Totaal;353;13;0;82;6;1;0;0;2121;1733;3854;136;55;ZH033
9242;K, A, Huizen;124;3;0;35;0;0;0;0;532;619;1151;34;29;ZH033
9243;K, A, Schepen;0;0;0;0;4;0;0;0;4;0;4;1;0;ZH033
9244;K, B, Vest. Artill. Kaz. Haarlem;1;0;0;0;0;0;0;0;16;0;16;8;0;ZH033
9245;K, B, Overige huizen;105;6;0;20;0;0;0;0;428;565;993;14;9;ZH033
9246;K, B, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;2;ZH033
9247;"K, C, Hr. Ms. Logementschip ""Amstel""";0;0;0;0;1;0;0;0;120;0;120;0;0;ZH033
9248;"K, C, Hr. Ms. Wachtschip ""van Galen""";0;0;0;0;1;0;0;0;595;0;595;0;0;ZH033
9249;K, C, Gest. van Liefdadigheid;1;0;0;0;0;0;0;0;4;4;8;0;0;ZH033
9250;K, C, Overige huizen;81;2;0;16;0;0;0;0;269;344;613;13;11;ZH033
9251;K, D, De Maritieme Ziekeninr.;1;0;0;0;0;0;0;0;7;0;7;56;0;ZH033
9252;K, D, Overige huizen;40;2;0;11;0;0;0;0;146;201;347;8;4;ZH033
9253;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;ZH033
9254;Algemeen totaal;639;31;0;13;2;3;0;0;1514;1516;3030;36;45;ZH034
9255;B, Totaal;383;29;0;9;2;3;0;0;918;932;1850;24;28;ZH034
9256;B, A, Straatweg, Huizen;4;1;0;0;0;0;0;0;10;9;19;0;0;ZH034
9257;B, A, Achterambachtsche weg, Huizen;41;5;0;1;0;0;0;0;101;90;191;7;4;ZH034
9258;B, B, Kerkstraat, Huizen;13;0;0;1;0;0;0;0;29;35;64;0;0;ZH034
9259;B, B, Veersche dijk, Huizen;56;3;0;1;0;0;0;0;121;108;229;2;3;ZH034
9260;B, B, Paulusweg, Huizen;3;1;0;1;0;0;0;0;11;10;21;0;0;ZH034
9261;B, B, Paulusweg, Schepen;0;0;0;0;2;0;0;0;4;5;9;0;0;ZH034
9262;B, C, Paulusweg, Huizen;2;0;0;0;0;0;0;0;3;6;9;0;0;ZH034
9263;B, C, Schoollaan, Huizen;6;0;0;1;0;0;0;0;17;13;30;2;1;ZH034
9264;B, C, Vrouwgelenweg, Huizen;11;0;0;0;0;0;0;0;31;30;61;0;0;ZH034
9265;B, C, Veersche dijk, Huizen;244;18;0;4;0;0;0;0;582;621;1203;10;19;ZH034
9266;B, C, Veersche dijk, Schepen;0;0;0;0;0;3;0;0;0;0;0;3;1;ZH034
9267;B, C, Sophia polder, Huizen;3;1;0;0;0;0;0;0;9;5;14;0;0;ZH034
9268;K, Totaal;256;2;0;4;0;0;0;0;596;584;1180;12;17;ZH034
9269;K, A, Dorp, Huizen;125;2;0;2;0;0;0;0;323;305;628;10;9;ZH034
9270;K, B, Dorp, Huizen;52;0;0;1;0;0;0;0;109;100;209;0;1;ZH034
9271;K, B, Hoogkade, Huizen;22;0;0;1;0;0;0;0;50;55;105;1;0;ZH034
9272;K, B, Oostendam, Huizen;57;0;0;0;0;0;0;0;114;124;238;1;7;ZH034
9273;Algemeen totaal;320;9;0;18;2;3;0;0;839;708;1547;26;25;ZH035
9274;B, Totaal;179;7;0;7;1;3;0;0;493;382;875;19;19;ZH035
9275;B, A, Huizen;61;3;0;1;0;0;0;0;161;132;293;8;9;ZH035
9276;B, A, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;6;6;ZH035
9277;B, B, Huizen;118;4;0;6;0;0;0;0;329;247;576;5;4;ZH035
9278;B, B, Schepen;0;0;0;0;1;0;0;0;3;3;6;0;0;ZH035
9279;K, Totaal;141;2;0;11;1;0;0;0;346;326;672;7;6;ZH035
9280;K, A, Huizen;141;2;0;11;0;0;0;0;345;326;671;7;6;ZH035
9281;K, B, Schepen;0;0;0;0;1;0;0;0;1;0;1;0;0;ZH035
9282;Algemeen totaal;1041;56;21;305;5;2;0;0;2757;2604;5361;46;59;ZH037
9283;B, Totaal;372;19;15;161;4;1;0;0;1018;959;1977;19;20;ZH037
9284;B, A, Stationsweg, Huizen;32;1;0;7;0;0;0;0;82;83;165;1;4;ZH037
9285;B, A, Loosterweg I, Huizen;4;1;0;0;0;0;0;0;14;8;22;0;0;ZH037
9286;B, A, Loosterweg II, Huizen;1;0;0;1;0;0;0;0;2;3;5;0;0;ZH037
9287;B, A, Margarietenlaan, Huizen;5;0;0;5;0;0;0;0;9;8;17;0;0;ZH037
9288;B, A, Trekvaart, Huizen;7;0;0;2;0;0;0;0;19;9;28;0;0;ZH037
9289;B, A, Nieuwe Weg, Huizen;3;0;0;1;0;0;0;0;9;8;17;1;0;ZH037
9290;B, A, Bethlehemlaan, Huizen;11;0;0;3;0;0;0;0;27;31;58;0;1;ZH037
9291;B, A, Kennemerweg, Huizen;4;0;0;3;0;0;0;0;9;9;18;0;0;ZH037
9292;B, A, Winterrustlaan, Huizen;3;0;0;1;0;0;0;0;8;8;16;0;0;ZH037
9293;B, A, Zandlaan, Huizen;9;0;0;3;0;0;0;0;21;16;37;0;0;ZH037
9294;B, A, Haarlemmerstraat, Huizen;42;2;0;10;0;0;0;0;103;106;209;1;1;ZH037
9295;B, A, Oosteinderlaan, Huizen;18;0;0;7;0;0;0;0;45;34;79;2;1;ZH037
9296;B, A, Weeresteinstraat, Huizen;85;5;14;35;0;0;0;0;206;226;432;6;4;ZH037
9297;B, A, Weerlaan, Huizen;12;1;0;1;0;0;0;0;32;29;61;0;0;ZH037
9298;B, A, Weerlaan, Schepen;0;0;0;0;3;0;0;0;7;6;13;0;0;ZH037
9299;B, A, Noorderlaan, Huizen;20;1;0;8;0;0;0;0;48;48;96;0;0;ZH037
9300;B, A, Pastoorslaan, Huizen;10;0;0;16;0;0;0;0;20;28;48;0;2;ZH037
9301;B, A, Molenlaan, Huizen;6;0;0;4;0;0;0;0;9;12;21;0;0;ZH037
9302;B, B, Stationsweg, Huizen;13;1;0;15;0;0;0;0;39;44;83;1;2;ZH037
9303;B, B, Beeklaan, Huizen;11;2;0;3;0;0;0;0;41;36;77;0;0;ZH037
9304;B, B, Loosterweg II, Huizen;10;0;1;7;0;0;0;0;26;28;54;0;0;ZH037
9305;B, B, Trekvaart, Huizen;11;1;0;2;0;0;0;0;41;29;70;0;0;ZH037
9306;B, B, Trekvaart, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;3;0;ZH037
9307;B, C, Leidsche straat, Huizen;15;0;0;12;0;0;0;0;56;47;103;0;2;ZH037
9308;B, C, Elsbroekerlaan, Huizen;1;0;0;1;0;0;0;0;2;1;3;0;0;ZH037
9309;B, C, Beekweg, Huizen;0;0;0;1;0;0;0;0;0;0;0;0;0;ZH037
9310;B, C, Beeklaan, Huizen;3;2;0;3;0;0;0;0;12;9;21;0;0;ZH037
9311;B, C, Loosterweg III, Huizen;31;1;0;8;0;0;0;0;103;80;183;3;3;ZH037
9312;B, C, Loosterweg III, Ark;0;0;0;0;1;0;0;0;4;2;6;0;0;ZH037
9313;B, C, Frederikslaan, Huizen;5;1;0;2;0;0;0;0;24;11;35;1;0;ZH037
9314;K, Totaal;669;37;6;144;1;1;0;0;1739;1645;3384;27;39;ZH036
9315;K, S, Stationsweg, Huizen;10;0;0;3;0;0;0;0;23;31;54;0;1;ZH036
9316;K, B, Stationsweg, Huizen;23;0;0;4;0;0;0;0;50;51;101;1;0;ZH036
9317;K, B, Hoofdstraat, Huizen;127;2;0;35;0;0;0;0;336;350;686;9;17;ZH036
9318;K, B, Mariastraat, Maria Gest.;1;0;0;0;0;0;0;0;0;10;10;0;0;ZH036
9319;K, B, Mariastraat, Overige huizen;33;1;0;7;0;0;0;0;74;76;150;2;3;ZH036
9320;K, B, Vossenlaan, Huizen;17;0;0;2;0;0;0;0;49;41;90;1;3;ZH036
9321;K, B, Ambachtstraat, Huizen;25;0;0;0;0;0;0;0;71;71;142;0;0;ZH036
9322;K, B, Meerdorpstraat, Huizen;26;0;0;3;0;0;0;0;75;66;141;2;0;ZH036
9323;K, B, Meerstraat, Huizen;83;3;0;11;0;0;0;0;226;185;411;3;0;ZH036
9324;K, B, Krocht, Huizen;6;3;0;1;0;0;0;0;17;13;30;0;1;ZH036
9325;K, B, Middenstraat, Huizen;9;2;0;0;0;0;0;0;17;26;43;0;0;ZH036
9326;K, B, Hofstraat, Huizen;24;1;0;3;0;0;0;0;52;41;93;0;1;ZH036
9327;K, B, Molenstraat, Huizen;30;2;0;6;0;0;0;0;70;78;148;1;0;ZH036
9328;K, B, Molenbuurt, Huizen;14;1;0;0;0;0;0;0;43;31;74;0;0;ZH036
9329;K, B, Kerkstraat, N.H. Wees- en Armen...;1;0;0;0;0;0;0;0;1;9;10;0;0;ZH036
9330;K, B, Kerkstraat, Overige huizen;35;1;0;5;0;0;0;0;87;70;157;2;3;ZH036
9331;K, B, Kerkplein, Huizen;4;0;0;1;0;0;0;0;8;13;21;0;0;ZH036
9332;K, B, Kuipersteeg, Huizen;1;0;0;0;0;0;0;0;2;2;4;0;0;ZH036
9333;K, B, Sixlaan, Huizen;1;0;0;0;0;0;0;0;3;3;6;0;0;ZH036
9334;K, B, Van den Endelaan, Huizen;43;1;0;13;0;0;0;0;95;108;203;2;3;ZH036
9335;K, B, Wilhelminalaan, Huizen;8;3;0;12;0;0;0;0;21;24;45;1;0;ZH036
9336;K, C, Hoofdstraat, R.K. Wees-en Armen...;1;0;0;0;0;0;0;0;7;4;11;0;0;ZH036
9337;K, C, Hoofdstraat, Overige huizen;31;1;0;7;0;0;0;0;78;77;155;1;4;ZH036
9338;K, C, Haven, Huizen;21;4;3;2;0;0;0;0;56;42;98;0;0;ZH036
9339;K, C, Haven, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;0;ZH036
9340;K, C, Brouwerslaan, Huizen;12;0;3;4;0;0;0;0;62;58;120;0;0;ZH036
9341;K, C, Leidsche straat, Huizen;25;0;0;9;0;0;0;0;70;51;121;0;0;ZH036
9342;K, C, Vinkenweg, Huizen;4;1;0;0;0;0;0;0;16;12;28;0;0;ZH036
9343;K, C, Elsbroekerlaan, Schepen;0;0;0;0;1;0;0;0;3;1;4;0;0;ZH036
9344;K, C, Vinkenlaan, Huizen;16;8;0;5;0;0;0;0;55;35;90;0;0;ZH036
9345;K, C, Beekkade, Huizen;21;2;0;6;0;0;0;0;38;35;73;1;3;ZH036
9346;K, C, Veenenburgerlaan, Huizen;17;1;0;5;0;0;0;0;34;31;65;0;0;ZH036
9347;Algemeen totaal;152;6;0;14;0;0;0;0;390;366;756;12;17;ZH038
9348;B, Totaal;74;3;0;8;0;0;0;0;178;165;343;9;13;ZH038
9349;B, Groeneweg, Huizen;8;1;0;0;0;0;0;0;17;12;29;0;1;ZH038
9350;B, Hooge Giessen, Huizen;8;0;0;0;0;0;0;0;19;27;46;2;1;ZH038
9351;B, Minkeloos, Huizen;4;1;0;0;0;0;0;0;6;4;10;3;1;ZH038
9352;B, het Hoog, Huizen;10;1;0;0;0;0;0;0;19;21;40;0;4;ZH038
9353;B, Bazeldijk, Huizen;44;0;0;8;0;0;0;0;117;101;218;4;6;ZH038
9354;K, Totaal;78;3;0;6;0;0;0;0;212;201;413;3;4;ZH038
9355;K, Huizen;78;3;0;6;0;0;0;0;212;201;413;3;4;ZH038
9356;Algemeen totaal;126;4;0;7;0;0;0;0;299;272;571;12;13;ZH039
9357;B, Totaal;61;1;0;0;0;0;0;0;138;122;260;3;10;ZH039
9358;B, Lage Giessen, Huizen;25;1;0;0;0;0;0;0;65;69;134;1;5;ZH038
9359;B, Groeneweg, Huizen;5;0;0;0;0;0;0;0;7;9;16;0;0;ZH038
9360;B, Hooge Giessen, Huizen;4;0;0;0;0;0;0;0;18;11;29;0;2;ZH039
9361;B, Schans, Huizen;2;0;0;0;0;0;0;0;4;2;6;0;0;ZH039
9362;B, Dorp, Huizen;25;0;0;0;0;0;0;0;44;31;75;2;3;ZH039
9363;K, Totaal;65;3;0;7;0;0;0;0;161;150;311;9;3;ZH038
9364;K, Dorp, Huizen;65;3;0;7;0;0;0;0;161;150;311;9;3;ZH038
9365;Algemeen totaal;1671;74;11;191;2;2;0;0;4151;4013;8164;68;83;ZH040
9366;B, Totaal;41;6;0;18;0;0;0;0;114;109;223;8;11;ZH040
9367;B, I, Katwijk a/d. Rijn, Huizen;9;0;0;6;0;0;0;0;24;35;59;0;1;ZH040
9368;B, II, Katwijk a/d. Rijn, Huizen;2;3;0;1;0;0;0;0;9;8;17;0;0;ZH040
9369;B, III, Katwijk a/d. Rijn, Huizen;17;3;0;6;0;0;0;0;47;37;84;3;6;ZH040
9370;B, A, Katwijk aan Zee, Huizen;13;0;0;5;0;0;0;0;34;29;63;5;4;ZH040
9371;K, Totaal;1630;68;11;173;2;2;0;0;4036;3904;7940;60;72;ZH040
9372;K, I, Katwijk a/d Rijn, De St. Willeb...;1;0;0;0;0;0;0;0;221;0;221;1;0;ZH039
9373;K, I, Katwijk a/d. Rijn, Overige huizen;104;9;0;24;0;0;0;0;286;260;546;12;9;ZH039
9374;K, I, Katwijk a/d. Rijn, Schepen;0;0;0;0;1;0;0;0;5;2;7;0;0;ZH039
9375;K, I, Katwijk a/d Rijn, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;1;2;ZH039
9376;K, II, Katwijk a/d. Rijn, Huizen;95;8;0;23;0;0;0;0;225;222;447;6;10;ZH039
9377;K, III, Katwijk a/d Rijn, Weesh. N.H.G.;1;0;0;1;0;0;0;0;2;1;3;0;0;ZH039
9378;K, III, Katwijk a/d. Rijn, Ov. huizen;125;5;0;21;0;0;0;0;232;241;473;2;7;ZH039
9379;K, A, Katwijk aan Zee, Huizen;360;28;9;37;0;0;0;0;879;922;1801;9;8;ZH039
9380;K, A, Katwijk aan Zee, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH039
9381;K, A, Katwijk aan Zee, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;2;0;ZH039
9382;K, B, Katwijk aan Zee, Huizen;235;7;2;31;0;0;0;0;417;466;883;13;15;ZH039
9383;K, C, Katwijk aan Zee, Gasth. der N.H.G.;1;0;0;0;0;0;0;0;16;8;24;0;0;ZH039
9384;K, C, Katwijk aan Zee, Overige huizen;235;4;0;11;0;0;0;0;407;455;862;6;9;ZH039
9385;K, D, Katwijk aan Zee, Weesh. der N.H.G.;1;0;0;0;0;0;0;0;12;9;21;0;0;ZH040
9386;K, D, Katwijk aan Zee, Overige huizen;259;3;0;18;0;0;0;0;473;522;995;2;3;ZH040
9387;K, E, Katwijk aan Zee, Huizen;213;4;0;7;0;0;0;0;859;794;1653;6;9;ZH040
9388;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;ZH040
9389;Algemeen totaal;170;0;0;9;0;1;0;0;478;442;920;13;12;ZH040
9390;G, Kedichem, Huizen;95;0;0;5;0;0;0;0;259;247;506;8;5;ZH040
9391;G, Oosterwijk, Huizen;75;0;0;4;0;0;0;0;219;195;414;4;4;ZH040
9392;G, Oosterwijk, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;3;ZH040
9393;Algemeen totaal;370;5;0;4;0;0;0;0;803;813;1616;32;33;ZH041
9394;B, Totaal;180;2;0;0;0;0;0;0;448;414;862;15;14;ZH041
9395;B, Kreupelweg, Huizen;4;0;0;0;0;0;0;0;16;15;31;3;1;ZH041
9396;B, Postweg, Huizen;2;0;0;0;0;0;0;0;4;4;8;0;0;ZH041
9397;B, Smitsweg, Huizen;1;0;0;0;0;0;0;0;3;4;7;1;0;ZH041
9398;B, Damsterweg, Huizen;4;0;0;0;0;0;0;0;15;10;25;0;0;ZH041
9399;B, Molenwijk, Huizen;41;0;0;0;0;0;0;0;89;82;171;2;7;ZH041
9400;B, Oud Cromstrijensche dijk, Huizen;45;0;0;0;0;0;0;0;113;114;227;2;2;ZH041
9401;B, Nieuw Cromstrijensche dijk, Huizen;33;2;0;0;0;0;0;0;68;64;132;4;2;ZH041
9402;B, Klein Cromstrijensche dijk, Huizen;28;0;0;0;0;0;0;0;90;88;178;2;2;ZH041
9403;B, Schenkeldijk, Huizen;18;0;0;0;0;0;0;0;41;29;70;1;0;ZH041
9404;B, Kloosterweg, Huizen;1;0;0;0;0;0;0;0;3;1;4;0;0;ZH041
9405;B, Meeweg, Huizen;1;0;0;0;0;0;0;0;2;1;3;0;0;ZH041
9406;B, Nieuwe Heldweg, Huizen;2;0;0;0;0;0;0;0;4;2;6;0;0;ZH041
9407;K, Totaal;190;3;0;4;0;0;0;0;355;399;754;17;19;ZH041
9408;K, Voorstraat, Huizen;46;1;0;0;0;0;0;0;95;110;205;5;5;ZH041
9409;K, Botjesstraat, Huizen;4;0;0;0;0;0;0;0;4;5;9;3;1;ZH041
9410;K, Kerkstraat, Huizen;11;0;0;3;0;0;0;0;23;23;46;1;0;ZH041
9411;K, Molendijk, Huizen;50;1;0;0;0;0;0;0;95;98;193;2;5;ZH041
9412;K, Oud Cromstrijenschedijk, Huizen;72;0;0;1;0;0;0;0;125;146;271;6;8;ZH041
9413;K, Schans, Huizen;2;1;0;0;0;0;0;0;2;4;6;0;0;ZH041
9414;K, Havenweg, Huizen;5;0;0;0;0;0;0;0;11;13;24;0;0;ZH041
9415;Algemeen totaal;480;20;3;83;1;5;0;0;1234;1189;2423;54;52;ZH042
9416;B, Totaal;200;5;1;36;1;5;0;0;535;503;1038;16;32;ZH042
9417;B, A, Huizen;98;0;0;4;0;0;0;0;238;218;456;4;14;ZH042
9418;B, A, Tijd. aanw. schepen;0;0;0;0;0;5;0;0;0;0;0;10;6;ZH042
9419;B, C, Huizen;26;3;0;16;0;0;0;0;82;84;166;0;5;ZH042
9420;B, D, Huizen;76;2;1;16;0;0;0;0;213;199;412;2;7;ZH042
9421;B, D, Ark;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH042
9422;K, Totaal;280;15;2;47;0;0;0;0;699;686;1385;38;20;ZH042
9423;K, A, Huizen;95;2;0;17;0;0;0;0;224;227;451;19;13;ZH042
9424;K, B, Huizen;117;9;0;24;0;0;0;0;313;297;610;11;5;ZH042
9425;K, C, Huizen;68;4;2;6;0;0;0;0;162;162;324;8;2;ZH042
9426;Algemeen totaal;551;17;1;60;3;2;0;0;1359;1372;2731;43;32;ZH042
9427;G, A, Huizen;401;11;1;47;0;0;0;0;954;971;1925;30;26;ZH042
9428;G, A, Schepen;0;0;0;0;2;0;0;0;2;3;5;0;0;ZH042
9429;G, B, Stormpolder, Huizen;150;6;0;13;0;0;0;0;401;396;797;10;3;ZH042
9430;G, B, Stormpolder, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH042
9431;G, B, Stormpolder, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;3;3;ZH042
9432;Algemeen totaal;190;12;0;11;0;0;0;0;487;460;947;24;37;ZH043
9433;B, Totaal;153;10;0;9;0;0;0;0;420;381;801;19;30;ZH043
9434;B, Huizen;153;10;0;9;0;0;0;0;420;381;801;19;30;ZH043
9435;K, Totaal;37;2;0;2;0;0;0;0;67;79;146;5;7;ZH042
9436;K, Huizen;37;2;0;2;0;0;0;0;67;79;146;5;7;ZH042
9437;Algemeen totaal;158;5;0;4;0;0;0;0;373;393;766;9;13;ZH043
9438;G, Kanaaldijk, Huizen;26;0;0;0;0;0;0;0;68;68;136;1;1;ZH043
9439;G, Middelkoop, Huizen;53;1;0;0;0;0;0;0;124;127;251;2;3;ZH043
9440;G, Kerkweg, Huizen;13;0;0;1;0;0;0;0;21;33;54;0;3;ZH043
9441;G, Leerbroek, Huizen;39;2;0;3;0;0;0;0;87;92;179;6;4;ZH043
9442;G, Weverwijk, Huizen;24;2;0;0;0;0;0;0;68;64;132;0;2;ZH043
9443;G, Geer, Huizen;3;0;0;0;0;0;0;0;5;9;14;0;0;ZH043
9444;Algemeen totaal;919;9;2;107;8;5;0;1;2574;2468;5042;62;66;ZH044
9445;B, Totaal;289;4;0;13;8;5;0;1;929;864;1793;32;29;ZH044
9446;B, B, Klein Oosterwijk, Huizen;104;2;0;9;0;0;0;0;283;266;549;4;11;ZH043
9447;B, B, 't Recht van ter Leede, Huizen;44;0;0;0;0;0;0;0;135;123;258;8;4;ZH043
9448;B, B, Hoogeind, Huizen;34;1;0;0;0;0;0;0;119;114;233;3;2;ZH043
9449;B, B, Loosdorp, Huizen;15;0;0;0;0;0;0;0;52;53;105;1;0;ZH043
