ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
214;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2015/'16;7910.0
215;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2016/'17;9210.0
216;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2017/'18;9300.0
217;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2018/'19;9870.0
218;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2019/'20;9950.0
219;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2020/'21;11470.0
220;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2021/'22;9610.0
221;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2022/'23;9120.0
222;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2023/'24;8680.0
223;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Opleidingsfase totaal;2024/'25;9450.0
224;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2011/'12;6730.0
225;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2012/'13;7070.0
226;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2013/'14;7930.0
227;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2014/'15;8200.0
228;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2015/'16;7910.0
229;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2016/'17;9210.0
230;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2017/'18;9300.0
231;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2018/'19;9870.0
232;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2019/'20;9950.0
233;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2020/'21;11460.0
234;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2021/'22;9600.0
235;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2022/'23;9110.0
236;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2023/'24;8670.0
237;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2024/'25;9450.0
238;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2011/'12;0.0
239;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2012/'13;0.0
240;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2013/'14;0.0
241;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2014/'15;0.0
242;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2015/'16;0.0
243;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2016/'17;0.0
244;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2017/'18;0.0
245;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2018/'19;0.0
246;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2019/'20;10.0
247;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2020/'21;10.0
248;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2021/'22;0.0
249;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2022/'23;0.0
250;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2023/'24;10.0
251;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2024/'25;0.0
252;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2011/'12;3510.0
253;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2012/'13;3400.0
254;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2013/'14;3350.0
255;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2014/'15;3180.0
256;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2015/'16;3200.0
257;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2016/'17;3500.0
258;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2017/'18;3630.0
259;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2018/'19;3420.0
260;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2019/'20;3420.0
261;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2020/'21;3290.0
262;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2021/'22;2610.0
263;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2022/'23;2500.0
264;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2023/'24;2460.0
265;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Opleidingsfase totaal;2024/'25;2570.0
266;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2011/'12;3510.0
267;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2012/'13;3400.0
268;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2013/'14;3350.0
269;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2014/'15;3180.0
270;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2015/'16;3200.0
271;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2016/'17;3500.0
272;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2017/'18;3630.0
273;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2018/'19;3420.0
274;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2019/'20;3420.0
275;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2020/'21;3290.0
276;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2021/'22;2610.0
277;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2022/'23;2500.0
278;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2023/'24;2460.0
279;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2024/'25;2570.0
280;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2011/'12;0.0
281;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2012/'13;0.0
282;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2013/'14;0.0
283;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2014/'15;0.0
284;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2015/'16;0.0
285;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2016/'17;0.0
286;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2017/'18;0.0
287;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;0.0
288;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;0.0
289;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;0.0
290;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;0.0
291;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2022/'23;0.0
292;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2023/'24;0.0
293;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma natuur en techniek;Master- en vervolgopleidingen;2024/'25;0.0
294;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2011/'12;6670.0
295;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2012/'13;6990.0
296;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2013/'14;7370.0
297;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2014/'15;7980.0
298;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2015/'16;7720.0
299;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2016/'17;8410.0
300;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2017/'18;8260.0
301;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2018/'19;8290.0
302;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2019/'20;8060.0
303;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2020/'21;8810.0
304;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2021/'22;6650.0
305;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2022/'23;5840.0
306;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2023/'24;5380.0
307;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Opleidingsfase totaal;2024/'25;5470.0
308;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;6670.0
309;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;6990.0
310;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;7370.0
311;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;7980.0
312;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;7720.0
313;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;8410.0
314;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;8260.0
315;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2018/'19;8290.0
316;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2019/'20;8060.0
317;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2020/'21;8800.0
318;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2021/'22;6650.0
319;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2022/'23;5840.0
320;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2023/'24;5380.0
321;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Bachelor- en doctoraalopleidingen;2024/'25;5460.0
322;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2011/'12;0.0
323;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2012/'13;0.0
324;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2013/'14;0.0
325;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2014/'15;0.0
326;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2015/'16;0.0
327;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2016/'17;0.0
328;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2017/'18;0.0
329;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2018/'19;0.0
330;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2019/'20;0.0
331;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2020/'21;0.0
332;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2021/'22;0.0
333;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2022/'23;0.0
334;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2023/'24;0.0
335;Totaal mannen en vrouwen;Hoger onderwijs;Havo-diploma met profielcombinaties;Master- en vervolgopleidingen;2024/'25;0.0
336;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2011/'12;34600.0
337;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2012/'13;33760.0
338;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2013/'14;37850.0
339;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2014/'15;34750.0
340;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2015/'16;32870.0
341;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2016/'17;34040.0
342;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2017/'18;35780.0
343;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2018/'19;36860.0
344;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2019/'20;36480.0
345;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2020/'21;41970.0
346;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2021/'22;36000.0
347;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2022/'23;34490.0
348;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2023/'24;34570.0
349;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Opleidingsfase totaal;2024/'25;35100.0
350;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2011/'12;34550.0
351;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2012/'13;33730.0
352;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2013/'14;37810.0
353;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2014/'15;34700.0
354;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2015/'16;32820.0
355;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2016/'17;33980.0
356;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2017/'18;35710.0
357;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2018/'19;36790.0
358;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2019/'20;36390.0
359;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2020/'21;41870.0
360;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2021/'22;35930.0
361;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2022/'23;34440.0
362;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2023/'24;34510.0
363;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Bachelor- en doctoraalopleidingen;2024/'25;35020.0
364;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2011/'12;60.0
365;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2012/'13;30.0
366;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2013/'14;40.0
367;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2014/'15;60.0
368;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2015/'16;50.0
369;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2016/'17;60.0
370;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2017/'18;70.0
371;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2018/'19;60.0
372;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2019/'20;90.0
373;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2020/'21;100.0
374;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2021/'22;70.0
375;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2022/'23;50.0
376;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2023/'24;60.0
377;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma;Master- en vervolgopleidingen;2024/'25;80.0
378;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2011/'12;170.0
379;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2012/'13;120.0
380;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2013/'14;160.0
381;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2014/'15;150.0
382;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2015/'16;120.0
383;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2016/'17;150.0
384;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2017/'18;170.0
385;Totaal mannen en vrouwen;Hoger onderwijs;Vwo-diploma zonder profiel;Opleidingsfase totaal;2018/'19;150.0
