ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
2918;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2017;0
2919;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2018;0
2920;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2019;0
2921;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2020;0
2922;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2021;0
2923;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2022;0
2924;Total male and female;0 to 4 years;Trinidad and Tobagonian;Caribbean Netherlands;2023;1
2925;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2011;0
2926;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2012;0
2927;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2013;0
2928;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2014;0
2929;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2015;0
2930;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2016;0
2931;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2017;0
2932;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2018;0
2933;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2019;0
2934;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2020;0
2935;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2021;0
2936;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2022;0
2937;Total male and female;0 to 4 years;Trinidad and Tobagonian;Bonaire;2023;0
2938;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2011;0
2939;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2012;0
2940;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2013;0
2941;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2014;0
2942;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2015;0
2943;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2016;0
2944;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2017;0
2945;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2018;0
2946;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2019;0
2947;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2020;0
2948;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2021;0
2949;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2022;0
2950;Total male and female;0 to 4 years;Trinidad and Tobagonian;St. Eustatius;2023;0
2951;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2011;0
2952;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2012;0
2953;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2013;0
2954;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2014;0
2955;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2015;0
2956;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2016;0
2957;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2017;0
2958;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2018;0
2959;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2019;0
2960;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2020;0
2961;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2021;0
2962;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2022;0
2963;Total male and female;0 to 4 years;Trinidad and Tobagonian;Saba;2023;1
2964;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2011;7
2965;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2012;6
2966;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2013;9
2967;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2014;9
2968;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2015;10
2969;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2016;13
2970;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2017;16
2971;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2018;24
2972;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2019;23
2973;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2020;16
2974;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2021;12
2975;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2022;14
2976;Total male and female;0 to 4 years;Venezuelan;Caribbean Netherlands;2023;16
2977;Total male and female;0 to 4 years;Venezuelan;Bonaire;2011;7
2978;Total male and female;0 to 4 years;Venezuelan;Bonaire;2012;6
2979;Total male and female;0 to 4 years;Venezuelan;Bonaire;2013;9
2980;Total male and female;0 to 4 years;Venezuelan;Bonaire;2014;9
2981;Total male and female;0 to 4 years;Venezuelan;Bonaire;2015;10
2982;Total male and female;0 to 4 years;Venezuelan;Bonaire;2016;13
2983;Total male and female;0 to 4 years;Venezuelan;Bonaire;2017;15
2984;Total male and female;0 to 4 years;Venezuelan;Bonaire;2018;23
2985;Total male and female;0 to 4 years;Venezuelan;Bonaire;2019;22
2986;Total male and female;0 to 4 years;Venezuelan;Bonaire;2020;15
2987;Total male and female;0 to 4 years;Venezuelan;Bonaire;2021;11
2988;Total male and female;0 to 4 years;Venezuelan;Bonaire;2022;12
2989;Total male and female;0 to 4 years;Venezuelan;Bonaire;2023;14
2990;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2011;0
2991;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2012;0
2992;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2013;0
2993;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2014;0
2994;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2015;0
2995;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2016;0
2996;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2017;1
2997;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2018;1
2998;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2019;0
2999;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2020;1
3000;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2021;1
3001;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2022;2
3002;Total male and female;0 to 4 years;Venezuelan;St. Eustatius;2023;2
3003;Total male and female;0 to 4 years;Venezuelan;Saba;2011;0
3004;Total male and female;0 to 4 years;Venezuelan;Saba;2012;0
3005;Total male and female;0 to 4 years;Venezuelan;Saba;2013;0
3006;Total male and female;0 to 4 years;Venezuelan;Saba;2014;0
3007;Total male and female;0 to 4 years;Venezuelan;Saba;2015;0
3008;Total male and female;0 to 4 years;Venezuelan;Saba;2016;0
3009;Total male and female;0 to 4 years;Venezuelan;Saba;2017;0
3010;Total male and female;0 to 4 years;Venezuelan;Saba;2018;0
3011;Total male and female;0 to 4 years;Venezuelan;Saba;2019;1
3012;Total male and female;0 to 4 years;Venezuelan;Saba;2020;0
3013;Total male and female;0 to 4 years;Venezuelan;Saba;2021;0
3014;Total male and female;0 to 4 years;Venezuelan;Saba;2022;0
3015;Total male and female;0 to 4 years;Venezuelan;Saba;2023;0
3016;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2011;4
3017;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2012;1
3018;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2013;1
3019;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2014;3
3020;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2015;2
3021;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2016;2
3022;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2017;2
3023;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2018;2
3024;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2019;2
3025;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2020;4
3026;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2021;6
3027;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2022;4
3028;Total male and female;0 to 4 years;Other Central and South America;Caribbean Netherlands;2023;5
3029;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2011;3
3030;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2012;1
3031;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2013;1
3032;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2014;1
3033;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2015;1
3034;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2016;1
3035;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2017;1
3036;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2018;1
3037;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2019;1
3038;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2020;1
3039;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2021;1
3040;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2022;0
3041;Total male and female;0 to 4 years;Other Central and South America;Bonaire;2023;2
3042;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2011;1
3043;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2012;0
3044;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2013;0
3045;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2014;2
3046;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2015;1
3047;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2016;1
3048;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2017;1
3049;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2018;1
3050;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2019;0
3051;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2020;1
3052;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2021;3
3053;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2022;2
3054;Total male and female;0 to 4 years;Other Central and South America;St. Eustatius;2023;1
3055;Total male and female;0 to 4 years;Other Central and South America;Saba;2011;0
3056;Total male and female;0 to 4 years;Other Central and South America;Saba;2012;0
3057;Total male and female;0 to 4 years;Other Central and South America;Saba;2013;0
3058;Total male and female;0 to 4 years;Other Central and South America;Saba;2014;0
3059;Total male and female;0 to 4 years;Other Central and South America;Saba;2015;0
3060;Total male and female;0 to 4 years;Other Central and South America;Saba;2016;0
3061;Total male and female;0 to 4 years;Other Central and South America;Saba;2017;0
3062;Total male and female;0 to 4 years;Other Central and South America;Saba;2018;0
3063;Total male and female;0 to 4 years;Other Central and South America;Saba;2019;1
3064;Total male and female;0 to 4 years;Other Central and South America;Saba;2020;2
3065;Total male and female;0 to 4 years;Other Central and South America;Saba;2021;2
3066;Total male and female;0 to 4 years;Other Central and South America;Saba;2022;2
3067;Total male and female;0 to 4 years;Other Central and South America;Saba;2023;2
3068;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2011;4
3069;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2012;5
3070;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2013;7
3071;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2014;6
3072;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2015;3
3073;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2016;5
3074;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2017;5
3075;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2018;6
3076;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2019;10
3077;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2020;11
3078;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2021;13
3079;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2022;12
3080;Total male and female;0 to 4 years;Other Asia;Caribbean Netherlands;2023;9
3081;Total male and female;0 to 4 years;Other Asia;Bonaire;2011;3
3082;Total male and female;0 to 4 years;Other Asia;Bonaire;2012;3
3083;Total male and female;0 to 4 years;Other Asia;Bonaire;2013;4
3084;Total male and female;0 to 4 years;Other Asia;Bonaire;2014;3
3085;Total male and female;0 to 4 years;Other Asia;Bonaire;2015;2
3086;Total male and female;0 to 4 years;Other Asia;Bonaire;2016;4
3087;Total male and female;0 to 4 years;Other Asia;Bonaire;2017;5
3088;Total male and female;0 to 4 years;Other Asia;Bonaire;2018;5
3089;Total male and female;0 to 4 years;Other Asia;Bonaire;2019;6
3090;Total male and female;0 to 4 years;Other Asia;Bonaire;2020;8
3091;Total male and female;0 to 4 years;Other Asia;Bonaire;2021;10
3092;Total male and female;0 to 4 years;Other Asia;Bonaire;2022;10
3093;Total male and female;0 to 4 years;Other Asia;Bonaire;2023;9
3094;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2011;1
3095;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2012;1
3096;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2013;1
3097;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2014;1
3098;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2015;0
3099;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2016;0
3100;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2017;0
3101;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2018;0
3102;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2019;0
3103;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2020;0
3104;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2021;0
3105;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2022;0
3106;Total male and female;0 to 4 years;Other Asia;St. Eustatius;2023;0
3107;Total male and female;0 to 4 years;Other Asia;Saba;2011;0
3108;Total male and female;0 to 4 years;Other Asia;Saba;2012;1
3109;Total male and female;0 to 4 years;Other Asia;Saba;2013;2
3110;Total male and female;0 to 4 years;Other Asia;Saba;2014;2
3111;Total male and female;0 to 4 years;Other Asia;Saba;2015;1
3112;Total male and female;0 to 4 years;Other Asia;Saba;2016;1
3113;Total male and female;0 to 4 years;Other Asia;Saba;2017;0
3114;Total male and female;0 to 4 years;Other Asia;Saba;2018;1
3115;Total male and female;0 to 4 years;Other Asia;Saba;2019;4
3116;Total male and female;0 to 4 years;Other Asia;Saba;2020;3
3117;Total male and female;0 to 4 years;Other Asia;Saba;2021;3
3118;Total male and female;0 to 4 years;Other Asia;Saba;2022;2
3119;Total male and female;0 to 4 years;Other Asia;Saba;2023;0
3120;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2011;1
3121;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2012;0
3122;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2013;0
3123;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2014;0
3124;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2015;0
3125;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2016;0
3126;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2017;1
3127;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2018;2
3128;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2019;3
3129;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2020;3
3130;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2021;3
3131;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2022;2
3132;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Caribbean Netherlands;2023;0
3133;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2011;1
3134;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2012;0
3135;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2013;0
3136;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2014;0
3137;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2015;0
3138;Total male and female;0 to 4 years;Other Europe (excluding Dutch nationals);Bonaire;2016;0
