ID;Households;Regions;Periods;MixedIncomeNet_1;TotalCompensationOfEmployees_2;TotalPropertyIncome_3;TotalPropertyIncome_4;PrimaryIncomeNet_5;PrimaryIncomeNet_6;TotalSocialBenefits_7;TotalOtherCurrentTransfers_8;TotalCurrentTaxesOnIncomeAndWealth_9;TotalSocialContributions_10;TotalOtherCurrentTransfers_11;DisposableIncomeNet_12;MixedIncomeNet_13;TotalCompensationOfEmployees_14;TotalPropertyIncome_15;TotalPropertyIncome_16;PrimaryIncomeNet_17;PrimaryIncomeNet_18;TotalSocialBenefits_19;TotalOtherCurrentTransfers_20;TotalCurrentTaxesOnIncomeAndWealth_21;TotalSocialContributions_22;TotalOtherCurrentTransfers_23;DisposableIncomeNet_24;MixedIncomeNet_25;TotalCompensationOfEmployees_26;TotalPropertyIncome_27;TotalPropertyIncome_28;PrimaryIncomeNet_29;PrimaryIncomeNet_30;TotalSocialBenefits_31;TotalOtherCurrentTransfers_32;TotalCurrentTaxesOnIncomeAndWealth_33;TotalSocialContributions_34;TotalOtherCurrentTransfers_35;DisposableIncomeNet_36
2358;Pension, single person;East-Netherlands;1998;130.0;35.0;888.0;40.0;1013.0;1013.0;2094.0;;258.0;691.0;;2140.0;889.0;239.0;6046.0;271.0;6902.0;6902.0;14260.0;;1758.0;4706.0;;14577.0;889.0;239.0;6046.0;271.0;6902.0;6902.0;14260.0;;1758.0;4706.0;;14577.0
2359;Pension, single person;East-Netherlands;1999;149.0;32.0;856.0;49.0;989.0;989.0;2281.0;;142.0;772.0;;2339.0;1003.0;216.0;5745.0;329.0;6636.0;6636.0;15315.0;;952.0;5182.0;;15702.0;1003.0;216.0;5745.0;329.0;6636.0;6636.0;15315.0;;952.0;5182.0;;15702.0
2360;Pension, single person;East-Netherlands;2000;159.0;39.0;942.0;62.0;1078.0;1078.0;2379.0;;153.0;738.0;;2543.0;1064.0;263.0;6313.0;415.0;7225.0;7225.0;15937.0;;1023.0;4945.0;;17037.0;1064.0;263.0;6313.0;415.0;7225.0;7225.0;15937.0;;1023.0;4945.0;;17037.0
2361;Pension, single person;East-Netherlands;2001;167.0;44.0;887.0;73.0;1025.0;1025.0;2611.0;;280.0;708.0;;2683.0;1077.0;283.0;5705.0;472.0;6593.0;6593.0;16798.0;;1798.0;4557.0;;17259.0;1077.0;283.0;5705.0;472.0;6593.0;6593.0;16798.0;;1798.0;4557.0;;17259.0
2362;Pension, single person;East-Netherlands;2002;160.0;45.0;801.0;72.0;934.0;934.0;2736.0;;291.0;605.0;;2820.0;1038.0;294.0;5200.0;470.0;6062.0;6062.0;17762.0;;1890.0;3925.0;;18305.0;1038.0;294.0;5200.0;470.0;6062.0;6062.0;17762.0;;1890.0;3925.0;;18305.0
2363;Pension, single person;East-Netherlands;2003;163.0;51.0;815.0;67.0;963.0;963.0;2799.0;;301.0;686.0;;2834.0;1037.0;326.0;5178.0;426.0;6116.0;6116.0;17783.0;;1912.0;4358.0;;18006.0;1037.0;326.0;5178.0;426.0;6116.0;6116.0;17783.0;;1912.0;4358.0;;18006.0
2364;Pension, single person;East-Netherlands;2004;146.0;56.0;964.0;75.0;1091.0;1091.0;2830.0;;199.0;481.0;;3314.0;935.0;359.0;6177.0;478.0;6993.0;6993.0;18143.0;;1277.0;3082.0;;21247.0;935.0;359.0;6177.0;478.0;6993.0;6993.0;18143.0;;1277.0;3082.0;;21247.0
2365;Pension, single person;East-Netherlands;2005;144.0;61.0;1151.0;85.0;1272.0;1272.0;2984.0;;253.0;508.0;;3618.0;890.0;379.0;7109.0;523.0;7854.0;7854.0;18423.0;;1564.0;3134.0;;22334.0;890.0;379.0;7109.0;523.0;7854.0;7854.0;18423.0;;1564.0;3134.0;;22334.0
2366;Pension, single person;East-Netherlands;2006;183.0;35.0;1370.0;114.0;1474.0;1474.0;3338.0;;180.0;602.0;;4140.0;1114.0;215.0;8347.0;697.0;8980.0;8980.0;20335.0;;1097.0;3667.0;;25221.0;1114.0;215.0;8347.0;697.0;8980.0;8980.0;20335.0;;1097.0;3667.0;;25221.0
2367;Pension, single person;East-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2368;Pension, single person;East-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2369;Pension, single person;East-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2370;Pension, single person;West-Netherlands;1995;309.0;67.0;3039.0;85.0;3330.0;3330.0;5687.0;;889.0;1977.0;;6133.0;768.0;168.0;7562.0;211.0;8287.0;8287.0;14151.0;;2213.0;4920.0;;15261.0;768.0;168.0;7562.0;211.0;8287.0;8287.0;14151.0;;2213.0;4920.0;;15261.0
2371;Pension, single person;West-Netherlands;1996;329.0;84.0;2677.0;93.0;2997.0;2997.0;5800.0;;1001.0;2011.0;;5730.0;805.0;205.0;6543.0;227.0;7325.0;7325.0;14178.0;;2446.0;4916.0;;14008.0;805.0;205.0;6543.0;227.0;7325.0;7325.0;14178.0;;2446.0;4916.0;;14008.0
2372;Pension, single person;West-Netherlands;1997;343.0;84.0;2810.0;90.0;3147.0;3147.0;6041.0;;924.0;2167.0;;6036.0;830.0;204.0;6800.0;218.0;7616.0;7616.0;14622.0;;2236.0;5246.0;;14608.0;830.0;204.0;6800.0;218.0;7616.0;7616.0;14622.0;;2236.0;5246.0;;14608.0
2373;Pension, single person;West-Netherlands;1998;355.0;91.0;2793.0;96.0;3143.0;3143.0;5939.0;;926.0;2101.0;;6007.0;910.0;234.0;7162.0;247.0;8059.0;8059.0;15229.0;;2374.0;5387.0;;15405.0;910.0;234.0;7162.0;247.0;8059.0;8059.0;15229.0;;2374.0;5387.0;;15405.0
2374;Pension, single person;West-Netherlands;1999;363.0;118.0;2734.0;128.0;3088.0;3088.0;6516.0;;599.0;2346.0;;6613.0;912.0;298.0;6868.0;322.0;7756.0;7756.0;16367.0;;1503.0;5892.0;;16610.0;912.0;298.0;6868.0;322.0;7756.0;7756.0;16367.0;;1503.0;5892.0;;16610.0
2375;Pension, single person;West-Netherlands;2000;422.0;111.0;2631.0;168.0;2996.0;2996.0;6964.0;;638.0;2283.0;;6976.0;1044.0;275.0;6506.0;415.0;7410.0;7410.0;17223.0;;1578.0;5645.0;;17252.0;1044.0;275.0;6506.0;415.0;7410.0;7410.0;17223.0;;1578.0;5645.0;;17252.0
2376;Pension, single person;West-Netherlands;2001;464.0;152.0;2439.0;169.0;2885.0;2885.0;7426.0;;914.0;2125.0;;7309.0;1138.0;374.0;5988.0;416.0;7084.0;7084.0;18235.0;;2244.0;5218.0;;17948.0;1138.0;374.0;5988.0;416.0;7084.0;7084.0;18235.0;;2244.0;5218.0;;17948.0
2377;Pension, single person;West-Netherlands;2002;465.0;139.0;2718.0;164.0;3158.0;3158.0;7919.0;;972.0;1859.0;;8390.0;1128.0;338.0;6600.0;399.0;7667.0;7667.0;19227.0;;2360.0;4513.0;;20369.0;1128.0;338.0;6600.0;399.0;7667.0;7667.0;19227.0;;2360.0;4513.0;;20369.0
2378;Pension, single person;West-Netherlands;2003;501.0;165.0;2620.0;162.0;3124.0;3124.0;8138.0;;1073.0;2170.0;;8121.0;1212.0;400.0;6339.0;393.0;7559.0;7559.0;19689.0;;2595.0;5249.0;;19648.0;1212.0;400.0;6339.0;393.0;7559.0;7559.0;19689.0;;2595.0;5249.0;;19648.0
2379;Pension, single person;West-Netherlands;2004;392.0;174.0;3804.0;184.0;4186.0;4186.0;8229.0;;929.0;1452.0;;9801.0;951.0;423.0;9221.0;447.0;10147.0;10147.0;19949.0;;2253.0;3519.0;;23760.0;951.0;423.0;9221.0;447.0;10147.0;10147.0;19949.0;;2253.0;3519.0;;23760.0
2380;Pension, single person;West-Netherlands;2005;373.0;178.0;4462.0;203.0;4810.0;4810.0;8452.0;;1063.0;1443.0;;10556.0;888.0;425.0;10627.0;483.0;11456.0;11456.0;20130.0;;2532.0;3437.0;;25143.0;888.0;425.0;10627.0;483.0;11456.0;11456.0;20130.0;;2532.0;3437.0;;25143.0
2381;Pension, single person;West-Netherlands;2006;470.0;167.0;5240.0;280.0;5597.0;5597.0;9246.0;;794.0;1703.0;;12090.0;1113.0;396.0;12406.0;662.0;13253.0;13253.0;21892.0;;1880.0;4032.0;;28625.0;1113.0;396.0;12406.0;662.0;13253.0;13253.0;21892.0;;1880.0;4032.0;;28625.0
2382;Pension, single person;West-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2383;Pension, single person;West-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2384;Pension, single person;West-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2385;Pension, single person;South-Netherlands;1995;118.0;32.0;779.0;35.0;894.0;894.0;2067.0;;246.0;663.0;;2044.0;754.0;205.0;4991.0;225.0;5725.0;5725.0;13236.0;;1575.0;4246.0;;13094.0;754.0;205.0;4991.0;225.0;5725.0;5725.0;13236.0;;1575.0;4246.0;;13094.0
2386;Pension, single person;South-Netherlands;1996;130.0;52.0;774.0;105.0;851.0;851.0;2146.0;;265.0;703.0;;2007.0;802.0;323.0;4788.0;648.0;5265.0;5265.0;13269.0;;1641.0;4350.0;;12409.0;802.0;323.0;4788.0;648.0;5265.0;5265.0;13269.0;;1641.0;4350.0;;12409.0
2387;Pension, single person;South-Netherlands;1997;147.0;54.0;864.0;41.0;1023.0;1023.0;2290.0;;266.0;788.0;;2234.0;880.0;321.0;5166.0;248.0;6119.0;6119.0;13699.0;;1594.0;4714.0;;13362.0;880.0;321.0;5166.0;248.0;6119.0;6119.0;13699.0;;1594.0;4714.0;;13362.0
2388;Pension, single person;South-Netherlands;1998;164.0;52.0;826.0;41.0;1001.0;1001.0;2327.0;;285.0;792.0;;2232.0;1024.0;327.0;5166.0;254.0;6263.0;6263.0;14560.0;;1781.0;4953.0;;13967.0;1024.0;327.0;5166.0;254.0;6263.0;6263.0;14560.0;;1781.0;4953.0;;13967.0
2389;Pension, single person;South-Netherlands;1999;175.0;53.0;871.0;58.0;1040.0;1040.0;2549.0;;202.0;892.0;;2476.0;1064.0;321.0;5301.0;353.0;6333.0;6333.0;15518.0;;1230.0;5431.0;;15075.0;1064.0;321.0;5301.0;353.0;6333.0;6333.0;15518.0;;1230.0;5431.0;;15075.0
2390;Pension, single person;South-Netherlands;2000;193.0;65.0;878.0;74.0;1061.0;1061.0;2843.0;;211.0;936.0;;2731.0;1143.0;384.0;5208.0;441.0;6294.0;6294.0;16874.0;;1250.0;5554.0;;16208.0;1143.0;384.0;5208.0;441.0;6294.0;6294.0;16874.0;;1250.0;5554.0;;16208.0
2391;Pension, single person;South-Netherlands;2001;206.0;66.0;743.0;74.0;941.0;941.0;2832.0;;316.0;803.0;;2701.0;1244.0;400.0;4480.0;447.0;5676.0;5676.0;17078.0;;1903.0;4844.0;;16287.0;1244.0;400.0;4480.0;447.0;5676.0;5676.0;17078.0;;1903.0;4844.0;;16287.0
2392;Pension, single person;South-Netherlands;2002;213.0;58.0;845.0;81.0;1036.0;1036.0;3001.0;;337.0;706.0;;3079.0;1286.0;353.0;5101.0;489.0;6251.0;6251.0;18108.0;;2032.0;4263.0;;18581.0;1286.0;353.0;5101.0;489.0;6251.0;6251.0;18108.0;;2032.0;4263.0;;18581.0
2393;Pension, single person;South-Netherlands;2003;226.0;49.0;911.0;81.0;1105.0;1105.0;3149.0;;371.0;820.0;;3172.0;1330.0;291.0;5365.0;476.0;6509.0;6509.0;18545.0;;2188.0;4829.0;;18681.0;1330.0;291.0;5365.0;476.0;6509.0;6509.0;18545.0;;2188.0;4829.0;;18681.0
2394;Pension, single person;South-Netherlands;2004;197.0;39.0;1177.0;89.0;1325.0;1325.0;3276.0;;268.0;569.0;;3824.0;1135.0;224.0;6772.0;512.0;7620.0;7620.0;18843.0;;1544.0;3272.0;;21997.0;1135.0;224.0;6772.0;512.0;7620.0;7620.0;18843.0;;1544.0;3272.0;;21997.0
2395;Pension, single person;South-Netherlands;2005;193.0;52.0;1289.0;97.0;1437.0;1437.0;3347.0;;295.0;567.0;;3984.0;1082.0;291.0;7212.0;543.0;8041.0;8041.0;18723.0;;1649.0;3173.0;;22288.0;1082.0;291.0;7212.0;543.0;8041.0;8041.0;18723.0;;1649.0;3173.0;;22288.0
2396;Pension, single person;South-Netherlands;2006;224.0;59.0;1671.0;116.0;1839.0;1839.0;3534.0;;211.0;695.0;;4546.0;1236.0;329.0;9240.0;641.0;10164.0;10164.0;19535.0;;1167.0;3842.0;;25130.0;1236.0;329.0;9240.0;641.0;10164.0;10164.0;19535.0;;1167.0;3842.0;;25130.0
2397;Pension, single person;South-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2398;Pension, single person;South-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2399;Pension, single person;South-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2400;Pension, single person;Groningen;1995;;;;;202.0;202.0;;;;;;404.0;;;;;6975.0;6975.0;;;;;;13950.0;;;;;6975.0;6975.0;;;;;;13950.0
2401;Pension, single person;Groningen;1996;;;;;187.0;187.0;;;;;;399.0;;;;;5867.0;5867.0;;;;;;12524.0;;;;;5867.0;5867.0;;;;;;12524.0
2402;Pension, single person;Groningen;1997;;;;;189.0;189.0;;;;;;410.0;;;;;5934.0;5934.0;;;;;;12915.0;;;;;5934.0;5934.0;;;;;;12915.0
2403;Pension, single person;Groningen;1998;;;;;168.0;168.0;;;;;;406.0;;;;;5542.0;5542.0;;;;;;13376.0;;;;;5542.0;5542.0;;;;;;13376.0
2404;Pension, single person;Groningen;1999;;;;;175.0;175.0;;;;;;448.0;;;;;5493.0;5493.0;;;;;;14042.0;;;;;5493.0;5493.0;;;;;;14042.0
2405;Pension, single person;Groningen;2000;;;;;184.0;184.0;;;;;;490.0;;;;;5627.0;5627.0;;;;;;14999.0;;;;;5627.0;5627.0;;;;;;14999.0
2406;Pension, single person;Groningen;2001;;;;;170.0;170.0;;;;;;487.0;;;;;5534.0;5534.0;;;;;;15880.0;;;;;5534.0;5534.0;;;;;;15880.0
2407;Pension, single person;Groningen;2002;;;;;227.0;227.0;;;;;;618.0;;;;;6910.0;6910.0;;;;;;18825.0;;;;;6910.0;6910.0;;;;;;18825.0
2408;Pension, single person;Groningen;2003;;;;;223.0;223.0;;;;;;593.0;;;;;6945.0;6945.0;;;;;;18466.0;;;;;6945.0;6945.0;;;;;;18466.0
2409;Pension, single person;Groningen;2004;;;;;377.0;377.0;;;;;;811.0;;;;;10970.0;10970.0;;;;;;23596.0;;;;;10970.0;10970.0;;;;;;23596.0
2410;Pension, single person;Groningen;2005;;;;;328.0;328.0;;;;;;751.0;;;;;9691.0;9691.0;;;;;;22209.0;;;;;9691.0;9691.0;;;;;;22209.0
2411;Pension, single person;Groningen;2006;;;;;337.0;337.0;;;;;;791.0;;;;;9935.0;9935.0;;;;;;23322.0;;;;;9935.0;9935.0;;;;;;23322.0
2412;Pension, single person;Groningen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2413;Pension, single person;Groningen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414;Pension, single person;Groningen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2415;Pension, single person;Friesland;1995;;;;;221.0;221.0;;;;;;434.0;;;;;6996.0;6996.0;;;;;;13725.0;;;;;6996.0;6996.0;;;;;;13725.0
2416;Pension, single person;Friesland;1996;;;;;235.0;235.0;;;;;;456.0;;;;;7229.0;7229.0;;;;;;14004.0;;;;;7229.0;7229.0;;;;;;14004.0
2417;Pension, single person;Friesland;1997;;;;;239.0;239.0;;;;;;487.0;;;;;6902.0;6902.0;;;;;;14065.0;;;;;6902.0;6902.0;;;;;;14065.0
2418;Pension, single person;Friesland;1998;;;;;250.0;250.0;;;;;;513.0;;;;;7371.0;7371.0;;;;;;15104.0;;;;;7371.0;7371.0;;;;;;15104.0
2419;Pension, single person;Friesland;1999;;;;;229.0;229.0;;;;;;530.0;;;;;6742.0;6742.0;;;;;;15609.0;;;;;6742.0;6742.0;;;;;;15609.0
2420;Pension, single person;Friesland;2000;;;;;253.0;253.0;;;;;;590.0;;;;;7278.0;7278.0;;;;;;16944.0;;;;;7278.0;7278.0;;;;;;16944.0
2421;Pension, single person;Friesland;2001;;;;;244.0;244.0;;;;;;596.0;;;;;7408.0;7408.0;;;;;;18073.0;;;;;7408.0;7408.0;;;;;;18073.0
2422;Pension, single person;Friesland;2002;;;;;308.0;308.0;;;;;;734.0;;;;;9083.0;9083.0;;;;;;21660.0;;;;;9083.0;9083.0;;;;;;21660.0
2423;Pension, single person;Friesland;2003;;;;;232.0;232.0;;;;;;672.0;;;;;6493.0;6493.0;;;;;;18790.0;;;;;6493.0;6493.0;;;;;;18790.0
2424;Pension, single person;Friesland;2004;;;;;314.0;314.0;;;;;;804.0;;;;;9012.0;9012.0;;;;;;23081.0;;;;;9012.0;9012.0;;;;;;23081.0
2425;Pension, single person;Friesland;2005;;;;;314.0;314.0;;;;;;805.0;;;;;8931.0;8931.0;;;;;;22863.0;;;;;8931.0;8931.0;;;;;;22863.0
2426;Pension, single person;Friesland;2006;;;;;428.0;428.0;;;;;;998.0;;;;;11562.0;11562.0;;;;;;26976.0;;;;;11562.0;11562.0;;;;;;26976.0
2427;Pension, single person;Friesland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2428;Pension, single person;Friesland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2429;Pension, single person;Friesland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2430;Pension, single person;Drenthe;1995;;;;;145.0;145.0;;;;;;332.0;;;;;6061.0;6061.0;;;;;;13880.0;;;;;6061.0;6061.0;;;;;;13880.0
2431;Pension, single person;Drenthe;1996;;;;;128.0;128.0;;;;;;299.0;;;;;5520.0;5520.0;;;;;;12898.0;;;;;5520.0;5520.0;;;;;;12898.0
2432;Pension, single person;Drenthe;1997;;;;;135.0;135.0;;;;;;309.0;;;;;5848.0;5848.0;;;;;;13407.0;;;;;5848.0;5848.0;;;;;;13407.0
2433;Pension, single person;Drenthe;1998;;;;;152.0;152.0;;;;;;341.0;;;;;6502.0;6502.0;;;;;;14580.0;;;;;6502.0;6502.0;;;;;;14580.0
2434;Pension, single person;Drenthe;1999;;;;;157.0;157.0;;;;;;382.0;;;;;6491.0;6491.0;;;;;;15750.0;;;;;6491.0;6491.0;;;;;;15750.0
2435;Pension, single person;Drenthe;2000;;;;;176.0;176.0;;;;;;419.0;;;;;7164.0;7164.0;;;;;;17069.0;;;;;7164.0;7164.0;;;;;;17069.0
2436;Pension, single person;Drenthe;2001;;;;;149.0;149.0;;;;;;392.0;;;;;6103.0;6103.0;;;;;;16112.0;;;;;6103.0;6103.0;;;;;;16112.0
2437;Pension, single person;Drenthe;2002;;;;;142.0;142.0;;;;;;430.0;;;;;5912.0;5912.0;;;;;;17953.0;;;;;5912.0;5912.0;;;;;;17953.0
2438;Pension, single person;Drenthe;2003;;;;;149.0;149.0;;;;;;422.0;;;;;6138.0;6138.0;;;;;;17366.0;;;;;6138.0;6138.0;;;;;;17366.0
2439;Pension, single person;Drenthe;2004;;;;;261.0;261.0;;;;;;569.0;;;;;10636.0;10636.0;;;;;;23130.0;;;;;10636.0;10636.0;;;;;;23130.0
2440;Pension, single person;Drenthe;2005;;;;;762.0;762.0;;;;;;1063.0;;;;;33297.0;33297.0;;;;;;46464.0;;;;;33297.0;33297.0;;;;;;46464.0
2441;Pension, single person;Drenthe;2006;;;;;827.0;827.0;;;;;;1174.0;;;;;34349.0;34349.0;;;;;;48732.0;;;;;34349.0;34349.0;;;;;;48732.0
2442;Pension, single person;Drenthe;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2443;Pension, single person;Drenthe;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2444;Pension, single person;Drenthe;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2445;Pension, single person;Overijssel;1995;;;;;330.0;330.0;;;;;;698.0;;;;;6404.0;6404.0;;;;;;13552.0;;;;;6404.0;6404.0;;;;;;13552.0
2446;Pension, single person;Overijssel;1996;;;;;323.0;323.0;;;;;;699.0;;;;;6090.0;6090.0;;;;;;13203.0;;;;;6090.0;6090.0;;;;;;13203.0
2447;Pension, single person;Overijssel;1997;;;;;295.0;295.0;;;;;;678.0;;;;;5749.0;5749.0;;;;;;13220.0;;;;;5749.0;5749.0;;;;;;13220.0
2448;Pension, single person;Overijssel;1998;;;;;316.0;316.0;;;;;;693.0;;;;;6374.0;6374.0;;;;;;13999.0;;;;;6374.0;6374.0;;;;;;13999.0
2449;Pension, single person;Overijssel;1999;;;;;296.0;296.0;;;;;;752.0;;;;;5922.0;5922.0;;;;;;15025.0;;;;;5922.0;5922.0;;;;;;15025.0
2450;Pension, single person;Overijssel;2000;;;;;335.0;335.0;;;;;;817.0;;;;;6887.0;6887.0;;;;;;16782.0;;;;;6887.0;6887.0;;;;;;16782.0
2451;Pension, single person;Overijssel;2001;;;;;443.0;443.0;;;;;;1033.0;;;;;8175.0;8175.0;;;;;;19051.0;;;;;8175.0;8175.0;;;;;;19051.0
2452;Pension, single person;Overijssel;2002;;;;;279.0;279.0;;;;;;935.0;;;;;5368.0;5368.0;;;;;;17966.0;;;;;5368.0;5368.0;;;;;;17966.0
2453;Pension, single person;Overijssel;2003;;;;;340.0;340.0;;;;;;995.0;;;;;6286.0;6286.0;;;;;;18379.0;;;;;6286.0;6286.0;;;;;;18379.0
2454;Pension, single person;Overijssel;2004;;;;;390.0;390.0;;;;;;1203.0;;;;;7058.0;7058.0;;;;;;21771.0;;;;;7058.0;7058.0;;;;;;21771.0
2455;Pension, single person;Overijssel;2005;;;;;395.0;395.0;;;;;;1223.0;;;;;6980.0;6980.0;;;;;;21622.0;;;;;6980.0;6980.0;;;;;;21622.0
2456;Pension, single person;Overijssel;2006;;;;;477.0;477.0;;;;;;1328.0;;;;;8459.0;8459.0;;;;;;23550.0;;;;;8459.0;8459.0;;;;;;23550.0
2457;Pension, single person;Overijssel;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2458;Pension, single person;Overijssel;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2459;Pension, single person;Overijssel;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2460;Pension, single person;Flevoland;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2461;Pension, single person;Flevoland;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2462;Pension, single person;Flevoland;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2463;Pension, single person;Flevoland;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2464;Pension, single person;Flevoland;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2465;Pension, single person;Flevoland;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2466;Pension, single person;Flevoland;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2467;Pension, single person;Flevoland;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2468;Pension, single person;Flevoland;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2469;Pension, single person;Flevoland;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2470;Pension, single person;Flevoland;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2471;Pension, single person;Flevoland;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2472;Pension, single person;Flevoland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2473;Pension, single person;Flevoland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2474;Pension, single person;Flevoland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2475;Pension, single person;Gelderland;1995;;;;;584.0;584.0;;;;;;1223.0;;;;;6668.0;6668.0;;;;;;13959.0;;;;;6668.0;6668.0;;;;;;13959.0
2476;Pension, single person;Gelderland;1996;;;;;556.0;556.0;;;;;;1188.0;;;;;6236.0;6236.0;;;;;;13321.0;;;;;6236.0;6236.0;;;;;;13321.0
2477;Pension, single person;Gelderland;1997;;;;;654.0;654.0;;;;;;1321.0;;;;;7129.0;7129.0;;;;;;14393.0;;;;;7129.0;7129.0;;;;;;14393.0
2478;Pension, single person;Gelderland;1998;;;;;666.0;666.0;;;;;;1352.0;;;;;7434.0;7434.0;;;;;;15100.0;;;;;7434.0;7434.0;;;;;;15100.0
2479;Pension, single person;Gelderland;1999;;;;;661.0;661.0;;;;;;1484.0;;;;;7265.0;7265.0;;;;;;16320.0;;;;;7265.0;7265.0;;;;;;16320.0
2480;Pension, single person;Gelderland;2000;;;;;698.0;698.0;;;;;;1601.0;;;;;7579.0;7579.0;;;;;;17378.0;;;;;7579.0;7579.0;;;;;;17378.0
2481;Pension, single person;Gelderland;2001;;;;;547.0;547.0;;;;;;1512.0;;;;;6004.0;6004.0;;;;;;16590.0;;;;;6004.0;6004.0;;;;;;16590.0
2482;Pension, single person;Gelderland;2002;;;;;622.0;622.0;;;;;;1727.0;;;;;6784.0;6784.0;;;;;;18824.0;;;;;6784.0;6784.0;;;;;;18824.0
2483;Pension, single person;Gelderland;2003;;;;;578.0;578.0;;;;;;1678.0;;;;;6240.0;6240.0;;;;;;18114.0;;;;;6240.0;6240.0;;;;;;18114.0
2484;Pension, single person;Gelderland;2004;;;;;669.0;669.0;;;;;;1940.0;;;;;7378.0;7378.0;;;;;;21399.0;;;;;7378.0;7378.0;;;;;;21399.0
2485;Pension, single person;Gelderland;2005;;;;;808.0;808.0;;;;;;2178.0;;;;;8559.0;8559.0;;;;;;23079.0;;;;;8559.0;8559.0;;;;;;23079.0
2486;Pension, single person;Gelderland;2006;;;;;915.0;915.0;;;;;;2559.0;;;;;9486.0;9486.0;;;;;;26530.0;;;;;9486.0;9486.0;;;;;;26530.0
2487;Pension, single person;Gelderland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2488;Pension, single person;Gelderland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2489;Pension, single person;Gelderland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2490;Pension, single person;Utrecht;1995;;;;;550.0;550.0;;;;;;921.0;;;;;10543.0;10543.0;;;;;;17668.0;;;;;10543.0;10543.0;;;;;;17668.0
2491;Pension, single person;Utrecht;1996;;;;;515.0;515.0;;;;;;879.0;;;;;9686.0;9686.0;;;;;;16520.0;;;;;9686.0;9686.0;;;;;;16520.0
2492;Pension, single person;Utrecht;1997;;;;;644.0;644.0;;;;;;1007.0;;;;;12042.0;12042.0;;;;;;18840.0;;;;;12042.0;12042.0;;;;;;18840.0
2493;Pension, single person;Utrecht;1998;;;;;597.0;597.0;;;;;;959.0;;;;;12046.0;12046.0;;;;;;19332.0;;;;;12046.0;12046.0;;;;;;19332.0
2494;Pension, single person;Utrecht;1999;;;;;647.0;647.0;;;;;;1114.0;;;;;13111.0;13111.0;;;;;;22551.0;;;;;13111.0;13111.0;;;;;;22551.0
