ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
153;C Manufacturing;2010;1869.0;1620.0;736.0;2.0;0.0;441.0;28.0;265.0;;884.0;786.0;32.0;66.0;;249.0;108.0;;0.0;77.0;64.0
154;C Manufacturing;2011;1977.0;1716.0;726.0;0.0;0.0;443.0;28.0;255.0;;989.0;888.0;32.0;69.0;;261.0;113.0;;0.0;82.0;66.0
155;C Manufacturing;2012;1967.0;1677.0;684.0;-1.0;0.0;418.0;15.0;252.0;;994.0;897.0;26.0;71.0;;289.0;123.0;;0.0;99.0;67.0
156;10-12 Manufacture of food and beverages;1987;99.0;34.0;0.0;;0.0;;;;;34.0;17.0;3.0;14.0;;65.0;18.0;;0.0;3.0;44.0
157;10-12 Manufacture of food and beverages;1988;92.0;36.0;1.0;;1.0;;;;;35.0;16.0;3.0;16.0;;56.0;8.0;;0.0;2.0;46.0
158;10-12 Manufacture of food and beverages;1989;95.0;40.0;3.0;;3.0;;;;;37.0;17.0;3.0;17.0;;55.0;9.0;;0.0;2.0;44.0
159;10-12 Manufacture of food and beverages;1990;111.0;47.0;4.0;;4.0;;;;;43.0;21.0;4.0;18.0;;64.0;13.0;;0.0;2.0;49.0
160;10-12 Manufacture of food and beverages;1991;116.0;48.0;7.0;;7.0;;;;;41.0;20.0;4.0;17.0;;68.0;14.0;;0.0;3.0;51.0
161;10-12 Manufacture of food and beverages;1992;132.0;60.0;13.0;;13.0;;;;;48.0;23.0;5.0;20.0;;72.0;17.0;;0.0;3.0;52.0
162;10-12 Manufacture of food and beverages;1993;158.0;77.0;16.0;;16.0;;;;;61.0;36.0;4.0;21.0;;81.0;24.0;;0.0;4.0;53.0
163;10-12 Manufacture of food and beverages;1994;167.0;76.0;11.0;;11.0;;;;;65.0;38.0;5.0;22.0;;91.0;22.0;;0.0;8.0;61.0
164;10-12 Manufacture of food and beverages;1995;156.0;78.0;15.0;1.0;10.0;;4.0;;;63.0;41.0;6.0;16.0;;78.0;21.0;;0.0;5.0;52.0
165;10-12 Manufacture of food and beverages;1996;173.0;92.0;27.0;0.0;10.0;14.0;3.0;;;65.0;42.0;7.0;16.0;;81.0;25.0;;0.0;7.0;49.0
166;10-12 Manufacture of food and beverages;1997;176.0;98.0;46.0;1.0;13.0;29.0;3.0;;;52.0;32.0;8.0;12.0;;78.0;20.0;;1.0;5.0;52.0
167;10-12 Manufacture of food and beverages;1998;181.0;97.0;43.0;0.0;11.0;28.0;3.0;;;55.0;34.0;9.0;12.0;;84.0;28.0;;1.0;6.0;49.0
168;10-12 Manufacture of food and beverages;1999;231.0;122.0;66.0;1.0;12.0;50.0;3.0;;;56.0;34.0;10.0;12.0;;109.0;41.0;;5.0;6.0;57.0
169;10-12 Manufacture of food and beverages;2000;237.0;121.0;62.0;3.0;12.0;41.0;6.0;;;59.0;37.0;11.0;11.0;;116.0;44.0;;7.0;7.0;58.0
170;10-12 Manufacture of food and beverages;2001;222.0;108.0;55.0;1.0;12.0;37.0;5.0;;;53.0;34.0;12.0;7.0;;114.0;45.0;;9.0;7.0;53.0
171;10-12 Manufacture of food and beverages;2002;212.0;105.0;48.0;2.0;11.0;29.0;6.0;;;58.0;39.0;11.0;8.0;;107.0;34.0;;14.0;8.0;51.0
172;10-12 Manufacture of food and beverages;2003;204.0;94.0;41.0;1.0;9.0;23.0;8.0;;;53.0;35.0;11.0;7.0;;110.0;39.0;;1.0;21.0;49.0
173;10-12 Manufacture of food and beverages;2004;229.0;113.0;47.0;0.0;1.0;40.0;6.0;;;66.0;45.0;12.0;9.0;;116.0;47.0;;0.0;23.0;46.0
174;10-12 Manufacture of food and beverages;2005;255.0;151.0;84.0;2.0;0.0;74.0;8.0;;;67.0;45.0;13.0;9.0;;104.0;49.0;;0.0;22.0;33.0
175;10-12 Manufacture of food and beverages;2006;302.0;188.0;106.0;2.0;0.0;96.0;8.0;;;82.0;58.0;14.0;10.0;;114.0;49.0;;0.0;31.0;34.0
176;10-12 Manufacture of food and beverages;2007;275.0;158.0;74.0;1.0;0.0;65.0;8.0;;;84.0;58.0;16.0;10.0;;117.0;49.0;;0.0;35.0;33.0
177;10-12 Manufacture of food and beverages;2008;378.0;261.0;175.0;2.0;0.0;89.0;9.0;75.0;0.0;86.0;62.0;14.0;10.0;;117.0;50.0;;0.0;34.0;33.0
178;10-12 Manufacture of food and beverages;2009;429.0;306.0;223.0;0.0;0.0;91.0;9.0;123.0;0.0;83.0;62.0;9.0;12.0;;123.0;51.0;;0.0;39.0;33.0
179;10-12 Manufacture of food and beverages;2010;437.0;324.0;237.0;0.0;0.0;94.0;9.0;134.0;;87.0;62.0;8.0;17.0;;113.0;52.0;;0.0;32.0;29.0
180;10-12 Manufacture of food and beverages;2011;434.0;314.0;226.0;0.0;0.0;88.0;9.0;129.0;;88.0;61.0;8.0;19.0;;120.0;56.0;;0.0;34.0;30.0
181;10-12 Manufacture of food and beverages;2012;434.0;301.0;215.0;0.0;0.0;83.0;5.0;127.0;;86.0;59.0;7.0;20.0;;134.0;62.0;;0.0;41.0;30.0
182;13-15 Man. of textile-, leatherproducts;1987;9.0;2.0;0.0;;0.0;;;;;2.0;1.0;0.0;1.0;;7.0;2.0;;0.0;0.0;5.0
183;13-15 Man. of textile-, leatherproducts;1988;11.0;4.0;0.0;;0.0;;;;;4.0;3.0;0.0;1.0;;7.0;2.0;;0.0;0.0;5.0
184;13-15 Man. of textile-, leatherproducts;1989;10.0;3.0;0.0;;0.0;;;;;3.0;2.0;0.0;1.0;;7.0;1.0;;0.0;0.0;6.0
185;13-15 Man. of textile-, leatherproducts;1990;11.0;4.0;1.0;;1.0;;;;;2.0;1.0;0.0;1.0;;7.0;1.0;;0.0;0.0;6.0
186;13-15 Man. of textile-, leatherproducts;1991;13.0;5.0;0.0;;0.0;;;;;5.0;4.0;0.0;1.0;;8.0;2.0;;0.0;0.0;6.0
187;13-15 Man. of textile-, leatherproducts;1992;11.0;3.0;0.0;;0.0;;;;;3.0;2.0;0.0;1.0;;8.0;2.0;;0.0;0.0;6.0
188;13-15 Man. of textile-, leatherproducts;1993;16.0;6.0;1.0;;1.0;;;;;4.0;3.0;0.0;1.0;;10.0;4.0;;0.0;0.0;6.0
189;13-15 Man. of textile-, leatherproducts;1994;15.0;6.0;1.0;;1.0;;;;;4.0;3.0;0.0;1.0;;9.0;4.0;;0.0;0.0;5.0
190;13-15 Man. of textile-, leatherproducts;1995;11.0;4.0;1.0;0.0;1.0;;0.0;;;3.0;2.0;1.0;0.0;;7.0;2.0;;0.0;0.0;5.0
191;13-15 Man. of textile-, leatherproducts;1996;20.0;11.0;5.0;1.0;1.0;3.0;0.0;;;6.0;4.0;1.0;1.0;;9.0;3.0;;0.0;0.0;6.0
192;13-15 Man. of textile-, leatherproducts;1997;17.0;11.0;7.0;1.0;1.0;5.0;0.0;;;4.0;3.0;1.0;0.0;;6.0;1.0;;0.0;0.0;5.0
193;13-15 Man. of textile-, leatherproducts;1998;18.0;11.0;6.0;0.0;2.0;4.0;0.0;;;5.0;4.0;1.0;0.0;;7.0;2.0;;0.0;0.0;5.0
194;13-15 Man. of textile-, leatherproducts;1999;22.0;13.0;8.0;0.0;0.0;8.0;0.0;;;5.0;3.0;1.0;1.0;;9.0;3.0;;0.0;1.0;5.0
195;13-15 Man. of textile-, leatherproducts;2000;22.0;13.0;7.0;1.0;0.0;5.0;1.0;;;6.0;3.0;1.0;2.0;;9.0;4.0;;0.0;0.0;5.0
196;13-15 Man. of textile-, leatherproducts;2001;25.0;14.0;7.0;1.0;2.0;4.0;0.0;;;7.0;4.0;1.0;2.0;;11.0;4.0;;0.0;1.0;6.0
197;13-15 Man. of textile-, leatherproducts;2002;26.0;14.0;7.0;0.0;2.0;4.0;1.0;;;7.0;5.0;1.0;1.0;;12.0;3.0;;0.0;2.0;7.0
198;13-15 Man. of textile-, leatherproducts;2003;21.0;10.0;5.0;0.0;2.0;3.0;0.0;;;5.0;3.0;1.0;1.0;;11.0;4.0;;0.0;2.0;5.0
199;13-15 Man. of textile-, leatherproducts;2004;25.0;11.0;5.0;0.0;0.0;5.0;0.0;;;6.0;4.0;1.0;1.0;;14.0;6.0;;0.0;3.0;5.0
200;13-15 Man. of textile-, leatherproducts;2005;32.0;16.0;9.0;0.0;0.0;8.0;1.0;;;7.0;6.0;1.0;0.0;;16.0;7.0;;0.0;5.0;4.0
201;13-15 Man. of textile-, leatherproducts;2006;31.0;15.0;9.0;0.0;0.0;9.0;0.0;;;6.0;4.0;1.0;1.0;;16.0;7.0;;0.0;5.0;4.0
202;13-15 Man. of textile-, leatherproducts;2007;36.0;18.0;8.0;0.0;0.0;8.0;0.0;;;10.0;5.0;2.0;3.0;;18.0;7.0;;0.0;7.0;4.0
203;13-15 Man. of textile-, leatherproducts;2008;38.0;20.0;11.0;0.0;0.0;11.0;0.0;0.0;0.0;9.0;5.0;1.0;3.0;;18.0;7.0;;0.0;7.0;4.0
204;13-15 Man. of textile-, leatherproducts;2009;32.0;17.0;9.0;0.0;0.0;9.0;0.0;0.0;0.0;8.0;4.0;1.0;3.0;;15.0;7.0;;0.0;5.0;3.0
205;13-15 Man. of textile-, leatherproducts;2010;34.0;19.0;9.0;0.0;0.0;9.0;0.0;0.0;;10.0;5.0;1.0;4.0;;15.0;7.0;;0.0;5.0;3.0
206;13-15 Man. of textile-, leatherproducts;2011;34.0;19.0;9.0;0.0;0.0;9.0;0.0;0.0;;10.0;5.0;1.0;4.0;;15.0;7.0;;0.0;5.0;3.0
207;13-15 Man. of textile-, leatherproducts;2012;35.0;17.0;8.0;0.0;0.0;8.0;0.0;0.0;;9.0;4.0;1.0;4.0;;19.0;9.0;;0.0;6.0;3.0
208;16-18 Man. wood en paperprod., printing;1987;41.0;16.0;0.0;;0.0;;;;;16.0;9.0;1.0;6.0;;24.0;18.0;;0.0;0.0;6.0
209;16-18 Man. wood en paperprod., printing;1988;33.0;19.0;1.0;;1.0;;;;;17.0;9.0;1.0;7.0;;14.0;8.0;;0.0;0.0;6.0
210;16-18 Man. wood en paperprod., printing;1989;34.0;17.0;1.0;;1.0;;;;;15.0;10.0;1.0;4.0;;17.0;9.0;;0.0;0.0;8.0
211;16-18 Man. wood en paperprod., printing;1990;33.0;19.0;3.0;;3.0;;;;;16.0;10.0;1.0;5.0;;13.0;8.0;;0.0;0.0;5.0
212;16-18 Man. wood en paperprod., printing;1991;35.0;21.0;4.0;;4.0;;;;;16.0;10.0;1.0;5.0;;14.0;8.0;;0.0;0.0;6.0
213;16-18 Man. wood en paperprod., printing;1992;44.0;27.0;7.0;;7.0;;;;;20.0;13.0;2.0;5.0;;17.0;11.0;;0.0;0.0;6.0
214;16-18 Man. wood en paperprod., printing;1993;53.0;28.0;6.0;;6.0;;;;;23.0;15.0;2.0;6.0;;24.0;17.0;;0.0;0.0;7.0
215;16-18 Man. wood en paperprod., printing;1994;51.0;31.0;6.0;;6.0;;;;;25.0;17.0;2.0;6.0;;20.0;12.0;;0.0;0.0;8.0
216;16-18 Man. wood en paperprod., printing;1995;48.0;28.0;7.0;3.0;4.0;;0.0;;;21.0;14.0;2.0;5.0;;19.0;12.0;;0.0;0.0;7.0
217;16-18 Man. wood en paperprod., printing;1996;50.0;31.0;11.0;0.0;5.0;5.0;1.0;;;19.0;14.0;2.0;3.0;;19.0;11.0;;0.0;0.0;8.0
218;16-18 Man. wood en paperprod., printing;1997;46.0;33.0;15.0;1.0;4.0;9.0;0.0;;;18.0;12.0;3.0;3.0;;13.0;6.0;;0.0;0.0;6.0
219;16-18 Man. wood en paperprod., printing;1998;54.0;37.0;18.0;2.0;5.0;10.0;1.0;;;19.0;14.0;3.0;2.0;;16.0;9.0;;0.0;0.0;7.0
220;16-18 Man. wood en paperprod., printing;1999;62.0;43.0;26.0;2.0;7.0;17.0;1.0;;;17.0;10.0;4.0;3.0;;18.0;12.0;;0.0;0.0;6.0
221;16-18 Man. wood en paperprod., printing;2000;63.0;40.0;23.0;2.0;6.0;15.0;0.0;;;17.0;10.0;4.0;3.0;;22.0;15.0;;0.0;0.0;7.0
222;16-18 Man. wood en paperprod., printing;2001;63.0;38.0;22.0;3.0;4.0;15.0;0.0;;;16.0;9.0;4.0;3.0;;25.0;17.0;;0.0;1.0;7.0
223;16-18 Man. wood en paperprod., printing;2002;56.0;35.0;18.0;2.0;4.0;12.0;0.0;;;17.0;10.0;3.0;4.0;;21.0;13.0;;0.0;1.0;7.0
224;16-18 Man. wood en paperprod., printing;2003;55.0;35.0;18.0;2.0;4.0;11.0;1.0;;;17.0;10.0;4.0;3.0;;20.0;11.0;;0.0;4.0;5.0
225;16-18 Man. wood en paperprod., printing;2004;67.0;44.0;21.0;0.0;1.0;18.0;2.0;;;23.0;14.0;5.0;4.0;;23.0;11.0;;0.0;7.0;5.0
226;16-18 Man. wood en paperprod., printing;2005;83.0;63.0;38.0;2.0;0.0;34.0;2.0;;;25.0;16.0;5.0;4.0;;20.0;10.0;;0.0;5.0;5.0
227;16-18 Man. wood en paperprod., printing;2006;93.0;73.0;49.0;3.0;0.0;43.0;3.0;;;24.0;16.0;6.0;2.0;;20.0;9.0;;0.0;6.0;5.0
228;16-18 Man. wood en paperprod., printing;2007;75.0;56.0;33.0;2.0;0.0;29.0;2.0;;;23.0;14.0;6.0;3.0;;19.0;8.0;;0.0;6.0;5.0
229;16-18 Man. wood en paperprod., printing;2008;115.0;96.0;73.0;0.0;0.0;42.0;2.0;29.0;0.0;23.0;15.0;5.0;3.0;;19.0;8.0;;0.0;6.0;5.0
230;16-18 Man. wood en paperprod., printing;2009;124.0;106.0;85.0;0.0;0.0;39.0;2.0;44.0;0.0;21.0;15.0;3.0;3.0;;18.0;8.0;;0.0;6.0;4.0
231;16-18 Man. wood en paperprod., printing;2010;130.0;113.0;89.0;0.0;0.0;41.0;3.0;45.0;;24.0;18.0;3.0;3.0;;17.0;8.0;;0.0;5.0;4.0
232;16-18 Man. wood en paperprod., printing;2011;122.0;106.0;84.0;0.0;0.0;38.0;3.0;43.0;;21.0;15.0;3.0;3.0;;16.0;7.0;;0.0;5.0;4.0
233;16-18 Man. wood en paperprod., printing;2012;121.0;102.0;81.0;0.0;0.0;37.0;1.0;43.0;;22.0;16.0;3.0;3.0;;19.0;8.0;;0.0;6.0;4.0
234;16 Manufacture of wood products;1987;9.0;5.0;0.0;;0.0;;;;;5.0;2.0;1.0;2.0;;4.0;4.0;;0.0;0.0;0.0
235;16 Manufacture of wood products;1988;7.0;5.0;0.0;;0.0;;;;;5.0;2.0;1.0;2.0;;2.0;2.0;;0.0;0.0;0.0
236;16 Manufacture of wood products;1989;6.0;4.0;0.0;;0.0;;;;;4.0;2.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
237;16 Manufacture of wood products;1990;6.0;4.0;0.0;;0.0;;;;;4.0;2.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
238;16 Manufacture of wood products;1991;6.0;4.0;0.0;;0.0;;;;;4.0;2.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
239;16 Manufacture of wood products;1992;7.0;5.0;0.0;;0.0;;;;;5.0;3.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
240;16 Manufacture of wood products;1993;12.0;8.0;0.0;;0.0;;;;;8.0;6.0;1.0;1.0;;4.0;4.0;;0.0;0.0;0.0
241;16 Manufacture of wood products;1994;11.0;9.0;1.0;;1.0;;;;;8.0;6.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
242;16 Manufacture of wood products;1995;10.0;8.0;1.0;1.0;0.0;;0.0;;;7.0;5.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
243;16 Manufacture of wood products;1996;11.0;10.0;1.0;0.0;0.0;1.0;0.0;;;8.0;6.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
244;16 Manufacture of wood products;1997;10.0;9.0;2.0;0.0;0.0;2.0;0.0;;;7.0;5.0;1.0;1.0;;1.0;1.0;;0.0;0.0;0.0
245;16 Manufacture of wood products;1998;13.0;12.0;3.0;1.0;0.0;2.0;0.0;;;9.0;6.0;2.0;1.0;;1.0;1.0;;0.0;0.0;0.0
246;16 Manufacture of wood products;1999;14.0;12.0;4.0;0.0;1.0;3.0;0.0;;;8.0;4.0;2.0;2.0;;2.0;2.0;;0.0;0.0;0.0
247;16 Manufacture of wood products;2000;13.0;10.0;4.0;0.0;1.0;3.0;0.0;;;6.0;3.0;2.0;1.0;;3.0;3.0;;0.0;0.0;0.0
248;16 Manufacture of wood products;2001;13.0;9.0;3.0;0.0;0.0;3.0;0.0;;;6.0;3.0;2.0;1.0;;4.0;4.0;;0.0;0.0;0.0
249;16 Manufacture of wood products;2002;11.0;9.0;3.0;0.0;0.0;3.0;0.0;;;7.0;3.0;2.0;2.0;;2.0;2.0;;0.0;0.0;0.0
250;16 Manufacture of wood products;2003;10.0;8.0;3.0;0.0;0.0;2.0;1.0;;;5.0;1.0;2.0;2.0;;2.0;2.0;;0.0;0.0;0.0
251;16 Manufacture of wood products;2004;17.0;12.0;3.0;0.0;0.0;2.0;1.0;;;9.0;4.0;2.0;3.0;;5.0;3.0;;0.0;2.0;0.0
252;16 Manufacture of wood products;2005;17.0;14.0;5.0;0.0;0.0;5.0;0.0;;;9.0;4.0;2.0;3.0;;3.0;2.0;;0.0;1.0;0.0
253;16 Manufacture of wood products;2006;17.0;15.0;9.0;0.0;0.0;8.0;1.0;;;6.0;3.0;2.0;1.0;;2.0;1.0;;0.0;1.0;0.0
254;16 Manufacture of wood products;2007;15.0;13.0;6.0;0.0;0.0;5.0;1.0;;;7.0;3.0;3.0;1.0;;2.0;1.0;;0.0;1.0;0.0
255;16 Manufacture of wood products;2008;16.0;14.0;8.0;0.0;0.0;7.0;1.0;0.0;0.0;6.0;3.0;2.0;1.0;;2.0;1.0;;0.0;1.0;0.0
256;16 Manufacture of wood products;2009;15.0;13.0;7.0;0.0;0.0;6.0;1.0;0.0;0.0;6.0;3.0;2.0;1.0;;2.0;1.0;;0.0;1.0;0.0
257;16 Manufacture of wood products;2010;15.0;13.0;8.0;0.0;0.0;7.0;1.0;0.0;;5.0;3.0;1.0;1.0;;2.0;1.0;;0.0;1.0;0.0
258;16 Manufacture of wood products;2011;15.0;12.0;7.0;0.0;0.0;6.0;1.0;0.0;;5.0;3.0;1.0;1.0;;2.0;1.0;;0.0;1.0;0.0
259;16 Manufacture of wood products;2012;13.0;11.0;6.0;0.0;0.0;6.0;0.0;0.0;;5.0;3.0;1.0;1.0;;2.0;1.0;;0.0;1.0;0.0
260;17 Manufacture of paper;1987;16.0;3.0;0.0;;0.0;;;;;3.0;1.0;0.0;2.0;;13.0;7.0;;0.0;0.0;6.0
261;17 Manufacture of paper;1988;16.0;6.0;1.0;;1.0;;;;;4.0;1.0;0.0;3.0;;10.0;4.0;;0.0;0.0;6.0
262;17 Manufacture of paper;1989;18.0;5.0;1.0;;1.0;;;;;3.0;1.0;0.0;2.0;;13.0;5.0;;0.0;0.0;8.0
263;17 Manufacture of paper;1990;15.0;6.0;3.0;;3.0;;;;;3.0;1.0;0.0;2.0;;9.0;4.0;;0.0;0.0;5.0
264;17 Manufacture of paper;1991;17.0;7.0;4.0;;4.0;;;;;3.0;1.0;0.0;2.0;;10.0;4.0;;0.0;0.0;6.0
265;17 Manufacture of paper;1992;22.0;11.0;7.0;;7.0;;;;;4.0;2.0;0.0;2.0;;11.0;5.0;;0.0;0.0;6.0
266;17 Manufacture of paper;1993;26.0;11.0;6.0;;6.0;;;;;5.0;3.0;0.0;2.0;;15.0;8.0;;0.0;0.0;7.0
267;17 Manufacture of paper;1994;25.0;9.0;4.0;;4.0;;;;;5.0;3.0;0.0;2.0;;16.0;8.0;;0.0;0.0;8.0
268;17 Manufacture of paper;1995;23.0;8.0;5.0;1.0;4.0;;0.0;;;3.0;2.0;0.0;1.0;;15.0;8.0;;0.0;0.0;7.0
269;17 Manufacture of paper;1996;25.0;10.0;7.0;0.0;4.0;3.0;0.0;;;3.0;2.0;0.0;1.0;;15.0;7.0;;0.0;0.0;8.0
270;17 Manufacture of paper;1997;23.0;14.0;10.0;1.0;4.0;5.0;0.0;;;3.0;3.0;0.0;0.0;;9.0;3.0;;0.0;0.0;6.0
271;17 Manufacture of paper;1998;25.0;14.0;10.0;1.0;4.0;5.0;0.0;;;3.0;3.0;0.0;0.0;;11.0;5.0;;0.0;0.0;6.0
272;17 Manufacture of paper;1999;31.0;20.0;17.0;2.0;6.0;9.0;0.0;;;3.0;3.0;0.0;0.0;;11.0;6.0;;0.0;0.0;5.0
273;17 Manufacture of paper;2000;32.0;18.0;14.0;1.0;5.0;8.0;0.0;;;4.0;3.0;1.0;0.0;;14.0;8.0;;0.0;0.0;6.0
274;17 Manufacture of paper;2001;31.0;17.0;13.0;1.0;4.0;8.0;0.0;;;4.0;3.0;1.0;0.0;;14.0;8.0;;0.0;1.0;5.0
275;17 Manufacture of paper;2002;29.0;16.0;11.0;1.0;4.0;6.0;0.0;;;5.0;4.0;1.0;0.0;;13.0;7.0;;0.0;1.0;5.0
276;17 Manufacture of paper;2003;29.0;15.0;10.0;1.0;4.0;5.0;0.0;;;5.0;4.0;1.0;0.0;;14.0;7.0;;0.0;3.0;4.0
277;17 Manufacture of paper;2004;30.0;17.0;11.0;0.0;1.0;10.0;0.0;;;6.0;5.0;1.0;0.0;;13.0;5.0;;0.0;4.0;4.0
278;17 Manufacture of paper;2005;36.0;25.0;19.0;1.0;0.0;17.0;1.0;;;6.0;5.0;1.0;0.0;;11.0;4.0;;0.0;3.0;4.0
279;17 Manufacture of paper;2006;43.0;31.0;24.0;2.0;0.0;21.0;1.0;;;7.0;6.0;1.0;0.0;;12.0;4.0;;0.0;4.0;4.0
280;17 Manufacture of paper;2007;33.0;22.0;15.0;1.0;0.0;13.0;1.0;;;7.0;5.0;1.0;1.0;;11.0;3.0;;0.0;4.0;4.0
281;17 Manufacture of paper;2008;63.0;52.0;45.0;0.0;0.0;17.0;1.0;27.0;0.0;7.0;5.0;1.0;1.0;;11.0;3.0;;0.0;4.0;4.0
282;17 Manufacture of paper;2009;73.0;63.0;57.0;0.0;0.0;17.0;1.0;39.0;0.0;6.0;5.0;0.0;1.0;;10.0;3.0;;0.0;4.0;3.0
283;17 Manufacture of paper;2010;78.0;69.0;60.0;0.0;0.0;18.0;2.0;40.0;;9.0;8.0;0.0;1.0;;9.0;3.0;;0.0;3.0;3.0
284;17 Manufacture of paper;2011;73.0;64.0;58.0;0.0;0.0;17.0;2.0;39.0;;6.0;5.0;0.0;1.0;;9.0;3.0;;0.0;3.0;3.0
285;17 Manufacture of paper;2012;72.0;62.0;55.0;0.0;0.0;16.0;1.0;38.0;;7.0;6.0;0.0;1.0;;10.0;3.0;;0.0;4.0;3.0
286;18 Printing and reproduction;1987;16.0;8.0;0.0;;0.0;;;;;8.0;6.0;0.0;2.0;;7.0;7.0;;0.0;0.0;0.0
287;18 Printing and reproduction;1988;11.0;8.0;0.0;;0.0;;;;;8.0;6.0;0.0;2.0;;2.0;2.0;;0.0;0.0;0.0
288;18 Printing and reproduction;1989;11.0;8.0;0.0;;0.0;;;;;8.0;7.0;0.0;1.0;;2.0;2.0;;0.0;0.0;0.0
289;18 Printing and reproduction;1990;12.0;9.0;0.0;;0.0;;;;;9.0;7.0;0.0;2.0;;2.0;2.0;;0.0;0.0;0.0
290;18 Printing and reproduction;1991;12.0;10.0;0.0;;0.0;;;;;10.0;7.0;1.0;2.0;;2.0;2.0;;0.0;0.0;0.0
291;18 Printing and reproduction;1992;15.0;11.0;0.0;;0.0;;;;;11.0;8.0;1.0;2.0;;4.0;4.0;;0.0;0.0;0.0
292;18 Printing and reproduction;1993;15.0;10.0;0.0;;0.0;;;;;10.0;6.0;1.0;3.0;;5.0;5.0;;0.0;0.0;0.0
293;18 Printing and reproduction;1994;14.0;12.0;0.0;;0.0;;;;;12.0;8.0;1.0;3.0;;2.0;2.0;;0.0;0.0;0.0
294;18 Printing and reproduction;1995;14.0;12.0;1.0;1.0;0.0;;0.0;;;11.0;7.0;1.0;3.0;;2.0;2.0;;0.0;0.0;0.0
295;18 Printing and reproduction;1996;14.0;11.0;3.0;0.0;1.0;1.0;0.0;;;8.0;6.0;1.0;1.0;;3.0;3.0;;0.0;0.0;0.0
296;18 Printing and reproduction;1997;12.0;9.0;2.0;0.0;0.0;2.0;0.0;;;7.0;4.0;1.0;2.0;;3.0;2.0;;0.0;0.0;0.0
297;18 Printing and reproduction;1998;16.0;12.0;5.0;0.0;1.0;3.0;0.0;;;7.0;5.0;1.0;1.0;;4.0;3.0;;0.0;0.0;1.0
298;18 Printing and reproduction;1999;16.0;10.0;5.0;0.0;0.0;5.0;0.0;;;5.0;3.0;1.0;1.0;;5.0;4.0;;0.0;0.0;1.0
299;18 Printing and reproduction;2000;18.0;13.0;5.0;1.0;0.0;4.0;0.0;;;7.0;4.0;1.0;2.0;;5.0;4.0;;0.0;0.0;1.0
300;18 Printing and reproduction;2001;19.0;12.0;6.0;2.0;0.0;4.0;0.0;;;7.0;3.0;2.0;2.0;;7.0;5.0;;0.0;0.0;2.0
301;18 Printing and reproduction;2002;16.0;10.0;4.0;1.0;0.0;3.0;0.0;;;6.0;3.0;1.0;2.0;;6.0;4.0;;0.0;0.0;2.0
302;18 Printing and reproduction;2003;17.0;13.0;5.0;1.0;0.0;4.0;0.0;;;8.0;5.0;2.0;1.0;;4.0;2.0;;0.0;1.0;1.0
303;18 Printing and reproduction;2004;20.0;15.0;7.0;0.0;0.0;6.0;1.0;;;8.0;5.0;2.0;1.0;;5.0;3.0;;0.0;1.0;1.0
304;18 Printing and reproduction;2005;30.0;24.0;14.0;1.0;0.0;12.0;1.0;;;10.0;7.0;2.0;1.0;;6.0;4.0;;0.0;1.0;1.0
305;18 Printing and reproduction;2006;32.0;26.0;16.0;1.0;0.0;14.0;1.0;;;10.0;7.0;2.0;1.0;;6.0;4.0;;0.0;1.0;1.0
306;18 Printing and reproduction;2007;28.0;22.0;12.0;1.0;0.0;11.0;0.0;;;10.0;6.0;3.0;1.0;;6.0;4.0;;0.0;1.0;1.0
307;18 Printing and reproduction;2008;36.0;30.0;20.0;0.0;0.0;18.0;0.0;2.0;0.0;10.0;7.0;2.0;1.0;;6.0;4.0;;0.0;1.0;1.0
308;18 Printing and reproduction;2009;37.0;31.0;21.0;0.0;0.0;16.0;0.0;5.0;0.0;10.0;7.0;2.0;1.0;;6.0;4.0;;0.0;1.0;1.0
309;18 Printing and reproduction;2010;36.0;30.0;21.0;0.0;0.0;16.0;0.0;5.0;;9.0;7.0;1.0;1.0;;6.0;4.0;;0.0;1.0;1.0
310;18 Printing and reproduction;2011;34.0;29.0;20.0;0.0;0.0;15.0;0.0;5.0;;9.0;7.0;1.0;1.0;;5.0;3.0;;0.0;1.0;1.0
311;18 Printing and reproduction;2012;35.0;29.0;20.0;0.0;0.0;15.0;0.0;5.0;;9.0;7.0;1.0;1.0;;6.0;4.0;;0.0;1.0;1.0
312;19 Manufacture of coke and petroleum;1987;51.0;44.0;0.0;;0.0;;;;;44.0;44.0;0.0;0.0;;6.0;2.0;;0.0;0.0;4.0
