ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
5375;01222  Soft drinks;1996 July;;101.0;388
5376;01222  Soft drinks;1996 August;;102.0;388
5377;01222  Soft drinks;1996 September;;102.0;388
5378;01222  Soft drinks;1996 October;;102.0;388
5379;01222  Soft drinks;1996 November;;102.0;388
5380;01222  Soft drinks;1996 December;;102.0;388
5381;01222  Soft drinks;1996;;101.0;388
5382;01222  Soft drinks;1997 January;;101.0;388
5383;01222  Soft drinks;1997 February;;101.0;388
5384;01222  Soft drinks;1997 March;;101.0;388
5385;01222  Soft drinks;1997 April;;103.0;388
5386;01222  Soft drinks;1997 May;;102.0;388
5387;01222  Soft drinks;1997 June;;102.0;388
5388;01222  Soft drinks;1997 July;;102.0;388
5389;01222  Soft drinks;1997 August;;102.0;388
5390;01222  Soft drinks;1997 September;;101.0;388
5391;01222  Soft drinks;1997 October;;102.0;388
5392;01222  Soft drinks;1997 November;;103.0;388
5393;01222  Soft drinks;1997 December;;102.0;388
5394;01222  Soft drinks;1997;;102.0;388
5395;01222  Soft drinks;1998 January;;103.0;388
5396;01222  Soft drinks;1998 February;;103.0;388
5397;01222  Soft drinks;1998 March;;104.0;388
5398;01222  Soft drinks;1998 April;;104.0;388
5399;01222  Soft drinks;1998 May;;104.0;388
5400;01222  Soft drinks;1998 June;;104.0;388
5401;01222  Soft drinks;1998 July;;104.0;388
5402;01222  Soft drinks;1998 August;;103.0;388
5403;01222  Soft drinks;1998 September;;103.0;388
5404;01222  Soft drinks;1998 October;;103.0;388
5405;01222  Soft drinks;1998 November;;104.0;388
5406;01222  Soft drinks;1998 December;;105.0;388
5407;01222  Soft drinks;1998;;104.0;388
5408;01222  Soft drinks;1999 January;;106.0;388
5409;01222  Soft drinks;1999 February;;109.0;388
5410;01222  Soft drinks;1999 March;;109.0;388
5411;01222  Soft drinks;1999 April;;109.0;388
5412;01222  Soft drinks;1999 May;;108.0;388
5413;01222  Soft drinks;1999 June;;108.0;388
5414;01222  Soft drinks;1999 July;;107.0;388
5415;01222  Soft drinks;1999 August;;107.0;388
5416;01222  Soft drinks;1999 September;;108.0;388
5417;01222  Soft drinks;1999 October;;108.0;388
5418;01222  Soft drinks;1999 November;;109.0;388
5419;01222  Soft drinks;1999 December;;110.0;388
5420;01222  Soft drinks;1999;;108.0;388
5421;01222  Soft drinks;2000 January;;110.0;388
5422;01222  Soft drinks;2000 February;;107.0;388
5423;01222  Soft drinks;2000 March;;106.0;388
5424;01222  Soft drinks;2000 April;;106.0;388
5425;01222  Soft drinks;2000 May;;106.0;388
5426;01222  Soft drinks;2000 June;;107.0;388
5427;01222  Soft drinks;2000 July;;105.0;388
5428;01222  Soft drinks;2000 August;;106.0;388
5429;01222  Soft drinks;2000 September;;106.0;388
5430;01222  Soft drinks;2000 October;;108.0;388
5431;01222  Soft drinks;2000 November;;108.0;388
5432;01222  Soft drinks;2000 December;;110.0;388
5433;01222  Soft drinks;2000;;107.0;388
5434;01222  Soft drinks;2001 January;;110.0;388
5435;01222  Soft drinks;2001 February;;110.0;388
5436;01222  Soft drinks;2001 March;;111.0;388
5437;01222  Soft drinks;2001 April;;111.0;388
5438;01222  Soft drinks;2001 May;;112.0;388
5439;01222  Soft drinks;2001 June;;111.0;388
5440;01222  Soft drinks;2001 July;;114.0;388
5441;01222  Soft drinks;2001 August;;115.0;388
5442;01222  Soft drinks;2001 September;;115.0;388
5443;01222  Soft drinks;2001 October;;116.0;388
5444;01222  Soft drinks;2001 November;;117.0;388
5445;01222  Soft drinks;2001 December;;116.0;388
5446;01222  Soft drinks;2001;;113.0;388
5447;01222  Soft drinks;2002 January;;117.0;388
5448;01222  Soft drinks;2002 February;;119.0;388
5449;01222  Soft drinks;2002 March;;119.0;388
5450;01222  Soft drinks;2002 April;;114.0;388
5451;01222  Soft drinks;2002 May;;114.0;388
5452;01222  Soft drinks;2002 June;;115.0;388
5453;01222  Soft drinks;2002 July;;118.0;388
5454;01222  Soft drinks;2002 August;;116.0;388
5455;01222  Soft drinks;2002 September;;119.0;388
5456;01222  Soft drinks;2002 October;;116.0;388
5457;01222  Soft drinks;2002 November;;116.0;388
5458;01222  Soft drinks;2002 December;;118.0;388
5459;01222  Soft drinks;2002;;117.0;388
5460;01223  Fruit juices, vegetable juices;1996 January;;103.0;227
5461;01223  Fruit juices, vegetable juices;1996 February;;103.0;227
5462;01223  Fruit juices, vegetable juices;1996 March;;103.0;227
5463;01223  Fruit juices, vegetable juices;1996 April;;104.0;227
5464;01223  Fruit juices, vegetable juices;1996 May;;104.0;227
5465;01223  Fruit juices, vegetable juices;1996 June;;104.0;227
5466;01223  Fruit juices, vegetable juices;1996 July;;104.0;227
5467;01223  Fruit juices, vegetable juices;1996 August;;103.0;227
5468;01223  Fruit juices, vegetable juices;1996 September;;104.0;227
5469;01223  Fruit juices, vegetable juices;1996 October;;104.0;227
5470;01223  Fruit juices, vegetable juices;1996 November;;103.0;227
5471;01223  Fruit juices, vegetable juices;1996 December;;103.0;227
5472;01223  Fruit juices, vegetable juices;1996;;103.0;227
5473;01223  Fruit juices, vegetable juices;1997 January;;102.0;227
5474;01223  Fruit juices, vegetable juices;1997 February;;102.0;227
5475;01223  Fruit juices, vegetable juices;1997 March;;101.0;227
5476;01223  Fruit juices, vegetable juices;1997 April;;102.0;227
5477;01223  Fruit juices, vegetable juices;1997 May;;102.0;227
5478;01223  Fruit juices, vegetable juices;1997 June;;101.0;227
5479;01223  Fruit juices, vegetable juices;1997 July;;101.0;227
5480;01223  Fruit juices, vegetable juices;1997 August;;101.0;227
5481;01223  Fruit juices, vegetable juices;1997 September;;101.0;227
5482;01223  Fruit juices, vegetable juices;1997 October;;102.0;227
5483;01223  Fruit juices, vegetable juices;1997 November;;103.0;227
5484;01223  Fruit juices, vegetable juices;1997 December;;102.0;227
5485;01223  Fruit juices, vegetable juices;1997;;102.0;227
5486;01223  Fruit juices, vegetable juices;1998 January;;102.0;227
5487;01223  Fruit juices, vegetable juices;1998 February;;102.0;227
5488;01223  Fruit juices, vegetable juices;1998 March;;101.0;227
5489;01223  Fruit juices, vegetable juices;1998 April;;102.0;227
5490;01223  Fruit juices, vegetable juices;1998 May;;102.0;227
5491;01223  Fruit juices, vegetable juices;1998 June;;102.0;227
5492;01223  Fruit juices, vegetable juices;1998 July;;102.0;227
5493;01223  Fruit juices, vegetable juices;1998 August;;103.0;227
5494;01223  Fruit juices, vegetable juices;1998 September;;105.0;227
5495;01223  Fruit juices, vegetable juices;1998 October;;105.0;227
5496;01223  Fruit juices, vegetable juices;1998 November;;105.0;227
5497;01223  Fruit juices, vegetable juices;1998 December;;106.0;227
5498;01223  Fruit juices, vegetable juices;1998;;103.0;227
5499;01223  Fruit juices, vegetable juices;1999 January;;106.0;227
5500;01223  Fruit juices, vegetable juices;1999 February;;106.0;227
5501;01223  Fruit juices, vegetable juices;1999 March;;106.0;227
5502;01223  Fruit juices, vegetable juices;1999 April;;107.0;227
5503;01223  Fruit juices, vegetable juices;1999 May;;107.0;227
5504;01223  Fruit juices, vegetable juices;1999 June;;107.0;227
5505;01223  Fruit juices, vegetable juices;1999 July;;107.0;227
5506;01223  Fruit juices, vegetable juices;1999 August;;107.0;227
5507;01223  Fruit juices, vegetable juices;1999 September;;107.0;227
5508;01223  Fruit juices, vegetable juices;1999 October;;108.0;227
5509;01223  Fruit juices, vegetable juices;1999 November;;109.0;227
5510;01223  Fruit juices, vegetable juices;1999 December;;109.0;227
5511;01223  Fruit juices, vegetable juices;1999;;107.0;227
5512;01223  Fruit juices, vegetable juices;2000 January;;110.0;227
5513;01223  Fruit juices, vegetable juices;2000 February;;108.0;227
5514;01223  Fruit juices, vegetable juices;2000 March;;108.0;227
5515;01223  Fruit juices, vegetable juices;2000 April;;108.0;227
5516;01223  Fruit juices, vegetable juices;2000 May;;108.0;227
5517;01223  Fruit juices, vegetable juices;2000 June;;109.0;227
5518;01223  Fruit juices, vegetable juices;2000 July;;110.0;227
5519;01223  Fruit juices, vegetable juices;2000 August;;110.0;227
5520;01223  Fruit juices, vegetable juices;2000 September;;111.0;227
5521;01223  Fruit juices, vegetable juices;2000 October;;113.0;227
5522;01223  Fruit juices, vegetable juices;2000 November;;113.0;227
5523;01223  Fruit juices, vegetable juices;2000 December;;113.0;227
5524;01223  Fruit juices, vegetable juices;2000;;110.0;227
5525;01223  Fruit juices, vegetable juices;2001 January;;114.0;227
5526;01223  Fruit juices, vegetable juices;2001 February;;113.0;227
5527;01223  Fruit juices, vegetable juices;2001 March;;113.0;227
5528;01223  Fruit juices, vegetable juices;2001 April;;113.0;227
5529;01223  Fruit juices, vegetable juices;2001 May;;113.0;227
5530;01223  Fruit juices, vegetable juices;2001 June;;113.0;227
5531;01223  Fruit juices, vegetable juices;2001 July;;113.0;227
5532;01223  Fruit juices, vegetable juices;2001 August;;113.0;227
5533;01223  Fruit juices, vegetable juices;2001 September;;113.0;227
5534;01223  Fruit juices, vegetable juices;2001 October;;113.0;227
5535;01223  Fruit juices, vegetable juices;2001 November;;114.0;227
5536;01223  Fruit juices, vegetable juices;2001 December;;114.0;227
5537;01223  Fruit juices, vegetable juices;2001;;113.0;227
5538;01223  Fruit juices, vegetable juices;2002 January;;114.0;227
5539;01223  Fruit juices, vegetable juices;2002 February;;114.0;227
5540;01223  Fruit juices, vegetable juices;2002 March;;114.0;227
5541;01223  Fruit juices, vegetable juices;2002 April;;111.0;227
5542;01223  Fruit juices, vegetable juices;2002 May;;110.0;227
5543;01223  Fruit juices, vegetable juices;2002 June;;112.0;227
5544;01223  Fruit juices, vegetable juices;2002 July;;113.0;227
5545;01223  Fruit juices, vegetable juices;2002 August;;112.0;227
5546;01223  Fruit juices, vegetable juices;2002 September;;112.0;227
5547;01223  Fruit juices, vegetable juices;2002 October;;110.0;227
5548;01223  Fruit juices, vegetable juices;2002 November;;112.0;227
5549;01223  Fruit juices, vegetable juices;2002 December;;111.0;227
5550;01223  Fruit juices, vegetable juices;2002;;112.0;227
5551;01224  Syrup to be diluted;1996 January;;100.0;78
5552;01224  Syrup to be diluted;1996 February;;99.0;78
5553;01224  Syrup to be diluted;1996 March;;100.0;78
5554;01224  Syrup to be diluted;1996 April;;99.0;78
5555;01224  Syrup to be diluted;1996 May;;99.0;78
5556;01224  Syrup to be diluted;1996 June;;100.0;78
5557;01224  Syrup to be diluted;1996 July;;100.0;78
5558;01224  Syrup to be diluted;1996 August;;100.0;78
5559;01224  Syrup to be diluted;1996 September;;100.0;78
5560;01224  Syrup to be diluted;1996 October;;100.0;78
5561;01224  Syrup to be diluted;1996 November;;100.0;78
5562;01224  Syrup to be diluted;1996 December;;100.0;78
5563;01224  Syrup to be diluted;1996;;100.0;78
5564;01224  Syrup to be diluted;1997 January;;100.0;78
5565;01224  Syrup to be diluted;1997 February;;100.0;78
5566;01224  Syrup to be diluted;1997 March;;100.0;78
5567;01224  Syrup to be diluted;1997 April;;99.0;78
5568;01224  Syrup to be diluted;1997 May;;99.0;78
5569;01224  Syrup to be diluted;1997 June;;99.0;78
5570;01224  Syrup to be diluted;1997 July;;100.0;78
5571;01224  Syrup to be diluted;1997 August;;100.0;78
5572;01224  Syrup to be diluted;1997 September;;100.0;78
5573;01224  Syrup to be diluted;1997 October;;100.0;78
5574;01224  Syrup to be diluted;1997 November;;100.0;78
5575;01224  Syrup to be diluted;1997 December;;99.0;78
5576;01224  Syrup to be diluted;1997;;100.0;78
5577;01224  Syrup to be diluted;1998 January;;100.0;78
5578;01224  Syrup to be diluted;1998 February;;101.0;78
5579;01224  Syrup to be diluted;1998 March;;100.0;78
5580;01224  Syrup to be diluted;1998 April;;100.0;78
5581;01224  Syrup to be diluted;1998 May;;101.0;78
5582;01224  Syrup to be diluted;1998 June;;100.0;78
5583;01224  Syrup to be diluted;1998 July;;101.0;78
5584;01224  Syrup to be diluted;1998 August;;100.0;78
5585;01224  Syrup to be diluted;1998 September;;100.0;78
5586;01224  Syrup to be diluted;1998 October;;100.0;78
5587;01224  Syrup to be diluted;1998 November;;100.0;78
5588;01224  Syrup to be diluted;1998 December;;100.0;78
5589;01224  Syrup to be diluted;1998;;100.0;78
5590;01224  Syrup to be diluted;1999 January;;101.0;78
5591;01224  Syrup to be diluted;1999 February;;101.0;78
5592;01224  Syrup to be diluted;1999 March;;101.0;78
5593;01224  Syrup to be diluted;1999 April;;101.0;78
5594;01224  Syrup to be diluted;1999 May;;101.0;78
5595;01224  Syrup to be diluted;1999 June;;101.0;78
5596;01224  Syrup to be diluted;1999 July;;101.0;78
5597;01224  Syrup to be diluted;1999 August;;101.0;78
5598;01224  Syrup to be diluted;1999 September;;102.0;78
5599;01224  Syrup to be diluted;1999 October;;101.0;78
5600;01224  Syrup to be diluted;1999 November;;102.0;78
5601;01224  Syrup to be diluted;1999 December;;101.0;78
5602;01224  Syrup to be diluted;1999;;101.0;78
5603;01224  Syrup to be diluted;2000 January;;102.0;78
5604;01224  Syrup to be diluted;2000 February;;101.0;78
5605;01224  Syrup to be diluted;2000 March;;101.0;78
5606;01224  Syrup to be diluted;2000 April;;100.0;78
5607;01224  Syrup to be diluted;2000 May;;100.0;78
5608;01224  Syrup to be diluted;2000 June;;100.0;78
5609;01224  Syrup to be diluted;2000 July;;99.0;78
5610;01224  Syrup to be diluted;2000 August;;99.0;78
5611;01224  Syrup to be diluted;2000 September;;100.0;78
5612;01224  Syrup to be diluted;2000 October;;100.0;78
5613;01224  Syrup to be diluted;2000 November;;100.0;78
5614;01224  Syrup to be diluted;2000 December;;101.0;78
5615;01224  Syrup to be diluted;2000;;100.0;78
5616;01224  Syrup to be diluted;2001 January;;102.0;78
5617;01224  Syrup to be diluted;2001 February;;102.0;78
5618;01224  Syrup to be diluted;2001 March;;104.0;78
5619;01224  Syrup to be diluted;2001 April;;106.0;78
5620;01224  Syrup to be diluted;2001 May;;106.0;78
5621;01224  Syrup to be diluted;2001 June;;106.0;78
5622;01224  Syrup to be diluted;2001 July;;107.0;78
5623;01224  Syrup to be diluted;2001 August;;108.0;78
5624;01224  Syrup to be diluted;2001 September;;108.0;78
5625;01224  Syrup to be diluted;2001 October;;107.0;78
5626;01224  Syrup to be diluted;2001 November;;107.0;78
5627;01224  Syrup to be diluted;2001 December;;108.0;78
5628;01224  Syrup to be diluted;2001;;106.0;78
5629;01224  Syrup to be diluted;2002 January;;109.0;78
5630;01224  Syrup to be diluted;2002 February;;109.0;78
5631;01224  Syrup to be diluted;2002 March;;109.0;78
5632;01224  Syrup to be diluted;2002 April;;106.0;78
5633;01224  Syrup to be diluted;2002 May;;106.0;78
5634;01224  Syrup to be diluted;2002 June;;108.0;78
5635;01224  Syrup to be diluted;2002 July;;107.0;78
5636;01224  Syrup to be diluted;2002 August;;107.0;78
5637;01224  Syrup to be diluted;2002 September;;103.0;78
5638;01224  Syrup to be diluted;2002 October;;103.0;78
5639;01224  Syrup to be diluted;2002 November;;107.0;78
5640;01224  Syrup to be diluted;2002 December;;102.0;78
5641;01224  Syrup to be diluted;2002;;106.0;78
5642;02     Alcoholic beverages and tobacco;1996 January;101.0;;3980
5643;02     Alcoholic beverages and tobacco;1996 February;101.1;;3980
5644;02     Alcoholic beverages and tobacco;1996 March;101.2;;3980
5645;02     Alcoholic beverages and tobacco;1996 April;101.2;;3980
5646;02     Alcoholic beverages and tobacco;1996 May;101.3;;3980
5647;02     Alcoholic beverages and tobacco;1996 June;101.1;;3980
5648;02     Alcoholic beverages and tobacco;1996 July;101.4;;3980
5649;02     Alcoholic beverages and tobacco;1996 August;101.7;;3980
5650;02     Alcoholic beverages and tobacco;1996 September;102.2;;3980
5651;02     Alcoholic beverages and tobacco;1996 October;102.5;;3980
5652;02     Alcoholic beverages and tobacco;1996 November;102.5;;3980
5653;02     Alcoholic beverages and tobacco;1996 December;102.5;;3980
5654;02     Alcoholic beverages and tobacco;1996;101.6;;3980
5655;02     Alcoholic beverages and tobacco;1997 January;102.6;;3980
5656;02     Alcoholic beverages and tobacco;1997 February;103.1;;3980
5657;02     Alcoholic beverages and tobacco;1997 March;104.1;;3980
5658;02     Alcoholic beverages and tobacco;1997 April;104.7;;3980
5659;02     Alcoholic beverages and tobacco;1997 May;104.8;;3980
5660;02     Alcoholic beverages and tobacco;1997 June;104.8;;3980
5661;02     Alcoholic beverages and tobacco;1997 July;104.8;;3980
5662;02     Alcoholic beverages and tobacco;1997 August;104.8;;3980
5663;02     Alcoholic beverages and tobacco;1997 September;104.8;;3980
5664;02     Alcoholic beverages and tobacco;1997 October;104.9;;3980
5665;02     Alcoholic beverages and tobacco;1997 November;104.9;;3980
5666;02     Alcoholic beverages and tobacco;1997 December;105.0;;3980
5667;02     Alcoholic beverages and tobacco;1997;104.4;;3980
5668;02     Alcoholic beverages and tobacco;1998 January;105.8;;3980
5669;02     Alcoholic beverages and tobacco;1998 February;107.3;;3980
5670;02     Alcoholic beverages and tobacco;1998 March;107.7;;3980
5671;02     Alcoholic beverages and tobacco;1998 April;107.8;;3980
5672;02     Alcoholic beverages and tobacco;1998 May;107.8;;3980
5673;02     Alcoholic beverages and tobacco;1998 June;107.8;;3980
5674;02     Alcoholic beverages and tobacco;1998 July;107.9;;3980
5675;02     Alcoholic beverages and tobacco;1998 August;107.9;;3980
5676;02     Alcoholic beverages and tobacco;1998 September;107.8;;3980
5677;02     Alcoholic beverages and tobacco;1998 October;109.8;;3980
5678;02     Alcoholic beverages and tobacco;1998 November;110.0;;3980
5679;02     Alcoholic beverages and tobacco;1998 December;110.0;;3980
5680;02     Alcoholic beverages and tobacco;1998;108.1;;3980
5681;02     Alcoholic beverages and tobacco;1999 January;110.3;;3980
5682;02     Alcoholic beverages and tobacco;1999 February;110.4;;3980
5683;02     Alcoholic beverages and tobacco;1999 March;110.6;;3980
5684;02     Alcoholic beverages and tobacco;1999 April;110.6;;3980
5685;02     Alcoholic beverages and tobacco;1999 May;110.7;;3980
5686;02     Alcoholic beverages and tobacco;1999 June;110.7;;3980
5687;02     Alcoholic beverages and tobacco;1999 July;110.8;;3980
5688;02     Alcoholic beverages and tobacco;1999 August;112.2;;3980
5689;02     Alcoholic beverages and tobacco;1999 September;112.2;;3980
5690;02     Alcoholic beverages and tobacco;1999 October;112.3;;3980
5691;02     Alcoholic beverages and tobacco;1999 November;112.3;;3980
5692;02     Alcoholic beverages and tobacco;1999 December;112.3;;3980
5693;02     Alcoholic beverages and tobacco;1999;111.3;;3980
5694;02     Alcoholic beverages and tobacco;2000 January;112.6;;3980
5695;02     Alcoholic beverages and tobacco;2000 February;113.0;;3980
