ID;Plaatsnamen;Code_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
2205;Heiligeboom;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee
2206;255;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee
2207;Heille;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;nee;nee
2208;Heiloo;399;Heiloo                     ;55;Noord-Kennemerland                      ;27;NH. ;ja ;ja 
2209;Heilust;928;Kerkrade                   ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
2210;Heimolen;873;Woensdrecht                ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee
2211;Heinenoord;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee
2212;Heinist;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee
2213;Heinkenszand;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee
2214;Heino;162;Heino                      ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;ja 
2215;Heisterbrug;962;Schinnen                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee
2216;Heistraat;861;Veldhoven                  ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee
2217;Heistraat;826;Oosterhout                 ;104;Gebied om Breda                         ;30;NB. ;nee;nee
2218;Heitrak;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;nee;nee
2219;Hekelingen;612;Spijkenisse                ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;ja ;nee
2220;Hekendorp;589;Oudewater                  ;49;Utrechts weidegebied                    ;26;U.  ;ja ;nee
2221;Hekkens;907;Gennep                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee
2222;Heksenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
2223;Helden;918;Helden                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja 
2224;Heldensedijk;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
2225;Helder, Den;400;Den Helder                 ;52;Overige gemeenten Kop van Noord-Holland ;27;NH. ;ja ;ja 
2226;Helenaveen;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;ja ;nee
2227;Helhoek;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;nee;nee
2228;Helkant;1719;Drimmelen                  ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee
2229;Hell;273;Putten                     ;32;IJsselmeerkust                          ;25;Gld.;nee;nee
2230;Helle;951;Nuth                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
2231;Hellebroek;951;Nuth                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
2232;Hellen, De;785;Goirle                     ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee
2233;Hellendoorn;163;Hellendoorn                ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;ja 
2234;Hellevoetsluis;530;Hellevoetsluis             ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;ja ;ja 
2235;Helling;993;Meerlo-Wanssum             ;120;Noord-Limburg                           ;31;L.  ;nee;nee
2236;Hellouw;304;Neerijnen                  ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee
2237;282;40;Slochteren                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;ja ;nee
2238;Helmond;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;ja ;ja 
2239;Helsdingen;620;Vianen                     ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee
2240;Helvoirt;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;nee
2241;Helwerd;1651;Eemsmond                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee
2242;Helwijk;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;nee;nee
2243;Helzenhoek;1671;Maasdonk                   ;111;Maaskant                                ;30;NB. ;nee;nee
2244;Hem;454;Venhuizen                  ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee
2245;Hembrug;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee
2246;862;104;Nijefurd                   ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2247;Hemert;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee
2248;717;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee
2249;144;17;Haren                      ;8;Randgebied stad Groningen               ;20;Gr. ;nee;nee
2250;Hemmen;283;Valburg                    ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee
2251;671;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;nee
2252;765;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee
2253;Hendrik-Ido-Ambacht;531;Hendrik-Ido-Ambacht        ;87;Oostelijk IJsselmonde                   ;28;ZH. ;ja ;ja 
2254;Hengeland;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee
2255;Hengelo;164;Hengelo                    ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;ja 
2256;Hengelo;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;ja 
2257;Hengelose-Es;164;Hengelo                    ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee
2258;Hengevelde;142;Ambt Delden                ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee
2259;Hengforden;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee
2260;Hengstdijk;675;Hontenisse                 ;100;Overige gem. in Oost-Zeeuwsch-Vlaanderen;29;Z.  ;ja ;nee
2261;Hengstheuvel;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
2262;Hennaard;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2263;Hennaarderadeel;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee
2264;Hensbroek;429;Obdam                      ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee
2265;Henxel;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee
2266;607;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
2267;Herfte;193;Zwolle                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee
2268;Herike;169;Markelo                    ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee
2269;Hering, Op den;881;Onderbanken                ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
2270;Herkenbosch;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee
2271;Herkenrade;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee
2272;Herkingen;504;Dirksland                  ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;nee
2273;Hermalen;844;Schijndel                  ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
2274;Hernen;296;Wijchen                    ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee
2275;Herongerberg;983;Venlo                      ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee
2276;Herpen;835;Ravenstein                 ;111;Maaskant                                ;30;NB. ;ja ;nee
2277;Herpt;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee
2278;Hersel;847;Someren                    ;118;Brabantse Peel                          ;30;NB. ;nee;nee
2279;Hert;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
2280;Herten;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee
2281;Hertme;147;Borne                      ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee
2282;Hertogenbosch, 's-;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;ja ;ja 
2283;Herveld;283;Valburg                    ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee
2284;Herwen;196;Rijnwaarden                ;26;De Lijmers                              ;25;Gld.;ja ;nee
2285;Herwijnen;733;Lingewaal                  ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee
2286;Herxen;190;Wijhe                      ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee
2287;Hesens;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee
2288;Heseveld;268;Nijmegen                   ;39;Nijmegen                                ;25;Gld.;nee;nee
2289;985;119;Meppel                     ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee
2290;Hessum;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee
2291;Heteren;251;Heteren                    ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;ja 
2292;Heugde;914;Haelen                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
2293;Heugem;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee
2294;Heugemerveld;935;Maastricht                 ;126;Maastricht                              ;31;L.  ;nee;nee
2295;Heukelom;893;Bergen                     ;120;Noord-Limburg                           ;31;L.  ;nee;nee
2296;Heukelom;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee
2297;Heukelum;733;Lingewaal                  ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee
2298;Heul;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee
2299;Heul, De;431;Oostzaan                   ;57;Waterland                               ;27;NH. ;nee;nee
2300;Heumen;252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;ja 
2301;Heuneind;855;Tilburg                    ;107;Tilburg                                 ;30;NB. ;nee;nee
2302;Heure;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee
2303;Heurne;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee
2304;Heurne;197;Aalten                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee
2305;Heurne, De;219;Dinxperlo                  ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;ja ;nee
2306;Heusden;743;Asten                      ;118;Brabantse Peel                          ;30;NB. ;ja ;nee
2307;Heusden;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;ja ;ja 
2308;Heusdenhout;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee
2309;Heuvel;848;Son en Breugel             ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee
2310;Heuvel;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee
2311;Heuvel;1721;Bernheze                   ;111;Maaskant                                ;30;NB. ;nee;nee
2312;Heuvel;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
2313;Heuvel;1728;Bladel                     ;116;Kempenland                              ;30;NB. ;nee;nee
2314;Heuvel, De;866;Waalre                     ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee
2315;Heuvelberg;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
2316;Heuvels;835;Ravenstein                 ;111;Maaskant                                ;30;NB. ;nee;nee
2317;Heuvelstraat;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee
2318;Heuven, De;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;nee;nee
2319;Heveadorp;274;Renkum                     ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;nee;nee
2320;Heveringen;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;nee;nee
2321;74;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee
2322;Heythuysen;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;ja 
2323;Hezelaar;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee
2324;Hezelaar;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee
2325;Hezingen;183;Tubbergen                  ;24;Overige gemeenten in Twente             ;23;O.  ;ja ;nee
2326;517;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
2327;Hichtum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2328;Hidaard;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2329;Hien;220;Dodewaard                  ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee
2330;Hierden;243;Harderwijk                 ;32;IJsselmeerkust                          ;25;Gld.;ja ;nee
2331;Hieslum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2332;Hijken;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee
2333;Hijkersmilde;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee
2334;Hijlaard;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2335;688;81;Leeuwarderadeel            ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
2336;Hil;777;Etten-Leur                 ;104;Gebied om Breda                         ;30;NB. ;nee;nee
2337;Hilakker;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee
2338;Hillegersberg;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;nee;nee
2339;Hillegom;534;Hillegom                   ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;ja ;ja 
2340;Hilleshagen;1729;Gulpen-Wittem              ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee
2341;Hilte, De;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;nee;nee
2342;Hilvarenbeek;798;Hilvarenbeek               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;ja 
2343;Hilversum;402;Hilversum                  ;66;Hilversum                               ;27;NH. ;ja ;ja 
2344;Hilversumse Meent;402;Hilversum                  ;66;Hilversum                               ;27;NH. ;nee;nee
2345;863;104;Nijefurd                   ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
2346;Hinderdam;426;Nederhorst den Berg        ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee
2347;Hingen;902;Echt                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee
2348;Hintham;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee
2349;Hippolytushoef;462;Wieringen                  ;51;Wieringen, Wieringermeer                ;27;NH. ;ja ;nee
2350;Hitland;567;Nieuwerkerk aan den IJssel ;88;Oostelijk randgebied Rotterdam          ;28;ZH. ;nee;nee
2351;Hitsberg;897;Born                       ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee
2352;608;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
2353;Hobbelrade;888;Beek                       ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee
2354;Hobrede;478;Zeevang                    ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee
2355;Hodenpijl;607;Schipluiden                ;81;Westland                                ;28;ZH. ;nee;nee
2356;Hoedekenskerke;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee
2357;Hoef;273;Putten                     ;32;IJsselmeerkust                          ;25;Gld.;nee;nee
2358;Hoef, De;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee
2359;Hoek;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
2360;Hoek;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;ja ;nee
2361;Hoek;209;Beuningen                  ;40;Gebied om Nijmegen                      ;25;Gld.;nee;nee
2362;Hoek van Holland;599;Rotterdam                  ;84;Rotterdam                               ;28;ZH. ;ja ;nee
