ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
2501;Mannen;45 tot 55 jaar;2010 juni;4420;3970;450;5100;3350;1750
2502;Mannen;45 tot 55 jaar;2010 juli;3820;3470;350;3690;2230;1460
2503;Mannen;45 tot 55 jaar;2010 augustus;4210;3860;360;3900;2550;1350
2504;Mannen;45 tot 55 jaar;2010 september;4540;4130;410;5540;3820;1730
2505;Mannen;45 tot 55 jaar;2010 oktober;3910;3540;370;4470;2880;1590
2506;Mannen;45 tot 55 jaar;2010 november;4290;3910;380;3740;2300;1440
2507;Mannen;45 tot 55 jaar;2010 december;6450;5970;480;3810;1900;1900
2508;Mannen;45 tot 55 jaar;2010 jaarcijfer;55230;50710;4530;51940;32760;19180
2509;Mannen;45 tot 55 jaar;2011 januari;6700;6190;500;4690;3040;1650
2510;Mannen;45 tot 55 jaar;2011 februari;4170;3770;400;4650;2950;1700
2511;Mannen;45 tot 55 jaar;2011 maart;4690;4210;480;6410;4250;2160
2512;Mannen;45 tot 55 jaar;2011 april;3710;3340;370;5220;3450;1760
2513;Mannen;45 tot 55 jaar;2011 mei;3680;3320;360;4700;2990;1710
2514;Mannen;45 tot 55 jaar;2011 juni;3950;3560;390;4650;2790;1860
2515;Mannen;45 tot 55 jaar;2011 juli;4090;3860;230;3910;2140;1780
2516;Mannen;45 tot 55 jaar;2011 augustus;4390;4140;250;4280;2720;1560
2517;Mannen;45 tot 55 jaar;2011 september;4440;4080;350;5620;3690;1930
2518;Mannen;45 tot 55 jaar;2011 oktober;4230;3960;270;4090;2390;1700
2519;Mannen;45 tot 55 jaar;2011 november;4580;4300;280;3740;2030;1710
2520;Mannen;45 tot 55 jaar;2011 december;6080;5770;320;3900;1790;2110
2521;Mannen;45 tot 55 jaar;2011 jaarcijfer;54710;50510;4200;55860;34240;21610
2522;Mannen;45 tot 55 jaar;2012 januari;8030;7770;250;4570;2630;1940
2523;Mannen;45 tot 55 jaar;2012 februari;5470;5160;300;4100;2200;1900
2524;Mannen;45 tot 55 jaar;2012 maart;5540;5210;320;6610;4130;2480
2525;Mannen;45 tot 55 jaar;2012 april;4520;4260;260;5190;3190;2000
2526;Mannen;45 tot 55 jaar;2012 mei;4620;4350;270;4980;2900;2070
2527;Mannen;45 tot 55 jaar;2012 juni;4130;3900;230;4160;2470;1690
2528;Mannen;45 tot 55 jaar;2012 juli;4850;4610;240;3950;2060;1890
2529;Mannen;45 tot 55 jaar;2012 augustus;5860;5580;280;5290;3260;2030
2530;Mannen;45 tot 55 jaar;2012 september;4450;4180;260;4650;2940;1710
2531;Mannen;45 tot 55 jaar;2012 oktober;4890;4610;280;4070;2300;1770
2532;Mannen;45 tot 55 jaar;2012 november;6720;6410;310;4440;2400;2050
2533;Mannen;45 tot 55 jaar;2012 december;6470;6230;240;3100;1400;1700
2534;Mannen;45 tot 55 jaar;2012 jaarcijfer;65530;62280;3240;55100;31870;23230
2535;Mannen;45 tot 55 jaar;2013 januari   ;9900;9590;300;5230;2950;2280
2536;Mannen;45 tot 55 jaar;2013 februari  ;5720;5440;280;4570;2590;1980
2537;Mannen;45 tot 55 jaar;2013 maart     ;5790;5500;290;5330;3180;2150
2538;Mannen;45 tot 55 jaar;2013 april;5440;5190;250;5730;3630;2100
2539;Mannen;45 tot 55 jaar;2013 mei;5350;5110;240;5560;3450;2110
2540;Mannen;45 tot 55 jaar;2013 juni;5350;5100;250;4650;2760;1900
2541;Mannen;45 tot 55 jaar;2013 juli;6180;5920;260;4230;2230;2010
2542;Mannen;45 tot 55 jaar;2013 augustus;6690;6340;340;6320;4060;2250
2543;Mannen;45 tot 55 jaar;2013 september;5190;4920;270;5310;3320;1990
2544;Mannen;45 tot 55 jaar;2013 oktober;6920;6600;330;5890;3530;2360
2545;Mannen;45 tot 55 jaar;2013 november;6480;6220;260;4740;2610;2120
2546;Mannen;45 tot 55 jaar;2013 december;7450;7180;270;3660;1610;2050
2547;Mannen;45 tot 55 jaar;2013 jaarcijfer;76440;73090;3350;61210;35920;25290
2548;Mannen;45 tot 55 jaar;2014 januari;10250;9900;350;6670;3970;2690
2549;Mannen;45 tot 55 jaar;2014 februari;5760;5460;310;5580;3100;2480
2550;Mannen;45 tot 55 jaar;2014 maart;5640;5300;340;6520;4020;2500
2551;Mannen;45 tot 55 jaar;2014 april;5340;5070;280;6670;4240;2430
2552;Mannen;45 tot 55 jaar;2014 mei;5990;5570;410;7260;4500;2760
2553;Mannen;45 tot 55 jaar;2014 juni;4710;4420;290;5710;3370;2350
2554;Mannen;45 tot 55 jaar;2014 juli;7180;6830;340;6250;3360;2890
2555;Mannen;45 tot 55 jaar;2014 augustus;5110;4800;310;6660;4300;2360
2556;Mannen;45 tot 55 jaar;2014 september;4900;4600;300;6940;4490;2450
2557;Mannen;45 tot 55 jaar;2014 oktober;6830;6430;400;7230;4270;2970
2558;Mannen;45 tot 55 jaar;2014 november;6440;6110;330;5590;3090;2500
2559;Mannen;45 tot 55 jaar;2014 december;8360;8030;320;4930;2390;2530
2560;Mannen;45 tot 55 jaar;2014 jaarcijfer;76500;72520;3980;76010;45080;30920
2561;Mannen;45 tot 55 jaar;2015 januari;9680;9370;320;8130;4960;3170
2562;Mannen;45 tot 55 jaar;2015 februari;5540;5220;320;6150;3490;2660
2563;Mannen;45 tot 55 jaar;2015 maart;5130;4820;310;7640;4770;2870
2564;Mannen;45 tot 55 jaar;2015 april;5590;5250;350;8490;5370;3130
2565;Mannen;45 tot 55 jaar;2015 mei;4290;4040;250;6120;3650;2480
2566;Mannen;45 tot 55 jaar;2015 juni;4750;4480;270;6240;3720;2510
2567;Mannen;45 tot 55 jaar;2015 juli;7450;7160;290;6440;3350;3090
2568;Mannen;45 tot 55 jaar;2015 augustus;5260;5050;220;5690;3240;2450
2569;Mannen;45 tot 55 jaar;2015 september;4500;4230;280;5560;3020;2540
2570;Mannen;45 tot 55 jaar;2015 oktober;6090;5740;360;5990;3080;2910
2571;Mannen;45 tot 55 jaar;2015 november;5530;5250;280;5010;2440;2560
2572;Mannen;45 tot 55 jaar;2015 december;9610;9290;320;5300;2120;3190
2573;Mannen;45 tot 55 jaar;2015 jaarcijfer;73430;69890;3540;76750;43200;33550
2574;Mannen;55 tot 65 jaar;1998 januari;2390;2210;190;2190;440;1750
2575;Mannen;55 tot 65 jaar;1998 februari;1690;1500;180;1720;440;1290
2576;Mannen;55 tot 65 jaar;1998 maart;1310;1150;160;2070;690;1370
2577;Mannen;55 tot 65 jaar;1998 april;1420;1200;220;2630;1100;1530
2578;Mannen;55 tot 65 jaar;1998 mei;1120;960;170;2090;700;1390
2579;Mannen;55 tot 65 jaar;1998 juni;1330;1170;160;2390;590;1800
2580;Mannen;55 tot 65 jaar;1998 juli;1890;1660;230;2440;500;1950
2581;Mannen;55 tot 65 jaar;1998 augustus;1330;1180;150;2040;480;1560
2582;Mannen;55 tot 65 jaar;1998 september;1090;940;150;1740;430;1310
2583;Mannen;55 tot 65 jaar;1998 oktober;1460;1230;220;2250;530;1720
2584;Mannen;55 tot 65 jaar;1998 november;1630;1450;180;1730;360;1370
2585;Mannen;55 tot 65 jaar;1998 december;1840;1660;180;1930;300;1620
2586;Mannen;55 tot 65 jaar;1998 jaarcijfer;18480;16310;2180;25200;6560;18640
2587;Mannen;55 tot 65 jaar;1999 januari;2180;1970;210;2770;410;2360
2588;Mannen;55 tot 65 jaar;1999 februari;1350;1190;160;2070;520;1550
2589;Mannen;55 tot 65 jaar;1999 maart;1420;1200;220;2960;1050;1910
2590;Mannen;55 tot 65 jaar;1999 april;920;780;140;2490;950;1540
2591;Mannen;55 tot 65 jaar;1999 mei;1290;1090;200;2360;510;1840
2592;Mannen;55 tot 65 jaar;1999 juni;1090;950;150;2260;480;1780
2593;Mannen;55 tot 65 jaar;1999 juli;1150;980;160;1990;330;1660
2594;Mannen;55 tot 65 jaar;1999 augustus;920;760;150;1910;360;1550
2595;Mannen;55 tot 65 jaar;1999 september;1200;1000;200;2090;500;1590
2596;Mannen;55 tot 65 jaar;1999 oktober;1210;1050;160;1840;450;1390
2597;Mannen;55 tot 65 jaar;1999 november;1370;1210;160;1760;360;1390
2598;Mannen;55 tot 65 jaar;1999 december;1280;1140;140;1720;310;1410
2599;Mannen;55 tot 65 jaar;1999 jaarcijfer;15370;13320;2050;26200;6240;19970
2600;Mannen;55 tot 65 jaar;2000 januari;1850;1640;220;2010;370;1640
2601;Mannen;55 tot 65 jaar;2000 februari;1370;1200;170;1800;470;1330
2602;Mannen;55 tot 65 jaar;2000 maart;1280;1060;220;2260;820;1450
2603;Mannen;55 tot 65 jaar;2000 april;980;790;190;1950;800;1150
2604;Mannen;55 tot 65 jaar;2000 mei;1080;910;170;1700;540;1160
2605;Mannen;55 tot 65 jaar;2000 juni;1090;930;160;1720;440;1290
2606;Mannen;55 tot 65 jaar;2000 juli;1250;1000;240;1550;330;1220
2607;Mannen;55 tot 65 jaar;2000 augustus;1070;880;190;1430;360;1070
2608;Mannen;55 tot 65 jaar;2000 september;940;780;160;1330;400;930
2609;Mannen;55 tot 65 jaar;2000 oktober;1170;970;200;1500;410;1090
2610;Mannen;55 tot 65 jaar;2000 november;1540;1320;220;1560;370;1190
2611;Mannen;55 tot 65 jaar;2000 december;980;850;130;1270;240;1030
2612;Mannen;55 tot 65 jaar;2000 jaarcijfer;14580;12320;2260;20080;5540;14540
2613;Mannen;55 tot 65 jaar;2001 januari;1580;1380;200;1400;290;1110
2614;Mannen;55 tot 65 jaar;2001 februari;1320;1140;180;1420;360;1060
2615;Mannen;55 tot 65 jaar;2001 maart;1590;1320;270;2410;740;1660
2616;Mannen;55 tot 65 jaar;2001 april;1050;840;210;2110;770;1330
2617;Mannen;55 tot 65 jaar;2001 mei;1120;930;190;1930;500;1430
2618;Mannen;55 tot 65 jaar;2001 juni;930;780;150;1630;300;1330
2619;Mannen;55 tot 65 jaar;2001 juli;940;780;170;1360;320;1040
2620;Mannen;55 tot 65 jaar;2001 augustus;1000;820;190;1350;330;1020
2621;Mannen;55 tot 65 jaar;2001 september;930;770;160;1240;370;870
2622;Mannen;55 tot 65 jaar;2001 oktober;1050;860;190;1320;370;940
2623;Mannen;55 tot 65 jaar;2001 november;1450;1230;220;1540;330;1220
2624;Mannen;55 tot 65 jaar;2001 december;900;790;110;1750;190;1550
2625;Mannen;55 tot 65 jaar;2001 jaarcijfer;13860;11620;2240;19440;4880;14560
2626;Mannen;55 tot 65 jaar;2002 januari;1980;1730;250;1770;300;1470
2627;Mannen;55 tot 65 jaar;2002 februari;1370;1190;180;1220;340;880
2628;Mannen;55 tot 65 jaar;2002 maart;1350;1160;190;1550;650;900
2629;Mannen;55 tot 65 jaar;2002 april;1500;1290;210;1650;790;870
2630;Mannen;55 tot 65 jaar;2002 mei;1490;1250;240;1580;590;990
2631;Mannen;55 tot 65 jaar;2002 juni;1260;1070;180;1320;480;840
2632;Mannen;55 tot 65 jaar;2002 juli;1180;1020;170;1440;340;1100
2633;Mannen;55 tot 65 jaar;2002 augustus;1340;1150;200;1680;360;1320
2634;Mannen;55 tot 65 jaar;2002 september;1270;1090;180;1140;390;760
2635;Mannen;55 tot 65 jaar;2002 oktober;1630;1410;220;1260;420;840
2636;Mannen;55 tot 65 jaar;2002 november;1780;1550;220;1060;270;790
2637;Mannen;55 tot 65 jaar;2002 december;1400;1240;160;1010;220;780
2638;Mannen;55 tot 65 jaar;2002 jaarcijfer;17540;15150;2390;16670;5130;11530
2639;Mannen;55 tot 65 jaar;2003 januari;2530;2180;350;1430;340;1090
2640;Mannen;55 tot 65 jaar;2003 februari;1920;1650;270;1260;400;860
2641;Mannen;55 tot 65 jaar;2003 maart;1710;1460;250;1400;590;810
2642;Mannen;55 tot 65 jaar;2003 april;1670;1410;260;1540;720;820
2643;Mannen;55 tot 65 jaar;2003 mei;1810;1570;240;1620;680;950
2644;Mannen;55 tot 65 jaar;2003 juni;1490;1270;220;1160;400;760
2645;Mannen;55 tot 65 jaar;2003 juli;1970;1690;280;1430;450;990
2646;Mannen;55 tot 65 jaar;2003 augustus;1350;1160;190;1090;390;710
2647;Mannen;55 tot 65 jaar;2003 september;1900;1640;260;1270;380;890
2648;Mannen;55 tot 65 jaar;2003 oktober;2050;1790;260;1500;500;1000
2649;Mannen;55 tot 65 jaar;2003 november;2000;1640;350;1180;290;890
2650;Mannen;55 tot 65 jaar;2003 december;1800;1460;340;1140;280;870
2651;Mannen;55 tot 65 jaar;2003 jaarcijfer;22180;18910;3280;16020;5400;10620
2652;Mannen;55 tot 65 jaar;2004 januari;2380;2010;370;1330;320;1010
2653;Mannen;55 tot 65 jaar;2004 februari;1910;1530;380;1560;490;1070
2654;Mannen;55 tot 65 jaar;2004 maart;1800;1390;410;1750;690;1050
2655;Mannen;55 tot 65 jaar;2004 april;1970;1540;420;2110;950;1160
2656;Mannen;55 tot 65 jaar;2004 mei;1360;1070;290;1570;620;940
2657;Mannen;55 tot 65 jaar;2004 juni;1740;1340;410;1430;540;890
2658;Mannen;55 tot 65 jaar;2004 juli;1970;1550;410;2050;660;1390
2659;Mannen;55 tot 65 jaar;2004 augustus;1230;970;260;1590;590;990
2660;Mannen;55 tot 65 jaar;2004 september;1500;1200;300;1450;550;910
2661;Mannen;55 tot 65 jaar;2004 oktober;1860;1450;410;1880;690;1190
2662;Mannen;55 tot 65 jaar;2004 november;1730;1430;310;1420;480;940
2663;Mannen;55 tot 65 jaar;2004 december;2230;1850;380;1500;400;1090
2664;Mannen;55 tot 65 jaar;2004 jaarcijfer;21660;17310;4340;19620;6980;12650
2665;Mannen;55 tot 65 jaar;2005 januari;2330;1970;360;1560;420;1130
2666;Mannen;55 tot 65 jaar;2005 februari;2040;1700;340;1960;740;1220
2667;Mannen;55 tot 65 jaar;2005 maart;2150;1810;340;1980;770;1210
2668;Mannen;55 tot 65 jaar;2005 april;1900;1550;350;2260;1160;1100
2669;Mannen;55 tot 65 jaar;2005 mei;1420;1160;260;2370;830;1540
2670;Mannen;55 tot 65 jaar;2005 juni;1750;1400;350;1810;820;990
2671;Mannen;55 tot 65 jaar;2005 juli;1270;1030;240;1470;620;850
2672;Mannen;55 tot 65 jaar;2005 augustus;1270;1040;230;1360;510;840
2673;Mannen;55 tot 65 jaar;2005 september;1630;1370;260;1870;890;980
2674;Mannen;55 tot 65 jaar;2005 oktober;1370;1130;240;1620;770;850
2675;Mannen;55 tot 65 jaar;2005 november;1530;1270;260;1400;560;840
2676;Mannen;55 tot 65 jaar;2005 december;1880;1630;250;1410;510;900
2677;Mannen;55 tot 65 jaar;2005 jaarcijfer;20510;17050;3460;21050;8600;12460
2678;Mannen;55 tot 65 jaar;2006 januari;1820;1620;200;1500;580;920
2679;Mannen;55 tot 65 jaar;2006 februari;1920;1640;280;1580;670;910
2680;Mannen;55 tot 65 jaar;2006 maart;1840;1520;310;1960;880;1080
2681;Mannen;55 tot 65 jaar;2006 april;1360;1120;240;2080;1230;850
2682;Mannen;55 tot 65 jaar;2006 mei;1360;1130;220;1890;1060;830
2683;Mannen;55 tot 65 jaar;2006 juni;1370;1130;250;1890;870;1020
2684;Mannen;55 tot 65 jaar;2006 juli;1260;1030;230;1480;660;820
2685;Mannen;55 tot 65 jaar;2006 augustus;1530;1310;220;1800;780;1020
2686;Mannen;55 tot 65 jaar;2006 september;1600;1360;230;1740;960;780
2687;Mannen;55 tot 65 jaar;2006 oktober;1510;1290;220;1880;890;980
2688;Mannen;55 tot 65 jaar;2006 november;1580;1300;270;1900;840;1060
2689;Mannen;55 tot 65 jaar;2006 december;1420;1200;210;1410;540;860
2690;Mannen;55 tot 65 jaar;2006 jaarcijfer;18540;15650;2890;21110;9970;11140
2691;Mannen;55 tot 65 jaar;2007 januari;1780;1560;220;1620;650;970
2692;Mannen;55 tot 65 jaar;2007 februari;1540;1280;260;1870;910;960
2693;Mannen;55 tot 65 jaar;2007 maart;1570;1270;290;2540;1240;1300
2694;Mannen;55 tot 65 jaar;2007 april;1110;860;250;2220;1190;1030
2695;Mannen;55 tot 65 jaar;2007 mei;1180;950;230;2120;1060;1060
2696;Mannen;55 tot 65 jaar;2007 juni;1060;820;240;1630;790;840
2697;Mannen;55 tot 65 jaar;2007 juli;1070;860;210;1550;780;770
2698;Mannen;55 tot 65 jaar;2007 augustus;1290;1090;200;1850;940;910
2699;Mannen;55 tot 65 jaar;2007 september;1200;990;210;2110;990;1120
2700;Mannen;55 tot 65 jaar;2007 oktober;1420;1130;290;1800;800;990
2701;Mannen;55 tot 65 jaar;2007 november;1650;1430;230;2160;860;1300
2702;Mannen;55 tot 65 jaar;2007 december;1380;1210;160;1610;540;1070
2703;Mannen;55 tot 65 jaar;2007 jaarcijfer;16240;13460;2780;23070;10740;12330
2704;Mannen;55 tot 65 jaar;2008 januari;2310;2080;230;2480;930;1540
2705;Mannen;55 tot 65 jaar;2008 februari;1330;1140;190;2150;890;1270
2706;Mannen;55 tot 65 jaar;2008 maart;1140;960;170;2300;1010;1290
2707;Mannen;55 tot 65 jaar;2008 april;1310;1120;200;2390;1100;1290
2708;Mannen;55 tot 65 jaar;2008 mei;1150;970;180;2230;900;1330
2709;Mannen;55 tot 65 jaar;2008 juni;1130;970;160;2020;770;1240
2710;Mannen;55 tot 65 jaar;2008 juli;1470;1270;200;2240;760;1480
2711;Mannen;55 tot 65 jaar;2008 augustus;1190;1050;140;1820;700;1120
2712;Mannen;55 tot 65 jaar;2008 september;1130;970;170;2080;850;1230
2713;Mannen;55 tot 65 jaar;2008 oktober;1620;1390;230;2310;830;1480
2714;Mannen;55 tot 65 jaar;2008 november;1460;1290;170;1790;600;1190
2715;Mannen;55 tot 65 jaar;2008 december;1670;1500;170;1670;410;1250
2716;Mannen;55 tot 65 jaar;2008 jaarcijfer;16900;14700;2200;25470;9750;15720
2717;Mannen;55 tot 65 jaar;2009 januari;2700;2470;230;2260;590;1680
2718;Mannen;55 tot 65 jaar;2009 februari;2100;1890;200;1940;600;1340
2719;Mannen;55 tot 65 jaar;2009 maart;2150;1950;210;2220;750;1480
2720;Mannen;55 tot 65 jaar;2009 april;2370;2120;250;2700;1020;1680
2721;Mannen;55 tot 65 jaar;2009 mei;1990;1820;170;2020;690;1340
2722;Mannen;55 tot 65 jaar;2009 juni;2310;2150;160;1920;610;1310
2723;Mannen;55 tot 65 jaar;2009 juli;2590;2410;170;2310;670;1640
2724;Mannen;55 tot 65 jaar;2009 augustus;2250;2080;180;2000;630;1380
2725;Mannen;55 tot 65 jaar;2009 september;2410;2250;160;2290;900;1390
2726;Mannen;55 tot 65 jaar;2009 oktober;3100;2870;230;2320;850;1470
2727;Mannen;55 tot 65 jaar;2009 november;2620;2440;170;1930;590;1340
2728;Mannen;55 tot 65 jaar;2009 december;3160;2910;250;2070;510;1560
2729;Mannen;55 tot 65 jaar;2009 jaarcijfer;29750;27360;2390;26000;8390;17600
2730;Mannen;55 tot 65 jaar;2010 januari;3490;3290;190;2370;620;1750
2731;Mannen;55 tot 65 jaar;2010 februari;2610;2400;220;2150;740;1410
2732;Mannen;55 tot 65 jaar;2010 maart;2770;2440;330;3400;1400;2000
2733;Mannen;55 tot 65 jaar;2010 april;2190;1900;290;2800;1310;1480
2734;Mannen;55 tot 65 jaar;2010 mei;1810;1600;210;2300;920;1380
2735;Mannen;55 tot 65 jaar;2010 juni;2560;2260;300;2880;1200;1680
2736;Mannen;55 tot 65 jaar;2010 juli;2120;1870;250;2250;880;1380
2737;Mannen;55 tot 65 jaar;2010 augustus;2160;1940;220;2310;990;1320
2738;Mannen;55 tot 65 jaar;2010 september;2590;2290;300;3030;1360;1670
2739;Mannen;55 tot 65 jaar;2010 oktober;2190;1970;220;2440;1080;1360
2740;Mannen;55 tot 65 jaar;2010 november;2510;2250;250;1870;810;1050
2741;Mannen;55 tot 65 jaar;2010 december;3620;3280;340;2300;720;1580
2742;Mannen;55 tot 65 jaar;2010 jaarcijfer;30600;27490;3110;30100;12040;18060
2743;Mannen;55 tot 65 jaar;2011 januari;3590;3260;320;2400;1110;1290
2744;Mannen;55 tot 65 jaar;2011 februari;2280;1990;290;2390;1060;1330
2745;Mannen;55 tot 65 jaar;2011 maart;2610;2280;330;3540;1850;1690
2746;Mannen;55 tot 65 jaar;2011 april;2120;1870;260;2800;1510;1300
2747;Mannen;55 tot 65 jaar;2011 mei;2170;1890;280;2620;1350;1270
2748;Mannen;55 tot 65 jaar;2011 juni;2190;1920;270;2600;1170;1430
2749;Mannen;55 tot 65 jaar;2011 juli;2380;2170;210;2110;850;1270
2750;Mannen;55 tot 65 jaar;2011 augustus;2290;2130;160;2230;1110;1120
2751;Mannen;55 tot 65 jaar;2011 september;2550;2270;280;3050;1470;1590
2752;Mannen;55 tot 65 jaar;2011 oktober;2320;2100;230;2270;1030;1240
2753;Mannen;55 tot 65 jaar;2011 november;2640;2460;190;2000;840;1160
2754;Mannen;55 tot 65 jaar;2011 december;3530;3290;240;2240;770;1470
2755;Mannen;55 tot 65 jaar;2011 jaarcijfer;30670;27610;3060;30260;14090;16170
2756;Mannen;55 tot 65 jaar;2012 januari;4610;4400;200;2290;1000;1290
2757;Mannen;55 tot 65 jaar;2012 februari;3020;2820;200;2320;890;1430
2758;Mannen;55 tot 65 jaar;2012 maart;3110;2870;230;3710;1850;1860
2759;Mannen;55 tot 65 jaar;2012 april;2630;2430;200;3110;1590;1510
2760;Mannen;55 tot 65 jaar;2012 mei;2900;2680;220;3010;1340;1670
2761;Mannen;55 tot 65 jaar;2012 juni;2510;2310;200;2630;1170;1460
2762;Mannen;55 tot 65 jaar;2012 juli;3050;2850;200;2490;930;1560
2763;Mannen;55 tot 65 jaar;2012 augustus;3430;3210;220;3020;1420;1600
2764;Mannen;55 tot 65 jaar;2012 september;2690;2460;220;2810;1240;1570
2765;Mannen;55 tot 65 jaar;2012 oktober;3060;2830;240;2580;1040;1540
2766;Mannen;55 tot 65 jaar;2012 november;4070;3820;260;2830;1030;1800
2767;Mannen;55 tot 65 jaar;2012 december;4000;3780;220;2180;570;1620
2768;Mannen;55 tot 65 jaar;2012 jaarcijfer;39070;36470;2600;32970;14060;18900
2769;Mannen;55 tot 65 jaar;2013 januari   ;6020;5790;230;3060;1120;1930
2770;Mannen;55 tot 65 jaar;2013 februari  ;3420;3180;240;2740;1010;1730
2771;Mannen;55 tot 65 jaar;2013 maart     ;3430;3210;220;3300;1420;1880
2772;Mannen;55 tot 65 jaar;2013 april;3750;3510;240;3430;1750;1680
2773;Mannen;55 tot 65 jaar;2013 mei;3490;3250;250;3400;1520;1890
2774;Mannen;55 tot 65 jaar;2013 juni;3570;3390;180;3010;1280;1730
2775;Mannen;55 tot 65 jaar;2013 juli;3890;3680;210;2800;1100;1690
2776;Mannen;55 tot 65 jaar;2013 augustus;4320;4050;270;3780;1830;1950
2777;Mannen;55 tot 65 jaar;2013 september;3310;3100;210;3230;1480;1750
2778;Mannen;55 tot 65 jaar;2013 oktober;4600;4280;320;3660;1540;2120
2779;Mannen;55 tot 65 jaar;2013 november;4490;4280;200;2930;1120;1800
2780;Mannen;55 tot 65 jaar;2013 december;4920;4690;230;2500;740;1760
2781;Mannen;55 tot 65 jaar;2013 jaarcijfer;49200;46390;2810;37830;15910;21920
2782;Mannen;55 tot 65 jaar;2014 januari;6310;6050;260;3900;1630;2270
2783;Mannen;55 tot 65 jaar;2014 februari;3700;3420;280;3450;1320;2130
2784;Mannen;55 tot 65 jaar;2014 maart;3710;3420;290;4000;1900;2110
2785;Mannen;55 tot 65 jaar;2014 april;3490;3230;260;4160;2130;2030
2786;Mannen;55 tot 65 jaar;2014 mei;4350;3990;360;4500;2260;2240
2787;Mannen;55 tot 65 jaar;2014 juni;3370;3120;250;3530;1540;1990
2788;Mannen;55 tot 65 jaar;2014 juli;4600;4240;360;4180;1760;2420
2789;Mannen;55 tot 65 jaar;2014 augustus;3380;3110;270;3850;1990;1860
2790;Mannen;55 tot 65 jaar;2014 september;3420;3120;300;3910;1950;1960
2791;Mannen;55 tot 65 jaar;2014 oktober;4660;4290;370;4580;2130;2450
2792;Mannen;55 tot 65 jaar;2014 november;4340;4040;310;3610;1530;2070
2793;Mannen;55 tot 65 jaar;2014 december;5420;5110;320;3180;1100;2080
2794;Mannen;55 tot 65 jaar;2014 jaarcijfer;50760;47130;3640;46840;21240;25600
2795;Mannen;55 tot 65 jaar;2015 januari;6320;5990;330;4740;2090;2650
2796;Mannen;55 tot 65 jaar;2015 februari;3750;3470;280;3890;1730;2150
2797;Mannen;55 tot 65 jaar;2015 maart;3760;3430;320;4980;2310;2670
2798;Mannen;55 tot 65 jaar;2015 april;4220;3900;320;5890;3150;2740
2799;Mannen;55 tot 65 jaar;2015 mei;3280;3020;260;4200;1970;2230
2800;Mannen;55 tot 65 jaar;2015 juni;3800;3530;270;4610;2200;2410
2801;Mannen;55 tot 65 jaar;2015 juli;5390;5020;370;4960;2090;2870
2802;Mannen;55 tot 65 jaar;2015 augustus;3750;3520;230;4030;1750;2280
2803;Mannen;55 tot 65 jaar;2015 september;3420;3160;260;4070;1650;2420
2804;Mannen;55 tot 65 jaar;2015 oktober;4700;4330;370;4510;1860;2660
2805;Mannen;55 tot 65 jaar;2015 november;4280;3990;290;3630;1350;2280
2806;Mannen;55 tot 65 jaar;2015 december;7040;6700;350;4110;1270;2840
2807;Mannen;55 tot 65 jaar;2015 jaarcijfer;53700;50070;3630;53610;23420;30190
2808;Vrouwen;15 tot 65 jaar;1998 januari;17570;16370;1200;16710;8230;8470
2809;Vrouwen;15 tot 65 jaar;1998 februari;15400;14010;1390;14900;9090;5810
2810;Vrouwen;15 tot 65 jaar;1998 maart;12500;11350;1150;15070;8770;6300
2811;Vrouwen;15 tot 65 jaar;1998 april;14100;12290;1810;19640;11600;8040
2812;Vrouwen;15 tot 65 jaar;1998 mei;11400;9920;1480;14840;7940;6900
2813;Vrouwen;15 tot 65 jaar;1998 juni;11250;9830;1410;13830;7100;6730
2814;Vrouwen;15 tot 65 jaar;1998 juli;13990;12360;1630;15770;7520;8250
2815;Vrouwen;15 tot 65 jaar;1998 augustus;10600;9510;1090;11790;5860;5930
2816;Vrouwen;15 tot 65 jaar;1998 september;11160;9880;1280;14380;8570;5800
2817;Vrouwen;15 tot 65 jaar;1998 oktober;13480;11900;1580;17080;9660;7410
2818;Vrouwen;15 tot 65 jaar;1998 november;11870;10660;1220;13130;6740;6400
2819;Vrouwen;15 tot 65 jaar;1998 december;13500;12190;1310;12500;5920;6580
2820;Vrouwen;15 tot 65 jaar;1998 jaarcijfer;156820;140270;16550;179620;96990;82620
2821;Vrouwen;15 tot 65 jaar;1999 januari;12640;11420;1220;13430;6400;7030
2822;Vrouwen;15 tot 65 jaar;1999 februari;11270;10050;1220;12980;7100;5890
2823;Vrouwen;15 tot 65 jaar;1999 maart;13580;11900;1680;16550;9450;7100
2824;Vrouwen;15 tot 65 jaar;1999 april;9030;7860;1170;13000;7580;5430
2825;Vrouwen;15 tot 65 jaar;1999 mei;8110;7080;1030;11940;6150;5790
2826;Vrouwen;15 tot 65 jaar;1999 juni;9360;8180;1180;12640;6460;6180
2827;Vrouwen;15 tot 65 jaar;1999 juli;9790;8580;1210;9950;4680;5260
