ID;SectorBranchesSIC2008;Regions;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;GrossOperatingSurplus_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;TotalLabourInput_8;LabourInputOfEmployees_9
5292;B Mining and quarrying;Kop van Noord-Holland (CR);1995;423;191;232;74;159;0;0;0.8;0.8
5293;B Mining and quarrying;Kop van Noord-Holland (CR);1996;484;207;276;79;197;0;0;0.9;0.9
5294;B Mining and quarrying;Kop van Noord-Holland (CR);1997;459;227;232;73;159;0;0;0.8;0.8
5295;B Mining and quarrying;Kop van Noord-Holland (CR);1998;411;203;208;68;141;0;0;0.8;0.7
5296;B Mining and quarrying;Kop van Noord-Holland (CR);1999;509;112;397;98;299;0;0;1.1;1.1
5297;B Mining and quarrying;Kop van Noord-Holland (CR);2000;678;151;527;143;384;0;0;1.4;1.4
5298;B Mining and quarrying;Kop van Noord-Holland (CR);2001;760;224;536;137;399;0;0;1.3;1.3
5299;B Mining and quarrying;Kop van Noord-Holland (CR);2002;711;217;494;131;364;0;0;1.4;1.4
5300;B Mining and quarrying;Kop van Noord-Holland (CR);2003;872;386;486;158;328;0;0;1.4;1.4
5301;B Mining and quarrying;Kop van Noord-Holland (CR);2004;832;380;452;141;311;0;0;1.2;1.2
5302;B Mining and quarrying;Kop van Noord-Holland (CR);2005;873;517;356;125;231;0;0;1.0;1.0
5303;B Mining and quarrying;Kop van Noord-Holland (CR);2006;922;465;457;112;344;0;0;0.9;0.9
5304;B Mining and quarrying;Kop van Noord-Holland (CR);2007;670;348;322;94;228;0;0;0.7;0.7
5305;B Mining and quarrying;Kop van Noord-Holland (CR);2008;751;309;442;74;368;0;0;0.4;0.4
5306;B Mining and quarrying;Kop van Noord-Holland (CR);2009;597;306;291;77;214;0;0;0.6;0.6
5307;B Mining and quarrying;Kop van Noord-Holland (CR);2010;657;295;362;59;303;0;0;0.6;0.6
5308;B Mining and quarrying;Kop van Noord-Holland (CR);2011;718;321;396;60;336;0;0;0.6;0.6
5309;B Mining and quarrying;Kop van Noord-Holland (CR);2012;856;385;470;85;385;0;0;0.8;0.8
5310;B Mining and quarrying;Kop van Noord-Holland (CR);2013;765;354;411;69;342;0;0;0.7;0.7
5311;B Mining and quarrying;Kop van Noord-Holland (CR);2014;555;259;296;90;206;0;0;0.8;0.8
5312;B Mining and quarrying;Kop van Noord-Holland (CR);2015;448;218;230;86;144;0;0;0.7;0.7
5313;B Mining and quarrying;Kop van Noord-Holland (CR);2016;253;134;119;85;34;0;0;0.7;0.6
5314;B Mining and quarrying;Kop van Noord-Holland (CR);2017;177;85;92;55;37;0;0;0.5;0.5
5315;B Mining and quarrying;Kop van Noord-Holland (CR);2018;165;76;89;57;32;0;0;0.4;0.4
5316;B Mining and quarrying;Kop van Noord-Holland (CR);2019;138;60;78;65;14;0;1;0.5;0.5
5317;B Mining and quarrying;Kop van Noord-Holland (CR);2020;120;50;70;64;7;0;1;0.5;0.4
5318;B Mining and quarrying;Kop van Noord-Holland (CR);2021;136;73;63;72;-8;0;1;0.5;0.5
5319;B Mining and quarrying;Kop van Noord-Holland (CR);2022;316;197;119;101;35;0;17;0.7;0.7
5320;B Mining and quarrying;Alkmaar en omgeving (CR);1995;114;22;92;2;89;0;0;0.0;0.0
5321;B Mining and quarrying;Alkmaar en omgeving (CR);1996;130;27;102;4;98;0;0;0.1;0.1
5322;B Mining and quarrying;Alkmaar en omgeving (CR);1997;142;31;111;3;108;0;0;0.1;0.1
5323;B Mining and quarrying;Alkmaar en omgeving (CR);1998;89;24;64;2;63;0;0;0.0;0.0
5324;B Mining and quarrying;Alkmaar en omgeving (CR);1999;73;25;47;2;46;0;0;0.0;0.0
5325;B Mining and quarrying;Alkmaar en omgeving (CR);2000;128;27;101;0;101;0;0;0.0;0.0
5326;B Mining and quarrying;Alkmaar en omgeving (CR);2001;139;25;114;2;112;0;0;0.0;0.0
5327;B Mining and quarrying;Alkmaar en omgeving (CR);2002;122;26;96;2;94;0;0;0.0;0.0
5328;B Mining and quarrying;Alkmaar en omgeving (CR);2003;99;22;77;4;73;0;0;0.1;0.1
5329;B Mining and quarrying;Alkmaar en omgeving (CR);2004;77;19;58;3;55;0;0;0.1;0.1
5330;B Mining and quarrying;Alkmaar en omgeving (CR);2005;178;82;97;8;88;0;0;0.1;0.1
5331;B Mining and quarrying;Alkmaar en omgeving (CR);2006;187;79;108;5;103;0;0;0.1;0.1
5332;B Mining and quarrying;Alkmaar en omgeving (CR);2007;167;73;94;6;88;0;0;0.1;0.1
5333;B Mining and quarrying;Alkmaar en omgeving (CR);2008;233;75;157;8;149;0;0;0.1;0.1
5334;B Mining and quarrying;Alkmaar en omgeving (CR);2009;183;77;106;9;97;0;0;0.1;0.1
5335;B Mining and quarrying;Alkmaar en omgeving (CR);2010;101;34;67;9;58;0;0;0.1;0.1
5336;B Mining and quarrying;Alkmaar en omgeving (CR);2011;104;37;67;8;59;0;0;0.1;0.1
5337;B Mining and quarrying;Alkmaar en omgeving (CR);2012;115;39;75;9;66;0;0;0.1;0.1
5338;B Mining and quarrying;Alkmaar en omgeving (CR);2013;127;41;86;13;73;0;0;0.1;0.1
5339;B Mining and quarrying;Alkmaar en omgeving (CR);2014;89;33;55;15;40;0;0;0.1;0.1
5340;B Mining and quarrying;Alkmaar en omgeving (CR);2015;63;26;37;15;22;0;0;0.1;0.1
5341;B Mining and quarrying;Alkmaar en omgeving (CR);2016;64;30;35;22;13;0;0;0.2;0.2
5342;B Mining and quarrying;Alkmaar en omgeving (CR);2017;84;38;46;24;23;0;0;0.2;0.2
5343;B Mining and quarrying;Alkmaar en omgeving (CR);2018;148;67;81;35;47;0;0;0.3;0.3
5344;B Mining and quarrying;Alkmaar en omgeving (CR);2019;155;69;86;40;47;0;1;0.3;0.3
5345;B Mining and quarrying;Alkmaar en omgeving (CR);2020;141;68;73;43;32;0;2;0.3;0.3
5346;B Mining and quarrying;Alkmaar en omgeving (CR);2021;108;59;49;34;17;0;1;0.3;0.3
5347;B Mining and quarrying;Alkmaar en omgeving (CR);2022;112;45;66;26;57;0;16;0.2;0.2
5348;B Mining and quarrying;IJmond (CR);1995;449;218;231;60;171;0;0;0.9;0.9
5349;B Mining and quarrying;IJmond (CR);1996;512;213;299;69;230;0;0;1.1;1.1
5350;B Mining and quarrying;IJmond (CR);1997;505;234;271;67;205;0;0;1.1;1.1
5351;B Mining and quarrying;IJmond (CR);1998;636;364;271;79;192;0;0;1.4;1.3
5352;B Mining and quarrying;IJmond (CR);1999;604;403;202;70;132;0;0;1.1;1.1
5353;B Mining and quarrying;IJmond (CR);2000;603;311;292;76;216;0;0;1.1;1.1
5354;B Mining and quarrying;IJmond (CR);2001;835;512;323;58;265;0;0;0.8;0.8
5355;B Mining and quarrying;IJmond (CR);2002;597;278;319;64;255;0;0;1.0;1.0
5356;B Mining and quarrying;IJmond (CR);2003;718;340;378;75;302;0;0;1.0;1.0
5357;B Mining and quarrying;IJmond (CR);2004;626;306;320;63;257;0;0;0.7;0.7
5358;B Mining and quarrying;IJmond (CR);2005;765;477;288;61;227;0;0;0.7;0.7
5359;B Mining and quarrying;IJmond (CR);2006;849;447;402;49;353;0;0;0.5;0.5
5360;B Mining and quarrying;IJmond (CR);2007;688;374;313;47;266;0;0;0.5;0.5
5361;B Mining and quarrying;IJmond (CR);2008;841;360;481;47;434;0;0;0.6;0.6
5362;B Mining and quarrying;IJmond (CR);2009;564;303;261;42;219;0;0;0.4;0.4
5363;B Mining and quarrying;IJmond (CR);2010;672;315;358;45;313;0;0;0.4;0.4
5364;B Mining and quarrying;IJmond (CR);2011;692;329;363;45;318;0;0;0.4;0.4
5365;B Mining and quarrying;IJmond (CR);2012;957;456;501;61;440;0;0;0.5;0.5
5366;B Mining and quarrying;IJmond (CR);2013;1049;510;540;68;472;0;0;0.5;0.5
5367;B Mining and quarrying;IJmond (CR);2014;1305;694;611;115;496;0;0;0.8;0.8
5368;B Mining and quarrying;IJmond (CR);2015;1031;587;444;113;332;0;1;0.8;0.8
5369;B Mining and quarrying;IJmond (CR);2016;593;371;222;81;142;0;1;0.6;0.6
5370;B Mining and quarrying;IJmond (CR);2017;249;142;108;34;74;0;0;0.3;0.3
5371;B Mining and quarrying;IJmond (CR);2018;157;83;74;21;53;0;0;0.2;0.2
5372;B Mining and quarrying;IJmond (CR);2019;66;34;32;11;21;0;0;0.1;0.1
5373;B Mining and quarrying;IJmond (CR);2020;56;32;24;11;14;0;1;0.1;0.1
5374;B Mining and quarrying;IJmond (CR);2021;12;8;4;3;1;0;0;0.0;0.0
5375;B Mining and quarrying;IJmond (CR);2022;40;28;13;8;5;0;0;0.1;0.1
5376;B Mining and quarrying;Agglomeratie Haarlem (CR);1995;0;0;0;0;0;0;0;0.0;0.0
5377;B Mining and quarrying;Agglomeratie Haarlem (CR);1996;0;0;0;0;0;0;0;0.0;0.0
5378;B Mining and quarrying;Agglomeratie Haarlem (CR);1997;0;0;0;0;0;0;0;0.0;0.0
5379;B Mining and quarrying;Agglomeratie Haarlem (CR);1998;0;0;0;0;0;0;0;0.0;0.0
5380;B Mining and quarrying;Agglomeratie Haarlem (CR);1999;0;0;0;0;0;0;0;0.0;0.0
5381;B Mining and quarrying;Agglomeratie Haarlem (CR);2000;0;0;0;0;0;0;0;0.0;0.0
5382;B Mining and quarrying;Agglomeratie Haarlem (CR);2001;0;0;0;0;0;0;0;0.0;0.0
5383;B Mining and quarrying;Agglomeratie Haarlem (CR);2002;0;0;0;0;0;0;0;0.0;0.0
5384;B Mining and quarrying;Agglomeratie Haarlem (CR);2003;0;0;0;0;0;0;0;0.0;0.0
5385;B Mining and quarrying;Agglomeratie Haarlem (CR);2004;0;0;0;0;0;0;0;0.0;0.0
5386;B Mining and quarrying;Agglomeratie Haarlem (CR);2005;0;0;0;0;0;0;0;0.0;0.0
5387;B Mining and quarrying;Agglomeratie Haarlem (CR);2006;0;0;0;0;0;0;0;0.0;0.0
5388;B Mining and quarrying;Agglomeratie Haarlem (CR);2007;0;0;0;0;0;0;0;0.0;0.0
5389;B Mining and quarrying;Agglomeratie Haarlem (CR);2008;0;0;0;0;0;0;0;0.0;0.0
5390;B Mining and quarrying;Agglomeratie Haarlem (CR);2009;0;0;0;0;0;0;0;0.0;0.0
5391;B Mining and quarrying;Agglomeratie Haarlem (CR);2010;24;11;12;2;11;0;0;0.0;0.0
5392;B Mining and quarrying;Agglomeratie Haarlem (CR);2011;28;14;14;2;12;0;0;0.0;0.0
5393;B Mining and quarrying;Agglomeratie Haarlem (CR);2012;29;14;14;2;12;0;0;0.0;0.0
5394;B Mining and quarrying;Agglomeratie Haarlem (CR);2013;21;10;11;1;10;0;0;0.0;0.0
5395;B Mining and quarrying;Agglomeratie Haarlem (CR);2014;2;1;1;0;1;0;0;0.0;0.0
5396;B Mining and quarrying;Agglomeratie Haarlem (CR);2015;3;2;1;0;1;0;0;0.0;0.0
5397;B Mining and quarrying;Agglomeratie Haarlem (CR);2016;1;1;0;0;0;0;0;0.0;0.0
5398;B Mining and quarrying;Agglomeratie Haarlem (CR);2017;2;1;1;0;1;0;0;0.0;0.0
5399;B Mining and quarrying;Agglomeratie Haarlem (CR);2018;3;1;1;0;1;0;0;0.0;0.0
5400;B Mining and quarrying;Agglomeratie Haarlem (CR);2019;3;1;1;0;1;0;0;0.0;0.0
5401;B Mining and quarrying;Agglomeratie Haarlem (CR);2020;1;1;1;0;0;0;0;0.0;0.0
5402;B Mining and quarrying;Agglomeratie Haarlem (CR);2021;0;0;0;0;0;0;0;0.0;0.0
5403;B Mining and quarrying;Agglomeratie Haarlem (CR);2022;1;0;0;0;0;0;0;0.0;0.0
5404;B Mining and quarrying;Zaanstreek (CR);1995;0;0;0;0;0;0;0;0.0;0.0
5405;B Mining and quarrying;Zaanstreek (CR);1996;0;0;0;0;0;0;0;0.0;0.0
5406;B Mining and quarrying;Zaanstreek (CR);1997;0;0;0;0;0;0;0;0.0;0.0
5407;B Mining and quarrying;Zaanstreek (CR);1998;0;0;0;0;0;0;0;0.0;0.0
5408;B Mining and quarrying;Zaanstreek (CR);1999;0;0;0;0;0;0;0;0.0;0.0
5409;B Mining and quarrying;Zaanstreek (CR);2000;0;0;0;0;0;0;0;0.0;0.0
5410;B Mining and quarrying;Zaanstreek (CR);2001;0;0;0;0;0;0;0;0.0;0.0
5411;B Mining and quarrying;Zaanstreek (CR);2002;0;0;0;0;0;0;0;0.0;0.0
5412;B Mining and quarrying;Zaanstreek (CR);2003;0;0;0;0;0;0;0;0.0;0.0
5413;B Mining and quarrying;Zaanstreek (CR);2004;0;0;0;0;0;0;0;0.0;0.0
5414;B Mining and quarrying;Zaanstreek (CR);2005;0;0;0;0;0;0;0;0.0;0.0
5415;B Mining and quarrying;Zaanstreek (CR);2006;0;0;0;0;0;0;0;0.0;0.0
5416;B Mining and quarrying;Zaanstreek (CR);2007;0;0;0;0;0;0;0;0.0;0.0
5417;B Mining and quarrying;Zaanstreek (CR);2008;0;0;0;0;0;0;0;0.0;0.0
5418;B Mining and quarrying;Zaanstreek (CR);2009;0;0;0;0;0;0;0;0.0;0.0
5419;B Mining and quarrying;Zaanstreek (CR);2010;0;0;0;0;0;0;0;0.0;0.0
5420;B Mining and quarrying;Zaanstreek (CR);2011;0;0;0;0;0;0;0;0.0;0.0
5421;B Mining and quarrying;Zaanstreek (CR);2012;0;0;0;0;0;0;0;0.0;0.0
5422;B Mining and quarrying;Zaanstreek (CR);2013;2;1;1;0;1;0;0;0.0;0.0
5423;B Mining and quarrying;Zaanstreek (CR);2014;3;1;1;0;1;0;0;0.0;0.0
5424;B Mining and quarrying;Zaanstreek (CR);2015;1;1;0;0;0;0;0;0.0;0.0
5425;B Mining and quarrying;Zaanstreek (CR);2016;1;0;0;0;0;0;0;0.0;0.0
5426;B Mining and quarrying;Zaanstreek (CR);2017;1;0;0;0;0;0;0;0.0;0.0
5427;B Mining and quarrying;Zaanstreek (CR);2018;2;1;1;0;1;0;0;0.0;0.0
5428;B Mining and quarrying;Zaanstreek (CR);2019;0;0;0;0;0;0;0;0.0;0.0
5429;B Mining and quarrying;Zaanstreek (CR);2020;0;0;0;0;0;0;0;0.0;0.0
5430;B Mining and quarrying;Zaanstreek (CR);2021;0;0;0;0;0;0;0;0.0;0.0
5431;B Mining and quarrying;Zaanstreek (CR);2022;0;0;0;0;0;0;0;0.0;0.0
5432;B Mining and quarrying;Groot-Amsterdam (CR);1995;28;9;19;2;17;0;0;0.1;0.1
5433;B Mining and quarrying;Groot-Amsterdam (CR);1996;29;11;18;2;16;0;0;0.1;0.1
5434;B Mining and quarrying;Groot-Amsterdam (CR);1997;29;10;20;3;17;0;0;0.1;0.1
5435;B Mining and quarrying;Groot-Amsterdam (CR);1998;34;11;24;3;21;0;0;0.1;0.1
5436;B Mining and quarrying;Groot-Amsterdam (CR);1999;48;12;36;8;28;0;0;0.1;0.1
5437;B Mining and quarrying;Groot-Amsterdam (CR);2000;57;16;41;10;31;0;0;0.1;0.1
5438;B Mining and quarrying;Groot-Amsterdam (CR);2001;85;21;64;13;51;0;0;0.3;0.3
5439;B Mining and quarrying;Groot-Amsterdam (CR);2002;80;23;57;16;41;0;0;0.3;0.3
5440;B Mining and quarrying;Groot-Amsterdam (CR);2003;123;40;83;17;66;0;0;0.3;0.3
5441;B Mining and quarrying;Groot-Amsterdam (CR);2004;99;35;64;13;51;0;0;0.3;0.3
5442;B Mining and quarrying;Groot-Amsterdam (CR);2005;156;83;73;9;64;0;0;0.1;0.1
5443;B Mining and quarrying;Groot-Amsterdam (CR);2006;152;77;75;9;66;0;0;0.1;0.1
5444;B Mining and quarrying;Groot-Amsterdam (CR);2007;162;78;84;12;71;0;0;0.3;0.3
5445;B Mining and quarrying;Groot-Amsterdam (CR);2008;94;30;64;11;53;0;0;0.1;0.1
5446;B Mining and quarrying;Groot-Amsterdam (CR);2009;113;27;86;16;70;0;0;0.3;0.3
5447;B Mining and quarrying;Groot-Amsterdam (CR);2010;263;107;156;23;133;0;0;0.2;0.2
5448;B Mining and quarrying;Groot-Amsterdam (CR);2011;281;118;163;27;136;0;0;0.2;0.2
5449;B Mining and quarrying;Groot-Amsterdam (CR);2012;269;115;153;25;128;0;0;0.2;0.2
5450;B Mining and quarrying;Groot-Amsterdam (CR);2013;247;102;145;24;121;0;0;0.2;0.2
5451;B Mining and quarrying;Groot-Amsterdam (CR);2014;417;209;208;44;164;0;0;0.3;0.3
5452;B Mining and quarrying;Groot-Amsterdam (CR);2015;384;203;182;44;137;0;0;0.4;0.4
5453;B Mining and quarrying;Groot-Amsterdam (CR);2016;263;145;118;36;82;0;0;0.3;0.3
5454;B Mining and quarrying;Groot-Amsterdam (CR);2017;225;114;111;33;78;0;0;0.3;0.3
5455;B Mining and quarrying;Groot-Amsterdam (CR);2018;248;133;114;28;86;0;0;0.3;0.3
5456;B Mining and quarrying;Groot-Amsterdam (CR);2019;338;190;148;48;101;0;1;0.5;0.4
5457;B Mining and quarrying;Groot-Amsterdam (CR);2020;220;131;89;36;54;0;2;0.3;0.3
5458;B Mining and quarrying;Groot-Amsterdam (CR);2021;294;163;131;38;94;0;2;0.3;0.3
5459;B Mining and quarrying;Groot-Amsterdam (CR);2022;682;271;412;53;445;1;87;0.4;0.4
5460;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1995;0;0;0;0;0;0;0;0.0;0.0
5461;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1996;0;0;0;0;0;0;0;0.0;0.0
5462;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1997;0;0;0;0;0;0;0;0.0;0.0
5463;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1998;0;0;0;0;0;0;0;0.0;0.0
5464;B Mining and quarrying;Het Gooi en Vechtstreek (CR);1999;0;0;0;0;0;0;0;0.0;0.0
5465;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2000;0;0;0;0;0;0;0;0.0;0.0
5466;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2001;0;0;0;0;0;0;0;0.0;0.0
5467;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2002;0;0;0;0;0;0;0;0.0;0.0
5468;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2003;0;0;0;0;0;0;0;0.0;0.0
5469;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2004;0;0;0;0;0;0;0;0.0;0.0
5470;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2005;0;0;0;0;0;0;0;0.0;0.0
5471;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2006;0;0;0;0;0;0;0;0.0;0.0
5472;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2007;0;0;0;0;0;0;0;0.0;0.0
5473;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2008;0;0;0;0;0;0;0;0.0;0.0
5474;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2009;0;0;0;0;0;0;0;0.0;0.0
5475;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2010;2;1;1;0;0;0;0;0.0;0.0
5476;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2011;2;2;1;0;0;0;0;0.0;0.0
5477;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2012;2;1;0;0;0;0;0;0.0;0.0
5478;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2013;2;1;0;0;0;0;0;0.0;0.0
5479;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2014;2;2;0;0;0;0;0;0.0;0.0
5480;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2015;2;2;1;0;0;0;0;0.0;0.0
5481;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2016;2;2;1;0;0;0;0;0.0;0.0
5482;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2017;2;2;1;0;0;0;0;0.0;0.0
5483;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2018;3;2;1;0;0;0;0;0.0;0.0
5484;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2019;0;0;0;0;0;0;0;0.0;0.0
5485;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2020;0;0;0;0;0;0;0;0.0;0.0
5486;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2021;0;0;0;0;0;0;0;0.0;0.0
5487;B Mining and quarrying;Het Gooi en Vechtstreek (CR);2022;0;0;0;0;0;0;0;0.0;0.0
5488;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);1995;873;641;232;46;186;0;0;0.8;0.8
5489;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);1996;1020;806;214;48;166;0;0;1.0;0.9
5490;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);1997;965;785;180;47;134;0;0;0.8;0.8
5491;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);1998;975;656;318;47;271;0;0;1.0;0.9
5492;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);1999;819;604;215;37;179;0;0;0.6;0.6
5493;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2000;960;762;198;45;153;0;0;1.0;0.9
5494;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2001;1132;645;487;55;433;0;1;1.0;1.0
5495;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2002;1194;819;375;57;320;0;1;1.2;1.1
5496;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2003;1257;596;661;66;596;0;1;1.1;1.1
5497;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2004;1342;656;686;122;564;0;1;1.9;1.9
5498;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2005;1496;932;564;114;450;0;1;1.6;1.6
5499;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2006;1901;1001;900;108;793;0;1;1.5;1.5
5500;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2007;2028;1104;924;135;789;0;1;1.8;1.8
5501;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2008;2856;1222;1634;151;1484;0;1;1.8;1.8
5502;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2009;1895;1019;876;134;742;0;1;1.7;1.6
5503;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2010;2325;1088;1237;156;1081;0;1;1.4;1.4
5504;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2011;2555;1214;1341;167;1175;0;1;1.5;1.5
5505;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2012;2843;1357;1486;182;1306;0;1;1.6;1.6
5506;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2013;3266;1586;1680;213;1468;0;1;1.7;1.7
5507;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2014;2297;1222;1075;203;873;0;1;1.7;1.7
5508;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2015;1986;1131;855;218;639;0;1;1.8;1.8
5509;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2016;1563;977;586;214;374;0;3;1.7;1.7
5510;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2017;1045;594;451;144;308;0;2;1.4;1.4
5511;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2018;886;470;416;119;299;0;2;1.1;1.1
5512;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2019;578;301;276;95;185;0;3;0.9;0.8
5513;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2020;674;381;293;131;173;0;11;0.9;0.9
5514;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2021;520;350;170;133;47;0;10;0.9;0.9
5515;B Mining and quarrying;Agglomeratie Leiden en Bollenstreek (CR);2022;694;475;219;138;87;0;7;0.9;0.9
5516;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);1995;31;5;26;96;-70;0;0;0.8;0.8
5517;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);1996;44;7;37;89;-52;0;0;0.7;0.7
5518;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);1997;54;12;42;89;-47;0;0;0.7;0.6
5519;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);1998;58;16;42;79;-36;0;0;0.6;0.6
5520;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);1999;54;18;36;68;-33;0;0;0.5;0.5
5521;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2000;96;23;74;72;2;0;0;0.5;0.5
5522;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2001;87;18;69;61;8;0;0;0.4;0.4
5523;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2002;91;22;69;70;-1;0;0;0.5;0.5
5524;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2003;99;25;74;55;19;0;0;0.4;0.4
5525;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2004;178;61;117;71;46;0;0;0.4;0.4
5526;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2005;185;88;97;66;31;0;0;0.4;0.4
5527;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2006;222;94;129;80;48;0;0;0.5;0.5
5528;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2007;237;102;134;95;39;0;0;0.5;0.5
5529;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2008;317;113;204;86;118;0;0;0.4;0.4
5530;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2009;275;116;159;92;67;0;0;0.5;0.5
5531;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2010;392;162;230;116;115;0;0;0.9;0.9
5532;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2011;422;171;251;127;124;0;0;0.9;0.9
5533;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2012;388;155;233;125;108;0;0;0.8;0.8
5534;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2013;356;147;209;151;58;0;0;1.0;1.0
5535;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2014;240;101;139;141;-2;0;0;0.9;0.9
5536;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2015;206;81;125;150;-24;0;0;0.9;0.9
5537;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2016;191;93;98;124;-26;0;0;0.8;0.8
5538;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2017;271;124;147;144;4;0;0;1.0;0.9
5539;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2018;179;65;115;136;-21;0;0;0.8;0.8
5540;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2019;122;40;82;109;-27;0;0;0.7;0.7
5541;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2020;139;38;101;129;-28;0;1;0.7;0.7
5542;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2021;191;97;93;115;-20;0;1;0.7;0.7
5543;B Mining and quarrying;Agglomeratie 's-Gravenhage (CR);2022;243;132;111;125;13;0;27;0.7;0.7
5544;B Mining and quarrying;Delft en Westland (CR);1995;111;4;107;0;106;0;0;0.0;0.0
5545;B Mining and quarrying;Delft en Westland (CR);1996;132;4;127;0;127;0;0;0.0;0.0
5546;B Mining and quarrying;Delft en Westland (CR);1997;133;5;127;0;127;0;0;0.0;0.0
5547;B Mining and quarrying;Delft en Westland (CR);1998;120;6;114;0;114;0;0;0.0;0.0
5548;B Mining and quarrying;Delft en Westland (CR);1999;104;7;98;0;98;0;0;0.0;0.0
5549;B Mining and quarrying;Delft en Westland (CR);2000;146;7;139;0;139;0;0;0.0;0.0
