ID;CommodityFlows;OriginDestinationLoadingUnloading;ContinentsAndCountryGroups;CommodityGroups;TransportModes;Containerization;Periods;Estimate_1;LowerBound95ConfidenceInterval_2;UpperBound95ConfidenceInterval_3;ConfidenceInterval_4;ShareInCommodityFlow_5;GrowthIndication_6;Estimate_7;LowerBound95ConfidenceInterval_8;UpperBound95ConfidenceInterval_9;ConfidenceInterval_10;ShareInCommodityFlow_11;GrowthIndication_12
6235;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Total;2020;8132683.0;7706426.0;8558939.0;5.0;1.0;4.0;329394.0;252878.0;405909.0;23.0;0.0;9.0
6236;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Total;2021;7135458.0;6358518.0;7912398.0;11.0;1.0;1.0;456991.0;415651.0;498332.0;9.0;0.0;5.0
6237;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Total;2022;14950723.0;14136014.0;15765432.0;5.0;1.0;5.0;607414.0;544187.0;670641.0;10.0;0.0;5.0
6238;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Total;2023;14925935.0;14125716.0;15726154.0;5.0;1.0;9.0;415022.0;380830.0;449215.0;8.0;0.0;1.0
6239;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2007;1340814.0;1214265.0;1467363.0;9.0;0.0;;136015.0;121740.0;150289.0;10.0;0.0;
6240;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2008;1630316.0;1355757.0;1904876.0;17.0;0.0;5.0;180415.0;161208.0;199621.0;11.0;0.0;5.0
6241;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2009;1680459.0;1368721.0;1992197.0;19.0;0.0;9.0;183879.0;165158.0;202600.0;10.0;0.0;9.0
6242;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2010;1379340.0;1258946.0;1499733.0;9.0;0.0;1.0;126546.0;114860.0;138232.0;9.0;0.0;1.0
6243;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2011;1560041.0;1353957.0;1766126.0;13.0;0.0;5.0;116532.0;104615.0;128449.0;10.0;0.0;9.0
6244;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2012;869988.0;794981.0;944995.0;9.0;0.0;1.0;74885.0;68050.0;81719.0;9.0;0.0;1.0
6245;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2013;316827.0;300241.0;333412.0;5.0;0.0;1.0;19599.0;18001.0;21197.0;8.0;0.0;1.0
6246;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2014;368946.0;349824.0;388068.0;5.0;0.0;5.0;16001.0;14505.0;17496.0;9.0;0.0;1.0
6247;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2015;1651347.0;1542910.0;1759784.0;7.0;0.0;5.0;106088.0;96984.0;115192.0;9.0;0.0;5.0
6248;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2016;1164235.0;1100323.0;1228147.0;5.0;0.0;1.0;62428.0;56605.0;68251.0;9.0;0.0;1.0
6249;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2017;1400717.0;1297147.0;1504287.0;7.0;0.0;5.0;85255.0;75942.0;94568.0;11.0;0.0;5.0
6250;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2018;2129037.0;1983020.0;2275054.0;7.0;0.0;5.0;97519.0;85490.0;109547.0;12.0;0.0;5.0
6251;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2019;116289.0;99388.0;133191.0;15.0;0.0;1.0;1920.0;0.0;14033.0;;0.0;1.0
6252;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2020;570035.0;489039.0;651032.0;14.0;0.0;5.0;15865.0;0.0;52516.0;;0.0;9.0
6253;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2021;1178292.0;969180.0;1387404.0;18.0;0.0;5.0;27354.0;24749.0;29960.0;10.0;0.0;9.0
6254;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2022;1402513.0;1295760.0;1509266.0;8.0;0.0;5.0;51892.0;46292.0;57492.0;11.0;0.0;5.0
6255;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Containerized goods;2023;555265.0;519503.0;591027.0;6.0;0.0;1.0;10444.0;8714.0;12173.0;17.0;0.0;1.0
6256;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2007;8135746.0;7628093.0;8643399.0;6.0;1.0;;794888.0;745536.0;844240.0;6.0;0.0;
6257;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2008;8690791.0;8065014.0;9316568.0;7.0;1.0;4.0;834826.0;788336.0;881316.0;6.0;0.0;9.0
6258;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2009;7870368.0;7247725.0;8493012.0;8.0;2.0;2.0;739582.0;692694.0;786470.0;6.0;0.0;1.0
6259;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2010;8821337.0;8266099.0;9376576.0;6.0;2.0;5.0;773977.0;729582.0;818372.0;6.0;0.0;9.0
6260;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2011;9040666.0;8415087.0;9666246.0;7.0;1.0;9.0;703963.0;647328.0;760597.0;8.0;0.0;2.0
6261;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2012;8933878.0;8370071.0;9497684.0;6.0;1.0;9.0;686066.0;632639.0;739492.0;8.0;0.0;9.0
6262;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2013;8313672.0;7754476.0;8872868.0;7.0;1.0;2.0;595936.0;541651.0;650222.0;9.0;0.0;1.0
6263;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2014;8882414.0;8333075.0;9431753.0;6.0;1.0;4.0;608697.0;557040.0;660354.0;8.0;0.0;9.0
6264;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2015;7762472.0;7325947.0;8198996.0;6.0;1.0;1.0;468698.0;430130.0;507265.0;8.0;0.0;1.0
6265;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2016;8758819.0;8304133.0;9213505.0;5.0;1.0;5.0;573678.0;532900.0;614457.0;7.0;0.0;5.0
6266;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2017;11430447.0;9992893.0;12868001.0;13.0;1.0;5.0;1097966.0;1048448.0;1147485.0;5.0;0.0;5.0
6267;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2018;7916527.0;7409945.0;8423110.0;6.0;1.0;1.0;422914.0;382539.0;463289.0;10.0;0.0;1.0
6268;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2019;7570545.0;7130113.0;8010976.0;6.0;1.0;9.0;268684.0;202030.0;335337.0;25.0;0.0;1.0
6269;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2020;7562647.0;7144157.0;7981137.0;6.0;1.0;9.0;313529.0;246363.0;380695.0;21.0;0.0;9.0
6270;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2021;5957166.0;5208895.0;6705436.0;13.0;1.0;1.0;429637.0;388379.0;470895.0;10.0;0.0;5.0
6271;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2022;13548210.0;12740526.0;14355895.0;6.0;1.0;5.0;555522.0;492543.0;618501.0;11.0;0.0;5.0
6272;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Road transport;Non-containerized goods;2023;14370670.0;13571250.0;15170089.0;6.0;1.0;4.0;404578.0;370429.0;438728.0;8.0;0.0;1.0
6273;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2007;36902.0;31839.0;41965.0;14.0;0.0;;3204.0;2218.0;4190.0;31.0;0.0;
6274;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2008;42874.0;33070.0;52678.0;23.0;0.0;9.0;3677.0;1796.0;5559.0;51.0;0.0;9.0
6275;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2009;17379.0;12841.0;21917.0;26.0;0.0;1.0;1174.0;275.0;2073.0;77.0;0.0;1.0
6276;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2010;600362.0;441689.0;759035.0;26.0;0.0;5.0;39258.0;30223.0;48292.0;23.0;0.0;5.0
6277;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2011;913560.0;609678.0;1217443.0;33.0;0.0;5.0;37402.0;28204.0;46600.0;25.0;0.0;9.0
6278;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2012;280107.0;224403.0;335811.0;20.0;0.0;1.0;11791.0;7873.0;15708.0;33.0;0.0;1.0
6279;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2013;289788.0;268668.0;310908.0;7.0;0.0;9.0;7208.0;6287.0;8129.0;13.0;0.0;1.0
6280;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2014;289339.0;234384.0;344294.0;19.0;0.0;9.0;8558.0;4732.0;12384.0;45.0;0.0;9.0
6281;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2015;412576.0;392274.0;432879.0;5.0;0.0;5.0;17954.0;16376.0;19532.0;9.0;0.0;5.0
6282;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2016;370560.0;354659.0;386461.0;4.0;0.0;1.0;17705.0;16845.0;18566.0;5.0;0.0;9.0
6283;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2017;351392.0;319056.0;383729.0;9.0;0.0;9.0;22931.0;15987.0;29876.0;30.0;0.0;5.0
6284;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2018;590320.0;512423.0;668217.0;13.0;0.0;5.0;21714.0;19139.0;24289.0;12.0;0.0;9.0
6285;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2019;161370.0;140119.0;182621.0;13.0;0.0;1.0;3237.0;0.0;90508.0;;0.0;9.0
6286;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2020;77636.0;1048.0;154224.0;99.0;0.0;1.0;2279.0;0.0;32549.0;;0.0;9.0
6287;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2021;2878633.0;1893520.0;3863746.0;34.0;0.0;5.0;93637.0;71563.0;115711.0;24.0;0.0;9.0
6288;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2022;1603351.0;1272024.0;1934679.0;21.0;0.0;1.0;131483.0;105908.0;157058.0;19.0;0.0;5.0
6289;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Total;2023;32252.0;20396.0;44109.0;37.0;0.0;1.0;2290.0;498.0;4083.0;78.0;0.0;1.0
6290;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6291;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6292;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6293;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2010;600362.0;441689.0;759035.0;26.0;0.0;;39258.0;30223.0;48292.0;23.0;0.0;
6294;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2011;912965.0;609082.0;1216847.0;33.0;0.0;5.0;37351.0;28153.0;46549.0;25.0;0.0;9.0
6295;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2012;280107.0;224403.0;335811.0;20.0;0.0;1.0;11791.0;7873.0;15708.0;33.0;0.0;1.0
6296;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2013;289788.0;268668.0;310908.0;7.0;0.0;9.0;7208.0;6287.0;8129.0;13.0;0.0;1.0
6297;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2014;289339.0;234384.0;344294.0;19.0;0.0;9.0;8558.0;4732.0;12384.0;45.0;0.0;9.0
6298;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2015;412576.0;392274.0;432879.0;5.0;0.0;5.0;17954.0;16376.0;19532.0;9.0;0.0;5.0
6299;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2016;370560.0;354659.0;386461.0;4.0;0.0;1.0;17705.0;16845.0;18566.0;5.0;0.0;9.0
6300;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2017;350849.0;318513.0;383185.0;9.0;0.0;9.0;22861.0;15916.0;29806.0;30.0;0.0;5.0
6301;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2018;590320.0;512423.0;668217.0;13.0;0.0;5.0;21714.0;19139.0;24289.0;12.0;0.0;9.0
6302;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2019;161370.0;140119.0;182621.0;13.0;0.0;1.0;3237.0;0.0;90508.0;;0.0;9.0
6303;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2020;77636.0;1048.0;154224.0;99.0;0.0;1.0;2279.0;0.0;32549.0;;0.0;9.0
6304;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2021;2878633.0;1893520.0;3863746.0;34.0;0.0;5.0;93637.0;71563.0;115711.0;24.0;0.0;9.0
6305;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2022;1603351.0;1272024.0;1934679.0;21.0;0.0;1.0;131483.0;105908.0;157058.0;19.0;0.0;5.0
6306;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Containerized goods;2023;32252.0;20396.0;44109.0;37.0;0.0;1.0;2290.0;498.0;4083.0;78.0;0.0;1.0
6307;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2007;36902.0;31839.0;41965.0;14.0;0.0;;3204.0;2218.0;4190.0;31.0;0.0;
6308;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2008;42874.0;33070.0;52678.0;23.0;0.0;9.0;3677.0;1796.0;5559.0;51.0;0.0;9.0
6309;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2009;17379.0;12841.0;21917.0;26.0;0.0;1.0;1174.0;275.0;2073.0;77.0;0.0;1.0
6310;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6311;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2011;596.0;552.0;639.0;7.0;0.0;;51.0;42.0;60.0;18.0;0.0;
6312;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6313;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6314;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6315;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6316;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
6317;"Inbound transport; total";Origin or destination;Total;17 Textiles leather and products thereof;Rail transport;Non-containerized goods;2017;543.0;503.0;584.0;7.0;0.0;;70.0;65.0;76.0;7.0;0.0;
