ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
4389;09 Mining support activities;Fryslân (PV);2018;;;;;;;;
4390;09 Mining support activities;Fryslân (PV);2019;1.26;0.0;0.69;0.0;0.01;0.03;0.53;0.01
4391;09 Mining support activities;Fryslân (PV);2020;;;;;;;;
4392;09 Mining support activities;Fryslân (PV);2021;;;;;;;;
4393;09 Mining support activities;Fryslân (PV);2022;;;;;;;;
4394;09 Mining support activities;Fryslân (PV);2023;;;;;;;;
4395;09 Mining support activities;Drenthe (PV);2009;;;;;;;;
4396;09 Mining support activities;Drenthe (PV);2010;;;;;;;;
4397;09 Mining support activities;Drenthe (PV);2011;;;;;;;;
4398;09 Mining support activities;Drenthe (PV);2012;;;;;;;;
4399;09 Mining support activities;Drenthe (PV);2013;4.95;0.0;0.17;0.0;0.12;0.14;4.21;0.32
4400;09 Mining support activities;Drenthe (PV);2014;;;;;;;;
4401;09 Mining support activities;Drenthe (PV);2015;3.16;0.0;0.23;0.0;0.04;0.15;2.41;0.33
4402;09 Mining support activities;Drenthe (PV);2016;;;;;;;;
4403;09 Mining support activities;Drenthe (PV);2017;;;;;;;;
4404;09 Mining support activities;Drenthe (PV);2018;;;;;;;;
4405;09 Mining support activities;Drenthe (PV);2019;19.77;0.0;0.0;0.0;0.04;0.18;19.2;0.35
4406;09 Mining support activities;Drenthe (PV);2020;;;;;;;;
4407;09 Mining support activities;Drenthe (PV);2021;;;;;;;;
4408;09 Mining support activities;Drenthe (PV);2022;;;;;;;;
4409;09 Mining support activities;Drenthe (PV);2023;;;;;;;;
4410;09 Mining support activities;Overijssel (PV);2009;;;;;;;;
4411;09 Mining support activities;Overijssel (PV);2010;;;;;;;;
4412;09 Mining support activities;Overijssel (PV);2011;;;;;;;;
4413;09 Mining support activities;Overijssel (PV);2012;;;;;;;;
4414;09 Mining support activities;Overijssel (PV);2013;;;;;;;;
4415;09 Mining support activities;Overijssel (PV);2014;;;;;;;;
4416;09 Mining support activities;Overijssel (PV);2015;;;;;;;;
4417;09 Mining support activities;Overijssel (PV);2016;;;;;;;;
4418;09 Mining support activities;Overijssel (PV);2017;;;;;;;;
4419;09 Mining support activities;Overijssel (PV);2018;;;;;;;;
4420;09 Mining support activities;Overijssel (PV);2019;;;;;;;;
4421;09 Mining support activities;Overijssel (PV);2020;;;;;;;;
4422;09 Mining support activities;Overijssel (PV);2021;;;;;;;;
4423;09 Mining support activities;Overijssel (PV);2022;;;;;;;;
4424;09 Mining support activities;Overijssel (PV);2023;;;;;;;;
4425;09 Mining support activities;Flevoland (PV);2009;;;;;;;;
4426;09 Mining support activities;Flevoland (PV);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4427;09 Mining support activities;Flevoland (PV);2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4428;09 Mining support activities;Flevoland (PV);2012;;;;;;;;
4429;09 Mining support activities;Flevoland (PV);2013;;;;;;;;
4430;09 Mining support activities;Flevoland (PV);2014;;;;;;;;
4431;09 Mining support activities;Flevoland (PV);2015;;;;;;;;
4432;09 Mining support activities;Flevoland (PV);2016;;;;;;;;
4433;09 Mining support activities;Flevoland (PV);2017;;;;;;;;
4434;09 Mining support activities;Flevoland (PV);2018;;;;;;;;
4435;09 Mining support activities;Flevoland (PV);2019;;;;;;;;
4436;09 Mining support activities;Flevoland (PV);2020;;;;;;;;
4437;09 Mining support activities;Flevoland (PV);2021;;;;;;;;
4438;09 Mining support activities;Flevoland (PV);2022;;;;;;;;
4439;09 Mining support activities;Flevoland (PV);2023;;;;;;;;
4440;09 Mining support activities;Gelderland (PV);2009;;;;;;;;
4441;09 Mining support activities;Gelderland (PV);2010;;;;;;;;
4442;09 Mining support activities;Gelderland (PV);2011;;;;;;;;
4443;09 Mining support activities;Gelderland (PV);2012;;;;;;;;
4444;09 Mining support activities;Gelderland (PV);2013;;;;;;;;
4445;09 Mining support activities;Gelderland (PV);2014;;;;;;;;
4446;09 Mining support activities;Gelderland (PV);2015;;;;;;;;
4447;09 Mining support activities;Gelderland (PV);2016;0.2;0.0;0.01;0.0;0.05;0.01;0.13;0.0
4448;09 Mining support activities;Gelderland (PV);2017;;;;;;;;
4449;09 Mining support activities;Gelderland (PV);2018;;;;;;;;
4450;09 Mining support activities;Gelderland (PV);2019;;;;;;;;
4451;09 Mining support activities;Gelderland (PV);2020;;;;;;;;
4452;09 Mining support activities;Gelderland (PV);2021;;;;;;;;
4453;09 Mining support activities;Gelderland (PV);2022;;;;;;;;
4454;09 Mining support activities;Gelderland (PV);2023;;;;;;;;
4455;09 Mining support activities;Utrecht (PV);2009;;;;;;;;
4456;09 Mining support activities;Utrecht (PV);2010;0.02;0.0;0.0;0.0;0.0;0.0;0.01;0.01
4457;09 Mining support activities;Utrecht (PV);2011;;;;;;;;
4458;09 Mining support activities;Utrecht (PV);2012;;;;;;;;
4459;09 Mining support activities;Utrecht (PV);2013;;;;;;;;
4460;09 Mining support activities;Utrecht (PV);2014;;;;;;;;
4461;09 Mining support activities;Utrecht (PV);2015;;;;;;;;
4462;09 Mining support activities;Utrecht (PV);2016;;;;;;;;
4463;09 Mining support activities;Utrecht (PV);2017;;;;;;;;
4464;09 Mining support activities;Utrecht (PV);2018;;;;;;;;
4465;09 Mining support activities;Utrecht (PV);2019;;;;;;;;
4466;09 Mining support activities;Utrecht (PV);2020;4.99;0.0;0.0;0.0;0.92;0.09;3.96;0.02
4467;09 Mining support activities;Utrecht (PV);2021;;;;;;;;
4468;09 Mining support activities;Utrecht (PV);2022;;;;;;;;
4469;09 Mining support activities;Utrecht (PV);2023;;;;;;;;
4470;09 Mining support activities;Noord-Holland (PV);2009;;;;;;;;
4471;09 Mining support activities;Noord-Holland (PV);2010;43.75;0.0;0.25;1.25;0.08;0.08;41.86;0.21
4472;09 Mining support activities;Noord-Holland (PV);2011;13.56;0.05;0.05;0.02;0.1;0.19;12.99;0.14
4473;09 Mining support activities;Noord-Holland (PV);2012;11.06;;0.0;;2.24;0.37;8.2;0.26
4474;09 Mining support activities;Noord-Holland (PV);2013;;;;;;;;
4475;09 Mining support activities;Noord-Holland (PV);2014;;;;;;;;
4476;09 Mining support activities;Noord-Holland (PV);2015;8.63;0.0;2.42;0.0;0.07;0.17;3.35;2.62
4477;09 Mining support activities;Noord-Holland (PV);2016;;;;;;;;
4478;09 Mining support activities;Noord-Holland (PV);2017;6.79;0.0;0.04;0.01;1.47;0.14;4.94;0.19
4479;09 Mining support activities;Noord-Holland (PV);2018;;;;;;;;
4480;09 Mining support activities;Noord-Holland (PV);2019;;;;;;;;
4481;09 Mining support activities;Noord-Holland (PV);2020;20.4;0.0;0.01;0.0;0.26;0.18;19.76;0.19
4482;09 Mining support activities;Noord-Holland (PV);2021;;;;;;;;
4483;09 Mining support activities;Noord-Holland (PV);2022;;;;;;;;
4484;09 Mining support activities;Noord-Holland (PV);2023;;;;;;;;
4485;09 Mining support activities;Zuid-Holland (PV);2009;;;;;;;;
4486;09 Mining support activities;Zuid-Holland (PV);2010;;;;;;;;
4487;09 Mining support activities;Zuid-Holland (PV);2011;;;;;;;;
4488;09 Mining support activities;Zuid-Holland (PV);2012;;;;;;;;
4489;09 Mining support activities;Zuid-Holland (PV);2013;;;;;;;;
4490;09 Mining support activities;Zuid-Holland (PV);2014;;;;;;;;
4491;09 Mining support activities;Zuid-Holland (PV);2015;;;;;;;;
4492;09 Mining support activities;Zuid-Holland (PV);2016;;;;;;;;
4493;09 Mining support activities;Zuid-Holland (PV);2017;;;;;;;;
4494;09 Mining support activities;Zuid-Holland (PV);2018;;;;;;;;
4495;09 Mining support activities;Zuid-Holland (PV);2019;;;;;;;;
4496;09 Mining support activities;Zuid-Holland (PV);2020;29.55;0.0;0.0;0.0;13.58;0.97;14.83;0.17
4497;09 Mining support activities;Zuid-Holland (PV);2021;;;;;;;;
4498;09 Mining support activities;Zuid-Holland (PV);2022;;;;;;;;
4499;09 Mining support activities;Zuid-Holland (PV);2023;;;;;;;;
4500;09 Mining support activities;Zeeland (PV);2009;;;;;;;;
4501;09 Mining support activities;Zeeland (PV);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4502;09 Mining support activities;Zeeland (PV);2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4503;09 Mining support activities;Zeeland (PV);2012;;;;;;;;
4504;09 Mining support activities;Zeeland (PV);2013;;;;;;;;
4505;09 Mining support activities;Zeeland (PV);2014;;;;;;;;
4506;09 Mining support activities;Zeeland (PV);2015;;;;;;;;
4507;09 Mining support activities;Zeeland (PV);2016;;;;;;;;
4508;09 Mining support activities;Zeeland (PV);2017;;;;;;;;
4509;09 Mining support activities;Zeeland (PV);2018;;;;;;;;
4510;09 Mining support activities;Zeeland (PV);2019;;;;;;;;
4511;09 Mining support activities;Zeeland (PV);2020;0.04;0.0;0.0;0.0;0.01;0.0;0.03;0.01
4512;09 Mining support activities;Zeeland (PV);2021;;;;;;;;
4513;09 Mining support activities;Zeeland (PV);2022;;;;;;;;
4514;09 Mining support activities;Zeeland (PV);2023;;;;;;;;
4515;09 Mining support activities;Noord-Brabant (PV);2009;;;;;;;;
4516;09 Mining support activities;Noord-Brabant (PV);2010;;;;;;;;
4517;09 Mining support activities;Noord-Brabant (PV);2011;;;;;;;;
4518;09 Mining support activities;Noord-Brabant (PV);2012;;;;;;;;
4519;09 Mining support activities;Noord-Brabant (PV);2013;;;;;;;;
4520;09 Mining support activities;Noord-Brabant (PV);2014;;;;;;;;
4521;09 Mining support activities;Noord-Brabant (PV);2015;;;;;;;;
4522;09 Mining support activities;Noord-Brabant (PV);2016;;;;;;;;
4523;09 Mining support activities;Noord-Brabant (PV);2017;;;;;;;;
4524;09 Mining support activities;Noord-Brabant (PV);2018;;;;;;;;
4525;09 Mining support activities;Noord-Brabant (PV);2019;;;;;;;;
4526;09 Mining support activities;Noord-Brabant (PV);2020;0.35;0.0;0.0;0.0;0.07;0.01;0.25;0.02
4527;09 Mining support activities;Noord-Brabant (PV);2021;;;;;;;;
4528;09 Mining support activities;Noord-Brabant (PV);2022;0.32;0.0;0.03;0.0;0.02;0.02;0.25;0.0
4529;09 Mining support activities;Noord-Brabant (PV);2023;0.2;;;;;;;
4530;09 Mining support activities;Limburg (PV);2009;;;;;;;;
4531;09 Mining support activities;Limburg (PV);2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4532;09 Mining support activities;Limburg (PV);2011;0.06;0.0;0.0;0.0;0.0;0.0;0.05;0.0
4533;09 Mining support activities;Limburg (PV);2012;;;;;;;;
4534;09 Mining support activities;Limburg (PV);2013;;;;;;;;
4535;09 Mining support activities;Limburg (PV);2014;;;;;;;;
4536;09 Mining support activities;Limburg (PV);2015;;;;;;;;
4537;09 Mining support activities;Limburg (PV);2016;;;;;;;;
4538;09 Mining support activities;Limburg (PV);2017;;;;;;;;
4539;09 Mining support activities;Limburg (PV);2018;;;;;;;;
4540;09 Mining support activities;Limburg (PV);2019;;;;;;;;
4541;09 Mining support activities;Limburg (PV);2020;0.1;0.0;0.0;0.0;0.04;0.0;0.06;0.0
4542;09 Mining support activities;Limburg (PV);2021;;;;;;;;
4543;09 Mining support activities;Limburg (PV);2022;0.03;0.0;0.0;0.0;0.0;0.0;0.02;0.0
4544;09 Mining support activities;Limburg (PV);2023;0.06;;;;;;;
4545;09 Mining support activities;Unclassifiable (PV);2009;;;;;;;;
4546;09 Mining support activities;Unclassifiable (PV);2010;;;;;;;;
4547;09 Mining support activities;Unclassifiable (PV);2011;;;;;;;;
4548;09 Mining support activities;Unclassifiable (PV);2012;;;;;;;;
4549;09 Mining support activities;Unclassifiable (PV);2013;;;;;;;;
4550;09 Mining support activities;Unclassifiable (PV);2014;;;;;;;;
4551;09 Mining support activities;Unclassifiable (PV);2015;;;;;;;;
4552;09 Mining support activities;Unclassifiable (PV);2016;;;;;;;;
4553;09 Mining support activities;Unclassifiable (PV);2017;;;;;;;;
4554;09 Mining support activities;Unclassifiable (PV);2018;;;;;;;;
4555;09 Mining support activities;Unclassifiable (PV);2019;29.57;0.0;0.0;0.0;24.64;0.07;4.28;0.6
4556;09 Mining support activities;Unclassifiable (PV);2020;;;;;;;;
4557;09 Mining support activities;Unclassifiable (PV);2021;;;;;;;;
4558;09 Mining support activities;Unclassifiable (PV);2022;;;;;;;;
4559;09 Mining support activities;Unclassifiable (PV);2023;;;;;;;;
4560;091 Services for mining of oil and gas;The Netherlands;2009;121.67;0.68;3.23;0.06;2.03;0.39;113.57;1.72
4561;091 Services for mining of oil and gas;The Netherlands;2010;;;;;;;;
4562;091 Services for mining of oil and gas;The Netherlands;2011;679.42;0.06;34.45;146.12;0.18;1.35;481.95;15.31
4563;091 Services for mining of oil and gas;The Netherlands;2012;;;;;;;;
4564;091 Services for mining of oil and gas;The Netherlands;2013;;;;;;;;
4565;091 Services for mining of oil and gas;The Netherlands;2014;;;;;;;;
4566;091 Services for mining of oil and gas;The Netherlands;2015;410.25;0.0;26.23;0.0;315.15;7.67;57.5;3.7
4567;091 Services for mining of oil and gas;The Netherlands;2016;197.44;2.01;8.52;0.0;119.88;6.48;51.12;9.43
4568;091 Services for mining of oil and gas;The Netherlands;2017;;;;;;;;
4569;091 Services for mining of oil and gas;The Netherlands;2018;53.55;0.0;0.36;0.0;22.71;1.85;23.22;5.41
4570;091 Services for mining of oil and gas;The Netherlands;2019;;;;;;;;
4571;091 Services for mining of oil and gas;The Netherlands;2020;;;;;;;;
4572;091 Services for mining of oil and gas;The Netherlands;2021;;;;;;;;
4573;091 Services for mining of oil and gas;The Netherlands;2022;;;;;;;;
4574;091 Services for mining of oil and gas;The Netherlands;2023;;;;;;;;
4575;091 Services for mining of oil and gas;Noord-Nederland (LD);2009;;;;;;;;
4576;091 Services for mining of oil and gas;Noord-Nederland (LD);2010;;;;;;;;
4577;091 Services for mining of oil and gas;Noord-Nederland (LD);2011;;;;;;;;
4578;091 Services for mining of oil and gas;Noord-Nederland (LD);2012;;;;;;;;
4579;091 Services for mining of oil and gas;Noord-Nederland (LD);2013;;;;;;;;
4580;091 Services for mining of oil and gas;Noord-Nederland (LD);2014;;;;;;;;
4581;091 Services for mining of oil and gas;Noord-Nederland (LD);2015;;;;;;;;
4582;091 Services for mining of oil and gas;Noord-Nederland (LD);2016;;;;;;;;
4583;091 Services for mining of oil and gas;Noord-Nederland (LD);2017;7.52;0.0;0.05;0.0;5.43;0.17;1.82;0.05
4584;091 Services for mining of oil and gas;Noord-Nederland (LD);2018;8.84;0.0;0.09;0.0;4.11;0.15;1.86;2.64
4585;091 Services for mining of oil and gas;Noord-Nederland (LD);2019;21.38;0.0;0.69;0.0;0.06;0.22;20.03;0.38
4586;091 Services for mining of oil and gas;Noord-Nederland (LD);2020;;;;;;;;
4587;091 Services for mining of oil and gas;Noord-Nederland (LD);2021;;;;;;;;
4588;091 Services for mining of oil and gas;Noord-Nederland (LD);2022;;;;;;;;
4589;091 Services for mining of oil and gas;Noord-Nederland (LD);2023;;;;;;;;
4590;091 Services for mining of oil and gas;Oost-Nederland (LD);2009;;;;;;;;
4591;091 Services for mining of oil and gas;Oost-Nederland (LD);2010;;;;;;;;
4592;091 Services for mining of oil and gas;Oost-Nederland (LD);2011;;;;;;;;
4593;091 Services for mining of oil and gas;Oost-Nederland (LD);2012;;;;;;;;
4594;091 Services for mining of oil and gas;Oost-Nederland (LD);2013;;;;;;;;
4595;091 Services for mining of oil and gas;Oost-Nederland (LD);2014;;;;;;;;
4596;091 Services for mining of oil and gas;Oost-Nederland (LD);2015;;;;;;;;
4597;091 Services for mining of oil and gas;Oost-Nederland (LD);2016;;;;;;;;
4598;091 Services for mining of oil and gas;Oost-Nederland (LD);2017;;;;;;;;
4599;091 Services for mining of oil and gas;Oost-Nederland (LD);2018;;;;;;;;
4600;091 Services for mining of oil and gas;Oost-Nederland (LD);2019;;;;;;;;
4601;091 Services for mining of oil and gas;Oost-Nederland (LD);2020;;;;;;;;
4602;091 Services for mining of oil and gas;Oost-Nederland (LD);2021;;;;;;;;
4603;091 Services for mining of oil and gas;Oost-Nederland (LD);2022;;;;;;;;
4604;091 Services for mining of oil and gas;Oost-Nederland (LD);2023;;;;;;;;
4605;091 Services for mining of oil and gas;West-Nederland (LD);2009;79.11;0.68;3.03;0.06;0.26;0.23;73.97;0.89
4606;091 Services for mining of oil and gas;West-Nederland (LD);2010;;;;;;;;
4607;091 Services for mining of oil and gas;West-Nederland (LD);2011;;;;;;;;
4608;091 Services for mining of oil and gas;West-Nederland (LD);2012;;;;;;;;
4609;091 Services for mining of oil and gas;West-Nederland (LD);2013;452.11;0.0;1.07;25.61;320.37;1.58;103.24;0.25
4610;091 Services for mining of oil and gas;West-Nederland (LD);2014;258.71;0.0;1.99;0.12;184.28;1.9;65.87;4.55
4611;091 Services for mining of oil and gas;West-Nederland (LD);2015;;;;;;;;
4612;091 Services for mining of oil and gas;West-Nederland (LD);2016;;;;;;;;
4613;091 Services for mining of oil and gas;West-Nederland (LD);2017;;;;;;;;
4614;091 Services for mining of oil and gas;West-Nederland (LD);2018;;;;;;;;
4615;091 Services for mining of oil and gas;West-Nederland (LD);2019;;;;;;;;
4616;091 Services for mining of oil and gas;West-Nederland (LD);2020;;;;;;;;
4617;091 Services for mining of oil and gas;West-Nederland (LD);2021;;;;;;;;
4618;091 Services for mining of oil and gas;West-Nederland (LD);2022;;;;;;;;
4619;091 Services for mining of oil and gas;West-Nederland (LD);2023;;;;;;;;
4620;091 Services for mining of oil and gas;Zuid-Nederland (LD);2009;;;;;;;;
4621;091 Services for mining of oil and gas;Zuid-Nederland (LD);2010;;;;;;;;
4622;091 Services for mining of oil and gas;Zuid-Nederland (LD);2011;;;;;;;;
4623;091 Services for mining of oil and gas;Zuid-Nederland (LD);2012;;;;;;;;
4624;091 Services for mining of oil and gas;Zuid-Nederland (LD);2013;;;;;;;;
4625;091 Services for mining of oil and gas;Zuid-Nederland (LD);2014;;;;;;;;
4626;091 Services for mining of oil and gas;Zuid-Nederland (LD);2015;;;;;;;;
4627;091 Services for mining of oil and gas;Zuid-Nederland (LD);2016;;;;;;;;
4628;091 Services for mining of oil and gas;Zuid-Nederland (LD);2017;;;;;;;;
4629;091 Services for mining of oil and gas;Zuid-Nederland (LD);2018;;;;;;;;
4630;091 Services for mining of oil and gas;Zuid-Nederland (LD);2019;;;;;;;;
4631;091 Services for mining of oil and gas;Zuid-Nederland (LD);2020;;;;;;;;
4632;091 Services for mining of oil and gas;Zuid-Nederland (LD);2021;;;;;;;;
4633;091 Services for mining of oil and gas;Zuid-Nederland (LD);2022;;;;;;;;
4634;091 Services for mining of oil and gas;Zuid-Nederland (LD);2023;;;;;;;;
4635;091 Services for mining of oil and gas;Unclassifiable (LD);2009;;;;;;;;
4636;091 Services for mining of oil and gas;Unclassifiable (LD);2010;;;;;;;;
4637;091 Services for mining of oil and gas;Unclassifiable (LD);2011;;;;;;;;
4638;091 Services for mining of oil and gas;Unclassifiable (LD);2012;;;;;;;;
4639;091 Services for mining of oil and gas;Unclassifiable (LD);2013;;;;;;;;
4640;091 Services for mining of oil and gas;Unclassifiable (LD);2014;;;;;;;;
4641;091 Services for mining of oil and gas;Unclassifiable (LD);2015;;;;;;;;
4642;091 Services for mining of oil and gas;Unclassifiable (LD);2016;;;;;;;;
4643;091 Services for mining of oil and gas;Unclassifiable (LD);2017;;;;;;;;
4644;091 Services for mining of oil and gas;Unclassifiable (LD);2018;;;;;;;;
4645;091 Services for mining of oil and gas;Unclassifiable (LD);2019;29.57;0.0;0.0;0.0;24.64;0.07;4.28;0.6
4646;091 Services for mining of oil and gas;Unclassifiable (LD);2020;;;;;;;;
4647;091 Services for mining of oil and gas;Unclassifiable (LD);2021;;;;;;;;
4648;091 Services for mining of oil and gas;Unclassifiable (LD);2022;;;;;;;;
4649;091 Services for mining of oil and gas;Unclassifiable (LD);2023;;;;;;;;
4650;091 Services for mining of oil and gas;Groningen (PV);2009;;;;;;;;
4651;091 Services for mining of oil and gas;Groningen (PV);2010;;;;;;;;
4652;091 Services for mining of oil and gas;Groningen (PV);2011;;;;;;;;
4653;091 Services for mining of oil and gas;Groningen (PV);2012;;;;;;;;
4654;091 Services for mining of oil and gas;Groningen (PV);2013;;;;;;;;
4655;091 Services for mining of oil and gas;Groningen (PV);2014;;;;;;;;
4656;091 Services for mining of oil and gas;Groningen (PV);2015;;;;;;;;
4657;091 Services for mining of oil and gas;Groningen (PV);2016;;;;;;;;
4658;091 Services for mining of oil and gas;Groningen (PV);2017;;;;;;;;
4659;091 Services for mining of oil and gas;Groningen (PV);2018;;;;;;;;
4660;091 Services for mining of oil and gas;Groningen (PV);2019;0.35;0.0;0.0;0.0;0.01;0.02;0.31;0.02
4661;091 Services for mining of oil and gas;Groningen (PV);2020;;;;;;;;
