ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
1172;Male;Total primary education;Bonaire;2013/'14;873.0
1173;Male;Total primary education;Bonaire;2014/'15;899.0
1174;Male;Total primary education;Bonaire;2015/'16;925.0
1175;Male;Total primary education;Bonaire;2016/'17;944.0
1176;Male;Total primary education;Bonaire;2017/'18;975.0
1177;Male;Total primary education;Bonaire;2018/'19;994.0
1178;Male;Total primary education;Bonaire;2019/'20;1034.0
1179;Male;Total primary education;Bonaire;2020/'21;1019.0
1180;Male;Total primary education;Bonaire;2021/22;982.0
1181;Male;Total primary education;Bonaire;2022/'23;1007.0
1182;Male;Total primary education;Bonaire;2023/'24;1012.0
1183;Male;Total primary education;Bonaire;2024/'25;1038.0
1184;Male;Total primary education;St Eustatius;2009/'10;191.0
1185;Male;Total primary education;St Eustatius;2010/'11;179.0
1186;Male;Total primary education;St Eustatius;2011/'12;190.0
1187;Male;Total primary education;St Eustatius;2012/'13;204.0
1188;Male;Total primary education;St Eustatius;2013/'14;184.0
1189;Male;Total primary education;St Eustatius;2014/'15;180.0
1190;Male;Total primary education;St Eustatius;2015/'16;177.0
1191;Male;Total primary education;St Eustatius;2016/'17;173.0
1192;Male;Total primary education;St Eustatius;2017/'18;192.0
1193;Male;Total primary education;St Eustatius;2018/'19;172.0
1194;Male;Total primary education;St Eustatius;2019/'20;166.0
1195;Male;Total primary education;St Eustatius;2020/'21;162.0
1196;Male;Total primary education;St Eustatius;2021/22;161.0
1197;Male;Total primary education;St Eustatius;2022/'23;141.0
1198;Male;Total primary education;St Eustatius;2023/'24;135.0
1199;Male;Total primary education;St Eustatius;2024/'25;140.0
1200;Male;Total primary education;Saba;2009/'10;81.0
1201;Male;Total primary education;Saba;2010/'11;82.0
1202;Male;Total primary education;Saba;2011/'12;77.0
1203;Male;Total primary education;Saba;2012/'13;85.0
1204;Male;Total primary education;Saba;2013/'14;85.0
1205;Male;Total primary education;Saba;2014/'15;86.0
1206;Male;Total primary education;Saba;2015/'16;89.0
1207;Male;Total primary education;Saba;2016/'17;92.0
1208;Male;Total primary education;Saba;2017/'18;92.0
1209;Male;Total primary education;Saba;2018/'19;74.0
1210;Male;Total primary education;Saba;2019/'20;83.0
1211;Male;Total primary education;Saba;2020/'21;81.0
1212;Male;Total primary education;Saba;2021/22;82.0
1213;Male;Total primary education;Saba;2022/'23;71.0
1214;Male;Total primary education;Saba;2023/'24;74.0
1215;Male;Total primary education;Saba;2024/'25;74.0
1216;Male;Younger than 5 years;Caribbean Netherlands;2009/'10;119.0
1217;Male;Younger than 5 years;Caribbean Netherlands;2010/'11;115.0
1218;Male;Younger than 5 years;Caribbean Netherlands;2011/'12;108.0
1219;Male;Younger than 5 years;Caribbean Netherlands;2012/'13;121.0
1220;Male;Younger than 5 years;Caribbean Netherlands;2013/'14;136.0
1221;Male;Younger than 5 years;Caribbean Netherlands;2014/'15;146.0
1222;Male;Younger than 5 years;Caribbean Netherlands;2015/'16;138.0
1223;Male;Younger than 5 years;Caribbean Netherlands;2016/'17;129.0
1224;Male;Younger than 5 years;Caribbean Netherlands;2017/'18;154.0
1225;Male;Younger than 5 years;Caribbean Netherlands;2018/'19;133.0
1226;Male;Younger than 5 years;Caribbean Netherlands;2019/'20;145.0
1227;Male;Younger than 5 years;Caribbean Netherlands;2020/'21;103.0
1228;Male;Younger than 5 years;Caribbean Netherlands;2021/22;120.0
1229;Male;Younger than 5 years;Caribbean Netherlands;2022/'23;141.0
1230;Male;Younger than 5 years;Caribbean Netherlands;2023/'24;140.0
1231;Male;Younger than 5 years;Caribbean Netherlands;2024/'25;175.0
1232;Male;Younger than 5 years;Bonaire;2009/'10;89.0
1233;Male;Younger than 5 years;Bonaire;2010/'11;82.0
1234;Male;Younger than 5 years;Bonaire;2011/'12;88.0
1235;Male;Younger than 5 years;Bonaire;2012/'13;89.0
1236;Male;Younger than 5 years;Bonaire;2013/'14;110.0
1237;Male;Younger than 5 years;Bonaire;2014/'15;115.0
1238;Male;Younger than 5 years;Bonaire;2015/'16;119.0
1239;Male;Younger than 5 years;Bonaire;2016/'17;102.0
1240;Male;Younger than 5 years;Bonaire;2017/'18;128.0
1241;Male;Younger than 5 years;Bonaire;2018/'19;110.0
1242;Male;Younger than 5 years;Bonaire;2019/'20;116.0
1243;Male;Younger than 5 years;Bonaire;2020/'21;82.0
1244;Male;Younger than 5 years;Bonaire;2021/22;100.0
1245;Male;Younger than 5 years;Bonaire;2022/'23;127.0
1246;Male;Younger than 5 years;Bonaire;2023/'24;112.0
1247;Male;Younger than 5 years;Bonaire;2024/'25;136.0
1248;Male;Younger than 5 years;St Eustatius;2009/'10;16.0
1249;Male;Younger than 5 years;St Eustatius;2010/'11;21.0
1250;Male;Younger than 5 years;St Eustatius;2011/'12;12.0
1251;Male;Younger than 5 years;St Eustatius;2012/'13;19.0
1252;Male;Younger than 5 years;St Eustatius;2013/'14;13.0
1253;Male;Younger than 5 years;St Eustatius;2014/'15;25.0
1254;Male;Younger than 5 years;St Eustatius;2015/'16;16.0
1255;Male;Younger than 5 years;St Eustatius;2016/'17;13.0
1256;Male;Younger than 5 years;St Eustatius;2017/'18;21.0
1257;Male;Younger than 5 years;St Eustatius;2018/'19;18.0
1258;Male;Younger than 5 years;St Eustatius;2019/'20;15.0
1259;Male;Younger than 5 years;St Eustatius;2020/'21;13.0
1260;Male;Younger than 5 years;St Eustatius;2021/22;11.0
1261;Male;Younger than 5 years;St Eustatius;2022/'23;9.0
1262;Male;Younger than 5 years;St Eustatius;2023/'24;18.0
1263;Male;Younger than 5 years;St Eustatius;2024/'25;26.0
1264;Male;Younger than 5 years;Saba;2009/'10;14.0
1265;Male;Younger than 5 years;Saba;2010/'11;12.0
1266;Male;Younger than 5 years;Saba;2011/'12;8.0
1267;Male;Younger than 5 years;Saba;2012/'13;13.0
1268;Male;Younger than 5 years;Saba;2013/'14;13.0
1269;Male;Younger than 5 years;Saba;2014/'15;6.0
1270;Male;Younger than 5 years;Saba;2015/'16;3.0
1271;Male;Younger than 5 years;Saba;2016/'17;14.0
1272;Male;Younger than 5 years;Saba;2017/'18;5.0
1273;Male;Younger than 5 years;Saba;2018/'19;5.0
1274;Male;Younger than 5 years;Saba;2019/'20;14.0
1275;Male;Younger than 5 years;Saba;2020/'21;8.0
1276;Male;Younger than 5 years;Saba;2021/22;9.0
1277;Male;Younger than 5 years;Saba;2022/'23;5.0
1278;Male;Younger than 5 years;Saba;2023/'24;10.0
1279;Male;Younger than 5 years;Saba;2024/'25;4.0
1280;Male;5 years;Caribbean Netherlands;2009/'10;132.0
1281;Male;5 years;Caribbean Netherlands;2010/'11;118.0
1282;Male;5 years;Caribbean Netherlands;2011/'12;122.0
1283;Male;5 years;Caribbean Netherlands;2012/'13;127.0
1284;Male;5 years;Caribbean Netherlands;2013/'14;131.0
1285;Male;5 years;Caribbean Netherlands;2014/'15;149.0
1286;Male;5 years;Caribbean Netherlands;2015/'16;158.0
1287;Male;5 years;Caribbean Netherlands;2016/'17;151.0
1288;Male;5 years;Caribbean Netherlands;2017/'18;129.0
1289;Male;5 years;Caribbean Netherlands;2018/'19;155.0
1290;Male;5 years;Caribbean Netherlands;2019/'20;137.0
1291;Male;5 years;Caribbean Netherlands;2020/'21;151.0
1292;Male;5 years;Caribbean Netherlands;2021/22;108.0
1293;Male;5 years;Caribbean Netherlands;2022/'23;124.0
1294;Male;5 years;Caribbean Netherlands;2023/'24;152.0
1295;Male;5 years;Caribbean Netherlands;2024/'25;153.0
1296;Male;5 years;Bonaire;2009/'10;94.0
1297;Male;5 years;Bonaire;2010/'11;89.0
1298;Male;5 years;Bonaire;2011/'12;86.0
1299;Male;5 years;Bonaire;2012/'13;96.0
1300;Male;5 years;Bonaire;2013/'14;99.0
1301;Male;5 years;Bonaire;2014/'15;120.0
1302;Male;5 years;Bonaire;2015/'16;120.0
1303;Male;5 years;Bonaire;2016/'17;129.0
1304;Male;5 years;Bonaire;2017/'18;100.0
1305;Male;5 years;Bonaire;2018/'19;125.0
1306;Male;5 years;Bonaire;2019/'20;112.0
1307;Male;5 years;Bonaire;2020/'21;119.0
1308;Male;5 years;Bonaire;2021/22;86.0
1309;Male;5 years;Bonaire;2022/'23;104.0
1310;Male;5 years;Bonaire;2023/'24;136.0
1311;Male;5 years;Bonaire;2024/'25;122.0
1312;Male;5 years;St Eustatius;2009/'10;31.0
1313;Male;5 years;St Eustatius;2010/'11;15.0
1314;Male;5 years;St Eustatius;2011/'12;24.0
1315;Male;5 years;St Eustatius;2012/'13;23.0
1316;Male;5 years;St Eustatius;2013/'14;19.0
1317;Male;5 years;St Eustatius;2014/'15;16.0
1318;Male;5 years;St Eustatius;2015/'16;31.0
1319;Male;5 years;St Eustatius;2016/'17;19.0
1320;Male;5 years;St Eustatius;2017/'18;15.0
1321;Male;5 years;St Eustatius;2018/'19;24.0
1322;Male;5 years;St Eustatius;2019/'20;19.0
1323;Male;5 years;St Eustatius;2020/'21;16.0
1324;Male;5 years;St Eustatius;2021/22;11.0
1325;Male;5 years;St Eustatius;2022/'23;12.0
1326;Male;5 years;St Eustatius;2023/'24;11.0
1327;Male;5 years;St Eustatius;2024/'25;17.0
1328;Male;5 years;Saba;2009/'10;7.0
1329;Male;5 years;Saba;2010/'11;14.0
1330;Male;5 years;Saba;2011/'12;12.0
1331;Male;5 years;Saba;2012/'13;8.0
1332;Male;5 years;Saba;2013/'14;13.0
1333;Male;5 years;Saba;2014/'15;13.0
1334;Male;5 years;Saba;2015/'16;7.0
1335;Male;5 years;Saba;2016/'17;3.0
1336;Male;5 years;Saba;2017/'18;14.0
1337;Male;5 years;Saba;2018/'19;6.0
1338;Male;5 years;Saba;2019/'20;6.0
1339;Male;5 years;Saba;2020/'21;16.0
1340;Male;5 years;Saba;2021/22;11.0
1341;Male;5 years;Saba;2022/'23;8.0
1342;Male;5 years;Saba;2023/'24;5.0
1343;Male;5 years;Saba;2024/'25;10.0
1344;Male;6 years;Caribbean Netherlands;2009/'10;132.0
1345;Male;6 years;Caribbean Netherlands;2010/'11;134.0
1346;Male;6 years;Caribbean Netherlands;2011/'12;115.0
1347;Male;6 years;Caribbean Netherlands;2012/'13;130.0
1348;Male;6 years;Caribbean Netherlands;2013/'14;122.0
1349;Male;6 years;Caribbean Netherlands;2014/'15;133.0
1350;Male;6 years;Caribbean Netherlands;2015/'16;153.0
1351;Male;6 years;Caribbean Netherlands;2016/'17;163.0
1352;Male;6 years;Caribbean Netherlands;2017/'18;163.0
1353;Male;6 years;Caribbean Netherlands;2018/'19;131.0
1354;Male;6 years;Caribbean Netherlands;2019/'20;167.0
1355;Male;6 years;Caribbean Netherlands;2020/'21;136.0
1356;Male;6 years;Caribbean Netherlands;2021/22;151.0
1357;Male;6 years;Caribbean Netherlands;2022/'23;122.0
1358;Male;6 years;Caribbean Netherlands;2023/'24;131.0
1359;Male;6 years;Caribbean Netherlands;2024/'25;169.0
1360;Male;6 years;Bonaire;2009/'10;104.0
1361;Male;6 years;Bonaire;2010/'11;95.0
1362;Male;6 years;Bonaire;2011/'12;88.0
1363;Male;6 years;Bonaire;2012/'13;93.0
1364;Male;6 years;Bonaire;2013/'14;92.0
1365;Male;6 years;Bonaire;2014/'15;100.0
1366;Male;6 years;Bonaire;2015/'16;123.0
1367;Male;6 years;Bonaire;2016/'17;126.0
1368;Male;6 years;Bonaire;2017/'18;131.0
1369;Male;6 years;Bonaire;2018/'19;103.0
1370;Male;6 years;Bonaire;2019/'20;130.0
1371;Male;6 years;Bonaire;2020/'21;111.0
1372;Male;6 years;Bonaire;2021/22;120.0
1373;Male;6 years;Bonaire;2022/'23;100.0
1374;Male;6 years;Bonaire;2023/'24;111.0
1375;Male;6 years;Bonaire;2024/'25;142.0
1376;Male;6 years;St Eustatius;2009/'10;17.0
1377;Male;6 years;St Eustatius;2010/'11;33.0
1378;Male;6 years;St Eustatius;2011/'12;17.0
1379;Male;6 years;St Eustatius;2012/'13;27.0
1380;Male;6 years;St Eustatius;2013/'14;21.0
1381;Male;6 years;St Eustatius;2014/'15;19.0
1382;Male;6 years;St Eustatius;2015/'16;15.0
1383;Male;6 years;St Eustatius;2016/'17;31.0
1384;Male;6 years;St Eustatius;2017/'18;26.0
1385;Male;6 years;St Eustatius;2018/'19;15.0
1386;Male;6 years;St Eustatius;2019/'20;27.0
1387;Male;6 years;St Eustatius;2020/'21;17.0
1388;Male;6 years;St Eustatius;2021/22;18.0
1389;Male;6 years;St Eustatius;2022/'23;10.0
1390;Male;6 years;St Eustatius;2023/'24;13.0
1391;Male;6 years;St Eustatius;2024/'25;13.0
1392;Male;6 years;Saba;2009/'10;11.0
1393;Male;6 years;Saba;2010/'11;6.0
1394;Male;6 years;Saba;2011/'12;10.0
1395;Male;6 years;Saba;2012/'13;10.0
1396;Male;6 years;Saba;2013/'14;9.0
1397;Male;6 years;Saba;2014/'15;14.0
1398;Male;6 years;Saba;2015/'16;15.0
1399;Male;6 years;Saba;2016/'17;6.0
1400;Male;6 years;Saba;2017/'18;6.0
1401;Male;6 years;Saba;2018/'19;13.0
1402;Male;6 years;Saba;2019/'20;10.0
1403;Male;6 years;Saba;2020/'21;8.0
1404;Male;6 years;Saba;2021/22;13.0
1405;Male;6 years;Saba;2022/'23;12.0
1406;Male;6 years;Saba;2023/'24;7.0
1407;Male;6 years;Saba;2024/'25;5.0
1408;Male;7 years;Caribbean Netherlands;2009/'10;157.0
1409;Male;7 years;Caribbean Netherlands;2010/'11;131.0
1410;Male;7 years;Caribbean Netherlands;2011/'12;142.0
1411;Male;7 years;Caribbean Netherlands;2012/'13;130.0
1412;Male;7 years;Caribbean Netherlands;2013/'14;141.0
1413;Male;7 years;Caribbean Netherlands;2014/'15;133.0
1414;Male;7 years;Caribbean Netherlands;2015/'16;139.0
1415;Male;7 years;Caribbean Netherlands;2016/'17;158.0
1416;Male;7 years;Caribbean Netherlands;2017/'18;168.0
1417;Male;7 years;Caribbean Netherlands;2018/'19;162.0
1418;Male;7 years;Caribbean Netherlands;2019/'20;135.0
1419;Male;7 years;Caribbean Netherlands;2020/'21;163.0
1420;Male;7 years;Caribbean Netherlands;2021/22;143.0
1421;Male;7 years;Caribbean Netherlands;2022/'23;149.0
1422;Male;7 years;Caribbean Netherlands;2023/'24;115.0
1423;Male;7 years;Caribbean Netherlands;2024/'25;140.0
1424;Male;7 years;Bonaire;2009/'10;112.0
1425;Male;7 years;Bonaire;2010/'11;103.0
1426;Male;7 years;Bonaire;2011/'12;98.0
1427;Male;7 years;Bonaire;2012/'13;95.0
1428;Male;7 years;Bonaire;2013/'14;106.0
1429;Male;7 years;Bonaire;2014/'15;99.0
1430;Male;7 years;Bonaire;2015/'16;107.0
1431;Male;7 years;Bonaire;2016/'17;131.0
1432;Male;7 years;Bonaire;2017/'18;129.0
1433;Male;7 years;Bonaire;2018/'19;140.0
1434;Male;7 years;Bonaire;2019/'20;107.0
1435;Male;7 years;Bonaire;2020/'21;130.0
1436;Male;7 years;Bonaire;2021/22;118.0
1437;Male;7 years;Bonaire;2022/'23;117.0
1438;Male;7 years;Bonaire;2023/'24;97.0
1439;Male;7 years;Bonaire;2024/'25;116.0
1440;Male;7 years;St Eustatius;2009/'10;32.0
1441;Male;7 years;St Eustatius;2010/'11;17.0
1442;Male;7 years;St Eustatius;2011/'12;37.0
1443;Male;7 years;St Eustatius;2012/'13;23.0
1444;Male;7 years;St Eustatius;2013/'14;25.0
1445;Male;7 years;St Eustatius;2014/'15;25.0
1446;Male;7 years;St Eustatius;2015/'16;17.0
1447;Male;7 years;St Eustatius;2016/'17;13.0
1448;Male;7 years;St Eustatius;2017/'18;34.0
1449;Male;7 years;St Eustatius;2018/'19;18.0
1450;Male;7 years;St Eustatius;2019/'20;14.0
1451;Male;7 years;St Eustatius;2020/'21;25.0
1452;Male;7 years;St Eustatius;2021/22;18.0
1453;Male;7 years;St Eustatius;2022/'23;19.0
1454;Male;7 years;St Eustatius;2023/'24;9.0
1455;Male;7 years;St Eustatius;2024/'25;11.0
1456;Male;7 years;Saba;2009/'10;13.0
1457;Male;7 years;Saba;2010/'11;11.0
1458;Male;7 years;Saba;2011/'12;7.0
1459;Male;7 years;Saba;2012/'13;12.0
1460;Male;7 years;Saba;2013/'14;10.0
1461;Male;7 years;Saba;2014/'15;9.0
1462;Male;7 years;Saba;2015/'16;15.0
1463;Male;7 years;Saba;2016/'17;14.0
1464;Male;7 years;Saba;2017/'18;5.0
