ID;Dimensions;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;ConsumptionByHouseholds_9;ConsumptionByGeneralGovernment_10;Total_11;ByEnterprisesAndHouseholds_12;ByGovernment_13;ChangesInInventories_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;AFAgricultureAndIndustry_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherproducts_25;k_1618ManOfWoodPaperPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ManOfChemicalsPharmaceuticals_28;k_2223ManOfRubberPlasticsMinerals_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ManOfElectricElectronicProd_31;k_28ManOfOtherMachineryAndEquipment_32;k_2930ManOfTransportEquipment_33;k_3133ManOfOtherProductsAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;GNCommercialServices_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MSpecialisedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;OUNoncommercialServices_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;DifferenceImputedAndPaidVAT_63;GrossDomesticProduct_64;CompensationOfEmployees_65;OperatingSurplusNet_66;TaxesLessSubsidies_67;TaxesOnProductionAndImports_68;Subsidies_69;NetDomesticProduct_70;ConsumptionOfFixedCapital_71;GrossDomesticProduct_72;GrossDomesticProduct_73;NetPrimaryIncomeAbroad_74;PrimaryIncomeAbroadReceived_75;PrimaryIncomeAbroadPaid_76;GrossNationalIncome_77;NetCurrentTransfersAbroad_78;CurrentTransfersAbroadReceived_79;CurrentTransfersAbroadPaid_80;GrossDisposableNationalIncome_81;FinalConsumptionExpenditure_82;AdjustmentForEquityPensionFunds_83;GrossNationalSaving_84;GrossFixedCapitalFormation_85;SurplusOfTheNationOnIncome_86;NetExportsOfGoods_87;NetExportsOfServices_88;NetPrimaryIncomeAbroad_89;NetCurrentTransfersAbroad_90;AdjustmentForEquityPensionFunds_91;SurplusOfNationOnCurrentTransaction_92;NetCapitalTransfersAbroad_93;CapitalTransfersAbroadReceived_94;CapitalTransfersAbroadPaid_95;NationalNetLendingOrNetBorrowing_96;TotalConsumptionExpenditure_97;Total_98;Total_99;Total_100;Food_101;BeveragesAndTobacco_102;Total_103;ClothingAndFootwear_104;VehiclesAndParts_105;HomeFurnishingAndOtherDurableGoods_106;Total_107;EnergyAndWater_108;MotorFuelAndOtherGoods_109;Total_110;Housing_111;HotelsAndRestaurantsServices_112;RecreationalAndCulturalServices_113;TransportAndCommunicationServices_114;MedicalServicesAndWelfare_115;FinancialAndBusinessServices_116;OtherServices_117;DomesticConsumption_118;ConsumptionByResidentsAbroad_119;ConsumptionForeignerInTheNetherlands_120;Total_121;IndividualConsumptionByGovernment_122;CollectiveConsumptionByGovernment_123;TotalConsumptionExpenditure_124;ActualIndividualConsumption_125;ActualCollectiveFinalConsumption_126;TotalGrossFixedCapitalFormation_127;Total_128;Dwellings_129;Total_130;NonResidentialBuildings_131;CivilEngineeringWorks_132;TransportEquipment_133;Total_134;MachineryAndEquipment_135;Computers_136;CultivatedAssetsTreesAndLivestock_137;Total_138;OtherTangibleFixedAssets_139;IntangibleFixedAssets_140;TransfersCostsOfGround_141;SalesOfExistingFixedAssets_142;TotalGrossFixedCapitalFormation_143;Total_144;AAgricultureForestryAndFishing_145;BFIndustryAndEnergy_146;GNCommercialServices_147;OUNoncommercialServices_148;SalesOfExistingFixedAssets_149;TotalExports_150;ProductsOfAgricultureAndFishing_151;CrudeOilGasAndOtherMinerals_152;FoodBeveragesAndTobaccoProducts_153;TextilesWearingApparelAndLeather_154;PaperPrintedMatterAndRecordedMedia_155;CokePetroleumProductsAndOtherFuel_156;ChemicalProductsAndManMadeFibres_157;RubberEnPlasticProducts_158;BasicMetalsAndMetalProducts_159;MachineryAndEquipmentIE_160;ElectricalMachineryOpticalEquipment_161;TransportEquipment_162;OtherManufacturedProductsIE_163;TransportAndCommunicationServices_164;FinancialAndBusinessServices_165;OtherProducts_166;ConsumptionForeignerInTheNetherlands_167;ExportsOfUsedFixedCapitalGoods_168;CifFobAdjustment_169;Total_170;ExportsOfGoodsFromProduction_171;ReExports_172;ExportsOfUsedFixedCapitalGoods_173;Total_174;ConsumptionForeignerInTheNetherlands_175;OtherExportsOfServices_176;CifFobAdjustment_177;Total_178;ProductsOfAgricultureAndFishing_179;CrudeOilGasAndOtherMinerals_180;FoodBeveragesAndTobaccoProducts_181;TextilesWearingApparelAndLeather_182;PaperPrintedMatterAndRecordedMedia_183;CokePetroleumProductsAndOtherFuel_184;ChemicalProductsAndManMadeFibres_185;RubberEnPlasticProducts_186;BasicMetalsAndMetalProducts_187;MachineryAndEquipmentIE_188;ElectricalMachineryOpticalEquipment_189;TransportEquipment_190;OtherManufacturedProductsIE_191;OtherProducts_192;ConsumptionByResidentsAbroad_193;CifFobAdjustment_194;Total_195;ImportOfGoodsCif_196;CifFobAdjustmentAndReclassification_197;Total_198;ImportsOfServicesCif_199;CifFobReclassification_200;TotalTaxesOnProductionAndImports_201;TaxesOnProducts_202;OtherTaxesOnProduction_203;TotalSubsidies_204;SubsidiesOnProducts_205;OtherSubsidiesOnProduction_206
238;Prices of 2005, seasonally adjusted;2009 3rd quarter;221022;135216;85759;65863;20451;221022;124488;100426;62797;37579;24921;19832;5055;-836;96229;75487;21035;120847;29988;2499;20984;3116;15151;;;;;;;;;;;;1742;1057;6583;62351;23878;;;;6402;10187;8368;13568;;;;;;;28679;25709;;;;;2957;;;;;135216;;;;;;;;135216;135216;;;;;;;;;100426;;;24085;;;;;;;;;;;;100426;62797;;;;;;;;;;;;;;;;;;;;;;;37579;22202;15371;100426;84998;15371;24921;25547;7098;7030;;;2447;5016;;;86;3895;;;;579;24921;25547;908;3764;14762;6070;579;96229;;;;;;;;;;;;;;;;;;;;75487;;;;21035;;;;85759;;;;;;;;;;;;;;;;;65863;;;20451;;;;;;;;
239;Prices of 2005, seasonally adjusted;2009 4th quarter;224054;135762;88238;67869;20380;224054;124922;100381;62723;37645;23950;18973;4917;519;98881;77976;21102;121646;30528;2453;21787;3370;15349;;;;;;;;;;;;1774;1067;6227;62231;23902;;;;6465;10053;8412;13418;;;;;;;28787;25842;;;;;2925;;;;;135762;;;;;;;;135762;135762;;;;;;;;;100381;;;24469;;;;;;;;;;;;100381;62723;;;;;;;;;;;;;;;;;;;;;;;37645;22251;15333;100381;84943;15333;23950;24465;6767;6754;;;2036;5217;;;99;3866;;;;598;23950;24465;925;3712;13949;5950;598;98881;;;;;;;;;;;;;;;;;;;;77976;;;;21102;;;;88238;;;;;;;;;;;;;;;;;67869;;;20380;;;;;;;;
240;Prices of 2005, seasonally adjusted;2009;883675;541000;342881;261614;81536;883675;499981;400861;251867;148841;101148;80985;20148;-2016;383967;299511;84741;483757;120409;9700;84246;12494;60188;12414.0;1048.0;4628.0;3574.0;10753.0;3828.0;7080.0;2791.0;4494.0;2180.0;7509.0;6933;4212;26636;249066;94751;63426.0;23460.0;7902.0;25869;40678;33365;55078;29633.0;25438.0;4859.0;12976.0;993.0;6657.0;114204;102374;56763.0;34559.0;22217.0;45649.0;11807;56892.0;61157.0;4350.0;1355.0;541000;;;59617.0;67151.0;7493.0;458820.0;82187.0;541000;541000;;;;;;;;;400861;;;99058;;;;;;;;;;;;400861;251867;117956.0;34771.0;21829.0;12940.0;49880.0;14340.0;9278.0;26266.0;33216.0;10024.0;23153.0;132925.0;42627.0;11650.0;9094.0;19724.0;6833.0;27832.0;15163.0;250854.0;11199.0;10202.0;148841;88008;60829;400861;339994;60829;101148;103460;29364;28617;16762.0;11842.0;9526;20364;14644.0;5829.0;346;15251;5695.0;8250.0;1296.0;2317;101148;103460;3811;15457;59844;24380;2317;383967;18188.0;11210.0;35223.0;8725.0;5533.0;23022.0;54019.0;6122.0;18484.0;16120.0;79162.0;12332.0;5665.0;21038.0;46051.0;15217.0;10202.0;662.0;-2784.0;299511;147958.0;151304.0;662.0;84741;10202.0;77329.0;-2784.0;342881;11004.0;25542.0;19492.0;11006.0;5933.0;12180.0;39289.0;6189.0;17706.0;14332.0;77292.0;16699.0;9511.0;67820.0;11199.0;-2784.0;261614;270726.0;9113.0;81536;75228.0;6329.0;67151.0;61157.0;5978.0;7493.0;4350.0;3184.0
241;Prices of 2005, seasonally adjusted;2010 1st quarter;228325;136513;91889;70241;21110;228325;124228;100195;63094;37070;23270;18473;4820;997;104064;81779;22108;122099;30756;2444;22496;3761;15510;;;;;;;;;;;;1890;1060;5909;62422;23705;;;;6382;11766;8449;13408;;;;;;;28769;25877;;;;;2902;;;;;136513;;;;;;;;136513;136513;;;;;;;;;100195;;;24268;;;;;;;;;;;;100195;63094;;;;;;;;;;;;;;;;;;;;;;;37070;22088;15037;100195;85264;15037;23270;23885;6363;6484;;;2284;4673;;;84;3939;;;;616;23270;23885;984;3558;13397;5919;616;104064;;;;;;;;;;;;;;;;;;;;81779;;;;22108;;;;91889;;;;;;;;;;;;;;;;;70241;;;21110;;;;;;;;
242;Prices of 2005, seasonally adjusted;2010 2nd quarter;230867;137091;94077;73032;21298;230867;125894;100464;62996;37444;23722;18585;5204;2007;105991;83650;22404;122881;30951;2386;22645;3705;16017;;;;;;;;;;;;1837;1062;6021;62685;24350;;;;6377;10345;8406;13316;;;;;;;29097;26168;;;;;2919;;;;;137091;;;;;;;;137091;137091;;;;;;;;;100464;;;25729;;;;;;;;;;;;100464;62996;;;;;;;;;;;;;;;;;;;;;;;37444;22352;15085;100464;85406;15085;23722;24418;6431;6529;;;2626;4853;;;66;3880;;;;645;23722;24418;1010;3642;13552;6121;645;105991;;;;;;;;;;;;;;;;;;;;83650;;;;22404;;;;94077;;;;;;;;;;;;;;;;;73032;;;21298;;;;;;;;
243;Prices of 2005, seasonally adjusted;2010 3rd quarter;232515;137161;95450;73947;22044;232515;124380;100627;62993;37523;23369;18503;4835;346;108184;85197;23260;122720;30698;2427;22390;3254;16103;;;;;;;;;;;;1724;1049;6023;62963;24707;;;;6391;9596;8475;13502;;;;;;;29232;26292;;;;;2928;;;;;137161;;;;;;;;137161;137161;;;;;;;;;100627;;;23715;;;;;;;;;;;;100627;62993;;;;;;;;;;;;;;;;;;;;;;;37523;22495;15011;100627;85561;15011;23369;24004;6292;6430;;;2433;4936;;;102;3852;;;;633;23369;24004;1051;3713;13321;5971;633;108184;;;;;;;;;;;;;;;;;;;;85197;;;;23260;;;;95450;;;;;;;;;;;;;;;;;73947;;;22044;;;;;;;;
244;Prices of 2005, seasonally adjusted;2010 4th quarter;234953;138508;96724;75550;21495;234953;125012;101042;63528;37518;23259;18266;4930;432;110227;87623;23073;124236;31345;2385;23023;3566;16346;;;;;;;;;;;;1983;1050;5857;63542;24998;;;;6497;10034;8520;13364;;;;;;;29316;26384;;;;;2920;;;;;138508;;;;;;;;138508;138508;;;;;;;;;101042;;;23692;;;;;;;;;;;;101042;63528;;;;;;;;;;;;;;;;;;;;;;;37518;22567;14910;101042;86053;14910;23259;23796;6146;6429;;;2389;5117;;;96;3897;;;;612;23259;23796;1079;3692;13368;5763;612;110227;;;;;;;;;;;;;;;;;;;;87623;;;;23073;;;;96724;;;;;;;;;;;;;;;;;75550;;;21495;;;;;;;;
245;Prices of 2005, seasonally adjusted;2010;926659;549265;378139;292769;85946;926659;499513;402329;252611;149556;93620;73827;19788;3783;428468;338248;90844;491985;123752;9641;90554;14286;63976;12364.0;1099.0;4512.0;3681.0;11299.0;3772.0;8175.0;3135.0;5738.0;2705.0;7615.0;7435;4221;23810;251612;97760;66582.0;23786.0;7533.0;25646;41741;33844;53590;28897.0;24688.0;4673.0;12348.0;1116.0;6561.0;116415;104721;57796.0;35417.0;22409.0;46975.0;11670;56720.0;60946.0;4304.0;1476.0;549265;;;59473.0;67091.0;7556.0;466515.0;82764.0;549265;549265;;;;;;;;;402329;;;97119;;;;;;;;;;;;402329;252611;120106.0;34871.0;22133.0;12742.0;50646.0;14533.0;10181.0;25909.0;34493.0;11119.0;23198.0;132781.0;43158.0;11068.0;8967.0;19566.0;7173.0;27872.0;15005.0;252882.0;10817.0;11083.0;149556;89502;60043;402329;342283;60043;93620;96101;25231;25872;14031.0;11854.0;9731;19580;13718.0;6140.0;347;15570;5449.0;8456.0;1657.0;2506;93620;96101;4124;14604;53638;23775;2506;428468;18799.0;12343.0;36375.0;9741.0;5775.0;26491.0;58086.0;6822.0;21148.0;16797.0;101504.0;14056.0;6043.0;22312.0;50196.0;15753.0;11083.0;756.0;-2995.0;338248;161059.0;177260.0;756.0;90844;11083.0;82762.0;-2995.0;378139;11405.0;26546.0;20313.0;12054.0;6288.0;14341.0;43137.0;6950.0;19232.0;15680.0;95282.0;18458.0;9870.0;72503.0;10817.0;-2995.0;292769;302520.0;9750.0;85946;79218.0;6756.0;67091.0;60946.0;6115.0;7556.0;4304.0;3246.0
246;Prices of 2005, seasonally adjusted;2011 1st quarter;238516;139343;99311;76819;22389;238516;127314;100306;62881;37400;25716;20854;4873;1546;111338;87729;23635;125102;31526;2377;22730;3429;16659;;;;;;;;;;;;1773;1065;6537;63990;25208;;;;6403;11747;8591;13412;;;;;;;29411;26501;;;;;2916;;;;;139343;;;;;;;;139343;139343;;;;;;;;;100306;;;27261;;;;;;;;;;;;100306;62881;;;;;;;;;;;;;;;;;;;;;;;37400;22719;14690;100306;85722;14690;25716;26400;6842;7224;;;2877;5238;;;78;4089;;;;636;25716;26400;1106;4337;15018;5786;636;111338;;;;;;;;;;;;;;;;;;;;87729;;;;23635;;;;99311;;;;;;;;;;;;;;;;;76819;;;22389;;;;;;;;
247;Prices of 2005, seasonally adjusted;2011 2nd quarter;237533;139275;98353;76851;21934;237533;126725;100262;62663;37574;24813;20033;4811;1828;111461;88323;23356;125044;31589;2466;22870;3211;16601;;;;;;;;;;;;1725;1078;6282;63765;25258;;;;6426;10043;8563;13453;;;;;;;29498;26579;;;;;2909;;;;;139275;;;;;;;;139275;139275;;;;;;;;;100262;;;26641;;;;;;;;;;;;100262;62663;;;;;;;;;;;;;;;;;;;;;;;37574;22907;14675;100262;85605;14675;24813;25461;6614;6789;;;2809;5228;;;57;3988;;;;629;24813;25461;1108;4314;14428;5577;629;111461;;;;;;;;;;;;;;;;;;;;88323;;;;23356;;;;98353;;;;;;;;;;;;;;;;;76851;;;21934;;;;;;;;
248;Prices of 2005, seasonally adjusted;2011 3rd quarter;236573;138654;98124;77108;21789;236573;125299;100013;62374;37465;24641;20086;4571;768;111400;88518;23123;124591;31763;2449;23166;3473;16531;;;;;;;;;;;;1758;1060;6212;63245;25026;;;;6451;9532;8644;13400;;;;;;;29561;26668;;;;;2885;;;;;138654;;;;;;;;138654;138654;;;;;;;;;100013;;;25409;;;;;;;;;;;;100013;62374;;;;;;;;;;;;;;;;;;;;;;;37465;23002;14431;100013;85497;14431;24641;25274;6487;6655;;;2993;5189;;;98;3993;;;;638;24641;25274;1158;4252;14373;5632;638;111400;;;;;;;;;;;;;;;;;;;;88518;;;;23123;;;;98124;;;;;;;;;;;;;;;;;77108;;;21789;;;;;;;;
249;Prices of 2005, seasonally adjusted;2011 4th quarter;235196;137588;98153;75643;22019;235196;124028;99349;61987;37366;24120;19883;4144;217;111624;88081;23728;123448;30592;2490;22041;3211;16239;;;;;;;;;;;;1734;1063;6016;63035;24748;;;;6461;9722;8674;13375;;;;;;;29656;26754;;;;;2895;;;;;137588;;;;;;;;137588;137588;;;;;;;;;99349;;;24337;;;;;;;;;;;;99349;61987;;;;;;;;;;;;;;;;;;;;;;;37366;23015;14338;99349;85019;14338;24120;24680;6413;6587;;;2684;5205;;;87;3941;;;;643;24120;24680;1104;4250;13864;5524;643;111624;;;;;;;;;;;;;;;;;;;;88081;;;;23728;;;;98153;;;;;;;;;;;;;;;;;75643;;;22019;;;;;;;;
250;Prices of 2005, seasonally adjusted;2011;947819;554453;393941;306422;88131;947819;503366;399930;249905;149806;99290;80855;18398;4359;445822;352650;93841;497884;125469;9784;90805;13325;66030;12368.0;1147.0;4563.0;3828.0;11106.0;3968.0;8510.0;3313.0;6459.0;3314.0;7593.0;6991;4265;25048;254034;100240;68493.0;24128.0;7757.0;25742;41044;34467;53639;28310.0;25301.0;4656.0;12910.0;1215.0;6485.0;118128;106503;57712.0;35062.0;22654.0;48881.0;11605;56299.0;60379.0;4127.0;4661.0;554453;;;59306.0;66509.0;7211.0;471737.0;82745.0;554453;554453;;;;;;;;;399930;;;103406;;;;;;;;;;;;399930;249905;117498.0;34581.0;22143.0;12448.0;50233.0;14489.0;10171.0;25543.0;32657.0;9870.0;22649.0;133751.0;43641.0;11265.0;8929.0;19871.0;7478.0;27658.0;14888.0;251242.0;10276.0;11581.0;149806;91642;58133;399930;341843;58133;99290;101815;26356;27256;14777.0;12493.0;11362;20860;14813.0;6236.0;320;16011;5633.0;9205.0;1158.0;2547;99290;101815;4476;17153;57684;22520;2547;445822;17997.0;12418.0;38144.0;10560.0;5879.0;27772.0;59447.0;7305.0;22406.0;19075.0;104960.0;16980.0;5658.0;23182.0;51372.0;16049.0;11581.0;790.0;-3107.0;352650;164681.0;188356.0;790.0;93841;11581.0;85374.0;-3107.0;393941;11376.0;26206.0;21474.0;12594.0;6372.0;16902.0;45822.0;7534.0;20644.0;17482.0;96629.0;20613.0;9260.0;74937.0;10276.0;-3107.0;306422;316479.0;10057.0;88131;81209.0;6950.0;66509.0;60379.0;6098.0;7211.0;4127.0;3090.0
251;Prices of 2005, seasonally adjusted;2012 1st quarter;237672;137329;100260;78477;22246;237672;124812;99265;62088;37354;24673;20181;4495;910;112984;89745;23524;123534;30770;2494;22489;3184;16562;;;;;;;;;;;;1715;1067;5898;63088;25194;;;;6469;9843;8674;13295;;;;;;;29611;26721;;;;;2885;;;;;137329;;;;;;;;137329;137329;;;;;;;;;99265;;;25582;;;;;;;;;;;;99265;62088;;;;;;;;;;;;;;;;;;;;;;;37354;23029;14251;99265;84968;14251;24673;25280;6282;6507;;;2864;5435;;;95;4182;;;;575;24673;25280;963;4051;14452;5699;575;112984;;;;;;;;;;;;;;;;;;;;89745;;;;23524;;;;100260;;;;;;;;;;;;;;;;;78477;;;22246;;;;;;;;
252;Prices of 2005, seasonally adjusted;2012 2nd quarter;240183;138094;101926;80203;22116;240183;124199;98873;61703;37048;24261;19869;4415;1156;116269;92815;23717;123866;30979;2443;22815;3500;16401;;;;;;;;;;;;1751;1065;5811;63233;24991;;;;6342;9941;8730;13307;;;;;;;29503;26627;;;;;2872;;;;;138094;;;;;;;;138094;138094;;;;;;;;;98873;;;25417;;;;;;;;;;;;98873;61703;;;;;;;;;;;;;;;;;;;;;;;37048;23060;14038;98873;84911;14038;24261;24843;6178;6324;;;3269;5359;;;85;3822;;;;588;24261;24843;948;3859;14292;5816;588;116269;;;;;;;;;;;;;;;;;;;;92815;;;;23717;;;;101926;;;;;;;;;;;;;;;;;80203;;;22116;;;;;;;;
253;Prices of 2005, seasonally adjusted;2012 3rd quarter;238965;136691;102212;79468;22988;238965;124163;99043;61576;37157;23541;18838;4655;1835;114927;90856;24070;122981;30628;2423;22548;3305;16303;;;;;;;;;;;;1700;1069;5755;62706;24567;;;;6318;10029;8746;13367;;;;;;;29554;26687;;;;;2865;;;;;136691;;;;;;;;136691;136691;;;;;;;;;99043;;;25376;;;;;;;;;;;;99043;61576;;;;;;;;;;;;;;;;;;;;;;;37157;23147;14002;99043;85003;14002;23541;24094;6019;6336;;;2517;5304;;;80;3953;;;;599;23541;24094;911;3815;13772;5803;599;114927;;;;;;;;;;;;;;;;;;;;90856;;;;24070;;;;102212;;;;;;;;;;;;;;;;;79468;;;22988;;;;;;;;
254;Prices of 2005, seasonally adjusted;2012 4th quarter;237814;135711;102664;79391;22786;237814;122315;97609;60434;37190;22838;18227;4592;1698;115948;91787;24299;122076;30143;2450;22105;3304;16101;;;;;;;;;;;;1687;1054;5543;62085;24378;;;;6135;10010;8838;13050;;;;;;;29635;26768;;;;;2868;;;;;135711;;;;;;;;135711;135711;;;;;;;;;97609;;;24537;;;;;;;;;;;;97609;60434;;;;;;;;;;;;;;;;;;;;;;;37190;23174;14025;97609;83662;14025;22838;23442;5710;6170;;;2591;5226;;;82;3832;;;;604;22838;23442;869;3703;13070;5699;604;115948;;;;;;;;;;;;;;;;;;;;91787;;;;24299;;;;102664;;;;;;;;;;;;;;;;;79391;;;22786;;;;;;;;
255;Prices of 2005, seasonally adjusted;2012;954634;547538;407063;317540;90135;954634;495488;394790;245801;148749;95312;77115;18156;5599;460127;365203;95611;492196;122521;9811;89957;13294;65368;12179.0;1129.0;4325.0;3770.0;11844.0;3768.0;8250.0;3393.0;6105.0;3047.0;7628.0;6853;4256;23006;251111;99131;67468.0;24101.0;7697.0;25265;39822;34982;53019;27889.0;25098.0;4638.0;12509.0;1421.0;6456.0;118304;106803;57053.0;34510.0;22537.0;49880.0;11489;55180.0;59061.0;3893.0;4099.0;547538;;;58191.0;64720.0;6637.0;464543.0;83031.0;547538;547538;;;;;;;;;394790;;;100619;;;;;;;;;;;;394790;245801;113955.0;34651.0;22289.0;12377.0;47129.0;14084.0;8613.0;24420.0;31893.0;10202.0;21534.0;133368.0;44214.0;11110.0;8789.0;19767.0;7761.0;27306.0;14391.0;247308.0;10455.0;11922.0;148749;92409;56316;394790;338545;56316;95312;97659;24187;25337;13832.0;11519.0;11241;21323;14770.0;6981.0;341;15791;5634.0;9246.0;886.0;2366;95312;97659;3691;15428;55585;23015;2366;460127;18492.0;15279.0;38575.0;9644.0;5801.0;30448.0;63089.0;7199.0;22612.0;19439.0;106405.0;16606.0;5418.0;24046.0;51645.0;16600.0;11922.0;1090.0;-3246.0;365203;166073.0;200148.0;1090.0;95611;11922.0;86942.0;-3246.0;407063;11198.0;29327.0;22575.0;11628.0;6333.0;19253.0;48255.0;7156.0;20504.0;16852.0;101029.0;20277.0;8366.0;76748.0;10455.0;-3246.0;317540;328137.0;10598.0;90135;82807.0;7352.0;64720.0;59061.0;5657.0;6637.0;3893.0;2804.0
256;Prices of 2005, seasonally adjusted;2013 1st quarter;236081;135479;100295;78198;22109;236081;120274;97694;60592;37118;21858;17442;4382;404;115970;91919;24170;122261;30957;2359;23286;3843;15981;;;;;;;;;;;;1847;1060;5389;61673;24129;;;;6211;9939;8931;12993;;;;;;;29436;26594;;;;;2853;;;;;135479;;;;;;;;135479;135479;;;;;;;;;97694;;;22262;;;;;;;;;;;;97694;60592;;;;;;;;;;;;;;;;;;;;;;;37118;22974;14117;97694;83717;14117;21858;22379;5505;5908;;;2254;4965;;;88;3794;;;;578;21858;22379;882;3629;12582;5263;578;115970;;;;;;;;;;;;;;;;;;;;91919;;;;24170;;;;100295;;;;;;;;;;;;;;;;;78198;;;22109;;;;;;;;
257;Prices of 2005, seasonally adjusted;2013 2nd quarter;237192;135494;101714;79164;22886;237192;120683;97437;60152;37108;22052;17695;4400;1256;116719;92186;24753;122086;30463;2404;22693;3681;16134;;;;;;;;;;;;1736;1053;5498;62049;24298;;;;6218;9510;8985;13100;;;;;;;29423;26560;;;;;2851;;;;;135494;;;;;;;;135494;135494;;;;;;;;;97437;;;23308;;;;;;;;;;;;97437;60152;;;;;;;;;;;;;;;;;;;;;;;37108;23004;14130;97437;83270;14130;22052;22632;5526;6014;;;2168;5218;;;90;3801;;;;570;22052;22632;900;3680;12584;5583;570;116719;;;;;;;;;;;;;;;;;;;;92186;;;;24753;;;;101714;;;;;;;;;;;;;;;;;79164;;;22886;;;;;;;;
258;Prices of 2005, seasonally adjusted;2013 3rd quarter;237409;135645;101764;79881;22447;237409;120578;97227;59873;37118;22608;18104;4417;1085;116708;92132;24758;122467;30509;2547;22466;3409;16303;;;;;;;;;;;;1690;1066;5572;62521;24646;;;;6173;9918;9021;13108;;;;;;;29378;26514;;;;;2858;;;;;135645;;;;;;;;135645;135645;;;;;;;;;97227;;;23693;;;;;;;;;;;;97227;59873;;;;;;;;;;;;;;;;;;;;;;;37118;22902;14207;97227;82919;14207;22608;23127;5631;6037;;;2417;5344;;;81;3841;;;;548;22608;23127;905;3799;13011;5633;548;116708;;;;;;;;;;;;;;;;;;;;92132;;;;24758;;;;101764;;;;;;;;;;;;;;;;;79881;;;22447;;;;;;;;
259;Prices of 2005, seasonally adjusted;2013 4th quarter;238688;136953;102431;79712;22418;238688;122083;97066;60052;37121;24198;19915;4314;892;117023;92590;24647;123304;30862;2619;22540;3358;16448;;;;;;;;;;;;1690;1065;5688;62662;24842;;;;6201;9724;9053;13212;;;;;;;29406;26540;;;;;2861;;;;;136953;;;;;;;;136953;136953;;;;;;;;;97066;;;25089;;;;;;;;;;;;97066;60052;;;;;;;;;;;;;;;;;;;;;;;37121;22900;14195;97066;82890;14195;24198;24800;5846;6180;;;3299;5358;;;89;4024;;;;545;24198;24800;931;3841;13930;5806;545;117023;;;;;;;;;;;;;;;;;;;;92590;;;;24647;;;;102431;;;;;;;;;;;;;;;;;79712;;;22418;;;;;;;;
260;Prices of 2005, seasonally adjusted;2013;949370;543033;406205;316953;89860;949370;483617;389423;240668;148464;90716;73155;17513;3638;466421;368825;98328;489678;122792;9928;90985;14291;64864;12558.0;1135.0;4229.0;3663.0;11318.0;3693.0;8211.0;3364.0;6166.0;2992.0;7478.0;6963;4243;22147;248905;97916;66247.0;24029.0;7741.0;24802;39093;35984;52413;27421.0;24950.0;4688.0;12360.0;1415.0;6422.0;117644;106208;56350.0;34110.0;22234.0;50002.0;11423;53168.0;57015.0;3887.0;4178.0;543033;;;56466.0;62860.0;6489.0;459565.0;83533.0;543033;543033;;;;;;;;;389423;;;93802;;;;;;;;;;;;389423;240668;110620.0;34316.0;22227.0;12115.0;44293.0;13546.0;7861.0;22868.0;31468.0;10390.0;20916.0;132892.0;44722.0;10970.0;8548.0;19557.0;8275.0;26693.0;14026.0;243489.0;10034.0;12759.0;148464;91779;56650;389423;332796;56650;90716;92938;22508;24140;13386.0;10775.0;10138;20885;14492.0;6793.0;347;15460;5409.0;9185.0;847.0;2239;90716;92938;3620;14949;52107;22284;2239;466421;17878.0;18192.0;40155.0;10333.0;5563.0;30362.0;62294.0;7643.0;22253.0;20028.0;104874.0;16162.0;5490.0;24387.0;52903.0;16501.0;12759.0;1057.0;-2964.0;368825;165853.0;204473.0;1057.0;98328;12759.0;88503.0;-2964.0;406205;10980.0;29444.0;22536.0;12013.0;6059.0;19672.0;48567.0;7304.0;20118.0;17082.0;99350.0;19142.0;8048.0;77836.0;10034.0;-2964.0;316953;326439.0;9485.0;89860;83392.0;6521.0;62860.0;57015.0;5779.0;6489.0;3887.0;2706.0
