ID;Sex;Age31December;Periods;Deaths_1
2206;Total male and female;Total;2011 week 45;2567
2207;Total male and female;Total;2011 week 46;2691
2208;Total male and female;Total;2011 week 47;2740
2209;Total male and female;Total;2011 week 48;2782
2210;Total male and female;Total;2011 week 49;2786
2211;Total male and female;Total;2011 week 50;2915
2212;Total male and female;Total;2011 week 51;2813
2213;Total male and female;Total;2011 week 52 (6 days);2413
2214;Total male and female;Total;2011;135741
2215;Total male and female;Total;2012 week 0 (1 day);411
2216;Total male and female;Total;2012 week 1;2930
2217;Total male and female;Total;2012 week 2;2773
2218;Total male and female;Total;2012 week 3;2785
2219;Total male and female;Total;2012 week 4;2789
2220;Total male and female;Total;2012 week 5;2815
2221;Total male and female;Total;2012 week 6;3034
2222;Total male and female;Total;2012 week 7;3089
2223;Total male and female;Total;2012 week 8;3035
2224;Total male and female;Total;2012 week 9;3061
2225;Total male and female;Total;2012 week 10;2951
2226;Total male and female;Total;2012 week 11;2891
2227;Total male and female;Total;2012 week 12;2817
2228;Total male and female;Total;2012 week 13;2793
2229;Total male and female;Total;2012 week 14;2805
2230;Total male and female;Total;2012 week 15;2757
2231;Total male and female;Total;2012 week 16;2786
2232;Total male and female;Total;2012 week 17;2773
2233;Total male and female;Total;2012 week 18;2609
2234;Total male and female;Total;2012 week 19;2653
2235;Total male and female;Total;2012 week 20;2537
2236;Total male and female;Total;2012 week 21;2727
2237;Total male and female;Total;2012 week 22;2558
2238;Total male and female;Total;2012 week 23;2585
2239;Total male and female;Total;2012 week 24;2558
2240;Total male and female;Total;2012 week 25;2574
2241;Total male and female;Total;2012 week 26;2561
2242;Total male and female;Total;2012 week 27;2639
2243;Total male and female;Total;2012 week 28;2450
2244;Total male and female;Total;2012 week 29;2422
2245;Total male and female;Total;2012 week 30;2559
2246;Total male and female;Total;2012 week 31;2372
2247;Total male and female;Total;2012 week 32;2359
2248;Total male and female;Total;2012 week 33;2548
2249;Total male and female;Total;2012 week 34;2534
2250;Total male and female;Total;2012 week 35;2370
2251;Total male and female;Total;2012 week 36;2540
2252;Total male and female;Total;2012 week 37;2474
2253;Total male and female;Total;2012 week 38;2390
2254;Total male and female;Total;2012 week 39;2640
2255;Total male and female;Total;2012 week 40;2523
2256;Total male and female;Total;2012 week 41;2681
2257;Total male and female;Total;2012 week 42;2666
2258;Total male and female;Total;2012 week 43;2522
2259;Total male and female;Total;2012 week 44;2646
2260;Total male and female;Total;2012 week 45;2691
2261;Total male and female;Total;2012 week 46;2729
2262;Total male and female;Total;2012 week 47;2727
2263;Total male and female;Total;2012 week 48;2731
2264;Total male and female;Total;2012 week 49;2772
2265;Total male and female;Total;2012 week 50;2911
2266;Total male and female;Total;2012 week 51;2860
2267;Total male and female;Total;2012 week 52;3003
2268;Total male and female;Total;2012 week 53 (1 day);397
2269;Total male and female;Total;2012;140813
2270;Total male and female;Total;2013 week 1 (6 days);2550
2271;Total male and female;Total;2013 week 2;3038
2272;Total male and female;Total;2013 week 3;3011
2273;Total male and female;Total;2013 week 4;3082
2274;Total male and female;Total;2013 week 5;3192
2275;Total male and female;Total;2013 week 6;3143
2276;Total male and female;Total;2013 week 7;3033
2277;Total male and female;Total;2013 week 8;3211
2278;Total male and female;Total;2013 week 9;3170
2279;Total male and female;Total;2013 week 10;3293
2280;Total male and female;Total;2013 week 11;3039
2281;Total male and female;Total;2013 week 12;3038
2282;Total male and female;Total;2013 week 13;3067
2283;Total male and female;Total;2013 week 14;2974
2284;Total male and female;Total;2013 week 15;3059
2285;Total male and female;Total;2013 week 16;2859
2286;Total male and female;Total;2013 week 17;2727
2287;Total male and female;Total;2013 week 18;2560
2288;Total male and female;Total;2013 week 19;2652
2289;Total male and female;Total;2013 week 20;2571
2290;Total male and female;Total;2013 week 21;2499
2291;Total male and female;Total;2013 week 22;2601
2292;Total male and female;Total;2013 week 23;2577
2293;Total male and female;Total;2013 week 24;2498
2294;Total male and female;Total;2013 week 25;2539
2295;Total male and female;Total;2013 week 26;2493
2296;Total male and female;Total;2013 week 27;2533
2297;Total male and female;Total;2013 week 28;2461
2298;Total male and female;Total;2013 week 29;2488
2299;Total male and female;Total;2013 week 30;2724
2300;Total male and female;Total;2013 week 31;2486
2301;Total male and female;Total;2013 week 32;2389
2302;Total male and female;Total;2013 week 33;2442
2303;Total male and female;Total;2013 week 34;2402
2304;Total male and female;Total;2013 week 35;2436
2305;Total male and female;Total;2013 week 36;2477
2306;Total male and female;Total;2013 week 37;2311
2307;Total male and female;Total;2013 week 38;2498
2308;Total male and female;Total;2013 week 39;2369
2309;Total male and female;Total;2013 week 40;2576
2310;Total male and female;Total;2013 week 41;2604
2311;Total male and female;Total;2013 week 42;2543
2312;Total male and female;Total;2013 week 43;2679
2313;Total male and female;Total;2013 week 44;2469
2314;Total male and female;Total;2013 week 45;2503
2315;Total male and female;Total;2013 week 46;2571
2316;Total male and female;Total;2013 week 47;2565
2317;Total male and female;Total;2013 week 48;2743
2318;Total male and female;Total;2013 week 49;2598
2319;Total male and female;Total;2013 week 50;2590
2320;Total male and female;Total;2013 week 51;2787
2321;Total male and female;Total;2013 week 52;2753
2322;Total male and female;Total;2013 week 53 (2 days);772
2323;Total male and female;Total;2013;141245
2324;Total male and female;Total;2014 week 1 (5 days);1994
2325;Total male and female;Total;2014 week 2;2819
2326;Total male and female;Total;2014 week 3;2740
2327;Total male and female;Total;2014 week 4;2710
2328;Total male and female;Total;2014 week 5;2708
2329;Total male and female;Total;2014 week 6;2855
2330;Total male and female;Total;2014 week 7;2796
2331;Total male and female;Total;2014 week 8;2753
2332;Total male and female;Total;2014 week 9;2713
2333;Total male and female;Total;2014 week 10;2763
2334;Total male and female;Total;2014 week 11;2770
2335;Total male and female;Total;2014 week 12;2662
2336;Total male and female;Total;2014 week 13;2690
2337;Total male and female;Total;2014 week 14;2707
2338;Total male and female;Total;2014 week 15;2592
2339;Total male and female;Total;2014 week 16;2609
2340;Total male and female;Total;2014 week 17;2610
2341;Total male and female;Total;2014 week 18;2528
2342;Total male and female;Total;2014 week 19;2618
2343;Total male and female;Total;2014 week 20;2620
2344;Total male and female;Total;2014 week 21;2559
2345;Total male and female;Total;2014 week 22;2511
2346;Total male and female;Total;2014 week 23;2499
2347;Total male and female;Total;2014 week 24;2428
2348;Total male and female;Total;2014 week 25;2442
2349;Total male and female;Total;2014 week 26;2483
2350;Total male and female;Total;2014 week 27;2653
2351;Total male and female;Total;2014 week 28;2569
2352;Total male and female;Total;2014 week 29;2809
2353;Total male and female;Total;2014 week 30;2659
2354;Total male and female;Total;2014 week 31;2501
2355;Total male and female;Total;2014 week 32;2540
2356;Total male and female;Total;2014 week 33;2423
2357;Total male and female;Total;2014 week 34;2478
2358;Total male and female;Total;2014 week 35;2678
2359;Total male and female;Total;2014 week 36;2630
2360;Total male and female;Total;2014 week 37;2529
2361;Total male and female;Total;2014 week 38;2594
2362;Total male and female;Total;2014 week 39;2483
2363;Total male and female;Total;2014 week 40;2639
2364;Total male and female;Total;2014 week 41;2615
2365;Total male and female;Total;2014 week 42;2646
2366;Total male and female;Total;2014 week 43;2562
2367;Total male and female;Total;2014 week 44;2647
2368;Total male and female;Total;2014 week 45;2650
2369;Total male and female;Total;2014 week 46;2779
2370;Total male and female;Total;2014 week 47;2777
2371;Total male and female;Total;2014 week 48;2782
2372;Total male and female;Total;2014 week 49;2868
2373;Total male and female;Total;2014 week 50;3097
2374;Total male and female;Total;2014 week 51;3129
2375;Total male and female;Total;2014 week 52;2962
2376;Total male and female;Total;2014 week 53 (3 days);1345
2377;Total male and female;Total;2014;139223
2378;Total male and female;Total;2015 week 1 (4 days);1910
2379;Total male and female;Total;2015 week 2;3429
2380;Total male and female;Total;2015 week 3;3377
2381;Total male and female;Total;2015 week 4;3353
2382;Total male and female;Total;2015 week 5;3322
2383;Total male and female;Total;2015 week 6;3272
2384;Total male and female;Total;2015 week 7;3311
2385;Total male and female;Total;2015 week 8;3381
2386;Total male and female;Total;2015 week 9;3207
2387;Total male and female;Total;2015 week 10;3222
2388;Total male and female;Total;2015 week 11;3086
2389;Total male and female;Total;2015 week 12;3052
2390;Total male and female;Total;2015 week 13;3084
2391;Total male and female;Total;2015 week 14;2839
2392;Total male and female;Total;2015 week 15;2888
2393;Total male and female;Total;2015 week 16;2893
2394;Total male and female;Total;2015 week 17;2829
2395;Total male and female;Total;2015 week 18;2674
2396;Total male and female;Total;2015 week 19;2741
2397;Total male and female;Total;2015 week 20;2721
2398;Total male and female;Total;2015 week 21;2566
2399;Total male and female;Total;2015 week 22;2660
2400;Total male and female;Total;2015 week 23;2595
2401;Total male and female;Total;2015 week 24;2680
2402;Total male and female;Total;2015 week 25;2559
2403;Total male and female;Total;2015 week 26;2547
2404;Total male and female;Total;2015 week 27;2848
2405;Total male and female;Total;2015 week 28;2587
2406;Total male and female;Total;2015 week 29;2567
2407;Total male and female;Total;2015 week 30;2548
2408;Total male and female;Total;2015 week 31;2490
2409;Total male and female;Total;2015 week 32;2544
2410;Total male and female;Total;2015 week 33;2529
2411;Total male and female;Total;2015 week 34;2519
2412;Total male and female;Total;2015 week 35;2527
2413;Total male and female;Total;2015 week 36;2510
2414;Total male and female;Total;2015 week 37;2599
2415;Total male and female;Total;2015 week 38;2633
2416;Total male and female;Total;2015 week 39;2683
2417;Total male and female;Total;2015 week 40;2742
2418;Total male and female;Total;2015 week 41;2690
2419;Total male and female;Total;2015 week 42;2712
2420;Total male and female;Total;2015 week 43;2832
2421;Total male and female;Total;2015 week 44;2824
2422;Total male and female;Total;2015 week 45;2692
2423;Total male and female;Total;2015 week 46;2599
2424;Total male and female;Total;2015 week 47;2806
2425;Total male and female;Total;2015 week 48;2721
2426;Total male and female;Total;2015 week 49;2759
2427;Total male and female;Total;2015 week 50;2844
2428;Total male and female;Total;2015 week 51;2881
2429;Total male and female;Total;2015 week 52;2592
2430;Total male and female;Total;2015 week 53 (4 days);1658
2431;Total male and female;Total;2015;147134
2432;Total male and female;Total;2016 week 0 (3 days);1262
2433;Total male and female;Total;2016 week 1;3173
2434;Total male and female;Total;2016 week 2;3075
2435;Total male and female;Total;2016 week 3;3062
2436;Total male and female;Total;2016 week 4;3201
2437;Total male and female;Total;2016 week 5;3103
2438;Total male and female;Total;2016 week 6;3036
2439;Total male and female;Total;2016 week 7;3027
2440;Total male and female;Total;2016 week 8;3319
2441;Total male and female;Total;2016 week 9;3185
2442;Total male and female;Total;2016 week 10;3151
2443;Total male and female;Total;2016 week 11;3062
2444;Total male and female;Total;2016 week 12;3028
2445;Total male and female;Total;2016 week 13;3037
2446;Total male and female;Total;2016 week 14;3010
2447;Total male and female;Total;2016 week 15;2767
2448;Total male and female;Total;2016 week 16;2751
2449;Total male and female;Total;2016 week 17;2742
2450;Total male and female;Total;2016 week 18;2754
2451;Total male and female;Total;2016 week 19;2952
2452;Total male and female;Total;2016 week 20;2671
2453;Total male and female;Total;2016 week 21;2713
2454;Total male and female;Total;2016 week 22;2682
2455;Total male and female;Total;2016 week 23;2587
