ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
4177;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2016;889.0
4178;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2017;949.0
4179;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2018;845.0
4180;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2019;746.0
4181;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2020;753.0
4182;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2021;760.0
4183;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2022;882.0
4184;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2015;715.0
4185;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2016;752.0
4186;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2017;774.0
4187;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2018;843.0
4188;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2019;1032.0
4189;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2020;1181.0
4190;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2021;2156.0
4191;"Imports of goods; ownership prin.; total";Belgium;205 Other chemical products;2022;2632.0
4192;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2015;1075.0
4193;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2016;955.0
4194;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2017;1193.0
4195;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2018;1156.0
4196;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2019;1214.0
4197;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2020;1449.0
4198;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2021;2708.0
4199;"Imports of goods; ownership prin.; total";Belgium;21 Basic pharmaceutical products and..;2022;3218.0
4200;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2015;82.0
4201;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2016;96.0
4202;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2017;120.0
4203;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2018;98.0
4204;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2019;70.0
4205;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2020;68.0
4206;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2021;94.0
4207;"Imports of goods; ownership prin.; total";Belgium;211 Basic pharmaceutical products;2022;118.0
4208;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2015;993.0
4209;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2016;859.0
4210;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2017;1073.0
4211;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2018;1058.0
4212;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2019;1144.0
4213;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2020;1381.0
4214;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2021;2614.0
4215;"Imports of goods; ownership prin.; total";Belgium;212 Pharmaceutical preparations;2022;3100.0
4216;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2015;1308.0
4217;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2016;1442.0
4218;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2017;1580.0
4219;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2018;1597.0
4220;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2019;1776.0
4221;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2020;1807.0
4222;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2021;2032.0
4223;"Imports of goods; ownership prin.; total";Belgium;22 Rubber and plastics products;2022;2267.0
4224;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2015;509.0
4225;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2016;528.0
4226;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2017;559.0
4227;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2018;508.0
4228;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2019;552.0
4229;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2020;542.0
4230;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2021;653.0
4231;"Imports of goods; ownership prin.; total";Belgium;221 Rubber products;2022;666.0
4232;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2015;799.0
4233;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2016;915.0
4234;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2017;1020.0
4235;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2018;1089.0
4236;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2019;1224.0
4237;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2020;1265.0
4238;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2021;1378.0
4239;"Imports of goods; ownership prin.; total";Belgium;222 Plastic products;2022;1600.0
4240;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2015;704.0
4241;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2016;787.0
4242;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2017;808.0
4243;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2018;873.0
4244;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2019;869.0
4245;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2020;831.0
4246;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2021;969.0
4247;"Imports of goods; ownership prin.; total";Belgium;23 Other non-metallic mineral products;2022;1090.0
4248;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2015;239.0
4249;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2016;267.0
4250;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2017;290.0
4251;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2018;273.0
4252;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2019;274.0
4253;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2020;240.0
4254;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2021;271.0
4255;"Imports of goods; ownership prin.; total";Belgium;231 Glass and glass products;2022;317.0
4256;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2015;236.0
4257;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2016;243.0
4258;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2017;240.0
4259;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2018;248.0
4260;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2019;256.0
4261;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2020;186.0
4262;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2021;249.0
4263;"Imports of goods; ownership prin.; total";Belgium;232 Refractory products;2022;335.0
4264;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2015;114.0
4265;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2016;143.0
4266;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2017;153.0
4267;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2018;208.0
4268;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2019;195.0
4269;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2020;262.0
4270;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2021;285.0
4271;"Imports of goods; ownership prin.; total";Belgium;236 Articles of concrete, cement..;2022;272.0
4272;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2015;115.0
4273;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2016;134.0
4274;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2017;126.0
4275;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2018;144.0
4276;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2019;144.0
4277;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2020;144.0
4278;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2021;163.0
4279;"Imports of goods; ownership prin.; total";Belgium;239 Other non-metallic mineral products;2022;166.0
4280;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2015;1452.0
4281;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2016;1448.0
4282;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2017;1883.0
4283;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2018;2154.0
4284;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2019;1790.0
4285;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2020;1500.0
4286;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2021;2254.0
4287;"Imports of goods; ownership prin.; total";Belgium;24 Basic metals;2022;2811.0
4288;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2015;1162.0
4289;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2016;1158.0
4290;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2017;1405.0
4291;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2018;1713.0
4292;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2019;1350.0
4293;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2020;1129.0
4294;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2021;1799.0
4295;"Imports of goods; ownership prin.; total";Belgium;241 Basic iron and steel and..;2022;2196.0
4296;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2015;
4297;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2016;
4298;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2017;
4299;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2018;
4300;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2019;
4301;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2020;
4302;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2021;
4303;"Imports of goods; ownership prin.; total";Belgium;242 Tubes, pipes, hollow profiles..;2022;
4304;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2015;
4305;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2016;
4306;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2017;
4307;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2018;
4308;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2019;
4309;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2020;
4310;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2021;
4311;"Imports of goods; ownership prin.; total";Belgium;243 Other products of the first..;2022;
4312;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2015;290.0
4313;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2016;289.0
4314;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2017;478.0
4315;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2018;442.0
4316;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2019;441.0
4317;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2020;371.0
4318;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2021;455.0
4319;"Imports of goods; ownership prin.; total";Belgium;244 Basic precious and other..;2022;615.0
4320;"Imports of goods; ownership prin.; total";Belgium;245 Casting services of metals;2015;
4321;"Imports of goods; ownership prin.; total";Belgium;245 Casting services of metals;2016;
4322;"Imports of goods; ownership prin.; total";Belgium;245 Casting services of metals;2017;
4323;"Imports of goods; ownership prin.; total";Belgium;245 Casting services of metals;2018;
4324;"Imports of goods; ownership prin.; total";Belgium;245 Casting services of metals;2019;
